stat_id,player_id,ninety_s,gls,sh,sot,sot_percent,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk,pk,pkatt,xg,npxg,npxg_per_sh,g_minus_xg,npg_minus_xg
,,1.7,0,1,0,0.0,0.58,0.0,0.0,0.0,28.4,0,0,0,0.0,0.0,0.02,0.0,0.0
,,3.6,0,12,2,16.7,3.32,0.55,0.0,0.0,21.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9
,,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,4.0,0,1,0,0.0,0.25,0.0,0.0,0.0,36.3,0,0,0,0.0,0.0,0.02,0.0,0.0
,,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.6,2,7,3,42.9,1.94,0.83,0.14,0.33,20.7,1,1,1,2.2,1.5,0.21,-0.2,-0.5
,,1.8,0,3,0,0.0,1.63,0.0,0.0,0.0,17.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
,,0.7,0,1,1,100.0,1.36,1.36,0.0,0.0,4.4,0,0,0,0.3,0.3,0.32,-0.3,-0.3
,,3.8,0,3,1,33.3,0.78,0.26,0.0,0.0,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
,,2.9,0,1,0,0.0,0.35,0.0,0.0,0.0,9.6,0,0,0,0.0,0.0,0.03,0.0,0.0
,,2.1,0,6,1,16.7,2.84,0.47,0.0,0.0,17.0,0,0,0,0.6,0.6,0.1,-0.6,-0.6
,,0.7,0,1,0,0.0,1.48,0.0,0.0,0.0,12.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
,,2.8,0,7,3,42.9,2.49,1.07,0.0,0.0,22.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
,,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.4,4,12,5,41.7,3.48,1.45,0.25,0.6,11.5,0,1,1,3.1,2.3,0.19,0.9,0.7
,,3.7,0,4,1,25.0,1.09,0.27,0.0,0.0,24.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3
,,1.2,0,1,1,100.0,0.85,0.85,0.0,0.0,11.5,0,0,0,0.2,0.2,0.17,-0.2,-0.2
,,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,4.0,0,2,0,0.0,0.5,0.0,0.0,0.0,10.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
,,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2.6,0,1,1,100.0,0.38,0.38,0.0,0.0,34.4,0,0,0,0.0,0.0,0.01,0.0,0.0
,,4.0,0,5,0,0.0,1.25,0.0,0.0,0.0,9.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4
,,3.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2.6,0,3,0,0.0,1.17,0.0,0.0,0.0,18.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
,,1.2,0,1,1,100.0,0.82,0.82,0.0,0.0,28.8,0,0,0,0.0,0.0,0.01,0.0,0.0
,,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.6,0,1,0,0.0,1.73,0.0,0.0,0.0,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
,,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1.3,0,5,1,20.0,3.85,0.77,0.0,0.0,20.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3
,,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2.3,1,1,1,100.0,0.43,0.43,1.0,1.0,8.5,0,0,0,0.1,0.1,0.15,0.9,0.9
,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.7,0,3,1,33.3,4.35,1.45,0.0,0.0,17.2,0,0,0,0.4,0.4,0.15,-0.4,-0.4
,,0.4,1,3,3,100.0,8.18,8.18,0.33,0.33,8.9,0,0,0,0.6,0.6,0.19,0.4,0.4
,,1.3,1,3,1,33.3,2.35,0.78,0.33,1.0,11.0,0,0,0,0.8,0.8,0.27,0.2,0.2
,,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.2,0,4,3,75.0,1.23,0.92,0.0,0.0,17.6,0,0,0,0.6,0.6,0.15,-0.6,-0.6
,,1.6,0,2,2,100.0,1.24,1.24,0.0,0.0,8.7,0,0,0,0.7,0.7,0.36,-0.7,-0.7
,,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
