stat_id,player_id,ninety_s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_percent,tkld,tkld_percent,carries,tot_dist,prg_dist,prgc,one_third,cpa,mis,dis,rec,prgr
,,2.7,67,5,13,24,30,10,67,5,3,60.0,1,20.0,41,187.0,86.0,3,2,1,5,2,45,7
,,2.0,172,4,46,90,38,0,172,3,1,33.3,2,66.7,115,473.0,217.0,4,2,0,2,0,130,6
,,0.8,28,0,5,22,1,0,28,1,0,0.0,1,100.0,23,118.0,57.0,1,1,0,1,1,25,1
,,1.2,90,6,38,50,2,1,90,1,0,0.0,0,0.0,67,285.0,169.0,0,0,0,0,0,69,1
,,2.3,94,1,9,40,48,10,94,9,3,33.3,4,44.4,42,269.0,138.0,6,7,3,5,4,52,3
,,1.8,71,8,31,29,11,1,71,0,0,0.0,0,0.0,23,60.0,13.0,0,0,0,1,1,38,0
,,2.3,64,1,10,31,26,10,64,3,0,0.0,2,66.7,38,307.0,70.0,3,0,2,4,3,43,5
,,1.2,50,1,8,21,26,6,50,4,3,75.0,1,25.0,35,362.0,236.0,9,4,2,2,6,35,12
,,2.3,177,6,41,112,26,3,177,1,0,0.0,1,100.0,114,672.0,332.0,5,7,1,5,1,147,4
,,4.0,127,110,125,2,0,0,127,0,0,0.0,0,0.0,66,311.0,159.0,0,0,0,0,0,57,0
,,0.3,16,1,5,8,3,1,16,0,0,0.0,0,0.0,7,32.0,10.0,1,0,0,0,0,9,1
,,2.6,83,4,17,39,30,6,83,8,5,62.5,2,25.0,54,404.0,261.0,7,4,4,8,7,54,14
,,0.3,11,0,2,6,4,1,11,4,2,50.0,2,50.0,7,56.0,34.0,1,1,1,0,0,5,2
,,2.1,137,3,38,89,13,3,137,3,1,33.3,2,66.7,84,455.0,242.0,2,1,0,1,1,114,1
,,1.6,59,1,11,33,17,8,59,4,3,75.0,1,25.0,29,159.0,83.0,4,1,4,1,0,38,3
,,3.9,162,7,37,94,33,1,162,5,3,60.0,2,40.0,79,346.0,163.0,2,1,0,3,4,91,5
,,2.0,130,8,45,62,23,0,130,0,0,0.0,0,0.0,59,293.0,151.0,2,3,0,1,0,71,4
,,4.0,297,15,69,157,73,3,297,1,1,100.0,0,0.0,146,719.0,298.0,7,4,1,4,2,218,6
,,1.0,71,11,45,25,1,1,71,0,0,0.0,0,0.0,47,137.0,64.0,0,0,0,0,0,55,0
,,0.5,8,1,1,4,4,1,8,0,0,0.0,0,0.0,4,28.0,16.0,1,1,0,0,0,3,2
,,0.6,30,0,2,16,12,5,30,4,2,50.0,2,50.0,15,68.0,29.0,1,2,0,1,3,23,7
,,1.0,65,6,12,47,6,1,65,1,0,0.0,1,100.0,41,268.0,101.0,2,0,0,4,3,42,3
,,4.0,209,19,81,87,43,2,209,9,3,33.3,4,44.4,97,520.0,268.0,5,6,1,4,2,99,8
,,4.0,209,35,131,70,11,8,209,1,1,100.0,0,0.0,100,445.0,184.0,1,1,1,2,0,113,0
,,3.9,314,28,153,158,5,3,314,3,2,66.7,0,0.0,198,1114.0,491.0,1,0,0,2,1,244,1
,,1.0,40,34,39,1,0,0,40,0,0,0.0,0,0.0,18,88.0,60.0,0,0,0,0,0,17,0
,,2.0,69,3,16,38,15,3,69,0,0,0.0,0,0.0,32,254.0,144.0,7,4,0,1,0,39,4
,,3.3,165,40,99,60,7,3,165,0,0,0.0,0,0.0,67,294.0,103.0,0,0,0,0,0,84,0
,,1.0,89,8,38,48,3,1,89,0,0,0.0,0,0.0,67,390.0,232.0,3,1,0,1,0,71,0
,,0.2,19,1,3,11,5,0,19,0,0,0.0,0,0.0,8,30.0,3.0,0,0,0,0,0,16,0
,,0.2,11,0,0,7,4,0,11,0,0,0.0,0,0.0,8,27.0,9.0,0,0,0,0,0,10,4
,,0.3,11,0,2,8,1,1,11,0,0,0.0,0,0.0,5,17.0,1.0,0,0,0,1,0,8,1
,,2.0,85,7,43,39,4,0,85,0,0,0.0,0,0.0,46,147.0,45.0,1,1,0,0,0,50,0
,,1.3,81,3,44,36,1,0,81,1,0,0.0,1,100.0,59,423.0,208.0,0,0,0,0,0,59,0
,,4.0,143,112,142,1,0,0,143,0,0,0.0,0,0.0,73,398.0,255.0,0,0,0,0,0,67,0
,,0.8,38,0,1,25,12,1,38,3,0,0.0,3,100.0,21,97.0,28.0,1,1,1,2,2,36,9
,,2.0,125,2,24,56,45,5,125,1,0,0.0,1,100.0,69,263.0,133.0,0,1,0,4,2,86,7
,,1.5,66,5,29,32,5,1,66,1,0,0.0,0,0.0,29,142.0,58.0,1,0,0,1,1,34,0
,,4.0,259,7,34,175,51,2,259,2,2,100.0,0,0.0,171,1142.0,618.0,9,8,0,3,3,192,5
,,1.8,98,9,34,49,18,0,98,1,0,0.0,0,0.0,46,312.0,149.0,4,2,0,1,0,50,2
,,4.0,146,14,41,71,36,6,146,6,3,50.0,2,33.3,61,225.0,81.0,1,1,0,4,1,76,10
,,1.6,35,2,3,25,8,1,35,0,0,0.0,0,0.0,23,55.0,17.0,1,1,1,5,3,26,6
,,0.7,25,1,13,8,4,0,25,1,0,0.0,0,0.0,14,26.0,8.0,0,0,0,0,1,13,0
,,0.2,9,0,0,7,2,0,9,0,0,0.0,0,0.0,6,63.0,27.0,1,0,0,2,1,6,2
,,0.3,15,1,3,9,3,1,15,0,0,0.0,0,0.0,3,12.0,3.0,0,0,0,0,0,10,0
,,0.4,22,2,6,8,9,4,22,1,1,100.0,0,0.0,17,84.0,46.0,1,0,1,0,0,16,2
,,1.9,85,3,12,37,39,6,85,12,3,25.0,8,66.7,54,418.0,196.0,7,9,2,3,5,66,16
,,4.0,152,8,41,87,24,0,152,0,0,0.0,0,0.0,60,249.0,72.0,0,1,0,0,2,82,2
,,0.5,20,5,13,6,1,0,20,2,1,50.0,1,50.0,6,35.0,28.0,0,0,0,0,1,9,0
,,2.6,205,6,47,100,61,6,205,2,1,50.0,1,50.0,131,832.0,511.0,9,4,3,3,2,144,19
,,0.2,22,0,3,11,8,0,22,1,0,0.0,0,0.0,8,24.0,9.0,0,0,0,0,1,14,0
,,2.3,127,14,67,59,1,0,127,0,0,0.0,0,0.0,69,320.0,119.0,0,1,0,1,3,73,0
,,0.1,19,2,6,11,2,0,19,0,0,0.0,0,0.0,6,47.0,18.0,0,1,0,0,0,7,0
,,2.7,176,20,104,61,11,4,176,1,0,0.0,1,100.0,103,634.0,284.0,1,0,0,0,1,114,1
,,0.9,25,0,1,10,14,5,25,5,3,60.0,2,40.0,18,194.0,130.0,5,1,1,0,1,23,8
,,3.6,191,5,24,102,67,4,191,1,1,100.0,0,0.0,120,652.0,335.0,9,10,1,7,5,147,18
,,0.3,30,0,0,7,23,3,30,5,2,40.0,3,60.0,17,81.0,24.0,0,0,0,1,0,23,8
,,2.5,145,11,53,60,32,1,145,0,0,0.0,0,0.0,55,296.0,121.0,5,4,1,0,0,79,3
,,1.7,82,0,0,33,50,7,82,6,5,83.3,1,16.7,60,375.0,170.0,5,4,3,3,5,68,26
,,4.0,167,44,99,68,1,1,167,0,0,0.0,0,0.0,52,170.0,68.0,0,0,0,2,0,57,0
,,3.8,264,43,150,101,13,2,264,2,1,50.0,1,50.0,158,703.0,332.0,4,3,0,4,0,164,1
