stat_id,player_id,ninety_s,crd_y,crd_r,two_crd_y,fls,fld,off,crs,interceptions,tklw,pkwon,pkcon,og,recov,won,lost,won_percent
,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
,,0.8,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0.0
,,2.0,0,0,0,1,1,1,6,0,4,0,0,0,4,4,7,36.4
,,1.5,0,0,0,1,2,0,0,2,2,0,0,0,8,0,3,0.0
,,4.0,1,0,0,4,3,0,2,6,4,0,0,0,13,2,3,40.0
,,1.8,0,0,0,2,2,0,3,4,2,0,0,0,4,3,3,50.0
,,4.0,0,0,0,4,2,0,3,0,3,0,0,0,15,5,7,41.7
,,1.6,0,0,0,1,0,2,0,0,1,0,0,0,2,3,7,30.0
,,0.7,0,0,0,3,2,0,0,0,2,0,0,0,3,1,2,33.3
,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
,,0.3,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,100.0
,,0.4,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,100.0
,,1.9,1,0,0,3,1,0,4,0,2,0,0,0,6,4,3,57.1
,,4.0,1,0,0,10,4,0,10,5,1,0,0,0,10,1,4,20.0
,,0.5,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,25.0
,,2.6,0,0,0,1,4,0,12,2,1,0,0,0,9,1,0,100.0
,,0.2,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,100.0
,,2.3,2,0,0,5,2,0,0,6,1,0,0,0,6,6,7,46.2
,,0.1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0.0
,,2.7,0,0,0,5,1,0,0,1,1,0,0,0,7,6,6,50.0
,,0.9,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0
,,3.6,1,0,0,3,8,0,10,2,1,0,0,0,9,4,7,36.4
,,0.3,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0.0
,,2.5,1,0,0,2,2,0,11,2,0,0,0,0,7,1,2,33.3
,,1.7,0,0,0,0,4,0,15,1,0,0,0,0,2,0,3,0.0
,,4.0,0,0,0,3,4,0,0,4,2,0,0,0,9,8,9,47.1
,,3.8,2,0,0,10,6,0,1,7,2,0,0,0,12,5,8,38.5
,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3
,,0.9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,100.0
,,4.0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,100.0
,,0.7,1,0,0,1,1,0,1,1,0,0,0,0,1,1,2,33.3
,,1.6,0,0,0,2,1,0,0,4,2,0,0,0,5,6,3,66.7
,,1.2,0,0,0,1,2,0,1,1,1,0,0,0,5,0,0,0.0
,,2.6,2,1,1,3,1,0,12,5,3,0,0,0,4,2,0,100.0
,,0.4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0
,,0.9,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0
,,3.4,0,0,0,2,2,1,0,6,3,0,0,0,11,1,7,12.5
,,1.5,0,0,0,1,4,0,2,0,0,0,0,0,1,1,5,16.7
,,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0
,,3.9,0,0,0,4,9,8,1,0,1,0,0,0,7,8,9,47.1
,,0.2,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0.0
,,2.0,0,0,0,0,0,0,0,2,1,0,0,0,6,5,2,71.4
,,1.8,0,0,0,1,1,0,2,2,0,0,0,0,8,1,0,100.0
,,1.0,0,0,0,1,0,0,1,1,1,0,0,0,3,0,2,0.0
,,1.2,0,0,0,1,4,0,0,2,2,0,0,0,7,0,3,0.0
,,1.5,0,0,0,3,1,1,9,0,2,0,0,0,4,1,2,33.3
,,2.0,0,0,0,4,7,1,2,1,3,0,0,0,8,4,3,57.1
,,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0
,,1.1,0,0,0,1,0,0,0,0,1,0,0,0,2,4,1,80.0
,,3.7,0,0,0,6,6,1,0,0,1,0,0,0,11,9,16,36.0
,,3.3,0,0,0,3,11,0,9,1,7,0,0,0,13,0,3,0.0
,,4.0,0,0,0,2,7,0,13,5,9,0,0,0,8,5,4,55.6
,,0.8,1,0,0,5,0,0,1,0,0,0,0,0,2,2,0,100.0
,,4.0,1,0,0,3,3,0,17,0,1,0,1,0,12,0,1,0.0
,,3.4,0,0,0,2,2,2,13,0,3,0,0,0,13,0,1,0.0
