stat_id,player_id,ninety_s,crd_y,crd_r,two_crd_y,fls,fld,off,crs,interceptions,tklw,pkwon,pkcon,og,recov,won,lost,won_percent
,,1.8,1,0,0,7,5,0,6,0,2,0,0,0,8,0,5,0.0
,,0.7,0,0,0,1,1,1,1,0,1,0,0,0,3,1,4,20.0
,,3.8,0,0,0,1,6,0,1,6,4,0,0,0,28,2,1,66.7
,,2.9,0,0,0,3,1,0,0,2,2,0,0,0,9,8,9,47.1
,,2.1,1,0,0,3,4,0,11,2,0,0,0,0,7,1,2,33.3
,,0.7,0,0,0,0,2,0,4,0,0,0,0,0,4,4,5,44.4
,,2.8,0,0,0,3,0,0,1,2,0,0,0,0,9,0,1,0.0
,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0
,,3.4,1,0,0,8,3,1,2,0,2,1,0,0,4,6,13,31.6
,,3.7,1,0,0,3,11,0,1,1,0,0,0,0,16,1,3,25.0
,,1.2,1,0,0,2,0,0,1,0,1,0,0,0,5,2,2,50.0
,,1.5,0,0,0,2,3,0,3,3,3,0,0,0,14,1,4,20.0
,,4.0,1,0,0,7,2,0,0,5,2,0,0,0,11,7,4,63.6
,,4.0,2,0,0,11,2,0,3,3,7,0,0,0,14,6,3,66.7
,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
,,2.6,2,0,0,6,0,0,5,3,6,0,0,0,13,0,2,0.0
,,4.0,1,0,0,1,2,0,0,0,2,0,0,0,19,23,7,76.7
,,3.8,0,0,0,2,1,0,12,4,1,0,0,0,25,3,4,42.9
,,2.6,0,0,0,1,2,0,17,1,4,0,0,0,11,1,2,33.3
,,1.2,1,0,0,1,1,0,2,0,2,0,0,0,4,0,0,0.0
,,1.0,0,0,0,0,2,0,10,1,1,0,0,0,4,0,0,0.0
,,0.6,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0
,,1.0,1,0,0,1,1,0,2,1,1,0,0,0,1,0,0,0.0
,,1.3,0,0,0,2,1,0,8,0,2,0,0,0,4,1,1,50.0
,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0.0
,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0
,,2.3,0,0,0,0,2,1,4,2,3,0,0,0,8,0,1,0.0
,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,1.0,1,0,0,1,0,0,0,1,4,0,1,0,6,0,1,0.0
,,4.0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,1,66.7
,,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
,,0.7,0,0,0,0,0,0,1,2,0,0,0,0,2,0,2,0.0
,,0.4,1,0,0,2,0,0,1,0,0,0,0,0,0,2,1,66.7
,,1.3,0,0,0,3,5,1,0,1,0,0,0,0,5,3,8,27.3
,,4.0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0.0
,,3.2,0,0,0,1,1,0,1,3,2,0,0,0,8,2,0,100.0
,,1.6,1,0,0,1,0,0,0,0,2,0,0,0,3,3,2,60.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0
,,1.3,0,0,0,0,0,0,7,1,2,0,0,0,4,1,4,20.0
,,0.6,0,0,0,0,2,0,4,0,0,0,0,0,2,0,1,0.0
,,2.5,0,0,0,2,4,0,13,1,1,0,0,0,14,2,3,40.0
,,1.9,0,0,0,0,0,1,3,0,1,0,0,0,5,1,1,50.0
,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
,,3.9,0,0,0,9,8,0,13,1,5,0,0,0,11,1,4,20.0
,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
,,2.0,1,0,0,5,3,0,5,0,4,0,0,0,7,1,1,50.0
,,2.8,2,1,1,2,0,0,0,0,0,0,0,0,1,2,0,100.0
,,2.8,0,0,0,2,1,0,2,7,2,0,1,0,9,6,2,75.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0
,,3.3,0,0,0,1,2,0,1,2,3,0,0,0,7,10,6,62.5
,,1.4,1,0,0,1,1,0,4,6,0,0,0,0,3,0,3,0.0
,,1.7,0,0,0,1,1,1,0,0,1,0,0,0,5,4,2,66.7
,,2.0,0,0,0,0,5,0,12,0,3,0,0,0,8,1,0,100.0
,,1.0,0,0,0,1,0,0,6,1,1,0,0,0,3,2,6,25.0
,,4.0,3,0,0,4,1,2,11,4,3,0,1,0,9,6,1,85.7
,,3.0,2,0,0,2,6,1,2,1,0,0,0,0,9,2,21,8.7
,,1.0,1,0,0,2,1,0,0,2,2,0,0,0,5,2,0,100.0
,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0
,,3.4,0,0,0,3,6,1,25,1,4,0,0,0,7,0,2,0.0
,,1.0,0,0,0,1,0,0,0,1,1,0,0,1,4,7,1,87.5
,,1.4,1,0,0,6,3,0,0,1,1,0,1,0,1,8,8,50.0
,,1.0,1,0,0,4,2,0,0,2,0,0,0,0,4,3,0,100.0
,,3.5,0,0,0,4,5,2,2,1,2,1,0,0,11,8,3,72.7
,,0.4,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0.0
,,3.0,0,0,0,0,0,0,1,5,4,0,0,0,10,7,7,50.0
,,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,0.1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.0
,,2.1,0,0,0,3,3,0,2,2,1,0,0,0,8,1,0,100.0
,,0.5,0,0,0,0,2,0,3,0,3,0,0,0,4,0,1,0.0
,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0
,,3.3,0,0,0,4,1,0,2,3,0,0,0,0,17,8,8,50.0
,,1.4,0,0,0,3,0,0,0,1,2,0,0,0,6,3,4,42.9
,,0.3,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0.0
,,1.2,0,0,0,1,1,0,5,0,1,0,0,0,3,1,2,33.3
,,0.3,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0.0
,,4.0,0,0,0,5,3,0,0,2,14,0,0,0,16,6,4,60.0
,,2.8,0,0,0,2,9,1,7,1,0,0,0,0,11,5,7,41.7
,,3.9,0,0,0,3,3,4,0,0,0,0,0,0,7,7,2,77.8
,,2.7,0,0,0,2,1,0,5,5,2,0,0,0,6,2,2,50.0
,,2.9,2,0,0,3,1,0,3,2,1,0,0,0,6,2,3,40.0
,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,22.2
,,0.8,1,0,0,3,0,0,0,3,0,0,0,0,4,4,3,57.1
,,2.0,0,0,0,4,0,0,2,1,0,0,0,0,6,5,3,62.5
,,0.8,0,0,0,1,0,0,4,1,1,0,0,0,2,0,0,0.0
,,1.0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0.0
,,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
,,3.7,0,0,0,2,4,0,11,1,2,0,0,0,11,1,2,33.3
,,3.7,1,0,0,5,10,2,30,2,3,0,0,0,9,1,3,25.0
,,1.6,0,0,0,1,2,0,15,0,2,0,0,0,6,2,2,50.0
,,4.0,1,0,0,9,5,0,0,7,4,0,0,0,27,4,5,44.4
,,4.0,1,0,0,5,3,4,9,4,6,0,0,0,19,1,1,50.0
,,0.2,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,100.0
,,1.1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0.0
,,3.6,1,0,0,6,4,1,1,1,2,0,0,0,7,7,19,26.9
,,3.5,1,0,0,5,3,0,6,2,3,0,0,0,20,6,5,54.5
,,2.9,1,0,0,2,2,0,18,0,2,0,0,0,8,0,2,0.0
,,0.4,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,0.0
,,1.1,1,0,0,5,2,1,2,2,0,0,0,0,9,0,0,0.0
,,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
,,0.4,0,0,0,1,1,0,6,0,2,0,0,0,2,0,0,0.0
,,0.4,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0.0
,,2.0,0,0,0,3,3,0,0,0,0,0,0,0,6,29,10,74.4
