stat_id,player_id,mp,min,ninety_s,starts,gls,gls_per_90,ast,ast_per_90,g_a,g_a_per_90,g_pk,g_pk_per_90,pk,pkatt,crd_y,crd_r,xg,xg_per_90,npxg,npxg_per_90,xag,xag_per_90,npxg_xag,npxg_xag_per_90
,,3,95,1.1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.28,0.3,0.28,0.1,0.05,0.3,0.32
,,2,118,1.3,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.04,0.1,0.04,0.0,0.0,0.1,0.04
,,1,6,0.1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,4,281,3.1,4,1,0.32,0,0.0,1,0.32,1,0.32,0,0,0,0,0.4,0.14,0.4,0.14,0.0,0.0,0.4,0.14
,,3,211,2.3,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.05,0.1,0.05,0.0,0.02,0.2,0.07
,,4,63,0.7,0,0,0.0,1,1.43,1,1.43,0,0.0,0,0,1,0,0.4,0.57,0.4,0.57,1.4,1.94,1.8,2.51
,,4,360,4.0,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,4,253,2.8,3,1,0.36,1,0.36,2,0.71,1,0.36,0,0,0,0,1.0,0.35,1.0,0.35,0.8,0.29,1.8,0.64
,,1,9,0.1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37
,,4,360,4.0,4,1,0.25,0,0.0,1,0.25,1,0.25,0,0,3,0,0.3,0.08,0.3,0.08,0.1,0.02,0.4,0.1
,,4,292,3.2,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.03,0.1,0.03,0.1,0.02,0.2,0.05
,,3,194,2.2,1,1,0.46,0,0.0,1,0.46,1,0.46,0,0,1,0,0.1,0.05,0.1,0.05,0.5,0.22,0.6,0.27
,,3,159,1.8,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.05,0.1,0.05,0.0,0.02,0.1,0.07
,,3,41,0.5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,4,360,4.0,4,2,0.5,0,0.0,2,0.5,2,0.5,0,0,0,0,0.8,0.21,0.8,0.21,0.6,0.15,1.4,0.36
