stat_id,player_id,ninety_s,att,live,dead,fk,tb,sw,crs,ti,ck,inn,outt,str,cmp,off,blocks
,,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
,,3.9,122,111,9,1,1,0,13,0,8,2,4,0,88,2,5
,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,2.0,42,37,4,1,1,1,5,1,1,1,0,0,27,1,0
,,2.8,121,99,22,8,0,0,0,0,0,0,0,0,91,0,0
,,2.8,141,120,21,12,0,0,2,9,0,0,0,0,120,0,3
,,4.0,153,118,35,9,0,0,0,0,0,0,0,0,125,0,0
,,3.3,147,132,13,7,1,0,1,0,0,0,0,0,121,2,2
,,1.4,54,53,1,1,0,0,4,0,0,0,0,0,45,0,1
,,1.7,44,41,1,1,3,0,0,0,0,0,0,0,34,2,1
,,2.0,103,83,19,4,0,1,12,15,0,0,0,0,83,1,2
,,1.0,32,29,3,0,0,0,6,0,3,2,1,0,22,0,1
,,4.0,132,113,18,1,0,4,11,17,0,0,0,0,103,1,3
,,3.0,46,42,4,0,0,1,2,0,0,0,0,0,32,0,1
,,1.0,48,36,12,2,0,0,0,10,0,0,0,0,39,0,0
,,3.0,89,75,14,3,0,0,0,0,0,0,0,0,70,0,0
,,3.4,116,100,13,3,1,4,25,1,9,4,4,0,71,3,3
,,1.0,58,56,2,2,0,0,0,0,0,0,0,0,52,0,0
,,1.4,21,20,0,0,0,0,0,0,0,0,0,0,12,1,2
,,1.0,64,61,3,2,0,0,0,1,0,0,0,0,58,0,0
,,3.5,58,55,2,0,1,1,2,0,0,0,0,0,42,1,0
,,0.4,14,13,0,0,0,0,0,0,0,0,0,0,12,1,0
,,3.0,212,207,5,5,0,0,1,0,0,0,0,0,202,0,0
,,2.0,77,55,22,6,0,0,0,0,0,0,0,0,50,0,1
,,0.1,12,12,0,0,0,0,2,0,0,0,0,0,8,0,1
,,2.1,66,49,17,2,0,3,2,15,0,0,0,0,47,0,2
,,0.5,38,34,4,0,0,0,3,4,0,0,0,0,32,0,1
,,4.0,126,103,23,9,0,0,0,0,0,0,0,0,69,0,0
,,3.3,178,166,12,7,0,1,2,1,0,0,0,0,145,0,1
,,1.4,63,62,1,1,0,1,0,0,0,0,0,0,56,0,0
,,0.3,9,8,1,1,0,0,2,0,0,0,0,0,4,0,1
,,1.2,33,33,0,0,0,0,5,0,0,0,0,0,22,0,3
,,0.3,16,13,3,1,0,0,2,1,1,1,0,0,11,0,0
,,4.0,132,101,31,14,0,4,0,0,0,0,0,0,111,0,3
,,2.8,48,45,3,1,0,1,7,0,0,0,0,0,29,0,1
,,3.9,51,45,4,0,2,1,0,0,0,0,0,0,30,2,2
,,2.7,113,103,10,4,0,2,5,6,0,0,0,0,88,0,3
,,2.9,170,163,7,2,1,1,3,5,0,0,0,0,148,0,2
,,1.0,103,102,1,1,1,0,0,0,0,0,0,0,96,0,0
,,0.8,45,45,0,0,0,0,0,0,0,0,0,0,40,0,0
,,2.0,62,55,6,2,0,1,2,4,0,0,0,0,48,1,0
,,0.8,37,37,0,0,0,0,4,0,0,0,0,0,28,0,2
,,1.0,44,43,1,1,0,0,0,0,0,0,0,0,38,0,0
,,0.3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
,,3.7,137,128,7,1,2,0,11,1,5,1,4,0,115,2,4
,,3.7,137,105,32,7,0,0,30,4,21,9,9,0,97,0,4
,,1.6,81,73,8,0,0,0,15,8,0,0,0,0,61,0,4
,,4.0,202,200,2,2,0,0,0,0,0,0,0,0,171,0,3
,,4.0,130,110,20,0,0,3,9,20,0,0,0,0,105,0,6
,,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
,,1.1,11,10,1,0,0,0,1,1,0,0,0,0,5,0,1
,,3.6,64,61,2,1,0,0,1,0,0,0,0,0,44,1,1
,,3.5,210,186,23,2,0,5,6,21,0,0,0,0,165,1,8
,,2.9,135,110,25,3,0,0,18,19,3,0,2,0,114,0,2
,,0.4,22,20,1,0,0,0,2,0,0,0,0,0,19,1,1
,,1.1,52,40,12,0,0,0,2,12,0,0,0,0,39,0,3
,,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
,,0.4,52,46,6,4,0,0,6,0,1,0,1,0,44,0,1
,,0.4,17,16,1,0,0,0,4,1,0,0,0,0,14,0,0
,,2.0,54,53,1,0,0,0,0,0,0,0,0,0,28,0,0
