Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
144,Matias Fernandez-Pardo,be BEL,FW,Lille,19-240,2005,0.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
145,Jordan Ferri,fr FRA,MF,Montpellier,32-202,1992,3.0,6,6,2,4,0,5,6,83.3,1,2,0,2,1,7,2,0,Matches
146,Karol Fila,pl POL,MF,Strasbourg,26-109,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
147,Malick Fofana,be BEL,"FW,DF",Lyon,19-183,2005,2.1,3,3,1,2,0,1,1,100.0,0,0,0,0,1,4,2,0,Matches
148,Yahia Fofana,ci CIV,GK,Angers,24-040,2000,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,Matches
149,Lamine Fomba,fr FRA,MF,Saint-Étienne,26-248,1998,0.8,2,1,1,1,0,1,2,50.0,1,4,1,3,2,4,3,1,Matches
150,Przemysław Frankowski,pl POL,DF,Lens,29-171,1995,3.2,8,6,5,3,0,6,11,54.5,5,4,0,4,0,8,10,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Angelo Fulgini,fr FRA,"MF,FW",Lens,28-041,1996,1.9,3,3,1,0,2,2,3,66.7,1,4,1,3,0,3,1,0,Matches
152,Ignatius Ganago,cm CMR,FW,Nantes,25-227,1999,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
153,Ulisses Garcia,ch SUI,"DF,MF",Marseille,28-263,1996,0.5,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,4,0,Matches
154,Jean-Philippe Gbamin,ci CIV,MF,Nantes,29-005,1995,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
155,Yann Gboho,fr FRA,"FW,MF",Toulouse,23-260,2001,5.8,6,3,0,4,2,3,7,42.9,4,2,0,2,0,6,0,0,Matches
156,Denis Genreau,au AUS,MF,Toulouse,25-132,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
157,Aleksandr Golovin,ru RUS,MF,Monaco,28-123,1996,2.8,6,4,0,4,2,2,9,22.2,7,4,2,2,2,8,4,0,Matches
158,André Gomes,pt POR,MF,Lille,31-062,1993,1.7,3,3,1,1,1,1,5,20.0,4,0,0,0,1,4,0,0,Matches
159,Angel Gomes,eng ENG,MF,Lille,24-030,2000,3.2,3,2,0,2,1,1,5,20.0,4,0,0,0,0,3,0,0,Matches
160,Carlos Gómez,co COL,MF,Rennes,22-018,2002,0.3,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,Matches
161,Amine Gouiri,dz ALG,"FW,MF",Rennes,24-227,2000,4.3,2,0,1,1,0,0,3,0.0,3,4,0,4,0,2,1,0,Matches
162,Jonathan Gradit,fr FRA,DF,Lens,31-311,1992,5.8,11,6,5,5,1,6,10,60.0,4,8,3,5,8,19,23,0,Matches
163,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,28-047,1996,0.5,3,3,0,2,1,2,2,100.0,0,2,0,2,0,3,0,0,Matches
164,Mason Greenwood,eng ENG,FW,Marseille,22-365,2001,5.9,5,3,3,1,1,3,7,42.9,4,1,0,1,1,6,5,0,Matches
165,Albert Grønbaek,dk DEN,"MF,FW",Rennes,23-130,2001,4.4,9,5,4,4,1,5,13,38.5,8,3,0,3,3,12,2,0,Matches
166,Gabriel Gudmundsson,se SWE,DF,Lille,25-154,1999,4.5,9,7,2,6,1,6,9,66.7,3,5,0,5,2,11,4,1,Matches
167,Evann Guessand,ci CIV,FW,Nice,23-091,2001,5.5,5,3,0,4,1,0,0,,0,2,0,2,4,9,2,0,Matches
168,Herba Guirassy,fr FRA,FW,Nantes,18-032,2006,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
169,Massadio Haïdara,ml MLI,DF,Brest,31-303,1992,1.9,3,2,1,2,0,1,3,33.3,2,0,0,0,2,5,7,0,Matches
170,Achraf Hakimi,ma MAR,DF,Paris S-G,25-331,1998,4.9,11,8,4,5,2,5,6,83.3,1,5,0,5,8,19,5,1,Matches
171,Florent Hanin,dz ALG,DF,Angers,34-239,1990,3.5,13,10,7,4,2,5,8,62.5,3,1,0,1,5,18,9,1,Matches
172,Amine Harit,ma MAR,MF,Marseille,27-104,1997,4.1,3,3,0,3,0,0,1,0.0,1,5,0,5,3,6,1,1,Matches
173,Hans Hateboer,nl NED,DF,Rennes,30-265,1994,3.7,7,3,3,3,1,4,6,66.7,2,3,1,2,4,11,8,0,Matches
174,Luis Henrique,br BRA,FW,Marseille,22-291,2001,5.2,2,2,1,1,0,2,2,100.0,0,4,2,2,1,3,4,0,Matches
175,Ki-Jana Hoever,nl NED,DF,Auxerre,22-256,2002,3.2,5,4,4,0,1,1,2,50.0,1,5,0,5,2,7,13,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Cédric Hountondji,bj BEN,DF,Angers,30-255,1994,3.0,6,4,4,2,0,3,7,42.9,4,3,3,0,4,10,14,0,Matches
177,Ilyes Housni,fr FRA,MF,Le Havre,19-139,2005,0.1,1,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Matches
178,Pierre Højbjerg,dk DEN,"MF,DF",Marseille,29-056,1995,5.9,16,11,13,3,0,14,24,58.3,10,11,3,8,15,31,15,1,Matches
179,George Ilenikhena,fr FRA,"FW,MF",Monaco,18-045,2006,2.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
180,Ismaily,br BRA,DF,Lille,34-263,1990,0.9,2,0,0,1,1,0,1,0.0,1,4,0,4,0,2,2,0,Matches
181,Yanis Issoufou,fr FRA,"FW,MF",Montpellier,17-338,2006,0.8,5,3,4,1,0,3,5,60.0,2,1,0,1,0,5,1,0,Matches
182,Junya Ito,jp JPN,FW,Reims,31-205,1993,5.8,8,7,3,4,1,2,11,18.2,9,8,0,8,1,9,1,1,Matches
183,Ismail Jakobs,sn SEN,DF,Monaco,25-044,1999,2.0,5,5,3,0,2,3,5,60.0,2,0,0,0,2,7,6,0,Matches
184,Jordan James,wls WAL,MF,Rennes,20-090,2004,0.3,2,0,1,0,1,1,3,33.3,2,0,0,0,0,2,1,0,Matches
185,Karl-Johan Johnsson,se SWE,GK,Strasbourg,34-246,1990,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,Matches
186,Paul Joly,fr FRA,DF,Auxerre,24-115,2000,4.1,15,11,11,4,0,8,15,53.3,7,5,0,5,11,26,14,2,Matches
187,Jota,pt POR,FW,Rennes,25-184,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
188,Antoine Joujou,fr FRA,"MF,FW",Le Havre,21-202,2003,3.3,6,5,4,1,1,2,4,50.0,2,8,2,6,3,9,3,0,Matches
189,Jubal,br BRA,DF,Auxerre,31-032,1993,5.4,8,6,7,1,0,5,11,45.5,6,9,3,6,4,12,28,0,Matches
190,Hamed Junior Traorè,ci CIV,MF,Auxerre,24-227,2000,3.6,8,5,2,4,2,2,9,22.2,7,2,0,2,3,11,6,0,Matches
191,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,20-110,2004,4.1,12,7,6,5,1,2,7,28.6,5,4,0,4,2,14,2,0,Matches
192,Tino Kadewere,zw ZIM,"MF,FW",Nantes,28-269,1996,3.5,11,5,4,3,4,6,9,66.7,3,1,0,1,3,14,7,0,Matches
193,Arnaud Kalimuendo,fr FRA,FW,Rennes,22-254,2002,3.6,2,1,0,1,1,1,1,100.0,0,1,0,1,0,2,0,0,Matches
194,Waren Kamanzi,no NOR,"DF,MF",Toulouse,23-324,2000,4.3,16,8,7,7,2,7,14,50.0,7,1,0,1,1,17,9,0,Matches
195,Glen Kamara,fi FIN,MF,Rennes,28-338,1995,3.2,10,4,3,5,2,5,6,83.3,1,4,0,4,3,13,3,0,Matches
196,Nordine Kandil,fr FRA,MF,Strasbourg,22-335,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
197,Lee Kang-in,kr KOR,"MF,FW",Paris S-G,23-224,2001,4.2,7,4,1,2,4,6,10,60.0,4,1,0,1,1,8,2,0,Matches
198,Yassine Kechta,ma MAR,"FW,MF",Le Havre,22-218,2002,5.2,14,9,5,7,2,7,18,38.9,11,6,0,6,5,19,1,0,Matches
199,Thilo Kehrer,de GER,DF,Monaco,28-009,1996,4.0,12,10,9,3,0,5,8,62.5,3,1,1,0,2,14,17,1,Matches
200,Reda Khadra,de GER,"MF,FW",Reims,23-088,2001,0.9,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Wahbi Khazri,tn TUN,FW,Montpellier,33-235,1991,1.3,3,2,0,2,1,1,1,100.0,0,1,1,0,1,4,0,0,Matches
202,Abdukodir Khusanov,uz UZB,DF,Lens,20-214,2004,4.2,5,3,4,1,0,2,3,66.7,1,11,9,2,13,18,28,0,Matches
203,Joshua King,no NOR,"MF,FW",Toulouse,32-259,1992,1.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
204,Cédric Kipré,ci CIV,DF,Reims,27-296,1996,3.1,5,4,4,1,0,5,6,83.3,1,6,3,3,2,7,20,0,Matches
205,Philipp Köhn,ch SUI,GK,Monaco,26-181,1998,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
206,Randal Kolo Muani,fr FRA,FW,Paris S-G,25-300,1998,2.8,3,3,1,0,2,0,0,,0,0,0,0,0,3,3,0,Matches
207,Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,31-228,1993,4.9,16,8,11,5,0,11,11,100.0,0,2,0,2,5,21,16,0,Matches
208,Abdoul Koné,fr FRA,DF,Reims,19-161,2005,0.7,4,2,3,1,0,2,4,50.0,2,1,1,0,1,5,1,0,Matches
209,Amadou Koné,ml MLI,MF,Reims,19-139,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
210,Ismaël Koné,ca CAN,MF,Marseille,22-116,2002,1.6,3,1,2,1,0,1,2,50.0,1,4,1,3,2,5,1,0,Matches
211,Boubakar Kouyaté,ml MLI,DF,Montpellier,27-168,1997,1.2,4,1,3,1,0,3,5,60.0,2,0,0,0,3,7,5,0,Matches
212,Sael Kumbedi,fr FRA,DF,Lyon,19-188,2005,1.0,4,2,1,2,1,3,4,75.0,1,0,0,0,2,6,3,0,Matches
213,Daler Kuzyaev,ru RUS,MF,Le Havre,31-259,1993,3.2,5,4,3,2,0,0,3,0.0,3,4,2,2,3,8,3,0,Matches
214,Rémy Labeau Lascary,gp GLP,FW,Lens,21-211,2003,2.7,1,0,0,1,0,0,3,0.0,3,2,0,2,0,1,2,0,Matches
215,Gaëtan Laborde,fr FRA,FW,Nice,30-150,1994,0.9,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,1,0,Matches
216,Alexandre Lacazette,fr FRA,FW,Lyon,33-125,1991,4.0,2,1,1,1,0,2,5,40.0,3,1,0,1,0,2,1,0,Matches
217,Alban Lafont,fr FRA,GK,Nantes,25-251,1999,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
218,Kenny Lala,mg MAD,DF,Brest,32-363,1991,5.0,16,12,9,7,0,13,17,76.5,4,7,5,2,6,22,11,0,Matches
219,Mohamed Lamine Bayo,gn GUI,FW,Lille,26-118,1998,2.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
220,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,27-220,1997,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
221,Julien Le Cardinal,fr FRA,DF,Brest,27-058,1997,4.8,6,3,3,3,0,3,6,50.0,3,7,6,1,9,15,27,0,Matches
222,Jérémy Le Douaron,fr FRA,FW,Brest,26-162,1998,1.1,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,Matches
223,Benjamin Lecomte,fr FRA,GK,Montpellier,33-157,1991,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
224,Jordan Lefort,fr FRA,DF,Angers,31-052,1993,6.0,15,12,12,3,0,9,13,69.2,4,8,1,7,8,23,25,1,Matches
225,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,21-054,2003,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Donovan Léon,gf GUF,GK,Auxerre,31-332,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
227,Esteban Lepaul,fr FRA,FW,Angers,24-165,2000,1.3,1,1,0,0,1,0,3,0.0,3,0,0,0,0,1,2,0,Matches
228,Johann Lepenant,fr FRA,MF,Nantes,21-344,2002,4.9,11,5,5,4,2,3,10,30.0,7,5,2,3,6,17,3,0,Matches
229,Louis Leroux,fr FRA,FW,Nantes,18-251,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
230,Pol Lirola,es ESP,"DF,FW",Marseille,27-048,1997,1.5,3,2,1,2,0,1,3,33.3,2,0,0,0,0,3,2,0,Matches
231,Gautier Lloris,fr FRA,DF,Le Havre,29-074,1995,6.0,10,6,5,5,0,6,12,50.0,6,4,3,1,1,11,25,0,Matches
232,Jordan Lotomba,ch SUI,"MF,DF",Nice,26-001,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
233,Tom Louchet,fr FRA,MF,Nice,21-149,2003,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
234,Othmane Maamma,fr FRA,FW,Montpellier,18-360,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
235,Deiver Machado,co COL,DF,Lens,31-028,1993,2.6,2,1,2,0,0,2,2,100.0,0,2,0,2,1,3,4,0,Matches
236,Yvann Macon,fr FRA,DF,Saint-Étienne,25-365,1998,1.6,2,1,0,2,0,1,1,100.0,0,1,1,0,0,2,4,1,Matches
237,Eros Maddy,nl NED,DF,Auxerre,23-238,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
238,Soungoutou Magassa,fr FRA,MF,Monaco,20-358,2003,1.8,12,8,3,8,1,7,8,87.5,1,1,0,1,4,16,0,1,Matches
239,Hugo Magnetti,fr FRA,MF,Brest,26-123,1998,4.3,5,1,3,2,0,4,7,57.1,3,4,1,3,4,9,6,0,Matches
240,Frank Magri,cm CMR,FW,Toulouse,25-026,1999,2.8,1,0,0,0,1,1,3,33.3,2,7,0,7,1,2,2,0,Matches
241,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,27-032,1997,4.1,16,9,2,9,5,9,12,75.0,3,4,1,3,10,26,5,0,Matches
242,Hianga Mananga Mbock,fr FRA,MF,Brest,24-277,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
243,Steve Mandanda,fr FRA,GK,Rennes,39-186,1985,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
244,Aïssa Mandi,dz ALG,DF,Lille,32-344,1991,3.5,6,4,1,5,0,3,4,75.0,1,2,2,0,3,9,5,0,Matches
245,Orel Mangala,be BEL,MF,Lyon,26-196,1998,0.7,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,1,0,Matches
246,Sekou Mara,fr FRA,FW,Strasbourg,22-062,2002,0.8,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,0,0,Matches
247,Marquinhos,br BRA,DF,Paris S-G,30-139,1994,4.0,5,3,2,2,1,2,2,100.0,0,7,3,4,1,6,10,0,Matches
248,Jonas Martin,fr FRA,"MF,FW",Brest,34-174,1990,2.8,3,1,3,0,0,1,3,33.3,2,3,0,3,5,8,3,0,Matches
249,Clinton Mata,ao ANG,DF,Lyon,31-328,1992,6.0,11,6,5,5,1,8,8,100.0,0,6,3,3,11,22,11,2,Matches
250,Eliot Matazo,be BEL,MF,Monaco,22-228,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Nemanja Matić,rs SRB,MF,Lyon,36-060,1988,4.0,8,7,2,5,1,3,8,37.5,5,4,1,3,2,10,4,0,Matches
252,Azor Matusiwa,nl NED,MF,Rennes,26-155,1998,5.8,20,11,9,11,0,12,15,80.0,3,9,3,6,8,28,13,0,Matches
253,Neal Maupay,fr FRA,FW,Marseille,28-047,1996,1.4,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
254,Christian Mawissa,fr FRA,DF,Monaco,19-165,2005,0.9,4,1,1,3,0,4,4,100.0,0,4,1,3,4,8,0,0,Matches
255,Senny Mayulu,fr FRA,"MF,DF",Paris S-G,18-136,2006,0.5,3,2,1,2,0,0,1,0.0,1,4,2,2,1,4,0,0,Matches
256,Ethan Mbappé,fr FRA,"MF,FW",Lille,17-276,2006,0.9,1,0,0,1,0,0,2,0.0,2,4,0,4,0,1,0,0,Matches
257,Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,16-250,2008,0.9,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
258,Mark McKenzie,us USA,DF,Toulouse,25-218,1999,3.7,9,6,3,6,0,6,8,75.0,2,8,5,3,3,12,15,0,Matches
259,Facundo Medina,ar ARG,"DF,MF",Lens,25-125,1999,6.0,10,6,6,3,1,4,6,66.7,2,6,0,6,7,17,20,0,Matches
260,Henrik Meister,dk DEN,FW,Rennes,20-318,2003,0.7,2,0,0,2,0,0,0,,0,4,0,4,1,3,0,0,Matches
261,Bamo Meïté,ci CIV,"DF,MF",Marseille,22-302,2001,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
262,Farid El Melali,dz ALG,FW,Angers,27-148,1997,3.4,6,1,1,2,3,3,9,33.3,6,3,0,3,2,8,1,0,Matches
263,Nuno Mendes,pt POR,DF,Paris S-G,22-103,2002,1.8,1,1,1,0,0,1,2,50.0,1,2,1,1,0,1,2,0,Matches
264,Antoine Mendy,fr FRA,"DF,MF",Nice,20-126,2004,2.8,9,5,5,4,0,5,8,62.5,3,3,1,2,2,11,6,0,Matches
265,Nampalys Mendy,sn SEN,MF,Lens,32-099,1992,0.8,3,1,2,1,0,1,3,33.3,2,0,0,0,0,3,0,0,Matches
266,Gideon Mensah,gh GHA,DF,Auxerre,26-074,1998,0.3,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,2,0,Matches
267,Quentin Merlin,fr FRA,"DF,MF",Marseille,22-137,2002,3.0,2,1,1,0,1,1,3,33.3,2,1,1,0,2,4,3,0,Matches
268,Thomas Meunier,be BEL,DF,Lille,33-018,1991,3.2,9,6,5,3,1,5,6,83.3,1,4,2,2,2,11,9,0,Matches
269,Georges Mikautadze,ge GEO,FW,Lyon,23-335,2000,3.8,3,2,1,1,1,1,1,100.0,0,2,0,2,1,4,0,0,Matches
270,Takumi Minamino,jp JPN,MF,Monaco,29-258,1995,3.9,1,1,1,0,0,1,4,25.0,3,4,0,4,2,3,1,0,Matches
271,Lucas Mincarelli,fr FRA,DF,Montpellier,20-269,2004,1.5,2,2,0,1,1,1,2,50.0,1,1,1,0,1,3,4,0,Matches
272,Mostafa Mohamed,eg EGY,FW,Nantes,26-307,1997,1.0,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,4,0,Matches
273,Florent Mollet,fr FRA,MF,Nantes,32-316,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
274,Diego Moreira,pt POR,"DF,FW",Strasbourg,20-055,2004,4.2,9,5,1,4,4,5,7,71.4,2,3,0,3,6,15,10,0,Matches
275,Aimen Moueffek,fr FRA,MF,Saint-Étienne,23-174,2001,2.6,4,1,0,4,0,1,4,25.0,3,4,2,2,1,5,10,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Youssoufa Moukoko,de GER,"FW,MF",Nice,19-315,2004,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
277,Louis Mouton,fr FRA,MF,Saint-Étienne,22-119,2002,0.4,2,2,1,0,1,1,2,50.0,1,0,0,0,0,2,1,0,Matches
278,Ngal'Ayel Mukau,,MF,Lille,19-305,2004,1.4,7,5,2,4,1,5,9,55.6,4,2,0,2,2,9,1,0,Matches
279,Marshall Munetsi,zw ZIM,MF,Reims,28-100,1996,6.0,12,8,8,2,2,7,12,58.3,5,8,2,6,4,16,7,0,Matches
280,Junior Mwanga,fr FRA,MF,Strasbourg,21-142,2003,1.7,8,3,7,1,0,4,6,66.7,2,0,0,0,0,8,1,0,Matches
281,Mickael Nade,fr FRA,DF,Saint-Étienne,25-210,1999,1.6,3,1,1,2,0,2,2,100.0,0,2,0,2,2,5,5,1,Matches
282,Mahamadou Nagida,cm CMR,"DF,MF",Rennes,19-094,2005,0.2,0,0,0,0,0,0,0,,0,1,0,1,2,2,0,0,Matches
283,Keito Nakamura,jp JPN,FW,Reims,24-064,2000,4.5,7,7,1,3,3,3,6,50.0,3,5,0,5,4,11,2,0,Matches
284,Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,22-137,2002,3.6,1,1,0,1,0,1,4,25.0,3,4,1,3,0,1,3,0,Matches
285,Youssouf Ndayishimiye,bi BDI,DF,Nice,25-339,1998,4.0,7,2,4,3,0,2,3,66.7,1,2,1,1,6,13,20,1,Matches
286,Rassoul Ndiaye,sn SEN,MF,Le Havre,22-294,2001,2.7,10,7,6,4,0,1,8,12.5,7,4,0,4,2,12,0,0,Matches
287,Tanguy Ndombele,fr FRA,MF,Nice,27-277,1996,4.7,14,9,2,11,1,6,9,66.7,3,6,0,6,4,18,2,0,Matches
288,Loïc Nego,hu HUN,DF,Le Havre,33-259,1991,4.8,13,9,9,3,1,9,11,81.8,2,3,0,3,9,22,11,0,Matches
289,João Neves,pt POR,MF,Paris S-G,20-003,2004,4.8,15,7,3,10,2,3,9,33.3,6,4,1,3,3,18,2,0,Matches
290,Mikayil Ngor Faye,sn SEN,DF,Rennes,20-078,2004,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
291,Steve Ngoura,fr FRA,FW,Le Havre,19-221,2005,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
292,Moussa Niakhate,sn SEN,DF,Lyon,28-206,1996,4.0,15,8,13,2,0,7,8,87.5,1,6,3,3,2,17,19,1,Matches
293,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,22-173,2002,1.0,3,2,1,2,0,2,2,100.0,0,0,0,0,1,4,8,0,Matches
294,Ibrahima Niane,sn SEN,"FW,MF",Angers,25-203,1999,0.4,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,0,0,Matches
295,Rasmus Nicolaisen,dk DEN,DF,Toulouse,27-198,1997,6.0,6,3,4,2,0,3,5,60.0,2,8,3,5,9,15,21,0,Matches
296,Arnaud Nordin,fr FRA,FW,Montpellier,26-105,1998,4.5,7,3,1,6,0,5,8,62.5,3,4,0,4,2,9,1,0,Matches
297,Ernest Nuamah,gh GHA,"FW,DF",Lyon,20-334,2003,1.2,2,1,1,0,1,1,2,50.0,1,0,0,0,1,3,2,0,Matches
298,Rabby Nzingoula,cg CGO,MF,Montpellier,18-310,2005,3.3,13,8,6,5,2,4,10,40.0,6,4,0,4,6,19,4,0,Matches
299,M'Bala Nzola,ao ANG,FW,Lens,28-043,1996,1.2,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,Matches
300,Marwann Nzuzi,fr FRA,DF,Saint-Étienne,20-137,2004,1.4,2,2,1,0,1,1,2,50.0,1,0,0,0,2,4,6,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Hamzat Ojediran,ng NGA,MF,Lens,20-321,2003,1.2,7,4,2,5,0,2,4,50.0,2,1,0,1,4,11,2,0,Matches
302,Joseph Okumu,ke KEN,DF,Reims,27-127,1997,3.0,4,2,2,2,0,2,4,50.0,2,10,9,1,5,9,11,1,Matches
303,Ben Old,nz NZL,"MF,FW",Saint-Étienne,22-048,2002,3.4,4,4,3,1,0,2,7,28.6,5,4,1,3,1,5,0,0,Matches
304,Becir Omeragic,ch SUI,DF,Montpellier,22-254,2002,4.8,11,4,9,2,0,6,10,60.0,4,5,3,2,5,16,14,0,Matches
305,Ado Onaiwu,jp JPN,"FW,MF",Auxerre,28-327,1995,3.0,5,4,0,5,0,2,3,66.7,1,1,0,1,1,6,2,0,Matches
306,Christopher Operi,ci CIV,DF,Le Havre,27-154,1997,5.0,4,3,1,1,2,1,3,33.3,2,7,2,5,6,10,11,0,Matches
307,Victor Orakpo,ng NGA,FW,Nice,18-108,2006,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
308,Gift Orban,ng NGA,"FW,DF",Lyon,22-075,2002,2.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
309,Gabriel Osho,ng NGA,DF,Auxerre,26-047,1998,5.7,4,3,4,0,0,3,5,60.0,2,14,10,4,3,7,32,0,Matches
310,Jibril Othman,tn TUN,FW,Saint-Étienne,20-157,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
311,Kassoum Ouattara,fr FRA,"DF,FW",Monaco,19-352,2004,1.0,2,1,0,2,0,1,1,100.0,0,1,0,1,1,3,0,0,Matches
312,Zinédine Ould Khaled,fr FRA,MF,Angers,24-260,2000,0.6,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1,0,Matches
313,Beres Owusu,fr FRA,DF,Saint-Étienne,21-011,2003,1.0,2,2,1,1,0,2,2,100.0,0,2,2,0,0,2,5,0,Matches
314,Elisha Owusu,gh GHA,MF,Auxerre,26-328,1997,5.7,22,11,8,14,0,9,15,60.0,6,9,2,7,11,33,9,0,Matches
