Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
108,Zuriko Davitashvili,ge GEO,"MF,FW",Saint-Étienne,23-228,2001,5.7,120,154,77.9,1692,439,70,82,85.4,41,55,74.5,2,7,28.6,2,0.5,0.6,+1.5,8,6,5,1,11,Matches
109,Thibault De Smet,be BEL,DF,Reims,26-117,1998,0.1,3,3,100.0,63,37,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
110,Romain Del Castillo,fr FRA,FW,Brest,28-185,1996,4.5,134,196,68.4,2324,883,65,87,74.7,43,62,69.4,19,35,54.3,1,0.5,0.9,+0.5,11,16,8,2,19,Matches
111,Ousmane Dembélé,fr FRA,FW,Paris S-G,27-138,1997,3.8,155,198,78.3,2442,699,80,102,78.4,60,66,90.9,10,16,62.5,3,2.8,1.6,+0.2,12,18,11,1,26,Matches
112,Arthur Desmas,fr FRA,GK,Le Havre,30-176,1994,6.0,136,175,77.7,3441,2258,27,27,100.0,74,75,98.7,35,73,47.9,0,0.0,0.0,0.0,0,2,0,0,0,Matches
113,Mamadou Diakhon,fr FRA,"FW,MF",Reims,19-008,2005,0.5,10,12,83.3,121,12,4,4,100.0,4,6,66.7,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
114,Bafodé Diakité,fr FRA,DF,Lille,23-268,2001,6.0,471,492,95.7,8868,3213,143,151,94.7,288,292,98.6,32,34,94.1,1,0.1,0.1,+0.9,1,35,0,0,23,Matches
115,Oumar Diakité,ci CIV,FW,Reims,20-285,2003,4.7,87,104,83.7,1348,245,39,45,86.7,37,42,88.1,4,4,100.0,0,0.2,0.4,-0.2,2,6,6,0,18,Matches
116,Habib Diarra,sn SEN,"MF,FW",Strasbourg,20-271,2004,5.3,139,168,82.7,2197,423,71,84,84.5,60,64,93.8,5,11,45.5,0,0.6,0.5,-0.6,3,14,2,1,17,Matches
117,Krépin Diatta,sn SEN,DF,Monaco,25-218,1999,0.1,9,14,64.3,176,103,1,4,25.0,7,8,87.5,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
118,Kandet Diawara,gn GUI,FW,Le Havre,24-233,2000,0.0,1,2,50.0,6,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
119,Mahamadou Diawara,fr FRA,MF,Lyon,19-226,2005,0.2,6,7,85.7,117,60,3,4,75.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
120,Bamba Dieng,sn SEN,FW,Angers,24-191,2000,2.3,33,40,82.5,356,49,23,26,88.5,6,9,66.7,0,1,0.0,0,0.0,0.1,0.0,0,0,1,0,2,Matches
121,Sinaly Diomande,ci CIV,DF,Auxerre,23-174,2001,3.3,110,140,78.6,2051,1033,38,44,86.4,60,66,90.9,11,21,52.4,1,0.2,0.1,+0.8,1,12,0,0,12,Matches
122,Lois Diony,fr FRA,FW,Angers,31-285,1992,0.2,1,4,25.0,9,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
123,Sofiane Diop,fr FRA,"FW,MF",Nice,24-113,2000,0.4,27,31,87.1,397,138,16,17,94.1,9,11,81.8,1,1,100.0,0,0.0,0.1,0.0,1,5,1,0,4,Matches
124,Andy Diouf,fr FRA,MF,Lens,21-136,2003,5.1,163,220,74.1,2249,477,95,116,81.9,51,64,79.7,8,14,57.1,0,0.7,0.6,-0.7,6,10,5,1,21,Matches
125,Yehvann Diouf,fr FRA,GK,Reims,24-319,1999,6.0,168,239,70.3,4378,3054,22,22,100.0,96,98,98.0,48,116,41.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
126,Assane Dioussé,sn SEN,MF,Auxerre,27-010,1997,0.1,16,17,94.1,325,89,7,7,100.0,7,7,100.0,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,3,Matches
127,Gianluigi Donnarumma,it ITA,GK,Paris S-G,25-218,1999,4.0,99,122,81.1,2158,1199,27,27,100.0,54,54,100.0,17,40,42.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
128,Désiré Doué,fr FRA,FW,Paris S-G,19-119,2005,1.6,66,81,81.5,1015,250,37,38,97.4,23,29,79.3,4,8,50.0,1,1.3,0.8,-0.3,6,7,3,2,13,Matches
129,Guela Doué,ci CIV,DF,Strasbourg,21-349,2002,6.0,336,408,82.4,6143,2841,127,134,94.8,174,207,84.1,29,55,52.7,0,0.0,0.1,0.0,2,22,2,1,24,Matches
130,Douglas,br BRA,MF,Nantes,27-261,1997,4.6,213,248,85.9,3515,966,104,113,92.0,86,98,87.8,18,25,72.0,0,0.3,0.2,-0.3,3,21,1,1,21,Matches
131,Ismaël Doukouré,fr FRA,MF,Strasbourg,21-068,2003,5.5,191,224,85.3,3226,829,81,94,86.2,91,101,90.1,13,19,68.4,1,0.6,0.2,+0.4,5,23,0,0,23,Matches
132,Kamory Doumbia,ml MLI,MF,Brest,21-225,2003,1.3,55,67,82.1,754,130,37,40,92.5,16,19,84.2,1,5,20.0,0,0.0,0.1,0.0,0,2,1,0,6,Matches
133,Jean-Kevin Duverne,ht HAI,DF,Nantes,27-080,1997,3.6,148,189,78.3,2487,1064,70,81,86.4,63,74,85.1,14,25,56.0,0,0.1,0.1,-0.1,1,14,2,2,14,Matches
134,Stefan Džodić,rs SRB,DF,Montpellier,19-199,2005,1.0,43,47,91.5,782,287,18,19,94.7,23,25,92.0,2,3,66.7,0,0.0,0.0,0.0,0,3,0,0,3,Matches
135,Aron Dønnum,no NOR,"DF,MF",Toulouse,26-163,1998,4.1,113,149,75.8,1693,610,69,75,92.0,37,51,72.5,6,14,42.9,0,0.1,0.1,-0.1,2,7,4,1,19,Matches
136,Jacques Ekomie,ga GAB,DF,Angers,21-042,2003,2.5,61,91,67.0,780,367,42,47,89.4,16,26,61.5,1,7,14.3,0,0.0,0.0,0.0,0,3,0,0,5,Matches
137,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,22-259,2002,3.0,119,136,87.5,2176,705,53,61,86.9,53,56,94.6,12,17,70.6,0,0.0,0.2,0.0,2,14,4,0,18,Matches
138,Breel Embolo,ch SUI,FW,Monaco,27-229,1997,3.7,49,68,72.1,654,109,33,42,78.6,11,14,78.6,3,6,50.0,2,1.8,0.8,+0.2,7,3,3,0,6,Matches
139,Emanuel Emegha,nl NED,FW,Strasbourg,21-240,2003,5.6,54,67,80.6,691,58,30,37,81.1,16,18,88.9,1,1,100.0,1,1.1,0.2,-0.1,4,1,2,0,3,Matches
140,Romain Faivre,fr FRA,"MF,FW",Brest,26-078,1998,2.9,84,101,83.2,1285,322,53,63,84.1,26,29,89.7,4,4,100.0,0,0.2,0.8,-0.2,2,10,3,0,13,Matches
141,Khalil Fayad,fr FRA,"MF,FW",Montpellier,20-113,2004,2.8,121,141,85.8,2280,663,54,60,90.0,48,54,88.9,18,25,72.0,0,0.1,0.2,-0.1,3,12,2,0,17,Matches
142,Zinedine Ferhat,dz ALG,"FW,MF",Angers,31-213,1993,1.8,64,98,65.3,1044,372,34,41,82.9,21,34,61.8,8,17,47.1,0,0.3,0.3,-0.3,3,6,3,0,11,Matches
143,Edimilson Fernandes,ch SUI,MF,Brest,28-168,1996,1.6,45,60,75.0,739,201,20,22,90.9,21,27,77.8,3,7,42.9,0,0.1,0.0,-0.1,1,4,0,0,2,Matches
144,Matias Fernandez-Pardo,be BEL,FW,Lille,19-240,2005,0.3,4,7,57.1,60,8,3,5,60.0,1,1,100.0,0,0,,0,0.1,0.2,-0.1,1,0,1,0,1,Matches
145,Jordan Ferri,fr FRA,MF,Montpellier,32-202,1992,3.0,189,214,88.3,3366,1048,84,93,90.3,81,85,95.3,19,31,61.3,0,0.2,0.3,-0.2,3,21,1,1,20,Matches
146,Karol Fila,pl POL,MF,Strasbourg,26-109,1998,0.1,2,4,50.0,18,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
147,Malick Fofana,be BEL,"FW,DF",Lyon,19-183,2005,2.1,49,72,68.1,763,267,28,37,75.7,19,25,76.0,1,4,25.0,1,0.3,0.8,+0.7,1,6,3,1,8,Matches
148,Yahia Fofana,ci CIV,GK,Angers,24-040,2000,6.0,137,183,74.9,3666,2574,21,21,100.0,76,76,100.0,40,86,46.5,0,0.0,0.0,0.0,0,3,0,0,0,Matches
149,Lamine Fomba,fr FRA,MF,Saint-Étienne,26-248,1998,0.8,31,39,79.5,704,247,11,14,78.6,13,15,86.7,7,10,70.0,0,0.0,0.0,0.0,0,6,0,0,6,Matches
150,Przemysław Frankowski,pl POL,DF,Lens,29-171,1995,3.2,162,212,76.4,2477,1078,98,110,89.1,53,66,80.3,6,18,33.3,0,0.2,0.3,-0.2,4,11,4,0,19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
151,Angelo Fulgini,fr FRA,"MF,FW",Lens,28-041,1996,1.9,77,104,74.0,1186,361,40,49,81.6,24,29,82.8,8,14,57.1,0,0.6,0.8,-0.6,4,3,7,3,11,Matches
152,Ignatius Ganago,cm CMR,FW,Nantes,25-227,1999,0.3,8,11,72.7,114,24,5,7,71.4,3,4,75.0,0,0,,0,0.1,0.0,-0.1,2,1,0,0,3,Matches
153,Ulisses Garcia,ch SUI,"DF,MF",Marseille,28-263,1996,0.5,11,18,61.1,178,78,7,10,70.0,3,5,60.0,1,1,100.0,0,0.1,0.1,-0.1,1,2,1,1,1,Matches
154,Jean-Philippe Gbamin,ci CIV,MF,Nantes,29-005,1995,0.2,8,11,72.7,130,26,4,7,57.1,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,Matches
155,Yann Gboho,fr FRA,"FW,MF",Toulouse,23-260,2001,5.8,83,136,61.0,1257,406,43,63,68.3,26,38,68.4,7,10,70.0,1,0.5,0.6,+0.5,4,13,5,0,21,Matches
156,Denis Genreau,au AUS,MF,Toulouse,25-132,1999,0.0,3,3,100.0,32,15,2,2,100.0,1,1,100.0,0,0,,0,0.2,0.0,-0.2,1,0,0,0,0,Matches
157,Aleksandr Golovin,ru RUS,MF,Monaco,28-123,1996,2.8,152,191,79.6,2319,778,78,92,84.8,56,66,84.8,10,20,50.0,0,0.7,1.3,-0.7,7,20,7,1,26,Matches
158,André Gomes,pt POR,MF,Lille,31-062,1993,1.7,114,130,87.7,1956,567,59,61,96.7,43,47,91.5,11,15,73.3,0,0.0,0.2,0.0,2,10,1,0,8,Matches
159,Angel Gomes,eng ENG,MF,Lille,24-030,2000,3.2,131,156,84.0,2142,554,63,72,87.5,58,65,89.2,7,10,70.0,1,1.8,0.8,-0.8,8,8,11,1,23,Matches
160,Carlos Gómez,co COL,MF,Rennes,22-018,2002,0.3,2,4,50.0,41,0,0,0,,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
161,Amine Gouiri,dz ALG,"FW,MF",Rennes,24-227,2000,4.3,89,116,76.7,1393,334,47,55,85.5,33,42,78.6,6,10,60.0,1,0.2,0.4,+0.8,3,6,5,0,17,Matches
162,Jonathan Gradit,fr FRA,DF,Lens,31-311,1992,5.8,258,316,81.6,4576,2371,105,120,87.5,132,154,85.7,18,36,50.0,0,0.4,0.3,-0.4,4,33,6,2,47,Matches
163,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,28-047,1996,0.5,5,9,55.6,83,40,2,4,50.0,3,3,100.0,0,1,0.0,0,0.6,0.3,-0.6,1,1,1,0,1,Matches
164,Mason Greenwood,eng ENG,FW,Marseille,22-365,2001,5.9,159,205,77.6,2801,538,80,93,86.0,56,69,81.2,20,34,58.8,0,0.6,0.5,-0.6,3,10,5,0,17,Matches
165,Albert Grønbaek,dk DEN,"MF,FW",Rennes,23-130,2001,4.4,67,101,66.3,991,404,44,57,77.2,13,22,59.1,7,13,53.8,1,0.7,0.5,+0.3,15,4,8,0,14,Matches
166,Gabriel Gudmundsson,se SWE,DF,Lille,25-154,1999,4.5,172,210,81.9,2721,715,97,107,90.7,63,74,85.1,9,16,56.3,0,0.3,0.5,-0.3,5,7,7,5,16,Matches
167,Evann Guessand,ci CIV,FW,Nice,23-091,2001,5.5,76,89,85.4,1122,256,46,51,90.2,25,29,86.2,3,4,75.0,1,0.8,1.3,+0.2,5,5,6,1,15,Matches
168,Herba Guirassy,fr FRA,FW,Nantes,18-032,2006,0.1,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
169,Massadio Haïdara,ml MLI,DF,Brest,31-303,1992,1.9,62,78,79.5,949,535,30,31,96.8,28,38,73.7,2,7,28.6,0,0.0,0.0,0.0,0,6,1,0,10,Matches
170,Achraf Hakimi,ma MAR,DF,Paris S-G,25-331,1998,4.9,382,424,90.1,5073,1471,241,251,96.0,108,121,89.3,10,15,66.7,3,2.6,2.2,+0.4,16,25,9,2,34,Matches
171,Florent Hanin,dz ALG,DF,Angers,34-239,1990,3.5,184,240,76.7,2867,1172,101,118,85.6,64,94,68.1,14,18,77.8,1,0.5,0.3,+0.5,3,19,4,3,20,Matches
172,Amine Harit,ma MAR,MF,Marseille,27-104,1997,4.1,138,169,81.7,1982,571,79,84,94.0,49,57,86.0,6,14,42.9,3,0.9,0.7,+2.1,12,12,4,0,21,Matches
173,Hans Hateboer,nl NED,DF,Rennes,30-265,1994,3.7,141,181,77.9,2637,808,54,58,93.1,72,85,84.7,15,27,55.6,0,0.6,0.5,-0.6,5,15,3,3,15,Matches
174,Luis Henrique,br BRA,FW,Marseille,22-291,2001,5.2,147,191,77.0,2278,712,82,95,86.3,54,65,83.1,8,19,42.1,3,0.8,0.7,+2.2,8,13,7,1,25,Matches
175,Ki-Jana Hoever,nl NED,DF,Auxerre,22-256,2002,3.2,117,156,75.0,2004,725,56,66,84.8,47,68,69.1,12,16,75.0,0,0.3,0.4,-0.3,3,8,7,4,15,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
176,Cédric Hountondji,bj BEN,DF,Angers,30-255,1994,3.0,85,100,85.0,1652,391,25,30,83.3,53,57,93.0,6,12,50.0,0,0.0,0.0,0.0,0,3,0,0,1,Matches
177,Ilyes Housni,fr FRA,MF,Le Havre,19-139,2005,0.1,4,5,80.0,65,26,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
178,Pierre Højbjerg,dk DEN,"MF,DF",Marseille,29-056,1995,5.9,523,556,94.1,8079,2424,285,298,95.6,205,213,96.2,23,32,71.9,0,0.1,0.2,-0.1,3,36,1,0,25,Matches
179,George Ilenikhena,fr FRA,"FW,MF",Monaco,18-045,2006,2.2,21,32,65.6,242,61,12,20,60.0,5,6,83.3,0,0,,1,0.8,0.3,+0.2,4,1,1,0,2,Matches
180,Ismaily,br BRA,DF,Lille,34-263,1990,0.9,42,49,85.7,585,112,24,28,85.7,16,18,88.9,0,0,,0,0.1,0.2,-0.1,1,2,1,0,8,Matches
181,Yanis Issoufou,fr FRA,"FW,MF",Montpellier,17-338,2006,0.8,8,15,53.3,89,17,7,8,87.5,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
182,Junya Ito,jp JPN,FW,Reims,31-205,1993,5.8,132,203,65.0,2010,850,74,83,89.2,44,70,62.9,9,35,25.7,1,1.2,1.0,-0.2,14,18,13,3,30,Matches
183,Ismail Jakobs,sn SEN,DF,Monaco,25-044,1999,2.0,85,105,81.0,1245,497,49,55,89.1,22,30,73.3,8,11,72.7,0,0.2,0.2,-0.2,4,7,5,3,6,Matches
184,Jordan James,wls WAL,MF,Rennes,20-090,2004,0.3,8,10,80.0,104,20,3,4,75.0,3,4,75.0,0,0,,0,0.2,0.1,-0.2,1,0,1,0,1,Matches
185,Karl-Johan Johnsson,se SWE,GK,Strasbourg,34-246,1990,3.0,107,129,82.9,2158,1272,32,32,100.0,63,65,96.9,12,32,37.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
186,Paul Joly,fr FRA,DF,Auxerre,24-115,2000,4.1,178,256,69.5,3308,1144,78,95,82.1,75,101,74.3,24,48,50.0,1,0.8,0.6,+0.2,6,19,5,2,23,Matches
187,Jota,pt POR,FW,Rennes,25-184,1999,0.3,6,9,66.7,95,23,2,3,66.7,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,2,1,1,Matches
188,Antoine Joujou,fr FRA,"MF,FW",Le Havre,21-202,2003,3.3,36,71,50.7,452,132,23,40,57.5,9,18,50.0,0,2,0.0,0,0.3,0.4,-0.3,3,3,2,1,4,Matches
189,Jubal,br BRA,DF,Auxerre,31-032,1993,5.4,197,222,88.7,3836,1139,54,58,93.1,130,133,97.7,12,27,44.4,0,0.4,0.4,-0.4,1,4,2,0,8,Matches
190,Hamed Junior Traorè,ci CIV,MF,Auxerre,24-227,2000,3.6,90,129,69.8,1294,530,48,59,81.4,30,42,71.4,5,14,35.7,0,0.2,0.3,-0.2,4,11,5,1,23,Matches
191,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,20-110,2004,4.1,101,131,77.1,1397,450,65,79,82.3,25,34,73.5,5,7,71.4,1,1.6,0.8,-0.6,6,11,5,1,9,Matches
192,Tino Kadewere,zw ZIM,"MF,FW",Nantes,28-269,1996,3.5,66,91,72.5,943,276,38,50,76.0,22,28,78.6,3,5,60.0,2,0.5,0.3,+1.5,4,3,2,0,7,Matches
193,Arnaud Kalimuendo,fr FRA,FW,Rennes,22-254,2002,3.6,52,67,77.6,729,96,26,33,78.8,22,24,91.7,0,0,,0,0.2,0.3,-0.2,2,2,2,0,8,Matches
194,Waren Kamanzi,no NOR,"DF,MF",Toulouse,23-324,2000,4.3,133,169,78.7,1955,518,72,85,84.7,51,63,81.0,5,9,55.6,0,0.2,0.1,-0.2,4,12,2,0,14,Matches
195,Glen Kamara,fi FIN,MF,Rennes,28-338,1995,3.2,142,158,89.9,2120,623,81,86,94.2,47,50,94.0,9,10,90.0,0,0.0,0.5,0.0,1,16,5,0,13,Matches
196,Nordine Kandil,fr FRA,MF,Strasbourg,22-335,2001,0.1,3,6,50.0,51,6,1,2,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
197,Lee Kang-in,kr KOR,"MF,FW",Paris S-G,23-224,2001,4.2,262,295,88.8,3876,1001,154,165,93.3,69,75,92.0,27,37,73.0,0,1.1,0.9,-1.1,15,25,8,1,30,Matches
198,Yassine Kechta,ma MAR,"FW,MF",Le Havre,22-218,2002,5.2,116,147,78.9,1795,527,64,74,86.5,41,53,77.4,8,9,88.9,0,0.2,0.3,-0.2,5,12,3,2,18,Matches
199,Thilo Kehrer,de GER,DF,Monaco,28-009,1996,4.0,253,279,90.7,4496,2144,96,103,93.2,142,147,96.6,12,24,50.0,0,0.0,0.2,0.0,1,14,1,0,19,Matches
200,Reda Khadra,de GER,"MF,FW",Reims,23-088,2001,0.9,22,30,73.3,338,98,13,13,100.0,9,12,75.0,0,4,0.0,0,0.0,0.0,0.0,1,1,1,0,4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
201,Wahbi Khazri,tn TUN,FW,Montpellier,33-235,1991,1.3,32,41,78.0,429,82,20,22,90.9,9,13,69.2,1,3,33.3,0,0.0,0.1,0.0,0,1,2,1,3,Matches
202,Abdukodir Khusanov,uz UZB,DF,Lens,20-214,2004,4.2,142,165,86.1,2485,1114,57,62,91.9,67,73,91.8,14,22,63.6,0,0.0,0.0,0.0,0,8,0,0,11,Matches
203,Joshua King,no NOR,"MF,FW",Toulouse,32-259,1992,1.4,26,31,83.9,339,52,16,18,88.9,10,10,100.0,0,0,,0,0.1,0.1,-0.1,3,1,0,0,2,Matches
204,Cédric Kipré,ci CIV,DF,Reims,27-296,1996,3.1,147,162,90.7,2504,1039,65,70,92.9,72,79,91.1,8,9,88.9,1,0.3,0.4,+0.7,2,8,0,0,7,Matches
205,Philipp Köhn,ch SUI,GK,Monaco,26-181,1998,6.0,130,168,77.4,3295,2395,25,25,100.0,68,69,98.6,37,74,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
206,Randal Kolo Muani,fr FRA,FW,Paris S-G,25-300,1998,2.8,40,49,81.6,530,71,27,33,81.8,10,11,90.9,1,2,50.0,0,0.3,0.3,-0.3,2,0,1,0,2,Matches
207,Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,31-228,1993,4.9,257,283,90.8,3629,1202,155,163,95.1,90,95,94.7,5,15,33.3,0,0.0,0.2,0.0,1,20,2,0,10,Matches
208,Abdoul Koné,fr FRA,DF,Reims,19-161,2005,0.7,17,27,63.0,362,67,7,7,100.0,6,9,66.7,4,6,66.7,0,0.0,0.0,0.0,0,1,0,0,2,Matches
209,Amadou Koné,ml MLI,MF,Reims,19-139,2005,0.2,7,7,100.0,136,35,1,1,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1,Matches
210,Ismaël Koné,ca CAN,MF,Marseille,22-116,2002,1.6,48,56,85.7,779,199,22,24,91.7,22,26,84.6,2,3,66.7,0,0.2,0.0,-0.2,1,4,0,0,3,Matches
211,Boubakar Kouyaté,ml MLI,DF,Montpellier,27-168,1997,1.2,21,28,75.0,443,186,7,9,77.8,9,10,90.0,5,7,71.4,0,0.0,0.0,0.0,0,0,0,0,1,Matches
212,Sael Kumbedi,fr FRA,DF,Lyon,19-188,2005,1.0,43,50,86.0,646,219,23,23,100.0,19,23,82.6,1,3,33.3,0,0.1,0.1,-0.1,1,3,1,1,5,Matches
213,Daler Kuzyaev,ru RUS,MF,Le Havre,31-259,1993,3.2,91,117,77.8,1357,467,53,62,85.5,30,41,73.2,5,9,55.6,0,0.0,0.3,0.0,1,7,2,0,19,Matches
214,Rémy Labeau Lascary,gp GLP,FW,Lens,21-211,2003,2.7,40,60,66.7,485,64,28,36,77.8,10,15,66.7,1,2,50.0,0,0.4,0.4,-0.4,2,2,1,0,2,Matches
215,Gaëtan Laborde,fr FRA,FW,Nice,30-150,1994,0.9,21,28,75.0,281,40,15,16,93.8,5,8,62.5,1,1,100.0,1,0.1,0.2,+0.9,1,0,1,1,2,Matches
216,Alexandre Lacazette,fr FRA,FW,Lyon,33-125,1991,4.0,78,110,70.9,1086,349,46,55,83.6,21,30,70.0,5,10,50.0,1,1.0,1.0,0.0,4,7,5,2,16,Matches
217,Alban Lafont,fr FRA,GK,Nantes,25-251,1999,6.0,107,154,69.5,3120,2392,17,17,100.0,57,57,100.0,33,78,42.3,0,0.0,0.0,0.0,1,3,0,0,0,Matches
218,Kenny Lala,mg MAD,DF,Brest,32-363,1991,5.0,223,282,79.1,4652,1678,78,87,89.7,97,119,81.5,43,62,69.4,0,0.3,0.7,-0.3,6,19,8,4,17,Matches
219,Mohamed Lamine Bayo,gn GUI,FW,Lille,26-118,1998,2.1,25,34,73.5,301,55,17,19,89.5,7,9,77.8,0,1,0.0,0,0.2,0.1,-0.2,2,1,0,0,2,Matches
220,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,27-220,1997,6.0,135,214,63.1,4066,3298,15,15,100.0,70,71,98.6,50,127,39.4,0,0.0,0.0,0.0,0,3,0,0,0,Matches
221,Julien Le Cardinal,fr FRA,DF,Brest,27-058,1997,4.8,195,232,84.1,4146,1592,67,74,90.5,95,101,94.1,31,53,58.5,0,0.0,0.1,0.0,1,10,0,0,10,Matches
222,Jérémy Le Douaron,fr FRA,FW,Brest,26-162,1998,1.1,11,14,78.6,181,36,6,8,75.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
223,Benjamin Lecomte,fr FRA,GK,Montpellier,33-157,1991,4.0,90,133,67.7,2577,2134,15,15,100.0,43,43,100.0,32,75,42.7,0,0.0,0.0,0.0,0,3,0,0,0,Matches
224,Jordan Lefort,fr FRA,DF,Angers,31-052,1993,6.0,328,403,81.4,5817,2689,150,163,92.0,147,167,88.0,29,59,49.2,0,0.4,0.2,-0.4,4,24,3,1,26,Matches
225,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,21-054,2003,0.8,23,29,79.3,412,40,13,15,86.7,6,8,75.0,4,5,80.0,0,0.0,0.0,0.0,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
226,Donovan Léon,gf GUF,GK,Auxerre,31-332,1992,6.0,130,211,61.6,4225,3537,22,22,100.0,53,53,100.0,55,135,40.7,1,0.1,0.0,+0.9,1,5,1,0,0,Matches
227,Esteban Lepaul,fr FRA,FW,Angers,24-165,2000,1.3,17,23,73.9,258,26,8,9,88.9,9,12,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
228,Johann Lepenant,fr FRA,MF,Nantes,21-344,2002,4.9,117,145,80.7,1831,479,60,69,87.0,45,52,86.5,7,11,63.6,1,0.7,1.2,+0.3,2,13,4,0,19,Matches
229,Louis Leroux,fr FRA,FW,Nantes,18-251,2006,0.1,2,2,100.0,29,12,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
230,Pol Lirola,es ESP,"DF,FW",Marseille,27-048,1997,1.5,37,52,71.2,565,154,21,23,91.3,12,17,70.6,2,6,33.3,1,0.1,0.0,+0.9,1,0,1,1,0,Matches
231,Gautier Lloris,fr FRA,DF,Le Havre,29-074,1995,6.0,227,268,84.7,4100,1606,97,105,92.4,111,119,93.3,16,37,43.2,0,0.5,0.2,-0.5,1,19,1,0,23,Matches
232,Jordan Lotomba,ch SUI,"MF,DF",Nice,26-001,1998,0.4,17,21,81.0,249,51,10,10,100.0,7,10,70.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
233,Tom Louchet,fr FRA,MF,Nice,21-149,2003,0.4,18,21,85.7,226,62,15,15,100.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
