Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
149,Lamine Fomba,fr FRA,MF,Saint-Étienne,26-248,1998,0.8,0,1,0,0.0,1.32,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
150,Przemysław Frankowski,pl POL,DF,Lens,29-171,1995,3.2,1,2,0,0.0,0.63,0.00,0.00,,27.0,0,1,1,0.9,0.1,0.04,+0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
151,Angelo Fulgini,fr FRA,"MF,FW",Lens,28-041,1996,1.9,0,6,1,16.7,3.14,0.52,0.00,0.00,18.3,2,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
152,Ignatius Ganago,cm CMR,FW,Nantes,25-227,1999,0.3,0,2,0,0.0,7.83,0.00,0.00,,8.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
153,Ulisses Garcia,ch SUI,"DF,MF",Marseille,28-263,1996,0.5,1,1,1,100.0,2.20,2.20,1.00,1.00,15.3,0,0,0,0.1,0.1,0.08,+0.9,+0.9,Matches
154,Jean-Philippe Gbamin,ci CIV,MF,Nantes,29-005,1995,0.2,0,1,0,0.0,6.43,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
155,Yann Gboho,fr FRA,"FW,MF",Toulouse,23-260,2001,5.8,2,14,6,42.9,2.40,1.03,0.14,0.33,15.9,0,0,0,1.6,1.6,0.11,+0.4,+0.4,Matches
156,Denis Genreau,au AUS,MF,Toulouse,25-132,1999,0.0,0,2,0,0.0,180.00,0.00,0.00,,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
157,Aleksandr Golovin,ru RUS,MF,Monaco,28-123,1996,2.8,0,6,0,0.0,2.14,0.00,0.00,,21.7,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
158,André Gomes,pt POR,MF,Lille,31-062,1993,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
159,Angel Gomes,eng ENG,MF,Lille,24-030,2000,3.2,0,1,0,0.0,0.31,0.00,0.00,,33.8,0,0,1,0.8,0.0,0.00,-0.8,0.0,Matches
160,Carlos Gómez,co COL,MF,Rennes,22-018,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
161,Amine Gouiri,dz ALG,"FW,MF",Rennes,24-227,2000,4.3,1,14,7,50.0,3.26,1.63,0.07,0.14,15.7,0,0,0,2.0,2.0,0.14,-1.0,-1.0,Matches
162,Jonathan Gradit,fr FRA,DF,Lens,31-311,1992,5.8,0,7,2,28.6,1.20,0.34,0.00,0.00,18.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
163,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,28-047,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
164,Mason Greenwood,eng ENG,FW,Marseille,22-365,2001,5.9,5,19,8,42.1,3.24,1.37,0.21,0.50,21.2,0,1,1,2.2,1.4,0.07,+2.8,+2.6,Matches
165,Albert Grønbaek,dk DEN,"MF,FW",Rennes,23-130,2001,4.4,1,9,7,77.8,2.06,1.60,0.11,0.14,19.6,1,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
166,Gabriel Gudmundsson,se SWE,DF,Lille,25-154,1999,4.5,0,4,0,0.0,0.88,0.00,0.00,,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
167,Evann Guessand,ci CIV,FW,Nice,23-091,2001,5.5,3,14,5,35.7,2.56,0.91,0.21,0.60,11.1,0,0,0,3.2,3.2,0.23,-0.2,-0.2,Matches
168,Herba Guirassy,fr FRA,FW,Nantes,18-032,2006,0.1,1,1,1,100.0,8.18,8.18,1.00,1.00,17.5,0,0,0,0.4,0.4,0.37,+0.6,+0.6,Matches
169,Massadio Haïdara,ml MLI,DF,Brest,31-303,1992,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
170,Achraf Hakimi,ma MAR,DF,Paris S-G,25-331,1998,4.9,1,7,2,28.6,1.42,0.41,0.14,0.50,17.0,2,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
171,Florent Hanin,dz ALG,DF,Angers,34-239,1990,3.5,0,1,0,0.0,0.29,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.00,0.0,0.0,Matches
172,Amine Harit,ma MAR,MF,Marseille,27-104,1997,4.1,1,3,2,66.7,0.73,0.48,0.33,0.50,18.3,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches
173,Hans Hateboer,nl NED,DF,Rennes,30-265,1994,3.7,0,5,0,0.0,1.35,0.00,0.00,,13.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
174,Luis Henrique,br BRA,FW,Marseille,22-291,2001,5.2,3,7,4,57.1,1.34,0.76,0.43,0.75,17.4,0,0,0,0.8,0.8,0.12,+2.2,+2.2,Matches
175,Ki-Jana Hoever,nl NED,DF,Auxerre,22-256,2002,3.2,0,1,0,0.0,0.31,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
176,Cédric Hountondji,bj BEN,DF,Angers,30-255,1994,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
177,Ilyes Housni,fr FRA,MF,Le Havre,19-139,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
178,Pierre Højbjerg,dk DEN,"MF,DF",Marseille,29-056,1995,5.9,0,4,2,50.0,0.67,0.34,0.00,0.00,22.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
179,George Ilenikhena,fr FRA,"FW,MF",Monaco,18-045,2006,2.2,0,3,0,0.0,1.35,0.00,0.00,,10.0,0,0,0,0.7,0.7,0.24,-0.7,-0.7,Matches
180,Ismaily,br BRA,DF,Lille,34-263,1990,0.9,0,1,1,100.0,1.10,1.10,0.00,0.00,14.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
181,Yanis Issoufou,fr FRA,"FW,MF",Montpellier,17-338,2006,0.8,0,1,0,0.0,1.23,0.00,0.00,,9.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
182,Junya Ito,jp JPN,FW,Reims,31-205,1993,5.8,2,3,2,66.7,0.52,0.35,0.67,1.00,8.3,0,0,0,0.7,0.7,0.23,+1.3,+1.3,Matches
183,Ismail Jakobs,sn SEN,DF,Monaco,25-044,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
184,Jordan James,wls WAL,MF,Rennes,20-090,2004,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,21.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
185,Karl-Johan Johnsson,se SWE,GK,Strasbourg,34-246,1990,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
186,Paul Joly,fr FRA,DF,Auxerre,24-115,2000,4.1,0,1,1,100.0,0.25,0.25,0.00,0.00,15.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
187,Jota,pt POR,FW,Rennes,25-184,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
188,Antoine Joujou,fr FRA,"MF,FW",Le Havre,21-202,2003,3.3,0,6,1,16.7,1.81,0.30,0.00,0.00,21.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
189,Jubal,br BRA,DF,Auxerre,31-032,1993,5.4,1,4,1,25.0,0.74,0.18,0.00,0.00,10.4,0,1,1,1.2,0.4,0.09,-0.2,-0.4,Matches
190,Hamed Junior Traorè,ci CIV,MF,Auxerre,24-227,2000,3.6,2,11,5,45.5,3.07,1.40,0.18,0.40,17.9,1,0,0,1.3,1.3,0.12,+0.7,+0.7,Matches
191,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,20-110,2004,4.1,1,6,2,33.3,1.47,0.49,0.17,0.50,21.6,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
192,Tino Kadewere,zw ZIM,"MF,FW",Nantes,28-269,1996,3.5,0,3,2,66.7,0.86,0.57,0.00,0.00,15.6,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
193,Arnaud Kalimuendo,fr FRA,FW,Rennes,22-254,2002,3.6,3,9,3,33.3,2.52,0.84,0.11,0.33,19.7,0,2,2,2.4,0.8,0.09,+0.6,+0.2,Matches
194,Waren Kamanzi,no NOR,"DF,MF",Toulouse,23-324,2000,4.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
195,Glen Kamara,fi FIN,MF,Rennes,28-338,1995,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
196,Nordine Kandil,fr FRA,MF,Strasbourg,22-335,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
197,Lee Kang-in,kr KOR,"MF,FW",Paris S-G,23-224,2001,4.2,3,11,4,36.4,2.62,0.95,0.27,0.75,16.9,0,0,0,1.1,1.1,0.10,+1.9,+1.9,Matches
198,Yassine Kechta,ma MAR,"FW,MF",Le Havre,22-218,2002,5.2,0,9,4,44.4,1.73,0.77,0.00,0.00,29.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
199,Thilo Kehrer,de GER,DF,Monaco,28-009,1996,4.0,1,2,2,100.0,0.50,0.50,0.50,0.50,6.3,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
200,Reda Khadra,de GER,"MF,FW",Reims,23-088,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
201,Wahbi Khazri,tn TUN,FW,Montpellier,33-235,1991,1.3,0,4,1,25.0,3.00,0.75,0.00,0.00,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
202,Abdukodir Khusanov,uz UZB,DF,Lens,20-214,2004,4.2,0,3,1,33.3,0.72,0.24,0.00,0.00,18.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
203,Joshua King,no NOR,"MF,FW",Toulouse,32-259,1992,1.4,0,4,1,25.0,2.88,0.72,0.00,0.00,14.3,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
204,Cédric Kipré,ci CIV,DF,Reims,27-296,1996,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
205,Philipp Köhn,ch SUI,GK,Monaco,26-181,1998,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
206,Randal Kolo Muani,fr FRA,FW,Paris S-G,25-300,1998,2.8,2,9,4,44.4,3.25,1.45,0.11,0.25,12.3,0,1,1,2.9,2.1,0.24,-0.9,-1.1,Matches
207,Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,31-228,1993,4.9,0,3,0,0.0,0.61,0.00,0.00,,17.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
208,Abdoul Koné,fr FRA,DF,Reims,19-161,2005,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
209,Amadou Koné,ml MLI,MF,Reims,19-139,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
210,Ismaël Koné,ca CAN,MF,Marseille,22-116,2002,1.6,0,2,0,0.0,1.23,0.00,0.00,,20.2,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
211,Boubakar Kouyaté,ml MLI,DF,Montpellier,27-168,1997,1.2,0,1,0,0.0,0.81,0.00,0.00,,6.5,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
212,Sael Kumbedi,fr FRA,DF,Lyon,19-188,2005,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
213,Daler Kuzyaev,ru RUS,MF,Le Havre,31-259,1993,3.2,1,4,3,75.0,1.23,0.92,0.25,0.33,22.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
214,Rémy Labeau Lascary,gp GLP,FW,Lens,21-211,2003,2.7,0,8,2,25.0,2.93,0.73,0.00,0.00,11.8,0,0,0,1.5,1.5,0.19,-1.5,-1.5,Matches
215,Gaëtan Laborde,fr FRA,FW,Nice,30-150,1994,0.9,0,1,0,0.0,1.15,0.00,0.00,,18.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
216,Alexandre Lacazette,fr FRA,FW,Lyon,33-125,1991,4.0,0,8,4,50.0,2.01,1.00,0.00,0.00,17.2,0,0,1,2.1,1.2,0.15,-2.1,-1.2,Matches
217,Alban Lafont,fr FRA,GK,Nantes,25-251,1999,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
218,Kenny Lala,mg MAD,DF,Brest,32-363,1991,5.0,1,2,2,100.0,0.40,0.40,0.00,0.00,22.4,1,1,1,1.2,0.4,0.20,-0.2,-0.4,Matches
219,Mohamed Lamine Bayo,gn GUI,FW,Lille,26-118,1998,2.1,1,7,2,28.6,3.41,0.97,0.14,0.50,12.2,0,0,0,1.7,1.7,0.25,-0.7,-0.7,Matches
220,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,27-220,1997,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
221,Julien Le Cardinal,fr FRA,DF,Brest,27-058,1997,4.8,0,5,3,60.0,1.04,0.62,0.00,0.00,11.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
222,Jérémy Le Douaron,fr FRA,FW,Brest,26-162,1998,1.1,0,2,1,50.0,1.76,0.88,0.00,0.00,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
223,Benjamin Lecomte,fr FRA,GK,Montpellier,33-157,1991,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
224,Jordan Lefort,fr FRA,DF,Angers,31-052,1993,6.0,0,1,0,0.0,0.17,0.00,0.00,,15.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
225,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,21-054,2003,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
226,Donovan Léon,gf GUF,GK,Auxerre,31-332,1992,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
227,Esteban Lepaul,fr FRA,FW,Angers,24-165,2000,1.3,0,1,0,0.0,0.76,0.00,0.00,,13.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
228,Johann Lepenant,fr FRA,MF,Nantes,21-344,2002,4.9,2,4,2,50.0,0.81,0.41,0.50,1.00,13.4,0,0,0,0.3,0.3,0.07,+1.7,+1.7,Matches
229,Louis Leroux,fr FRA,FW,Nantes,18-251,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
230,Pol Lirola,es ESP,"DF,FW",Marseille,27-048,1997,1.5,1,2,1,50.0,1.35,0.68,0.50,1.00,16.3,0,0,0,0.4,0.4,0.18,+0.6,+0.6,Matches
231,Gautier Lloris,fr FRA,DF,Le Havre,29-074,1995,6.0,1,1,1,100.0,0.17,0.17,1.00,1.00,11.9,0,0,0,0.0,0.0,0.04,+1.0,+1.0,Matches
232,Jordan Lotomba,ch SUI,"MF,DF",Nice,26-001,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
233,Tom Louchet,fr FRA,MF,Nice,21-149,2003,0.4,0,1,0,0.0,2.73,0.00,0.00,,13.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
234,Othmane Maamma,fr FRA,FW,Montpellier,18-360,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
235,Deiver Machado,co COL,DF,Lens,31-028,1993,2.6,0,2,1,50.0,0.78,0.39,0.00,0.00,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
236,Yvann Macon,fr FRA,DF,Saint-Étienne,25-365,1998,1.6,0,1,0,0.0,0.61,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
237,Eros Maddy,nl NED,DF,Auxerre,23-238,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
238,Soungoutou Magassa,fr FRA,MF,Monaco,20-358,2003,1.8,0,2,1,50.0,1.10,0.55,0.00,0.00,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
239,Hugo Magnetti,fr FRA,MF,Brest,26-123,1998,4.3,0,1,0,0.0,0.23,0.00,0.00,,29.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
240,Frank Magri,cm CMR,FW,Toulouse,25-026,1999,2.8,0,5,1,20.0,1.79,0.36,0.00,0.00,12.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
241,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,27-032,1997,4.1,1,5,2,40.0,1.22,0.49,0.20,0.50,19.8,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
242,Hianga Mananga Mbock,fr FRA,MF,Brest,24-277,1999,0.2,0,1,1,100.0,4.29,4.29,0.00,0.00,36.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
243,Steve Mandanda,fr FRA,GK,Rennes,39-186,1985,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
244,Aïssa Mandi,dz ALG,DF,Lille,32-344,1991,3.5,0,1,1,100.0,0.28,0.28,0.00,0.00,8.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
245,Orel Mangala,be BEL,MF,Lyon,26-196,1998,0.7,0,1,0,0.0,1.34,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
246,Sekou Mara,fr FRA,FW,Strasbourg,22-062,2002,0.8,0,2,0,0.0,2.40,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
247,Marquinhos,br BRA,DF,Paris S-G,30-139,1994,4.0,0,1,0,0.0,0.25,0.00,0.00,,7.7,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
248,Jonas Martin,fr FRA,"MF,FW",Brest,34-174,1990,2.8,0,1,0,0.0,0.36,0.00,0.00,,4.7,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
249,Clinton Mata,ao ANG,DF,Lyon,31-328,1992,6.0,0,3,0,0.0,0.50,0.00,0.00,,20.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
250,Eliot Matazo,be BEL,MF,Monaco,22-228,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
251,Nemanja Matić,rs SRB,MF,Lyon,36-060,1988,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
252,Azor Matusiwa,nl NED,MF,Rennes,26-155,1998,5.8,0,4,0,0.0,0.69,0.00,0.00,,23.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
253,Neal Maupay,fr FRA,FW,Marseille,28-047,1996,1.4,1,3,2,66.7,2.14,1.43,0.33,0.50,10.1,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
254,Christian Mawissa,fr FRA,DF,Monaco,19-165,2005,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
255,Senny Mayulu,fr FRA,"MF,DF",Paris S-G,18-136,2006,0.5,0,2,0,0.0,3.75,0.00,0.00,,18.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
256,Ethan Mbappé,fr FRA,"MF,FW",Lille,17-276,2006,0.9,0,4,2,50.0,4.68,2.34,0.00,0.00,16.7,0,0,0,0.7,0.7,0.18,-0.7,-0.7,Matches
257,Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,16-250,2008,0.9,0,2,2,100.0,2.31,2.31,0.00,0.00,12.1,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
258,Mark McKenzie,us USA,DF,Toulouse,25-218,1999,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
259,Facundo Medina,ar ARG,"DF,MF",Lens,25-125,1999,6.0,0,6,2,33.3,1.00,0.33,0.00,0.00,20.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
260,Henrik Meister,dk DEN,FW,Rennes,20-318,2003,0.7,1,2,1,50.0,2.86,1.43,0.50,1.00,17.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
261,Bamo Meïté,ci CIV,"DF,MF",Marseille,22-302,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
262,Farid El Melali,dz ALG,FW,Angers,27-148,1997,3.4,0,8,4,50.0,2.37,1.18,0.00,0.00,22.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
263,Nuno Mendes,pt POR,DF,Paris S-G,22-103,2002,1.8,0,1,1,100.0,0.56,0.56,0.00,0.00,6.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
264,Antoine Mendy,fr FRA,"DF,MF",Nice,20-126,2004,2.8,0,2,0,0.0,0.72,0.00,0.00,,10.0,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
265,Nampalys Mendy,sn SEN,MF,Lens,32-099,1992,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
266,Gideon Mensah,gh GHA,DF,Auxerre,26-074,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
267,Quentin Merlin,fr FRA,"DF,MF",Marseille,22-137,2002,3.0,0,3,2,66.7,1.00,0.67,0.00,0.00,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
268,Thomas Meunier,be BEL,DF,Lille,33-018,1991,3.2,1,7,3,42.9,2.20,0.94,0.14,0.33,18.3,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
269,Georges Mikautadze,ge GEO,FW,Lyon,23-335,2000,3.8,0,14,4,28.6,3.72,1.06,0.00,0.00,14.7,0,0,1,2.5,1.6,0.11,-2.5,-1.6,Matches
270,Takumi Minamino,jp JPN,MF,Monaco,29-258,1995,3.9,1,7,4,57.1,1.79,1.02,0.14,0.25,18.2,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
271,Lucas Mincarelli,fr FRA,DF,Montpellier,20-269,2004,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
272,Mostafa Mohamed,eg EGY,FW,Nantes,26-307,1997,1.0,1,3,1,33.3,3.07,1.02,0.33,1.00,10.2,0,0,0,0.5,0.5,0.16,+0.5,+0.5,Matches
273,Florent Mollet,fr FRA,MF,Nantes,32-316,1991,0.0,0,1,1,100.0,30.00,30.00,0.00,0.00,12.4,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
274,Diego Moreira,pt POR,"DF,FW",Strasbourg,20-055,2004,4.2,1,5,3,60.0,1.20,0.72,0.20,0.33,14.6,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
275,Aimen Moueffek,fr FRA,MF,Saint-Étienne,23-174,2001,2.6,0,1,0,0.0,0.39,0.00,0.00,,31.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
276,Youssoufa Moukoko,de GER,"FW,MF",Nice,19-315,2004,1.1,2,5,2,40.0,4.64,1.86,0.40,1.00,9.0,0,0,0,2.2,2.2,0.44,-0.2,-0.2,Matches
277,Louis Mouton,fr FRA,MF,Saint-Étienne,22-119,2002,0.4,0,1,1,100.0,2.31,2.31,0.00,0.00,29.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
278,Ngal'Ayel Mukau,,MF,Lille,19-305,2004,1.4,0,1,0,0.0,0.69,0.00,0.00,,26.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
279,Marshall Munetsi,zw ZIM,MF,Reims,28-100,1996,6.0,2,11,4,36.4,1.83,0.67,0.18,0.50,13.0,0,0,0,1.9,1.9,0.17,+0.1,+0.1,Matches
280,Junior Mwanga,fr FRA,MF,Strasbourg,21-142,2003,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
281,Mickael Nade,fr FRA,DF,Saint-Étienne,25-210,1999,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
282,Mahamadou Nagida,cm CMR,"DF,MF",Rennes,19-094,2005,0.2,0,2,1,50.0,8.18,4.09,0.00,0.00,20.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
283,Keito Nakamura,jp JPN,FW,Reims,24-064,2000,4.5,3,14,5,35.7,3.14,1.12,0.21,0.60,17.1,0,0,0,1.2,1.2,0.09,+1.8,+1.8,Matches
284,Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,22-137,2002,3.6,3,6,5,83.3,1.65,1.37,0.50,0.60,11.4,0,0,0,2.8,2.8,0.47,+0.2,+0.2,Matches
285,Youssouf Ndayishimiye,bi BDI,DF,Nice,25-339,1998,4.0,1,3,1,33.3,0.75,0.25,0.33,1.00,10.5,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
286,Rassoul Ndiaye,sn SEN,MF,Le Havre,22-294,2001,2.7,1,6,2,33.3,2.26,0.75,0.17,0.50,15.1,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
