stat_id,player_id,ninety_s,att,live,dead,fk,tb,sw,crs,ti,ck,inn,outt,str,cmp,off,blocks
,,2.1,110,110,0,0,0,0,1,0,0,0,0,0,99,0,0
,,4.0,85,58,27,8,0,1,0,0,0,0,0,0,46,0,0
,,5.0,161,93,68,20,0,0,0,0,0,0,0,0,76,0,0
,,0.9,68,63,5,2,0,2,3,0,3,0,3,0,54,0,0
,,3.3,149,143,5,5,0,0,1,0,0,0,0,0,135,1,2
,,3.2,214,212,2,1,0,0,0,0,0,0,0,0,207,0,1
,,0.9,19,18,0,0,0,0,0,0,0,0,0,0,6,1,2
,,3.2,91,87,3,0,4,1,5,0,0,0,0,0,55,1,9
,,0.7,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
,,4.2,259,232,27,3,0,0,0,10,0,0,0,0,221,0,5
,,1.9,102,100,2,0,1,1,1,0,0,0,0,0,86,0,1
,,2.1,43,43,0,0,1,0,2,0,0,0,0,0,35,0,1
,,1.9,24,22,2,0,0,0,1,0,0,0,0,0,15,0,2
,,2.3,50,46,2,0,0,0,1,0,0,0,0,0,32,2,2
,,1.3,56,54,2,2,0,2,1,0,0,0,0,0,41,0,2
,,3.0,160,158,2,1,0,0,0,0,0,0,0,0,138,0,1
,,3.7,297,289,8,8,0,3,0,0,0,0,0,0,278,0,1
,,2.7,118,93,24,4,0,1,19,15,5,0,4,0,89,1,3
,,0.5,26,26,0,0,0,0,1,0,0,0,0,0,20,0,0
,,4.0,131,104,26,0,0,0,12,23,0,0,0,0,89,1,4
,,5.0,188,169,19,9,0,0,0,0,0,0,0,0,171,0,0
,,0.3,18,17,1,1,0,1,1,0,0,0,0,0,11,0,1
,,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
,,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
,,2.3,62,55,7,1,0,0,4,0,4,1,0,0,47,0,2
,,4.9,234,230,3,3,0,1,1,0,0,0,0,0,176,1,3
,,3.5,196,151,45,6,0,1,3,39,0,0,0,0,156,0,3
,,1.3,50,46,2,0,0,0,1,0,0,0,0,0,40,2,1
,,2.9,131,112,19,3,0,0,16,1,15,2,7,0,96,0,7
,,3.4,137,124,13,5,0,1,14,1,7,5,1,0,114,0,1
,,3.9,60,56,4,0,0,1,0,0,0,0,0,0,43,0,2
,,4.7,175,175,0,0,0,1,1,0,0,0,0,0,142,0,2
,,0.1,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0
,,5.0,214,201,13,7,0,0,1,5,0,0,0,0,186,0,0
,,5.0,327,323,4,3,1,6,4,1,0,0,0,0,293,0,5
,,4.9,335,293,39,20,2,8,29,0,19,6,10,0,260,3,4
,,3.8,174,127,45,2,0,0,11,43,0,0,0,0,133,2,7
,,1.0,66,57,9,1,0,0,4,8,0,0,0,0,55,0,2
,,4.1,56,52,4,0,0,0,0,0,0,0,0,0,41,0,1
,,2.2,91,90,1,1,0,2,1,0,0,0,0,0,68,0,2
,,4.9,172,126,44,9,0,1,45,19,16,6,4,3,112,2,8
,,0.3,18,18,0,0,0,0,1,0,0,0,0,0,11,0,1
,,1.1,40,32,8,0,0,0,1,8,0,0,0,0,32,0,1
,,1.0,12,11,1,0,0,0,0,0,0,0,0,0,10,0,0
,,4.0,117,76,41,6,0,0,0,0,0,0,0,0,95,0,0
,,1.2,60,45,15,3,0,1,3,12,0,0,0,0,50,0,1
,,4.1,259,250,9,7,1,2,2,0,0,0,0,0,225,0,2
,,4.6,132,127,3,0,1,0,16,2,0,0,0,0,75,2,6
,,3.4,95,88,6,2,0,1,12,1,3,1,1,0,62,1,3
,,1.5,107,103,3,1,0,0,0,0,0,0,0,0,99,1,0
,,4.9,221,217,3,0,3,0,9,3,0,0,0,0,172,1,10
,,1.9,22,22,0,0,0,0,2,0,0,0,0,0,14,0,0
,,3.7,88,78,10,2,1,0,18,3,3,2,0,0,53,0,3
,,3.4,193,188,5,3,0,1,0,0,0,0,0,0,166,0,1
,,5.5,315,302,12,11,0,0,0,1,0,0,0,0,272,1,3
