stat_id,player_id,ninety_s,att,live,dead,fk,tb,sw,crs,ti,ck,inn,outt,str,cmp,off,blocks
,,1.4,56,54,2,1,0,0,0,0,0,0,0,0,49,0,0
,,2.1,198,176,21,5,1,0,7,16,0,0,0,0,178,1,0
,,5.0,419,397,21,16,0,4,0,0,0,0,0,0,382,1,3
,,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
,,0.8,24,23,1,0,1,0,1,0,0,0,0,0,14,0,0
,,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
,,4.1,166,132,34,7,0,0,19,27,0,0,0,0,123,0,5
,,2.9,120,119,1,1,0,2,0,0,0,0,0,0,110,0,3
,,1.8,46,45,1,0,0,0,6,0,0,0,0,0,31,0,3
,,4.9,131,124,6,0,0,2,3,0,1,0,0,0,108,1,5
,,4.7,114,101,13,1,0,0,1,1,0,0,0,0,81,0,1
,,4.1,266,258,8,2,0,1,0,1,0,0,0,0,236,0,0
,,2.9,128,120,6,3,0,1,6,2,1,0,1,0,96,2,3
,,3.2,201,167,34,8,0,1,1,26,0,0,0,0,189,0,3
,,1.7,60,57,3,2,0,0,0,0,0,0,0,0,50,0,3
,,3.1,37,36,1,0,0,0,2,0,0,0,0,0,19,0,6
,,5.0,331,310,21,9,0,4,1,0,0,0,0,0,297,0,1
,,4.0,175,130,44,28,0,4,27,0,15,8,6,0,116,1,3
,,0.7,23,21,2,2,0,1,1,0,0,0,0,0,15,0,2
,,4.5,314,250,61,12,0,3,19,47,2,0,1,0,236,3,8
,,1.1,17,15,2,0,0,0,2,0,0,0,0,0,15,0,0
,,2.7,42,41,1,0,0,0,1,0,0,0,0,0,27,0,1
,,2.3,212,184,28,13,0,2,15,0,15,6,5,1,180,0,1
,,4.4,244,201,42,3,0,3,25,39,0,0,0,0,180,1,6
,,3.8,115,113,2,1,2,0,3,1,0,0,0,0,96,0,2
,,0.9,70,59,10,1,0,0,5,9,0,0,0,0,51,1,7
,,3.9,141,124,16,5,0,1,18,0,11,5,3,0,93,1,3
,,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
,,1.3,48,42,6,0,0,0,1,0,0,0,0,0,38,0,0
,,1.8,91,90,1,1,0,1,2,0,0,0,0,0,81,0,2
,,3.1,154,146,7,5,0,2,1,1,1,0,1,0,138,1,0
,,3.7,131,119,11,1,0,2,24,2,8,3,4,0,84,1,5
,,5.0,297,289,8,7,0,1,0,0,0,0,0,0,270,0,0
,,0.3,26,26,0,0,0,0,1,0,0,0,0,0,22,0,0
,,5.0,192,176,15,10,0,3,1,0,0,0,0,0,146,1,2
,,1.4,85,65,20,1,0,0,6,19,0,0,0,0,65,0,2
,,2.1,137,104,33,2,0,0,10,31,0,0,0,0,102,0,5
,,0.5,29,29,0,0,0,0,1,0,0,0,0,0,19,0,2
,,4.7,234,227,7,4,2,2,9,1,0,0,0,0,187,0,5
,,5.2,119,117,1,0,0,1,7,0,0,0,0,0,74,1,9
,,1.0,29,13,15,4,0,1,0,0,0,0,0,0,23,1,0
,,0.5,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0
,,2.1,101,98,3,3,0,2,0,0,0,0,0,0,96,0,0
,,1.4,49,46,3,0,0,0,2,1,1,1,0,0,41,0,1
,,1.5,82,78,4,1,0,1,12,3,0,0,0,0,68,0,2
,,4.2,178,172,5,5,0,1,2,0,0,0,0,0,148,1,2
,,2.0,97,94,3,3,0,1,0,0,0,0,0,0,86,0,0
,,2.0,98,94,3,1,0,1,3,1,0,0,0,0,77,1,3
,,1.5,35,31,4,0,0,0,3,4,0,0,0,0,27,0,2
,,2.0,33,32,1,0,0,0,1,0,0,0,0,0,23,0,0
,,5.0,184,147,37,13,0,0,0,0,0,0,0,0,106,0,0
,,4.0,88,59,29,5,0,0,0,0,0,0,0,0,79,0,0
,,1.9,91,85,5,0,0,2,4,4,1,1,0,0,65,1,4
,,0.3,18,17,1,0,0,0,1,1,0,0,0,0,12,0,0
,,0.4,17,16,1,1,0,0,0,0,0,0,0,0,14,0,1
,,1.1,48,31,17,3,0,1,9,10,4,0,4,0,29,0,1
,,5.0,211,163,46,9,1,0,9,37,0,0,0,0,170,2,12
,,2.1,87,79,7,4,3,2,3,0,0,0,0,0,72,1,4
,,4.2,131,127,4,1,0,3,3,0,0,0,0,0,115,0,1
,,0.2,7,6,1,0,0,0,1,0,1,1,0,0,6,0,0
