stat_id,player_id,ninety_s,cmp_total,att_total,cmp_percent_total,tot_dist_total,prg_dist_total,cmp_short,att_short,cmp_percent_short,cmp_medium,att_medium,cmp_percent_medium,cmp_long,att_long,cmp_percent_long,ast,xa,xag,a_xag,kp,one_third_ppa,crspa,prgp
,,1.0,30,41,73.2,678.0,245.0,8,13,61.5,15,17,88.2,7,11,63.6,0,0.0,0.0,0.0,0,1,0,2
,,0.1,1,2,50.0,10.0,0.0,1,2,50.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0
,,3.4,44,58,75.9,747.0,98.0,16,22,72.7,15,20,75.0,6,7,85.7,0,0.4,0.3,-0.3,3,3,0,6
,,4.0,249,282,88.3,4146.0,1024.0,117,127,92.1,105,112,93.8,20,30,66.7,0,0.6,0.8,-0.8,3,12,2,17
,,5.0,296,340,87.1,4941.0,1599.0,136,149,91.3,139,152,91.4,17,28,60.7,1,0.4,0.2,0.8,5,32,1,33
,,4.4,94,126,74.6,1532.0,384.0,46,58,79.3,38,44,86.4,8,15,53.3,0,0.3,0.3,-0.3,1,7,0,12
,,0.1,11,11,100.0,147.0,36.0,8,8,100.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0
,,4.2,93,131,71.0,1318.0,413.0,53,66,80.3,22,29,75.9,8,15,53.3,0,0.4,0.3,-0.3,5,11,0,18
,,3.7,147,168,87.5,2808.0,1203.0,58,62,93.5,74,80,92.5,14,24,58.3,0,0.0,0.0,0.0,0,8,1,12
,,1.9,30,42,71.4,388.0,68.0,17,22,77.3,8,12,66.7,1,1,100.0,0,0.0,0.0,0.0,0,2,0,4
,,1.7,12,21,57.1,175.0,1.0,5,7,71.4,5,8,62.5,0,1,0.0,0,0.0,0.0,0.0,0,0,0,1
,,1.5,67,89,75.3,1217.0,454.0,31,39,79.5,31,38,81.6,5,10,50.0,0,0.3,0.1,-0.1,2,7,3,7
,,5.0,278,312,89.1,5177.0,1547.0,95,101,94.1,159,165,96.4,21,40,52.5,0,0.0,0.1,-0.1,1,14,0,20
,,5.0,154,198,77.8,3546.0,1754.0,36,47,76.6,89,96,92.7,28,49,57.1,1,0.1,0.1,0.9,1,19,0,22
,,2.2,104,128,81.3,1585.0,524.0,56,63,88.9,41,48,85.4,5,12,41.7,0,0.0,0.1,-0.1,2,10,0,13
,,4.6,65,93,69.9,903.0,235.0,39,52,75.0,19,22,86.4,3,3,100.0,2,0.3,1.4,0.6,6,6,0,9
,,3.7,156,184,84.8,2465.0,573.0,91,97,93.8,50,57,87.7,12,19,63.2,1,0.4,0.9,0.1,4,9,1,15
,,4.0,189,221,85.5,3761.0,992.0,51,57,89.5,118,128,92.2,16,32,50.0,0,0.0,0.0,0.0,0,4,0,6
,,4.5,205,243,84.4,3160.0,896.0,103,116,88.8,84,98,85.7,10,14,71.4,1,1.1,1.3,-0.3,7,15,6,28
,,0.3,22,28,78.6,326.0,126.0,12,14,85.7,6,7,85.7,2,5,40.0,0,0.0,0.1,-0.1,1,2,0,5
,,1.4,82,102,80.4,1438.0,380.0,43,47,91.5,29,39,74.4,8,13,61.5,0,0.1,0.1,-0.1,2,9,0,7
,,5.0,346,370,93.5,6610.0,2236.0,114,117,97.4,200,204,98.0,30,44,68.2,0,0.1,0.0,0.0,1,33,0,19
,,4.5,107,148,72.3,1722.0,416.0,61,72,84.7,39,48,81.3,7,11,63.6,1,1.1,0.9,0.1,5,6,0,12
,,0.7,25,26,96.2,423.0,69.0,13,13,100.0,10,11,90.9,2,2,100.0,0,0.1,0.0,0.0,0,3,1,4
,,4.2,156,191,81.7,2615.0,820.0,78,85,91.8,64,83,77.1,10,14,71.4,0,0.1,0.0,0.0,1,9,1,16
,,0.3,10,14,71.4,160.0,29.0,4,5,80.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0
,,2.4,110,134,82.1,1792.0,506.0,56,62,90.3,46,47,97.9,7,19,36.8,0,0.3,0.0,0.0,1,12,0,12
,,0.1,3,4,75.0,49.0,37.0,1,1,100.0,2,3,66.7,0,0,0.0,0,0.1,0.0,0.0,0,0,0,2
,,0.9,30,37,81.1,474.0,108.0,13,14,92.9,16,21,76.2,0,0,0.0,0,0.0,0.0,0.0,1,5,0,3
,,3.3,59,80,73.8,855.0,244.0,36,41,87.8,14,23,60.9,5,9,55.6,0,0.4,0.4,-0.4,7,3,1,6
,,0.6,5,11,45.5,59.0,30.0,4,6,66.7,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0
,,3.4,97,133,72.9,1925.0,815.0,38,46,82.6,38,49,77.6,20,33,60.6,0,0.3,0.2,-0.2,6,8,6,6
,,5.0,121,166,72.9,3634.0,2645.0,18,18,100.0,64,64,100.0,39,84,46.4,0,0.0,0.0,0.0,1,2,0,0
,,2.2,117,142,82.4,1730.0,593.0,57,61,93.4,57,70,81.4,0,7,0.0,0,0.1,0.1,-0.1,2,2,0,9
,,1.3,83,90,92.2,1423.0,380.0,34,36,94.4,48,50,96.0,1,3,33.3,0,0.0,0.0,0.0,0,4,0,5
,,2.3,130,149,87.2,2124.0,890.0,66,68,97.1,58,63,92.1,5,13,38.5,0,0.0,0.0,0.0,0,9,0,8
,,1.8,77,102,75.5,1247.0,541.0,36,40,90.0,37,44,84.1,4,14,28.6,1,0.1,0.0,1.0,1,9,0,8
,,0.1,2,4,50.0,33.0,7.0,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,1
,,3.5,240,257,93.4,5444.0,2143.0,46,50,92.0,157,158,99.4,35,46,76.1,0,0.0,0.0,0.0,0,14,0,10
,,0.5,14,23,60.9,201.0,44.0,8,11,72.7,5,10,50.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,1
,,5.0,271,328,82.6,4580.0,1711.0,127,135,94.1,122,143,85.3,17,38,44.7,0,0.6,0.2,-0.2,4,24,3,22
,,0.6,6,9,66.7,68.0,10.0,3,4,75.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
,,1.0,60,71,84.5,1008.0,375.0,29,31,93.5,27,32,84.4,4,7,57.1,0,0.3,0.3,-0.3,2,3,0,7
,,4.3,204,232,87.9,3109.0,560.0,115,125,92.0,78,90,86.7,10,11,90.9,0,0.5,0.3,-0.3,6,12,0,19
,,1.0,20,30,66.7,466.0,146.0,1,3,33.3,17,19,89.5,2,5,40.0,0,0.0,0.0,0.0,0,1,0,2
,,1.4,49,56,87.5,855.0,253.0,18,22,81.8,23,24,95.8,4,5,80.0,0,0.3,0.0,0.0,0,4,0,6
,,2.1,178,198,89.9,2779.0,985.0,91,93,97.8,73,83,88.0,10,17,58.8,0,0.3,0.2,-0.2,2,27,1,24
,,5.0,382,419,91.2,7087.0,2366.0,141,153,92.2,212,225,94.2,29,37,78.4,0,0.1,0.1,-0.1,3,23,0,33
,,0.1,9,9,100.0,126.0,55.0,6,6,100.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,1
,,0.8,14,24,58.3,149.0,29.0,8,11,72.7,4,11,36.4,0,0,0.0,0,0.5,0.2,-0.2,2,0,0,1
,,0.2,3,4,75.0,29.0,0.0,2,3,66.7,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0
,,4.1,123,166,74.1,2129.0,547.0,60,69,87.0,52,71,73.2,10,19,52.6,0,0.4,0.6,-0.6,2,10,4,9
,,2.9,110,120,91.7,1894.0,509.0,50,52,96.2,45,47,95.7,12,14,85.7,0,0.0,0.0,0.0,1,9,0,6
,,1.8,31,46,67.4,523.0,85.0,16,22,72.7,11,14,78.6,3,6,50.0,0,0.1,0.0,0.0,1,3,1,2
,,4.9,108,131,82.4,1744.0,339.0,55,64,85.9,39,41,95.1,9,10,90.0,0,0.4,0.1,-0.1,2,14,0,21
,,4.7,81,114,71.1,967.0,173.0,64,82,78.0,11,19,57.9,3,3,100.0,2,0.3,0.9,1.1,8,5,1,8
,,4.1,236,266,88.7,3984.0,1387.0,98,104,94.2,124,139,89.2,10,18,55.6,0,0.0,0.0,0.0,0,6,0,8
,,2.9,96,128,75.0,1381.0,384.0,53,62,85.5,34,46,73.9,5,9,55.6,0,0.1,0.1,-0.1,2,9,1,11
,,3.2,189,201,94.0,2842.0,828.0,117,124,94.4,55,57,96.5,14,16,87.5,0,0.1,0.0,0.0,1,10,0,11
,,1.7,50,60,83.3,745.0,245.0,30,34,88.2,14,16,87.5,3,4,75.0,0,0.0,0.0,0.0,0,4,0,6
,,3.1,19,37,51.4,259.0,43.0,11,17,64.7,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,1
,,5.0,297,331,89.7,6136.0,2178.0,80,85,94.1,186,200,93.0,29,43,67.4,1,0.1,0.4,0.6,4,30,0,25
,,4.0,116,175,66.3,2180.0,747.0,48,58,82.8,44,61,72.1,20,47,42.6,1,0.3,0.4,0.6,12,15,0,19
,,0.7,15,23,65.2,297.0,61.0,7,10,70.0,5,7,71.4,3,4,75.0,0,0.0,0.0,0.0,1,0,0,1
,,4.5,236,314,75.2,4062.0,1492.0,113,127,89.0,96,123,78.0,20,46,43.5,3,1.8,1.9,1.1,5,25,2,28
,,1.1,15,17,88.2,210.0,30.0,10,11,90.9,4,5,80.0,1,1,100.0,0,0.1,0.0,0.0,0,0,1,1
,,2.7,27,42,64.3,431.0,86.0,14,18,77.8,8,13,61.5,3,5,60.0,1,0.1,0.4,0.6,1,0,1,3
,,2.3,180,212,84.9,3280.0,1035.0,69,77,89.6,84,92,91.3,19,31,61.3,0,0.9,0.8,-0.8,7,29,0,20
,,4.4,180,244,73.8,3381.0,1332.0,90,101,89.1,68,87,78.2,21,46,45.7,0,0.9,0.7,-0.7,8,17,4,29
,,3.8,96,115,83.5,1361.0,323.0,63,69,91.3,26,31,83.9,5,8,62.5,0,0.4,0.3,-0.3,5,10,1,16
,,0.9,51,70,72.9,734.0,197.0,31,34,91.2,17,25,68.0,1,3,33.3,0,0.0,0.0,0.0,0,5,0,5
,,3.9,93,141,66.0,1611.0,476.0,44,53,83.0,37,56,66.1,9,23,39.1,0,0.5,1.0,-1.0,7,13,0,16
,,0.0,1,1,100.0,8.0,8.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0
,,1.3,38,48,79.2,680.0,165.0,16,19,84.2,16,18,88.9,5,7,71.4,1,0.2,1.3,-0.3,4,2,0,9
,,1.8,81,91,89.0,1316.0,326.0,45,50,90.0,25,28,89.3,8,9,88.9,0,0.2,0.2,-0.2,2,6,1,7
,,3.1,138,154,89.6,2231.0,692.0,67,70,95.7,59,64,92.2,6,11,54.5,0,0.2,0.0,0.0,1,20,0,21
,,3.7,84,131,64.1,1511.0,539.0,43,54,79.6,26,35,74.3,13,29,44.8,0,0.6,0.6,-0.6,7,9,2,23
,,5.0,270,297,90.9,5143.0,1805.0,96,105,91.4,147,156,94.2,26,32,81.3,0,0.0,0.0,0.0,0,20,0,21
,,0.3,22,26,84.6,355.0,177.0,12,15,80.0,8,8,100.0,2,3,66.7,0,0.1,0.1,-0.1,2,5,1,6
,,5.0,146,192,76.0,2931.0,1515.0,53,62,85.5,72,82,87.8,20,43,46.5,1,0.0,0.2,0.8,1,14,0,13
,,1.4,65,85,76.5,1014.0,402.0,29,35,82.9,31,40,77.5,3,7,42.9,0,0.0,0.1,-0.1,1,10,1,11
,,2.1,102,137,74.5,1749.0,684.0,44,54,81.5,49,63,77.8,7,13,53.8,0,0.3,0.4,-0.4,5,11,4,6
,,0.5,19,29,65.5,282.0,82.0,12,13,92.3,6,10,60.0,1,3,33.3,0,0.0,0.0,0.0,0,3,0,2
,,4.7,187,234,79.9,3162.0,785.0,86,102,84.3,76,87,87.4,17,30,56.7,1,0.5,0.7,0.3,7,19,3,17
,,5.2,74,119,62.2,1136.0,277.0,47,60,78.3,19,34,55.9,6,9,66.7,1,0.5,0.6,0.4,9,7,0,8
,,1.0,23,29,79.3,443.0,264.0,5,5,100.0,16,16,100.0,2,7,28.6,0,0.0,0.0,0.0,0,0,0,0
,,0.5,10,13,76.9,216.0,87.0,3,3,100.0,5,8,62.5,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0
,,2.1,96,101,95.0,1879.0,571.0,28,28,100.0,63,64,98.4,5,9,55.6,0,0.0,0.0,0.0,0,5,0,9
,,1.4,41,49,83.7,561.0,124.0,24,27,88.9,13,16,81.3,2,3,66.7,0,0.1,0.1,-0.1,1,2,0,5
,,1.5,68,82,82.9,1116.0,305.0,34,37,91.9,28,34,82.4,5,8,62.5,0,0.4,0.3,-0.3,4,6,2,5
,,4.2,148,178,83.1,2424.0,663.0,62,72,86.1,61,72,84.7,13,19,68.4,1,0.3,0.1,0.9,2,14,0,15
,,2.0,86,97,88.7,1515.0,398.0,36,40,90.0,45,46,97.8,4,9,44.4,0,0.0,0.0,0.0,0,2,0,5
,,2.0,77,98,78.6,1217.0,292.0,34,38,89.5,37,42,88.1,2,8,25.0,0,0.1,0.2,-0.2,2,9,0,14
,,1.5,27,35,77.1,461.0,155.0,17,23,73.9,7,8,87.5,3,3,100.0,0,0.0,0.0,0.0,0,0,1,2
,,2.0,23,33,69.7,273.0,40.0,15,20,75.0,5,9,55.6,1,1,100.0,0,0.1,0.2,-0.2,2,1,0,3
,,5.0,106,184,57.6,2593.0,1878.0,34,34,100.0,47,51,92.2,25,99,25.3,0,0.0,0.2,-0.2,2,5,0,0
,,4.0,79,88,89.8,2019.0,1171.0,13,13,100.0,45,45,100.0,20,29,69.0,0,0.0,0.0,0.0,0,0,0,0
,,1.9,65,91,71.4,1020.0,296.0,36,45,80.0,19,23,82.6,6,11,54.5,1,0.1,0.3,0.7,3,8,1,7
,,0.3,12,18,66.7,211.0,65.0,6,6,100.0,4,9,44.4,2,3,66.7,0,0.0,0.0,0.0,0,2,1,1
,,0.4,14,17,82.4,217.0,12.0,7,7,100.0,7,9,77.8,0,0,0.0,0,0.0,0.0,0.0,0,1,0,1
,,1.1,29,48,60.4,511.0,268.0,13,14,92.9,12,19,63.2,3,12,25.0,0,0.1,0.1,-0.1,2,3,0,5
,,5.0,170,211,80.6,2677.0,824.0,87,93,93.5,74,86,86.0,8,17,47.1,0,0.5,0.3,-0.3,4,9,1,18
,,2.1,72,87,82.8,1242.0,358.0,37,39,94.9,27,29,93.1,7,10,70.0,0,1.2,0.7,-0.7,4,6,1,17
,,4.2,115,131,87.8,1954.0,322.0,60,65,92.3,37,42,88.1,15,17,88.2,0,0.2,0.3,-0.3,5,6,0,17
,,0.2,6,7,85.7,89.0,26.0,2,2,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,1,3,0,2
,,0.2,2,4,50.0,27.0,4.0,2,3,66.7,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0
,,2.6,29,41,70.7,371.0,62.0,19,23,82.6,8,11,72.7,0,0,0.0,0,0.1,0.0,0.0,1,1,0,2
,,1.0,57,59,96.6,1036.0,443.0,21,23,91.3,32,32,100.0,3,3,100.0,0,0.0,0.0,0.0,0,1,0,2
,,3.7,186,215,86.5,3814.0,1137.0,59,67,88.1,104,109,95.4,23,34,67.6,0,0.2,0.0,0.0,0,10,0,9
,,2.0,44,76,57.9,1320.0,1052.0,8,8,100.0,20,20,100.0,16,47,34.0,0,0.0,0.0,0.0,0,2,0,0
,,3.0,58,75,77.3,945.0,286.0,34,37,91.9,13,15,86.7,8,14,57.1,0,0.7,0.5,-0.5,5,8,2,10
,,1.9,72,90,80.0,1514.0,482.0,20,23,87.0,43,45,95.6,9,21,42.9,0,0.0,0.0,0.0,1,1,0,3
,,3.5,167,191,87.4,3340.0,864.0,64,71,90.1,74,84,88.1,25,28,89.3,0,0.3,0.1,-0.1,3,19,2,17
,,3.7,188,218,86.2,3250.0,902.0,88,97,90.7,77,86,89.5,19,26,73.1,0,1.0,0.9,-0.9,12,24,0,36
,,4.0,160,211,75.8,2656.0,855.0,72,79,91.1,74,90,82.2,10,25,40.0,1,0.5,0.5,0.5,4,11,2,19
,,0.6,7,15,46.7,112.0,31.0,4,7,57.1,2,5,40.0,1,3,33.3,0,0.0,0.0,0.0,1,1,0,1
,,1.5,40,50,80.0,641.0,124.0,17,22,77.3,20,23,87.0,3,4,75.0,0,0.1,0.0,0.0,1,3,0,6
,,1.2,32,36,88.9,470.0,104.0,20,20,100.0,9,12,75.0,2,2,100.0,0,0.1,0.1,-0.1,1,3,0,11
,,2.8,49,64,76.6,780.0,163.0,17,21,81.0,23,31,74.2,4,6,66.7,0,0.3,0.4,-0.4,4,3,2,10
,,2.9,35,59,59.3,551.0,222.0,20,26,76.9,13,22,59.1,2,4,50.0,0,0.2,0.2,-0.2,4,3,1,5
,,4.0,150,178,84.3,2748.0,659.0,69,76,90.8,65,72,90.3,14,22,63.6,0,0.4,0.3,-0.3,4,13,0,22
,,5.0,173,221,78.3,2919.0,935.0,83,94,88.3,66,86,76.7,20,34,58.8,0,0.4,0.4,-0.4,4,9,6,17
,,3.5,172,211,81.5,2385.0,796.0,107,118,90.7,57,65,87.7,4,11,36.4,0,0.3,0.2,-0.2,2,16,1,14
,,1.0,30,38,78.9,597.0,174.0,8,10,80.0,19,20,95.0,3,6,50.0,0,0.0,0.0,0.0,1,2,0,2
,,2.7,65,91,71.4,984.0,253.0,35,43,81.4,28,35,80.0,1,3,33.3,1,1.0,1.0,0.0,5,4,1,6
,,1.6,36,47,76.6,456.0,45.0,25,28,89.3,11,11,100.0,0,5,0.0,1,0.4,0.4,0.6,2,2,0,3
,,3.3,119,151,78.8,1954.0,388.0,54,67,80.6,55,64,85.9,5,13,38.5,0,0.1,0.1,-0.1,2,10,0,9
,,0.9,11,14,78.6,198.0,51.0,4,4,100.0,6,7,85.7,1,2,50.0,0,0.0,0.0,0.0,0,1,0,3
,,4.8,74,96,77.1,1186.0,175.0,38,44,86.4,30,34,88.2,4,9,44.4,0,0.2,0.6,-0.6,3,7,0,13
,,1.5,25,39,64.1,499.0,171.0,9,14,64.3,13,15,86.7,3,7,42.9,0,0.2,0.2,-0.2,3,2,1,3
,,6.0,263,299,88.0,5176.0,1992.0,91,97,93.8,137,153,89.5,32,43,74.4,0,0.2,0.1,-0.1,1,22,0,17
,,0.6,26,32,81.3,356.0,76.0,16,16,100.0,9,9,100.0,1,2,50.0,0,0.1,0.0,0.0,1,0,0,1
,,3.5,63,89,70.8,1166.0,330.0,29,39,74.4,24,29,82.8,8,16,50.0,0,0.3,0.2,-0.2,4,5,1,9
,,5.0,158,234,67.5,2919.0,866.0,79,101,78.2,47,68,69.1,28,47,59.6,2,1.5,2.6,-0.6,17,18,3,22
,,2.9,94,118,79.7,1485.0,641.0,50,55,90.9,39,47,83.0,4,12,33.3,0,0.2,0.2,-0.2,3,8,0,15
,,1.4,17,27,63.0,203.0,7.0,13,17,76.5,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0
,,0.8,10,14,71.4,195.0,65.0,6,7,85.7,2,3,66.7,2,3,66.7,0,0.1,0.0,0.0,1,0,1,0
,,6.0,156,213,73.2,4393.0,3299.0,26,26,100.0,83,86,96.5,47,98,48.0,0,0.0,0.0,0.0,1,3,0,0
,,3.9,120,186,64.5,2303.0,1280.0,57,72,79.2,46,70,65.7,16,37,43.2,0,0.2,0.2,-0.2,4,10,2,16
,,0.3,5,11,45.5,70.0,27.0,3,4,75.0,2,5,40.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,0,1
,,3.0,65,107,60.7,907.0,164.0,43,52,82.7,19,36,52.8,2,8,25.0,0,0.1,0.0,0.0,1,4,1,4
,,2.1,84,104,80.8,1211.0,349.0,48,55,87.3,29,33,87.9,3,10,30.0,0,0.5,0.4,-0.4,6,4,1,12
,,0.3,5,10,50.0,103.0,26.0,1,2,50.0,3,4,75.0,1,3,33.3,0,0.1,0.0,0.0,1,0,1,1
,,0.2,5,11,45.5,94.0,27.0,1,2,50.0,4,7,57.1,0,2,0.0,0,0.0,0.0,0.0,0,1,0,1
,,3.8,179,202,88.6,3065.0,915.0,87,94,92.6,77,82,93.9,11,19,57.9,0,0.3,0.1,-0.1,4,19,0,24
,,1.3,56,66,84.8,941.0,282.0,35,36,97.2,14,17,82.4,7,11,63.6,0,0.3,0.1,-0.1,2,4,0,8
,,2.7,72,100,72.0,1209.0,303.0,36,39,92.3,27,35,77.1,7,19,36.8,1,0.2,0.3,0.7,3,4,1,13
,,3.7,216,243,88.9,3651.0,979.0,96,101,95.0,99,104,95.2,17,29,58.6,0,0.5,0.3,-0.3,6,25,0,18
,,3.7,96,139,69.1,1881.0,694.0,44,54,81.5,32,43,74.4,18,32,56.3,1,0.7,0.2,0.8,5,8,1,19
,,0.0,1,3,33.3,35.0,31.0,0,0,0.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,1
,,3.3,181,216,83.8,3197.0,1002.0,77,82,93.9,84,92,91.3,17,30,56.7,0,0.1,0.0,0.0,1,16,0,11
,,4.7,331,394,84.0,5230.0,1528.0,181,197,91.9,118,141,83.7,25,43,58.1,1,0.5,0.5,0.5,2,30,0,39
,,0.5,33,37,89.2,403.0,124.0,24,26,92.3,8,10,80.0,0,0,0.0,0,0.1,0.1,-0.1,1,1,1,2
,,4.0,177,207,85.5,2333.0,542.0,117,124,94.4,48,57,84.2,6,13,46.2,1,0.7,0.5,0.5,11,12,0,17
,,2.0,40,61,65.6,1279.0,949.0,3,3,100.0,20,20,100.0,17,38,44.7,0,0.0,0.0,0.0,0,2,0,0
,,4.6,108,161,67.1,1694.0,671.0,60,80,75.0,41,55,74.5,5,17,29.4,0,0.4,0.3,-0.3,7,11,2,7
,,4.1,56,73,76.7,744.0,133.0,36,44,81.8,10,15,66.7,3,6,50.0,1,0.8,0.5,0.5,3,3,0,7
,,1.1,14,21,66.7,216.0,45.0,7,11,63.6,6,6,100.0,0,2,0.0,0,0.2,0.0,0.0,1,0,1,0
,,2.7,138,153,90.2,2273.0,484.0,66,72,91.7,65,67,97.0,7,11,63.6,0,0.0,0.0,0.0,0,19,0,10
,,0.7,8,9,88.9,65.0,12.0,6,7,85.7,0,0,0.0,0,0,0.0,0,0.0,0.1,-0.1,1,0,0,0
,,4.4,125,168,74.4,1915.0,745.0,72,81,88.9,44,63,69.8,6,13,46.2,0,0.1,0.1,-0.1,2,7,0,5
,,5.0,318,351,90.6,5938.0,1923.0,110,114,96.5,176,192,91.7,28,40,70.0,0,0.1,0.0,0.0,1,25,0,27
,,2.1,37,47,78.7,458.0,95.0,22,23,95.7,11,15,73.3,1,1,100.0,0,0.1,0.5,-0.5,4,0,1,5
,,4.1,79,91,86.8,1206.0,173.0,49,54,90.7,25,26,96.2,5,10,50.0,0,0.1,0.0,0.0,2,8,0,9
,,3.7,146,176,83.0,2007.0,684.0,91,101,90.1,48,55,87.3,4,10,40.0,0,0.2,0.1,-0.1,3,9,1,12
,,2.0,18,35,51.4,229.0,44.0,13,21,61.9,3,6,50.0,1,2,50.0,0,0.1,0.2,-0.2,1,2,0,4
,,2.5,131,150,87.3,2742.0,1011.0,39,42,92.9,77,79,97.5,15,27,55.6,0,0.0,0.0,0.0,0,6,0,2
,,1.1,70,88,79.5,1248.0,341.0,23,28,82.1,43,48,89.6,3,11,27.3,0,0.0,0.0,0.0,0,3,0,8
,,1.7,96,104,92.3,1522.0,352.0,52,54,96.3,34,36,94.4,8,12,66.7,0,0.0,0.0,0.0,0,6,0,7
,,1.0,7,12,58.3,110.0,74.0,5,6,83.3,0,2,0.0,2,3,66.7,0,0.1,0.0,0.0,1,0,0,0
,,4.1,119,149,79.9,1651.0,356.0,73,87,83.9,35,43,81.4,6,11,54.5,0,0.1,0.1,-0.1,2,16,0,19
,,3.6,92,134,68.7,1512.0,550.0,47,56,83.9,28,40,70.0,11,27,40.7,0,0.5,0.2,-0.2,2,6,3,10
,,2.7,75,95,78.9,1372.0,387.0,34,37,91.9,31,37,83.8,10,17,58.8,0,0.3,0.5,-0.5,3,6,1,10
,,2.7,130,149,87.2,2751.0,1060.0,47,50,94.0,60,64,93.8,23,32,71.9,0,0.3,0.2,-0.2,1,5,0,3
,,2.9,52,68,76.5,700.0,191.0,31,35,88.6,18,22,81.8,1,1,100.0,0,0.1,0.2,-0.2,5,4,1,6
,,3.3,98,142,69.0,1605.0,717.0,49,60,81.7,40,51,78.4,8,22,36.4,0,0.2,0.1,-0.1,3,9,3,12
,,0.5,9,13,69.2,134.0,66.0,6,9,66.7,1,1,100.0,1,2,50.0,0,0.1,0.0,0.0,0,4,0,2
,,2.9,84,106,79.2,1641.0,688.0,29,34,85.3,44,53,83.0,10,17,58.8,0,0.0,0.0,0.0,0,4,0,3
,,5.0,218,248,87.9,4364.0,1561.0,57,64,89.1,137,142,96.5,22,35,62.9,0,0.0,0.0,0.0,2,4,0,13
,,0.7,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0
,,0.3,5,8,62.5,68.0,26.0,4,6,66.7,0,0,0.0,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0
,,4.0,103,133,77.4,2385.0,1389.0,14,14,100.0,71,71,100.0,17,47,36.2,0,0.0,0.0,0.0,0,0,0,0
,,0.2,3,5,60.0,50.0,19.0,1,2,50.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
,,4.3,253,282,89.7,4452.0,1710.0,99,105,94.3,134,145,92.4,18,26,69.2,0,0.1,0.0,0.0,0,15,0,24
,,5.0,89,151,58.9,3304.0,2746.0,8,8,100.0,33,33,100.0,46,108,42.6,0,0.0,0.0,0.0,0,7,0,0
,,3.4,29,52,55.8,367.0,78.0,24,36,66.7,3,8,37.5,1,5,20.0,0,0.0,0.0,0.0,1,2,0,3
,,2.1,99,110,90.0,1559.0,372.0,54,55,98.2,39,47,83.0,5,6,83.3,0,0.1,0.0,0.0,1,12,1,10
,,4.0,46,85,54.1,1546.0,1191.0,3,3,100.0,19,19,100.0,24,63,38.1,0,0.0,0.0,0.0,0,2,0,0
,,5.0,76,161,47.2,2823.0,2331.0,10,10,100.0,29,29,100.0,37,122,30.3,0,0.0,0.0,0.0,0,0,0,0
,,0.9,54,68,79.4,967.0,298.0,25,27,92.6,15,18,83.3,10,16,62.5,0,0.1,0.1,-0.1,2,3,0,1
,,3.3,135,149,90.6,2106.0,531.0,71,78,91.0,48,50,96.0,10,11,90.9,0,0.1,0.1,-0.1,4,17,0,20
,,3.2,207,214,96.7,3786.0,1446.0,70,71,98.6,125,126,99.2,11,15,73.3,0,0.0,0.0,0.0,1,1,0,7
,,0.9,6,19,31.6,60.0,10.0,6,14,42.9,0,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0
,,3.2,55,91,60.4,1049.0,342.0,20,32,62.5,22,31,71.0,10,14,71.4,1,0.3,0.6,0.4,2,7,1,15
,,0.7,5,8,62.5,70.0,8.0,2,5,40.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0
,,4.2,221,259,85.3,3933.0,1591.0,87,91,95.6,119,131,90.8,13,30,43.3,0,0.0,0.0,0.0,0,4,0,13
,,1.9,86,102,84.3,1239.0,236.0,56,63,88.9,22,28,78.6,6,8,75.0,0,0.2,0.3,-0.3,5,8,0,10
,,2.1,35,43,81.4,559.0,129.0,18,22,81.8,13,15,86.7,3,4,75.0,1,0.7,0.6,0.4,2,2,0,6
,,1.9,15,24,62.5,213.0,63.0,10,14,71.4,4,8,50.0,1,1,100.0,0,0.0,0.0,0.0,1,0,0,2
,,2.3,32,50,64.0,421.0,116.0,15,22,68.2,11,15,73.3,1,1,100.0,1,0.1,1.0,0.0,4,3,1,5
