stat_id,player_id,ninety_s,sca,sca_per_90,passlive_sca,passdead_sca,to_sca,sh_sca,fld_sca,def_sca,gca,gca_per_90,passlive_gca,passdead_gca,to_gca,sh_gca,fld_gca,def_gca
,,3.7,12,3.2,11,0,0,1,0,0,1,0.27,0,0,0,1,0,0
,,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,4.5,15,3.33,14,1,0,0,0,0,3,0.67,3,0,0,0,0,0
,,0.3,4,12.0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.4,6,4.15,2,3,0,0,1,0,0,0.0,0,0,0,0,0,0
,,5.0,3,0.6,2,0,0,1,0,0,1,0.2,0,0,0,1,0,0
,,4.5,8,1.79,7,0,1,0,0,0,1,0.22,1,0,0,0,0,0
,,0.7,1,1.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,4.2,5,1.19,3,0,1,0,1,0,0,0.0,0,0,0,0,0,0
,,0.3,1,3.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.4,4,1.65,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.9,1,1.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.3,16,4.8,7,2,4,2,1,0,0,0.0,0,0,0,0,0,0
,,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.4,8,2.38,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.2,4,1.82,3,0,0,0,0,1,1,0.45,0,0,0,0,0,1
,,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.8,2,1.08,2,0,0,0,0,0,2,1.08,2,0,0,0,0,0
,,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.5,1,0.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,5.0,9,1.8,9,0,0,0,0,0,2,0.4,2,0,0,0,0,0
,,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.0,4,3.87,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,4.3,11,2.58,11,0,0,0,0,0,2,0.47,2,0,0,0,0,0
,,1.0,1,1.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
,,1.4,2,1.4,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.1,4,1.91,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,5.0,9,1.8,7,0,0,2,0,0,1,0.2,1,0,0,0,0,0
,,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.8,6,7.2,4,0,0,2,0,0,1,1.2,0,0,0,1,0,0
,,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,4.1,4,0.99,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.9,1,0.34,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.8,3,1.63,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
,,4.9,10,2.06,3,0,4,3,0,0,0,0.0,0,0,0,0,0,0
,,4.7,14,3.01,11,0,0,2,1,0,2,0.43,2,0,0,0,0,0
,,4.1,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.9,3,1.03,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.2,1,0.31,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.7,1,0.58,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
,,3.1,5,1.6,1,0,0,0,4,0,0,0.0,0,0,0,0,0,0
,,5.0,8,1.6,6,0,0,2,0,0,1,0.2,1,0,0,0,0,0
,,4.0,21,5.25,13,6,1,0,1,0,1,0.25,0,1,0,0,0,0
,,0.7,1,1.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,4.5,13,2.89,10,1,1,0,1,0,5,1.11,4,0,1,0,0,0
,,1.1,3,2.84,1,0,0,1,0,1,1,0.95,1,0,0,0,0,0
,,2.7,1,0.38,0,0,0,1,0,0,1,0.38,0,0,0,1,0,0
,,2.3,15,6.43,8,6,0,1,0,0,1,0.43,1,0,0,0,0,0
,,4.4,12,2.71,11,0,1,0,0,0,0,0.0,0,0,0,0,0,0
,,3.8,21,5.46,14,0,6,1,0,0,1,0.26,0,0,1,0,0,0
,,0.9,4,4.39,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.9,9,2.29,5,4,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.3,7,5.48,6,0,0,1,0,0,1,0.78,0,0,0,1,0,0
,,1.8,3,1.71,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,3.1,12,3.9,10,1,0,1,0,0,0,0.0,0,0,0,0,0,0
,,3.7,11,2.96,9,0,2,0,0,0,0,0.0,0,0,0,0,0,0
,,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,5.0,3,0.6,3,0,0,0,0,0,2,0.4,2,0,0,0,0,0
,,1.4,3,2.11,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.1,4,1.9,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,4.7,8,1.71,8,0,0,0,0,0,1,0.21,1,0,0,0,0,0
,,5.2,13,2.49,10,0,1,2,0,0,1,0.19,1,0,0,0,0,0
,,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.1,1,0.49,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.4,3,2.13,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.5,6,4.0,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
,,4.2,3,0.72,3,0,0,0,0,0,1,0.24,1,0,0,0,0,0
,,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.0,7,3.54,5,0,0,1,0,1,1,0.51,1,0,0,0,0,0
,,1.5,3,2.05,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,2.0,4,2.01,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
,,5.0,3,0.6,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
,,4.0,1,0.25,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
,,1.9,7,3.6,7,0,0,0,0,0,2,1.03,2,0,0,0,0,0
