stat_id,player_id,mp,min,ninety_s,starts,mn_per_start,compl,subs,mn_per_subs,unsub,ppm,on_g,on_ga,plus_minus,plus_minus_per_90,onxg,onxga,xg_plus_minus,xg_plus_minus_per_90
,,3,49,0.5,0,0.0,0,3,16.0,0,2.33,1,1,0,0.0,0.3,1.1,-0.8,-1.41
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,270,3.0,3,90.0,3,0,0.0,1,3.0,6,0,6,2.0,7.6,1.0,6.5,2.18
,,3,181,2.0,2,83.0,1,1,16.0,1,2.0,3,2,1,0.5,3.6,2.0,1.6,0.81
,,2,33,0.4,0,0.0,0,2,17.0,0,0.0,0,2,-2,-5.45,0.7,0.9,-0.2,-0.62
,,1,23,0.3,0,0.0,0,1,23.0,0,0.0,0,2,-2,-7.83,0.1,0.5,-0.4,-1.43
,,4,360,4.0,4,90.0,4,0,0.0,0,2.0,4,1,3,0.75,7.4,2.8,4.5,1.14
,,3,248,2.8,3,83.0,2,0,0.0,0,2.0,5,3,2,0.73,4.7,2.7,2.0,0.72
,,4,300,3.3,3,90.0,3,1,30.0,0,1.75,6,5,1,0.3,2.8,6.1,-3.3,-0.98
,,3,119,1.3,1,90.0,1,2,15.0,1,2.0,4,0,4,3.03,1.4,0.6,0.8,0.64
,,3,270,3.0,3,90.0,3,0,0.0,0,1.33,7,6,1,0.33,5.7,4.9,0.8,0.27
,,4,254,2.8,3,80.0,1,1,13.0,0,1.5,4,3,1,0.35,4.6,3.0,1.6,0.57
,,0,0,0.0,0,0.0,0,0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,28,0.3,0,0.0,0,3,9.0,0,1.67,1,0,1,3.21,1.3,0.3,0.9,2.88
,,4,352,3.9,4,88.0,3,0,0.0,0,0.25,2,13,-11,-2.81,3.1,7.2,-4.1,-1.04
,,4,145,1.6,2,59.0,0,2,14.0,0,1.25,1,0,1,0.62,2.1,0.7,1.4,0.88
,,3,16,0.2,0,0.0,0,3,5.0,0,0.67,0,0,0,0.0,0.4,0.1,0.2,1.36
,,4,260,2.9,3,78.0,1,1,27.0,0,1.5,6,2,4,1.38,4.0,2.8,1.2,0.42
,,3,78,0.9,0,0.0,0,3,26.0,1,1.33,2,2,0,0.0,0.9,1.3,-0.3,-0.38
,,4,117,1.3,1,81.0,0,3,12.0,0,1.25,2,0,2,1.54,2.6,0.5,2.1,1.63
,,4,287,3.2,3,86.0,2,1,30.0,0,1.25,4,4,0,0.0,4.2,2.4,1.8,0.58
,,2,115,1.3,1,90.0,1,1,25.0,2,2.0,4,1,3,2.35,3.7,1.7,2.1,1.62
,,3,149,1.7,2,61.0,0,1,27.0,0,1.0,3,1,2,1.21,2.5,2.6,-0.1,-0.07
,,4,324,3.6,4,81.0,1,0,0.0,0,1.75,4,3,1,0.28,4.3,2.6,1.7,0.47
,,4,330,3.7,4,83.0,2,0,0.0,0,0.75,3,7,-4,-1.09,4.1,6.2,-2.1,-0.58
,,3,96,1.1,1,90.0,1,2,3.0,0,2.33,1,1,0,0.0,1.1,2.2,-1.1,-1.05
,,4,262,2.9,3,84.0,1,1,10.0,0,0.75,0,7,-7,-2.4,1.5,7.0,-5.5,-1.89
,,3,270,3.0,3,90.0,3,0,0.0,0,1.0,5,5,0,0.0,3.9,4.1,-0.3,-0.09
,,1,90,1.0,1,90.0,1,0,0.0,2,3.0,3,1,2,2.0,2.8,1.0,1.8,1.81
,,1,5,0.1,0,0.0,0,1,5.0,1,1.0,0,0,0,0.0,0.5,0.0,0.5,8.52
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,4,352,3.9,4,88.0,2,0,0.0,0,2.0,4,1,3,0.77,7.2,2.7,4.5,1.15
,,3,145,1.6,2,62.0,0,1,22.0,0,2.0,2,1,1,0.62,2.1,1.1,1.0,0.61
,,4,343,3.8,4,86.0,3,0,0.0,0,1.25,8,7,1,0.26,6.5,6.1,0.3,0.09
,,1,80,0.9,1,80.0,0,0,0.0,0,3.0,1,0,1,1.13,1.2,1.0,0.2,0.26
,,1,12,0.1,0,0.0,0,1,12.0,2,3.0,0,0,0,0.0,0.0,0.1,-0.1,-0.51
,,4,179,2.0,1,90.0,1,3,30.0,0,1.25,4,3,1,0.5,3.6,1.2,2.4,1.18
,,4,315,3.5,4,79.0,3,0,0.0,0,1.25,7,6,1,0.29,5.9,5.3,0.6,0.17
,,1,9,0.1,1,9.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1
,,3,175,1.9,2,76.0,1,1,23.0,0,0.33,2,4,-2,-1.03,2.4,2.9,-0.5,-0.27
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,4,162,1.8,2,71.0,0,2,11.0,0,0.75,0,2,-2,-1.11,1.2,3.8,-2.6,-1.43
,,2,158,1.8,2,79.0,1,0,0.0,1,3.0,5,1,4,2.28,4.5,1.4,3.1,1.76
