stat_id,player_id,ninety_s,crd_y,crd_r,two_crd_y,fls,fld,off,crs,interceptions,tklw,pkwon,pkcon,og,recov,won,lost,won_percent
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0
,,1.0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0.0
,,3.9,0,0,0,1,4,2,13,6,7,0,0,0,25,2,3,40.0
,,1.5,1,0,0,1,2,0,9,3,3,0,0,0,11,1,2,33.3
,,3.3,0,0,0,4,5,0,5,2,3,1,0,0,13,1,2,33.3
,,2.4,0,0,0,0,2,1,7,3,3,0,0,0,10,5,2,71.4
,,3.6,0,0,0,0,1,0,5,1,1,0,0,0,10,0,0,0.0
,,1.4,2,1,1,2,0,0,5,1,3,0,0,0,1,0,0,0.0
,,3.0,0,0,0,2,1,0,0,4,4,0,0,0,9,5,3,62.5
,,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
,,3.9,1,0,0,3,3,0,0,12,8,0,0,0,32,1,2,33.3
,,1.0,0,0,0,2,1,2,0,1,0,0,0,0,3,1,0,100.0
,,0.9,1,0,0,1,0,0,3,0,0,0,0,0,5,2,0,100.0
,,0.5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0.0
,,3.9,0,0,0,0,5,0,22,1,4,0,0,0,17,1,4,20.0
,,2.0,0,0,0,1,3,0,14,2,5,0,0,0,5,1,6,14.3
,,0.2,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0.0
,,3.0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100.0
,,3.8,1,0,0,2,11,0,22,9,9,0,0,0,17,4,4,50.0
,,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0
,,2.5,1,0,0,2,1,0,7,1,2,0,0,0,11,1,6,14.3
,,4.0,2,0,0,4,0,0,0,2,5,0,1,0,13,5,1,83.3
,,2.0,0,0,0,0,3,0,5,2,3,0,0,0,13,1,2,33.3
,,2.5,1,0,0,3,2,0,2,0,1,0,0,0,8,0,4,0.0
,,2.8,1,0,0,3,1,1,0,2,4,0,0,0,15,7,9,43.8
,,1.8,0,0,0,0,1,0,1,0,1,0,0,0,3,2,1,66.7
,,3.3,1,0,0,6,1,0,5,0,6,0,0,0,16,2,0,100.0
,,2.9,0,0,0,4,2,0,0,3,4,0,0,0,16,1,1,50.0
,,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0
,,2.3,0,0,0,2,4,0,8,0,2,0,0,0,9,0,2,0.0
,,3.7,0,0,0,3,11,1,3,4,8,0,0,0,16,0,4,0.0
,,3.0,0,0,0,2,2,0,0,1,8,0,0,0,15,7,3,70.0
,,0.8,0,0,0,0,3,0,3,0,1,0,0,0,7,0,0,0.0
,,1.1,1,0,0,2,1,0,4,0,1,0,0,0,1,1,0,100.0
,,2.2,1,0,0,4,1,0,1,5,1,0,0,0,8,7,2,77.8
,,0.8,1,0,0,1,1,0,0,0,0,0,0,0,1,2,4,33.3
,,1.1,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,50.0
,,4.0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,100.0
,,1.5,0,0,0,3,4,0,0,0,1,1,0,0,2,3,2,60.0
,,2.9,0,0,0,5,2,0,0,3,2,0,0,0,11,3,2,60.0
,,0.7,0,0,0,0,0,0,0,1,2,0,0,0,5,1,0,100.0
,,0.2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0
,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
,,1.0,1,0,0,3,1,0,0,3,1,0,0,0,3,3,0,100.0
,,2.1,0,0,0,1,2,0,3,2,3,0,0,0,8,2,0,100.0
,,1.8,2,0,0,6,1,5,4,0,0,0,0,0,5,5,3,62.5
,,0.9,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,50.0
,,3.0,0,0,0,6,4,2,2,0,1,0,0,0,5,3,5,37.5
,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0
,,4.0,1,0,0,3,3,0,13,5,12,0,0,0,27,0,1,0.0
,,1.9,0,0,0,2,1,0,0,0,0,0,0,0,4,0,2,0.0
,,4.0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
,,3.8,0,0,0,4,2,0,0,7,2,0,0,1,13,6,3,66.7
,,1.1,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0
,,4.0,1,0,0,2,4,0,3,3,8,0,0,0,20,6,4,60.0
,,0.8,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0.0
,,4.0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,0,100.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,3.0,0,0,0,5,6,0,3,5,3,0,0,0,11,2,1,66.7
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,1.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0
,,4.0,1,0,0,3,0,0,0,0,4,0,1,0,17,9,6,60.0
,,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
,,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
,,1.4,0,1,0,2,1,2,5,1,1,0,0,0,5,1,2,33.3
,,1.6,1,0,0,5,1,0,4,0,1,0,0,0,7,1,5,16.7
,,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
,,1.3,0,0,0,0,3,0,0,3,7,0,0,0,15,1,5,16.7
,,3.0,1,0,0,4,5,0,3,3,1,0,0,0,16,2,4,33.3
,,1.9,0,1,0,1,0,0,0,1,0,0,0,0,1,8,7,53.3
,,3.1,0,0,0,4,2,1,10,9,6,0,0,0,13,3,4,42.9
,,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
,,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
