player_name,nation,position,age,date_of_birth
Mathias Pereira Lage,POR,"MF,FW",27.0,1996.0
Lucas Perri,BRA,GK,26.0,1997.0
Gaëtan Perrin,FRA,"MF,FW",28.0,1996.0
Léo Pétrot,FRA,DF,27.0,1997.0
Đorđe Petrović,SRB,GK,24.0,1999.0
Gonçalo Ramos,POR,FW,23.0,2001.0
Lilian Raolisoa,FRA,DF,24.0,2000.0
Rayan Raveloson,MAD,MF,27.0,1997.0
Guillaume Restes,FRA,GK,19.0,2005.0
Alexsandro Ribeiro,BRA,DF,25.0,1999.0
Valentin Rongier,FRA,"DF,MF",29.0,1994.0
Pablo Rosario,NED,"MF,DF",27.0,1997.0
Jon Rowe,ENG,FW,21.0,2003.0
Fabián Ruiz Peña,ESP,MF,28.0,1996.0
Gerónimo Rulli,ARG,GK,32.0,1992.0
Emmanuel Sabbi,USA,"MF,DF",26.0,1997.0
Falaye Sacko,MLI,DF,29.0,1995.0
Modibo Sagnan,MLI,DF,25.0,1999.0
Osame Sahraoui,NOR,MF,23.0,2001.0
Wesley Saïd,FRA,FW,29.0,1995.0
Ibrahim Salah,MAR,FW,23.0,2001.0
Amine Salama,FRA,"FW,MF",24.0,2000.0
Mohammed Salisu,GHA,DF,25.0,1999.0
Yoann Salmier,GUF,DF,31.0,1992.0
Mama Samba Baldé,GNB,FW,28.0,1995.0
Brice Samba,FRA,GK,30.0,1994.0
Arouna Sangante,SEN,DF,22.0,2002.0
Nhoa Sangui,FRA,DF,18.0,2006.0
Baptiste Santamaria,FRA,MF,29.0,1995.0
Andrey Santos,BRA,MF,20.0,2004.0
Tiago Santos,POR,DF,22.0,2002.0
Martin Satriano,URU,"FW,DF",23.0,2001.0
Téji Savanier,FRA,MF,32.0,1991.0
Niklas Schmidt,GER,MF,26.0,1998.0
Jérémy Sebas,MTQ,"FW,MF",21.0,2003.0
Alidu Seidu,GHA,DF,24.0,2000.0
Marvin Senaya,TOG,DF,23.0,2001.0
Djibril Sidibé,FRA,DF,32.0,1992.0
Vincent Sierro,SUI,MF,28.0,1995.0
Caio Henrique Oliveira Silva,BRA,DF,27.0,1997.0
Abdallah Sima,SEN,"FW,MF",23.0,2001.0
Moses Simon,NGA,FW,29.0,1995.0
Lassine Sinayoko,MLI,"FW,MF",24.0,1999.0
Wilfried Singo,CIV,"DF,MF",23.0,2000.0
Ibrahim Sissoko,MLI,FW,28.0,1995.0
Leo Skiri Østigård,NOR,DF,24.0,1999.0
Milan Škriniar,SVK,DF,29.0,1995.0
Naatan Skyttä,FIN,FW,22.0,2002.0
Florian Sotoca,FRA,FW,33.0,1990.0
Issa Soumaré,SEN,"MF,FW",23.0,2000.0
Saidou Sow,GUI,DF,22.0,2002.0
Lucas Stassin,BEL,FW,19.0,2004.0
Enzo Sternal,FRA,FW,17.0,2007.0
Gabriel Suazo,CHI,"DF,MF",27.0,1997.0
Abakar Sylla,CIV,DF,21.0,2002.0
Issiaga Sylla,GUI,DF,30.0,1994.0
Musa Al-Taamari,JOR,FW,27.0,1997.0
Florian Tardieu,FRA,MF,32.0,1992.0
Oussama Targhalline,MAR,MF,22.0,2002.0
Enzo Tchato,CMR,DF,21.0,2002.0
Tanner Tessmann,USA,MF,22.0,2001.0
Teddy Teuma,MLT,MF,30.0,1993.0
Jordan Teze,NED,DF,24.0,1999.0
Sorba Thomas,WAL,FW,25.0,1999.0
Adrien Thomasson,FRA,MF,30.0,1993.0
Corentin Tolisso,FRA,MF,30.0,1994.0
Abdoulaye Touré,GUI,MF,30.0,1994.0
Adrien Truffert,FRA,"MF,DF",22.0,2001.0
Vanderson,BRA,DF,23.0,2001.0
Jordan Veretout,FRA,MF,31.0,1993.0
Ben Viadere,FRA,MF,19.0,2005.0
Vitinha,POR,MF,24.0,2000.0
Ibrahima Wadji,SEN,FW,29.0,1995.0
Elye Wahi,FRA,FW,21.0,2003.0
Caleb Wiley,USA,"DF,MF",19.0,2004.0
Christopher Wooh,CMR,DF,23.0,2001.0
Etienne Youte Kinkoue,FRA,DF,22.0,2002.0
Yoram Zague,FRA,DF,18.0,2006.0
Warren Zaïre-Emery,FRA,MF,18.0,2006.0
Miha Zajc,SVN,MF,30.0,1994.0
Denis Zakaria,SUI,MF,27.0,1996.0
Anass Zaroury,MAR,MF,23.0,2000.0
Nathan Zeze,FRA,DF,19.0,2005.0
Edon Zhegrova,KVX,MF,25.0,1999.0
Luc Zogbé,CIV,DF,19.0,2005.0
Aristide Zossou,CIV,MF,19.0,2005.0
Yanis Zouaoui,ALG,DF,30.0,1994.0
Tosin Adarabioyo,ENG,DF,26.0,1997.0
Simon Adingra,CIV,"FW,MF",22.0,2002.0
Ola Aina,NGA,DF,27.0,1996.0
Rayan Aït-Nouri,ALG,"DF,MF",23.0,2001.0
Kristoffer Ajer,NOR,DF,26.0,1998.0
Manuel Akanji,SUI,DF,29.0,1995.0
Nathan Aké,NED,DF,29.0,1995.0
Carlos Alcaraz,ARG,MF,21.0,2002.0
Trent Alexander-Arnold,ENG,"DF,MF",25.0,1998.0
Alisson,BRA,GK,31.0,1992.0
Miguel Almirón,PAR,FW,30.0,1994.0
Edson Álvarez,MEX,MF,26.0,1997.0
Samuel Amo-Ameyaw,ENG,DF,18.0,2006.0
Joachim Andersen,DEN,DF,28.0,1996.0
Elliot Anderson,ENG,"MF,FW",21.0,2002.0
André,BRA,"MF,FW",23.0,2001.0
Michail Antonio,JAM,FW,34.0,1990.0
Antony,BRA,FW,24.0,2000.0
Julian Araujo,MEX,DF,23.0,2001.0
Cameron Archer,ENG,FW,23.0,2001.0
Alphonse Areola,FRA,GK,31.0,1993.0
Joe Aribo,NGA,MF,28.0,1996.0
Adam Armstrong,ENG,FW,27.0,1997.0
Harrison Armstrong,ENG,MF,17.0,2007.0
Kepa Arrizabalaga,ESP,GK,29.0,1994.0
Taiwo Awoniyi,NGA,"FW,MF",27.0,1997.0
Yasin Ayari,SWE,MF,20.0,2003.0
Jordan Ayew,GHA,"FW,MF",33.0,1991.0
Leon Bailey,JAM,"MF,FW",27.0,1997.0
Carlos Baleba,CMR,MF,20.0,2004.0
Ross Barkley,ENG,MF,30.0,1993.0
Harvey Barnes,ENG,FW,26.0,1997.0
Calvin Bassey,NGA,DF,24.0,1999.0
Jan Bednarek,POL,DF,28.0,1996.0
Jean-Ricner Bellegarde,FRA,"MF,FW",26.0,1998.0
Rodrigo Bentancur,URU,MF,27.0,1997.0
Sander Berge,NOR,MF,26.0,1998.0
Lucas Bergvall,SWE,MF,18.0,2006.0
Victor Bernth Kristiansen,DEN,"DF,MF",21.0,2002.0
Beto,GNB,FW,26.0,1998.0
Philip Billing,DEN,MF,28.0,1996.0
Yves Bissouma,MLI,MF,28.0,1996.0
Lamare Bogarde,NED,DF,20.0,2004.0
Willy Boly,CIV,DF,33.0,1991.0
Jarrod Bowen,ENG,"FW,MF",27.0,1996.0
Conor Bradley,NIR,DF,21.0,2003.0
Ben Brereton,CHI,FW,25.0,1999.0
Emi Buendía,ARG,MF,27.0,1996.0
Facundo Buonanotte,ARG,"MF,FW",19.0,2004.0
Dan Burn,ENG,DF,32.0,1992.0
Wes Burns,WAL,FW,29.0,1994.0
Moisés Caicedo,ECU,MF,22.0,2001.0
Tom Cairney,SCO,MF,33.0,1991.0
Jens Cajuste,SWE,MF,25.0,1999.0
Riccardo Calafiori,ITA,DF,22.0,2002.0
Dominic Calvert-Lewin,ENG,FW,27.0,1997.0
Fabio Carvalho,POR,"MF,FW",22.0,2002.0
Casemiro,BRA,MF,32.0,1992.0
Matty Cash,POL,DF,27.0,1997.0
Conor Chaplin,ENG,MF,27.0,1997.0
Chiquinho,POR,MF,24.0,2000.0
Hamza Choudhury,ENG,MF,26.0,1997.0
Ryan Christie,SCO,MF,29.0,1995.0
Jack Clarke,ENG,FW,23.0,2000.0
Nathaniel Clyne,ENG,DF,33.0,1991.0
Conor Coady,ENG,DF,31.0,1993.0
Séamus Coleman,IRL,DF,35.0,1988.0
Nathan Collins,IRL,DF,23.0,2001.0
Toby Collyer,ENG,MF,20.0,2004.0
Levi Colwill,ENG,DF,21.0,2003.0
Lewis Cook,ENG,MF,27.0,1997.0
Maxwel Cornet,CIV,FW,27.0,1996.0
Vladimír Coufal,CZE,DF,32.0,1992.0
Aaron Cresswell,ENG,DF,34.0,1989.0
Marc Cucurella,ESP,DF,26.0,1998.0
Matheus Cunha,BRA,"FW,MF",25.0,1999.0
Diogo Dalot,POR,DF,25.0,1999.0
Mikkel Damsgaard,DEN,MF,24.0,2000.0
Danilo,BRA,MF,23.0,2001.0
Leif Davis,ENG,DF,24.0,2000.0
Craig Dawson,ENG,DF,34.0,1990.0
Kevin De Bruyne,BEL,MF,33.0,1991.0
Liam Delap,ENG,FW,21.0,2003.0
Sepp van den Berg,NED,DF,22.0,2001.0
Kiernan Dewsbury-Hall,ENG,MF,26.0,1998.0
Amad Diallo,CIV,FW,22.0,2002.0
Rúben Dias,POR,DF,27.0,1997.0
Luis Díaz,COL,FW,27.0,1997.0
Tyler Dibling,ENG,"FW,MF",18.0,2006.0
Lucas Digne,FRA,DF,31.0,1993.0
Issa Diop,FRA,DF,27.0,1997.0
Axel Disasi,FRA,DF,26.0,1998.0
Roman Dixon,ENG,DF,19.0,2004.0
Matt Doherty,IRL,DF,32.0,1992.0
Jeremy Doku,BEL,FW,22.0,2002.0
Nicolás Domínguez,ARG,"FW,MF",26.0,1998.0
Abdoulaye Doucouré,MLI,MF,31.0,1993.0
Cheick Doucouré,MLI,MF,24.0,2000.0
Flynn Downes,ENG,MF,25.0,1999.0
Tommy Doyle,ENG,MF,22.0,2001.0
Radu Drăgușin,ROU,DF,22.0,2002.0
Lewis Dunk,ENG,DF,32.0,1991.0
Jhon Durán,COL,FW,20.0,2003.0
Ederson,BRA,GK,31.0,1993.0
George Edmundson,ENG,DF,27.0,1997.0
Odsonne Édouard,FRA,"MF,FW",26.0,1998.0
Samuel Edozie,ENG,"DF,FW",21.0,2003.0
Anthony Elanga,SWE,FW,22.0,2002.0
Harvey Elliott,ENG,FW,21.0,2003.0
Julio Enciso,PAR,"MF,FW",20.0,2004.0
Wataru Endo,JPN,MF,31.0,1993.0
Christian Eriksen,DEN,MF,32.0,1992.0
Pervis Estupiñán,ECU,DF,26.0,1998.0
Evanilson,BRA,FW,24.0,1999.0
Jonny Evans,NIR,DF,36.0,1988.0
Eberechi Eze,ENG,MF,26.0,1998.0
Łukasz Fabiański,POL,GK,39.0,1985.0
Wout Faes,BEL,DF,26.0,1998.0
Abdul Fatawu Issahaku,GHA,"FW,MF",20.0,2004.0
João Félix,POR,"MF,FW",24.0,1999.0
Evan Ferguson,IRL,FW,19.0,2004.0
Bruno Fernandes,POR,"MF,FW",30.0,1994.0
Mateus Fernandes,POR,MF,20.0,2004.0
Enzo Fernández,ARG,MF,23.0,2001.0
Mark Flekken,NED,GK,31.0,1993.0
Phil Foden,ENG,FW,24.0,2000.0
Wesley Fofana,FRA,DF,23.0,2000.0
Carlos Forbs,POR,MF,20.0,2004.0
Ryan Fraser,SCO,FW,30.0,1994.0
Niclas Füllkrug,GER,FW,31.0,1993.0
Cody Gakpo,NED,FW,25.0,1999.0
Idrissa Gana Gueye,SEN,MF,34.0,1989.0
Alejandro Garnacho,ARG,FW,20.0,2004.0
James Garner,ENG,"DF,MF",23.0,2001.0
Morgan Gibbs-White,ENG,MF,24.0,2000.0
Billy Gilmour,SCO,MF,23.0,2001.0
João Gomes,BRA,MF,23.0,2001.0
Rodrigo Gomes,POR,"FW,MF",21.0,2003.0
Toti Gomes,POR,DF,25.0,1999.0
Anthony Gordon,ENG,FW,23.0,2001.0
Ryan Gravenberch,NED,MF,22.0,2002.0
Archie Gray,ENG,MF,18.0,2006.0
Jack Grealish,ENG,FW,29.0,1995.0
Jacob Greaves,ENG,DF,24.0,2000.0
Gonçalo Guedes,POR,"MF,FW",27.0,1996.0
Marc Guéhi,ENG,DF,24.0,2000.0
Bruno Guimarães,BRA,MF,26.0,1997.0
Marc Guiu,ESP,FW,18.0,2006.0
İlkay Gündoğan,GER,MF,33.0,1990.0
Malo Gusto,FRA,DF,21.0,2003.0
Joško Gvardiol,CRO,DF,22.0,2002.0
Erling Haaland,NOR,FW,24.0,2000.0
Lewis Hall,ENG,DF,20.0,2004.0
Ali Al Hamadi,IRQ,FW,22.0,2002.0
Marcus Harness,ENG,MF,28.0,1996.0
Jack Harrison,ENG,FW,27.0,1996.0
Taylor Harwood-Bellis,ENG,DF,22.0,2002.0
Kai Havertz,GER,FW,25.0,1999.0
Jan Paul van Hecke,NED,DF,24.0,2000.0
Hwang Hee-chan,KOR,"FW,MF",28.0,1996.0
Dean Henderson,ENG,GK,27.0,1997.0
Mads Hermansen,DEN,GK,24.0,2000.0
Son Heung-min,KOR,FW,32.0,1992.0
Jack Hinshelwood,ENG,DF,19.0,2005.0
George Hirst,ENG,FW,25.0,1999.0
Mason Holgate,ENG,"FW,DF",27.0,1996.0
Callum Hudson-Odoi,ENG,FW,23.0,2000.0
Will Hughes,ENG,MF,29.0,1995.0
Dean Huijsen,ESP,DF,19.0,2005.0
Omari Hutchinson,ENG,"MF,FW",20.0,2003.0
Danny Ings,ENG,"MF,FW",32.0,1992.0
Tim Iroegbunam,ENG,MF,21.0,2003.0
Alexander Isak,SWE,FW,24.0,1999.0
Alex Iwobi,NGA,FW,28.0,1996.0
Nicolas Jackson,SEN,FW,23.0,2001.0
Vitaly Janelt,GER,"MF,DF",26.0,1998.0
Daniel Jebbison,ENG,FW,21.0,2003.0
Mathias Jensen,DEN,MF,28.0,1996.0
Gabriel Jesus,BRA,FW,27.0,1997.0
Raúl Jiménez,MEX,FW,33.0,1991.0
João Pedro,BRA,"MF,FW",22.0,2001.0
Joelinton,BRA,MF,28.0,1996.0
Ben Johnson,ENG,"DF,FW",24.0,2000.0
Brennan Johnson,WAL,FW,23.0,2001.0
Sam Johnstone,ENG,GK,31.0,1993.0
Curtis Jones,ENG,MF,23.0,2001.0
Jorginho,ITA,MF,32.0,1991.0
Diogo Jota,POR,FW,27.0,1996.0
James Justin,ENG,DF,26.0,1998.0
Ferdi Kadioglu,TUR,DF,24.0,1999.0
Daichi Kamada,JPN,"MF,FW",28.0,1996.0
Michael Keane,ENG,DF,31.0,1993.0
Lloyd Kelly,ENG,DF,25.0,1998.0
Milos Kerkez,HUN,DF,20.0,2003.0
Bilal El Khannouss,MAR,MF,20.0,2004.0
Max Kilman,ENG,DF,27.0,1997.0
Justin Kluivert,NED,"MF,FW",25.0,1999.0
Ibrahima Konaté,FRA,DF,25.0,1999.0
Ezri Konsa,ENG,DF,26.0,1997.0
Mateo Kovačić,CRO,MF,30.0,1994.0
Emil Krafth,SWE,DF,30.0,1994.0
Mohammed Kudus,GHA,"FW,MF",24.0,2000.0
Dejan Kulusevski,SWE,"MF,FW",24.0,2000.0
Maxence Lacroix,FRA,DF,24.0,2000.0
Adam Lallana,ENG,MF,36.0,1988.0
Roméo Lavia,BEL,MF,20.0,2004.0
Mario Lemina,GAB,"MF,FW",31.0,1993.0
Bernd Leno,GER,GK,32.0,1992.0
Jefferson Lerma,COL,MF,29.0,1994.0
Rico Lewis,ENG,"MF,DF",19.0,2004.0
Keane Lewis-Potter,ENG,"DF,MF",23.0,2001.0
Matthijs de Ligt,NED,DF,25.0,1999.0
Jesper Lindstrøm,DEN,"FW,MF",24.0,2000.0
Valentino Livramento,ENG,DF,21.0,2002.0
Sean Longstaff,ENG,MF,26.0,1997.0
Saša Lukić,SRB,MF,28.0,1996.0
Massimo Luongo,AUS,MF,31.0,1992.0
Ian Maatsen,NED,"DF,MF",22.0,2002.0
Alexis Mac Allister,ARG,MF,25.0,1998.0
James Maddison,ENG,MF,27.0,1996.0
Noni Madueke,ENG,FW,22.0,2002.0
Gabriel Magalhães,BRA,DF,26.0,1997.0
Harry Maguire,ENG,DF,31.0,1993.0
Kobbie Mainoo,ENG,MF,19.0,2005.0
Gabriel Martinelli,BRA,"FW,MF",23.0,2001.0
Emiliano Martínez,ARG,GK,32.0,1992.0
Lisandro Martínez,ARG,DF,26.0,1998.0
Pape Matar Sarr,SEN,MF,22.0,2002.0
Jean-Philippe Mateta,FRA,FW,27.0,1997.0
Stephy Mavididi,ENG,"FW,MF",26.0,1998.0
Konstantinos Mavropanos,GRE,DF,26.0,1997.0
Noussair Mazraoui,MAR,DF,26.0,1997.0
Bryan Mbeumo,CMR,FW,25.0,1999.0
James Mcatee,ENG,FW,21.0,2002.0
Kasey McAteer,IRL,"FW,MF",22.0,2001.0
Alex McCarthy,ENG,GK,34.0,1989.0
John McGinn,SCO,"MF,FW",29.0,1994.0
Dwight McNeil,ENG,"MF,FW",24.0,1999.0
Scott McTominay,SCO,MF,27.0,1996.0
Ben Mee,ENG,DF,34.0,1989.0
Nikola Milenković,SRB,DF,26.0,1997.0
James Milner,ENG,MF,38.0,1986.0
Yankuba Minteh,GAM,"FW,MF",20.0,2004.0
Tyrick Mitchell,ENG,DF,25.0,1999.0
Kaoru Mitoma,JPN,"FW,MF",27.0,1997.0
Morato,BRA,DF,23.0,2001.0
Álex Moreno,ESP,DF,31.0,1993.0
Sam Morsy,EGY,MF,33.0,1991.0
Yerson Mosquera,COL,DF,23.0,2001.0
Mason Mount,ENG,MF,25.0,1999.0
Mykhailo Mudryk,UKR,FW,23.0,2001.0
Rodrigo Muniz,BRA,FW,23.0,2001.0
Daniel Muñoz,COL,DF,28.0,1996.0
Arijanet Muric,KVX,GK,25.0,1998.0
Murillo,BRA,DF,22.0,2002.0
Jacob Murphy,ENG,FW,29.0,1995.0
Vitaliy Mykolenko,UKR,DF,25.0,1999.0
Iliman Ndiaye,SEN,"FW,MF",24.0,2000.0
Wilfred Ndidi,NGA,MF,27.0,1996.0
Kosta Nedeljković,SRB,DF,18.0,2005.0
Reiss Nelson,ENG,FW,24.0,1999.0
Neto,BRA,GK,35.0,1989.0
Pedro Neto,POR,FW,24.0,2000.0
Eddie Nketiah,ENG,MF,25.0,1999.0
Christopher Nkunku,FRA,FW,26.0,1997.0
Matheus Nunes,POR,"FW,MF",26.0,1998.0
Darwin Núñez,URU,FW,25.0,1999.0
Ethan Nwaneri,ENG,FW,17.0,2007.0
Christian Nørgaard,DEN,MF,30.0,1994.0
Jake O'Brien,IRL,DF,23.0,2001.0
Dara O'Shea,IRL,DF,25.0,1999.0
Wilson Odobert,FRA,FW,19.0,2004.0
Chiedozie Ogbene,IRL,FW,27.0,1997.0
Caleb Okoli,ITA,DF,23.0,2001.0
Amadou Onana,BEL,MF,23.0,2001.0
André Onana,CMR,GK,28.0,1996.0
Dango Ouattara,BFA,"FW,DF",22.0,2002.0
Cole Palmer,ENG,"MF,FW",22.0,2002.0
Emerson Palmieri,ITA,DF,30.0,1994.0
Lucas Paquetá,BRA,MF,27.0,1997.0
Thomas Partey,GHA,MF,31.0,1993.0
Andreas Pereira,BRA,MF,28.0,1996.0
Kalvin Phillips,ENG,MF,28.0,1995.0
Jaden Philogene Bidace,ENG,FW,22.0,2002.0
Jordan Pickford,ENG,GK,30.0,1994.0
Ethan Pinnock,JAM,DF,31.0,1993.0
Daniel Podence,POR,"MF,FW",28.0,1995.0
Nick Pope,ENG,GK,32.0,1992.0
Pedro Porro,ESP,DF,25.0,1999.0
Jarell Quansah,ENG,DF,21.0,2003.0
Aaron Ramsdale,ENG,GK,26.0,1998.0
Jacob Ramsey,ENG,"FW,MF",23.0,2001.0
Marcus Rashford,ENG,FW,26.0,1997.0
David Raya,ESP,GK,29.0,1995.0
Harrison Reed,ENG,MF,29.0,1995.0
Bobby Reid,JAM,FW,31.0,1993.0
Chadi Riad,MAR,DF,21.0,2003.0
Declan Rice,ENG,MF,25.0,1999.0
Chris Richards,USA,DF,24.0,2000.0
Richarlison,BRA,"FW,MF",27.0,1997.0
Andrew Robertson,SCO,DF,30.0,1994.0
Antonee Robinson,USA,DF,27.0,1997.0
Guido Rodríguez,ARG,MF,30.0,1994.0
Mads Roerslev,DEN,DF,25.0,1999.0
Morgan Rogers,ENG,"FW,MF",22.0,2002.0
Cristian Romero,ARG,DF,26.0,1998.0
Georginio Rutter,FRA,FW,22.0,2002.0
José Sá,POR,GK,31.0,1993.0
Bukayo Saka,ENG,"FW,MF",23.0,2001.0
Mohamed Salah,EGY,FW,32.0,1992.0
William Saliba,FRA,DF,23.0,2001.0
Robert Sánchez,ESP,GK,26.0,1997.0
Jadon Sancho,ENG,FW,24.0,2000.0
Ibrahim Sangaré,CIV,MF,26.0,1997.0
Pablo Sarabia,ESP,"FW,MF",32.0,1992.0
Jeremy Sarmiento,ECU,MF,22.0,2002.0
Ismaila Sarr,SEN,"MF,FW",26.0,1998.0
Sávio,BRA,FW,20.0,2004.0
Kevin Schade,GER,FW,22.0,2001.0
Fabian Schär,SUI,DF,32.0,1991.0
Jeffrey Schlupp,GHA,"DF,MF",31.0,1992.0
Alex Scott,ENG,MF,21.0,2003.0
Matz Sels,BEL,GK,32.0,1992.0
Nélson Semedo,POR,DF,30.0,1993.0
Antoine Semenyo,GHA,FW,24.0,2000.0
Marcos Senesi,ARG,DF,27.0,1997.0
Bernardo Silva,POR,"MF,FW",30.0,1994.0
Jota Silva,POR,"MF,FW",25.0,1999.0
Luis Sinisterra,COL,FW,25.0,1999.0
Oliver Skipp,ENG,"MF,FW",24.0,2000.0
William Smallbone,IRL,MF,24.0,2000.0
Adam Smith,ENG,DF,33.0,1991.0
Emile Smith Rowe,ENG,MF,24.0,2000.0
Dominic Solanke,ENG,FW,27.0,1997.0
Carlos Soler,ESP,MF,27.0,1997.0
Ramón Sosa,PAR,FW,25.0,1999.0
Tomáš Souček,CZE,MF,29.0,1995.0
Boubakary Soumaré,FRA,MF,25.0,1999.0
Djed Spence,ENG,DF,24.0,2000.0
Jay Stansfield,ENG,MF,21.0,2002.0
Jason Steele,ENG,GK,34.0,1990.0
Jack Stephens,ENG,DF,30.0,1994.0
Raheem Sterling,ENG,FW,29.0,1994.0
Ross Stewart,SCO,FW,28.0,1996.0
John Stones,ENG,"DF,MF",30.0,1994.0
Jørgen Strand Larsen,NOR,FW,24.0,2000.0
Yukinari Sugawara,JPN,DF,24.0,2000.0
Crysencio Summerville,NED,"FW,MF",22.0,2001.0
Sammie Szmodics,IRL,"FW,MF",28.0,1995.0
Dominik Szoboszlai,HUN,MF,23.0,2000.0
James Tarkowski,ENG,DF,31.0,1992.0
Marcus Tavernier,ENG,"FW,MF",25.0,1999.0
Charlie Taylor,ENG,"DF,MF",31.0,1993.0
Jack Taylor,IRL,MF,26.0,1998.0
Kenny Tete,NED,DF,28.0,1995.0
Youri Tielemans,BEL,MF,27.0,1997.0
Jurriën Timber,NED,DF,23.0,2001.0
Jean-Clair Todibo,FRA,DF,24.0,1999.0
Harry Toffolo,ENG,DF,29.0,1995.0
Sandro Tonali,ITA,MF,24.0,2000.0
Pau Torres,ESP,DF,27.0,1997.0
Adama Traoré,ESP,FW,28.0,1996.0
Mark Travers,IRL,GK,25.0,1999.0
Kieran Trippier,ENG,"DF,MF",33.0,1990.0
Leandro Trossard,BEL,FW,29.0,1994.0
Kostas Tsimikas,GRE,DF,28.0,1996.0
Axel Tuanzebe,COD,DF,26.0,1997.0
Destiny Udogie,ITA,DF,21.0,2002.0
Manuel Ugarte Ribeiro,URU,MF,23.0,2001.0
Lesley Ugochukwu,FRA,MF,20.0,2004.0
Enes Ünal,TUR,FW,27.0,1997.0
Virgil van Dijk,NED,DF,33.0,1991.0
Jamie Vardy,ENG,FW,37.0,1987.0
Renato Veiga,POR,"MF,DF",21.0,2003.0
Joël Veltman,NED,DF,32.0,1992.0
Micky van de Ven,NED,DF,23.0,2001.0
Bart Verbruggen,NED,GK,22.0,2002.0
Jannik Vestergaard,DEN,DF,32.0,1992.0
Guglielmo Vicario,ITA,GK,27.0,1996.0
Kyle Walker,ENG,DF,34.0,1990.0
Kyle Walker-Peters,ENG,DF,27.0,1997.0
Christian Walton,ENG,GK,28.0,1995.0
Aaron Wan-Bissaka,ENG,DF,26.0,1997.0
James Ward-Prowse,ENG,MF,29.0,1994.0
Ollie Watkins,ENG,FW,28.0,1995.0
Adam Webster,ENG,DF,29.0,1995.0
Danny Welbeck,ENG,FW,33.0,1990.0
Timo Werner,GER,"FW,MF",28.0,1996.0
Adam Wharton,ENG,MF,20.0,2004.0
Ben White,ENG,DF,26.0,1997.0
Mats Wieffer,NED,MF,24.0,1999.0
Neco Williams,WAL,DF,23.0,2001.0
Joe Willock,ENG,MF,25.0,1999.0
Harry Wilson,WAL,FW,27.0,1997.0
Harry Winks,ENG,MF,28.0,1996.0
Yoane Wissa,COD,FW,28.0,1996.0
Chris Wood,NZL,FW,32.0,1991.0
Luke Woolfenden,ENG,DF,25.0,1998.0
Yehor Yarmoliuk,UKR,MF,20.0,2004.0
Ryan Yates,ENG,MF,26.0,1997.0
Ashley Young,ENG,DF,39.0,1985.0
Illia Zabarnyi,UKR,DF,22.0,2002.0
Oleksandr Zinchenko,UKR,DF,27.0,1996.0
Joshua Zirkzee,NED,FW,23.0,2001.0
Martin Ødegaard,NOR,MF,25.0,1998.0
Oliver Abildgaard,DEN,MF,28.0,1996.0
Tammy Abraham,ENG,FW,26.0,1997.0
Federico Accornero,ITA,MF,20.0,2004.0
Francesco Acerbi,ITA,DF,36.0,1988.0
Che Adams,SCO,FW,28.0,1996.0
Yacine Adli,FRA,MF,24.0,2000.0
Michel Aebischer,SUI,MF,27.0,1997.0
Faride Alidou,GER,"FW,MF",23.0,2001.0
Pontus Almqvist,SWE,"FW,MF",25.0,1999.0
Giorgio Altare,ITA,DF,26.0,1998.0
Sofyan Amrabat,MAR,MF,28.0,1996.0
Angeliño,ESP,DF,27.0,1997.0
Lorenzo Anghelè,ITA,FW,19.0,2005.0
Faustino Anjorin,ENG,MF,22.0,2001.0
Marko Arnautović,AUT,FW,35.0,1989.0
Kristjan Asllani,ALB,MF,22.0,2002.0
Emil Audero,ITA,GK,27.0,1997.0
Tommaso Augello,ITA,DF,30.0,1994.0
Carlos Augusto,BRA,DF,25.0,1999.0
Yann Aurel Bisseck,GER,DF,23.0,2000.0
Paulo Azzi,BRA,DF,30.0,1994.0
Milan Badelj,CRO,MF,35.0,1989.0
Tommaso Baldanzi,ITA,"MF,FW",21.0,2003.0
Botond Balogh,HUN,DF,22.0,2002.0
Lameck Banda,ZAM,FW,23.0,2001.0
Daniel Bandeira,POR,MF,24.0,2000.0
Mattia Bani,ITA,DF,30.0,1993.0
Antonín Barák,CZE,MF,29.0,1994.0
Federico Barba,ITA,DF,31.0,1993.0
Nicolò Barella,ITA,MF,27.0,1997.0
Federico Baschirotto,ITA,DF,27.0,1996.0
Daniele Baselli,ITA,MF,32.0,1992.0
Alessandro Bastoni,ITA,DF,25.0,1999.0
Reda Belahyane,FRA,MF,20.0,2004.0
Raoul Bellanova,ITA,DF,24.0,2000.0
Andrea Belotti,ITA,FW,30.0,1993.0
Lucas Beltrán,ARG,"MF,FW",23.0,2001.0
Ismaël Bennacer,ALG,MF,26.0,1997.0
Medon Berisha,ALB,"MF,FW",20.0,2003.0
Adrian Bernabe,ESP,MF,23.0,2001.0
Sam Beukema,NED,DF,25.0,1998.0
Alessandro Bianco,ITA,MF,21.0,2002.0
Jaka Bijol,SVN,DF,25.0,1999.0
Cristiano Biraghi,ITA,DF,32.0,1992.0
Samuele Birindelli,ITA,DF,25.0,1999.0
Emil Bohinen,NOR,MF,25.0,1999.0
Warren Bondo,FRA,MF,21.0,2003.0
Ange-Yoan Bonny,FRA,FW,20.0,2003.0
Edoardo Bove,ITA,MF,22.0,2002.0
Domagoj Bradarić,CRO,MF,24.0,1999.0
Matthias Braunöder,AUT,MF,22.0,2002.0
Iker Bravo,ESP,MF,19.0,2005.0
