Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls_per_90,Ast,Ast_per_90,G+A,G+A_per_90,G-PK,G-PK_per_90,PK,PKatt,CrdY,CrdR,xG,xG_per_90,npxG,npxG_per_90,xAG,xAG_per_90,npxG+xAG,npxG+xAG_per_90,PrgC,PrgP,PrgR,G+A-PK,xG+xAG
231,Saša Lukić,SRB,MF,Fulham,28,1996,6,6,457,5.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,4,0,0.0,0.0,0.0,0.0,0.3,0.06,0.3,0.06,4,20,1,0.0,0.06
232,Massimo Luongo,AUS,MF,Ipswich Town,32,1992,4,2,142,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0
233,Ian Maatsen,NED,"DF,MF",Aston Villa,22,2002,6,0,118,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.01,0.0,0.01,0.8,0.58,0.8,0.59,2,8,9,0.0,0.59
234,Alexis Mac Allister,ARG,MF,Liverpool,25,1998,6,6,509,5.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.03,0.2,0.03,0.9,0.17,1.1,0.2,8,35,12,0.0,0.2
235,James Maddison,ENG,MF,Tottenham,27,1996,6,6,479,5.3,1,0.19,2,0.38,3,0.56,1,0.19,0,0,2,0,1.9,0.35,1.9,0.35,1.4,0.26,3.2,0.61,14,49,34,0.56,0.61
236,Noni Madueke,ENG,FW,Chelsea,22,2002,5,5,388,4.3,3,0.7,0,0.0,3,0.7,3,0.7,0,0,0,0,1.6,0.36,1.6,0.36,0.5,0.11,2.0,0.47,20,7,26,0.7,0.47
237,Gabriel Magalhães,BRA,DF,Arsenal,26,1997,6,6,540,6.0,2,0.33,0,0.0,2,0.33,2,0.33,0,0,1,0,1.2,0.21,1.2,0.21,0.3,0.05,1.5,0.25,1,19,2,0.33,0.25
238,Harry Maguire,ENG,DF,Manchester Utd,31,1993,4,2,197,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.02,0.0,0.02,0.0,0.01,0.1,0.03,1,10,0,0.0,0.03
239,Kobbie Mainoo,ENG,MF,Manchester Utd,19,2005,6,6,487,5.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,3,0,0.1,0.02,0.1,0.02,0.6,0.12,0.8,0.14,5,20,10,0.0,0.14
240,Orel Mangala,BEL,MF,Everton,26,1998,3,2,199,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.04,0.1,0.04,0.1,0.02,0.1,0.06,3,12,1,0.0,0.06
241,Gabriel Martinelli,BRA,"MF,FW",Arsenal,23,2001,6,5,409,4.5,1,0.22,2,0.44,3,0.66,1,0.22,0,0,0,0,0.7,0.14,0.7,0.14,1.6,0.36,2.3,0.5,26,6,47,0.66,0.5
242,Emiliano Martínez,ARG,GK,Aston Villa,32,1992,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
243,Lisandro Martínez,ARG,DF,Manchester Utd,26,1998,6,6,526,5.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,3,0,0.8,0.13,0.8,0.13,0.1,0.02,0.9,0.15,3,29,2,0.0,0.15
244,Pape Matar Sarr,SEN,MF,Tottenham,22,2002,6,2,204,2.3,0,0.0,1,0.44,1,0.44,0,0.0,0,0,1,0,0.6,0.27,0.6,0.27,1.0,0.45,1.6,0.73,2,10,10,0.44,0.73
245,Jean-Philippe Mateta,FRA,FW,Crystal Palace,27,1997,6,6,428,4.8,2,0.42,0,0.0,2,0.42,1,0.21,1,1,0,0,1.7,0.36,0.9,0.2,0.4,0.08,1.3,0.28,2,7,18,0.21,0.44
246,Stephy Mavididi,ENG,FW,Leicester City,26,1998,6,3,304,3.4,2,0.59,0,0.0,2,0.59,2,0.59,0,0,0,0,0.7,0.21,0.7,0.21,0.3,0.09,1.0,0.29,9,11,24,0.59,0.29
247,Konstantinos Mavropanos,GRE,DF,West Ham,26,1997,6,5,495,5.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.05,0.2,0.05,0.0,0.0,0.2,0.05,5,13,2,0.0,0.05
248,Noussair Mazraoui,MAR,DF,Manchester Utd,26,1997,6,6,513,5.7,0,0.0,1,0.18,1,0.18,0,0.0,0,0,1,0,0.2,0.04,0.2,0.04,0.1,0.03,0.4,0.06,6,31,7,0.18,0.06
249,Bryan Mbeumo,CMR,FW,Brentford,25,1999,6,6,539,6.0,5,0.83,0,0.0,5,0.83,5,0.83,0,0,2,0,2.0,0.33,2.0,0.33,1.3,0.21,3.3,0.55,24,16,44,0.83,0.55
250,James Mcatee,ENG,FW,Manchester City,21,2002,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
251,Kasey McAteer,IRL,"DF,FW",Leicester City,22,2001,3,0,12,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.17,0,0,2,0.0,0.17
252,Alex McCarthy,ENG,GK,Southampton,34,1989,2,2,180,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
253,John McGinn,SCO,"FW,MF",Aston Villa,29,1994,5,5,349,3.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.5,0.13,0.5,0.13,0.1,0.03,0.6,0.15,10,13,20,0.0,0.15
254,Dwight McNeil,ENG,"MF,FW",Everton,24,1999,6,6,532,5.9,3,0.51,2,0.34,5,0.85,3,0.51,0,0,0,0,0.5,0.09,0.5,0.09,2.4,0.4,2.9,0.49,10,28,30,0.85,0.49
255,Scott McTominay,SCO,MF,Manchester Utd,27,1996,2,0,19,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.33,0.1,0.33,0.0,0.0,0.1,0.33,0,1,2,0.0,0.33
256,Ben Mee,ENG,DF,Brentford,35,1989,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
257,Nikola Milenković,SRB,DF,Nott'ham Forest,26,1997,5,5,450,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,1.1,0.22,1.1,0.22,0.0,0.01,1.2,0.23,0,7,0,0.0,0.23
258,James Milner,ENG,MF,Brighton,38,1986,3,3,169,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.09,0.2,0.09,0.2,0.12,0.4,0.21,1,10,10,0.0,0.21
259,Yankuba Minteh,GAM,"FW,MF",Brighton,20,2004,6,4,320,3.6,0,0.0,1,0.28,1,0.28,0,0.0,0,0,2,0,0.5,0.15,0.5,0.15,1.5,0.44,2.1,0.59,15,11,44,0.28,0.59
260,Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,25,1999,6,6,538,6.0,0,0.0,1,0.17,1,0.17,0,0.0,0,0,0,0,0.2,0.04,0.2,0.04,1.3,0.22,1.6,0.26,13,19,50,0.17,0.26
261,Kaoru Mitoma,JPN,"FW,MF",Brighton,27,1997,6,6,531,5.9,1,0.17,1,0.17,2,0.34,1,0.17,0,0,0,0,1.7,0.29,1.7,0.29,1.4,0.23,3.1,0.52,42,17,72,0.34,0.52
262,Mikey Moore,ENG,FW,Tottenham,17,2007,2,0,18,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,1,0,1,0.0,0.2
263,Morato,BRA,DF,Nott'ham Forest,23,2001,2,0,29,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
264,Álex Moreno,ESP,DF,Nott'ham Forest,31,1993,3,3,207,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,4,4,5,0.0,0.02
265,Sam Morsy,EGY,MF,Ipswich Town,33,1991,6,6,533,5.9,1,0.17,0,0.0,1,0.17,1,0.17,0,0,4,0,0.2,0.03,0.2,0.03,0.1,0.02,0.3,0.05,2,26,2,0.17,0.05
266,Yerson Mosquera,COL,DF,Wolves,23,2001,5,5,441,4.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.3,0.07,0.3,0.07,0.1,0.02,0.4,0.09,0,7,0,0.0,0.09
267,Mason Mount,ENG,"MF,FW",Manchester Utd,25,1999,3,2,145,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.4,0.24,0.4,0.24,0.1,0.07,0.5,0.3,1,4,4,0.0,0.3
268,Mykhailo Mudryk,UKR,FW,Chelsea,23,2001,3,1,82,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,3,5,4,0.0,0.5
269,Rodrigo Muniz,BRA,FW,Fulham,23,2001,6,3,277,3.1,0,0.0,1,0.32,1,0.32,0,0.0,0,0,0,0,1.2,0.39,1.2,0.39,0.5,0.18,1.7,0.56,2,8,12,0.32,0.56
270,Daniel Muñoz,COL,"DF,MF",Crystal Palace,28,1996,6,6,530,5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.3,0.06,0.3,0.06,0.3,0.05,0.7,0.11,10,18,43,0.0,0.11
271,Arijanet Muric,KVX,GK,Ipswich Town,25,1998,5,5,450,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
272,Murillo,BRA,DF,Nott'ham Forest,22,2002,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.4,0.06,0.4,0.06,6,15,0,0.0,0.06
273,Jacob Murphy,ENG,FW,Newcastle Utd,29,1995,6,4,341,3.8,0,0.0,2,0.53,2,0.53,0,0.0,0,0,1,0,0.2,0.06,0.2,0.06,1.3,0.35,1.6,0.42,12,21,21,0.53,0.42
274,Vitaliy Mykolenko,UKR,DF,Everton,25,1999,5,5,385,4.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.03,0.2,0.04,3,12,10,0.0,0.04
275,Iliman Ndiaye,SEN,FW,Everton,24,2000,6,4,394,4.4,1,0.23,0,0.0,1,0.23,1,0.23,0,0,1,0,0.5,0.12,0.5,0.12,0.4,0.1,1.0,0.22,19,9,21,0.23,0.22
276,Wilfred Ndidi,NGA,MF,Leicester City,27,1996,6,6,522,5.8,0,0.0,4,0.69,4,0.69,0,0.0,0,0,2,0,0.2,0.04,0.2,0.04,1.3,0.22,1.5,0.26,5,18,26,0.69,0.26
277,Kosta Nedeljković,SRB,DF,Aston Villa,18,2005,3,0,96,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0
278,Reiss Nelson,ENG,FW,Arsenal,24,1999,1,0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
279,Reiss Nelson,ENG,"FW,MF",Fulham,24,1999,3,0,64,0.7,1,1.41,0,0.0,1,1.41,1,1.41,0,0,1,0,0.4,0.58,0.4,0.58,0.1,0.11,0.5,0.68,10,3,9,1.41,0.68
280,Neto,BRA,GK,Bournemouth,35,1989,2,2,180,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
281,Pedro Neto,POR,FW,Chelsea,24,2000,6,2,242,2.7,0,0.0,1,0.37,1,0.37,0,0.0,0,0,1,0,0.1,0.04,0.1,0.04,0.4,0.15,0.5,0.19,17,4,25,0.37,0.19
282,Eddie Nketiah,ENG,"MF,FW",Crystal Palace,25,1999,3,3,227,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.6,0.23,0.6,0.23,0.1,0.06,0.7,0.28,10,4,16,0.0,0.28
283,Christopher Nkunku,FRA,FW,Chelsea,26,1997,6,1,121,1.3,1,0.74,0,0.0,1,0.74,1,0.74,0,0,0,0,1.0,0.76,1.0,0.76,0.3,0.22,1.3,0.98,3,5,14,0.74,0.98
284,Matheus Nunes,POR,"FW,MF",Manchester City,26,1998,3,0,21,0.2,0,0.0,1,4.29,1,4.29,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,2.34,0.5,2.34,2,1,6,4.29,2.34
285,Darwin Núñez,URU,FW,Liverpool,25,1999,4,1,136,1.5,1,0.66,0,0.0,1,0.66,1,0.66,0,0,0,0,0.5,0.3,0.5,0.3,0.0,0.01,0.5,0.31,6,4,12,0.66,0.31
286,Ethan Nwaneri,ENG,"MF,FW",Arsenal,17,2007,2,0,11,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.17,0.0,0.17,0.1,0.86,0.1,1.04,3,2,3,0.0,1.04
287,Christian Nørgaard,DEN,MF,Brentford,30,1994,4,4,360,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.5,0.12,0.5,0.12,0.2,0.05,0.7,0.17,3,15,3,0.0,0.17
288,Jake O'Brien,IRL,DF,Everton,23,2001,1,0,27,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0
289,Dara O'Shea,IRL,DF,Ipswich Town,25,1999,3,3,270,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.05,0.2,0.05,0.0,0.0,0.2,0.05,1,2,0,0.0,0.05
290,Wilson Odobert,FRA,FW,Tottenham,19,2004,3,2,162,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4,0.23,0.4,0.23,0.1,0.03,0.5,0.27,13,10,18,0.0,0.27
291,Chiedozie Ogbene,IRL,FW,Ipswich Town,27,1997,3,2,187,2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.03,0.1,0.03,5,0,13,0.0,0.03
292,Caleb Okoli,ITA,DF,Leicester City,23,2001,4,4,358,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.04,0.1,0.04,0.0,0.0,0.1,0.04,1,4,0,0.0,0.04
293,Amadou Onana,BEL,MF,Aston Villa,23,2001,6,6,421,4.7,2,0.43,0,0.0,2,0.43,2,0.43,0,0,2,0,1.1,0.24,1.1,0.24,0.1,0.02,1.2,0.26,6,14,3,0.43,0.26
294,André Onana,CMR,GK,Manchester Utd,28,1996,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
295,Frank Onyeka,NGA,MF,Brentford,26,1998,2,0,25,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0
296,William Osula,DEN,FW,Newcastle Utd,21,2003,1,0,8,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0
297,Dango Ouattara,BFA,"FW,DF",Bournemouth,22,2002,4,1,157,1.7,0,0.0,1,0.57,1,0.57,0,0.0,0,0,0,0,0.3,0.2,0.3,0.2,1.0,0.56,1.3,0.76,11,1,23,0.57,0.76
298,Cole Palmer,ENG,"MF,FW",Chelsea,22,2002,6,6,505,5.6,6,1.07,4,0.71,10,1.78,5,0.89,1,1,2,0,3.7,0.65,2.9,0.51,3.2,0.57,6.1,1.08,17,31,23,1.6,1.22
299,Emerson Palmieri,ITA,"DF,MF",West Ham,30,1994,6,6,421,4.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.01,0.1,0.01,0.2,0.05,0.3,0.06,8,14,21,0.0,0.06
300,Lucas Paquetá,BRA,MF,West Ham,27,1997,6,5,444,4.9,1,0.2,0,0.0,1,0.2,0,0.0,1,1,1,0,1.0,0.21,0.3,0.05,0.2,0.04,0.4,0.09,6,34,20,0.0,0.25
301,Thomas Partey,GHA,MF,Arsenal,31,1993,6,6,534,5.9,1,0.17,0,0.0,1,0.17,1,0.17,0,0,2,0,0.2,0.03,0.2,0.03,0.2,0.03,0.3,0.06,2,25,4,0.17,0.06
302,Andreas Pereira,BRA,MF,Fulham,28,1996,6,6,479,5.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.4,0.07,0.4,0.07,1.0,0.19,1.4,0.26,3,27,21,0.0,0.26
303,Kalvin Phillips,ENG,MF,Ipswich Town,28,1995,3,3,228,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.02,0,13,0,0.0,0.02
304,Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,22,2002,3,0,45,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.13,0.1,0.13,0.0,0.0,0.1,0.13,0,0,2,0.0,0.13
305,Jordan Pickford,ENG,GK,Everton,30,1994,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
306,Ethan Pinnock,JAM,DF,Brentford,31,1993,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.04,0.2,0.04,0.0,0.0,0.2,0.04,1,12,3,0.0,0.04
307,Daniel Podence,POR,"MF,FW",Wolves,28,1995,2,0,48,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.07,1,2,3,0.0,0.07
308,Nick Pope,ENG,GK,Newcastle Utd,32,1992,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
309,Pedro Porro,ESP,DF,Tottenham,25,1999,6,6,536,6.0,1,0.17,0,0.0,1,0.17,1,0.17,0,0,1,0,0.5,0.09,0.5,0.09,0.9,0.15,1.4,0.23,17,39,18,0.17,0.23
310,Jarell Quansah,ENG,DF,Liverpool,21,2003,1,1,45,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
311,Aaron Ramsdale,ENG,GK,Southampton,26,1998,3,3,270,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
312,Jacob Ramsey,ENG,"FW,MF",Aston Villa,23,2001,6,3,337,3.7,0,0.0,1,0.27,1,0.27,0,0.0,0,0,0,0,0.5,0.12,0.5,0.12,0.6,0.17,1.1,0.29,14,13,29,0.27,0.29
313,Marcus Rashford,ENG,FW,Manchester Utd,26,1997,6,5,418,4.6,1,0.22,0,0.0,1,0.22,1,0.22,0,0,0,0,0.4,0.08,0.4,0.08,1.6,0.34,2.0,0.43,10,6,33,0.22,0.43
314,David Raya,ESP,GK,Arsenal,29,1995,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0
315,Harrison Reed,ENG,MF,Fulham,29,1995,6,0,47,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.1,0.14,0.1,0.14,1,2,6,0.0,0.14
316,Bobby Reid,JAM,FW,Leicester City,31,1993,4,2,150,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.05,0.1,0.05,0.0,0.0,0.1,0.05,2,2,6,0.0,0.05
317,Chadi Riad,MAR,DF,Crystal Palace,21,2003,1,1,90,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0
318,Declan Rice,ENG,MF,Arsenal,25,1999,5,5,402,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,4,1,0.2,0.05,0.2,0.05,0.6,0.12,0.8,0.18,13,36,21,0.0,0.18
319,Chris Richards,USA,DF,Crystal Palace,24,2000,4,4,344,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.03,0.1,0.03,0.0,0.0,0.1,0.03,2,5,1,0.0,0.03
320,Richarlison,BRA,"FW,MF",Tottenham,27,1997,2,0,25,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.67,0.2,0.67,0.0,0.0,0.2,0.67,1,1,1,0.0,0.67
321,Andrew Robertson,SCO,DF,Liverpool,30,1994,6,6,502,5.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.4,0.08,0.4,0.08,1.5,0.27,1.9,0.34,12,29,13,0.0,0.34
322,Antonee Robinson,USA,DF,Fulham,27,1997,6,6,540,6.0,0,0.0,2,0.33,2,0.33,0,0.0,0,0,1,0,0.1,0.02,0.1,0.02,0.5,0.08,0.6,0.1,9,16,29,0.33,0.1
323,Rodri,ESP,MF,Manchester City,28,1996,2,1,65,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0,4,1,0.0,0.06
324,Guido Rodríguez,ARG,MF,West Ham,30,1994,6,6,460,5.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.01,0.1,0.01,0.0,0.0,0.1,0.02,1,12,2,0.0,0.02
325,Mads Roerslev,DEN,DF,Brentford,25,1999,5,2,263,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.06,0.2,0.06,3,12,10,0.0,0.06
326,Morgan Rogers,ENG,"MF,FW",Aston Villa,22,2002,6,6,513,5.7,1,0.18,2,0.35,3,0.53,1,0.18,0,0,1,0,0.8,0.14,0.8,0.14,2.1,0.36,2.9,0.5,17,15,33,0.53,0.5
327,Cristian Romero,ARG,DF,Tottenham,26,1998,6,6,540,6.0,1,0.17,0,0.0,1,0.17,1,0.17,0,0,0,0,0.8,0.13,0.8,0.13,0.2,0.03,1.0,0.16,3,29,1,0.17,0.16
328,Georginio Rutter,FRA,"FW,MF",Brighton,22,2002,5,3,226,2.5,1,0.4,0,0.0,1,0.4,1,0.4,0,0,0,0,1.1,0.42,1.1,0.42,0.4,0.14,1.4,0.56,8,19,20,0.4,0.56
329,José Sá,POR,GK,Wolves,31,1993,2,2,180,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.03,0.1,0.03,0,0,0,0.0,0.03
330,Bukayo Saka,ENG,"MF,FW",Arsenal,23,2001,6,6,476,5.3,1,0.19,5,0.95,6,1.13,1,0.19,0,0,1,0,1.7,0.33,1.7,0.33,2.4,0.46,4.2,0.79,23,26,58,1.13,0.79
331,Mohamed Salah,EGY,FW,Liverpool,32,1992,6,6,532,5.9,4,0.68,4,0.68,8,1.35,3,0.51,1,1,0,0,3.8,0.65,3.1,0.52,2.1,0.36,5.2,0.88,26,24,73,1.18,1.01
332,William Saliba,FRA,DF,Arsenal,23,2001,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20,0,0.0,0.0
333,Robert Sánchez,ESP,GK,Chelsea,26,1997,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
334,Jadon Sancho,ENG,FW,Chelsea,24,2000,3,2,171,1.9,0,0.0,3,1.58,3,1.58,0,0.0,0,0,1,0,0.1,0.04,0.1,0.04,0.9,0.45,0.9,0.49,6,9,15,1.58,0.49
335,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,26,1997,3,3,212,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0,8,2,0.0,0.01
336,Pablo Sarabia,ESP,"FW,MF",Wolves,32,1992,2,0,30,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.27,0.1,0.27,0.0,0.0,0.1,0.27,2,6,2,0.0,0.27
337,Jeremy Sarmiento,ECU,MF,Brighton,22,2002,1,0,9,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0
338,Ismaila Sarr,SEN,"FW,MF",Crystal Palace,26,1998,6,0,133,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5,0.33,0.5,0.33,0.9,0.61,1.4,0.94,2,2,18,0.0,0.94
339,Sávio,BRA,FW,Manchester City,20,2004,5,4,291,3.2,0,0.0,2,0.62,2,0.62,0,0.0,0,0,1,0,0.8,0.24,0.8,0.24,1.5,0.47,2.3,0.71,32,13,47,0.62,0.71
340,Kevin Schade,GER,"FW,MF",Brentford,22,2001,6,3,298,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4,0.13,0.4,0.13,0.1,0.04,0.6,0.17,10,3,26,0.0,0.17
341,Fabian Schär,SUI,DF,Newcastle Utd,32,1991,4,4,297,3.3,1,0.3,0,0.0,1,0.3,1,0.3,0,0,1,1,0.6,0.18,0.6,0.18,0.0,0.0,0.6,0.18,0,9,4,0.3,0.18
342,Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,31,1992,5,0,33,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.12,0.0,0.12,0.1,0.22,0.1,0.34,2,1,4,0.0,0.34
343,Alex Scott,ENG,MF,Bournemouth,21,2003,5,1,158,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.08,0.1,0.08,0.1,0.03,0.2,0.11,1,15,7,0.0,0.11
344,Matz Sels,BEL,GK,Nott'ham Forest,32,1992,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0
345,Nélson Semedo,POR,DF,Wolves,30,1993,4,4,330,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.01,0.0,0.01,0.1,0.03,0.1,0.04,5,6,5,0.0,0.04
346,Antoine Semenyo,GHA,FW,Bournemouth,24,2000,5,5,429,4.8,2,0.42,1,0.21,3,0.63,2,0.42,0,0,2,0,1.9,0.39,1.9,0.39,1.7,0.35,3.5,0.74,17,7,38,0.63,0.74
