Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls_per_90,Ast,Ast_per_90,G+A,G+A_per_90,G-PK,G-PK_per_90,PK,PKatt,CrdY,CrdR,xG,xG_per_90,npxG,npxG_per_90,xAG,xAG_per_90,npxG+xAG,npxG+xAG_per_90,PrgC,PrgP,PrgR,G+A-PK,xG+xAG
115,Anthony Elanga,SWE,FW,Nott'ham Forest,22,2002,6,4,352,3.9,0,0.0,1,0.26,1,0.26,0,0.0,0,0,1,0,0.6,0.14,0.6,0.14,0.6,0.14,1.1,0.28,11,8,20,0.26,0.28
116,Harvey Elliott,ENG,FW,Liverpool,21,2003,1,0,8,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0
117,Yunus Emre Konak,TUR,"MF,FW",Brentford,18,2006,2,0,18,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
118,Julio Enciso,PAR,"MF,FW",Brighton,20,2004,4,0,62,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.23,0.2,0.23,0.1,0.2,0.3,0.43,2,4,7,0.0,0.43
119,Wataru Endo,JPN,MF,Liverpool,31,1993,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
120,Christian Eriksen,DEN,MF,Manchester Utd,32,1992,4,2,170,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,1.3,0.7,1.3,0.7,2,14,10,0.0,0.7
121,Pervis Estupiñán,ECU,DF,Brighton,26,1998,3,2,190,2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.03,0.1,0.03,0.2,0.11,0.3,0.13,8,14,26,0.0,0.13
122,Evanilson,BRA,FW,Bournemouth,24,1999,4,4,278,3.1,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,2.0,0.64,1.2,0.38,0.5,0.16,1.7,0.54,2,3,5,0.0,0.79
123,Jonny Evans,NIR,DF,Manchester Utd,36,1988,2,0,24,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0
124,Eberechi Eze,ENG,"MF,FW",Crystal Palace,26,1998,6,6,539,6.0,1,0.17,0,0.0,1,0.17,1,0.17,0,0,0,0,2.3,0.38,2.3,0.38,0.6,0.1,2.8,0.47,19,36,45,0.17,0.47
125,Łukasz Fabiański,POL,GK,West Ham,39,1985,1,0,45,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
126,Wout Faes,BEL,DF,Leicester City,26,1998,6,6,540,6.0,1,0.17,0,0.0,1,0.17,1,0.17,0,0,1,0,0.4,0.07,0.4,0.07,0.0,0.0,0.4,0.07,2,13,1,0.17,0.07
127,Abdul Fatawu Issahaku,GHA,FW,Leicester City,20,2004,6,3,268,3.0,0,0.0,1,0.34,1,0.34,0,0.0,0,0,0,0,0.1,0.04,0.1,0.04,0.5,0.16,0.6,0.19,9,8,17,0.34,0.19
128,João Félix,POR,"MF,FW",Chelsea,24,1999,4,0,112,1.2,1,0.8,0,0.0,1,0.8,1,0.8,0,0,1,0,0.5,0.38,0.5,0.38,0.0,0.0,0.5,0.38,7,8,9,0.8,0.38
129,Evan Ferguson,IRL,FW,Brighton,19,2004,3,0,25,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.27,0.1,0.27,0.0,0.0,0.1,0.27,0,1,2,0.0,0.27
130,Bruno Fernandes,POR,"MF,FW",Manchester Utd,30,1994,6,6,479,5.3,0,0.0,1,0.19,1,0.19,0,0.0,0,0,1,1,1.9,0.35,1.9,0.35,1.2,0.23,3.1,0.58,14,47,31,0.19,0.58
131,Mateus Fernandes,POR,MF,Southampton,20,2004,4,2,229,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.11,0.3,0.11,0.7,0.27,1.0,0.38,8,12,17,0.0,0.38
132,Enzo Fernández,ARG,MF,Chelsea,23,2001,5,5,431,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.05,0.2,0.05,0.9,0.19,1.2,0.24,4,20,12,0.0,0.24
133,Mark Flekken,NED,GK,Brentford,31,1993,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
134,Phil Foden,ENG,"MF,FW",Manchester City,24,2000,3,0,91,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.13,0.1,0.13,0.1,0.11,0.2,0.25,3,4,10,0.0,0.25
135,Wesley Fofana,FRA,DF,Chelsea,23,2000,6,6,506,5.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,4,0,0.0,0.01,0.0,0.01,0.4,0.07,0.4,0.08,4,12,3,0.0,0.08
136,Carlos Forbs,POR,MF,Wolves,20,2004,2,0,44,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.22,0.1,0.22,0.0,0.0,0.1,0.22,2,2,9,0.0,0.22
137,Ryan Fraser,SCO,FW,Southampton,30,1994,2,1,85,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,0.0,0.0
138,Niclas Füllkrug,GER,FW,West Ham,31,1993,3,0,66,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.35,0.3,0.35,0.0,0.0,0.3,0.35,2,0,3,0.0,0.35
139,Cody Gakpo,NED,FW,Liverpool,25,1999,6,0,124,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.4,0.32,0.4,0.32,0.3,0.22,0.7,0.54,1,1,19,0.0,0.54
140,Idrissa Gana Gueye,SEN,MF,Everton,35,1989,5,4,340,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.04,0.1,0.04,0.0,0.0,0.1,0.04,2,15,3,0.0,0.04
141,Alejandro Garnacho,ARG,FW,Manchester Utd,20,2004,6,3,322,3.6,1,0.28,1,0.28,2,0.56,1,0.28,0,0,1,0,2.3,0.64,2.3,0.64,0.4,0.12,2.7,0.76,16,6,43,0.56,0.76
142,James Garner,ENG,"DF,MF",Everton,23,2001,3,1,163,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,1,3,3,0.0,0.02
143,Morgan Gibbs-White,ENG,MF,Nott'ham Forest,24,2000,5,5,431,4.8,1,0.21,0,0.0,1,0.21,1,0.21,0,0,3,1,0.7,0.16,0.7,0.16,0.8,0.17,1.6,0.33,9,25,21,0.21,0.33
144,Billy Gilmour,SCO,MF,Brighton,23,2001,2,1,98,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.07,0.1,0.07,0.0,0.0,0.1,0.07,2,11,2,0.0,0.07
145,João Gomes,BRA,MF,Wolves,23,2001,6,6,493,5.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,3,0,0.2,0.03,0.2,0.03,0.0,0.0,0.2,0.03,12,23,7,0.0,0.03
146,Rodrigo Gomes,POR,"FW,MF",Wolves,21,2003,3,1,117,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.05,0.1,0.05,0.0,0.0,0.1,0.05,6,1,12,0.0,0.05
147,Toti Gomes,POR,DF,Wolves,25,1999,4,4,360,4.0,0,0.0,1,0.25,1,0.25,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.5,0.12,0.5,0.12,3,8,2,0.25,0.12
148,Joe Gomez,ENG,DF,Liverpool,27,1997,1,0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
149,Anthony Gordon,ENG,FW,Newcastle Utd,23,2001,6,6,508,5.6,2,0.35,0,0.0,2,0.35,1,0.18,1,1,0,0,1.9,0.33,1.1,0.19,1.0,0.18,2.1,0.37,18,4,43,0.18,0.51
150,Ryan Gravenberch,NED,MF,Liverpool,22,2002,6,6,539,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.01,0.1,0.01,0.2,0.03,0.2,0.04,18,43,12,0.0,0.04
151,Archie Gray,ENG,"MF,DF",Tottenham,18,2006,3,0,34,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0
152,Jack Grealish,ENG,FW,Manchester City,29,1995,5,3,267,3.0,0,0.0,1,0.34,1,0.34,0,0.0,0,0,2,0,0.5,0.17,0.5,0.17,0.9,0.29,1.4,0.46,31,12,43,0.34,0.46
153,Jacob Greaves,ENG,DF,Ipswich Town,24,2000,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.02,0.1,0.02,0.0,0.0,0.1,0.02,1,11,1,0.0,0.02
154,Gonçalo Guedes,POR,"FW,MF",Wolves,27,1996,3,0,47,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0
155,Marc Guéhi,ENG,DF,Crystal Palace,24,2000,6,6,540,6.0,1,0.17,0,0.0,1,0.17,1,0.17,0,0,1,0,0.2,0.03,0.2,0.03,0.0,0.01,0.2,0.04,3,21,0,0.17,0.04
156,Bruno Guimarães,BRA,MF,Newcastle Utd,26,1997,6,6,536,6.0,0,0.0,1,0.17,1,0.17,0,0.0,0,0,2,0,0.2,0.03,0.2,0.03,0.2,0.04,0.4,0.06,7,38,5,0.17,0.06
157,Marc Guiu,ESP,FW,Chelsea,18,2006,1,0,24,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
158,İlkay Gündoğan,GER,MF,Manchester City,33,1990,5,3,288,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4,0.13,0.4,0.13,0.7,0.22,1.1,0.35,12,20,15,0.0,0.35
159,Malo Gusto,FRA,DF,Chelsea,21,2003,4,4,343,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.01,0.0,0.01,0.1,0.03,0.1,0.03,6,8,11,0.0,0.03
160,Joško Gvardiol,CRO,DF,Manchester City,22,2002,6,5,492,5.5,1,0.18,0,0.0,1,0.18,1,0.18,0,0,0,0,0.3,0.05,0.3,0.05,0.5,0.1,0.8,0.15,13,31,10,0.18,0.15
161,Erling Haaland,NOR,FW,Manchester City,24,2000,6,6,539,6.0,10,1.67,0,0.0,10,1.67,9,1.5,1,1,1,0,6.2,1.04,5.4,0.91,0.2,0.03,5.6,0.93,5,3,26,1.5,1.06
162,Lewis Hall,ENG,DF,Newcastle Utd,20,2004,6,3,339,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.4,0.11,0.4,0.11,12,23,10,0.0,0.11
163,Ali Al Hamadi,IRQ,FW,Ipswich Town,22,2002,3,0,35,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0,0,3,0.0,0.12
164,Marcus Harness,ENG,MF,Ipswich Town,28,1996,2,0,45,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0
165,Jack Harrison,ENG,FW,Everton,27,1996,6,4,368,4.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.8,0.19,0.8,0.19,0.9,0.21,1.7,0.41,9,8,25,0.0,0.41
166,Taylor Harwood-Bellis,ENG,DF,Southampton,22,2002,5,4,320,3.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.02,0.1,0.02,0.1,0.03,0.2,0.05,3,16,2,0.0,0.05
167,Kai Havertz,GER,"FW,MF",Arsenal,25,1999,6,6,540,6.0,3,0.5,1,0.17,4,0.67,3,0.5,0,0,0,0,3.6,0.59,3.6,0.59,0.7,0.12,4.3,0.71,10,16,32,0.67,0.71
168,Jan Paul van Hecke,NED,DF,Brighton,24,2000,5,5,450,5.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0,1,0,0.1,0.01,0.1,0.01,0.1,0.02,0.2,0.03,8,46,0,0.2,0.03
169,Hwang Hee-chan,KOR,"FW,MF",Wolves,28,1996,5,2,222,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.05,5,3,7,0.0,0.05
170,Dean Henderson,ENG,GK,Crystal Palace,27,1997,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
171,Mads Hermansen,DEN,GK,Leicester City,24,2000,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
172,Son Heung-min,KOR,FW,Tottenham,32,1992,5,5,449,5.0,2,0.4,2,0.4,4,0.8,2,0.4,0,0,0,0,1.4,0.28,1.4,0.28,1.7,0.34,3.1,0.62,19,29,64,0.8,0.62
173,Jack Hinshelwood,ENG,"DF,MF",Brighton,19,2005,6,6,517,5.7,1,0.17,0,0.0,1,0.17,1,0.17,0,0,1,0,0.3,0.06,0.3,0.06,0.2,0.04,0.6,0.1,8,23,26,0.17,0.1
174,George Hirst,ENG,FW,Ipswich Town,25,1999,3,0,51,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5,0.89,0.5,0.89,0.0,0.05,0.5,0.94,0,2,3,0.0,0.94
175,Mason Holgate,ENG,"FW,DF",Everton,27,1996,1,0,6,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
176,Callum Hudson-Odoi,ENG,FW,Nott'ham Forest,23,2000,6,4,400,4.4,1,0.23,0,0.0,1,0.23,1,0.23,0,0,1,0,0.6,0.13,0.6,0.13,0.7,0.15,1.3,0.28,27,16,34,0.23,0.28
177,Will Hughes,ENG,MF,Crystal Palace,29,1995,5,2,204,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.02,3,12,4,0.0,0.02
178,Dean Huijsen,ESP,DF,Bournemouth,19,2005,3,2,194,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.02,0.0,0.02,0.1,0.04,0.1,0.05,0,8,1,0.0,0.05
179,Omari Hutchinson,ENG,"MF,FW",Ipswich Town,20,2003,6,6,532,5.9,0,0.0,1,0.17,1,0.17,0,0.0,0,0,3,0,0.4,0.07,0.4,0.07,0.6,0.1,1.0,0.17,18,16,21,0.17,0.17
180,Rasmus Højlund,DEN,FW,Manchester Utd,21,2003,2,0,33,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0
181,Igor,BRA,DF,Brighton,26,1998,1,0,34,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0.0,0.0
182,Danny Ings,ENG,"FW,MF",West Ham,32,1992,3,0,31,0.3,1,2.9,0,0.0,1,2.9,1,2.9,0,0,0,0,0.5,1.44,0.5,1.44,0.0,0.0,0.5,1.44,0,0,2,2.9,1.44
183,Tim Iroegbunam,ENG,MF,Everton,21,2003,5,4,360,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.2,0.05,0.2,0.05,0.1,0.03,0.3,0.08,5,10,7,0.0,0.08
184,Andy Irving,SCO,MF,West Ham,24,2000,2,0,19,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0,2,0,0.0,0.16
185,Alexander Isak,SWE,FW,Newcastle Utd,25,1999,5,5,405,4.5,1,0.22,1,0.22,2,0.44,1,0.22,0,0,0,0,1.5,0.33,1.5,0.33,0.5,0.11,2.0,0.44,9,4,25,0.44,0.44
186,Alex Iwobi,NGA,FW,Fulham,28,1996,6,6,511,5.7,1,0.18,1,0.18,2,0.35,1,0.18,0,0,0,0,0.7,0.12,0.7,0.12,1.2,0.21,1.9,0.33,20,36,46,0.35,0.33
187,Nicolas Jackson,SEN,FW,Chelsea,23,2001,6,6,442,4.9,4,0.81,3,0.61,7,1.43,4,0.81,0,0,2,0,4.7,0.95,4.7,0.95,1.0,0.2,5.6,1.15,12,8,22,1.43,1.15
188,Vitaly Janelt,GER,"MF,DF",Brentford,26,1998,6,6,470,5.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.01,0.1,0.01,0.1,0.01,0.1,0.03,2,16,7,0.0,0.03
189,Daniel Jebbison,ENG,FW,Bournemouth,21,2003,2,0,28,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,1,0,1,0.0,0.07
190,Mathias Jensen,DEN,MF,Brentford,28,1996,3,3,238,2.6,0,0.0,1,0.38,1,0.38,0,0.0,0,0,1,0,0.1,0.04,0.1,0.04,0.7,0.28,0.8,0.32,1,12,11,0.38,0.32
191,Gabriel Jesus,BRA,"FW,MF",Arsenal,27,1997,4,0,22,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.43,0.1,0.43,0.0,0.0,0.1,0.43,2,0,1,0.0,0.43
192,Raúl Jiménez,MEX,FW,Fulham,33,1991,6,3,263,2.9,3,1.03,0,0.0,3,1.03,2,0.68,1,1,0,0,1.7,0.58,0.9,0.31,0.2,0.06,1.1,0.37,3,4,12,0.68,0.64
193,João Pedro,BRA,"MF,FW",Brighton,23,2001,4,3,281,3.1,2,0.64,0,0.0,2,0.64,2,0.64,0,0,1,0,0.8,0.27,0.8,0.27,0.2,0.07,1.1,0.34,14,14,16,0.64,0.34
194,Joelinton,BRA,MF,Newcastle Utd,28,1996,6,6,478,5.3,1,0.19,0,0.0,1,0.19,1,0.19,0,0,4,0,0.8,0.15,0.8,0.15,0.1,0.03,1.0,0.18,3,18,16,0.19,0.18
195,Ben Johnson,ENG,"DF,FW",Ipswich Town,24,2000,3,1,133,1.5,0,0.0,1,0.68,1,0.68,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,0.2,2,3,3,0.68,0.2
196,Brennan Johnson,WAL,FW,Tottenham,23,2001,6,5,423,4.7,2,0.43,0,0.0,2,0.43,2,0.43,0,0,1,0,2.3,0.48,2.3,0.48,0.4,0.09,2.7,0.56,25,16,61,0.43,0.56
197,Sam Johnstone,ENG,GK,Wolves,31,1993,4,4,360,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0,0,0,0.0,0.01
198,Curtis Jones,ENG,MF,Liverpool,23,2001,3,0,64,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.32,0.2,0.32,0.0,0.0,0.2,0.32,1,3,1,0.0,0.32
199,Jorginho,ITA,MF,Arsenal,32,1991,1,1,90,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0
200,Diogo Jota,POR,FW,Liverpool,27,1996,5,5,373,4.1,1,0.24,2,0.48,3,0.72,1,0.24,0,0,1,0,1.9,0.46,1.9,0.46,0.8,0.19,2.7,0.65,9,5,23,0.72,0.65
201,James Justin,ENG,DF,Leicester City,26,1998,6,6,540,6.0,2,0.33,0,0.0,2,0.33,2,0.33,0,0,0,0,0.4,0.06,0.4,0.06,0.0,0.0,0.4,0.06,4,8,6,0.33,0.06
202,Ferdi Kadioglu,TUR,DF,Brighton,24,1999,2,1,93,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.03,0.0,0.03,0.1,0.11,0.1,0.13,1,8,8,0.0,0.13
203,Daichi Kamada,JPN,MF,Crystal Palace,28,1996,6,4,362,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.06,0.2,0.06,0.2,0.04,0.4,0.1,10,24,21,0.0,0.1
204,Michael Keane,ENG,DF,Everton,31,1993,5,5,450,5.0,1,0.2,0,0.0,1,0.2,1,0.2,0,0,2,0,0.3,0.05,0.3,0.05,0.1,0.01,0.3,0.07,0,8,0,0.2,0.07
205,Caoimhín Kelleher,IRL,GK,Liverpool,25,1998,1,1,90,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
206,Lloyd Kelly,ENG,DF,Newcastle Utd,25,1998,5,3,205,2.3,0,0.0,1,0.44,1,0.44,0,0.0,0,0,1,0,0.2,0.08,0.2,0.08,0.5,0.2,0.6,0.28,0,6,2,0.44,0.28
207,Milos Kerkez,HUN,DF,Bournemouth,20,2003,5,5,425,4.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.02,0.0,0.01,0.2,0.03,0.2,0.04,10,20,14,0.0,0.05
208,Bilal El Khannouss,MAR,MF,Leicester City,20,2004,3,1,79,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.04,0.0,0.04,0.1,0.07,0.1,0.11,4,8,3,0.0,0.11
209,Max Kilman,ENG,DF,West Ham,27,1997,6,6,540,6.0,0,0.0,1,0.17,1,0.17,0,0.0,0,0,3,0,0.3,0.05,0.3,0.05,0.2,0.04,0.5,0.09,7,34,1,0.17,0.09
210,Jakub Kiwior,POL,DF,Arsenal,24,2000,1,0,17,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
211,Justin Kluivert,NED,"MF,FW",Bournemouth,25,1999,5,4,308,3.4,0,0.0,1,0.29,1,0.29,0,0.0,0,0,3,0,0.6,0.16,0.6,0.16,0.8,0.23,1.4,0.4,9,13,25,0.29,0.4
212,Ibrahima Konaté,FRA,DF,Liverpool,25,1999,6,5,479,5.3,1,0.19,1,0.19,2,0.38,1,0.19,0,0,2,0,0.4,0.07,0.4,0.07,0.2,0.03,0.6,0.11,3,21,0,0.38,0.11
213,Ezri Konsa,ENG,DF,Aston Villa,26,1997,6,6,540,6.0,1,0.17,0,0.0,1,0.17,1,0.17,0,0,0,0,0.3,0.05,0.3,0.05,0.0,0.0,0.3,0.05,8,24,4,0.17,0.05
214,Mateo Kovačić,CRO,MF,Manchester City,30,1994,6,5,434,4.8,1,0.21,0,0.0,1,0.21,1,0.21,0,0,2,0,0.4,0.08,0.4,0.08,0.3,0.06,0.6,0.13,18,27,5,0.21,0.13
215,Emil Krafth,SWE,DF,Newcastle Utd,30,1994,3,2,241,2.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.01,0.0,0.01,0.1,0.03,0.1,0.05,0,1,0,0.0,0.05
216,Mohammed Kudus,GHA,"FW,MF",West Ham,24,2000,6,6,493,5.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.6,0.11,0.6,0.11,0.7,0.14,1.3,0.25,31,13,48,0.0,0.25
217,Dejan Kulusevski,SWE,"MF,FW",Tottenham,24,2000,6,5,438,4.9,1,0.21,1,0.21,2,0.41,1,0.21,0,0,1,0,1.1,0.22,1.1,0.22,1.8,0.36,2.8,0.58,22,29,41,0.41,0.58
218,Maxence Lacroix,FRA,DF,Crystal Palace,24,2000,3,3,270,3.0,0,0.0,1,0.33,1,0.33,0,0.0,0,0,1,0,0.2,0.06,0.2,0.06,0.2,0.08,0.4,0.14,1,5,0,0.33,0.14
219,Adam Lallana,ENG,MF,Southampton,36,1988,3,1,95,1.1,0,0.0,2,1.89,2,1.89,0,0.0,0,0,1,0,0.1,0.09,0.1,0.09,0.8,0.76,0.9,0.85,1,6,1,1.89,0.85
220,Roméo Lavia,BEL,MF,Chelsea,20,2004,2,1,78,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,0.55,0.5,0.55,0,2,2,0.0,0.55
221,Mario Lemina,GAB,"MF,FW",Wolves,31,1993,6,6,539,6.0,1,0.17,1,0.17,2,0.33,1,0.17,0,0,2,0,0.8,0.13,0.8,0.13,0.2,0.04,1.0,0.17,3,17,9,0.33,0.17
222,Bernd Leno,GER,GK,Fulham,32,1992,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
223,Jefferson Lerma,COL,"MF,DF",Crystal Palace,29,1994,4,2,214,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.03,0.1,0.03,0.8,0.32,0.8,0.35,2,17,7,0.0,0.35
224,Rico Lewis,ENG,"MF,DF",Manchester City,19,2004,5,5,395,4.4,0,0.0,1,0.23,1,0.23,0,0.0,0,0,0,0,0.6,0.14,0.6,0.14,0.1,0.02,0.7,0.17,10,13,25,0.23,0.17
225,Keane Lewis-Potter,ENG,"DF,MF",Brentford,23,2001,6,4,368,4.1,0,0.0,1,0.24,1,0.24,0,0.0,0,0,1,0,0.1,0.03,0.1,0.03,0.1,0.03,0.3,0.06,3,13,22,0.24,0.06
226,Myles Lewis-Skelly,ENG,DF,Arsenal,18,2006,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
227,Matthijs de Ligt,NED,DF,Manchester Utd,25,1999,6,4,356,4.0,1,0.25,0,0.0,1,0.25,1,0.25,0,0,1,0,1.1,0.28,1.1,0.28,0.0,0.0,1.1,0.29,0,6,0,0.25,0.29
228,Jesper Lindstrøm,DEN,FW,Everton,24,2000,4,2,149,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5,0.31,0.5,0.31,0.5,0.33,1.1,0.64,3,2,10,0.0,0.64
229,Valentino Livramento,ENG,DF,Newcastle Utd,21,2002,6,4,330,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.02,0.1,0.02,2,3,7,0.0,0.02
230,Sean Longstaff,ENG,MF,Newcastle Utd,26,1997,5,4,285,3.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.07,0.2,0.07,0.0,0.01,0.2,0.07,1,9,6,0.0,0.07
