Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_total,Att_total,Cmp%_total,TotDist_total,PrgDist_total,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
139,Cody Gakpo,NED,FW,Liverpool,25,1999,1.4,37,49,75.5,439,53,26,28,92.9,10,17,58.8,0,2,0.0,0,0.3,0.1,-0.3,3,1,1,0,1
140,Idrissa Gana Gueye,SEN,MF,Everton,35,1989,3.8,102,118,86.4,1706,377,52,56,92.9,39,42,92.9,10,16,62.5,0,0.0,0.1,0.0,0,12,2,0,15
141,Alejandro Garnacho,ARG,FW,Manchester Utd,20,2004,3.6,90,113,79.6,1389,220,52,58,89.7,30,33,90.9,5,9,55.6,1,0.4,0.4,0.6,6,4,2,1,6
142,James Garner,ENG,"DF,MF",Everton,23,2001,1.8,46,68,67.6,762,391,19,25,76.0,22,30,73.3,4,8,50.0,0,0.0,0.1,0.0,1,4,1,1,3
143,Morgan Gibbs-White,ENG,MF,Nott'ham Forest,24,2000,4.8,135,181,74.6,2029,657,81,98,82.7,39,49,79.6,11,20,55.0,0,0.8,0.9,-0.8,11,21,6,0,25
144,Billy Gilmour,SCO,MF,Brighton,23,2001,1.1,58,67,86.6,980,346,36,38,94.7,18,22,81.8,4,7,57.1,0,0.0,0.0,0.0,0,12,2,0,11
145,João Gomes,BRA,MF,Wolves,23,2001,5.5,209,240,87.1,3098,741,133,145,91.7,61,69,88.4,10,14,71.4,0,0.0,0.1,0.0,0,20,1,0,23
146,Rodrigo Gomes,POR,"FW,MF",Wolves,21,2003,1.3,15,30,50.0,187,25,11,16,68.8,4,10,40.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1
147,Toti Gomes,POR,DF,Wolves,25,1999,4.0,166,189,87.8,2990,912,58,63,92.1,95,100,95.0,12,15,80.0,1,0.5,0.2,0.5,1,10,0,0,8
148,Joe Gomez,ENG,DF,Liverpool,27,1997,0.0,3,3,100.0,68,0,0,0,0.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
149,Anthony Gordon,ENG,FW,Newcastle Utd,23,2001,5.6,129,177,72.9,1854,557,78,89,87.6,39,51,76.5,7,19,36.8,0,1.0,1.4,-1.0,14,9,10,8,4
150,Ryan Gravenberch,NED,MF,Liverpool,22,2002,6.0,355,399,89.0,5294,1605,205,223,91.9,128,141,90.8,14,21,66.7,0,0.2,0.7,-0.2,2,39,7,0,43
151,Archie Gray,ENG,"MF,DF",Tottenham,18,2006,0.4,35,40,87.5,455,139,26,27,96.3,8,10,80.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,2
152,Jack Grealish,ENG,FW,Manchester City,29,1995,3.0,129,147,87.8,1847,228,89,98,90.8,34,37,91.9,5,5,100.0,1,0.9,0.8,0.1,11,3,6,0,12
153,Jacob Greaves,ENG,DF,Ipswich Town,24,2000,6.0,226,258,87.6,3731,1378,111,119,93.3,106,113,93.8,8,21,38.1,0,0.0,0.0,0.0,0,10,0,0,11
154,Gonçalo Guedes,POR,"FW,MF",Wolves,27,1996,0.5,6,11,54.5,102,18,3,6,50.0,3,4,75.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
155,Marc Guéhi,ENG,DF,Crystal Palace,24,2000,6.0,318,368,86.4,6644,2755,97,106,91.5,176,190,92.6,44,68,64.7,0,0.0,0.2,0.0,3,24,3,0,21
156,Bruno Guimarães,BRA,MF,Newcastle Utd,26,1997,6.0,234,288,81.3,4081,1458,112,127,88.2,89,100,89.0,27,44,61.4,1,0.2,0.6,0.8,4,33,11,1,38
157,Marc Guiu,ESP,FW,Chelsea,18,2006,0.3,3,4,75.0,32,0,3,3,100.0,0,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
158,İlkay Gündoğan,GER,MF,Manchester City,33,1990,3.2,167,186,89.8,2282,363,109,113,96.5,45,50,90.0,8,15,53.3,0,0.7,0.8,-0.7,9,6,7,0,20
159,Malo Gusto,FRA,DF,Chelsea,21,2003,3.8,153,179,85.5,2480,551,75,81,92.6,63,74,85.1,10,12,83.3,0,0.1,0.1,-0.1,1,10,2,0,8
160,Joško Gvardiol,CRO,DF,Manchester City,22,2002,5.5,335,363,92.3,5242,1485,171,181,94.5,147,155,94.8,13,17,76.5,0,0.5,0.8,-0.5,3,27,4,0,31
161,Erling Haaland,NOR,FW,Manchester City,24,2000,6.0,38,63,60.3,438,75,26,43,60.5,10,13,76.9,0,1,0.0,0,0.2,0.3,-0.2,2,2,1,0,3
162,Lewis Hall,ENG,DF,Newcastle Utd,20,2004,3.8,192,238,80.7,3081,1370,105,119,88.2,74,92,80.4,10,21,47.6,0,0.4,0.3,-0.4,5,17,1,0,23
163,Ali Al Hamadi,IRQ,FW,Ipswich Town,22,2002,0.4,3,4,75.0,36,0,3,4,75.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,0
164,Marcus Harness,ENG,MF,Ipswich Town,28,1996,0.5,10,16,62.5,89,23,9,11,81.8,0,1,0.0,0,1,0.0,0,0.0,0.1,0.0,0,0,2,0,2
165,Jack Harrison,ENG,FW,Everton,27,1996,4.1,72,99,72.7,910,328,50,59,84.7,17,22,77.3,1,8,12.5,0,0.9,0.5,-0.9,7,7,5,1,8
166,Taylor Harwood-Bellis,ENG,DF,Southampton,22,2002,3.6,280,317,88.3,4622,1368,126,134,94.0,137,149,91.9,13,25,52.0,0,0.1,0.1,-0.1,3,32,2,0,16
167,Kai Havertz,GER,"FW,MF",Arsenal,25,1999,6.0,96,128,75.0,1211,281,67,86,77.9,24,31,77.4,2,4,50.0,1,0.7,0.2,0.3,4,2,4,1,16
168,Jan Paul van Hecke,NED,DF,Brighton,24,2000,5.0,390,426,91.5,7736,2934,134,146,91.8,208,217,95.9,46,53,86.8,1,0.1,0.1,0.9,1,38,0,0,46
169,Hwang Hee-chan,KOR,"FW,MF",Wolves,28,1996,2.5,45,55,81.8,643,135,32,37,86.5,11,13,84.6,2,2,100.0,0,0.1,0.2,-0.1,2,2,3,2,3
170,Dean Henderson,ENG,GK,Crystal Palace,27,1997,6.0,125,182,68.7,2778,1814,39,39,100.0,62,62,100.0,21,78,26.9,0,0.0,0.0,0.0,0,0,0,0,0
171,Mads Hermansen,DEN,GK,Leicester City,24,2000,6.0,146,212,68.9,3872,2903,36,37,97.3,64,69,92.8,46,103,44.7,0,0.0,0.0,0.0,0,4,0,0,0
172,Son Heung-min,KOR,FW,Tottenham,32,1992,5.0,179,214,83.6,2605,532,106,115,92.2,52,57,91.2,11,16,68.8,2,1.7,1.1,0.3,13,9,16,1,29
173,Jack Hinshelwood,ENG,"DF,MF",Brighton,19,2005,5.7,267,333,80.2,4030,1047,157,174,90.2,84,101,83.2,21,46,45.7,0,0.2,0.6,-0.2,6,14,4,0,23
174,George Hirst,ENG,FW,Ipswich Town,25,1999,0.6,6,9,66.7,64,29,4,4,100.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,2
175,Mason Holgate,ENG,"FW,DF",Everton,27,1996,0.1,2,2,100.0,55,0,0,0,0.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
176,Callum Hudson-Odoi,ENG,FW,Nott'ham Forest,23,2000,4.4,108,143,75.5,1666,334,59,69,85.5,39,48,81.3,8,16,50.0,0,0.7,0.7,-0.7,9,2,7,1,16
177,Will Hughes,ENG,MF,Crystal Palace,29,1995,2.3,102,124,82.3,1536,478,52,56,92.9,39,43,90.7,5,12,41.7,0,0.0,0.1,0.0,1,8,1,0,12
178,Dean Huijsen,ESP,DF,Bournemouth,19,2005,2.2,113,132,85.6,2231,923,34,35,97.1,67,78,85.9,12,17,70.6,0,0.1,0.0,-0.1,3,6,0,0,8
179,Omari Hutchinson,ENG,"MF,FW",Ipswich Town,20,2003,5.9,122,160,76.3,1980,366,66,72,91.7,42,54,77.8,12,16,75.0,1,0.6,0.3,0.4,4,8,5,2,16
180,Rasmus Højlund,DEN,FW,Manchester Utd,21,2003,0.4,3,5,60.0,19,5,2,3,66.7,0,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
181,Igor,BRA,DF,Brighton,26,1998,0.4,36,37,97.3,628,260,15,15,100.0,19,19,100.0,2,3,66.7,0,0.0,0.0,0.0,0,7,0,0,5
182,Danny Ings,ENG,"FW,MF",West Ham,32,1992,0.3,4,13,30.8,35,13,4,5,80.0,0,4,0.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
183,Tim Iroegbunam,ENG,MF,Everton,21,2003,4.0,67,94,71.3,1154,430,31,41,75.6,23,30,76.7,10,13,76.9,0,0.1,0.1,-0.1,2,7,1,0,10
184,Andy Irving,SCO,MF,West Ham,24,2000,0.2,22,22,100.0,345,79,13,13,100.0,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,4,0,0,2
185,Alexander Isak,SWE,FW,Newcastle Utd,25,1999,4.5,50,70,71.4,708,101,28,35,80.0,18,19,94.7,0,1,0.0,1,0.5,0.3,0.5,4,2,1,0,4
186,Alex Iwobi,NGA,FW,Fulham,28,1996,5.7,175,231,75.8,2888,875,96,101,95.0,65,90,72.2,13,25,52.0,1,1.2,1.1,-0.2,12,16,19,2,36
187,Nicolas Jackson,SEN,FW,Chelsea,23,2001,4.9,64,87,73.6,911,220,35,46,76.1,22,29,75.9,3,5,60.0,3,1.0,0.2,2.0,7,4,1,0,8
188,Vitaly Janelt,GER,"MF,DF",Brentford,26,1998,5.2,190,219,86.8,3322,928,90,99,90.9,81,88,92.0,15,24,62.5,0,0.1,0.2,-0.1,2,15,5,2,16
189,Daniel Jebbison,ENG,FW,Bournemouth,21,2003,0.3,3,5,60.0,38,6,3,4,75.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,0
190,Mathias Jensen,DEN,MF,Brentford,28,1996,2.6,80,113,70.8,1437,588,37,46,80.4,29,40,72.5,11,21,52.4,1,0.7,0.5,0.3,6,8,4,2,12
191,Gabriel Jesus,BRA,"FW,MF",Arsenal,27,1997,0.2,6,6,100.0,50,0,5,5,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
192,Raúl Jiménez,MEX,FW,Fulham,33,1991,2.9,38,51,74.5,584,80,18,24,75.0,11,14,78.6,4,4,100.0,0,0.2,0.1,-0.2,2,3,0,0,4
193,João Pedro,BRA,"MF,FW",Brighton,23,2001,3.1,75,99,75.8,1177,346,44,59,74.6,23,29,79.3,6,6,100.0,0,0.2,0.3,-0.2,3,6,7,2,14
194,Joelinton,BRA,MF,Newcastle Utd,28,1996,5.3,159,198,80.3,2256,584,99,118,83.9,50,57,87.7,6,12,50.0,0,0.1,0.3,-0.1,4,15,2,0,18
195,Ben Johnson,ENG,"DF,FW",Ipswich Town,24,2000,1.5,25,37,67.6,447,280,12,19,63.2,10,12,83.3,3,4,75.0,1,0.3,0.2,0.7,1,1,1,1,3
196,Brennan Johnson,WAL,FW,Tottenham,23,2001,4.7,103,139,74.1,1300,333,63,76,82.9,32,41,78.0,3,6,50.0,0,0.4,0.4,-0.4,4,5,13,2,16
197,Sam Johnstone,ENG,GK,Wolves,31,1993,4.0,109,157,69.4,3167,2296,18,19,94.7,53,55,96.4,37,80,46.3,0,0.0,0.0,0.0,1,1,0,0,0
198,Curtis Jones,ENG,MF,Liverpool,23,2001,0.7,31,35,88.6,414,97,22,22,100.0,8,10,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,2,0,3
199,Jorginho,ITA,MF,Arsenal,32,1991,1.0,19,24,79.2,348,109,5,8,62.5,11,11,100.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,1
200,Diogo Jota,POR,FW,Liverpool,27,1996,4.1,55,81,67.9,840,223,25,37,67.6,20,25,80.0,4,6,66.7,2,0.8,0.3,1.2,3,5,2,1,5
201,James Justin,ENG,DF,Leicester City,26,1998,6.0,181,228,79.4,2714,899,97,113,85.8,74,85,87.1,5,19,26.3,0,0.0,0.0,0.0,1,12,2,2,8
202,Ferdi Kadioglu,TUR,DF,Brighton,24,1999,1.0,46,56,82.1,901,325,18,20,90.0,22,27,81.5,6,7,85.7,0,0.1,0.1,-0.1,3,5,3,1,8
203,Daichi Kamada,JPN,MF,Crystal Palace,28,1996,4.0,148,190,77.9,2426,612,75,88,85.2,61,76,80.3,9,14,64.3,0,0.2,0.2,-0.2,6,14,3,0,24
204,Michael Keane,ENG,DF,Everton,31,1993,5.0,131,166,78.9,3136,1108,40,46,87.0,55,61,90.2,36,48,75.0,0,0.1,0.0,-0.1,1,11,0,0,8
205,Caoimhín Kelleher,IRL,GK,Liverpool,25,1998,1.0,40,44,90.9,787,468,13,13,100.0,23,23,100.0,4,7,57.1,0,0.0,0.0,0.0,0,0,0,0,0
206,Lloyd Kelly,ENG,DF,Newcastle Utd,25,1998,2.3,76,93,81.7,1368,477,33,35,94.3,37,42,88.1,5,12,41.7,1,0.5,0.1,0.5,1,5,1,1,6
207,Milos Kerkez,HUN,DF,Bournemouth,20,2003,4.7,149,201,74.1,2499,904,78,90,86.7,57,73,78.1,12,31,38.7,0,0.2,0.2,-0.2,4,7,4,3,20
208,Bilal El Khannouss,MAR,MF,Leicester City,20,2004,0.9,48,56,85.7,707,166,30,30,100.0,8,11,72.7,6,8,75.0,0,0.1,0.0,-0.1,2,6,2,0,8
209,Max Kilman,ENG,DF,West Ham,27,1997,6.0,277,316,87.7,5483,2036,87,95,91.6,159,170,93.5,29,45,64.4,1,0.2,0.1,0.8,5,28,2,0,34
210,Jakub Kiwior,POL,DF,Arsenal,24,2000,0.2,2,2,100.0,25,21,1,1,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
211,Justin Kluivert,NED,"MF,FW",Bournemouth,25,1999,3.4,61,92,66.3,1041,242,29,42,69.0,27,34,79.4,5,6,83.3,1,0.8,0.5,0.2,6,3,4,1,13
212,Ibrahima Konaté,FRA,DF,Liverpool,25,1999,5.3,370,408,90.7,6519,2680,151,159,95.0,202,210,96.2,16,36,44.4,1,0.2,0.1,0.8,2,26,3,0,21
213,Ezri Konsa,ENG,DF,Aston Villa,26,1997,6.0,310,333,93.1,5186,1504,124,127,97.6,172,178,96.6,8,17,47.1,0,0.0,0.1,0.0,1,32,0,0,24
214,Mateo Kovačić,CRO,MF,Manchester City,30,1994,4.8,376,397,94.7,5695,1435,214,221,96.8,143,149,96.0,15,20,75.0,0,0.3,0.6,-0.3,8,42,5,0,27
215,Emil Krafth,SWE,DF,Newcastle Utd,30,1994,2.7,59,74,79.7,1018,485,26,33,78.8,29,33,87.9,4,6,66.7,0,0.1,0.0,-0.1,1,3,0,0,1
216,Mohammed Kudus,GHA,"FW,MF",West Ham,24,2000,5.5,112,144,77.8,1912,285,58,69,84.1,42,46,91.3,11,18,61.1,0,0.7,0.8,-0.7,4,7,3,3,13
217,Dejan Kulusevski,SWE,"MF,FW",Tottenham,24,2000,4.9,132,175,75.4,1937,703,80,93,86.0,38,48,79.2,9,20,45.0,1,1.8,1.0,-0.8,20,12,12,0,29
218,Maxence Lacroix,FRA,DF,Crystal Palace,24,2000,3.0,139,176,79.0,2859,1186,52,62,83.9,65,76,85.5,21,34,61.8,1,0.2,0.2,0.8,2,11,0,0,5
219,Adam Lallana,ENG,MF,Southampton,36,1988,1.1,60,69,87.0,821,235,39,43,90.7,17,18,94.4,1,4,25.0,2,0.8,0.1,1.2,2,4,2,0,6
220,Roméo Lavia,BEL,MF,Chelsea,20,2004,0.9,47,49,95.9,846,247,18,19,94.7,26,26,100.0,2,3,66.7,0,0.5,0.2,-0.5,1,3,1,0,2
221,Mario Lemina,GAB,"MF,FW",Wolves,31,1993,6.0,170,210,81.0,3251,981,58,71,81.7,89,100,89.0,20,27,74.1,1,0.2,0.7,0.8,3,12,8,3,17
222,Bernd Leno,GER,GK,Fulham,32,1992,6.0,176,227,77.5,4245,2389,32,33,97.0,108,109,99.1,34,83,41.0,0,0.0,0.0,0.0,0,2,0,0,0
223,Jefferson Lerma,COL,"MF,DF",Crystal Palace,29,1994,2.4,120,152,78.9,2204,744,55,64,85.9,55,64,85.9,10,22,45.5,0,0.8,0.4,-0.8,3,15,2,0,17
224,Rico Lewis,ENG,"MF,DF",Manchester City,19,2004,4.4,200,227,88.1,2764,417,132,148,89.2,61,64,95.3,6,8,75.0,1,0.1,0.2,0.9,2,16,3,0,13
225,Keane Lewis-Potter,ENG,"DF,MF",Brentford,23,2001,4.1,87,113,77.0,1489,330,49,57,86.0,27,32,84.4,10,15,66.7,1,0.1,0.3,0.9,2,6,6,2,13
226,Myles Lewis-Skelly,ENG,DF,Arsenal,18,2006,0.0,1,1,100.0,15,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
227,Matthijs de Ligt,NED,DF,Manchester Utd,25,1999,4.0,223,249,89.6,4022,945,73,80,91.3,138,143,96.5,11,23,47.8,0,0.0,0.0,0.0,1,7,0,0,6
228,Jesper Lindstrøm,DEN,FW,Everton,24,2000,1.7,35,51,68.6,449,138,27,30,90.0,5,10,50.0,2,5,40.0,0,0.5,0.5,-0.5,3,1,0,0,2
229,Valentino Livramento,ENG,DF,Newcastle Utd,21,2002,3.7,112,145,77.2,1672,582,66,76,86.8,42,52,80.8,4,12,33.3,0,0.1,0.0,-0.1,1,3,0,0,3
230,Sean Longstaff,ENG,MF,Newcastle Utd,26,1997,3.2,82,99,82.8,1155,250,49,57,86.0,29,30,96.7,3,5,60.0,0,0.0,0.0,0.0,1,3,0,0,9
231,Saša Lukić,SRB,MF,Fulham,28,1996,5.1,223,243,91.8,3500,842,104,112,92.9,102,108,94.4,11,12,91.7,0,0.3,0.2,-0.3,3,15,4,1,20
232,Massimo Luongo,AUS,MF,Ipswich Town,32,1992,1.6,32,45,71.1,454,120,19,22,86.4,9,14,64.3,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,4
233,Ian Maatsen,NED,"DF,MF",Aston Villa,22,2002,1.3,62,77,80.5,976,310,27,34,79.4,28,30,93.3,4,6,66.7,0,0.8,0.5,-0.8,5,2,6,1,8
234,Alexis Mac Allister,ARG,MF,Liverpool,25,1998,5.7,268,303,88.4,4249,1267,139,153,90.8,106,113,93.8,15,20,75.0,0,0.9,1.2,-0.9,7,27,7,1,35
235,James Maddison,ENG,MF,Tottenham,27,1996,5.3,296,369,80.2,4911,1488,148,163,90.8,111,133,83.5,28,57,49.1,2,1.4,2.9,0.6,13,34,13,4,49
236,Noni Madueke,ENG,FW,Chelsea,22,2002,4.3,76,99,76.8,1157,222,39,48,81.3,29,34,85.3,2,4,50.0,0,0.5,0.2,-0.5,3,1,2,0,7
237,Gabriel Magalhães,BRA,DF,Arsenal,26,1997,6.0,280,316,88.6,5114,1467,119,124,96.0,136,150,90.7,23,35,65.7,0,0.3,0.1,-0.3,2,19,2,0,19
238,Harry Maguire,ENG,DF,Manchester Utd,31,1993,2.2,134,152,88.2,2193,745,56,59,94.9,68,77,88.3,5,10,50.0,0,0.0,0.0,0.0,1,8,1,0,10
239,Kobbie Mainoo,ENG,MF,Manchester Utd,19,2005,5.4,219,248,88.3,2901,859,140,150,93.3,55,65,84.6,9,9,100.0,0,0.6,0.4,-0.6,2,22,4,0,20
240,Orel Mangala,BEL,MF,Everton,26,1998,2.2,79,91,86.8,1274,389,40,44,90.9,34,38,89.5,4,5,80.0,0,0.1,0.1,-0.1,1,5,2,0,12
241,Gabriel Martinelli,BRA,"MF,FW",Arsenal,23,2001,4.5,84,114,73.7,1260,247,56,67,83.6,20,29,69.0,6,8,75.0,2,1.6,1.3,0.4,11,2,6,4,6
242,Emiliano Martínez,ARG,GK,Aston Villa,32,1992,6.0,167,205,81.5,4799,2993,22,22,100.0,93,95,97.9,52,87,59.8,0,0.0,0.0,0.0,0,5,0,0,0
243,Lisandro Martínez,ARG,DF,Manchester Utd,26,1998,5.8,382,420,91.0,6688,2475,146,152,96.1,217,230,94.3,17,33,51.5,0,0.1,0.3,-0.1,2,21,3,0,29
244,Pape Matar Sarr,SEN,MF,Tottenham,22,2002,2.3,123,148,83.1,1864,378,74,84,88.1,41,48,85.4,7,9,77.8,1,1.0,0.2,0.0,3,17,1,1,10
245,Jean-Philippe Mateta,FRA,FW,Crystal Palace,27,1997,4.8,47,74,63.5,617,167,32,42,76.2,9,16,56.3,2,7,28.6,0,0.4,0.3,-0.4,4,4,2,0,7
246,Stephy Mavididi,ENG,FW,Leicester City,26,1998,3.4,74,98,75.5,1004,274,40,44,90.9,24,33,72.7,1,3,33.3,0,0.3,1.0,-0.3,4,3,5,0,11
247,Konstantinos Mavropanos,GRE,DF,West Ham,26,1997,5.5,223,273,81.7,4263,1257,84,93,90.3,117,135,86.7,20,37,54.1,0,0.0,0.3,0.0,0,14,1,1,13
248,Noussair Mazraoui,MAR,DF,Manchester Utd,26,1997,5.7,280,335,83.6,4269,1660,158,181,87.3,110,124,88.7,8,17,47.1,1,0.1,0.5,0.9,3,28,2,0,31
249,Bryan Mbeumo,CMR,FW,Brentford,25,1999,6.0,141,199,70.9,2112,613,79,93,84.9,49,60,81.7,9,29,31.0,0,1.3,1.7,-1.3,11,5,9,2,16
250,James Mcatee,ENG,FW,Manchester City,21,2002,0.0,4,4,100.0,45,18,3,3,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
251,Kasey McAteer,IRL,"DF,FW",Leicester City,22,2001,0.1,7,13,53.8,97,14,5,8,62.5,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0
252,Alex McCarthy,ENG,GK,Southampton,34,1989,2.0,46,53,86.8,923,609,18,20,90.0,19,20,95.0,8,12,66.7,0,0.0,0.0,0.0,0,1,0,0,0
253,John McGinn,SCO,"FW,MF",Aston Villa,29,1994,3.9,94,120,78.3,1647,380,39,43,90.7,46,52,88.5,8,16,50.0,0,0.1,0.5,-0.1,1,6,3,0,13
254,Dwight McNeil,ENG,"MF,FW",Everton,24,1999,5.9,166,233,71.2,3349,1264,67,80,83.8,64,79,81.0,31,54,57.4,2,2.4,3.0,-0.4,20,13,13,3,28
255,Scott McTominay,SCO,MF,Manchester Utd,27,1996,0.2,10,10,100.0,186,99,5,5,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1
256,Ben Mee,ENG,DF,Brentford,35,1989,0.0,1,2,50.0,33,0,0,0,0.0,0,0,0.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
257,Nikola Milenković,SRB,DF,Nott'ham Forest,26,1997,5.0,144,157,91.7,2793,1022,52,53,98.1,73,80,91.3,18,21,85.7,0,0.0,0.0,0.0,2,9,0,0,7
258,James Milner,ENG,MF,Brighton,38,1986,1.9,55,73,75.3,899,347,26,28,92.9,23,30,76.7,4,10,40.0,0,0.2,0.2,-0.2,4,3,1,1,10
259,Yankuba Minteh,GAM,"FW,MF",Brighton,20,2004,3.6,65,110,59.1,1021,401,35,48,72.9,22,34,64.7,5,13,38.5,1,1.5,1.2,-0.5,8,5,8,3,11
260,Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,25,1999,6.0,221,305,72.5,3462,1335,119,139,85.6,89,123,72.4,9,25,36.0,1,1.3,0.9,-0.3,9,17,8,6,19
261,Kaoru Mitoma,JPN,"FW,MF",Brighton,27,1997,5.9,153,207,73.9,1980,394,105,121,86.8,35,54,64.8,6,12,50.0,1,1.4,1.1,-0.4,7,8,5,2,17
262,Mikey Moore,ENG,FW,Tottenham,17,2007,0.2,2,3,66.7,10,5,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
263,Morato,BRA,DF,Nott'ham Forest,23,2001,0.3,2,6,33.3,44,7,1,1,100.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
264,Álex Moreno,ESP,DF,Nott'ham Forest,31,1993,2.3,48,81,59.3,683,226,31,34,91.2,14,29,48.3,1,10,10.0,0,0.0,0.0,0.0,0,3,1,0,4
265,Sam Morsy,EGY,MF,Ipswich Town,33,1991,5.9,247,282,87.6,3854,1137,133,140,95.0,94,103,91.3,13,20,65.0,0,0.1,0.5,-0.1,4,32,2,1,26
266,Yerson Mosquera,COL,DF,Wolves,23,2001,4.9,205,240,85.4,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,0,0.1,0.0,-0.1,2,16,1,1,7
267,Mason Mount,ENG,"MF,FW",Manchester Utd,25,1999,1.6,32,44,72.7,408,109,20,24,83.3,10,14,71.4,0,3,0.0,0,0.1,0.0,-0.1,4,3,0,0,4
268,Mykhailo Mudryk,UKR,FW,Chelsea,23,2001,0.9,11,20,55.0,197,100,5,10,50.0,5,8,62.5,1,1,100.0,0,0.5,0.2,-0.5,1,2,1,0,5
269,Rodrigo Muniz,BRA,FW,Fulham,23,2001,3.1,22,31,71.0,395,141,11,15,73.3,7,10,70.0,4,4,100.0,1,0.5,0.0,0.5,5,5,1,0,8
270,Daniel Muñoz,COL,"DF,MF",Crystal Palace,28,1996,5.9,247,310,79.7,3797,876,134,157,85.4,100,118,84.7,9,20,45.0,0,0.3,0.4,-0.3,6,12,2,1,18
271,Arijanet Muric,KVX,GK,Ipswich Town,25,1998,5.0,129,175,73.7,2921,2034,46,46,100.0,58,60,96.7,25,68,36.8,0,0.0,0.0,0.0,0,4,0,0,0
272,Murillo,BRA,DF,Nott'ham Forest,22,2002,6.0,190,242,78.5,3594,1574,81,88,92.0,85,98,86.7,20,46,43.5,0,0.4,0.3,-0.4,3,19,1,0,15
273,Jacob Murphy,ENG,FW,Newcastle Utd,29,1995,3.8,92,131,70.2,1569,586,52,64,81.3,32,41,78.0,8,18,44.4,2,1.3,1.1,0.7,6,14,5,0,21
274,Vitaliy Mykolenko,UKR,DF,Everton,25,1999,4.3,107,143,74.8,1756,676,47,54,87.0,51,65,78.5,5,16,31.3,0,0.1,0.2,-0.1,2,10,3,2,12
275,Iliman Ndiaye,SEN,FW,Everton,24,2000,4.4,95,115,82.6,1433,344,57,65,87.7,31,34,91.2,4,7,57.1,0,0.4,0.2,-0.4,5,3,3,1,9
276,Wilfred Ndidi,NGA,MF,Leicester City,27,1996,5.8,181,228,79.4,2649,760,106,123,86.2,50,61,82.0,12,22,54.5,4,1.3,0.9,2.7,7,12,2,1,18
277,Kosta Nedeljković,SRB,DF,Aston Villa,18,2005,1.1,31,36,86.1,548,134,16,17,94.1,12,15,80.0,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,3
278,Reiss Nelson,ENG,FW,Arsenal,24,1999,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
279,Reiss Nelson,ENG,"FW,MF",Fulham,24,1999,0.7,20,28,71.4,328,35,7,13,53.8,12,13,92.3,0,1,0.0,0,0.1,0.1,-0.1,1,1,0,0,3
280,Neto,BRA,GK,Bournemouth,35,1989,2.0,40,62,64.5,1183,896,7,7,100.0,21,21,100.0,12,33,36.4,0,0.0,0.0,0.0,0,2,0,0,0
281,Pedro Neto,POR,FW,Chelsea,24,2000,2.7,83,106,78.3,1025,227,52,53,98.1,21,25,84.0,3,9,33.3,1,0.4,0.4,0.6,5,2,3,2,4
282,Eddie Nketiah,ENG,"MF,FW",Crystal Palace,25,1999,2.5,50,65,76.9,712,147,27,36,75.0,21,24,87.5,0,0,0.0,0,0.1,0.3,-0.1,1,3,1,0,4
