Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
163,Ali Al Hamadi,IRQ,FW,Ipswich Town,22,2002,0.4,10,2,4,0,6,2,10,0,0,0.0,0,0.0,2,3,0,0,0,0,1,0,4,3
164,Marcus Harness,ENG,MF,Ipswich Town,28,1996,0.5,22,4,7,2,13,3,22,1,0,0.0,1,100.0,9,49,14,0,0,0,0,0,9,1
165,Jack Harrison,ENG,FW,Everton,27,1996,4.1,145,6,24,51,70,13,145,14,6,42.9,6,42.9,99,521,241,9,3,3,13,9,108,25
166,Taylor Harwood-Bellis,ENG,DF,Southampton,22,2002,3.6,347,29,150,166,32,6,347,1,1,100.0,0,0.0,203,876,573,3,3,0,1,2,271,2
167,Kai Havertz,GER,"FW,MF",Arsenal,25,1999,6.0,224,13,41,80,106,32,224,16,4,25.0,10,62.5,107,511,284,10,8,6,13,8,152,32
168,Jan Paul van Hecke,NED,DF,Brighton,24,2000,5.0,462,34,208,221,36,5,462,2,1,50.0,1,50.0,335,2130,1449,8,14,0,0,0,346,0
169,Hwang Hee-chan,KOR,"FW,MF",Wolves,28,1996,2.5,73,1,12,29,33,5,73,5,1,20.0,4,80.0,46,269,126,5,1,3,4,4,50,7
170,Dean Henderson,ENG,GK,Crystal Palace,27,1997,6.0,200,180,199,0,1,1,200,0,0,0.0,0,0.0,111,567,329,0,0,0,0,0,78,0
171,Mads Hermansen,DEN,GK,Leicester City,24,2000,6.0,235,186,229,7,0,0,235,0,0,0.0,0,0.0,137,871,476,0,0,0,0,0,106,0
172,Son Heung-min,KOR,FW,Tottenham,32,1992,5.0,251,3,17,82,157,29,251,20,9,45.0,10,50.0,159,874,504,19,12,7,5,2,195,64
173,Jack Hinshelwood,ENG,"DF,MF",Brighton,19,2005,5.7,373,9,105,172,101,8,373,3,1,33.3,2,66.7,181,792,410,8,5,1,7,1,239,26
174,George Hirst,ENG,FW,Ipswich Town,25,1999,0.6,15,0,1,6,8,4,15,0,0,0.0,0,0.0,7,42,7,0,1,0,2,2,14,3
175,Mason Holgate,ENG,"FW,DF",Everton,27,1996,0.1,3,0,0,2,1,0,3,0,0,0.0,0,0.0,1,0,0,0,0,0,1,0,1,0
176,Callum Hudson-Odoi,ENG,FW,Nott'ham Forest,23,2000,4.4,177,3,18,49,113,15,177,9,7,77.8,2,22.2,103,1017,665,27,13,10,6,6,129,34
177,Will Hughes,ENG,MF,Crystal Palace,29,1995,2.3,142,1,21,84,37,4,142,0,0,0.0,0,0.0,75,370,202,3,6,0,3,2,98,4
178,Dean Huijsen,ESP,DF,Bournemouth,19,2005,2.2,150,18,79,67,5,1,150,1,0,0.0,1,100.0,85,394,253,0,1,0,0,0,102,1
179,Omari Hutchinson,ENG,"MF,FW",Ipswich Town,20,2003,5.9,225,5,41,101,86,11,225,27,15,55.6,9,33.3,147,1180,616,18,10,6,15,11,153,21
180,Rasmus Højlund,DEN,FW,Manchester Utd,21,2003,0.4,6,0,0,0,6,2,6,0,0,0.0,0,0.0,6,23,11,1,0,1,1,0,5,3
181,Igor,BRA,DF,Brighton,26,1998,0.4,38,3,11,24,3,0,38,0,0,0.0,0,0.0,31,240,160,1,1,0,0,0,31,0
182,Danny Ings,ENG,"FW,MF",West Ham,32,1992,0.3,16,0,3,4,9,3,16,0,0,0.0,0,0.0,10,36,9,0,0,0,1,0,14,2
183,Tim Iroegbunam,ENG,MF,Everton,21,2003,4.0,148,6,37,76,40,11,148,12,5,41.7,5,41.7,80,470,232,5,7,2,6,9,71,7
184,Andy Irving,SCO,MF,West Ham,24,2000,0.2,26,0,3,19,4,0,26,0,0,0.0,0,0.0,19,80,36,0,1,0,0,0,23,0
185,Alexander Isak,SWE,FW,Newcastle Utd,25,1999,4.5,121,6,12,41,71,22,121,11,3,27.3,7,63.6,70,432,243,9,5,6,10,5,77,25
186,Alex Iwobi,NGA,FW,Fulham,28,1996,5.7,290,8,36,104,154,18,290,19,6,31.6,12,63.2,210,1094,624,20,20,4,12,8,217,46
187,Nicolas Jackson,SEN,FW,Chelsea,23,2001,4.9,150,6,11,67,73,30,150,10,3,30.0,6,60.0,89,600,296,12,6,10,14,8,108,22
188,Vitaly Janelt,GER,"MF,DF",Brentford,26,1998,5.2,268,29,107,105,58,3,268,3,0,0.0,2,66.7,138,632,282,2,5,1,4,2,169,7
189,Daniel Jebbison,ENG,FW,Bournemouth,21,2003,0.3,7,1,1,3,3,1,7,0,0,0.0,0,0.0,6,40,19,1,0,1,1,1,8,1
190,Mathias Jensen,DEN,MF,Brentford,28,1996,2.6,128,6,28,45,55,1,128,3,1,33.3,2,66.7,72,250,120,1,1,0,1,3,80,11
191,Gabriel Jesus,BRA,"FW,MF",Arsenal,27,1997,0.2,17,3,6,4,7,1,17,2,0,0.0,1,50.0,9,97,56,2,1,1,3,0,6,1
192,Raúl Jiménez,MEX,FW,Fulham,33,1991,2.9,87,5,9,33,47,19,86,3,0,0.0,2,66.7,52,200,85,3,2,1,8,4,62,12
193,João Pedro,BRA,"MF,FW",Brighton,23,2001,3.1,139,4,14,52,77,15,139,14,6,42.9,8,57.1,97,638,384,14,9,7,13,9,113,16
194,Joelinton,BRA,MF,Newcastle Utd,28,1996,5.3,274,27,69,133,73,11,274,7,1,14.3,6,85.7,155,682,225,3,1,0,12,13,190,16
195,Ben Johnson,ENG,"DF,FW",Ipswich Town,24,2000,1.5,65,5,37,14,15,0,65,5,0,0.0,4,80.0,29,167,84,2,3,0,4,1,28,3
196,Brennan Johnson,WAL,FW,Tottenham,23,2001,4.7,194,3,17,50,129,49,194,8,3,37.5,3,37.5,117,794,476,25,6,22,11,4,142,61
197,Sam Johnstone,ENG,GK,Wolves,31,1993,4.0,170,126,168,2,0,0,170,0,0,0.0,0,0.0,114,760,510,0,0,0,0,0,100,0
198,Curtis Jones,ENG,MF,Liverpool,23,2001,0.7,48,1,16,21,12,2,48,2,2,100.0,0,0.0,35,194,80,1,0,0,3,1,39,1
199,Jorginho,ITA,MF,Arsenal,32,1991,1.0,28,1,11,13,5,0,28,0,0,0.0,0,0.0,15,76,36,0,0,0,1,3,15,0
200,Diogo Jota,POR,FW,Liverpool,27,1996,4.1,127,2,7,50,72,25,127,12,2,16.7,9,75.0,72,537,221,9,9,8,9,6,87,23
201,James Justin,ENG,DF,Leicester City,26,1998,6.0,302,30,127,128,50,6,302,5,1,20.0,0,0.0,123,451,217,4,2,1,5,2,153,6
202,Ferdi Kadioglu,TUR,DF,Brighton,24,1999,1.0,71,0,21,30,21,2,71,2,2,100.0,0,0.0,30,167,92,1,0,0,3,0,39,8
203,Daichi Kamada,JPN,MF,Crystal Palace,28,1996,4.0,231,6,43,121,68,11,231,4,2,50.0,2,50.0,118,633,360,10,5,2,4,4,163,21
204,Michael Keane,ENG,DF,Everton,31,1993,5.0,216,43,111,95,11,9,216,0,0,0.0,0,0.0,100,441,109,0,1,0,0,1,121,0
205,Caoimhín Kelleher,IRL,GK,Liverpool,25,1998,1.0,50,36,49,1,0,0,50,0,0,0.0,0,0.0,39,123,84,0,0,0,1,0,33,0
206,Lloyd Kelly,ENG,DF,Newcastle Utd,25,1998,2.3,116,20,62,46,11,1,116,3,2,66.7,1,33.3,61,207,52,0,0,0,3,2,61,2
207,Milos Kerkez,HUN,DF,Bournemouth,20,2003,4.7,245,14,57,116,74,3,245,1,1,100.0,0,0.0,100,570,386,10,3,0,6,0,123,14
208,Bilal El Khannouss,MAR,MF,Leicester City,20,2004,0.9,62,0,4,32,27,0,62,0,0,0.0,0,0.0,41,170,73,4,3,0,3,1,46,3
209,Max Kilman,ENG,DF,West Ham,27,1997,6.0,376,68,187,181,12,3,376,5,3,60.0,0,0.0,226,967,573,7,1,0,3,1,257,1
210,Jakub Kiwior,POL,DF,Arsenal,24,2000,0.2,3,1,1,1,1,0,3,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,1,0
211,Justin Kluivert,NED,"MF,FW",Bournemouth,25,1999,3.4,135,7,19,52,69,19,135,11,5,45.5,6,54.5,73,484,273,9,5,7,9,2,80,25
212,Ibrahima Konaté,FRA,DF,Liverpool,25,1999,5.3,458,59,221,224,15,5,458,1,1,100.0,0,0.0,289,1258,692,3,1,0,1,1,340,0
213,Ezri Konsa,ENG,DF,Aston Villa,26,1997,6.0,383,28,141,204,40,5,383,3,1,33.3,2,66.7,244,1289,780,8,6,0,4,0,269,4
214,Mateo Kovačić,CRO,MF,Manchester City,30,1994,4.8,439,12,65,228,155,2,439,11,7,63.6,3,27.3,281,1744,868,18,24,0,4,4,356,5
215,Emil Krafth,SWE,DF,Newcastle Utd,30,1994,2.7,100,23,64,30,6,3,100,0,0,0.0,0,0.0,49,167,35,0,1,0,2,1,51,0
216,Mohammed Kudus,GHA,"FW,MF",West Ham,24,2000,5.5,212,3,28,73,120,27,212,40,22,55.0,11,27.5,148,1164,674,31,13,14,12,19,168,48
217,Dejan Kulusevski,SWE,"MF,FW",Tottenham,24,2000,4.9,251,8,24,71,160,41,251,19,5,26.3,12,63.2,130,953,555,22,12,6,9,16,156,41
218,Maxence Lacroix,FRA,DF,Crystal Palace,24,2000,3.0,206,15,103,93,10,4,206,1,1,100.0,0,0.0,117,577,347,1,0,0,2,0,138,0
219,Adam Lallana,ENG,MF,Southampton,36,1988,1.1,84,4,29,44,11,2,84,2,1,50.0,1,50.0,38,191,66,1,1,0,1,3,62,1
220,Roméo Lavia,BEL,MF,Chelsea,20,2004,0.9,59,3,19,26,14,0,59,1,0,0.0,1,100.0,35,199,87,0,0,0,0,1,41,2
221,Mario Lemina,GAB,"MF,FW",Wolves,31,1993,6.0,282,30,100,146,44,7,282,10,7,70.0,2,20.0,134,763,432,3,6,0,12,4,167,9
222,Bernd Leno,GER,GK,Fulham,32,1992,6.0,238,184,237,1,0,0,238,0,0,0.0,0,0.0,153,506,253,0,0,0,0,0,135,0
223,Jefferson Lerma,COL,"MF,DF",Crystal Palace,29,1994,2.4,172,9,51,104,20,2,172,0,0,0.0,0,0.0,94,340,210,2,1,0,1,3,118,7
224,Rico Lewis,ENG,"MF,DF",Manchester City,19,2004,4.4,266,14,46,130,92,20,266,5,2,40.0,3,60.0,138,691,378,10,6,3,5,4,182,25
225,Keane Lewis-Potter,ENG,"DF,MF",Brentford,23,2001,4.1,161,11,35,57,71,8,161,13,4,30.8,9,69.2,88,535,221,3,6,1,12,3,102,22
226,Myles Lewis-Skelly,ENG,DF,Arsenal,18,2006,0.0,2,0,2,0,0,0,2,0,0,0.0,0,0.0,1,5,5,0,0,0,0,0,2,0
227,Matthijs de Ligt,NED,DF,Manchester Utd,25,1999,4.0,289,38,158,119,12,8,289,0,0,0.0,0,0.0,200,927,426,0,1,0,0,0,216,0
228,Jesper Lindstrøm,DEN,FW,Everton,24,2000,1.7,79,2,9,35,35,6,79,7,1,14.3,6,85.7,38,220,103,3,2,1,4,7,47,10
229,Valentino Livramento,ENG,DF,Newcastle Utd,21,2002,3.7,197,26,89,80,31,0,197,3,2,66.7,1,33.3,78,435,140,2,1,0,0,8,84,7
230,Sean Longstaff,ENG,MF,Newcastle Utd,26,1997,3.2,127,9,45,57,26,4,127,1,0,0.0,0,0.0,65,335,88,1,3,1,2,3,82,6
231,Saša Lukić,SRB,MF,Fulham,28,1996,5.1,277,9,61,181,37,1,277,3,1,33.3,2,66.7,160,867,397,4,6,1,3,0,168,1
232,Massimo Luongo,AUS,MF,Ipswich Town,32,1992,1.6,60,8,29,20,11,0,60,0,0,0.0,0,0.0,31,114,21,0,0,0,2,2,34,1
233,Ian Maatsen,NED,"DF,MF",Aston Villa,22,2002,1.3,93,2,23,34,37,4,93,3,1,33.3,2,66.7,46,189,91,2,3,1,3,3,47,9
234,Alexis Mac Allister,ARG,MF,Liverpool,25,1998,5.7,370,18,77,208,87,11,370,9,1,11.1,8,88.9,198,654,277,8,5,1,6,8,263,12
235,James Maddison,ENG,MF,Tottenham,27,1996,5.3,429,5,41,181,208,28,429,20,10,50.0,7,35.0,296,1507,686,14,10,6,7,8,324,34
236,Noni Madueke,ENG,FW,Chelsea,22,2002,4.3,150,2,25,60,71,18,150,12,6,50.0,6,50.0,94,811,524,20,10,6,10,6,109,26
237,Gabriel Magalhães,BRA,DF,Arsenal,26,1997,6.0,381,49,165,171,47,10,381,3,3,100.0,0,0.0,215,857,489,1,1,0,0,1,268,2
238,Harry Maguire,ENG,DF,Manchester Utd,31,1993,2.2,170,27,81,85,7,4,170,3,2,66.7,1,33.3,111,710,266,1,3,1,0,0,119,0
239,Kobbie Mainoo,ENG,MF,Manchester Utd,19,2005,5.4,314,9,66,183,67,6,314,16,12,75.0,4,25.0,196,952,393,5,4,3,9,14,225,10
240,Orel Mangala,BEL,MF,Everton,26,1998,2.2,112,0,19,66,28,2,112,5,4,80.0,1,20.0,58,394,142,3,2,2,1,2,67,1
241,Gabriel Martinelli,BRA,"MF,FW",Arsenal,23,2001,4.5,164,5,27,46,96,34,164,23,10,43.5,7,30.4,102,848,519,26,6,11,9,6,110,47
242,Emiliano Martínez,ARG,GK,Aston Villa,32,1992,6.0,218,161,216,2,0,0,218,1,1,100.0,0,0.0,139,626,392,0,0,0,1,0,114,0
243,Lisandro Martínez,ARG,DF,Manchester Utd,26,1998,5.8,474,55,244,211,22,5,474,2,1,50.0,1,50.0,335,1629,981,3,4,1,0,0,351,2
244,Pape Matar Sarr,SEN,MF,Tottenham,22,2002,2.3,179,4,24,103,54,6,179,3,0,0.0,3,100.0,103,489,193,2,7,0,3,2,128,10
245,Jean-Philippe Mateta,FRA,FW,Crystal Palace,27,1997,4.8,106,2,6,51,49,15,105,3,0,0.0,3,100.0,47,176,54,2,2,2,8,2,76,18
246,Stephy Mavididi,ENG,FW,Leicester City,26,1998,3.4,150,4,27,59,68,12,150,22,10,45.5,10,45.5,109,592,340,9,5,2,9,11,109,24
247,Konstantinos Mavropanos,GRE,DF,West Ham,26,1997,5.5,345,61,165,162,19,6,345,3,2,66.7,1,33.3,185,1012,599,5,2,1,3,0,208,2
248,Noussair Mazraoui,MAR,DF,Manchester Utd,26,1997,5.7,395,24,132,204,66,9,395,10,7,70.0,2,20.0,212,995,510,6,5,0,3,6,226,7
249,Bryan Mbeumo,CMR,FW,Brentford,25,1999,6.0,258,5,49,65,147,27,258,13,4,30.8,7,53.8,150,987,589,24,9,11,13,4,162,44
250,James Mcatee,ENG,FW,Manchester City,21,2002,0.0,6,0,0,1,5,1,6,0,0,0.0,0,0.0,2,5,0,0,0,0,0,0,4,0
251,Kasey McAteer,IRL,"DF,FW",Leicester City,22,2001,0.1,23,2,10,9,5,2,23,0,0,0.0,0,0.0,5,27,21,0,1,0,0,1,7,2
252,Alex McCarthy,ENG,GK,Southampton,34,1989,2.0,57,45,57,0,0,0,57,0,0,0.0,0,0.0,37,138,84,0,0,0,0,0,35,0
253,John McGinn,SCO,"FW,MF",Aston Villa,29,1994,3.9,154,1,22,67,66,11,154,7,4,57.1,1,14.3,77,486,238,10,2,2,7,4,112,20
254,Dwight McNeil,ENG,"MF,FW",Everton,24,1999,5.9,279,2,27,129,126,12,279,15,7,46.7,7,46.7,160,897,311,10,5,1,9,9,185,30
255,Scott McTominay,SCO,MF,Manchester Utd,27,1996,0.2,14,1,3,8,3,1,14,1,0,0.0,1,100.0,10,68,44,0,0,0,1,1,9,2
256,Ben Mee,ENG,DF,Brentford,35,1989,0.0,2,0,0,2,0,0,2,0,0,0.0,0,0.0,2,5,1,0,0,0,0,0,2,0
257,Nikola Milenković,SRB,DF,Nott'ham Forest,26,1997,5.0,200,35,110,82,9,7,200,0,0,0.0,0,0.0,97,366,200,0,1,0,0,0,113,0
258,James Milner,ENG,MF,Brighton,38,1986,1.9,92,3,13,48,31,4,92,1,1,100.0,0,0.0,46,223,97,1,1,0,0,0,58,10
259,Yankuba Minteh,GAM,"FW,MF",Brighton,20,2004,3.6,158,5,13,43,105,27,158,24,7,29.2,14,58.3,89,713,405,15,6,15,8,4,94,44
260,Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,25,1999,6.0,380,19,110,158,113,11,380,6,1,16.7,4,66.7,183,819,330,13,12,2,5,5,206,50
261,Kaoru Mitoma,JPN,"FW,MF",Brighton,27,1997,5.9,276,1,26,82,175,36,276,31,15,48.4,15,48.4,181,1562,1031,42,20,15,10,3,211,72
262,Mikey Moore,ENG,FW,Tottenham,17,2007,0.2,6,0,0,1,5,2,6,1,0,0.0,1,100.0,5,42,15,1,1,1,0,0,5,1
263,Morato,BRA,DF,Nott'ham Forest,23,2001,0.3,15,7,12,3,0,0,15,0,0,0.0,0,0.0,3,4,2,0,0,0,0,0,4,0
264,Álex Moreno,ESP,DF,Nott'ham Forest,31,1993,2.3,111,10,46,45,26,0,111,4,0,0.0,1,25.0,42,360,232,4,4,0,5,0,39,5
265,Sam Morsy,EGY,MF,Ipswich Town,33,1991,5.9,326,13,100,187,44,1,326,6,5,83.3,1,16.7,174,940,385,2,4,0,2,3,226,2
266,Yerson Mosquera,COL,DF,Wolves,23,2001,4.9,294,43,170,115,12,7,294,0,0,0.0,0,0.0,168,683,322,0,1,0,4,1,182,0
267,Mason Mount,ENG,"MF,FW",Manchester Utd,25,1999,1.6,60,0,8,28,24,6,60,2,0,0.0,2,100.0,35,201,53,1,1,0,3,4,42,4
268,Mykhailo Mudryk,UKR,FW,Chelsea,23,2001,0.9,26,1,2,9,17,0,26,4,2,50.0,2,50.0,17,235,101,3,5,0,1,2,17,4
269,Rodrigo Muniz,BRA,FW,Fulham,23,2001,3.1,70,5,6,30,35,17,70,5,2,40.0,2,40.0,41,198,67,2,1,1,5,6,59,12
270,Daniel Muñoz,COL,"DF,MF",Crystal Palace,28,1996,5.9,389,21,98,177,118,20,389,9,3,33.3,6,66.7,167,853,313,10,7,3,12,2,217,43
271,Arijanet Muric,KVX,GK,Ipswich Town,25,1998,5.0,185,133,178,7,0,0,185,0,0,0.0,0,0.0,109,495,247,0,0,0,0,1,103,0
272,Murillo,BRA,DF,Nott'ham Forest,22,2002,6.0,307,73,170,120,18,3,307,7,6,85.7,1,14.3,130,717,461,6,8,0,1,2,148,0
273,Jacob Murphy,ENG,FW,Newcastle Utd,29,1995,3.8,162,1,20,70,75,7,162,8,2,25.0,6,75.0,99,687,423,12,7,5,5,8,111,21
274,Vitaliy Mykolenko,UKR,DF,Everton,25,1999,4.3,182,20,70,72,41,3,182,4,0,0.0,3,75.0,67,273,119,3,2,0,1,1,79,10
275,Iliman Ndiaye,SEN,FW,Everton,24,2000,4.4,176,9,42,73,76,17,176,28,10,35.7,17,60.7,103,941,501,19,10,10,4,10,96,21
276,Wilfred Ndidi,NGA,MF,Leicester City,27,1996,5.8,323,29,120,144,64,18,323,14,7,50.0,7,50.0,167,879,329,5,8,0,12,13,197,26
277,Kosta Nedeljković,SRB,DF,Aston Villa,18,2005,1.1,49,4,10,24,15,0,49,2,1,50.0,1,50.0,20,75,28,1,0,0,1,0,23,0
278,Reiss Nelson,ENG,FW,Arsenal,24,1999,0.0,2,0,1,1,0,0,2,0,0,0.0,0,0.0,1,4,4,0,0,0,0,0,1,0
279,Reiss Nelson,ENG,"FW,MF",Fulham,24,1999,0.7,41,1,6,10,26,9,41,5,2,40.0,0,0.0,29,320,220,10,4,4,3,2,28,9
280,Neto,BRA,GK,Bournemouth,35,1989,2.0,70,60,70,0,0,0,70,0,0,0.0,0,0.0,35,148,99,0,0,0,0,0,28,0
281,Pedro Neto,POR,FW,Chelsea,24,2000,2.7,135,0,16,45,75,11,135,17,7,41.2,9,52.9,91,717,420,17,4,6,6,2,105,25
282,Eddie Nketiah,ENG,"MF,FW",Crystal Palace,25,1999,2.5,90,2,9,38,44,17,90,2,2,100.0,0,0.0,64,419,209,10,6,4,1,7,69,16
283,Christopher Nkunku,FRA,FW,Chelsea,26,1997,1.3,73,1,11,20,42,10,73,6,3,50.0,3,50.0,45,235,93,3,0,2,2,2,52,14
284,Matheus Nunes,POR,"FW,MF",Manchester City,26,1998,0.2,22,0,3,8,11,3,22,3,2,66.7,1,33.3,12,92,66,2,0,2,0,0,17,6
285,Darwin Núñez,URU,FW,Liverpool,25,1999,1.5,46,2,9,17,23,6,46,2,1,50.0,1,50.0,29,162,88,6,5,3,1,5,33,12
286,Ethan Nwaneri,ENG,"MF,FW",Arsenal,17,2007,0.1,15,0,3,6,6,1,15,3,2,66.7,0,0.0,10,109,81,3,1,1,1,1,10,3
287,Christian Nørgaard,DEN,MF,Brentford,30,1994,4.0,222,27,91,97,35,4,222,2,2,100.0,0,0.0,108,366,155,3,1,0,2,4,135,3
288,Jake O'Brien,IRL,DF,Everton,23,2001,0.3,20,0,9,9,3,0,20,3,1,33.3,2,66.7,7,37,22,0,0,0,0,0,11,0
289,Dara O'Shea,IRL,DF,Ipswich Town,25,1999,3.0,196,28,112,76,8,5,196,1,1,100.0,0,0.0,99,382,198,1,0,0,2,0,116,0
290,Wilson Odobert,FRA,FW,Tottenham,19,2004,1.8,105,2,11,29,65,13,105,10,3,30.0,6,60.0,76,626,410,13,10,6,4,4,80,18
291,Chiedozie Ogbene,IRL,FW,Ipswich Town,27,1997,2.1,53,3,10,11,32,6,53,5,1,20.0,1,20.0,30,241,85,5,1,2,2,2,32,13
292,Caleb Okoli,ITA,DF,Leicester City,23,2001,4.0,227,54,133,88,6,4,227,0,0,0.0,0,0.0,131,592,290,1,0,0,2,0,132,0
293,Amadou Onana,BEL,MF,Aston Villa,23,2001,4.7,254,17,67,143,49,6,254,5,3,60.0,1,20.0,140,645,341,6,5,0,4,5,151,3
294,André Onana,CMR,GK,Manchester Utd,28,1996,6.0,276,189,270,6,0,0,276,0,0,0.0,0,0.0,211,1135,711,0,0,0,0,0,188,0
295,Frank Onyeka,NGA,MF,Brentford,26,1998,0.3,10,0,1,5,4,0,10,0,0,0.0,0,0.0,6,55,14,0,0,0,2,1,6,0
296,William Osula,DEN,FW,Newcastle Utd,21,2003,0.1,3,0,0,1,2,0,3,1,1,100.0,0,0.0,3,27,14,1,1,0,0,2,2,2
297,Dango Ouattara,BFA,"FW,DF",Bournemouth,22,2002,1.7,100,8,24,27,50,12,100,11,4,36.4,7,63.6,46,452,218,11,2,4,3,2,53,23
298,Cole Palmer,ENG,"MF,FW",Chelsea,22,2002,5.6,271,4,31,129,113,14,270,17,6,35.3,8,47.1,179,1226,544,17,10,5,9,7,203,23
299,Emerson Palmieri,ITA,"DF,MF",West Ham,30,1994,4.7,251,9,69,118,69,3,251,3,2,66.7,1,33.3,106,640,344,8,7,3,5,1,146,21
300,Lucas Paquetá,BRA,MF,West Ham,27,1997,4.9,346,9,65,194,91,13,345,7,5,71.4,2,28.6,193,747,279,6,10,2,9,15,249,20
301,Thomas Partey,GHA,MF,Arsenal,31,1993,5.9,326,20,77,166,84,2,326,2,1,50.0,0,0.0,172,711,354,2,6,0,3,6,216,4
302,Andreas Pereira,BRA,MF,Fulham,28,1996,5.3,314,2,33,131,152,5,314,10,4,40.0,3,30.0,165,676,282,3,10,0,7,3,196,21
303,Kalvin Phillips,ENG,MF,Ipswich Town,28,1995,2.5,141,6,38,86,19,0,141,0,0,0.0,0,0.0,69,326,98,0,1,0,2,4,79,0
304,Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,22,2002,0.5,26,2,5,7,14,1,26,2,0,0.0,0,0.0,13,52,22,0,0,0,1,0,14,2
305,Jordan Pickford,ENG,GK,Everton,30,1994,6.0,250,161,235,15,0,0,250,0,0,0.0,0,0.0,132,806,485,0,0,0,1,0,107,0
306,Ethan Pinnock,JAM,DF,Brentford,31,1993,6.0,388,89,239,130,20,5,388,3,0,0.0,3,100.0,194,985,454,1,0,0,0,1,231,3
307,Daniel Podence,POR,"MF,FW",Wolves,28,1995,0.5,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3
308,Nick Pope,ENG,GK,Newcastle Utd,32,1992,6.0,207,167,206,1,0,0,207,0,0,0.0,0,0.0,96,498,333,0,0,0,0,0,70,0
309,Pedro Porro,ESP,DF,Tottenham,25,1999,6.0,469,23,116,164,195,9,469,10,2,20.0,6,60.0,260,1212,687,17,13,1,6,4,289,18
310,Jarell Quansah,ENG,DF,Liverpool,21,2003,0.5,35,11,27,7,1,0,35,0,0,0.0,0,0.0,16,47,12,0,0,0,0,0,22,0
311,Aaron Ramsdale,ENG,GK,Southampton,26,1998,3.0,127,92,126,1,0,0,127,0,0,0.0,0,0.0,92,469,327,0,0,0,0,0,79,0
312,Jacob Ramsey,ENG,"FW,MF",Aston Villa,23,2001,3.7,188,5,21,65,107,15,188,12,9,75.0,3,25.0,136,905,367,14,8,7,8,6,156,29
313,Marcus Rashford,ENG,FW,Manchester Utd,26,1997,4.6,167,2,20,72,77,14,167,19,4,21.1,12,63.2,116,666,301,10,4,6,4,1,134,33
314,David Raya,ESP,GK,Arsenal,29,1995,6.0,221,161,211,10,0,0,221,0,0,0.0,0,0.0,129,803,544,0,0,0,0,0,103,0
315,Harrison Reed,ENG,MF,Fulham,29,1995,0.5,39,0,6,13,21,3,39,1,0,0.0,0,0.0,16,63,16,1,1,0,2,1,14,6
316,Bobby Reid,JAM,FW,Leicester City,31,1993,1.7,60,6,19,28,13,1,60,1,0,0.0,1,100.0,32,158,59,2,0,1,1,4,37,6
317,Chadi Riad,MAR,DF,Crystal Palace,21,2003,1.0,90,5,41,49,1,0,90,0,0,0.0,0,0.0,58,318,232,2,0,0,1,0,69,0
318,Declan Rice,ENG,MF,Arsenal,25,1999,4.5,239,9,33,107,101,13,239,5,2,40.0,3,60.0,134,700,399,13,8,2,4,5,156,21
319,Chris Richards,USA,DF,Crystal Palace,24,2000,3.8,196,20,100,89,9,2,196,1,0,0.0,1,100.0,90,387,198,2,0,0,0,0,122,1
320,Richarlison,BRA,"FW,MF",Tottenham,27,1997,0.3,18,2,2,15,1,1,18,1,1,100.0,0,0.0,7,25,13,1,0,0,0,0,14,1
321,Andrew Robertson,SCO,DF,Liverpool,30,1994,5.6,442,15,120,198,127,10,442,3,2,66.7,1,33.3,236,1020,588,12,8,1,5,3,292,13
322,Antonee Robinson,USA,DF,Fulham,27,1997,6.0,346,27,121,135,94,5,346,13,8,61.5,4,30.8,180,763,420,9,9,1,11,4,190,29
323,Rodri,ESP,MF,Manchester City,28,1996,0.7,65,1,12,30,24,0,65,1,0,0.0,0,0.0,34,125,42,0,2,0,0,0,49,1
324,Guido Rodríguez,ARG,MF,West Ham,30,1994,5.1,280,18,79,167,34,1,280,2,1,50.0,0,0.0,132,546,211,1,3,0,1,5,160,2
325,Mads Roerslev,DEN,DF,Brentford,25,1999,2.9,162,11,69,62,32,3,162,7,2,28.6,4,57.1,103,493,237,3,3,0,2,5,110,10
326,Morgan Rogers,ENG,"MF,FW",Aston Villa,22,2002,5.7,230,9,37,98,102,27,230,31,12,38.7,15,48.4,127,868,570,17,12,5,16,13,145,33
327,Cristian Romero,ARG,DF,Tottenham,26,1998,6.0,556,59,208,323,29,9,556,1,0,0.0,1,100.0,375,1862,1160,3,7,0,2,3,385,1
328,Georginio Rutter,FRA,"FW,MF",Brighton,22,2002,2.5,112,0,4,45,65,15,112,8,4,50.0,3,37.5,68,412,214,8,6,2,9,4,87,20
329,José Sá,POR,GK,Wolves,31,1993,2.0,76,58,74,2,0,0,76,1,1,100.0,0,0.0,50,293,149,0,0,0,0,0,47,0
330,Bukayo Saka,ENG,"MF,FW",Arsenal,23,2001,5.3,265,2,17,65,185,44,265,28,14,50.0,12,42.9,163,990,551,23,6,11,10,13,178,58
