Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
176,Callum Hudson-Odoi,ENG,FW,Nott'ham Forest,23,2000,4.4,1,0,0,1,5,4,15,2,4,1,0,0,8,0,2,0.0
177,Will Hughes,ENG,MF,Crystal Palace,29,1995,2.3,2,0,0,7,1,0,6,2,3,0,0,0,7,1,0,100.0
178,Dean Huijsen,ESP,DF,Bournemouth,19,2005,2.2,1,0,0,3,0,1,0,3,1,0,0,0,11,11,4,73.3
179,Omari Hutchinson,ENG,"MF,FW",Ipswich Town,20,2003,5.9,3,0,0,8,10,1,9,3,2,0,0,0,20,3,7,30.0
180,Rasmus Højlund,DEN,FW,Manchester Utd,21,2003,0.4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0
181,Igor,BRA,DF,Brighton,26,1998,0.4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.0
182,Danny Ings,ENG,"FW,MF",West Ham,32,1992,0.3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,100.0
183,Tim Iroegbunam,ENG,MF,Everton,21,2003,4.0,2,0,0,10,6,0,0,8,9,0,0,0,32,4,1,80.0
184,Andy Irving,SCO,MF,West Ham,24,2000,0.2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
185,Alexander Isak,SWE,FW,Newcastle Utd,25,1999,4.5,0,0,0,2,2,4,1,1,2,0,0,0,7,3,8,27.3
186,Alex Iwobi,NGA,FW,Fulham,28,1996,5.7,0,0,0,3,3,0,17,2,5,0,0,0,22,0,6,0.0
187,Nicolas Jackson,SEN,FW,Chelsea,23,2001,4.9,2,0,0,5,5,4,0,1,0,0,0,0,7,2,6,25.0
188,Vitaly Janelt,GER,"MF,DF",Brentford,26,1998,5.2,0,0,0,1,5,0,4,6,6,0,0,0,23,4,3,57.1
189,Daniel Jebbison,ENG,FW,Bournemouth,21,2003,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0.0
190,Mathias Jensen,DEN,MF,Brentford,28,1996,2.6,1,0,0,5,4,0,11,2,1,0,0,0,11,2,0,100.0
191,Gabriel Jesus,BRA,"FW,MF",Arsenal,27,1997,0.2,2,0,0,3,0,0,0,2,2,0,0,0,6,0,2,0.0
192,Raúl Jiménez,MEX,FW,Fulham,33,1991,2.9,0,0,0,7,4,2,1,1,2,0,0,0,5,5,14,26.3
193,João Pedro,BRA,"MF,FW",Brighton,23,2001,3.1,1,0,0,1,7,0,4,1,3,0,0,0,10,5,5,50.0
194,Joelinton,BRA,MF,Newcastle Utd,28,1996,5.3,4,0,0,16,9,1,1,2,10,0,0,0,34,10,6,62.5
195,Ben Johnson,ENG,"DF,FW",Ipswich Town,24,2000,1.5,0,0,0,2,2,0,3,3,4,0,0,0,3,2,2,50.0
196,Brennan Johnson,WAL,FW,Tottenham,23,2001,4.7,1,0,0,9,2,1,11,1,8,0,0,0,13,5,2,71.4
197,Sam Johnstone,ENG,GK,Wolves,31,1993,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,100.0
198,Curtis Jones,ENG,MF,Liverpool,23,2001,0.7,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0.0
199,Jorginho,ITA,MF,Arsenal,32,1991,1.0,1,0,0,2,1,0,0,0,0,0,0,0,5,1,0,100.0
