Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive_sca,PassDead_sca,TO_sca,Sh_sca,Fld_sca,Def_sca,GCA,GCA90,PassLive_gca,PassDead_gca,TO_gca,Sh_gca,Fld_gca,Def_gca
227,Matthijs de Ligt,NED,DF,Manchester Utd,25,1999,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
228,Jesper Lindstrøm,DEN,FW,Everton,24,2000,1.7,4,2.42,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0
229,Valentino Livramento,ENG,DF,Newcastle Utd,21,2002,3.7,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
230,Sean Longstaff,ENG,MF,Newcastle Utd,26,1997,3.2,2,0.64,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
231,Saša Lukić,SRB,MF,Fulham,28,1996,5.1,8,1.58,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
232,Massimo Luongo,AUS,MF,Ipswich Town,32,1992,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
233,Ian Maatsen,NED,"DF,MF",Aston Villa,22,2002,1.3,11,8.39,9,1,0,0,0,1,3,2.29,3,0,0,0,0,0
234,Alexis Mac Allister,ARG,MF,Liverpool,25,1998,5.7,18,3.18,16,0,0,1,1,0,2,0.35,2,0,0,0,0,0
235,James Maddison,ENG,MF,Tottenham,27,1996,5.3,32,6.01,20,6,1,3,2,0,4,0.75,2,1,0,1,0,0
236,Noni Madueke,ENG,FW,Chelsea,22,2002,4.3,10,2.33,6,0,1,1,2,0,3,0.7,1,0,0,1,1,0
237,Gabriel Magalhães,BRA,DF,Arsenal,26,1997,6.0,6,1.0,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
238,Harry Maguire,ENG,DF,Manchester Utd,31,1993,2.2,3,1.37,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
239,Kobbie Mainoo,ENG,MF,Manchester Utd,19,2005,5.4,6,1.11,6,0,0,0,0,0,1,0.18,1,0,0,0,0,0
240,Orel Mangala,BEL,MF,Everton,26,1998,2.2,7,3.17,5,0,1,0,1,0,1,0.45,0,0,0,0,1,0
241,Gabriel Martinelli,BRA,"MF,FW",Arsenal,23,2001,4.5,16,3.51,13,0,2,1,0,0,2,0.44,2,0,0,0,0,0
242,Emiliano Martínez,ARG,GK,Aston Villa,32,1992,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
243,Lisandro Martínez,ARG,DF,Manchester Utd,26,1998,5.8,8,1.37,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
244,Pape Matar Sarr,SEN,MF,Tottenham,22,2002,2.3,7,3.09,4,1,0,1,0,1,1,0.44,0,0,0,1,0,0
245,Jean-Philippe Mateta,FRA,FW,Crystal Palace,27,1997,4.8,7,1.47,6,0,0,0,1,0,0,0.0,0,0,0,0,0,0
246,Stephy Mavididi,ENG,FW,Leicester City,26,1998,3.4,11,3.25,8,0,2,1,0,0,3,0.89,2,0,1,0,0,0
247,Konstantinos Mavropanos,GRE,DF,West Ham,26,1997,5.5,6,1.09,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0
248,Noussair Mazraoui,MAR,DF,Manchester Utd,26,1997,5.7,8,1.4,8,0,0,0,0,0,1,0.18,1,0,0,0,0,0
249,Bryan Mbeumo,CMR,FW,Brentford,25,1999,6.0,24,4.01,17,5,1,1,0,0,1,0.17,1,0,0,0,0,0
250,James Mcatee,ENG,FW,Manchester City,21,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
251,Kasey McAteer,IRL,"DF,FW",Leicester City,22,2001,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
252,Alex McCarthy,ENG,GK,Southampton,34,1989,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
253,John McGinn,SCO,"FW,MF",Aston Villa,29,1994,3.9,8,2.06,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0
254,Dwight McNeil,ENG,"MF,FW",Everton,24,1999,5.9,28,4.74,13,12,1,1,0,1,3,0.51,1,1,0,0,0,1
255,Scott McTominay,SCO,MF,Manchester Utd,27,1996,0.2,1,4.74,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
256,Ben Mee,ENG,DF,Brentford,35,1989,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
257,Nikola Milenković,SRB,DF,Nott'ham Forest,26,1997,5.0,3,0.6,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
258,James Milner,ENG,MF,Brighton,38,1986,1.9,8,4.26,5,2,0,0,1,0,0,0.0,0,0,0,0,0,0
259,Yankuba Minteh,GAM,"FW,MF",Brighton,20,2004,3.6,14,3.95,7,2,3,1,1,0,3,0.85,1,0,1,1,0,0
260,Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,25,1999,6.0,20,3.35,19,1,0,0,0,0,1,0.17,1,0,0,0,0,0
261,Kaoru Mitoma,JPN,"FW,MF",Brighton,27,1997,5.9,18,3.05,12,0,2,2,2,0,3,0.51,2,0,0,0,1,0
262,Mikey Moore,ENG,FW,Tottenham,17,2007,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
263,Morato,BRA,DF,Nott'ham Forest,23,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
264,Álex Moreno,ESP,DF,Nott'ham Forest,31,1993,2.3,1,0.43,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
265,Sam Morsy,EGY,MF,Ipswich Town,33,1991,5.9,8,1.35,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
266,Yerson Mosquera,COL,DF,Wolves,23,2001,4.9,5,1.02,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
267,Mason Mount,ENG,"MF,FW",Manchester Utd,25,1999,1.6,5,3.1,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
268,Mykhailo Mudryk,UKR,FW,Chelsea,23,2001,0.9,3,3.29,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
269,Rodrigo Muniz,BRA,FW,Fulham,23,2001,3.1,6,1.95,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0
270,Daniel Muñoz,COL,"DF,MF",Crystal Palace,28,1996,5.9,12,2.04,10,0,0,2,0,0,0,0.0,0,0,0,0,0,0
271,Arijanet Muric,KVX,GK,Ipswich Town,25,1998,5.0,1,0.2,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
272,Murillo,BRA,DF,Nott'ham Forest,22,2002,6.0,7,1.17,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
273,Jacob Murphy,ENG,FW,Newcastle Utd,29,1995,3.8,14,3.7,10,3,0,0,1,0,3,0.79,3,0,0,0,0,0
274,Vitaliy Mykolenko,UKR,DF,Everton,25,1999,4.3,3,0.7,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
275,Iliman Ndiaye,SEN,FW,Everton,24,2000,4.4,17,3.88,14,0,1,0,2,0,2,0.46,2,0,0,0,0,0
276,Wilfred Ndidi,NGA,MF,Leicester City,27,1996,5.8,10,1.72,8,0,1,1,0,0,3,0.52,3,0,0,0,0,0
277,Kosta Nedeljković,SRB,DF,Aston Villa,18,2005,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
278,Reiss Nelson,ENG,FW,Arsenal,24,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
279,Reiss Nelson,ENG,"FW,MF",Fulham,24,1999,0.7,4,5.63,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
280,Neto,BRA,GK,Bournemouth,35,1989,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
281,Pedro Neto,POR,FW,Chelsea,24,2000,2.7,9,3.35,8,0,1,0,0,0,1,0.37,1,0,0,0,0,0
282,Eddie Nketiah,ENG,"MF,FW",Crystal Palace,25,1999,2.5,4,1.59,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0
283,Christopher Nkunku,FRA,FW,Chelsea,26,1997,1.3,9,6.64,7,0,2,0,0,0,1,0.74,0,0,1,0,0,0
284,Matheus Nunes,POR,"FW,MF",Manchester City,26,1998,0.2,2,8.57,1,0,1,0,0,0,2,8.57,1,0,1,0,0,0
285,Darwin Núñez,URU,FW,Liverpool,25,1999,1.5,3,1.99,1,0,1,0,0,1,1,0.66,1,0,0,0,0,0
286,Ethan Nwaneri,ENG,"MF,FW",Arsenal,17,2007,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
287,Christian Nørgaard,DEN,MF,Brentford,30,1994,4.0,8,2.0,6,0,0,1,1,0,1,0.25,1,0,0,0,0,0
288,Jake O'Brien,IRL,DF,Everton,23,2001,0.3,1,3.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
289,Dara O'Shea,IRL,DF,Ipswich Town,25,1999,3.0,3,1.0,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0
290,Wilson Odobert,FRA,FW,Tottenham,19,2004,1.8,4,2.24,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
291,Chiedozie Ogbene,IRL,FW,Ipswich Town,27,1997,2.1,3,1.44,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
292,Caleb Okoli,ITA,DF,Leicester City,23,2001,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
293,Amadou Onana,BEL,MF,Aston Villa,23,2001,4.7,7,1.49,5,1,0,1,0,0,1,0.21,1,0,0,0,0,0
294,André Onana,CMR,GK,Manchester Utd,28,1996,6.0,2,0.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
295,Frank Onyeka,NGA,MF,Brentford,26,1998,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
296,William Osula,DEN,FW,Newcastle Utd,21,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
297,Dango Ouattara,BFA,"FW,DF",Bournemouth,22,2002,1.7,7,4.01,7,0,0,0,0,0,1,0.57,1,0,0,0,0,0
298,Cole Palmer,ENG,"MF,FW",Chelsea,22,2002,5.6,28,5.0,21,2,3,1,1,0,6,1.07,5,0,1,0,0,0
299,Emerson Palmieri,ITA,"DF,MF",West Ham,30,1994,4.7,12,2.57,8,3,0,0,1,0,0,0.0,0,0,0,0,0,0
300,Lucas Paquetá,BRA,MF,West Ham,27,1997,4.9,17,3.45,13,1,1,2,0,0,2,0.41,1,0,0,1,0,0
301,Thomas Partey,GHA,MF,Arsenal,31,1993,5.9,10,1.69,8,2,0,0,0,0,2,0.34,0,2,0,0,0,0
302,Andreas Pereira,BRA,MF,Fulham,28,1996,5.3,35,6.58,15,18,0,0,2,0,2,0.38,1,0,0,0,1,0
303,Kalvin Phillips,ENG,MF,Ipswich Town,28,1995,2.5,4,1.59,3,1,0,0,0,0,1,0.4,1,0,0,0,0,0
304,Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,22,2002,0.5,1,2.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
305,Jordan Pickford,ENG,GK,Everton,30,1994,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
306,Ethan Pinnock,JAM,DF,Brentford,31,1993,6.0,4,0.67,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
