Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
134,Lewis Dunk,ENG,DF,Brighton,32,1991,6,525.0,88.0,97.2,5.8,6,88.0,5,0,0.0,0,1.5,9.0,8.0,1.0,0.17,8.9,9.9,-1.0,-0.18
135,Jhon Durán,COL,FW,Aston Villa,20,2003,6,163.0,27.0,30.2,1.8,0,0.0,0,6,27.0,0,2.17,6.0,4.0,2.0,1.1,3.4,2.7,0.7,0.37
136,Ederson,BRA,GK,Manchester City,31,1993,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,2.33,14.0,6.0,8.0,1.33,12.2,5.2,7.1,1.18
137,George Edmundson,ENG,DF,Ipswich Town,27,1997,1,2.0,2.0,0.4,0.0,0,0.0,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Odsonne Édouard,FRA,"MF,FW",Crystal Palace,26,1998,2,115.0,58.0,21.3,1.3,1,70.0,0,1,45.0,0,0.0,1.0,2.0,-1.0,-0.78,1.7,2.1,-0.4,-0.28
139,Odsonne Édouard,FRA,"FW,MF",Leicester City,26,1998,2,9.0,5.0,1.7,0.1,0,0.0,0,2,5.0,0,0.5,0.0,1.0,-1.0,-10.0,0.1,1.0,-0.9,-9.02
140,Samuel Edozie,ENG,"DF,FW",Southampton,21,2003,2,65.0,33.0,14.4,0.7,0,0.0,0,2,33.0,0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,1.1,1.46
141,Anthony Elanga,SWE,FW,Nott'ham Forest,22,2002,6,352.0,59.0,65.2,3.9,4,69.0,1,2,38.0,0,1.5,5.0,4.0,1.0,0.26,5.6,3.0,2.6,0.67
142,Harvey Elliott,ENG,FW,Liverpool,21,2003,1,8.0,8.0,1.5,0.1,0,0.0,0,1,8.0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Yunus Emre Konak,TUR,"MF,FW",Brentford,18,2006,2,18.0,9.0,3.3,0.2,0,0.0,0,2,9.0,2,0.5,0.0,1.0,-1.0,-5.0,0.0,0.6,-0.6,-2.82
144,Julio Enciso,PAR,"MF,FW",Brighton,20,2004,4,62.0,16.0,11.5,0.7,0,0.0,0,4,16.0,1,1.25,1.0,0.0,1.0,1.45,1.5,0.4,1.1,1.63
145,Wataru Endo,JPN,MF,Liverpool,31,1993,1,1.0,1.0,0.2,0.0,0,0.0,0,1,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Christian Eriksen,DEN,MF,Manchester Utd,32,1992,4,170.0,43.0,31.5,1.9,2,74.0,0,2,12.0,2,1.0,2.0,1.0,1.0,0.53,3.6,3.9,-0.3,-0.16
147,Pervis Estupiñán,ECU,DF,Brighton,26,1998,3,190.0,63.0,35.2,2.1,2,86.0,1,1,19.0,1,0.67,4.0,6.0,-2.0,-0.95,2.8,6.6,-3.8,-1.8
148,Evanilson,BRA,FW,Bournemouth,24,1999,4,278.0,70.0,61.8,3.1,4,70.0,0,0,0.0,0,1.0,1.0,5.0,-4.0,-1.29,4.4,4.4,0.0,0.0
149,Jonny Evans,NIR,DF,Manchester Utd,36,1988,2,24.0,12.0,4.4,0.3,0,0.0,0,2,12.0,4,3.0,2.0,0.0,2.0,7.5,1.6,0.1,1.5,5.64
150,Eberechi Eze,ENG,"MF,FW",Crystal Palace,26,1998,6,539.0,90.0,99.8,6.0,6,90.0,5,0,0.0,0,0.5,5.0,9.0,-4.0,-0.67,7.4,9.0,-1.6,-0.27
151,Łukasz Fabiański,POL,GK,West Ham,39,1985,1,45.0,45.0,8.3,0.5,0,0.0,0,1,45.0,5,0.0,0.0,1.0,-1.0,-2.0,0.7,1.3,-0.6,-1.24
152,Wout Faes,BEL,DF,Leicester City,26,1998,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,0.5,8.0,12.0,-4.0,-0.67,4.3,12.4,-8.1,-1.34
153,Abdul Fatawu Issahaku,GHA,FW,Leicester City,20,2004,6,268.0,45.0,49.6,3.0,3,82.0,2,3,7.0,0,0.5,2.0,7.0,-5.0,-1.68,1.8,6.4,-4.5,-1.52
154,João Félix,POR,"MF,FW",Chelsea,24,1999,4,112.0,28.0,20.7,1.2,0,0.0,0,4,28.0,1,2.5,2.0,0.0,2.0,1.61,2.5,1.0,1.5,1.16
155,Evan Ferguson,IRL,FW,Brighton,19,2004,3,25.0,8.0,4.6,0.3,0,0.0,0,3,8.0,0,0.67,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.98
156,Bruno Fernandes,POR,"MF,FW",Manchester Utd,30,1994,6,479.0,80.0,88.7,5.3,6,80.0,4,0,0.0,0,1.17,5.0,5.0,0.0,0.0,9.7,7.8,1.9,0.36
157,Mateus Fernandes,POR,MF,Southampton,20,2004,4,229.0,57.0,50.9,2.5,2,85.0,0,2,30.0,0,0.25,2.0,4.0,-2.0,-0.79,4.1,5.0,-0.8,-0.32
158,Enzo Fernández,ARG,MF,Chelsea,23,2001,5,431.0,86.0,79.8,4.8,5,86.0,3,0,0.0,0,2.0,14.0,7.0,7.0,1.46,11.1,5.0,6.2,1.29
159,Mark Flekken,NED,GK,Brentford,31,1993,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,1.17,8.0,10.0,-2.0,-0.33,7.0,11.7,-4.7,-0.79
160,Phil Foden,ENG,"MF,FW",Manchester City,24,2000,3,91.0,30.0,16.9,1.0,0,0.0,0,3,30.0,1,1.67,2.0,0.0,2.0,1.98,1.6,0.9,0.6,0.62
161,Wesley Fofana,FRA,DF,Chelsea,23,2000,6,506.0,84.0,93.7,5.6,6,84.0,5,0,0.0,0,2.17,15.0,7.0,8.0,1.42,11.1,6.6,4.5,0.8
162,Carlos Forbs,POR,MF,Wolves,20,2004,2,44.0,22.0,8.1,0.5,0,0.0,0,2,22.0,1,0.0,1.0,1.0,0.0,0.0,0.6,1.7,-1.1,-2.24
163,Fraser Forster,ENG,GK,Tottenham,36,1988,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Ryan Fraser,SCO,FW,Southampton,30,1994,2,85.0,43.0,18.9,0.9,1,58.0,0,1,27.0,0,0.5,1.0,1.0,0.0,0.0,2.1,1.9,0.2,0.19
165,Niclas Füllkrug,GER,FW,West Ham,31,1993,3,66.0,22.0,12.2,0.7,0,0.0,0,3,22.0,0,1.0,2.0,2.0,0.0,0.0,1.9,1.6,0.3,0.43
166,Cody Gakpo,NED,FW,Liverpool,25,1999,6,124.0,21.0,23.0,1.4,0,0.0,0,6,21.0,0,2.5,0.0,1.0,-1.0,-0.73,1.8,1.8,0.0,0.0
167,Idrissa Gana Gueye,SEN,MF,Everton,35,1989,5,340.0,68.0,63.0,3.8,4,83.0,2,1,8.0,0,0.6,4.0,12.0,-8.0,-2.12,3.9,7.6,-3.7,-0.98
168,Alejandro Garnacho,ARG,FW,Manchester Utd,20,2004,6,322.0,54.0,59.6,3.6,3,83.0,2,3,25.0,0,1.17,2.0,7.0,-5.0,-1.4,5.7,7.7,-2.1,-0.58
169,James Garner,ENG,"DF,MF",Everton,23,2001,3,163.0,54.0,30.2,1.8,1,90.0,1,2,37.0,1,1.33,2.0,4.0,-2.0,-1.1,2.0,2.4,-0.4,-0.24
170,Joe Gauci,AUS,GK,Aston Villa,24,2000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Morgan Gibbs-White,ENG,MF,Nott'ham Forest,24,2000,5,431.0,86.0,79.8,4.8,5,86.0,2,0,0.0,0,1.8,6.0,4.0,2.0,0.42,6.2,3.9,2.3,0.48
172,Billy Gilmour,SCO,MF,Brighton,23,2001,2,98.0,49.0,18.1,1.1,1,89.0,0,1,9.0,0,3.0,2.0,1.0,1.0,0.92,1.6,1.3,0.2,0.22
173,João Gomes,BRA,MF,Wolves,23,2001,6,493.0,82.0,91.3,5.5,6,82.0,3,0,0.0,0,0.17,6.0,14.0,-8.0,-1.46,5.3,7.8,-2.6,-0.47
174,Rodrigo Gomes,POR,"FW,MF",Wolves,21,2003,3,117.0,39.0,21.7,1.3,1,74.0,0,2,22.0,3,0.0,0.0,6.0,-6.0,-4.62,0.5,2.9,-2.4,-1.84
175,Toti Gomes,POR,DF,Wolves,25,1999,4,360.0,90.0,66.7,4.0,4,90.0,4,0,0.0,0,0.25,4.0,11.0,-7.0,-1.75,3.8,6.4,-2.6,-0.66
176,Joe Gomez,ENG,DF,Liverpool,27,1997,1,2.0,2.0,0.4,0.0,0,0.0,0,1,2.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Anthony Gordon,ENG,FW,Newcastle Utd,23,2001,6,508.0,85.0,94.1,5.6,6,85.0,2,0,0.0,0,1.83,8.0,6.0,2.0,0.35,8.0,8.6,-0.7,-0.12
178,Ryan Gravenberch,NED,MF,Liverpool,22,2002,6,539.0,90.0,99.8,6.0,6,90.0,5,0,0.0,0,2.5,12.0,2.0,10.0,1.67,12.4,4.5,7.9,1.31
179,Archie Gray,ENG,"MF,DF",Tottenham,18,2006,3,34.0,11.0,6.3,0.4,0,0.0,0,3,11.0,3,2.33,1.0,0.0,1.0,2.65,0.5,0.1,0.4,0.92
180,Jack Grealish,ENG,FW,Manchester City,29,1995,5,267.0,53.0,49.4,3.0,3,78.0,0,2,17.0,1,2.2,7.0,3.0,4.0,1.35,5.7,3.1,2.7,0.89
181,Jacob Greaves,ENG,DF,Ipswich Town,24,2000,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,0.67,5.0,10.0,-5.0,-0.83,4.3,11.7,-7.4,-1.23
182,Gonçalo Guedes,POR,"FW,MF",Wolves,27,1996,3,47.0,16.0,8.7,0.5,0,0.0,0,3,16.0,3,0.33,0.0,3.0,-3.0,-5.74,0.2,2.7,-2.5,-4.84
183,Marc Guéhi,ENG,DF,Crystal Palace,24,2000,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,0.5,5.0,9.0,-4.0,-0.67,7.5,9.0,-1.5,-0.26
184,Luis Guilherme,BRA,MF,West Ham,18,2006,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Bruno Guimarães,BRA,MF,Newcastle Utd,26,1997,6,536.0,89.0,99.3,6.0,6,89.0,5,0,0.0,0,1.83,8.0,7.0,1.0,0.17,7.6,9.5,-1.9,-0.33
186,Marc Guiu,ESP,FW,Chelsea,18,2006,1,24.0,24.0,4.4,0.3,0,0.0,0,1,24.0,2,0.0,0.0,1.0,-1.0,-3.75,0.1,0.1,0.0,-0.07
187,İlkay Gündoğan,GER,MF,Manchester City,33,1990,5,288.0,58.0,53.3,3.2,3,82.0,2,2,22.0,0,2.2,7.0,4.0,3.0,0.94,5.8,3.4,2.3,0.73
188,Malo Gusto,FRA,DF,Chelsea,21,2003,4,343.0,86.0,63.5,3.8,4,86.0,3,0,0.0,0,1.75,11.0,7.0,4.0,1.05,8.4,4.0,4.4,1.16
189,Joško Gvardiol,CRO,DF,Manchester City,22,2002,6,492.0,82.0,91.1,5.5,5,89.0,4,1,45.0,0,2.33,12.0,5.0,7.0,1.28,11.4,4.2,7.2,1.31
190,Erling Haaland,NOR,FW,Manchester City,24,2000,6,539.0,90.0,99.8,6.0,6,90.0,5,0,0.0,0,2.33,14.0,6.0,8.0,1.34,12.2,5.2,7.1,1.18
191,Lewis Hall,ENG,DF,Newcastle Utd,20,2004,6,339.0,57.0,62.8,3.8,3,83.0,2,3,30.0,0,1.83,7.0,3.0,4.0,1.06,6.9,5.0,1.9,0.5
192,Ali Al Hamadi,IRQ,FW,Ipswich Town,22,2002,3,35.0,12.0,6.5,0.4,0,0.0,0,3,12.0,0,0.33,0.0,1.0,-1.0,-2.57,0.1,0.6,-0.5,-1.31
193,Marcus Harness,ENG,MF,Ipswich Town,28,1996,2,45.0,23.0,8.3,0.5,0,0.0,0,2,23.0,0,0.0,0.0,2.0,-2.0,-4.0,0.1,1.3,-1.2,-2.37
194,Jack Harrison,ENG,FW,Everton,27,1996,6,368.0,61.0,68.1,4.1,4,73.0,1,2,38.0,0,0.67,6.0,10.0,-4.0,-0.98,4.3,7.6,-3.3,-0.82
195,Taylor Harwood-Bellis,ENG,DF,Southampton,22,2002,5,320.0,64.0,71.1,3.6,4,78.0,2,1,10.0,0,0.2,1.0,5.0,-4.0,-1.13,5.2,5.9,-0.7,-0.2
196,Kai Havertz,GER,"FW,MF",Arsenal,25,1999,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,2.33,12.0,5.0,7.0,1.17,10.1,6.6,3.4,0.57
197,Tom Heaton,ENG,GK,Manchester Utd,38,1986,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Ayden Heaven,ENG,MF,Arsenal,18,2006,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Jan Paul van Hecke,NED,DF,Brighton,24,2000,5,450.0,90.0,83.3,5.0,5,90.0,5,0,0.0,0,1.8,8.0,4.0,4.0,0.8,7.9,5.8,2.1,0.42
200,Hwang Hee-chan,KOR,"FW,MF",Wolves,28,1996,5,222.0,44.0,41.1,2.5,2,74.0,1,3,25.0,1,0.2,2.0,8.0,-6.0,-2.43,2.6,3.8,-1.1,-0.46
201,Dean Henderson,ENG,GK,Crystal Palace,27,1997,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,0.5,5.0,9.0,-4.0,-0.67,7.5,9.0,-1.5,-0.26
202,Mads Hermansen,DEN,GK,Leicester City,24,2000,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,0.5,8.0,12.0,-4.0,-0.67,4.3,12.4,-8.1,-1.34
203,Son Heung-min,KOR,FW,Tottenham,32,1992,5,449.0,90.0,83.1,5.0,5,90.0,4,0,0.0,0,1.4,9.0,5.0,4.0,0.8,8.9,5.2,3.6,0.72
204,James Hill,ENG,DF,Bournemouth,22,2002,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Jack Hinshelwood,ENG,"DF,MF",Brighton,19,2005,6,517.0,86.0,95.7,5.7,6,86.0,5,0,0.0,0,1.5,10.0,8.0,2.0,0.35,8.5,9.8,-1.3,-0.22
206,George Hirst,ENG,FW,Ipswich Town,25,1999,3,51.0,17.0,9.4,0.6,0,0.0,0,3,17.0,0,1.0,1.0,0.0,1.0,1.76,0.8,0.8,0.0,-0.05
207,Rob Holding,ENG,DF,Crystal Palace,29,1995,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Mason Holgate,ENG,"FW,DF",Everton,27,1996,1,6.0,6.0,1.1,0.1,0,0.0,0,1,6.0,1,0.0,0.0,1.0,-1.0,-15.0,0.0,0.1,-0.1,-1.02
209,Callum Hudson-Odoi,ENG,FW,Nott'ham Forest,23,2000,6,400.0,67.0,74.1,4.4,4,82.0,1,2,36.0,0,1.5,6.0,3.0,3.0,0.68,6.2,2.9,3.3,0.75
210,Will Hughes,ENG,MF,Crystal Palace,29,1995,5,204.0,41.0,37.8,2.3,2,66.0,0,3,24.0,0,0.6,3.0,4.0,-1.0,-0.44,3.0,3.7,-0.7,-0.31
211,Dean Huijsen,ESP,DF,Bournemouth,19,2005,3,194.0,65.0,43.1,2.2,2,90.0,2,1,14.0,2,1.33,4.0,4.0,0.0,0.0,4.2,3.4,0.8,0.37
212,Omari Hutchinson,ENG,"MF,FW",Ipswich Town,20,2003,6,532.0,89.0,98.5,5.9,6,89.0,4,0,0.0,0,0.67,5.0,10.0,-5.0,-0.85,4.3,11.5,-7.1,-1.21
213,Rasmus Højlund,DEN,FW,Manchester Utd,21,2003,2,33.0,17.0,6.1,0.4,0,0.0,0,2,17.0,0,0.5,0.0,1.0,-1.0,-2.73,0.2,1.7,-1.5,-4.06
214,Igor,BRA,DF,Brighton,26,1998,1,34.0,34.0,6.3,0.4,0,0.0,0,1,34.0,4,0.0,0.0,0.0,0.0,0.0,0.2,0.3,-0.1,-0.18
215,Danny Ings,ENG,"FW,MF",West Ham,32,1992,3,31.0,10.0,5.7,0.3,0,0.0,0,3,10.0,2,0.67,1.0,0.0,1.0,2.9,1.3,0.3,1.1,3.08
216,Tim Iroegbunam,ENG,MF,Everton,21,2003,5,360.0,72.0,66.7,4.0,4,88.0,3,1,10.0,1,0.2,4.0,13.0,-9.0,-2.25,4.1,8.1,-4.0,-1.0
217,Andy Irving,SCO,MF,West Ham,24,2000,2,19.0,10.0,3.5,0.2,0,0.0,0,2,10.0,3,0.5,0.0,0.0,0.0,0.0,0.3,0.7,-0.3,-1.52
218,Alexander Isak,SWE,FW,Newcastle Utd,25,1999,5,405.0,81.0,75.0,4.5,5,81.0,4,0,0.0,0,2.0,5.0,6.0,-1.0,-0.22,5.5,8.3,-2.7,-0.61
219,Daniel Iversen,DEN,GK,Leicester City,27,1997,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Alex Iwobi,NGA,FW,Fulham,28,1996,6,511.0,85.0,94.6,5.7,6,85.0,4,0,0.0,0,1.83,8.0,4.0,4.0,0.7,7.6,6.1,1.4,0.25
221,Nicolas Jackson,SEN,FW,Chelsea,23,2001,6,442.0,74.0,81.9,4.9,6,74.0,1,0,0.0,0,2.17,13.0,6.0,7.0,1.43,10.3,6.0,4.3,0.88
222,Vitaly Janelt,GER,"MF,DF",Brentford,26,1998,6,470.0,78.0,87.0,5.2,6,78.0,2,0,0.0,0,1.17,7.0,9.0,-2.0,-0.38,5.8,9.4,-3.6,-0.69
223,Vitezslav Jaros,CZE,GK,Liverpool,23,2001,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Daniel Jebbison,ENG,FW,Bournemouth,21,2003,2,28.0,14.0,6.2,0.3,0,0.0,0,2,14.0,0,1.0,1.0,0.0,1.0,3.21,0.7,0.3,0.4,1.19
225,Mathias Jensen,DEN,MF,Brentford,28,1996,3,238.0,79.0,44.1,2.6,3,79.0,1,0,0.0,0,2.0,5.0,3.0,2.0,0.76,4.9,4.0,0.9,0.36
226,Gabriel Jesus,BRA,"FW,MF",Arsenal,27,1997,4,22.0,6.0,4.1,0.2,0,0.0,0,4,6.0,0,2.5,1.0,1.0,0.0,0.0,1.0,0.8,0.2,0.74
227,Raúl Jiménez,MEX,FW,Fulham,33,1991,6,263.0,44.0,48.7,2.9,3,76.0,0,3,12.0,0,1.83,4.0,2.0,2.0,0.68,4.2,3.4,0.8,0.27
228,Kim Jisoo,KOR,DF,Brentford,19,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,João Pedro,BRA,"MF,FW",Brighton,23,2001,4,281.0,70.0,52.0,3.1,3,87.0,2,1,20.0,0,2.0,5.0,2.0,3.0,0.96,5.2,4.0,1.2,0.38
230,Joelinton,BRA,MF,Newcastle Utd,28,1996,6,478.0,80.0,88.5,5.3,6,80.0,4,0,0.0,0,1.83,6.0,6.0,0.0,0.0,6.8,8.6,-1.8,-0.33
231,Ben Johnson,ENG,"DF,FW",Ipswich Town,24,2000,3,133.0,44.0,24.6,1.5,1,90.0,1,2,22.0,3,0.33,2.0,6.0,-4.0,-2.71,0.9,5.5,-4.6,-3.12
232,Brennan Johnson,WAL,FW,Tottenham,23,2001,6,423.0,71.0,78.3,4.7,5,76.0,1,1,45.0,0,1.67,10.0,4.0,6.0,1.28,10.8,5.2,5.6,1.18
233,Sam Johnstone,ENG,GK,Crystal Palace,31,1993,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Sam Johnstone,ENG,GK,Wolves,31,1993,4,360.0,90.0,66.7,4.0,4,90.0,4,0,0.0,0,0.25,4.0,8.0,-4.0,-1.0,3.1,6.8,-3.7,-0.92
235,Curtis Jones,ENG,MF,Liverpool,23,2001,3,64.0,21.0,11.9,0.7,0,0.0,0,3,21.0,1,2.0,0.0,0.0,0.0,0.0,0.8,0.7,0.0,0.02
236,Jorginho,ITA,MF,Arsenal,32,1991,1,90.0,90.0,16.7,1.0,1,90.0,1,0,0.0,5,3.0,1.0,0.0,1.0,1.0,0.7,0.7,0.0,0.0
237,Diogo Jota,POR,FW,Liverpool,27,1996,5,373.0,75.0,69.1,4.1,5,75.0,1,0,0.0,1,2.4,9.0,1.0,8.0,1.93,9.2,2.6,6.6,1.6
238,Hamed Junior Traorè,CIV,"FW,MF",Bournemouth,24,2000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,James Justin,ENG,DF,Leicester City,26,1998,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,0.5,8.0,12.0,-4.0,-0.67,4.3,12.4,-8.1,-1.34
240,Filip Jørgensen,DEN,GK,Chelsea,22,2002,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Ismeal Kabia,ENG,MF,Arsenal,18,2005,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Issa Kaboré,BFA,"DF,MF",Manchester City,23,2001,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Maldini Kacurri,ALB,DF,Arsenal,18,2005,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Ferdi Kadioglu,TUR,DF,Brighton,24,1999,2,93.0,47.0,17.2,1.0,1,70.0,0,1,23.0,1,0.5,2.0,4.0,-2.0,-1.94,1.3,4.2,-2.8,-2.73
245,Daichi Kamada,JPN,MF,Crystal Palace,28,1996,6,362.0,60.0,67.0,4.0,4,77.0,1,2,28.0,0,0.5,4.0,6.0,-2.0,-0.5,4.1,5.4,-1.3,-0.32
246,Michael Keane,ENG,DF,Everton,31,1993,5,450.0,90.0,83.3,5.0,5,90.0,5,0,0.0,1,0.2,5.0,14.0,-9.0,-1.8,5.2,9.0,-3.8,-0.75
247,Caoimhín Kelleher,IRL,GK,Liverpool,25,1998,1,90.0,90.0,16.7,1.0,1,90.0,1,0,0.0,5,3.0,3.0,0.0,3.0,3.0,2.0,1.1,0.9,0.94
248,Lloyd Kelly,ENG,DF,Newcastle Utd,25,1998,5,205.0,41.0,38.0,2.3,3,60.0,0,2,13.0,1,2.0,1.0,4.0,-3.0,-1.32,2.2,4.8,-2.6,-1.15
249,Milos Kerkez,HUN,DF,Bournemouth,20,2003,5,425.0,85.0,94.4,4.7,5,85.0,4,0,0.0,0,1.0,2.0,8.0,-6.0,-1.27,6.7,7.2,-0.5,-0.11
250,Bilal El Khannouss,MAR,MF,Leicester City,20,2004,3,79.0,26.0,14.6,0.9,1,55.0,0,2,12.0,1,0.33,1.0,3.0,-2.0,-2.28,0.5,1.9,-1.4,-1.61
251,Max Kilman,ENG,DF,West Ham,27,1997,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,0.83,6.0,10.0,-4.0,-0.67,7.0,10.4,-3.4,-0.57
252,Joshua King,ENG,MF,Fulham,17,2007,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,Jakub Kiwior,POL,DF,Arsenal,24,2000,1,17.0,17.0,3.1,0.2,0,0.0,0,1,17.0,4,1.0,0.0,1.0,-1.0,-5.29,0.1,0.8,-0.7,-3.69
254,Justin Kluivert,NED,"MF,FW",Bournemouth,25,1999,5,308.0,62.0,68.4,3.4,4,70.0,1,1,28.0,0,1.0,5.0,5.0,0.0,0.0,6.9,4.5,2.4,0.71
255,Ibrahima Konaté,FRA,DF,Liverpool,25,1999,6,479.0,80.0,88.7,5.3,5,87.0,4,1,45.0,0,2.5,12.0,2.0,10.0,1.88,12.2,4.0,8.2,1.53
256,Ezri Konsa,ENG,DF,Aston Villa,26,1997,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,2.17,12.0,9.0,3.0,0.5,9.3,6.2,3.1,0.51
257,Mateo Kovačić,CRO,MF,Manchester City,30,1994,6,434.0,72.0,80.4,4.8,5,73.0,3,1,70.0,0,2.33,12.0,6.0,6.0,1.24,9.6,5.1,4.4,0.92
258,Emil Krafth,SWE,DF,Newcastle Utd,30,1994,3,241.0,80.0,44.6,2.7,2,90.0,2,1,61.0,3,2.33,4.0,2.0,2.0,0.75,3.7,5.0,-1.4,-0.51
259,Mohammed Kudus,GHA,"FW,MF",West Ham,24,2000,6,493.0,82.0,91.3,5.5,6,82.0,4,0,0.0,0,0.83,5.0,10.0,-5.0,-0.91,6.2,10.2,-4.0,-0.74
260,Dejan Kulusevski,SWE,"MF,FW",Tottenham,24,2000,6,438.0,73.0,81.1,4.9,5,85.0,4,1,12.0,0,1.67,9.0,4.0,5.0,1.03,11.8,5.4,6.5,1.33
261,Maxence Lacroix,FRA,DF,Crystal Palace,24,2000,3,270.0,90.0,50.0,3.0,3,90.0,3,0,0.0,0,0.67,3.0,4.0,-1.0,-0.33,4.4,3.7,0.7,0.24
262,Adam Lallana,ENG,MF,Southampton,36,1988,3,95.0,32.0,21.1,1.1,1,58.0,0,2,19.0,0,0.33,2.0,1.0,1.0,0.95,2.4,2.1,0.3,0.32
263,Tariq Lamptey,GHA,"DF,MF",Brighton,24,2000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Will Lankshear,ENG,FW,Tottenham,19,2005,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Roméo Lavia,BEL,MF,Chelsea,20,2004,2,78.0,39.0,14.4,0.9,1,66.0,0,1,12.0,0,1.5,0.0,1.0,-1.0,-1.15,0.9,0.8,0.1,0.16
266,Mario Lemina,GAB,"MF,FW",Wolves,31,1993,6,539.0,90.0,99.8,6.0,6,90.0,5,0,0.0,0,0.17,6.0,16.0,-10.0,-1.67,5.5,9.7,-4.2,-0.69
267,Bernd Leno,GER,GK,Fulham,32,1992,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,1.83,8.0,5.0,3.0,0.5,8.2,6.5,1.7,0.28
268,Jefferson Lerma,COL,"MF,DF",Crystal Palace,29,1994,4,214.0,54.0,39.6,2.4,2,76.0,1,2,31.0,1,0.25,1.0,3.0,-2.0,-0.84,3.2,2.9,0.3,0.12
269,Rico Lewis,ENG,"MF,DF",Manchester City,19,2004,5,395.0,79.0,73.1,4.4,5,79.0,3,0,0.0,1,2.6,12.0,4.0,8.0,1.82,8.4,4.5,4.0,0.91
