Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
77,Lewis Cook,ENG,MF,Bournemouth,27,1997,4.9,1,4,2,50.0,0.81,0.41,0.25,0.5,25.5,0,0,0,0.2,0.2,0.06,0.8,0.8
78,Maxwel Cornet,CIV,FW,Southampton,28,1996,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
79,Vladimír Coufal,CZE,DF,West Ham,32,1992,2.2,0,1,0,0.0,0.45,0.0,0.0,0.0,22.4,0,0,0,0.0,0.0,0.02,0.0,0.0
80,Aaron Cresswell,ENG,DF,West Ham,34,1989,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
81,Marc Cucurella,ESP,DF,Chelsea,26,1998,5.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
82,Matheus Cunha,BRA,"MF,FW",Wolves,25,1999,5.1,2,16,7,43.8,3.12,1.37,0.13,0.29,18.6,1,0,0,1.5,1.5,0.09,0.5,0.5
83,Diogo Dalot,POR,DF,Manchester Utd,25,1999,6.0,0,1,0,0.0,0.17,0.0,0.0,0.0,27.9,0,0,0,0.0,0.0,0.02,0.0,0.0
84,Mikkel Damsgaard,DEN,MF,Brentford,24,2000,4.2,0,3,2,66.7,0.72,0.48,0.0,0.0,12.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
85,Danilo,BRA,MF,Nott'ham Forest,23,2001,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
86,Leif Davis,ENG,DF,Ipswich Town,24,2000,6.0,0,4,1,25.0,0.67,0.17,0.0,0.0,19.3,1,0,0,0.3,0.3,0.07,-0.3,-0.3
87,Craig Dawson,ENG,DF,Wolves,34,1990,3.3,0,1,0,0.0,0.3,0.0,0.0,0.0,10.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
88,Kevin De Bruyne,BEL,MF,Manchester City,33,1991,4.0,1,14,3,21.4,3.54,0.76,0.07,0.33,24.9,2,0,0,1.2,1.2,0.09,-0.2,-0.2
89,Liam Delap,ENG,FW,Ipswich Town,21,2003,5.0,3,9,5,55.6,1.78,0.99,0.33,0.6,15.9,0,0,0,1.0,1.0,0.11,2.0,2.0
90,Sepp van den Berg,NED,DF,Brentford,22,2001,3.2,0,1,0,0.0,0.31,0.0,0.0,0.0,17.8,0,0,0,0.0,0.0,0.04,0.0,0.0
