Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
11,Miguel Almirón,py PAR,FW,Newcastle Utd,30-233,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
12,Edson Álvarez,mx MEX,"MF,DF",West Ham,26-342,1997,2.5,0,2,0,0.0,0.81,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
13,Samuel Amo-Ameyaw,eng ENG,DF,Southampton,18-074,2006,0.1,0,1,0,0.0,9.00,0.00,0.00,,20.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
14,Joachim Andersen,dk DEN,DF,Crystal Palace,28-122,1996,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,25.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
15,Joachim Andersen,dk DEN,DF,Fulham,28-122,1996,3.0,0,5,1,20.0,1.67,0.33,0.00,0.00,17.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
16,Elliot Anderson,eng ENG,"MF,FW",Nott'ham Forest,21-329,2002,4.0,0,4,0,0.0,1.01,0.00,0.00,,20.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
17,André,br BRA,MF,Wolves,23-076,2001,2.9,0,1,0,0.0,0.34,0.00,0.00,,14.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
18,Michail Antonio,jm JAM,FW,West Ham,34-186,1990,4.0,0,10,1,10.0,2.51,0.25,0.00,0.00,12.6,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches
19,Antony,br BRA,FW,Manchester Utd,24-219,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
20,Julian Araujo,mx MEX,DF,Bournemouth,23-048,2001,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
21,Cameron Archer,eng ENG,FW,Southampton,23-071,2001,2.3,0,7,3,42.9,3.07,1.32,0.00,0.00,14.2,0,0,1,2.3,1.5,0.21,-2.3,-1.5,Matches
22,Alphonse Areola,fr FRA,GK,West Ham,31-216,1993,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
23,Joe Aribo,ng NGA,MF,Southampton,28-071,1996,2.5,0,2,0,0.0,0.80,0.00,0.00,,10.5,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
24,Adam Armstrong,eng ENG,FW,Southampton,27-233,1997,2.4,0,7,1,14.3,2.94,0.42,0.00,0.00,19.6,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
25,Harrison Armstrong,eng ENG,MF,Everton,17-255,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
26,Kepa Arrizabalaga,es ESP,GK,Bournemouth,29-363,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
27,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,27-049,1997,0.9,0,2,1,50.0,2.25,1.13,0.00,0.00,9.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
28,Yasin Ayari,se SWE,MF,Brighton,20-360,2003,2.2,0,6,1,16.7,2.69,0.45,0.00,0.00,17.8,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
29,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,33-019,1991,0.2,0,1,0,0.0,4.29,0.00,0.00,,5.5,0,0,0,0.5,0.5,0.46,-0.5,-0.5,Matches
30,Jordan Ayew,gh GHA,FW,Leicester City,33-019,1991,3.0,0,6,1,16.7,1.98,0.33,0.00,0.00,20.2,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
31,Leon Bailey,jm JAM,"FW,MF",Aston Villa,27-052,1997,3.2,0,5,1,20.0,1.57,0.31,0.00,0.00,19.5,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
32,Carlos Baleba,cm CMR,MF,Brighton,20-271,2004,3.9,1,12,3,25.0,3.09,0.77,0.08,0.33,23.0,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
33,Ross Barkley,eng ENG,MF,Aston Villa,30-300,1993,1.4,0,4,1,25.0,2.86,0.71,0.00,0.00,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
34,Harvey Barnes,eng ENG,FW,Newcastle Utd,26-296,1997,3.6,3,14,5,35.7,3.89,1.39,0.21,0.60,14.3,0,0,0,1.8,1.8,0.13,+1.2,+1.2,Matches
35,Calvin Bassey,ng NGA,DF,Fulham,24-274,1999,6.0,0,4,0,0.0,0.67,0.00,0.00,,19.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
36,Jan Bednarek,pl POL,DF,Southampton,28-171,1996,4.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
37,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26-095,1998,4.3,1,5,2,40.0,1.16,0.46,0.20,0.50,21.8,1,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
38,Rodrigo Bentancur,uy URU,MF,Tottenham,27-097,1997,3.4,0,4,1,25.0,1.18,0.30,0.00,0.00,17.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
39,Sander Berge,no NOR,MF,Fulham,26-229,1998,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
40,Lucas Bergvall,se SWE,"MF,FW",Tottenham,18-241,2006,0.6,0,2,0,0.0,3.53,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
41,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,21-289,2002,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
42,Beto,gw GNB,FW,Everton,26-243,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
43,Philip Billing,dk DEN,MF,Bournemouth,28-111,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
44,Yves Bissouma,ml MLI,MF,Tottenham,28-031,1996,2.0,1,1,1,100.0,0.50,0.50,1.00,1.00,20.9,0,0,0,0.1,0.1,0.10,+0.9,+0.9,Matches
45,Lamare Bogarde,nl NED,DF,Aston Villa,20-269,2004,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
46,Willy Boly,ci CIV,DF,Nott'ham Forest,33-240,1991,1.0,0,1,1,100.0,0.99,0.99,0.00,0.00,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
47,Jarrod Bowen,eng ENG,"FW,MF",West Ham,27-285,1996,5.7,1,10,4,40.0,1.74,0.70,0.10,0.25,18.7,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
48,Conor Bradley,nir NIR,DF,Liverpool,21-083,2003,0.9,0,2,1,50.0,2.28,1.14,0.00,0.00,8.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
49,Jarrad Branthwaite,eng ENG,DF,Everton,22-095,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
50,Ben Brereton,cl CHI,FW,Southampton,25-165,1999,3.8,0,9,1,11.1,2.35,0.26,0.00,0.00,17.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
51,Emi Buendía,ar ARG,"MF,FW",Aston Villa,27-280,1996,0.2,0,1,0,0.0,6.00,0.00,0.00,,20.4,1,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
52,Santiago Bueno,uy URU,DF,Wolves,25-326,1998,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
53,Facundo Buonanotte,ar ARG,"MF,FW",Leicester City,19-282,2004,3.2,1,5,2,40.0,1.55,0.62,0.20,0.50,17.1,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
54,Dan Burn,eng ENG,DF,Newcastle Utd,32-144,1992,6.0,0,5,2,40.0,0.83,0.33,0.00,0.00,12.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
55,Wes Burns,wls WAL,FW,Ipswich Town,29-312,1994,2.3,0,1,0,0.0,0.43,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
56,Moisés Caicedo,ec ECU,MF,Chelsea,22-333,2001,5.8,0,3,0,0.0,0.51,0.00,0.00,,23.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
57,Tom Cairney,sct SCO,MF,Fulham,33-254,1991,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
58,Jens Cajuste,se SWE,MF,Ipswich Town,25-051,1999,0.9,0,1,0,0.0,1.13,0.00,0.00,,20.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
59,Riccardo Calafiori,it ITA,DF,Arsenal,22-134,2002,2.3,1,4,4,100.0,1.74,1.74,0.25,0.25,14.5,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches
60,Dominic Calvert-Lewin,eng ENG,FW,Everton,27-198,1997,5.6,2,13,4,30.8,2.33,0.72,0.15,0.50,10.0,0,0,0,1.8,1.8,0.14,+0.2,+0.2,Matches
61,Diego Carlos,br BRA,DF,Aston Villa,31-199,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
62,Fabio Carvalho,pt POR,"FW,MF",Brentford,22-031,2002,2.6,0,2,0,0.0,0.78,0.00,0.00,,23.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
63,Casemiro,br BRA,MF,Manchester Utd,32-220,1992,3.0,0,8,1,12.5,2.63,0.33,0.00,0.00,18.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
64,Matty Cash,pl POL,DF,Aston Villa,27-054,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
65,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,27-227,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
66,Federico Chiesa,it ITA,FW,Liverpool,26-341,1997,0.2,0,2,1,50.0,9.47,4.74,0.00,0.00,21.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
67,Chiquinho,pt POR,MF,Wolves,24-238,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
68,Hamza Choudhury,eng ENG,MF,Leicester City,26-365,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
69,Ryan Christie,sct SCO,MF,Bournemouth,29-221,1995,3.2,0,1,0,0.0,0.31,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
70,Jack Clarke,eng ENG,FW,Ipswich Town,23-312,2000,1.8,0,5,0,0.0,2.81,0.00,0.00,,18.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
71,Nathaniel Clyne,eng ENG,DF,Crystal Palace,33-178,1991,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
72,Conor Coady,eng ENG,DF,Leicester City,31-218,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
73,Séamus Coleman,ie IRL,DF,Everton,35-355,1988,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,10.5,0,0,0,0.6,0.6,0.57,-0.6,-0.6,Matches
74,Nathan Collins,ie IRL,DF,Brentford,23-153,2001,6.0,0,5,3,60.0,0.83,0.50,0.00,0.00,10.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
75,Toby Collyer,eng ENG,MF,Manchester Utd,20-271,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
76,Levi Colwill,eng ENG,DF,Chelsea,21-217,2003,6.0,0,2,1,50.0,0.33,0.17,0.00,0.00,7.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
77,Lewis Cook,eng ENG,MF,Bournemouth,27-240,1997,4.9,1,4,2,50.0,0.81,0.41,0.25,0.50,25.5,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
78,Maxwel Cornet,ci CIV,FW,Southampton,28-003,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
79,Vladimír Coufal,cz CZE,DF,West Ham,32-039,1992,2.2,0,1,0,0.0,0.45,0.00,0.00,,22.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
80,Aaron Cresswell,eng ENG,DF,West Ham,34-290,1989,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
81,Marc Cucurella,es ESP,DF,Chelsea,26-070,1998,5.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
82,Matheus Cunha,br BRA,"MF,FW",Wolves,25-126,1999,5.1,2,16,7,43.8,3.12,1.37,0.13,0.29,18.6,1,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches
83,Diogo Dalot,pt POR,DF,Manchester Utd,25-196,1999,6.0,0,1,0,0.0,0.17,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
84,Mikkel Damsgaard,dk DEN,MF,Brentford,24-089,2000,4.2,0,3,2,66.7,0.72,0.48,0.00,0.00,12.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
85,Danilo,br BRA,MF,Nott'ham Forest,23-154,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
86,Leif Davis,eng ENG,DF,Ipswich Town,24-262,2000,6.0,0,4,1,25.0,0.67,0.17,0.00,0.00,19.3,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
87,Craig Dawson,eng ENG,DF,Wolves,34-147,1990,3.3,0,1,0,0.0,0.30,0.00,0.00,,10.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
88,Kevin De Bruyne,be BEL,MF,Manchester City,33-094,1991,4.0,1,14,3,21.4,3.54,0.76,0.07,0.33,24.9,2,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
89,Liam Delap,eng ENG,FW,Ipswich Town,21-235,2003,5.0,3,9,5,55.6,1.78,0.99,0.33,0.60,15.9,0,0,0,1.0,1.0,0.11,+2.0,+2.0,Matches
90,Sepp van den Berg,nl NED,DF,Brentford,22-285,2001,3.2,0,1,0,0.0,0.31,0.00,0.00,,17.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
91,Kiernan Dewsbury-Hall,eng ENG,MF,Chelsea,26-024,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
92,Amad Diallo,ci CIV,FW,Manchester Utd,22-081,2002,3.8,1,6,2,33.3,1.58,0.53,0.17,0.50,18.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
93,Rúben Dias,pt POR,DF,Manchester City,27-139,1997,5.1,0,7,1,14.3,1.38,0.20,0.00,0.00,20.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
94,Luis Díaz,co COL,FW,Liverpool,27-261,1997,4.8,5,14,8,57.1,2.94,1.68,0.36,0.63,12.7,0,0,0,2.6,2.6,0.19,+2.4,+2.4,Matches
95,Tyler Dibling,eng ENG,"FW,MF",Southampton,18-202,2006,2.3,1,4,3,75.0,1.75,1.31,0.25,0.33,21.2,0,0,0,0.8,0.8,0.20,+0.2,+0.2,Matches
96,Lucas Digne,fr FRA,DF,Aston Villa,31-072,1993,4.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
97,Issa Diop,fr FRA,DF,Fulham,27-265,1997,3.1,0,1,0,0.0,0.32,0.00,0.00,,5.7,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
98,Axel Disasi,fr FRA,DF,Chelsea,26-203,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
99,Roman Dixon,eng ENG,DF,Everton,19-279,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
100,Matt Doherty,ie IRL,DF,Wolves,32-258,1992,2.3,0,2,0,0.0,0.86,0.00,0.00,,11.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
101,Jeremy Doku,be BEL,FW,Manchester City,22-126,2002,3.4,0,5,1,20.0,1.47,0.29,0.00,0.00,21.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
102,Nicolás Domínguez,ar ARG,"FW,MF",Nott'ham Forest,26-094,1998,1.8,0,2,0,0.0,1.11,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
103,Abdoulaye Doucouré,ml MLI,MF,Everton,31-273,1993,3.4,0,3,0,0.0,0.88,0.00,0.00,,16.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
104,Cheick Doucouré,ml MLI,MF,Crystal Palace,24-266,2000,1.0,0,2,0,0.0,1.94,0.00,0.00,,21.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
105,Flynn Downes,eng ENG,MF,Southampton,25-254,1999,5.0,0,3,0,0.0,0.60,0.00,0.00,,21.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
106,Tommy Doyle,eng ENG,MF,Wolves,22-349,2001,0.8,0,2,0,0.0,2.61,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
107,Radu Drăgușin,ro ROU,DF,Tottenham,22-240,2002,1.1,0,1,0,0.0,0.90,0.00,0.00,,11.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
108,Lewis Dunk,eng ENG,DF,Brighton,32-314,1991,5.8,0,2,0,0.0,0.34,0.00,0.00,,15.4,1,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
109,Jhon Durán,co COL,FW,Aston Villa,20-292,2003,1.8,4,10,5,50.0,5.52,2.76,0.40,0.80,12.6,0,0,0,2.1,2.1,0.21,+1.9,+1.9,Matches
110,Ederson,br BRA,GK,Manchester City,31-044,1993,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
111,George Edmundson,eng ENG,DF,Ipswich Town,27-030,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
112,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,26-258,1998,1.3,0,5,1,20.0,3.91,0.78,0.00,0.00,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
113,Odsonne Édouard,fr FRA,"FW,MF",Leicester City,26-258,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
114,Samuel Edozie,eng ENG,"DF,FW",Southampton,21-246,2003,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
115,Anthony Elanga,se SWE,FW,Nott'ham Forest,22-156,2002,3.9,0,7,3,42.9,1.79,0.77,0.00,0.00,17.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
116,Harvey Elliott,eng ENG,FW,Liverpool,21-179,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
117,Yunus Emre Konak,tr TUR,"MF,FW",Brentford,18-264,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
118,Julio Enciso,py PAR,"MF,FW",Brighton,20-251,2004,0.7,0,4,2,50.0,5.81,2.90,0.00,0.00,26.2,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
119,Wataru Endo,jp JPN,MF,Liverpool,31-234,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
120,Christian Eriksen,dk DEN,MF,Manchester Utd,32-229,1992,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
121,Pervis Estupiñán,ec ECU,DF,Brighton,26-253,1998,2.1,0,3,0,0.0,1.42,0.00,0.00,,32.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
122,Evanilson,br BRA,FW,Bournemouth,24-360,1999,3.1,0,8,2,25.0,2.59,0.65,0.00,0.00,16.2,0,0,1,2.0,1.2,0.15,-2.0,-1.2,Matches
123,Jonny Evans,nir NIR,DF,Manchester Utd,36-271,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
124,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-093,1998,6.0,1,25,7,28.0,4.17,1.17,0.04,0.14,19.8,4,0,0,2.3,2.3,0.09,-1.3,-1.3,Matches
125,Łukasz Fabiański,pl POL,GK,West Ham,39-165,1985,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
126,Wout Faes,be BEL,DF,Leicester City,26-180,1998,6.0,1,4,1,25.0,0.67,0.17,0.25,1.00,8.8,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
127,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,20-206,2004,3.0,0,6,2,33.3,2.01,0.67,0.00,0.00,36.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
128,João Félix,pt POR,"MF,FW",Chelsea,24-325,1999,1.2,1,5,2,40.0,4.02,1.61,0.20,0.50,18.9,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches
129,Evan Ferguson,ie IRL,FW,Brighton,19-347,2004,0.3,0,2,0,0.0,7.20,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
130,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,30-022,1994,5.3,0,17,3,17.6,3.19,0.56,0.00,0.00,19.3,0,0,0,1.9,1.9,0.11,-1.9,-1.9,Matches
131,Mateus Fernandes,pt POR,MF,Southampton,20-082,2004,2.5,0,3,1,33.3,1.18,0.39,0.00,0.00,10.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
132,Enzo Fernández,ar ARG,MF,Chelsea,23-257,2001,4.8,0,3,1,33.3,0.63,0.21,0.00,0.00,14.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
133,Mark Flekken,nl NED,GK,Brentford,31-109,1993,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
134,Phil Foden,eng ENG,"MF,FW",Manchester City,24-125,2000,1.0,0,3,1,33.3,2.97,0.99,0.00,0.00,19.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
135,Wesley Fofana,fr FRA,DF,Chelsea,23-288,2000,5.6,0,1,0,0.0,0.18,0.00,0.00,,14.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
136,Carlos Forbs,pt POR,MF,Wolves,20-195,2004,0.5,0,1,0,0.0,2.05,0.00,0.00,,15.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
137,Ryan Fraser,sct SCO,FW,Southampton,30-219,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
138,Niclas Füllkrug,de GER,FW,West Ham,31-234,1993,0.7,0,2,1,50.0,2.73,1.36,0.00,0.00,12.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
139,Cody Gakpo,nl NED,FW,Liverpool,25-146,1999,1.4,0,4,0,0.0,2.90,0.00,0.00,,15.0,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
140,Idrissa Gana Gueye,sn SEN,MF,Everton,35-004,1989,3.8,0,4,1,25.0,1.06,0.26,0.00,0.00,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
141,Alejandro Garnacho,ar ARG,FW,Manchester Utd,20-091,2004,3.6,1,11,3,27.3,3.07,0.84,0.09,0.33,14.4,0,0,0,2.3,2.3,0.21,-1.3,-1.3,Matches
142,James Garner,eng ENG,"DF,MF",Everton,23-201,2001,1.8,0,1,0,0.0,0.55,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
143,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,24-247,2000,4.8,1,11,5,45.5,2.30,1.04,0.09,0.20,16.5,1,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
144,Billy Gilmour,sct SCO,MF,Brighton,23-111,2001,1.1,0,1,0,0.0,0.92,0.00,0.00,,25.5,1,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
145,João Gomes,br BRA,MF,Wolves,23-231,2001,5.5,0,3,0,0.0,0.55,0.00,0.00,,20.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
146,Rodrigo Gomes,pt POR,"FW,MF",Wolves,21-085,2003,1.3,0,2,0,0.0,1.54,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
147,Toti Gomes,pt POR,DF,Wolves,25-258,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
148,Joe Gomez,eng ENG,DF,Liverpool,27-130,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
149,Anthony Gordon,eng ENG,FW,Newcastle Utd,23-219,2001,5.6,2,6,2,33.3,1.06,0.35,0.17,0.50,18.1,0,1,1,1.9,1.1,0.18,+0.1,-0.1,Matches
150,Ryan Gravenberch,nl NED,MF,Liverpool,22-137,2002,6.0,0,2,2,100.0,0.33,0.33,0.00,0.00,28.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
