Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Emi Buendía,ar ARG,"MF,FW",Aston Villa,27-280,1996,3,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,4,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52,Matches
52,Santiago Bueno,uy URU,DF,Wolves,25-326,1998,2,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
53,Facundo Buonanotte,ar ARG,"MF,FW",Leicester City,19-282,2004,5,3,290,3.2,1,2,3,1,0,0,2,0,0.4,0.4,0.6,1.0,6,10,9,0.31,0.62,0.93,0.31,0.93,0.12,0.20,0.32,0.12,0.32,Matches
54,Dan Burn,eng ENG,DF,Newcastle Utd,32-144,1992,6,6,540,6.0,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,0,10,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
55,Wes Burns,wls WAL,FW,Ipswich Town,29-312,1994,4,3,208,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,5,1,17,0.00,0.00,0.00,0.00,0.00,0.07,0.27,0.34,0.07,0.34,Matches
56,Moisés Caicedo,ec ECU,MF,Chelsea,22-333,2001,6,6,525,5.8,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.2,5,19,7,0.00,0.17,0.17,0.00,0.17,0.02,0.19,0.21,0.02,0.21,Matches
57,Tom Cairney,sct SCO,MF,Fulham,33-254,1991,4,0,71,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,3,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,Matches
58,Jens Cajuste,se SWE,MF,Ipswich Town,25-051,1999,2,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.11,0.03,0.11,Matches
59,Riccardo Calafiori,it ITA,DF,Arsenal,22-134,2002,4,2,207,2.3,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,2,12,6,0.43,0.00,0.43,0.43,0.43,0.22,0.04,0.26,0.22,0.26,Matches
60,Dominic Calvert-Lewin,eng ENG,FW,Everton,27-198,1997,6,6,503,5.6,2,1,3,2,0,0,1,0,1.8,1.8,0.2,2.0,4,7,33,0.36,0.18,0.54,0.36,0.54,0.32,0.04,0.36,0.32,0.36,Matches
