stat_id,player_id,ninety_s,att,live,dead,fk,tb,sw,crs,ti,ck,inn,outt,str,cmp,off,blocks
,,3.0,135,121,13,5,0,0,0,6,0,0,0,0,115,1,3
,,3.7,125,103,22,4,0,0,21,6,12,7,3,0,90,0,7
,,4.0,252,250,2,2,2,0,1,0,0,0,0,0,223,0,3
,,0.3,36,33,3,3,0,0,0,0,0,0,0,0,32,0,3
,,1.9,98,97,1,0,0,0,4,0,1,0,0,0,84,0,4
,,4.0,141,132,7,5,0,0,0,2,0,0,0,0,119,2,0
,,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
,,4.0,244,234,9,9,0,1,0,0,0,0,0,0,210,1,1
,,4.0,166,143,23,23,1,2,3,0,0,0,0,0,129,0,5
,,0.3,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0
,,1.5,103,101,1,0,1,0,0,0,0,0,0,0,96,1,1
,,2.8,134,115,19,5,0,1,6,14,0,0,0,0,116,0,5
,,3.5,265,240,24,2,0,0,2,22,0,0,0,0,246,1,4
,,4.0,41,40,1,0,0,0,0,0,0,0,0,0,24,0,1
,,2.3,147,125,22,5,0,0,10,13,4,3,0,0,120,0,3
,,0.4,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
,,0.5,16,16,0,0,0,0,0,0,0,0,0,0,10,0,1
,,3.3,82,80,1,0,0,0,9,1,0,0,0,0,61,1,2
,,2.6,260,251,9,6,1,0,1,1,0,0,0,0,230,0,1
,,4.0,82,81,1,0,1,0,1,1,0,0,0,0,63,0,1
,,4.0,327,314,13,11,0,0,0,0,0,0,0,0,302,0,3
,,2.2,51,48,3,0,0,0,4,3,0,0,0,0,41,0,3
,,4.0,120,79,41,5,0,0,0,0,0,0,0,0,85,0,0
,,4.0,140,107,31,10,0,1,0,0,0,0,0,0,95,2,0
,,4.0,172,165,7,1,0,2,6,3,0,0,0,0,145,0,6
,,3.7,245,201,44,10,0,4,17,27,7,4,1,1,193,0,3
,,0.4,6,6,0,0,0,0,1,0,0,0,0,0,3,0,1
,,0.1,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0
,,3.1,107,106,1,0,1,0,8,0,1,1,0,0,86,0,5
,,2.0,111,106,2,1,0,0,2,0,0,0,0,0,95,3,2
,,1.2,84,83,1,1,0,0,0,0,0,0,0,0,70,0,1
,,3.9,87,76,8,0,1,1,3,0,0,0,0,0,61,3,5
,,0.2,6,6,0,0,0,0,1,0,0,0,0,0,2,0,1
,,3.9,90,88,0,0,0,0,0,0,0,0,0,0,65,2,4
,,3.5,53,46,7,0,1,0,1,0,0,0,0,0,37,0,5
,,3.7,138,133,3,0,1,3,11,3,0,0,0,0,103,2,6
,,3.3,56,52,4,0,0,0,0,0,0,0,0,0,43,0,0
,,3.2,128,120,7,1,0,3,3,6,0,0,0,0,111,1,2
,,0.3,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
,,2.6,113,88,25,5,0,2,11,15,4,3,0,0,80,0,2
,,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
,,1.2,19,19,0,0,0,1,1,0,0,0,0,0,12,0,1
,,2.9,86,82,4,1,0,1,4,1,1,0,0,0,65,0,2
,,3.5,132,127,4,3,1,1,1,1,0,0,0,0,101,1,5
,,1.4,30,26,4,0,1,0,3,3,1,1,0,0,20,0,2
,,3.1,89,88,1,0,0,0,9,1,0,0,0,0,65,0,3
,,2.0,79,66,13,7,0,0,0,0,0,0,0,0,49,0,2
,,0.2,9,8,1,0,0,0,0,1,0,0,0,0,8,0,0
,,1.0,24,23,1,0,0,0,0,0,0,0,0,0,19,0,1
,,3.1,55,54,1,0,0,2,2,1,0,0,0,0,37,0,4
,,4.0,168,143,24,4,0,0,5,20,0,0,0,0,136,1,2
,,0.3,20,19,1,0,0,0,0,1,0,0,0,0,16,0,1
,,2.3,114,110,4,1,1,1,9,1,2,1,0,0,89,0,4
,,4.0,147,143,1,1,0,6,0,0,0,0,0,0,116,3,3
,,1.8,63,47,16,4,0,0,1,12,0,0,0,0,50,0,4
,,3.7,154,126,27,1,0,0,10,26,0,0,0,0,113,1,3
,,0.3,16,15,0,0,0,0,0,0,0,0,0,0,15,1,0
,,4.0,206,198,8,7,0,2,0,0,0,0,0,0,177,0,2
,,2.9,85,77,6,0,0,0,9,1,1,0,0,0,56,2,5
,,3.3,231,227,4,4,0,0,0,0,0,0,0,0,215,0,0
,,4.0,197,184,13,13,3,0,1,0,0,0,0,0,182,0,3
,,3.0,229,223,6,6,0,0,0,0,0,0,0,0,218,0,1
,,2.7,74,71,3,3,0,0,0,0,0,0,0,0,59,0,1
,,4.0,100,98,2,1,1,3,18,0,1,0,0,0,79,0,6
,,2.9,102,81,21,0,1,0,15,1,18,7,0,0,75,0,5
,,1.0,76,74,2,1,0,1,1,1,0,0,0,0,64,0,1
,,0.4,32,31,1,0,0,0,0,0,0,0,0,0,25,0,1
,,0.7,39,39,0,0,0,0,0,0,0,0,0,0,38,0,0
,,4.0,133,124,6,1,3,0,3,3,0,0,0,0,111,3,3
,,4.0,160,133,27,11,0,0,0,0,0,0,0,0,128,0,0
,,0.9,61,59,2,2,1,0,0,0,0,0,0,0,50,0,0
,,3.5,204,182,22,5,0,0,1,17,0,0,0,0,179,0,3
,,2.1,50,47,2,0,0,2,2,2,0,0,0,0,36,1,3
,,2.0,129,121,8,3,0,0,0,0,0,0,0,0,116,0,2
,,0.5,18,15,2,1,0,0,4,0,1,0,1,0,12,1,1
,,3.3,125,99,25,2,0,0,1,23,0,0,0,0,94,1,5
,,3.0,96,96,0,0,0,1,1,0,0,0,0,0,80,0,5
