stat_id,player_id,ninety_s,crd_y,crd_r,two_crd_y,fls,fld,off,crs,interceptions,tklw,pkwon,pkcon,og,recov,won,lost,won_percent
,,2.5,1,0,0,5,1,0,2,1,4,1,0,0,6,11,9,55.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
,,0.2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0
,,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
,,2.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0
,,3.9,1,1,0,4,0,1,0,0,5,0,0,0,10,2,3,40.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,0.3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0.0
,,1.4,1,0,0,1,0,0,0,1,1,0,0,0,7,0,0,0.0
,,3.8,0,0,0,8,1,2,1,1,1,0,0,0,3,9,11,45.0
,,3.3,0,0,0,2,5,1,16,3,6,0,0,0,8,2,2,50.0
,,0.8,0,0,0,0,3,1,2,0,0,0,0,0,6,0,1,0.0
,,2.5,1,0,0,5,4,4,0,3,1,0,0,0,6,0,1,0.0
,,4.0,2,0,0,7,3,0,7,1,0,0,0,0,23,5,2,71.4
,,4.0,1,0,0,3,0,0,0,7,8,0,0,0,16,7,5,58.3
,,3.8,0,0,0,3,2,2,22,0,5,0,0,0,17,4,8,33.3
,,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0
,,0.5,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,100.0
,,4.0,0,0,0,6,6,0,6,10,6,0,0,0,14,3,3,50.0
,,4.0,1,0,0,6,6,0,10,3,9,0,0,0,20,0,3,0.0
,,3.0,2,0,0,5,0,0,2,2,5,0,0,0,12,3,7,30.0
,,0.1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0
,,0.4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0
,,0.8,0,0,0,1,3,0,0,3,2,0,0,0,4,0,0,0.0
,,4.0,0,0,0,3,2,0,1,3,4,0,0,0,12,2,4,33.3
,,3.6,1,0,0,5,8,0,11,1,2,0,0,0,17,9,5,64.3
,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,0.7,0,0,0,0,0,1,11,0,1,0,0,0,3,1,3,25.0
,,1.9,0,0,0,0,3,0,4,2,4,0,0,0,10,1,0,100.0
,,0.4,0,0,0,1,0,0,0,1,2,0,0,0,2,0,1,0.0
,,3.8,0,0,0,1,1,0,1,5,7,0,0,0,8,4,5,44.4
,,3.8,1,0,0,8,5,1,5,0,8,0,0,0,13,1,4,20.0
,,0.2,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0.0
,,0.7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0
,,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
,,4.0,1,0,0,3,0,0,0,11,1,0,0,0,12,19,6,76.0
,,3.6,1,0,0,3,2,4,0,1,1,0,0,0,2,8,5,61.5
,,1.2,1,0,0,2,0,0,0,1,2,0,0,0,6,1,2,33.3
,,3.8,1,0,0,3,14,0,4,4,8,0,0,0,15,2,5,28.6
,,3.0,1,0,0,2,2,0,0,4,0,0,0,0,16,7,10,41.2
,,2.0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0
,,2.0,1,0,0,3,0,0,0,2,1,0,0,0,2,4,1,80.0
,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,10,3,0,100.0
,,1.0,0,0,0,1,0,0,1,0,1,0,0,0,5,2,1,66.7
,,3.9,0,0,0,3,8,0,7,3,4,0,0,0,18,0,3,0.0
,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,2.3,0,0,0,1,2,0,3,5,4,0,0,0,5,0,1,0.0
,,0.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0
,,1.0,0,0,0,1,1,0,4,4,0,0,0,0,4,2,3,40.0
,,3.0,0,0,0,3,3,0,1,0,0,0,0,0,2,3,2,60.0
,,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,50.0
,,3.7,0,0,0,2,3,0,0,2,3,0,0,0,5,5,4,55.6
,,0.5,0,0,0,0,1,1,4,0,2,0,0,0,3,0,0,0.0
,,3.8,0,0,0,3,10,0,9,5,7,0,0,0,33,3,4,42.9
,,4.0,0,0,0,4,1,1,2,5,4,0,0,0,3,3,3,50.0
,,1.0,0,0,0,2,1,0,0,0,3,0,0,0,8,0,3,0.0
,,3.1,1,0,0,4,4,0,5,4,7,0,0,0,12,5,1,83.3
,,0.7,0,0,0,1,3,0,3,0,1,0,0,0,2,0,0,0.0
,,0.4,1,0,0,1,1,0,0,0,0,0,0,0,4,1,1,50.0
,,4.0,1,0,0,2,2,0,9,3,4,0,0,0,19,2,4,33.3
,,3.2,1,0,0,2,11,0,1,2,1,0,0,0,11,1,0,100.0
,,3.5,1,0,0,3,5,6,1,2,0,0,0,0,5,11,16,40.7
,,3.0,1,0,0,1,1,0,0,6,0,0,0,0,7,3,3,50.0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
,,2.5,1,0,0,6,9,1,0,0,3,0,0,0,10,3,2,60.0
,,1.7,1,1,0,2,3,0,3,2,3,0,0,0,8,0,1,0.0
,,4.0,0,0,0,0,1,0,0,5,1,0,0,0,23,13,8,61.9
,,0.9,0,0,0,3,0,0,1,2,0,0,0,0,4,3,3,50.0
,,2.8,1,0,0,2,0,1,0,1,0,0,0,0,11,1,6,14.3
,,2.8,1,0,0,1,3,0,4,1,3,0,0,0,10,1,0,100.0
