Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
41,Raoul Bellanova,it ITA,DF,Torino,24-136,2000,1.0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
42,Raoul Bellanova,it ITA,DF,Atalanta,24-136,2000,3.3,6,1.81,6,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
43,Andrea Belotti,it ITA,FW,Como,30-285,1993,2.2,5,2.25,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
44,Lucas Beltrán,ar ARG,"MF,FW",Fiorentina,23-185,2001,1.0,2,2.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
45,Ismaël Bennacer,dz ALG,MF,Milan,26-304,1997,0.6,2,3.10,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
46,Medon Berisha,al ALB,"MF,FW",Lecce,20-345,2003,0.9,6,6.51,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
47,Adrian Bernabe,es ESP,MF,Parma,23-127,2001,4.9,21,4.31,16,4,0,0,1,0,1,0.21,1,0,0,0,0,0,Matches
48,Sam Beukema,nl NED,DF,Bologna,25-318,1998,5.5,7,1.27,5,0,0,2,0,0,1,0.18,0,0,0,1,0,0,Matches
49,Alessandro Bianco,it ITA,MF,Monza,21-365,2002,2.1,5,2.37,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
50,Alessandro Bianco,it ITA,MF,Fiorentina,21-365,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
51,Jaka Bijol,si SVN,DF,Udinese,25-238,1999,6.0,3,0.50,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
52,Cristiano Biraghi,it ITA,DF,Fiorentina,32-029,1992,4.5,7,1.56,2,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
53,Samuele Birindelli,it ITA,DF,Monza,25-073,1999,1.9,3,1.55,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
54,Emil Bohinen,no NOR,MF,Genoa,25-202,1999,0.8,4,4.68,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
55,Warren Bondo,fr FRA,MF,Monza,21-015,2003,5.1,4,0.78,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
56,Ange-Yoan Bonny,fr FRA,FW,Parma,20-341,2003,4.3,17,3.92,12,0,2,1,2,0,3,0.69,1,0,1,0,1,0,Matches
57,Edoardo Bove,it ITA,MF,Fiorentina,22-137,2002,3.2,13,4.09,9,1,0,1,2,0,2,0.63,2,0,0,0,0,0,Matches
58,Domagoj Bradarić,hr CRO,MF,Hellas Verona,24-295,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
59,Matthias Braunöder,at AUT,MF,Como,22-187,2002,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
60,Iker Bravo,es ESP,MF,Udinese,19-261,2005,0.5,1,2.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
61,Gleison Bremer,br BRA,DF,Juventus,27-196,1997,6.0,3,0.50,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
62,Brenner,br BRA,"MF,FW",Udinese,24-258,2000,3.6,8,2.20,7,1,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches
63,Marco Brescianini,it ITA,MF,Atalanta,24-254,2000,4.1,6,1.48,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
64,Alessandro Buongiorno,it ITA,DF,Napoli,25-116,1999,5.0,5,1.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
65,Gianluca Busio,us USA,MF,Venezia,22-125,2002,2.8,10,3.52,7,0,0,2,1,0,1,0.35,0,0,0,1,0,0,Matches
66,Liberato Cacace,nz NZL,"DF,MF",Empoli,24-003,2000,0.7,3,4.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
67,Davide Calabria,it ITA,DF,Milan,27-299,1996,1.6,3,1.82,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
68,Luca Caldirola,it ITA,DF,Monza,33-242,1991,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
69,Hakan Çalhanoğlu,tr TUR,MF,Inter,30-235,1994,4.1,16,3.92,14,1,0,0,0,1,1,0.25,1,0,0,0,0,0,Matches
70,Drissa Camara,ci CIV,FW,Parma,22-225,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
71,Nicolò Cambiaghi,it ITA,FW,Bologna,23-277,2000,0.2,1,6.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
72,Andrea Cambiaso,it ITA,"DF,FW",Juventus,24-223,2000,5.1,13,2.54,11,0,1,0,0,1,1,0.20,1,0,0,0,0,0,Matches
73,Matteo Cancellieri,it ITA,"FW,MF",Parma,22-231,2002,1.7,4,2.31,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
74,Antonio Candela,it ITA,DF,Venezia,24-156,2000,4.9,8,1.64,5,1,1,0,0,1,1,0.21,1,0,0,0,0,0,Matches
75,Gianluca Caprari,it ITA,MF,Monza,31-062,1993,2.2,5,2.22,3,2,0,0,0,0,1,0.44,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
76,Elia Caprile,it ITA,GK,Napoli,23-036,2001,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
77,Francesco Caputo,it ITA,FW,Empoli,37-055,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
78,Andrea Carboni,it ITA,DF,Monza,23-239,2001,3.9,2,0.52,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
79,Franco Carboni,it ITA,DF,Venezia,21-179,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
80,Marco Carnesecchi,it ITA,GK,Atalanta,24-091,2000,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
81,Nicolò Casale,it ITA,DF,Bologna,26-229,1998,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
82,Nicolò Casale,it ITA,DF,Lazio,26-229,1998,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
83,Federico Cassa,it ITA,"MF,FW",Atalanta,18-242,2006,0.2,1,6.43,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
84,Valentín Castellanos,ar ARG,FW,Lazio,25-363,1998,4.6,12,2.60,5,0,1,4,1,1,4,0.87,0,0,1,1,1,1,Matches
85,Santiago Castro,ar ARG,FW,Bologna,20-001,2004,5.0,15,3.01,8,0,4,1,1,1,4,0.80,2,0,2,0,0,0,Matches
86,Gaetano Castrovilli,it ITA,MF,Lazio,27-226,1997,1.0,2,2.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
87,Danilo Cataldi,it ITA,MF,Fiorentina,30-055,1994,3.3,4,1.23,2,1,0,0,0,1,1,0.31,0,1,0,0,0,0,Matches
88,Zeki Çelik,tr TUR,DF,Roma,27-226,1997,4.8,6,1.24,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
89,Alberto Cerri,it ITA,FW,Como,28-167,1996,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
90,Gabriel Charpentier,cg CGO,FW,Parma,25-136,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
91,Walid Cheddira,ma MAR,FW,Napoli,26-252,1998,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
92,Leandro Chichizola,ar ARG,GK,Parma,34-187,1990,1.0,2,2.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
93,Samuel Chukwueze,ng NGA,FW,Milan,25-131,1999,2.0,5,2.54,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
94,Aaron Ciammaglichella,it ITA,MF,Torino,19-248,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
95,Alessandro Circati,au AUS,DF,Parma,20-356,2003,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
96,Alphadjo Cissè,it ITA,MF,Hellas Verona,17-344,2006,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
97,Saúl Coco,gq EQG,DF,Torino,25-234,1999,5.0,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
98,Lorenzo Colombo,it ITA,"FW,MF",Empoli,22-206,2002,4.7,8,1.71,3,0,2,2,1,0,1,0.21,0,0,0,1,0,0,Matches
99,Andrea Colpani,it ITA,"MF,FW",Fiorentina,25-142,1999,4.2,10,2.41,8,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
100,Pietro Comuzzo,it ITA,DF,Fiorentina,19-223,2005,4.5,2,0.44,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
101,Francisco Conceição,pt POR,FW,Juventus,21-291,2002,0.8,3,3.65,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
102,Diego Coppola,it ITA,DF,Hellas Verona,20-277,2003,6.0,1,0.17,1,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
103,Joaquín Correa,ar ARG,"MF,FW",Inter,30-048,1994,0.2,2,7.83,2,0,0,0,0,0,1,3.91,1,0,0,0,0,0,Matches
104,Lassana Coulibaly,ml MLI,MF,Lecce,28-173,1996,2.8,10,3.50,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
105,Woyo Coulibaly,fr FRA,DF,Parma,25-133,1999,5.0,5,1.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
106,Bryan Cristante,it ITA,MF,Roma,29-211,1995,5.6,10,1.79,9,0,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
107,Domen Črnigoj,si SVN,MF,Venezia,28-317,1995,0.4,2,4.86,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
108,Juan Cuadrado,co COL,DF,Atalanta,36-127,1988,0.7,5,7.03,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
109,Patrick Cutrone,it ITA,FW,Como,26-271,1998,5.2,13,2.48,7,0,1,4,0,1,0,0.00,0,0,0,0,0,0,Matches
110,Wylan Cyprien,fr FRA,MF,Parma,29-246,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
111,Danilo D'Ambrosio,it ITA,DF,Monza,36-021,1988,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
112,Lucas Da Cunha,fr FRA,"MF,FW",Como,23-113,2001,2.2,10,4.50,8,1,0,1,0,0,1,0.45,1,0,0,0,0,0,Matches
113,Thijs Dallinga,nl NED,"FW,MF",Bologna,24-058,2000,1.3,2,1.53,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
114,Flavius Daniliuc,at AUT,DF,Hellas Verona,23-156,2001,2.8,2,0.72,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
115,Danilo,br BRA,DF,Juventus,33-077,1991,1.1,2,1.87,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
116,Matteo Darmian,it ITA,DF,Inter,34-303,1989,4.4,8,1.80,5,1,0,0,1,1,2,0.45,2,0,0,0,0,0,Matches
117,Juan David Cabal,co COL,DF,Juventus,23-266,2001,2.3,1,0.43,1,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches
118,Keinan Davis,eng ENG,FW,Udinese,26-230,1998,1.8,8,4.31,7,0,0,1,0,0,1,0.54,0,0,0,1,0,0,Matches
119,Paweł Dawidowicz,pl POL,DF,Hellas Verona,29-133,1995,4.2,1,0.24,1,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
120,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,23-204,2001,4.5,20,4.49,16,0,1,2,1,0,4,0.90,4,0,0,0,0,0,Matches
121,Mattia De Sciglio,it ITA,DF,Empoli,31-346,1992,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
122,Lorenzo De Silvestri,it ITA,DF,Bologna,36-130,1988,1.0,2,2.09,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
123,Koni De Winter,be BEL,DF,Genoa,22-110,2002,6.0,3,0.50,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
124,Alessandro Deiola,it ITA,MF,Cagliari,29-060,1995,4.2,9,2.12,7,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
125,Enrico Del Prato,it ITA,DF,Parma,24-325,1999,3.2,7,2.22,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
126,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,23-237,2001,1.8,6,3.40,3,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
127,Ali Dembélé,fr FRA,DF,Torino,20-269,2004,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
128,Michele Di Gregorio,it ITA,GK,Juventus,27-065,1997,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
129,Giovanni Di Lorenzo,it ITA,DF,Napoli,31-057,1993,6.0,19,3.17,18,1,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
130,Boulaye Dia,sn SEN,"FW,MF",Lazio,27-319,1996,3.7,10,2.69,7,0,2,1,0,0,1,0.27,1,0,0,0,0,0,Matches
131,Federico Dimarco,it ITA,DF,Inter,26-325,1997,5.3,29,5.45,16,6,2,4,1,0,1,0.19,1,0,0,0,0,0,Matches
132,Berat Djimsiti,al ALB,DF,Atalanta,31-224,1993,6.0,6,1.00,5,0,0,1,0,0,1,0.17,1,0,0,0,0,0,Matches
133,Dodô,br BRA,DF,Fiorentina,25-318,1998,6.0,23,3.83,20,0,0,1,2,0,2,0.33,1,0,0,0,1,0,Matches
134,Patrick Dorgu,dk DEN,"FW,DF",Lecce,19-340,2004,4.5,15,3.34,8,0,1,1,4,1,1,0.22,0,0,0,0,1,0,Matches
135,Alberto Dossena,it ITA,DF,Como,25-353,1998,4.7,3,0.64,1,0,1,1,0,0,1,0.21,0,0,0,1,0,0,Matches
136,Issa Doumbia,ci CIV,MF,Venezia,20-350,2003,1.0,2,2.12,1,0,0,0,0,1,1,1.06,1,0,0,0,0,0,Matches
137,Artem Dovbyk,ua UKR,FW,Roma,27-101,1997,5.8,10,1.73,7,0,1,2,0,0,1,0.17,1,0,0,0,0,0,Matches
138,Ondrej Duda,sk SVK,MF,Hellas Verona,29-300,1994,3.4,6,1.77,3,1,0,0,2,0,2,0.59,2,0,0,0,0,0,Matches
139,Denzel Dumfries,nl NED,DF,Inter,28-165,1996,1.6,3,1.91,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
140,Alfred Duncan,gh GHA,MF,Venezia,31-204,1993,3.7,7,1.89,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
141,Paulo Dybala,ar ARG,"FW,MF",Roma,30-320,1993,3.2,20,6.32,12,4,0,2,2,0,1,0.32,0,0,0,0,1,0,Matches
142,Éderson,br BRA,MF,Atalanta,25-085,1999,5.8,12,2.08,9,0,1,1,0,1,2,0.35,2,0,0,0,0,0,Matches
143,Kingsley Ehizibue,nl NED,DF,Udinese,29-128,1995,6.0,12,2.00,9,1,0,1,0,1,1,0.17,1,0,0,0,0,0,Matches
144,Jeff Ekhator,it ITA,"FW,MF",Genoa,17-324,2006,0.4,6,15.43,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
145,Jurgen Ekkelenkamp,nl NED,MF,Udinese,24-178,2000,2.2,4,1.80,3,0,0,1,0,0,1,0.45,0,0,0,1,0,0,Matches
146,Emmanuel Ekong,se SWE,"MF,FW",Empoli,22-097,2002,0.4,5,11.25,2,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,Caleb Ekuban,gh GHA,FW,Genoa,30-191,1994,2.3,2,0.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Mikael Ellertsson,is ISL,MF,Venezia,22-203,2002,4.4,17,3.83,12,0,2,1,2,0,2,0.45,2,0,0,0,0,0,Matches
149,Emerson,br BRA,DF,Milan,25-260,1999,4.0,8,1.98,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
150,Yannik Engelhardt,de GER,MF,Como,23-236,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
151,Martin Erlic,hr CRO,DF,Bologna,26-250,1998,1.5,1,0.69,0,0,0,0,1,0,1,0.69,0,0,0,0,1,0,Matches
152,Sebastiano Esposito,it ITA,"FW,MF",Empoli,22-090,2002,4.1,10,2.43,4,1,1,3,1,0,3,0.73,0,0,1,1,1,0,Matches
153,Nahuel Estévez,ar ARG,MF,Parma,28-321,1995,1.8,3,1.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
154,Giovanni Fabbian,it ITA,MF,Bologna,21-260,2003,2.8,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Alieu Fadera,gm GAM,"FW,MF",Como,22-332,2001,2.8,9,3.24,6,0,2,1,0,0,2,0.72,1,0,1,0,0,0,Matches
156,Nicolò Fagioli,it ITA,MF,Juventus,23-231,2001,3.3,8,2.44,6,0,0,2,0,0,1,0.31,1,0,0,0,0,0,Matches
157,Wladimiro Falcone,it ITA,GK,Lecce,29-171,1995,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Davide Faraoni,it ITA,"MF,DF",Hellas Verona,32-341,1991,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
159,Jacopo Fazzini,it ITA,MF,Empoli,21-198,2003,2.6,8,3.04,5,0,1,1,1,0,1,0.38,1,0,0,0,0,0,Matches
160,Mattia Felici,it ITA,DF,Cagliari,23-166,2001,0.3,2,7.83,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
161,Youssouf Fofana,fr FRA,MF,Milan,25-264,1999,3.8,7,1.83,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Michael Folorunsho,it ITA,FW,Napoli,26-236,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,Omari Forson,eng ENG,"MF,FW",Monza,20-072,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
164,Davide Frattesi,it ITA,MF,Inter,24-344,1999,2.9,3,1.05,2,0,1,0,0,0,1,0.35,1,0,0,0,0,0,Matches
165,Morten Frendrup,dk DEN,MF,Genoa,23-176,2001,5.8,6,1.04,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
166,Martin Frese,dk DEN,DF,Hellas Verona,26-270,1998,3.7,7,1.87,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
167,Remo Freuler,ch SUI,MF,Bologna,32-168,1992,6.0,14,2.33,13,0,0,0,0,1,1,0.17,1,0,0,0,0,0,Matches
168,Matteo Gabbia,it ITA,DF,Milan,24-345,1999,3.0,1,0.33,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
169,Alessandro Gabrielloni,it ITA,"FW,MF",Como,30-082,1994,0.6,3,4.74,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
170,Gianluca Gaetano,it ITA,MF,Cagliari,24-148,2000,0.9,8,9.23,4,0,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
171,Roberto Gagliardini,it ITA,"MF,DF",Monza,30-176,1994,1.0,3,3.03,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
172,Antonino Gallo,it ITA,DF,Lecce,24-269,2000,5.9,20,3.36,14,5,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Gaspar,ao ANG,DF,Lecce,27-003,1997,6.0,7,1.17,5,0,0,2,0,0,1,0.17,1,0,0,0,0,0,Matches
174,Federico Gatti,it ITA,DF,Juventus,26-098,1998,3.9,2,0.51,0,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
175,David de Gea,es ESP,GK,Fiorentina,33-328,1990,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
176,Valentin Gendrey,fr FRA,DF,Lecce,24-101,2000,2.0,3,1.50,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
177,Lautaro Gianetti,ar ARG,DF,Udinese,30-322,1993,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
178,Mario Gila,es ESP,DF,Lazio,24-032,2000,3.0,4,1.33,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
179,Billy Gilmour,sct SCO,MF,Napoli,23-111,2001,0.2,2,8.18,2,0,0,0,0,0,1,4.09,1,0,0,0,0,0,Matches
180,Gvidas Gineitis,lt LTU,MF,Torino,20-168,2004,0.5,1,2.20,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
181,Ben Godfrey,eng ENG,DF,Atalanta,26-259,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
182,Saba Goglichidze,ge GEO,DF,Empoli,20-097,2004,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
183,Edoardo Goldaniga,it ITA,DF,Como,30-333,1993,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
184,Pierluigi Gollini,it ITA,GK,Genoa,29-196,1995,6.0,4,0.67,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Nicolás González,ar ARG,FW,Juventus,26-177,1998,2.5,4,1.60,4,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
186,Robin Gosens,de GER,DF,Fiorentina,30-087,1994,4.0,16,4.03,12,1,1,2,0,0,2,0.50,0,0,0,2,0,0,Matches
187,Alberto Grassi,it ITA,MF,Empoli,29-207,1995,3.3,4,1.21,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
188,Mattéo Guendouzi,fr FRA,MF,Lazio,25-169,1999,6.0,14,2.35,12,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Frederic Guilbert,fr FRA,DF,Lecce,29-281,1994,2.3,3,1.29,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
190,Albert Guðmundsson,is ISL,MF,Fiorentina,27-107,1997,1.3,4,3.13,1,0,1,1,1,0,1,0.78,0,0,0,0,1,0,Matches
191,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,30-263,1994,6.0,6,1.00,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
192,Christian Gytkjær,dk DEN,FW,Venezia,34-147,1990,1.7,1,0.59,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
193,Nicolas Haas,ch SUI,MF,Empoli,28-251,1996,1.1,3,2.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
194,Saad El Haddad,ma MAR,MF,Venezia,19-068,2005,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
195,Antoine Hainaut,fr FRA,"DF,FW",Parma,22-225,2002,0.6,4,6.55,3,0,0,1,0,0,1,1.64,1,0,0,0,0,0,Matches
196,Mohamed Haj,tn TUN,MF,Parma,19-188,2005,0.3,2,7.50,1,0,0,1,0,0,2,7.50,1,0,0,1,0,0,Matches
197,Ridgeciano Haps,sr SUR,DF,Venezia,31-110,1993,2.3,5,2.18,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
198,Abdou Harroui,nl NED,"FW,MF",Hellas Verona,26-261,1998,1.9,5,2.65,4,0,1,0,0,0,1,0.53,1,0,0,0,0,0,Matches
199,Liam Henderson,sct SCO,MF,Empoli,28-158,1996,5.8,14,2.41,9,4,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
200,Mario Hermoso,es ESP,DF,Roma,29-104,1995,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
201,Theo Hernández,fr FRA,DF,Milan,26-360,1997,4.4,18,4.09,11,4,1,1,0,1,3,0.68,1,1,0,0,0,1,Matches
202,Hernani,br BRA,MF,Parma,30-187,1994,1.0,5,5.17,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
203,Isak Hien,se SWE,DF,Atalanta,25-261,1999,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Emil Holm,se SWE,MF,Bologna,24-140,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
205,Elseid Hysaj,al ALB,DF,Lazio,30-223,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
206,Jay Idzes,id IDN,DF,Venezia,24-120,2000,4.7,5,1.05,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
207,Jonathan Ikone,fr FRA,"MF,FW",Fiorentina,26-151,1998,1.2,8,6.43,4,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
208,Ivan Ilić,rs SRB,MF,Torino,23-197,2001,5.3,21,3.95,14,4,0,1,2,0,6,1.13,4,2,0,0,0,0,Matches
209,Samuel Iling-Junior,eng ENG,"MF,FW",Bologna,20-362,2003,0.5,3,5.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
