Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
241,Giorgos Kyriakopoulos,gr GRE,DF,Monza,28-238,1996,6.0,222,289,76.8,3746,1253,107,118,90.7,89,111,80.2,21,45,46.7,1,0.4,0.4,+0.6,9,20,2,0,22,Matches
242,Mathis Lambourde,fr FRA,"DF,MF",Hellas Verona,18-265,2006,0.1,2,2,100.0,29,16,1,1,100.0,1,1,100.0,0,0,,0,0.1,0.1,-0.1,1,0,0,0,0,Matches
243,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,34-236,1990,1.0,9,17,52.9,106,15,6,7,85.7,2,5,40.0,0,2,0.0,0,0.0,0.1,0.0,1,0,0,0,3,Matches
244,Valentino Lazaro,at AUT,DF,Torino,28-190,1996,5.6,255,326,78.2,4291,1198,116,133,87.2,116,138,84.1,19,42,45.2,2,1.1,1.2,+0.9,7,14,7,4,21,Matches
245,Darko Lazović,rs SRB,"MF,DF",Hellas Verona,34-015,1990,4.7,76,123,61.8,1205,496,44,50,88.0,29,49,59.2,3,17,17.6,3,1.5,0.3,+1.5,6,2,4,2,10,Matches
246,Manuel Lazzari,it ITA,DF,Lazio,30-306,1993,5.1,228,281,81.1,3505,918,113,122,92.6,92,114,80.7,12,20,60.0,0,0.3,0.4,-0.3,7,16,6,6,24,Matches
247,Enzo Le Fée,fr FRA,MF,Roma,24-240,2000,1.0,50,66,75.8,798,150,27,35,77.1,20,24,83.3,2,5,40.0,0,0.1,0.1,-0.1,2,4,1,0,5,Matches
248,Rafael Leão,pt POR,FW,Milan,25-112,1999,4.9,143,182,78.6,2375,658,76,90,84.4,55,67,82.1,10,16,62.5,3,1.7,1.5,+1.3,14,10,15,1,26,Matches
249,Nunzio Lella,it ITA,MF,Venezia,24-064,2000,0.1,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
250,Karol Linetty,pl POL,MF,Torino,29-241,1995,3.9,135,156,86.5,2330,460,67,72,93.1,50,58,86.2,15,20,75.0,0,0.1,0.2,-0.1,4,11,3,0,8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
251,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,23-149,2001,1.8,12,27,44.4,129,46,6,14,42.9,2,5,40.0,0,2,0.0,0,0.0,0.0,0.0,0,3,0,0,1,Matches
252,Stanislav Lobotka,sk SVK,MF,Napoli,29-310,1994,5.8,301,340,88.5,4975,1429,140,159,88.1,141,149,94.6,16,22,72.7,0,0.3,0.4,-0.3,5,29,6,0,36,Matches
253,Manuel Locatelli,it ITA,MF,Juventus,26-266,1998,4.3,359,390,92.1,6768,2263,139,145,95.9,171,186,91.9,44,52,84.6,0,0.0,0.3,0.0,1,37,5,0,38,Matches
254,Ruben Loftus-Cheek,eng ENG,MF,Milan,28-251,1996,4.5,159,177,89.8,2352,460,92,102,90.2,55,59,93.2,8,10,80.0,0,1.1,0.4,-1.1,7,19,4,1,25,Matches
255,Ademola Lookman,ng NGA,"MF,FW",Atalanta,26-346,1997,2.4,70,97,72.2,1129,446,39,40,97.5,25,35,71.4,5,13,38.5,1,0.7,1.0,+0.3,6,4,4,1,9,Matches
256,Sandi Lovrić,si SVN,MF,Udinese,26-186,1998,3.5,98,129,76.0,1699,444,44,50,88.0,37,46,80.4,11,21,52.4,0,0.0,0.1,0.0,1,12,1,0,17,Matches
257,Lorenzo Lucca,it ITA,FW,Udinese,24-020,2000,4.3,42,64,65.6,565,92,19,30,63.3,16,22,72.7,1,3,33.3,0,0.1,0.0,-0.1,3,3,0,0,3,Matches
258,Jhon Lucumí,co COL,DF,Bologna,26-096,1998,3.4,270,294,91.8,5265,1917,94,103,91.3,135,141,95.7,37,46,80.4,0,0.0,0.1,0.0,0,16,0,0,16,Matches
259,José Luis Palomino,ar ARG,DF,Cagliari,34-269,1990,0.8,42,51,82.4,826,293,11,12,91.7,29,33,87.9,2,6,33.3,0,0.0,0.0,0.0,0,6,1,0,6,Matches
260,Douglas Luiz,br BRA,MF,Juventus,26-144,1998,1.7,116,130,89.2,2121,436,49,53,92.5,49,52,94.2,16,23,69.6,0,0.4,0.2,-0.4,5,5,2,1,9,Matches
261,Romelu Lukaku,be BEL,FW,Napoli,31-140,1993,2.9,39,57,68.4,446,65,28,33,84.8,6,10,60.0,1,2,50.0,2,0.4,0.3,+1.6,4,3,0,0,4,Matches
262,Sebastiano Luperto,it ITA,DF,Cagliari,28-024,1996,5.0,220,263,83.7,4141,1267,72,79,91.1,127,141,90.1,19,38,50.0,1,0.7,0.5,+0.3,3,23,2,0,22,Matches
263,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,22-205,2002,4.2,47,72,65.3,730,112,28,32,87.5,16,23,69.6,3,9,33.3,0,0.3,0.5,-0.3,5,4,1,0,6,Matches
264,Charalambos Lykogiannis,gr GRE,DF,Bologna,30-344,1993,3.6,162,216,75.0,2854,763,57,63,90.5,93,118,78.8,8,25,32.0,1,0.2,0.3,+0.8,2,17,4,4,22,Matches
265,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28-362,1995,2.3,51,63,81.0,928,263,21,25,84.0,26,28,92.9,4,8,50.0,0,0.0,0.0,0.0,0,3,0,0,4,Matches
266,Mike Maignan,fr FRA,GK,Milan,29-089,1995,6.0,210,233,90.1,5073,3261,35,36,97.2,126,126,100.0,48,70,68.6,0,0.0,0.0,0.0,0,0,0,0,1,Matches
267,Antoine Makoumbou,cg CGO,MF,Cagliari,26-074,1998,0.7,33,43,76.7,516,87,13,17,76.5,16,17,94.1,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
268,Daniel Maldini,it ITA,MF,Monza,22-355,2001,4.7,91,125,72.8,1458,270,46,55,83.6,36,45,80.0,5,15,33.3,0,0.1,0.3,-0.1,1,4,2,1,12,Matches
269,Youssef Maleh,ma MAR,MF,Empoli,26-039,1998,3.0,56,77,72.7,867,299,31,34,91.2,17,27,63.0,4,7,57.1,0,0.1,0.0,-0.1,1,15,0,0,10,Matches
270,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,31-149,1993,2.5,105,118,89.0,1818,559,53,57,93.0,42,46,91.3,9,12,75.0,0,0.5,0.1,-0.5,3,16,3,0,19,Matches
271,Dennis Man,ro ROU,FW,Parma,26-035,1998,4.3,122,159,76.7,1721,520,83,101,82.2,28,34,82.4,7,13,53.8,1,1.3,0.7,-0.3,11,6,9,1,14,Matches
272,Gianluca Mancini,it ITA,DF,Roma,28-166,1996,5.6,304,352,86.4,5606,1796,117,123,95.1,153,169,90.5,29,46,63.0,0,0.5,0.2,-0.5,5,34,5,2,31,Matches
273,Rolando Mandragora,it ITA,MF,Fiorentina,27-093,1997,3.0,126,158,79.7,2434,723,54,62,87.1,61,74,82.4,11,20,55.0,0,0.7,0.6,-0.7,5,14,3,2,13,Matches
274,Alberto Manzoni,it ITA,MF,Atalanta,19-097,2005,0.1,11,12,91.7,196,29,5,6,83.3,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,4,0,0,0,Matches
275,Filip Marchwiński,pl POL,MF,Lecce,22-264,2002,0.2,4,5,80.0,60,6,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
276,Pablo Marí,es ESP,DF,Monza,31-030,1993,6.0,336,371,90.6,6500,2297,108,109,99.1,194,204,95.1,33,53,62.3,0,0.1,0.0,-0.1,1,13,0,0,16,Matches
277,Mirko Marić,hr CRO,FW,Monza,29-137,1995,0.1,2,3,66.7,22,5,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
278,Răzvan Marin,ro ROU,MF,Cagliari,28-130,1996,4.6,159,214,74.3,2973,866,69,85,81.2,65,77,84.4,24,49,49.0,0,0.9,1.4,-0.9,13,21,4,0,18,Matches
279,Guillermo Maripán,cl CHI,DF,Torino,30-147,1994,1.1,133,145,91.7,2866,1237,24,29,82.8,91,94,96.8,17,18,94.4,0,0.0,0.0,0.0,0,14,0,0,15,Matches
280,Aarón Martín,es ESP,DF,Genoa,27-161,1997,5.0,150,222,67.6,2692,1139,70,75,93.3,55,77,71.4,21,59,35.6,0,0.7,1.5,-0.7,11,17,5,4,18,Matches
281,Lautaro Martínez,ar ARG,FW,Inter,27-039,1997,4.4,63,84,75.0,1042,239,34,42,81.0,22,27,81.5,6,9,66.7,1,0.9,0.4,+0.1,7,4,1,0,9,Matches
282,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,28-143,1996,2.4,135,158,85.4,2666,1168,50,53,94.3,67,76,88.2,17,26,65.4,0,0.0,0.1,0.0,1,10,0,0,10,Matches
283,Kevin Martins,it ITA,DF,Monza,19-243,2005,0.0,5,5,100.0,65,12,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
284,Adam Marušić,me MNE,DF,Lazio,31-349,1992,2.8,146,164,89.0,2062,775,84,90,93.3,50,61,82.0,5,5,100.0,0,0.0,0.1,0.0,2,13,3,2,11,Matches
285,Adam Masina,ma MAR,DF,Torino,30-272,1994,6.0,383,447,85.7,6725,2524,165,182,90.7,184,205,89.8,29,53,54.7,2,0.2,0.3,+1.8,2,21,2,1,22,Matches
286,Alan Matturro,uy URU,DF,Genoa,19-355,2004,0.2,5,6,83.3,137,38,3,4,75.0,0,0,,2,2,100.0,0,0.1,0.1,-0.1,1,0,0,0,0,Matches
287,Luca Mazzitelli,it ITA,MF,Como,28-320,1995,1.9,85,107,79.4,1459,578,44,48,91.7,27,35,77.1,10,14,71.4,1,0.5,0.6,+0.5,4,10,4,0,13,Matches
288,Pasquale Mazzocchi,it ITA,DF,Napoli,29-065,1995,3.9,110,140,78.6,1574,603,68,75,90.7,37,48,77.1,3,8,37.5,0,0.3,0.3,-0.3,4,3,6,1,17,Matches
289,Samuel Mbangula,be BEL,FW,Juventus,20-258,2004,2.5,64,76,84.2,793,128,45,52,86.5,15,20,75.0,1,1,100.0,2,0.3,0.2,+1.7,5,3,1,0,4,Matches
290,Weston McKennie,us USA,MF,Juventus,26-033,1998,1.8,65,76,85.5,878,140,41,43,95.3,20,25,80.0,1,3,33.3,0,0.0,0.1,0.0,0,3,1,0,5,Matches
291,Scott McTominay,sct SCO,MF,Napoli,27-297,1996,2.2,43,51,84.3,679,209,23,27,85.2,15,18,83.3,4,4,100.0,1,0.3,0.0,+0.7,1,6,0,0,4,Matches
292,Alex Meret,it ITA,GK,Napoli,27-192,1997,4.4,93,128,72.7,2275,1395,20,20,100.0,52,54,96.3,21,54,38.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
293,Junior Messias,br BRA,"MF,FW",Genoa,33-140,1991,2.9,40,55,72.7,690,182,16,17,94.1,21,31,67.7,3,6,50.0,0,0.2,0.0,-0.2,4,3,0,0,6,Matches
294,Valentin Mihaila,ro ROU,"FW,MF",Parma,24-241,2000,4.0,85,108,78.7,1278,372,43,54,79.6,27,33,81.8,7,10,70.0,1,0.4,0.2,+0.6,6,8,4,1,10,Matches
295,Vanja Milinković-Savić,rs SRB,GK,Torino,27-223,1997,5.0,157,219,71.7,4587,3206,32,32,100.0,76,76,100.0,49,109,45.0,0,0.0,0.1,0.0,0,10,1,0,0,Matches
296,Yerry Mina,co COL,DF,Cagliari,30-007,1994,3.7,213,257,82.9,4306,1491,63,73,86.3,124,142,87.3,25,39,64.1,0,0.0,0.3,0.0,1,9,2,0,15,Matches
297,Juan Miranda,es ESP,DF,Bologna,24-255,2000,2.4,166,210,79.0,3179,1132,69,71,97.2,73,88,83.0,23,45,51.1,0,0.2,0.4,-0.2,6,18,2,2,12,Matches
298,Fabio Miretti,it ITA,MF,Genoa,21-058,2003,0.8,12,17,70.6,324,111,3,4,75.0,5,6,83.3,4,7,57.1,0,0.0,0.2,0.0,0,0,0,0,2,Matches
299,Henrikh Mkhitaryan,am ARM,MF,Inter,35-253,1989,5.0,219,262,83.6,3456,840,119,135,88.1,80,97,82.5,15,18,83.3,0,0.1,0.5,-0.1,1,21,9,1,30,Matches
300,Lorenzo Montipò,it ITA,GK,Hellas Verona,28-223,1996,6.0,83,171,48.5,2528,1965,12,12,100.0,43,43,100.0,28,115,24.3,0,0.0,0.0,0.0,0,4,0,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
301,Álvaro Morata,es ESP,"MF,FW",Milan,31-343,1992,2.1,41,47,87.2,745,176,24,29,82.8,9,10,90.0,7,7,100.0,0,0.2,0.1,-0.2,4,5,1,0,9,Matches
302,Alberto Moreno,es ESP,DF,Como,32-087,1992,6.0,259,314,82.5,4758,1773,103,113,91.2,124,146,84.9,27,45,60.0,0,0.6,0.5,-0.6,9,24,6,4,17,Matches
303,Tete Morente,es ESP,"FW,MF",Lecce,27-301,1996,3.4,86,107,80.4,1268,434,53,57,93.0,24,29,82.8,6,14,42.9,0,0.2,0.1,-0.2,5,8,4,1,15,Matches
304,Nikola Moro,hr CRO,MF,Bologna,26-202,1998,2.6,107,143,74.8,2119,561,34,45,75.6,52,65,80.0,16,22,72.7,0,0.1,0.2,-0.1,2,21,1,1,19,Matches
305,Daniel Mosquera,co COL,"FW,MF",Hellas Verona,24-346,1999,2.2,25,36,69.4,271,36,19,22,86.4,3,6,50.0,1,2,50.0,0,0.3,0.1,-0.3,2,1,1,0,1,Matches
306,Dany Mota,pt POR,MF,Monza,26-151,1998,2.2,46,69,66.7,776,126,17,26,65.4,24,30,80.0,2,4,50.0,0,0.0,0.6,0.0,1,3,3,1,5,Matches
307,Yunus Musah,us USA,MF,Milan,21-306,2002,1.7,114,122,93.4,2084,640,42,43,97.7,63,66,95.5,9,13,69.2,1,0.3,0.2,+0.7,5,14,2,2,15,Matches
308,Juan Musso,ar ARG,GK,Atalanta,30-147,1994,1.0,17,33,51.5,486,331,2,2,100.0,9,9,100.0,6,22,27.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
309,Kingstone Mutandwa,zm ZAM,MF,Cagliari,21-269,2003,0.4,8,10,80.0,110,0,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
310,Obite N'Dicka,ci CIV,DF,Roma,25-041,1999,6.0,394,413,95.4,7392,2272,143,146,97.9,217,223,97.3,32,41,78.0,0,0.3,0.1,-0.3,2,16,1,0,20,Matches
311,Michel Ndary Adopo,fr FRA,MF,Cagliari,24-073,2000,1.1,31,34,91.2,532,113,17,18,94.4,12,13,92.3,2,2,100.0,0,0.1,0.0,-0.1,1,1,0,0,3,Matches
312,Dan Ndoye,ch SUI,"FW,MF",Bologna,23-341,2000,3.7,72,107,67.3,1201,258,34,48,70.8,32,42,76.2,3,8,37.5,1,0.6,0.5,+0.4,4,5,3,0,9,Matches
313,David Neres,br BRA,"MF,FW",Napoli,27-211,1997,0.6,28,35,80.0,417,164,15,15,100.0,6,9,66.7,4,7,57.1,3,1.0,0.9,+2.0,3,4,3,2,4,Matches
314,Cyril Ngonge,be BEL,DF,Napoli,24-127,2000,0.1,6,7,85.7,114,39,2,3,66.7,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
315,Hans Nicolussi Caviglia,it ITA,MF,Venezia,24-104,2000,2.6,72,93,77.4,1301,474,34,39,87.2,29,35,82.9,9,16,56.3,0,0.1,0.1,-0.1,2,6,2,1,10,Matches
316,Eybi Nije,se SWE,DF,Torino,19-139,2005,0.3,9,9,100.0,160,24,5,5,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
317,Tijjani Noslin,nl NED,"FW,MF",Lazio,25-085,1999,2.6,56,78,71.8,774,189,30,37,81.1,18,26,69.2,3,6,50.0,0,0.2,0.3,-0.2,3,3,5,2,6,Matches
318,Adam Obert,sk SVK,DF,Cagliari,22-038,2002,0.1,1,3,33.3,16,0,0,0,,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
319,Jens Odgaard,dk DEN,"FW,MF",Bologna,25-183,1999,2.4,60,76,78.9,925,179,31,32,96.9,22,31,71.0,4,7,57.1,0,0.0,0.0,0.0,1,4,0,0,2,Matches
320,Noah Okafor,ch SUI,FW,Milan,24-129,2000,2.3,30,43,69.8,480,79,16,23,69.6,13,15,86.7,1,3,33.3,0,0.0,0.0,0.0,0,1,3,1,4,Matches
321,Maduka Okoye,ng NGA,GK,Udinese,25-033,1999,6.0,149,199,74.9,3995,2905,33,33,100.0,71,71,100.0,43,90,47.8,0,0.0,0.0,0.0,0,1,0,0,0,Matches
322,Mathías Olivera,uy URU,DF,Napoli,26-335,1997,4.2,149,181,82.3,2370,706,69,81,85.2,66,74,89.2,7,10,70.0,0,0.6,0.3,-0.6,8,14,3,1,11,Matches
323,Gaetano Oristanio,it ITA,"MF,FW",Venezia,22-002,2002,4.2,50,67,74.6,885,264,24,29,82.8,18,24,75.0,7,11,63.6,0,0.4,0.2,-0.4,7,6,2,1,10,Matches
324,Riccardo Orsolini,it ITA,"FW,MF",Bologna,27-250,1997,3.7,71,111,64.0,1176,378,36,46,78.3,28,44,63.6,5,13,38.5,0,0.8,0.2,-0.8,3,9,4,1,12,Matches
325,Yordan Osorio,ve VEN,DF,Parma,30-143,1994,0.9,25,31,80.6,422,113,11,13,84.6,13,14,92.9,1,2,50.0,0,0.1,0.1,-0.1,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
326,Remi Oudin,fr FRA,"MF,FW",Lecce,27-317,1996,0.9,19,32,59.4,377,154,5,7,71.4,9,12,75.0,4,10,40.0,0,0.2,0.4,-0.2,2,1,3,1,4,Matches
327,Alberto Paleari,it ITA,GK,Torino,32-032,1992,1.0,28,32,87.5,826,650,10,10,100.0,6,6,100.0,12,16,75.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
328,Marco Palestra,it ITA,DF,Atalanta,19-211,2005,0.4,15,22,68.2,214,87,8,9,88.9,7,10,70.0,0,1,0.0,0,0.1,0.2,-0.1,2,1,0,0,1,Matches
329,Leandro Paredes,ar ARG,MF,Roma,30-093,1994,1.2,75,86,87.2,1384,333,26,28,92.9,41,43,95.3,8,11,72.7,1,0.3,0.1,+0.7,2,5,1,0,3,Matches
330,Fabiano Parisi,it ITA,DF,Fiorentina,23-326,2000,1.4,45,54,83.3,693,180,25,28,89.3,19,22,86.4,1,1,100.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
331,Mario Pašalić,hr CRO,MF,Atalanta,29-234,1995,3.9,200,219,91.3,3689,1124,62,67,92.5,122,132,92.4,15,18,83.3,1,0.7,0.5,+0.3,7,33,5,0,32,Matches
332,Patric,es ESP,DF,Lazio,31-166,1993,2.5,135,157,86.0,3034,871,34,38,89.5,76,81,93.8,25,34,73.5,0,0.0,0.0,0.0,0,9,1,1,10,Matches
333,Benjamin Pavard,fr FRA,DF,Inter,28-186,1996,4.0,262,284,92.3,4913,1522,94,98,95.9,142,150,94.7,23,29,79.3,1,0.1,0.2,+0.9,2,16,4,1,24,Matches
334,Strahinja Pavlović,rs SRB,DF,Milan,23-129,2001,3.0,206,237,86.9,3646,1314,78,82,95.1,116,128,90.6,12,24,50.0,0,0.0,0.0,0.0,0,16,0,0,15,Matches
335,Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,35-309,1988,1.1,21,42,50.0,300,103,9,18,50.0,9,14,64.3,0,1,0.0,0,0.7,0.3,-0.7,6,3,2,0,5,Matches
336,Martín Payero,ar ARG,MF,Udinese,26-019,1998,2.4,47,63,74.6,830,220,22,23,95.7,18,20,90.0,5,14,35.7,0,0.1,0.3,-0.1,2,11,1,1,11,Matches
337,Nicolás Paz,ar ARG,"MF,FW",Como,20-022,2004,3.6,114,145,78.6,1655,594,70,79,88.6,29,38,76.3,10,14,71.4,2,2.0,1.0,0.0,10,10,8,1,21,Matches
338,Marcus Pedersen,no NOR,DF,Torino,24-076,2000,1.3,29,45,64.4,449,78,16,19,84.2,9,15,60.0,3,5,60.0,0,0.1,0.1,-0.1,1,0,1,1,0,Matches
339,Pedro,es ESP,"MF,FW",Lazio,37-064,1987,0.3,14,17,82.4,205,38,9,9,100.0,3,4,75.0,1,2,50.0,0,0.1,0.0,-0.1,1,2,0,0,2,Matches
340,Pietro Pellegri,it ITA,"FW,MF",Empoli,23-197,2001,0.8,11,15,73.3,132,36,7,7,100.0,3,3,100.0,0,0,,0,0.3,0.2,-0.3,2,0,2,0,3,Matches
341,Lorenzo Pellegrini,it ITA,MF,Roma,28-103,1996,4.9,145,178,81.5,2603,504,66,76,86.8,62,72,86.1,16,24,66.7,1,0.6,0.6,+0.4,12,7,5,0,13,Matches
342,Luca Pellegrini,it ITA,DF,Lazio,25-207,1999,0.3,17,20,85.0,254,130,10,10,100.0,6,8,75.0,1,1,100.0,0,0.0,0.0,0.0,1,1,1,1,0,Matches
343,Andy Pelmard,fr FRA,DF,Lecce,24-202,2000,0.1,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
344,Pedro Pereira,pt POR,DF,Monza,26-252,1998,3.8,99,125,79.2,1696,429,38,42,90.5,54,64,84.4,4,8,50.0,1,0.1,0.1,+0.9,1,5,3,1,7,Matches
345,Nehuén Pérez,ar ARG,DF,Udinese,24-098,2000,2.0,49,60,81.7,1023,477,21,24,87.5,17,19,89.5,10,14,71.4,0,0.0,0.0,0.0,0,5,0,0,4,Matches
346,Mattia Perin,it ITA,GK,Juventus,31-325,1992,2.0,50,61,82.0,1087,626,15,15,100.0,29,29,100.0,6,17,35.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
347,Máximo Perrone,ar ARG,MF,Como,21-267,2003,4.3,234,262,89.3,3431,1224,134,141,95.0,81,92,88.0,9,13,69.2,0,0.3,0.2,-0.3,6,15,2,0,18,Matches
348,Matteo Pessina,it ITA,MF,Monza,27-162,1997,5.5,234,271,86.3,4083,611,99,111,89.2,116,128,90.6,16,21,76.2,0,0.0,0.1,0.0,2,16,1,0,10,Matches
349,Andrea Petagna,it ITA,FW,Monza,29-092,1995,2.0,27,46,58.7,371,37,16,22,72.7,9,14,64.3,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,1,Matches
350,Giuseppe Pezzella,it ITA,"DF,FW",Empoli,26-306,1997,5.5,111,192,57.8,1885,913,50,68,73.5,51,82,62.2,8,32,25.0,1,0.5,0.7,+0.5,8,5,3,2,9,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
351,Roberto Piccoli,it ITA,FW,Cagliari,23-247,2001,4.4,48,67,71.6,667,112,26,31,83.9,19,25,76.0,1,1,100.0,0,0.2,0.1,-0.2,3,5,0,0,7,Matches
352,Nicholas Pierini,it ITA,MF,Venezia,26-055,1998,0.9,15,20,75.0,210,65,11,14,78.6,3,4,75.0,1,2,50.0,0,0.1,0.1,-0.1,2,1,0,0,2,Matches
353,Santiago Pierotti,ar ARG,"FW,MF",Lecce,23-180,2001,1.4,28,37,75.7,350,79,17,20,85.0,10,13,76.9,0,1,0.0,0,0.3,0.1,-0.3,4,4,1,0,3,Matches
354,Balthazar Pierret,fr FRA,MF,Lecce,24-138,2000,3.9,147,169,87.0,2277,713,83,86,96.5,52,59,88.1,11,22,50.0,0,0.2,0.1,-0.2,4,15,1,1,17,Matches
355,Andrea Pinamonti,it ITA,"FW,MF",Genoa,25-134,1999,4.2,37,54,68.5,530,56,21,28,75.0,10,16,62.5,3,4,75.0,0,0.0,0.0,0.0,1,1,0,0,2,Matches
356,Niccolò Pisilli,it ITA,MF,Roma,20-007,2004,2.5,110,126,87.3,1666,348,53,58,91.4,51,56,91.1,3,6,50.0,0,0.2,0.6,-0.2,3,8,4,1,11,Matches
357,Semuel Pizzignacco,it ITA,GK,Monza,23-029,2001,2.0,52,68,76.5,1298,849,11,11,100.0,26,27,96.3,14,29,48.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
358,Tommaso Pobega,it ITA,MF,Bologna,25-077,1999,1.0,30,33,90.9,473,125,14,14,100.0,14,15,93.3,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,4,Matches
359,Joel Pohjanpalo,fi FIN,FW,Venezia,30-017,1994,3.6,58,89,65.2,749,171,38,51,74.5,12,23,52.2,4,4,100.0,0,0.3,0.3,-0.3,4,5,1,0,3,Matches
360,Matteo Politano,it ITA,"MF,FW",Napoli,31-058,1993,5.4,158,226,69.9,2844,925,81,94,86.2,52,76,68.4,20,38,52.6,0,0.8,1.0,-0.8,12,18,11,4,34,Matches
361,Marin Pongračić,hr CRO,DF,Fiorentina,27-019,1997,1.0,44,51,86.3,882,249,13,13,100.0,25,27,92.6,5,6,83.3,0,0.0,0.0,0.0,1,2,0,0,2,Matches
362,Stefan Posch,at AUT,DF,Bologna,27-139,1997,5.1,285,357,79.8,5574,2075,101,120,84.2,132,150,88.0,46,66,69.7,0,0.6,0.3,-0.6,9,30,8,6,29,Matches
363,Matteo Prati,it ITA,MF,Cagliari,20-277,2003,1.9,64,86,74.4,1311,305,18,23,78.3,34,41,82.9,11,20,55.0,0,0.1,0.2,-0.1,2,5,1,0,7,Matches
364,Ivan Provedel,it ITA,GK,Lazio,30-197,1994,6.0,148,201,73.6,4285,2968,24,24,100.0,64,66,97.0,60,108,55.6,0,0.0,0.0,0.0,1,7,1,0,0,Matches
365,Christian Pulisic,us USA,"FW,MF",Milan,26-012,1998,5.2,169,218,77.5,2467,455,103,110,93.6,56,72,77.8,7,25,28.0,2,1.6,1.2,+0.4,14,7,7,1,22,Matches
366,Hamza Rafia,tn TUN,MF,Lecce,25-181,1999,2.2,99,114,86.8,1643,679,47,52,90.4,40,43,93.0,9,13,69.2,0,0.5,0.4,-0.5,5,15,5,3,12,Matches
