Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
114,Flavius Daniliuc,at AUT,DF,Hellas Verona,23-156,2001,2.8,84,105,80.0,1435,589,33,37,89.2,44,50,88.0,4,11,36.4,0,0.0,0.0,0.0,0,4,0,0,10,Matches
115,Danilo,br BRA,DF,Juventus,33-077,1991,1.1,93,100,93.0,1701,479,34,34,100.0,54,57,94.7,5,8,62.5,0,0.0,0.0,0.0,0,8,1,0,5,Matches
116,Matteo Darmian,it ITA,DF,Inter,34-303,1989,4.4,182,226,80.5,3147,958,77,88,87.5,85,98,86.7,14,24,58.3,1,0.5,0.4,+0.5,3,3,4,2,7,Matches
117,Juan David Cabal,co COL,DF,Juventus,23-266,2001,2.3,135,158,85.4,2146,703,68,74,91.9,58,64,90.6,8,13,61.5,0,0.0,0.0,0.0,1,8,0,0,5,Matches
118,Keinan Davis,eng ENG,FW,Udinese,26-230,1998,1.8,37,50,74.0,486,59,23,30,76.7,9,10,90.0,2,2,100.0,1,1.5,0.3,-0.5,6,1,1,0,3,Matches
119,Paweł Dawidowicz,pl POL,DF,Hellas Verona,29-133,1995,4.2,183,212,86.3,3370,1054,75,78,96.2,86,95,90.5,18,32,56.3,0,0.0,0.0,0.0,0,19,0,0,16,Matches
120,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,23-204,2001,4.5,144,182,79.1,2288,704,76,92,82.6,53,63,84.1,11,16,68.8,1,1.6,1.2,-0.6,13,16,16,2,33,Matches
121,Mattia De Sciglio,it ITA,DF,Empoli,31-346,1992,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
122,Lorenzo De Silvestri,it ITA,DF,Bologna,36-130,1988,1.0,53,66,80.3,905,349,24,27,88.9,23,27,85.2,5,10,50.0,0,0.0,0.1,0.0,1,10,0,0,8,Matches
123,Koni De Winter,be BEL,DF,Genoa,22-110,2002,6.0,249,291,85.6,4246,1315,110,120,91.7,110,124,88.7,22,35,62.9,0,0.1,0.0,-0.1,2,12,1,1,16,Matches
124,Alessandro Deiola,it ITA,MF,Cagliari,29-060,1995,4.2,79,120,65.8,1467,387,32,42,76.2,36,50,72.0,10,15,66.7,0,0.2,0.1,-0.2,2,13,2,0,10,Matches
125,Enrico Del Prato,it ITA,DF,Parma,24-325,1999,3.2,123,158,77.8,1956,659,67,73,91.8,44,49,89.8,10,30,33.3,0,0.6,0.5,-0.6,4,7,1,1,4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
126,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,23-237,2001,1.8,63,67,94.0,894,86,35,37,94.6,24,24,100.0,2,4,50.0,0,0.0,0.0,0.0,1,3,0,0,3,Matches
127,Ali Dembélé,fr FRA,DF,Torino,20-269,2004,0.6,18,24,75.0,281,82,8,11,72.7,8,9,88.9,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
128,Michele Di Gregorio,it ITA,GK,Juventus,27-065,1997,4.0,87,105,82.9,2108,1264,23,23,100.0,42,43,97.7,22,39,56.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
129,Giovanni Di Lorenzo,it ITA,DF,Napoli,31-057,1993,6.0,282,332,84.9,4588,1817,145,160,90.6,113,130,86.9,21,29,72.4,0,0.8,0.5,-0.8,11,39,7,3,46,Matches
130,Boulaye Dia,sn SEN,"FW,MF",Lazio,27-319,1996,3.7,61,74,82.4,927,122,30,38,78.9,23,25,92.0,4,4,100.0,0,0.6,0.6,-0.6,4,6,3,0,11,Matches
131,Federico Dimarco,it ITA,DF,Inter,26-325,1997,5.3,229,284,80.6,3900,947,110,122,90.2,93,112,83.0,21,42,50.0,1,1.7,1.6,-0.7,15,13,11,10,16,Matches
132,Berat Djimsiti,al ALB,DF,Atalanta,31-224,1993,6.0,290,328,88.4,5180,1559,107,118,90.7,160,171,93.6,18,29,62.1,0,0.5,0.1,-0.5,3,18,3,0,30,Matches
133,Dodô,br BRA,DF,Fiorentina,25-318,1998,6.0,241,315,76.5,4602,1441,79,93,84.9,135,158,85.4,23,48,47.9,0,1.1,0.9,-1.1,11,23,11,8,30,Matches
134,Patrick Dorgu,dk DEN,"FW,DF",Lecce,19-340,2004,4.5,114,149,76.5,1892,545,53,62,85.5,50,59,84.7,9,18,50.0,0,0.1,0.1,-0.1,5,10,1,0,8,Matches
135,Alberto Dossena,it ITA,DF,Como,25-353,1998,4.7,189,220,85.9,3466,1121,63,68,92.6,108,115,93.9,14,27,51.9,1,0.4,0.0,+0.6,1,8,0,0,12,Matches
136,Issa Doumbia,ci CIV,MF,Venezia,20-350,2003,1.0,29,37,78.4,435,78,17,19,89.5,10,13,76.9,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,4,Matches
137,Artem Dovbyk,ua UKR,FW,Roma,27-101,1997,5.8,67,91,73.6,724,104,49,62,79.0,10,14,71.4,1,1,100.0,0,0.1,0.4,-0.1,2,3,1,0,3,Matches
138,Ondrej Duda,sk SVK,MF,Hellas Verona,29-300,1994,3.4,117,149,78.5,1893,603,62,72,86.1,36,46,78.3,10,18,55.6,1,0.4,0.3,+0.6,2,15,3,0,14,Matches
139,Denzel Dumfries,nl NED,DF,Inter,28-165,1996,1.6,47,63,74.6,802,227,22,24,91.7,20,28,71.4,5,10,50.0,0,0.1,0.1,-0.1,2,2,2,2,3,Matches
140,Alfred Duncan,gh GHA,MF,Venezia,31-204,1993,3.7,114,148,77.0,1968,543,54,66,81.8,43,50,86.0,12,20,60.0,0,0.2,0.4,-0.2,3,7,7,3,10,Matches
141,Paulo Dybala,ar ARG,"FW,MF",Roma,30-320,1993,3.2,117,148,79.1,1926,413,62,68,91.2,36,42,85.7,13,26,50.0,0,1.4,1.2,-1.4,11,8,3,1,10,Matches
142,Éderson,br BRA,MF,Atalanta,25-085,1999,5.8,269,314,85.7,5227,1336,95,112,84.8,137,147,93.2,34,43,79.1,1,0.4,0.7,+0.6,4,28,6,2,38,Matches
143,Kingsley Ehizibue,nl NED,DF,Udinese,29-128,1995,6.0,133,178,74.7,1999,608,71,84,84.5,48,63,76.2,7,14,50.0,1,0.8,0.6,+0.2,6,4,3,3,7,Matches
144,Jeff Ekhator,it ITA,"FW,MF",Genoa,17-324,2006,0.4,10,14,71.4,98,30,8,10,80.0,1,2,50.0,0,0,,0,0.0,0.1,0.0,1,1,1,0,1,Matches
145,Jurgen Ekkelenkamp,nl NED,MF,Udinese,24-178,2000,2.2,72,87,82.8,1062,242,37,40,92.5,29,36,80.6,2,5,40.0,0,0.0,0.1,0.0,0,8,2,0,10,Matches
146,Emmanuel Ekong,se SWE,"MF,FW",Empoli,22-097,2002,0.4,8,11,72.7,144,21,3,5,60.0,5,6,83.3,0,0,,0,0.1,0.0,-0.1,1,1,0,0,2,Matches
147,Caleb Ekuban,gh GHA,FW,Genoa,30-191,1994,2.3,20,25,80.0,305,66,10,12,83.3,8,9,88.9,1,1,100.0,0,0.1,0.0,-0.1,2,3,0,0,3,Matches
148,Mikael Ellertsson,is ISL,MF,Venezia,22-203,2002,4.4,51,73,69.9,633,220,32,42,76.2,15,23,65.2,1,4,25.0,1,0.5,0.6,+0.5,8,3,3,0,6,Matches
149,Emerson,br BRA,DF,Milan,25-260,1999,4.0,208,240,86.7,3282,886,105,115,91.3,93,100,93.0,6,13,46.2,0,0.4,0.3,-0.4,5,8,3,2,15,Matches
150,Yannik Engelhardt,de GER,MF,Como,23-236,2001,0.8,25,25,100.0,397,78,11,11,100.0,14,14,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
151,Martin Erlic,hr CRO,DF,Bologna,26-250,1998,1.5,79,87,90.8,1758,574,16,17,94.1,45,50,90.0,16,18,88.9,0,0.0,0.0,0.0,0,2,0,0,2,Matches
152,Sebastiano Esposito,it ITA,"FW,MF",Empoli,22-090,2002,4.1,76,124,61.3,1020,389,41,65,63.1,25,31,80.6,4,11,36.4,0,0.2,0.1,-0.2,5,4,3,0,13,Matches
153,Nahuel Estévez,ar ARG,MF,Parma,28-321,1995,1.8,44,55,80.0,703,214,21,22,95.5,20,21,95.2,3,11,27.3,0,0.0,0.0,0.0,1,2,0,0,4,Matches
154,Giovanni Fabbian,it ITA,MF,Bologna,21-260,2003,2.8,36,47,76.6,510,50,24,27,88.9,10,13,76.9,1,2,50.0,0,0.1,0.0,-0.1,1,4,1,0,2,Matches
155,Alieu Fadera,gm GAM,"FW,MF",Como,22-332,2001,2.8,68,88,77.3,1045,166,33,34,97.1,30,37,81.1,3,7,42.9,1,0.1,0.1,+0.9,2,2,3,0,4,Matches
156,Nicolò Fagioli,it ITA,MF,Juventus,23-231,2001,3.3,223,246,90.7,3820,698,100,106,94.3,111,118,94.1,12,20,60.0,0,0.1,0.2,-0.1,3,21,2,0,18,Matches
157,Wladimiro Falcone,it ITA,GK,Lecce,29-171,1995,6.0,105,167,62.9,3189,2481,21,21,100.0,41,41,100.0,43,103,41.7,0,0.0,0.0,0.0,0,5,0,0,0,Matches
158,Davide Faraoni,it ITA,"MF,DF",Hellas Verona,32-341,1991,0.3,8,13,61.5,161,42,1,2,50.0,6,8,75.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,Matches
159,Jacopo Fazzini,it ITA,MF,Empoli,21-198,2003,2.6,30,45,66.7,441,158,19,25,76.0,9,12,75.0,2,4,50.0,0,0.1,0.0,-0.1,2,6,1,0,7,Matches
160,Mattia Felici,it ITA,DF,Cagliari,23-166,2001,0.3,5,7,71.4,89,14,2,4,50.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
161,Youssouf Fofana,fr FRA,MF,Milan,25-264,1999,3.8,211,240,87.9,3509,1034,96,107,89.7,104,112,92.9,10,18,55.6,0,0.0,0.1,0.0,0,16,0,0,20,Matches
162,Michael Folorunsho,it ITA,FW,Napoli,26-236,1998,0.2,5,6,83.3,82,18,2,3,66.7,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
163,Omari Forson,eng ENG,"MF,FW",Monza,20-072,2004,0.2,10,12,83.3,144,11,7,8,87.5,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
164,Davide Frattesi,it ITA,MF,Inter,24-344,1999,2.9,69,81,85.2,1109,189,37,40,92.5,27,32,84.4,5,5,100.0,1,0.6,0.5,+0.4,2,6,1,0,8,Matches
165,Morten Frendrup,dk DEN,MF,Genoa,23-176,2001,5.8,167,193,86.5,2454,453,87,94,92.6,63,70,90.0,6,12,50.0,0,0.0,0.1,0.0,1,10,1,0,16,Matches
166,Martin Frese,dk DEN,DF,Hellas Verona,26-270,1998,3.7,115,169,68.0,1871,620,60,66,90.9,44,62,71.0,8,32,25.0,0,0.1,0.0,-0.1,4,8,1,0,10,Matches
167,Remo Freuler,ch SUI,MF,Bologna,32-168,1992,6.0,345,373,92.5,6038,1551,143,149,96.0,167,175,95.4,27,34,79.4,1,0.4,0.3,+0.6,9,32,4,0,44,Matches
168,Matteo Gabbia,it ITA,DF,Milan,24-345,1999,3.0,150,167,89.8,2888,896,51,56,91.1,83,88,94.3,14,19,73.7,0,0.0,0.0,0.0,0,6,0,0,8,Matches
169,Alessandro Gabrielloni,it ITA,"FW,MF",Como,30-082,1994,0.6,8,14,57.1,111,28,5,6,83.3,3,3,100.0,0,1,0.0,0,0.2,0.0,-0.2,2,1,0,0,0,Matches
170,Gianluca Gaetano,it ITA,MF,Cagliari,24-148,2000,0.9,20,27,74.1,304,73,12,16,75.0,6,8,75.0,1,1,100.0,0,0.0,0.1,0.0,1,3,0,0,3,Matches
171,Roberto Gagliardini,it ITA,"MF,DF",Monza,30-176,1994,1.0,48,51,94.1,830,215,22,22,100.0,21,23,91.3,3,4,75.0,0,0.2,0.0,-0.2,1,6,0,0,6,Matches
172,Antonino Gallo,it ITA,DF,Lecce,24-269,2000,5.9,173,248,69.8,3333,1597,65,72,90.3,83,108,76.9,23,61,37.7,0,1.0,0.9,-1.0,14,23,8,5,25,Matches
173,Gaspar,ao ANG,DF,Lecce,27-003,1997,6.0,197,237,83.1,3827,1502,62,71,87.3,114,129,88.4,19,32,59.4,1,0.3,0.5,+0.7,3,4,0,0,5,Matches
174,Federico Gatti,it ITA,DF,Juventus,26-098,1998,3.9,264,274,96.4,4860,1494,87,88,98.9,164,170,96.5,12,14,85.7,0,0.0,0.0,0.0,1,2,0,0,4,Matches
175,David de Gea,es ESP,GK,Fiorentina,33-328,1990,3.0,87,101,86.1,2485,1795,14,14,100.0,41,41,100.0,32,45,71.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
176,Valentin Gendrey,fr FRA,DF,Lecce,24-101,2000,2.0,42,55,76.4,745,342,20,22,90.9,17,23,73.9,5,9,55.6,0,0.1,0.1,-0.1,2,5,2,1,5,Matches
177,Lautaro Gianetti,ar ARG,DF,Udinese,30-322,1993,3.3,110,134,82.1,2115,722,27,30,90.0,62,75,82.7,16,21,76.2,0,0.0,0.2,0.0,0,3,1,0,5,Matches
178,Mario Gila,es ESP,DF,Lazio,24-032,2000,3.0,166,184,90.2,3160,1066,52,54,96.3,91,94,96.8,18,26,69.2,0,0.1,0.1,-0.1,3,11,0,0,13,Matches
179,Billy Gilmour,sct SCO,MF,Napoli,23-111,2001,0.2,22,25,88.0,346,84,11,12,91.7,11,12,91.7,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
180,Gvidas Gineitis,lt LTU,MF,Torino,20-168,2004,0.5,16,22,72.7,230,50,8,8,100.0,6,8,75.0,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
181,Ben Godfrey,eng ENG,DF,Atalanta,26-259,1998,0.3,8,10,80.0,122,16,5,5,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
182,Saba Goglichidze,ge GEO,DF,Empoli,20-097,2004,4.0,91,116,78.4,1685,614,32,35,91.4,53,60,88.3,6,17,35.3,0,0.0,0.0,0.0,0,8,0,0,9,Matches
183,Edoardo Goldaniga,it ITA,DF,Como,30-333,1993,1.4,70,76,92.1,1476,499,16,16,100.0,49,49,100.0,5,9,55.6,0,0.0,0.0,0.0,0,3,0,0,4,Matches
184,Pierluigi Gollini,it ITA,GK,Genoa,29-196,1995,6.0,163,203,80.3,4659,3456,28,28,100.0,81,81,100.0,54,94,57.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches
185,Nicolás González,ar ARG,FW,Juventus,26-177,1998,2.5,59,79,74.7,1001,169,27,37,73.0,25,29,86.2,5,7,71.4,0,0.1,0.3,-0.1,3,2,6,0,7,Matches
186,Robin Gosens,de GER,DF,Fiorentina,30-087,1994,4.0,166,212,78.3,3043,1187,61,74,82.4,91,110,82.7,13,23,56.5,1,0.9,0.3,+0.1,8,12,6,3,22,Matches
187,Alberto Grassi,it ITA,MF,Empoli,29-207,1995,3.3,90,119,75.6,1486,484,35,43,81.4,52,64,81.3,2,7,28.6,0,0.1,0.1,-0.1,1,7,2,0,12,Matches
188,Mattéo Guendouzi,fr FRA,MF,Lazio,25-169,1999,6.0,279,316,88.3,5327,1537,111,118,94.1,136,147,92.5,29,41,70.7,0,0.5,0.3,-0.5,5,43,5,1,49,Matches
189,Frederic Guilbert,fr FRA,DF,Lecce,29-281,1994,2.3,76,103,73.8,1246,564,43,49,87.8,24,32,75.0,6,14,42.9,0,0.6,0.3,-0.6,1,6,1,1,7,Matches
190,Albert Guðmundsson,is ISL,MF,Fiorentina,27-107,1997,1.3,38,47,80.9,566,159,22,24,91.7,11,13,84.6,3,6,50.0,0,0.0,0.1,0.0,0,7,1,0,8,Matches
191,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,30-263,1994,6.0,125,171,73.1,1876,621,73,89,82.0,43,57,75.4,6,14,42.9,0,0.0,0.1,0.0,3,4,0,0,5,Matches
192,Christian Gytkjær,dk DEN,FW,Venezia,34-147,1990,1.7,14,26,53.8,139,17,11,15,73.3,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,0,Matches
193,Nicolas Haas,ch SUI,MF,Empoli,28-251,1996,1.1,20,26,76.9,253,29,16,19,84.2,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
194,Saad El Haddad,ma MAR,MF,Venezia,19-068,2005,0.2,4,5,80.0,82,13,2,2,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
195,Antoine Hainaut,fr FRA,"DF,FW",Parma,22-225,2002,0.6,35,45,77.8,544,238,20,22,90.9,11,16,68.8,3,5,60.0,0,0.2,0.6,-0.2,1,2,5,0,8,Matches
196,Mohamed Haj,tn TUN,MF,Parma,19-188,2005,0.3,18,19,94.7,399,163,3,4,75.0,13,13,100.0,2,2,100.0,2,0.5,0.2,+1.5,2,1,1,1,3,Matches
197,Ridgeciano Haps,sr SUR,DF,Venezia,31-110,1993,2.3,48,66,72.7,803,300,19,22,86.4,24,31,77.4,3,7,42.9,0,0.0,0.1,0.0,0,2,2,0,4,Matches
198,Abdou Harroui,nl NED,"FW,MF",Hellas Verona,26-261,1998,1.9,42,58,72.4,541,87,32,35,91.4,8,15,53.3,1,3,33.3,0,0.0,0.1,0.0,0,5,0,0,3,Matches
199,Liam Henderson,sct SCO,MF,Empoli,28-158,1996,5.8,137,176,77.8,2487,797,54,65,83.1,61,71,85.9,17,30,56.7,0,1.1,0.7,-1.1,11,15,4,2,22,Matches
200,Mario Hermoso,es ESP,DF,Roma,29-104,1995,0.6,17,21,81.0,284,88,9,11,81.8,7,9,77.8,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
201,Theo Hernández,fr FRA,DF,Milan,26-360,1997,4.4,253,282,89.7,3818,1122,146,150,97.3,86,99,86.9,14,21,66.7,1,0.3,0.6,+0.7,7,26,4,2,30,Matches
202,Hernani,br BRA,MF,Parma,30-187,1994,1.0,51,62,82.3,869,214,26,30,86.7,20,23,87.0,4,5,80.0,0,0.1,0.1,-0.1,3,4,2,0,11,Matches
203,Isak Hien,se SWE,DF,Atalanta,25-261,1999,2.3,88,108,81.5,1942,620,20,25,80.0,50,61,82.0,18,21,85.7,0,0.0,0.0,0.0,0,2,0,0,1,Matches
204,Emil Holm,se SWE,MF,Bologna,24-140,2000,0.1,0,2,0.0,0,0,0,0,,0,0,,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
205,Elseid Hysaj,al ALB,DF,Lazio,30-223,1994,0.1,14,16,87.5,264,68,7,7,100.0,5,6,83.3,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
206,Jay Idzes,id IDN,DF,Venezia,24-120,2000,4.7,207,234,88.5,3823,1703,68,70,97.1,126,136,92.6,11,22,50.0,0,0.0,0.0,0.0,1,9,0,0,13,Matches
207,Jonathan Ikone,fr FRA,"MF,FW",Fiorentina,26-151,1998,1.2,25,33,75.8,337,111,16,19,84.2,8,11,72.7,0,1,0.0,0,0.1,0.1,-0.1,1,4,2,0,4,Matches
208,Ivan Ilić,rs SRB,MF,Torino,23-197,2001,5.3,235,278,84.5,3811,878,109,124,87.9,107,120,89.2,13,20,65.0,0,0.6,0.6,-0.6,5,18,11,2,21,Matches
209,Samuel Iling-Junior,eng ENG,"MF,FW",Bologna,20-362,2003,0.5,21,30,70.0,382,107,6,6,100.0,11,13,84.6,2,6,33.3,0,0.1,0.2,-0.1,1,1,3,1,3,Matches
210,Alessio Iovine,it ITA,DF,Como,33-242,1991,2.5,85,119,71.4,1614,539,34,41,82.9,41,51,80.4,10,24,41.7,0,0.0,0.1,0.0,1,2,1,1,2,Matches
211,Gustav Isaksen,dk DEN,"FW,MF",Lazio,23-164,2001,3.1,77,108,71.3,1247,171,44,49,89.8,24,33,72.7,8,17,47.1,1,0.5,0.2,+0.5,6,3,0,0,2,Matches
212,Ardian Ismajli,al ALB,DF,Empoli,28-000,1996,6.0,119,159,74.8,2297,786,38,46,82.6,69,86,80.2,12,23,52.2,0,0.0,0.0,0.0,0,1,0,0,8,Matches
213,Armando Izzo,it ITA,DF,Monza,32-212,1992,5.6,289,331,87.3,5440,1466,98,108,90.7,158,171,92.4,30,46,65.2,1,0.2,0.1,+0.8,3,13,2,1,16,Matches
214,Ali Jasim,iq IRQ,FW,Como,20-254,2004,0.0,2,2,100.0,14,15,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
215,Gaby Jean,fr FRA,DF,Lecce,24-224,2000,0.2,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
216,Juan Jesus,br BRA,DF,Napoli,33-112,1991,0.9,62,73,84.9,1100,476,24,26,92.3,34,38,89.5,4,7,57.1,0,0.0,0.0,0.0,0,6,0,0,7,Matches
217,Jesse Joronen,fi FIN,GK,Venezia,31-193,1993,6.0,180,240,75.0,4243,2800,32,32,100.0,111,113,98.2,36,91,39.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
218,Luka Jović,rs SRB,FW,Milan,26-282,1997,0.9,15,20,75.0,175,34,13,15,86.7,1,3,33.3,1,1,100.0,0,0.1,0.0,-0.1,1,2,0,0,4,Matches
219,Christian Kabasele,be BEL,DF,Udinese,33-219,1991,3.4,145,163,89.0,2929,1160,47,50,94.0,69,74,93.2,25,33,75.8,0,0.0,0.3,0.0,0,9,1,0,14,Matches
220,Pierre Kalulu,fr FRA,DF,Juventus,24-117,2000,3.0,279,299,93.3,4963,1240,98,103,95.1,175,181,96.7,5,13,38.5,0,0.1,0.1,-0.1,2,14,1,1,14,Matches
221,Hassane Kamara,ci CIV,DF,Udinese,30-209,1994,3.3,93,118,78.8,1634,577,52,58,89.7,28,33,84.8,13,21,61.9,1,0.5,0.4,+0.5,5,7,7,6,5,Matches
222,Yann Karamoh,fr FRA,FW,Torino,26-084,1998,0.4,13,16,81.3,231,46,8,9,88.9,1,2,50.0,3,3,100.0,0,0.2,0.1,-0.2,1,1,2,0,4,Matches
223,Jesper Karlsson,se SWE,FW,Bologna,26-067,1998,0.9,21,28,75.0,275,75,14,17,82.4,7,9,77.8,0,0,,0,0.0,0.0,0.0,0,1,1,0,4,Matches
224,Jesper Karlström,se SWE,MF,Udinese,29-101,1995,5.2,149,179,83.2,2384,841,71,79,89.9,62,69,89.9,9,19,47.4,0,0.3,0.3,-0.3,3,14,3,0,17,Matches
225,Lior Kasa,il ISR,MF,Genoa,19-003,2005,0.2,7,8,87.5,201,81,2,3,66.7,2,2,100.0,3,3,100.0,0,0.1,0.1,-0.1,2,1,1,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
226,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,26-244,1998,2.8,42,63,66.7,603,192,23,30,76.7,11,20,55.0,4,7,57.1,1,0.6,0.2,+0.4,2,4,1,0,7,Matches
227,Michael Kayode,it ITA,DF,Fiorentina,20-082,2004,0.2,5,6,83.3,104,0,0,0,,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
228,Moise Kean,it ITA,FW,Fiorentina,24-215,2000,5.9,61,80,76.3,1021,148,30,37,81.1,24,30,80.0,5,7,71.4,0,0.6,0.2,-0.6,5,2,2,0,5,Matches
229,Mandela Keita,be BEL,MF,Parma,22-143,2002,0.2,5,6,83.3,81,20,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
230,Marc-Oliver Kempf,de GER,DF,Como,29-246,1995,4.0,214,245,87.3,3531,1251,94,105,89.5,105,110,95.5,10,25,40.0,0,0.1,0.0,-0.1,1,8,1,0,10,Matches
231,Magnus Kofod Andersen,dk DEN,MF,Venezia,25-143,1999,3.0,101,124,81.5,1725,474,43,49,87.8,49,52,94.2,7,17,41.2,0,0.1,0.1,-0.1,3,5,0,0,8,Matches
232,Sead Kolašinac,ba BIH,DF,Atalanta,31-102,1993,2.9,151,174,86.8,2297,662,76,84,90.5,70,76,92.1,2,5,40.0,0,0.0,0.1,0.0,0,9,0,0,19,Matches
233,Manu Koné,fr FRA,MF,Roma,23-136,2001,1.9,95,109,87.2,1389,363,50,57,87.7,38,40,95.0,3,4,75.0,0,0.1,0.1,-0.1,3,9,1,0,15,Matches
234,Teun Koopmeiners,nl NED,MF,Juventus,26-215,1998,3.5,176,204,86.3,2820,681,90,96,93.8,71,78,91.0,11,22,50.0,1,0.5,0.5,+0.5,9,18,5,2,18,Matches
235,Odilon Kossounou,ci CIV,DF,Atalanta,23-270,2001,1.7,89,94,94.7,1884,663,20,20,100.0,56,59,94.9,13,14,92.9,0,0.0,0.0,0.0,0,5,0,0,5,Matches
236,Christian Kouamé,ci CIV,"MF,FW",Fiorentina,26-299,1997,3.2,82,110,74.5,1335,310,39,49,79.6,27,32,84.4,11,16,68.8,0,0.3,0.2,-0.3,7,6,3,1,11,Matches
237,Mateusz Kowalski,pl POL,MF,Parma,19-071,2005,0.6,8,12,66.7,95,24,5,8,62.5,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
238,Thomas Kristensen,dk DEN,DF,Udinese,22-257,2002,2.1,90,106,84.9,1791,678,33,39,84.6,42,47,89.4,15,19,78.9,0,0.0,0.0,0.0,0,4,0,0,2,Matches
239,Nikola Krstović,me MNE,FW,Lecce,24-178,2000,5.7,79,111,71.2,1179,300,47,59,79.7,25,30,83.3,5,13,38.5,0,0.2,0.1,-0.2,5,10,3,0,13,Matches
240,Khvicha Kvaratskhelia,ge GEO,"MF,FW",Napoli,23-231,2001,4.9,119,158,75.3,1886,536,76,86,88.4,30,39,76.9,11,20,55.0,2,2.5,1.8,-0.5,13,9,9,1,20,Matches
