Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
88,Zeki Çelik,tr TUR,DF,Roma,27-226,1997,6,5,434,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,4,16,14,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
89,Alberto Cerri,it ITA,FW,Como,28-167,1996,2,0,61,0.7,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,0,0,5,0.00,0.00,0.00,0.00,0.00,1.01,0.00,1.01,1.01,1.01,Matches
90,Gabriel Charpentier,cg CGO,FW,Parma,25-136,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
91,Walid Cheddira,ma MAR,FW,Napoli,26-252,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.20,Matches
92,Leandro Chichizola,ar ARG,GK,Parma,34-187,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
93,Samuel Chukwueze,ng NGA,FW,Milan,25-131,1999,6,2,177,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.8,7,6,19,0.00,0.00,0.00,0.00,0.00,0.13,0.28,0.41,0.13,0.41,Matches
94,Aaron Ciammaglichella,it ITA,MF,Torino,19-248,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
95,Alessandro Circati,au AUS,DF,Parma,20-356,2003,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
96,Alphadjo Cissè,it ITA,MF,Hellas Verona,17-344,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.93,0.93,0.93,Matches
97,Saúl Coco,gq EQG,DF,Torino,25-234,1999,5,5,450,5.0,2,0,2,2,0,0,0,0,0.2,0.2,0.0,0.2,0,10,0,0.40,0.00,0.40,0.40,0.40,0.04,0.00,0.04,0.04,0.04,Matches
98,Lorenzo Colombo,it ITA,"FW,MF",Empoli,22-206,2002,6,6,421,4.7,2,1,3,1,1,1,1,0,2.1,1.4,0.5,1.8,8,2,22,0.43,0.21,0.64,0.21,0.43,0.46,0.10,0.56,0.29,0.39,Matches
99,Andrea Colpani,it ITA,"MF,FW",Fiorentina,25-142,1999,6,5,374,4.2,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,10,15,33,0.00,0.00,0.00,0.00,0.00,0.22,0.01,0.23,0.22,0.23,Matches
100,Pietro Comuzzo,it ITA,DF,Fiorentina,19-223,2005,5,5,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Francisco Conceição,pt POR,FW,Juventus,21-291,2002,2,0,74,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.7,1.0,5,1,6,1.22,0.00,1.22,1.22,1.22,0.30,0.88,1.18,0.30,1.18,Matches
102,Diego Coppola,it ITA,DF,Hellas Verona,20-277,2003,6,6,540,6.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
103,Joaquín Correa,ar ARG,"MF,FW",Inter,30-048,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,1,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.46,0.46,Matches
104,Lassana Coulibaly,ml MLI,MF,Lecce,28-173,1996,6,2,256,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
105,Woyo Coulibaly,fr FRA,DF,Parma,25-133,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,17,18,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
106,Bryan Cristante,it ITA,MF,Roma,29-211,1995,6,6,503,5.6,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,6,32,3,0.18,0.00,0.18,0.18,0.18,0.06,0.02,0.09,0.06,0.09,Matches
107,Domen Črnigoj,si SVN,MF,Venezia,28-317,1995,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
108,Juan Cuadrado,co COL,DF,Atalanta,36-127,1988,2,0,64,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,7,13,0.00,0.00,0.00,0.00,0.00,0.25,0.11,0.36,0.25,0.36,Matches
109,Patrick Cutrone,it ITA,FW,Como,26-271,1998,6,6,472,5.2,4,0,4,4,0,1,0,0,2.4,1.6,0.3,1.9,13,4,42,0.76,0.00,0.76,0.76,0.76,0.46,0.06,0.52,0.31,0.37,Matches
110,Wylan Cyprien,fr FRA,MF,Parma,29-246,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.63,0.63,0.63,Matches
111,Danilo D'Ambrosio,it ITA,DF,Monza,36-021,1988,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
112,Lucas Da Cunha,fr FRA,"MF,FW",Como,23-113,2001,5,3,200,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,9,10,16,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.18,0.06,0.18,Matches
113,Thijs Dallinga,nl NED,"FW,MF",Bologna,24-058,2000,4,1,118,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0,0,8,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.26,0.22,0.26,Matches
114,Flavius Daniliuc,at AUT,DF,Hellas Verona,23-156,2001,4,2,250,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,10,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
115,Danilo,br BRA,DF,Juventus,33-077,1991,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
116,Matteo Darmian,it ITA,DF,Inter,34-303,1989,6,5,399,4.4,1,1,2,1,0,0,0,0,0.6,0.6,0.5,1.1,1,7,22,0.23,0.23,0.45,0.23,0.45,0.14,0.10,0.24,0.14,0.24,Matches
117,Juan David Cabal,co COL,DF,Juventus,23-266,2001,3,3,211,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,6,5,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
118,Keinan Davis,eng ENG,FW,Udinese,26-230,1998,6,1,166,1.8,0,1,1,0,0,0,1,0,0.6,0.6,1.5,2.1,4,3,12,0.00,0.54,0.54,0.00,0.54,0.30,0.82,1.12,0.30,1.12,Matches
119,Paweł Dawidowicz,pl POL,DF,Hellas Verona,29-133,1995,5,5,380,4.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
120,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,23-204,2001,6,5,401,4.5,1,1,2,1,0,0,0,0,1.2,1.2,1.6,2.8,18,33,41,0.22,0.22,0.45,0.22,0.45,0.27,0.36,0.63,0.27,0.63,Matches
121,Mattia De Sciglio,it ITA,DF,Empoli,31-346,1992,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
122,Lorenzo De Silvestri,it ITA,DF,Bologna,36-130,1988,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
123,Koni De Winter,be BEL,DF,Genoa,22-110,2002,6,6,540,6.0,1,0,1,1,0,0,4,0,0.5,0.5,0.1,0.6,2,16,6,0.17,0.00,0.17,0.17,0.17,0.08,0.01,0.09,0.08,0.09,Matches
124,Alessandro Deiola,it ITA,MF,Cagliari,29-060,1995,5,5,382,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,10,9,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Matches
125,Enrico Del Prato,it ITA,DF,Parma,24-325,1999,4,2,284,3.2,1,0,1,1,0,0,1,0,0.1,0.1,0.6,0.7,0,4,3,0.32,0.00,0.32,0.32,0.32,0.03,0.19,0.22,0.03,0.22,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,23-237,2001,3,2,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,12,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
127,Ali Dembélé,fr FRA,DF,Torino,20-269,2004,4,0,50,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
128,Michele Di Gregorio,it ITA,GK,Juventus,27-065,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Giovanni Di Lorenzo,it ITA,DF,Napoli,31-057,1993,6,6,540,6.0,2,0,2,2,0,0,0,0,0.9,0.9,0.8,1.6,7,46,30,0.33,0.00,0.33,0.33,0.33,0.15,0.13,0.27,0.15,0.27,Matches
130,Boulaye Dia,sn SEN,"FW,MF",Lazio,27-319,1996,5,4,335,3.7,3,0,3,3,0,0,0,0,1.5,1.5,0.6,2.1,5,11,16,0.81,0.00,0.81,0.81,0.81,0.41,0.16,0.57,0.41,0.57,Matches
131,Federico Dimarco,it ITA,DF,Inter,26-325,1997,6,6,479,5.3,1,1,2,1,0,0,1,0,0.8,0.8,1.7,2.4,9,16,55,0.19,0.19,0.38,0.19,0.38,0.15,0.31,0.46,0.15,0.46,Matches
132,Berat Djimsiti,al ALB,DF,Atalanta,31-224,1993,6,6,540,6.0,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,8,30,10,0.00,0.00,0.00,0.00,0.00,0.10,0.08,0.18,0.10,0.18,Matches
133,Dodô,br BRA,DF,Fiorentina,25-318,1998,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,1.1,1.2,34,30,40,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.20,0.01,0.20,Matches
134,Patrick Dorgu,dk DEN,"FW,DF",Lecce,19-340,2004,5,5,404,4.5,1,0,1,1,0,0,1,1,1.4,1.4,0.1,1.5,17,8,26,0.22,0.00,0.22,0.22,0.22,0.31,0.03,0.34,0.31,0.34,Matches
135,Alberto Dossena,it ITA,DF,Como,25-353,1998,5,5,424,4.7,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0,12,0,0.00,0.21,0.21,0.00,0.21,0.04,0.10,0.13,0.04,0.13,Matches
136,Issa Doumbia,ci CIV,MF,Venezia,20-350,2003,5,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,2,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
137,Artem Dovbyk,ua UKR,FW,Roma,27-101,1997,6,6,520,5.8,2,0,2,2,0,0,0,0,2.8,2.8,0.1,2.9,3,3,35,0.35,0.00,0.35,0.35,0.35,0.49,0.02,0.50,0.49,0.50,Matches
138,Ondrej Duda,sk SVK,MF,Hellas Verona,29-300,1994,4,3,305,3.4,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.5,2,14,4,0.00,0.30,0.30,0.00,0.30,0.01,0.12,0.13,0.01,0.13,Matches
139,Denzel Dumfries,nl NED,DF,Inter,28-165,1996,4,1,141,1.6,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,3,3,9,0.64,0.00,0.64,0.64,0.64,0.41,0.07,0.48,0.41,0.48,Matches
140,Alfred Duncan,gh GHA,MF,Venezia,31-204,1993,4,4,333,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,3,10,5,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
141,Paulo Dybala,ar ARG,"FW,MF",Roma,30-320,1993,5,3,285,3.2,1,0,1,0,1,1,0,0,1.2,0.4,1.4,1.7,7,10,24,0.32,0.00,0.32,0.00,0.00,0.37,0.43,0.80,0.12,0.55,Matches
142,Éderson,br BRA,MF,Atalanta,25-085,1999,6,6,518,5.8,0,1,1,0,0,0,2,0,0.4,0.4,0.4,0.7,2,38,13,0.00,0.17,0.17,0.00,0.17,0.06,0.06,0.12,0.06,0.12,Matches
143,Kingsley Ehizibue,nl NED,DF,Udinese,29-128,1995,6,6,540,6.0,0,1,1,0,0,0,2,0,0.2,0.2,0.8,1.0,13,7,29,0.00,0.17,0.17,0.00,0.17,0.03,0.13,0.16,0.03,0.16,Matches
144,Jeff Ekhator,it ITA,"FW,MF",Genoa,17-324,2006,4,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,8,0.00,0.00,0.00,0.00,0.00,0.19,0.05,0.24,0.19,0.24,Matches
145,Jurgen Ekkelenkamp,nl NED,MF,Udinese,24-178,2000,6,1,200,2.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,4,10,7,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
146,Emmanuel Ekong,se SWE,"MF,FW",Empoli,22-097,2002,4,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,2,6,0.00,0.00,0.00,0.00,0.00,0.10,0.19,0.29,0.10,0.29,Matches
147,Caleb Ekuban,gh GHA,FW,Genoa,30-191,1994,4,2,210,2.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,3,11,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14,Matches
148,Mikael Ellertsson,is ISL,MF,Venezia,22-203,2002,5,5,398,4.4,0,1,1,0,0,0,0,0,0.6,0.6,0.5,1.0,5,6,11,0.00,0.23,0.23,0.00,0.23,0.13,0.11,0.23,0.13,0.23,Matches
149,Emerson,br BRA,DF,Milan,25-260,1999,5,4,363,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,6,15,19,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
150,Yannik Engelhardt,de GER,MF,Como,23-236,2001,2,0,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Martin Erlic,hr CRO,DF,Bologna,26-250,1998,3,2,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
152,Sebastiano Esposito,it ITA,"FW,MF",Empoli,22-090,2002,6,4,371,4.1,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,11,13,10,0.24,0.00,0.24,0.24,0.24,0.18,0.05,0.23,0.18,0.23,Matches
153,Nahuel Estévez,ar ARG,MF,Parma,28-321,1995,2,2,163,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
154,Giovanni Fabbian,it ITA,MF,Bologna,21-260,2003,5,3,255,2.8,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,3,2,5,0.35,0.00,0.35,0.35,0.35,0.24,0.03,0.28,0.24,0.28,Matches
155,Alieu Fadera,gm GAM,"FW,MF",Como,22-332,2001,4,3,250,2.8,1,1,2,1,0,0,0,0,0.5,0.5,0.1,0.6,15,4,20,0.36,0.36,0.72,0.36,0.72,0.17,0.04,0.21,0.17,0.21,Matches
156,Nicolò Fagioli,it ITA,MF,Juventus,23-231,2001,5,3,294,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,9,18,6,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
157,Wladimiro Falcone,it ITA,GK,Lecce,29-171,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
158,Davide Faraoni,it ITA,"MF,DF",Hellas Verona,32-341,1991,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
159,Jacopo Fazzini,it ITA,MF,Empoli,21-198,2003,3,3,237,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,7,14,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Matches
160,Mattia Felici,it ITA,DF,Cagliari,23-166,2001,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
161,Youssouf Fofana,fr FRA,MF,Milan,25-264,1999,5,4,344,3.8,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,5,20,1,0.26,0.00,0.26,0.26,0.26,0.03,0.00,0.03,0.03,0.03,Matches
162,Michael Folorunsho,it ITA,FW,Napoli,26-236,1998,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
163,Omari Forson,eng ENG,"MF,FW",Monza,20-072,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
164,Davide Frattesi,it ITA,MF,Inter,24-344,1999,6,2,258,2.9,1,1,2,1,0,0,0,0,1.2,1.2,0.6,1.9,8,8,4,0.35,0.35,0.70,0.35,0.70,0.44,0.21,0.65,0.44,0.65,Matches
165,Morten Frendrup,dk DEN,MF,Genoa,23-176,2001,6,6,521,5.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,16,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
166,Martin Frese,dk DEN,DF,Hellas Verona,26-270,1998,5,3,336,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
167,Remo Freuler,ch SUI,MF,Bologna,32-168,1992,6,6,540,6.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,9,44,8,0.00,0.17,0.17,0.00,0.17,0.00,0.06,0.06,0.00,0.06,Matches
168,Matteo Gabbia,it ITA,DF,Milan,24-345,1999,3,3,270,3.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,2,8,0,0.33,0.00,0.33,0.33,0.33,0.03,0.00,0.03,0.03,0.03,Matches
169,Alessandro Gabrielloni,it ITA,"FW,MF",Como,30-082,1994,3,0,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,0,5,0.00,0.00,0.00,0.00,0.00,0.18,0.25,0.43,0.18,0.43,Matches
170,Gianluca Gaetano,it ITA,MF,Cagliari,24-148,2000,2,1,78,0.9,0,0,0,0,0,0,0,0,1.1,1.1,0.0,1.1,1,3,8,0.00,0.00,0.00,0.00,0.00,1.23,0.01,1.24,1.23,1.24,Matches
171,Roberto Gagliardini,it ITA,"MF,DF",Monza,30-176,1994,3,0,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Matches
172,Antonino Gallo,it ITA,DF,Lecce,24-269,2000,6,6,535,5.9,0,0,0,0,0,0,1,0,0.1,0.1,1.0,1.1,13,25,18,0.00,0.00,0.00,0.00,0.00,0.02,0.17,0.19,0.02,0.19,Matches
173,Gaspar,ao ANG,DF,Lecce,27-003,1997,6,6,540,6.0,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.6,1,5,1,0.00,0.17,0.17,0.00,0.17,0.04,0.05,0.09,0.04,0.09,Matches
174,Federico Gatti,it ITA,DF,Juventus,26-098,1998,4,4,354,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
175,David de Gea,es ESP,GK,Fiorentina,33-328,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,Valentin Gendrey,fr FRA,DF,Lecce,24-101,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,5,4,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,Matches
177,Lautaro Gianetti,ar ARG,DF,Udinese,30-322,1993,4,4,299,3.3,1,0,1,1,0,0,3,0,0.1,0.0,0.0,0.0,0,5,0,0.30,0.00,0.30,0.30,0.30,0.02,0.00,0.02,0.00,0.00,Matches
178,Mario Gila,es ESP,DF,Lazio,24-032,2000,3,3,270,3.0,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,3,13,0,0.33,0.00,0.33,0.33,0.33,0.16,0.02,0.19,0.16,0.19,Matches
179,Billy Gilmour,sct SCO,MF,Napoli,23-111,2001,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
180,Gvidas Gineitis,lt LTU,MF,Torino,20-168,2004,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
181,Ben Godfrey,eng ENG,DF,Atalanta,26-259,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Saba Goglichidze,ge GEO,DF,Empoli,20-097,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
183,Edoardo Goldaniga,it ITA,DF,Como,30-333,1993,4,1,130,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
184,Pierluigi Gollini,it ITA,GK,Genoa,29-196,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
185,Nicolás González,ar ARG,FW,Juventus,26-177,1998,4,3,225,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,7,23,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches
186,Robin Gosens,de GER,DF,Fiorentina,30-087,1994,4,4,357,4.0,1,1,2,1,0,0,1,0,0.7,0.7,0.9,1.6,3,22,11,0.25,0.25,0.50,0.25,0.50,0.17,0.23,0.41,0.17,0.41,Matches
187,Alberto Grassi,it ITA,MF,Empoli,29-207,1995,4,4,298,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,12,2,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
188,Mattéo Guendouzi,fr FRA,MF,Lazio,25-169,1999,6,6,536,6.0,1,0,1,1,0,0,2,0,0.3,0.3,0.5,0.8,11,49,7,0.17,0.00,0.17,0.17,0.17,0.05,0.08,0.13,0.05,0.13,Matches
189,Frederic Guilbert,fr FRA,DF,Lecce,29-281,1994,3,3,210,2.3,0,0,0,0,0,0,0,1,0.1,0.1,0.6,0.7,4,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.24,0.29,0.04,0.29,Matches
190,Albert Guðmundsson,is ISL,MF,Fiorentina,27-107,1997,2,1,115,1.3,2,0,2,0,2,2,0,0,1.8,0.2,0.0,0.2,7,8,4,1.57,0.00,1.57,0.00,0.00,1.38,0.00,1.38,0.15,0.15,Matches
