Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
131,Federico Dimarco,it ITA,DF,Inter,26-325,1997,5.3,1,15,2,13.3,2.82,0.38,0.07,0.50,19.8,2,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
132,Berat Djimsiti,al ALB,DF,Atalanta,31-224,1993,6.0,0,3,0,0.0,0.50,0.00,0.00,,10.3,0,0,0,0.6,0.6,0.20,-0.6,-0.6,Matches
133,Dodô,br BRA,DF,Fiorentina,25-318,1998,6.0,0,4,0,0.0,0.67,0.00,0.00,,16.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
134,Patrick Dorgu,dk DEN,"FW,DF",Lecce,19-340,2004,4.5,1,12,3,25.0,2.67,0.67,0.08,0.33,18.2,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
135,Alberto Dossena,it ITA,DF,Como,25-353,1998,4.7,0,4,2,50.0,0.85,0.42,0.00,0.00,13.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
136,Issa Doumbia,ci CIV,MF,Venezia,20-350,2003,1.0,0,2,1,50.0,2.09,1.05,0.00,0.00,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
137,Artem Dovbyk,ua UKR,FW,Roma,27-101,1997,5.8,2,16,7,43.8,2.77,1.21,0.13,0.29,12.2,0,0,0,2.8,2.8,0.18,-0.8,-0.8,Matches
138,Ondrej Duda,sk SVK,MF,Hellas Verona,29-300,1994,3.4,0,1,1,100.0,0.30,0.30,0.00,0.00,29.6,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
139,Denzel Dumfries,nl NED,DF,Inter,28-165,1996,1.6,1,2,2,100.0,1.28,1.28,0.50,0.50,6.5,0,0,0,0.6,0.6,0.32,+0.4,+0.4,Matches
140,Alfred Duncan,gh GHA,MF,Venezia,31-204,1993,3.7,0,2,0,0.0,0.54,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
141,Paulo Dybala,ar ARG,"FW,MF",Roma,30-320,1993,3.2,1,10,1,10.0,3.16,0.32,0.00,0.00,22.2,1,1,1,1.2,0.4,0.04,-0.2,-0.4,Matches
142,Éderson,br BRA,MF,Atalanta,25-085,1999,5.8,0,3,2,66.7,0.52,0.35,0.00,0.00,14.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
143,Kingsley Ehizibue,nl NED,DF,Udinese,29-128,1995,6.0,0,4,0,0.0,0.67,0.00,0.00,,16.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
144,Jeff Ekhator,it ITA,"FW,MF",Genoa,17-324,2006,0.4,0,1,0,0.0,2.57,0.00,0.00,,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
145,Jurgen Ekkelenkamp,nl NED,MF,Udinese,24-178,2000,2.2,0,3,1,33.3,1.35,0.45,0.00,0.00,15.9,0,0,0,0.5,0.5,0.15,-0.5,-0.5,Matches
146,Emmanuel Ekong,se SWE,"MF,FW",Empoli,22-097,2002,0.4,0,2,0,0.0,4.50,0.00,0.00,,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
147,Caleb Ekuban,gh GHA,FW,Genoa,30-191,1994,2.3,0,6,1,16.7,2.57,0.43,0.00,0.00,13.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
148,Mikael Ellertsson,is ISL,MF,Venezia,22-203,2002,4.4,0,8,0,0.0,1.81,0.00,0.00,,20.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
149,Emerson,br BRA,DF,Milan,25-260,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
150,Yannik Engelhardt,de GER,MF,Como,23-236,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
151,Martin Erlic,hr CRO,DF,Bologna,26-250,1998,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
152,Sebastiano Esposito,it ITA,"FW,MF",Empoli,22-090,2002,4.1,1,12,4,33.3,2.91,0.97,0.08,0.25,18.2,1,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
153,Nahuel Estévez,ar ARG,MF,Parma,28-321,1995,1.8,0,2,1,50.0,1.10,0.55,0.00,0.00,23.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
154,Giovanni Fabbian,it ITA,MF,Bologna,21-260,2003,2.8,1,6,2,33.3,2.12,0.71,0.17,0.50,11.7,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches
155,Alieu Fadera,gm GAM,"FW,MF",Como,22-332,2001,2.8,1,5,1,20.0,1.80,0.36,0.20,1.00,20.1,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
156,Nicolò Fagioli,it ITA,MF,Juventus,23-231,2001,3.3,0,5,0,0.0,1.53,0.00,0.00,,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
157,Wladimiro Falcone,it ITA,GK,Lecce,29-171,1995,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
158,Davide Faraoni,it ITA,"MF,DF",Hellas Verona,32-341,1991,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
159,Jacopo Fazzini,it ITA,MF,Empoli,21-198,2003,2.6,0,3,1,33.3,1.14,0.38,0.00,0.00,13.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
160,Mattia Felici,it ITA,DF,Cagliari,23-166,2001,0.3,0,1,0,0.0,3.91,0.00,0.00,,19.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
161,Youssouf Fofana,fr FRA,MF,Milan,25-264,1999,3.8,1,3,1,33.3,0.78,0.26,0.33,1.00,19.3,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
162,Michael Folorunsho,it ITA,FW,Napoli,26-236,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
163,Omari Forson,eng ENG,"MF,FW",Monza,20-072,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
164,Davide Frattesi,it ITA,MF,Inter,24-344,1999,2.9,1,9,1,11.1,3.14,0.35,0.11,1.00,13.3,0,0,0,1.2,1.2,0.14,-0.2,-0.2,Matches
165,Morten Frendrup,dk DEN,MF,Genoa,23-176,2001,5.8,0,2,1,50.0,0.35,0.17,0.00,0.00,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
166,Martin Frese,dk DEN,DF,Hellas Verona,26-270,1998,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
167,Remo Freuler,ch SUI,MF,Bologna,32-168,1992,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
168,Matteo Gabbia,it ITA,DF,Milan,24-345,1999,3.0,1,2,1,50.0,0.67,0.33,0.50,1.00,11.0,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Matches
169,Alessandro Gabrielloni,it ITA,"FW,MF",Como,30-082,1994,0.6,0,2,0,0.0,3.16,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
170,Gianluca Gaetano,it ITA,MF,Cagliari,24-148,2000,0.9,0,6,0,0.0,6.92,0.00,0.00,,12.1,0,0,0,1.1,1.1,0.18,-1.1,-1.1,Matches
171,Roberto Gagliardini,it ITA,"MF,DF",Monza,30-176,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
172,Antonino Gallo,it ITA,DF,Lecce,24-269,2000,5.9,0,3,1,33.3,0.50,0.17,0.00,0.00,24.4,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
173,Gaspar,ao ANG,DF,Lecce,27-003,1997,6.0,0,6,0,0.0,1.00,0.00,0.00,,8.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
174,Federico Gatti,it ITA,DF,Juventus,26-098,1998,3.9,0,1,1,100.0,0.25,0.25,0.00,0.00,10.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
175,David de Gea,es ESP,GK,Fiorentina,33-328,1990,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
176,Valentin Gendrey,fr FRA,DF,Lecce,24-101,2000,2.0,0,2,0,0.0,1.00,0.00,0.00,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
177,Lautaro Gianetti,ar ARG,DF,Udinese,30-322,1993,3.3,1,1,1,100.0,0.30,0.30,1.00,1.00,5.9,0,0,0,0.1,0.0,0.00,+0.9,+1.0,Matches
178,Mario Gila,es ESP,DF,Lazio,24-032,2000,3.0,1,4,2,50.0,1.33,0.67,0.25,0.50,9.3,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches
179,Billy Gilmour,sct SCO,MF,Napoli,23-111,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
180,Gvidas Gineitis,lt LTU,MF,Torino,20-168,2004,0.5,0,2,0,0.0,4.39,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
181,Ben Godfrey,eng ENG,DF,Atalanta,26-259,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
182,Saba Goglichidze,ge GEO,DF,Empoli,20-097,2004,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
183,Edoardo Goldaniga,it ITA,DF,Como,30-333,1993,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
184,Pierluigi Gollini,it ITA,GK,Genoa,29-196,1995,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
185,Nicolás González,ar ARG,FW,Juventus,26-177,1998,2.5,0,2,0,0.0,0.80,0.00,0.00,,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
186,Robin Gosens,de GER,DF,Fiorentina,30-087,1994,4.0,1,4,2,50.0,1.01,0.50,0.25,0.50,12.5,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches
187,Alberto Grassi,it ITA,MF,Empoli,29-207,1995,3.3,0,1,1,100.0,0.30,0.30,0.00,0.00,16.1,0,0,0,0.2,0.2,0.21,-0.2,-0.2,Matches
188,Mattéo Guendouzi,fr FRA,MF,Lazio,25-169,1999,6.0,1,7,2,28.6,1.18,0.34,0.14,0.50,21.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
189,Frederic Guilbert,fr FRA,DF,Lecce,29-281,1994,2.3,0,3,0,0.0,1.29,0.00,0.00,,27.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
190,Albert Guðmundsson,is ISL,MF,Fiorentina,27-107,1997,1.3,2,3,0,0.0,2.35,0.00,0.00,,32.1,1,2,2,1.8,0.2,0.06,+0.2,-0.2,Matches
191,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,30-263,1994,6.0,2,5,3,60.0,0.83,0.50,0.40,0.67,8.0,0,0,0,1.2,1.2,0.25,+0.8,+0.8,Matches
192,Christian Gytkjær,dk DEN,FW,Venezia,34-147,1990,1.7,0,3,0,0.0,1.76,0.00,0.00,,16.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
193,Nicolas Haas,ch SUI,MF,Empoli,28-251,1996,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
194,Saad El Haddad,ma MAR,MF,Venezia,19-068,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
195,Antoine Hainaut,fr FRA,"DF,FW",Parma,22-225,2002,0.6,1,2,1,50.0,3.27,1.64,0.50,1.00,8.3,0,0,0,0.5,0.5,0.26,+0.5,+0.5,Matches
196,Mohamed Haj,tn TUN,MF,Parma,19-188,2005,0.3,0,2,1,50.0,7.50,3.75,0.00,0.00,10.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
197,Ridgeciano Haps,sr SUR,DF,Venezia,31-110,1993,2.3,0,6,1,16.7,2.62,0.44,0.00,0.00,20.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
198,Abdou Harroui,nl NED,"FW,MF",Hellas Verona,26-261,1998,1.9,0,5,1,20.0,2.65,0.53,0.00,0.00,20.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
199,Liam Henderson,sct SCO,MF,Empoli,28-158,1996,5.8,0,3,0,0.0,0.52,0.00,0.00,,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
200,Mario Hermoso,es ESP,DF,Roma,29-104,1995,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
201,Theo Hernández,fr FRA,DF,Milan,26-360,1997,4.4,2,7,2,28.6,1.59,0.45,0.29,1.00,18.5,0,0,0,0.4,0.4,0.05,+1.6,+1.6,Matches
202,Hernani,br BRA,MF,Parma,30-187,1994,1.0,0,3,0,0.0,3.10,0.00,0.00,,30.2,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
203,Isak Hien,se SWE,DF,Atalanta,25-261,1999,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
204,Emil Holm,se SWE,MF,Bologna,24-140,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
205,Elseid Hysaj,al ALB,DF,Lazio,30-223,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
206,Jay Idzes,id IDN,DF,Venezia,24-120,2000,4.7,0,4,1,25.0,0.84,0.21,0.00,0.00,13.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
207,Jonathan Ikone,fr FRA,"MF,FW",Fiorentina,26-151,1998,1.2,0,3,2,66.7,2.41,1.61,0.00,0.00,17.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
208,Ivan Ilić,rs SRB,MF,Torino,23-197,2001,5.3,1,9,4,44.4,1.69,0.75,0.11,0.25,20.1,2,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
209,Samuel Iling-Junior,eng ENG,"MF,FW",Bologna,20-362,2003,0.5,1,1,1,100.0,1.87,1.87,1.00,1.00,15.8,0,0,0,0.0,0.0,0.04,+1.0,+1.0,Matches
210,Alessio Iovine,it ITA,DF,Como,33-242,1991,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
211,Gustav Isaksen,dk DEN,"FW,MF",Lazio,23-164,2001,3.1,1,4,1,25.0,1.28,0.32,0.25,1.00,17.4,0,0,0,0.7,0.7,0.18,+0.3,+0.3,Matches
212,Ardian Ismajli,al ALB,DF,Empoli,28-000,1996,6.0,0,2,0,0.0,0.33,0.00,0.00,,11.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
213,Armando Izzo,it ITA,DF,Monza,32-212,1992,5.6,0,1,0,0.0,0.18,0.00,0.00,,12.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
214,Ali Jasim,iq IRQ,FW,Como,20-254,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
215,Gaby Jean,fr FRA,DF,Lecce,24-224,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
216,Juan Jesus,br BRA,DF,Napoli,33-112,1991,0.9,0,1,0,0.0,1.15,0.00,0.00,,5.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
217,Jesse Joronen,fi FIN,GK,Venezia,31-193,1993,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
218,Luka Jović,rs SRB,FW,Milan,26-282,1997,0.9,0,1,0,0.0,1.14,0.00,0.00,,10.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
219,Christian Kabasele,be BEL,DF,Udinese,33-219,1991,3.4,1,5,2,40.0,1.47,0.59,0.20,0.50,15.3,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
220,Pierre Kalulu,fr FRA,DF,Juventus,24-117,2000,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
221,Hassane Kamara,ci CIV,DF,Udinese,30-209,1994,3.3,0,1,0,0.0,0.30,0.00,0.00,,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
222,Yann Karamoh,fr FRA,FW,Torino,26-084,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
223,Jesper Karlsson,se SWE,FW,Bologna,26-067,1998,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
224,Jesper Karlström,se SWE,MF,Udinese,29-101,1995,5.2,0,1,0,0.0,0.19,0.00,0.00,,25.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
225,Lior Kasa,il ISR,MF,Genoa,19-003,2005,0.2,0,1,1,100.0,4.09,4.09,0.00,0.00,24.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
226,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,26-244,1998,2.8,1,3,1,33.3,1.08,0.36,0.33,1.00,24.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
227,Michael Kayode,it ITA,DF,Fiorentina,20-082,2004,0.2,0,1,0,0.0,5.00,0.00,0.00,,11.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
228,Moise Kean,it ITA,FW,Fiorentina,24-215,2000,5.9,2,23,6,26.1,3.92,1.02,0.09,0.33,14.3,0,0,0,3.4,3.4,0.15,-1.4,-1.4,Matches
229,Mandela Keita,be BEL,MF,Parma,22-143,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
230,Marc-Oliver Kempf,de GER,DF,Como,29-246,1995,4.0,0,5,1,20.0,1.25,0.25,0.00,0.00,11.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
231,Magnus Kofod Andersen,dk DEN,MF,Venezia,25-143,1999,3.0,1,4,1,25.0,1.34,0.34,0.25,1.00,25.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
232,Sead Kolašinac,ba BIH,DF,Atalanta,31-102,1993,2.9,0,1,0,0.0,0.35,0.00,0.00,,14.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
233,Manu Koné,fr FRA,MF,Roma,23-136,2001,1.9,0,4,1,25.0,2.07,0.52,0.00,0.00,16.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
234,Teun Koopmeiners,nl NED,MF,Juventus,26-215,1998,3.5,0,7,1,14.3,2.00,0.29,0.00,0.00,16.1,0,0,0,1.1,1.1,0.15,-1.1,-1.1,Matches
235,Odilon Kossounou,ci CIV,DF,Atalanta,23-270,2001,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,31.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
236,Christian Kouamé,ci CIV,"MF,FW",Fiorentina,26-299,1997,3.2,0,3,1,33.3,0.95,0.32,0.00,0.00,10.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
237,Mateusz Kowalski,pl POL,MF,Parma,19-071,2005,0.6,0,1,0,0.0,1.61,0.00,0.00,,3.7,0,0,0,0.4,0.4,0.43,-0.4,-0.4,Matches
238,Thomas Kristensen,dk DEN,DF,Udinese,22-257,2002,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
239,Nikola Krstović,me MNE,FW,Lecce,24-178,2000,5.7,2,31,10,32.3,5.45,1.76,0.06,0.20,17.3,1,0,0,2.7,2.7,0.09,-0.7,-0.7,Matches
240,Khvicha Kvaratskhelia,ge GEO,"MF,FW",Napoli,23-231,2001,4.9,3,25,8,32.0,5.08,1.63,0.12,0.38,19.1,1,0,0,1.5,1.5,0.06,+1.5,+1.5,Matches
241,Giorgos Kyriakopoulos,gr GRE,DF,Monza,28-238,1996,6.0,0,1,1,100.0,0.17,0.17,0.00,0.00,22.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
242,Mathis Lambourde,fr FRA,"DF,MF",Hellas Verona,18-265,2006,0.1,1,1,1,100.0,12.86,12.86,1.00,1.00,13.5,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
243,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,34-236,1990,1.0,0,6,1,16.7,6.00,1.00,0.00,0.00,16.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
244,Valentino Lazaro,at AUT,DF,Torino,28-190,1996,5.6,0,5,0,0.0,0.89,0.00,0.00,,21.0,2,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
245,Darko Lazović,rs SRB,"MF,DF",Hellas Verona,34-015,1990,4.7,1,7,0,0.0,1.48,0.00,0.00,,18.2,0,1,1,1.4,0.6,0.09,-0.4,-0.6,Matches
246,Manuel Lazzari,it ITA,DF,Lazio,30-306,1993,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
247,Enzo Le Fée,fr FRA,MF,Roma,24-240,2000,1.0,0,3,1,33.3,3.03,1.01,0.00,0.00,25.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
248,Rafael Leão,pt POR,FW,Milan,25-112,1999,4.9,1,20,8,40.0,4.09,1.64,0.05,0.13,18.1,0,0,0,1.9,1.9,0.10,-0.9,-0.9,Matches
249,Nunzio Lella,it ITA,MF,Venezia,24-064,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
250,Karol Linetty,pl POL,MF,Torino,29-241,1995,3.9,0,1,0,0.0,0.25,0.00,0.00,,22.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
251,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,23-149,2001,1.8,1,2,1,50.0,1.08,0.54,0.50,1.00,9.5,0,0,0,0.5,0.5,0.23,+0.5,+0.5,Matches
252,Stanislav Lobotka,sk SVK,MF,Napoli,29-310,1994,5.8,0,2,0,0.0,0.35,0.00,0.00,,23.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
253,Manuel Locatelli,it ITA,MF,Juventus,26-266,1998,4.3,0,1,1,100.0,0.23,0.23,0.00,0.00,29.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
254,Ruben Loftus-Cheek,eng ENG,MF,Milan,28-251,1996,4.5,0,4,1,25.0,0.88,0.22,0.00,0.00,17.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
255,Ademola Lookman,ng NGA,"MF,FW",Atalanta,26-346,1997,2.4,2,10,3,30.0,4.17,1.25,0.10,0.33,15.6,0,1,1,2.2,1.4,0.14,-0.2,-0.4,Matches
256,Sandi Lovrić,si SVN,MF,Udinese,26-186,1998,3.5,0,6,0,0.0,1.74,0.00,0.00,,19.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
257,Lorenzo Lucca,it ITA,FW,Udinese,24-020,2000,4.3,3,7,3,42.9,1.64,0.70,0.43,1.00,12.9,0,0,0,0.9,0.9,0.12,+2.1,+2.1,Matches
258,Jhon Lucumí,co COL,DF,Bologna,26-096,1998,3.4,0,1,0,0.0,0.30,0.00,0.00,,5.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
259,José Luis Palomino,ar ARG,DF,Cagliari,34-269,1990,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
260,Douglas Luiz,br BRA,MF,Juventus,26-144,1998,1.7,0,1,1,100.0,0.59,0.59,0.00,0.00,25.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
261,Romelu Lukaku,be BEL,FW,Napoli,31-140,1993,2.9,2,6,2,33.3,2.08,0.69,0.33,1.00,13.1,0,0,0,1.4,1.4,0.23,+0.6,+0.6,Matches
262,Sebastiano Luperto,it ITA,DF,Cagliari,28-024,1996,5.0,0,5,1,20.0,1.00,0.20,0.00,0.00,15.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
263,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,22-205,2002,4.2,0,8,1,12.5,1.92,0.24,0.00,0.00,15.5,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
264,Charalambos Lykogiannis,gr GRE,DF,Bologna,30-344,1993,3.6,0,2,1,50.0,0.55,0.28,0.00,0.00,21.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
265,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28-362,1995,2.3,0,2,0,0.0,0.87,0.00,0.00,,22.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
266,Mike Maignan,fr FRA,GK,Milan,29-089,1995,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
267,Antoine Makoumbou,cg CGO,MF,Cagliari,26-074,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
268,Daniel Maldini,it ITA,MF,Monza,22-355,2001,4.7,1,10,5,50.0,2.14,1.07,0.10,0.20,27.0,2,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
269,Youssef Maleh,ma MAR,MF,Empoli,26-039,1998,3.0,0,3,1,33.3,1.02,0.34,0.00,0.00,28.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
270,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,31-149,1993,2.5,0,6,2,33.3,2.41,0.80,0.00,0.00,30.2,3,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
