Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 30_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
84,Johannes Eggestein,de GER,FW,St. Pauli,26-145,1998,4.4,157,2,9,87,64,17,157,3,2,66.7,1,33.3,91,350,132,6,3,4,14,7,130,34,Matches
85,Maximilian Eggestein,de GER,MF,Freiburg,27-297,1996,4.7,226,4,44,148,38,7,226,4,2,50.0,2,50.0,114,578,227,3,4,0,1,2,141,3,Matches
86,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,22-102,2002,3.2,144,3,13,66,72,18,144,28,14,50.0,13,46.4,85,661,327,14,7,5,14,5,98,23,Matches
87,Nico Elvedi,ch SUI,DF,Gladbach,28-000,1996,5.0,412,66,225,169,18,7,412,0,0,,0,,222,994,523,5,4,0,2,0,264,2,Matches
88,Arne Engels,be BEL,"MF,FW",Augsburg,21-022,2003,0.9,32,1,1,14,17,2,32,1,0,0.0,1,100.0,17,75,38,1,3,0,0,0,24,5,Matches
89,Patrick Erras,de GER,DF,Holstein Kiel,29-253,1995,2.5,172,47,113,50,9,5,172,0,0,,0,,70,222,100,1,0,0,2,0,113,0,Matches
90,Samuel Essende,cd COD,FW,Augsburg,26-251,1998,3.6,110,1,4,48,63,26,110,5,2,40.0,3,60.0,67,354,156,8,7,5,16,6,80,26,Matches
91,Kilian Fischer,de GER,DF,Wolfsburg,23-354,2000,5.0,254,15,88,111,59,5,254,3,1,33.3,2,66.7,86,460,189,5,5,2,11,2,100,6,Matches
92,Jonas Föhrenbach,de GER,"DF,FW",Heidenheim,28-248,1996,5.0,269,15,97,128,47,5,269,6,2,33.3,4,66.7,116,682,364,12,6,2,3,0,136,11,Matches
93,Marco Friedl,at AUT,DF,Werder Bremen,26-198,1998,2.7,167,26,97,67,3,0,167,0,0,,0,,101,402,123,0,0,0,2,2,104,0,Matches
94,Marvin Friedrich,de GER,FW,Gladbach,28-292,1995,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
95,Jeremie Frimpong,nl NED,DF,Leverkusen,23-295,2000,3.7,150,4,30,49,75,15,150,9,3,33.3,6,66.7,81,524,291,8,9,1,5,2,94,31,Matches
96,Chris Führich,de GER,"FW,MF",Stuttgart,26-265,1998,1.9,92,5,12,35,45,7,92,7,2,28.6,4,57.1,62,522,235,8,7,2,1,3,76,19,Matches
97,Aleix García,es ESP,MF,Leverkusen,27-094,1997,2.1,221,7,32,115,75,1,221,0,0,,0,,93,444,153,1,3,0,0,0,180,5,Matches
98,Lutsharel Geertruida,nl NED,DF,RB Leipzig,24-074,2000,3.0,276,5,46,196,35,6,276,4,0,0.0,4,100.0,118,455,251,7,2,0,2,2,194,11,Matches
99,Dennis Geiger,de GER,MF,Hoffenheim,26-112,1998,1.9,81,1,16,39,27,2,81,1,1,100.0,0,0.0,56,368,211,4,5,1,1,3,59,5,Matches
100,Valentin Gendrey,fr FRA,"DF,FW",Hoffenheim,24-101,2000,1.3,67,6,17,14,37,3,67,2,1,50.0,1,50.0,28,138,82,2,0,0,4,1,28,8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
101,Yannick Gerhardt,de GER,"FW,MF",Wolfsburg,30-201,1994,0.5,24,0,6,5,13,2,24,0,0,,0,,10,56,23,2,0,1,0,1,11,5,Matches
102,Max Geschwill,de GER,DF,Holstein Kiel,23-085,2001,2.9,177,18,95,69,14,1,177,1,1,100.0,0,0.0,75,313,170,1,0,0,0,0,109,3,Matches
103,Dimitris Giannoulis,gr GRE,DF,Augsburg,28-349,1995,4.8,312,10,92,126,99,9,312,11,8,72.7,2,18.2,125,653,406,5,6,0,12,3,169,30,Matches
104,Armin Gigovic,ba BIH,MF,Holstein Kiel,22-177,2002,2.0,97,7,33,43,22,7,97,3,1,33.3,0,0.0,40,266,132,7,2,3,3,0,57,3,Matches
105,Benedikt Gimber,de GER,DF,Heidenheim,27-224,1997,5.0,291,40,185,106,5,3,291,1,1,100.0,0,0.0,148,640,256,1,1,0,5,1,159,2,Matches
106,Matthias Ginter,de GER,DF,Freiburg,30-255,1994,2.7,204,11,70,123,12,3,204,0,0,,0,,134,696,418,1,3,0,0,0,141,2,Matches
107,Jamie Gittens,eng ENG,"FW,DF",Dortmund,20-053,2004,2.5,108,0,5,43,63,14,108,21,11,52.4,8,38.1,80,763,461,19,9,9,7,6,87,20,Matches
108,Serge Gnabry,de GER,"FW,MF",Bayern Munich,29-078,1995,3.6,210,2,19,77,114,24,210,12,7,58.3,5,41.7,136,817,390,18,8,8,4,1,162,42,Matches
109,Leon Goretzka,de GER,DF,Bayern Munich,29-237,1995,0.0,5,3,5,0,0,0,5,0,0,,0,,2,8,0,0,0,0,0,0,3,0,Matches
110,Robin Gosens,de GER,DF,Union Berlin,30-087,1994,1.0,51,1,12,20,19,1,51,0,0,,0,,17,61,37,1,2,0,2,0,26,5,Matches
111,Mario Götze,de GER,"FW,MF",Eint Frankfurt,32-119,1992,2.5,114,1,22,55,39,8,114,1,0,0.0,1,100.0,74,342,208,6,4,0,3,2,80,10,Matches
112,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,33-082,1991,5.0,341,24,130,172,39,10,340,4,3,75.0,1,25.0,211,1160,737,9,3,0,5,0,245,6,Matches
113,Kamil Grabara,pl POL,GK,Wolfsburg,25-266,1999,5.0,227,133,217,10,0,0,227,0,0,,0,,130,584,344,0,0,0,0,0,126,0,Matches
114,Michael Gregoritsch,at AUT,FW,Freiburg,30-165,1994,0.2,5,0,0,2,3,1,5,0,0,,0,,3,8,3,1,0,1,0,0,3,1,Matches
115,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,31-176,1993,4.5,306,2,25,165,118,16,305,9,6,66.7,2,22.2,172,955,569,12,7,4,10,2,207,29,Matches
116,Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,29-054,1995,2.3,162,15,59,75,29,0,162,3,2,66.7,1,33.3,102,575,247,2,3,0,2,4,113,1,Matches
117,Álex Grimaldo,es ESP,DF,Leverkusen,29-010,1995,5.0,409,8,52,141,217,23,409,12,3,25.0,7,58.3,204,1102,668,21,11,7,11,4,293,44,Matches
