Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
316,Nicolai Remberg,de GER,MF,Holstein Kiel,24-103,2000,5,159,32,35.3,1.8,1,90,1,4,17,0,0.20,3,9,-6,-3.40,-2.16,1.0,4.9,-4.0,-2.24,-2.01,Matches
317,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,26-334,1997,5,416,83,92.4,4.6,5,83,3,0,,0,0.80,7,14,-7,-1.51,-1.51,7.2,8.5,-1.3,-0.28,-0.55,Matches
318,Gio Reyna,us USA,MF,Dortmund,21-322,2002,1,10,10,2.2,0.1,0,,0,1,10,1,3.00,1,0,+1,+9.00,+8.80,0.6,0.0,+0.6,+5.83,+5.83,Matches
319,Marco Richter,de GER,"FW,MF",Mainz 05,26-311,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
320,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,22-227,2002,5,235,47,52.2,2.6,2,72,0,3,31,0,1.60,7,6,+1,+0.38,-0.87,7.2,3.3,+3.9,+1.47,+1.49,Matches
321,Lasse Rieß,de GER,GK,Mainz 05,23-065,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
322,Lars Ritzka,de GER,"DF,FW",St. Pauli,26-146,1998,3,202,67,44.9,2.2,3,67,0,0,,2,0.00,0,2,-2,-0.89,-0.89,1.7,2.5,-0.7,-0.33,+0.14,Matches
323,Merlin Röhl,de GER,MF,Freiburg,22-087,2002,3,162,54,36.0,1.8,3,54,0,0,,0,2.00,3,2,+1,+0.56,+0.56,3.5,1.4,+2.1,+1.18,+0.32,Matches
324,Lasse Rosenboom,de GER,DF,Holstein Kiel,22-255,2002,4,155,39,34.4,1.7,1,90,1,3,22,1,0.25,4,5,-1,-0.58,+2.17,2.0,3.3,-1.3,-0.73,+0.32,Matches
325,Max Rosenfelder,de GER,DF,Freiburg,21-233,2003,3,270,90,60.0,3.0,3,90,3,0,,0,2.00,5,4,+1,+0.33,+0.33,6.9,2.8,+4.1,+1.36,+0.97,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
326,Tom Rothe,de GER,"DF,MF",Union Berlin,19-337,2004,4,288,72,64.0,3.2,4,72,0,0,,1,1.75,3,1,+2,+0.62,+1.18,2.7,2.7,0.0,0.00,+0.06,Matches
327,Anthony Rouault,fr FRA,DF,Stuttgart,23-124,2001,3,209,70,46.4,2.3,2,90,2,1,29,0,2.33,7,3,+4,+1.72,+1.72,5.6,1.9,+3.7,+1.58,+1.53,Matches
328,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,31-268,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
329,Julian Ryerson,no NOR,DF,Dortmund,26-318,1997,5,388,78,86.2,4.3,5,78,3,0,,0,2.00,8,6,+2,+0.46,+0.46,7.3,6.1,+1.1,+0.26,+0.99,Matches
330,Frederik Rønnow,dk DEN,GK,Union Berlin,32-057,1992,5,450,90,100.0,5.0,5,90,5,0,,0,1.60,4,3,+1,+0.20,,4.1,4.2,-0.1,-0.02,,Matches
331,Elias Saad,tn TUN,"FW,MF",St. Pauli,24-278,1999,5,254,51,56.4,2.8,2,86,1,3,27,0,0.80,4,3,+1,+0.35,+1.73,3.1,3.6,-0.5,-0.16,+0.56,Matches
332,Marcel Sabitzer,at AUT,"MF,FW",Dortmund,30-197,1994,4,292,73,64.9,3.2,3,87,2,1,32,0,1.75,3,6,-3,-0.92,-3.77,3.7,6.3,-2.6,-0.81,-2.66,Matches
333,Manolis Saliakas,gr GRE,MF,St. Pauli,28-018,1996,4,204,51,45.3,2.3,2,72,0,2,30,1,1.00,4,4,0,0.00,+0.73,2.7,4.0,-1.3,-0.56,-0.28,Matches
334,Roland Sallai,hu HUN,"FW,MF",Freiburg,27-131,1997,2,46,23,10.2,0.5,0,,0,2,23,0,1.50,0,1,-1,-1.96,-2.40,1.0,0.5,+0.5,+0.92,-0.06,Matches
335,Diadie Samassékou,ml MLI,MF,Hoffenheim,28-263,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
336,Philipp Sander,de GER,MF,Gladbach,26-222,1998,5,246,49,54.7,2.7,3,69,0,2,20,0,1.20,3,5,-2,-0.73,-0.73,4.6,4.6,0.0,+0.01,+0.11,Matches
337,Leroy Sané,de GER,FW,Bayern Munich,28-263,1996,2,34,17,7.6,0.4,0,,0,2,17,1,2.00,0,0,0,0.00,-2.81,0.9,0.0,+0.8,+2.20,+0.59,Matches
338,Kaishu Sano,jp JPN,MF,Mainz 05,23-275,2000,5,433,87,96.2,4.8,5,87,3,0,,0,1.00,8,10,-2,-0.42,-0.42,5.5,9.5,-4.0,-0.84,-3.49,Matches
339,Kauã Santos,br BRA,GK,Eint Frankfurt,21-172,2003,3,225,75,50.0,2.5,2,90,2,1,45,2,3.00,7,3,+4,+1.60,+1.20,6.1,3.5,+2.5,+1.02,+0.48,Matches
340,Joe Scally,us USA,DF,Gladbach,21-274,2002,5,450,90,100.0,5.0,5,90,5,0,,0,1.20,6,8,-2,-0.40,,8.7,8.9,-0.2,-0.04,,Matches
341,András Schäfer,hu HUN,MF,Union Berlin,25-170,1999,5,355,71,78.9,3.9,4,83,2,1,24,0,1.60,2,3,-1,-0.25,-2.15,2.3,3.3,-1.1,-0.27,-1.21,Matches
342,Patrik Schick,cz CZE,FW,Leverkusen,28-250,1996,3,86,29,19.1,1.0,1,67,0,2,10,2,2.00,3,4,-1,-1.05,-2.28,2.0,0.7,+1.4,+1.40,+0.58,Matches
343,Stefan Schimmer,de GER,FW,Heidenheim,30-155,1994,1,31,31,6.9,0.3,0,,0,1,31,1,0.00,0,1,-1,-2.90,-3.76,0.2,0.4,-0.2,-0.57,-0.90,Matches
344,Keven Schlotterbeck,de GER,DF,Augsburg,27-155,1997,5,417,83,92.7,4.6,5,83,4,0,,0,0.80,7,14,-7,-1.51,-1.51,7.7,7.9,-0.2,-0.04,+2.64,Matches
345,Nico Schlotterbeck,de GER,DF,Dortmund,24-304,1999,4,342,86,76.0,3.8,4,86,3,0,,0,1.75,7,7,0,0.00,-1.67,6.2,6.3,-0.1,-0.04,-0.69,Matches
346,Romano Schmid,at AUT,MF,Werder Bremen,24-247,2000,5,432,86,96.0,4.8,5,86,3,0,,0,1.60,8,11,-3,-0.62,-0.62,5.9,6.9,-0.9,-0.20,-2.68,Matches
347,Kenneth Schmidt,de GER,DF,Freiburg,22-119,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
348,Jan Schöppner,de GER,MF,Heidenheim,25-110,1999,5,380,76,84.4,4.2,4,90,4,1,20,0,1.80,10,4,+6,+1.42,+5.28,7.3,5.3,+2.0,+0.48,+1.34,Matches
349,Marvin Schulz,de GER,MF,Holstein Kiel,29-259,1995,1,9,9,2.0,0.1,0,,0,1,9,4,0.00,1,1,0,0.00,+2.04,0.2,0.6,-0.4,-3.96,-3.09,Matches
350,Alexander Schwolow,de GER,GK,Union Berlin,32-120,1992,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
351,Léo Scienza,br BRA,"FW,MF",Heidenheim,26-017,1998,4,239,60,53.1,2.7,3,69,0,1,31,0,1.50,5,4,+1,+0.38,-0.48,4.2,3.9,+0.3,+0.12,-0.32,Matches
