Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
156,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,32-158,1992,4.8,11,2.28,8,2,1,0,0,0,1,0.21,1,0,0,0,0,0,Matches
157,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,22-117,2002,5.0,17,3.40,12,4,1,0,0,0,1,0.20,0,1,0,0,0,0,Matches
158,Kevin Kampl,si SVN,MF,RB Leipzig,33-357,1990,2.9,7,2.38,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
159,Harry Kane,eng ENG,FW,Bayern Munich,31-064,1993,4.8,20,4.19,14,0,1,4,1,0,7,1.47,5,0,0,1,1,0,Matches
160,Atakan Karazor,de GER,MF,Stuttgart,27-353,1996,4.4,9,2.05,8,0,0,1,0,0,2,0.45,1,0,0,1,0,0,Matches
161,Mikkel Kaufmann,dk DEN,FW,Heidenheim,23-271,2001,0.9,4,4.62,2,0,0,0,2,0,1,1.15,0,0,0,0,1,0,Matches
162,Andu Kelati,de GER,MF,Holstein Kiel,22-048,2002,1.1,4,3.64,4,0,0,0,0,0,1,0.91,1,0,0,0,0,0,Matches
163,Aljoscha Kemlein,de GER,MF,Union Berlin,20-059,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
164,Luca Kerber,de GER,"MF,FW",Heidenheim,22-204,2002,0.9,1,1.11,0,0,0,1,0,0,1,1.11,0,0,0,1,0,0,Matches
165,Rani Khedira,de GER,MF,Union Berlin,30-247,1994,5.0,6,1.20,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
166,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,29-235,1995,5.0,23,4.60,14,9,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
167,Tim Kleindienst,de GER,FW,Gladbach,29-030,1995,4.9,15,3.07,11,0,0,3,1,0,1,0.20,1,0,0,0,0,0,Matches
168,Lukas Klostermann,de GER,DF,RB Leipzig,28-119,1996,3.2,2,0.63,2,0,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
169,Ansgar Knauff,de GER,"MF,FW",Eint Frankfurt,22-264,2002,1.5,6,4.03,3,0,1,1,1,0,1,0.67,0,0,0,1,0,0,Matches
170,Magnus Knudsen,no NOR,MF,Holstein Kiel,23-107,2001,4.7,10,2.13,8,0,0,2,0,0,1,0.21,1,0,0,0,0,0,Matches
171,Gregor Kobel,ch SUI,GK,Dortmund,26-299,1997,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
172,Robin Koch,de GER,DF,Eint Frankfurt,28-075,1996,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Derrick Köhn,de GER,DF,Werder Bremen,25-239,1999,1.6,5,3.12,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
174,Dominik Kohr,de GER,"DF,MF",Mainz 05,30-243,1994,4.8,6,1.25,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
175,Marco Komenda,hr CRO,DF,Holstein Kiel,27-309,1996,1.0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
176,Mert Kömür,de GER,MF,Augsburg,19-075,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
177,Henri Koudossou,de GER,DF,Augsburg,25-027,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
178,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,20-307,2003,1.6,2,1.27,2,0,0,0,0,0,1,0.63,1,0,0,0,0,0,Matches
179,Matej Kovar,cz CZE,GK,Leverkusen,24-136,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
180,Andrej Kramarić,hr CRO,MF,Hoffenheim,33-103,1991,3.9,13,3.30,10,3,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
181,Frans Krätzig,de GER,DF,Stuttgart,21-260,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
182,Rasmus Kristensen,dk DEN,"DF,MF",Eint Frankfurt,27-081,1997,5.0,13,2.60,12,0,0,0,1,0,1,0.20,1,0,0,0,0,0,Matches
183,Lukas Kübler,de GER,DF,Freiburg,32-031,1992,4.5,5,1.11,4,0,0,1,0,0,1,0.22,0,0,0,1,0,0,Matches
184,Moritz-Broni Kwarteng,gh GHA,MF,Bochum,26-155,1998,0.7,4,5.54,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Nediljko Labrović,hr CRO,GK,Augsburg,24-356,1999,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
186,Konrad Laimer,at AUT,"DF,MF",Bayern Munich,27-126,1997,1.3,5,3.98,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,Stefan Lainer,at AUT,DF,Gladbach,32-034,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
188,Hugo Larsson,se SWE,MF,Eint Frankfurt,20-095,2004,4.8,8,1.66,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Diogo Leite,pt POR,DF,Union Berlin,25-251,1999,5.0,4,0.80,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
190,Maxim Leitsch,de GER,DF,Mainz 05,26-135,1998,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
191,Jamie Leweling,de GER,"FW,MF",Stuttgart,23-217,2001,4.7,12,2.58,8,0,1,1,2,0,2,0.43,1,0,0,1,0,0,Matches
192,Philipp Lienhart,at AUT,DF,Freiburg,28-081,1996,4.5,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
193,Anthony Losilla,fr FRA,MF,Bochum,38-204,1986,3.1,7,2.25,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
194,Castello Lukeba,fr FRA,DF,RB Leipzig,21-288,2002,3.9,4,1.02,4,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
195,Senne Lynen,be BEL,MF,Werder Bremen,25-224,1999,4.8,4,0.83,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
196,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,25-000,1999,3.7,11,2.98,10,1,0,0,0,0,2,0.54,2,0,0,0,0,0,Matches
197,Arne Maier,de GER,MF,Augsburg,25-266,1999,1.9,11,5.86,5,6,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
198,Patrick Mainka,de GER,DF,Heidenheim,29-329,1994,5.0,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Lovro Majer,hr CRO,MF,Wolfsburg,26-257,1998,1.3,3,2.23,1,1,0,1,0,0,1,0.74,1,0,0,0,0,0,Matches
200,Jordy Makengo,fr FRA,DF,Freiburg,23-058,2001,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
201,Julián Malatini,ar ARG,DF,Werder Bremen,23-122,2001,1.4,1,0.71,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
202,Donyell Malen,nl NED,"FW,DF",Dortmund,25-265,1999,1.8,3,1.65,2,0,1,0,0,0,1,0.55,1,0,0,0,0,0,Matches
203,Lennard Maloney,us USA,MF,Heidenheim,24-358,1999,3.2,1,0.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Johan Manzambi,ch SUI,FW,Freiburg,18-352,2005,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
205,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,25-236,1999,4.6,31,6.80,16,4,4,4,2,1,7,1.54,3,1,2,1,0,0,Matches
206,Erhan Mašović,rs SRB,DF,Bochum,25-313,1998,3.2,2,0.63,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
207,Igor Matanovic,hr CRO,FW,Eint Frankfurt,21-183,2003,1.6,5,3.10,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
208,Chrislain Matsima,fr FRA,DF,Augsburg,22-138,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
209,Jean Mattéo Bahoya,fr FRA,MF,Eint Frankfurt,19-146,2005,0.1,1,6.92,1,0,0,0,0,0,1,6.92,1,0,0,0,0,0,Matches
210,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,20-189,2004,1.3,3,2.35,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
211,Jakov Medić,hr CRO,DF,Bochum,26-023,1998,4.8,3,0.62,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
212,Connor Metcalfe,au AUS,MF,St. Pauli,24-330,1999,2.5,5,1.98,1,2,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
213,Karol Mets,ee EST,DF,St. Pauli,31-137,1993,5.0,3,0.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
214,Florian Micheler,at AUT,MF,Hoffenheim,19-136,2005,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
215,Enzo Millot,fr FRA,MF,Stuttgart,22-075,2002,3.9,21,5.32,14,0,2,4,1,0,4,1.01,2,0,1,1,0,0,Matches
216,Kim Min-jae,kr KOR,DF,Bayern Munich,27-320,1996,4.9,5,1.02,4,0,0,0,1,0,1,0.20,1,0,0,0,0,0,Matches
217,Maximilian Mittelstädt,de GER,DF,Stuttgart,27-196,1997,4.1,16,3.88,15,1,0,0,0,0,4,0.97,4,0,0,0,0,0,Matches
218,Koji Miyoshi,jp JPN,MF,Bochum,27-188,1997,0.9,2,2.20,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
219,Max Moerstedt,de GER,FW,Hoffenheim,,,0.3,2,6.67,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
220,Steve Mounié,bj BEN,FW,Augsburg,30-001,1994,1.3,2,1.49,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
221,Nordi Mukiele,fr FRA,DF,Leverkusen,26-334,1997,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
222,Florian Müller,de GER,GK,Freiburg,26-322,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
223,Kevin Müller,de GER,GK,Heidenheim,33-199,1991,5.0,2,0.40,1,1,0,0,0,0,1,0.20,0,1,0,0,0,0,Matches
224,Thomas Müller,de GER,"MF,FW",Bayern Munich,35-017,1989,1.4,7,5.12,6,0,1,0,0,0,3,2.20,2,0,1,0,0,0,Matches
225,Jamal Musiala,de GER,MF,Bayern Munich,21-217,2003,4.3,19,4.41,12,1,4,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
226,Florent Muslija,xk KVX,"DF,FW",Freiburg,26-086,1998,0.6,2,3.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
227,Phillipp Mwene,at AUT,DF,Mainz 05,30-245,1994,4.9,13,2.67,10,3,0,0,0,0,4,0.82,3,1,0,0,0,0,Matches
228,Nathan N'Goumou,fr FRA,FW,Gladbach,24-200,2000,2.4,5,2.07,2,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
229,Stanley N'Soki,fr FRA,DF,Hoffenheim,25-174,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
230,Paul Nebel,de GER,DF,Mainz 05,21-356,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Luca Netz,de GER,DF,Gladbach,21-138,2003,4.9,11,2.22,9,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
232,Manuel Neuer,de GER,GK,Bayern Munich,38-187,1986,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Florian Neuhaus,de GER,MF,Gladbach,27-198,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
234,Moritz Nicolas,de GER,GK,Gladbach,26-345,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
235,Justin Njinmah,de GER,"MF,FW",Werder Bremen,23-320,2000,1.5,5,3.26,2,0,0,1,2,0,1,0.65,0,0,0,0,1,0,Matches
236,Niels Nkounkou,fr FRA,"MF,DF",Eint Frankfurt,23-334,2000,1.9,8,4.16,5,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
237,Felix Nmecha,de GER,"MF,DF",Dortmund,23-356,2000,1.8,3,1.69,2,0,1,0,0,0,1,0.56,0,0,1,0,0,0,Matches
238,Alexander Nübel,de GER,GK,Stuttgart,28-000,1996,5.0,2,0.40,1,1,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
239,Antonio Nusa,no NOR,MF,RB Leipzig,19-166,2005,2.0,7,3.52,5,0,1,0,1,0,1,0.50,1,0,0,0,0,0,Matches
240,Tim Oermann,de GER,DF,Bochum,20-360,2003,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
241,Ifechukwu Ogbus,ch SUI,DF,Freiburg,18-288,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
242,Michael Olise,fr FRA,"FW,MF",Bayern Munich,22-293,2001,3.6,21,5.85,17,1,1,0,2,0,3,0.84,2,0,1,0,0,0,Matches
243,Jonas Omlin,ch SUI,GK,Gladbach,30-264,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
244,Karim Onisiwo,at AUT,"MF,FW",Mainz 05,32-197,1992,1.0,2,2.00,1,0,0,0,1,0,1,1.00,0,0,0,0,1,0,Matches
245,Frank Onyeka,ng NGA,MF,Augsburg,26-273,1998,2.9,6,2.06,6,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
246,Loïs Openda,be BEL,FW,RB Leipzig,24-227,2000,4.2,8,1.88,5,0,1,1,1,0,1,0.24,1,0,0,0,0,0,Matches
247,Willi Orban,hu HUN,DF,RB Leipzig,31-332,1992,2.9,3,1.02,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
248,Patrick Osterhage,de GER,MF,Freiburg,24-242,2000,4.0,9,2.24,5,0,1,1,2,0,2,0.50,1,0,0,1,0,0,Matches
249,Salih Özcan,tr TUR,MF,Wolfsburg,26-263,1998,1.3,4,3.10,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
250,Exequiel Palacios,ar ARG,MF,Leverkusen,25-361,1998,0.1,2,13.85,1,0,0,1,0,0,1,6.92,0,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
251,João Palhinha,pt POR,MF,Bayern Munich,29-083,1995,1.4,2,1.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
252,Mats Pannewig,de GER,MF,Bochum,19-338,2004,0.4,1,2.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
253,Felix Passlack,de GER,DF,Bochum,26-124,1998,5.0,7,1.40,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
254,Aleksandar Pavlovic,de GER,MF,Bayern Munich,20-150,2004,3.6,4,1.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
255,Mads Pedersen,dk DEN,DF,Augsburg,28-029,1996,1.8,3,1.64,0,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
256,Jordan Pefok,us USA,FW,Union Berlin,28-157,1996,3.7,12,3.21,9,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
257,Benedikt Pichler,at AUT,FW,Holstein Kiel,27-072,1997,4.6,14,3.05,9,0,1,3,1,0,1,0.22,0,0,0,1,0,0,Matches
258,Amos Pieper,de GER,DF,Werder Bremen,26-257,1998,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
259,Marvin Pieringer,de GER,FW,Heidenheim,24-362,1999,3.8,11,2.88,10,0,0,1,0,0,1,0.26,1,0,0,0,0,0,Matches
260,Alassane Pléa,fr FRA,FW,Gladbach,31-204,1993,3.0,8,2.63,4,1,1,0,2,0,1,0.33,0,1,0,0,0,0,Matches
261,Finn Porath,de GER,"DF,MF",Holstein Kiel,27-220,1997,3.8,12,3.20,11,1,0,0,0,0,3,0.80,3,0,0,0,0,0,Matches
262,Yussuf Poulsen,dk DEN,FW,RB Leipzig,30-107,1994,1.0,3,3.03,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
263,Alexander Prass,at AUT,DF,Hoffenheim,23-127,2001,3.9,12,3.05,11,0,1,0,0,0,2,0.51,2,0,0,0,0,0,Matches
264,Grischa Prömel,de GER,MF,Hoffenheim,29-265,1995,1.9,2,1.03,1,1,0,0,0,0,1,0.52,1,0,0,0,0,0,Matches
265,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,25-251,1999,1.6,6,3.65,4,1,0,1,0,0,1,0.61,1,0,0,0,0,0,Matches
266,Leopold Querfeld,at AUT,DF,Union Berlin,20-285,2003,0.9,1,1.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
267,David Raum,de GER,DF,RB Leipzig,26-161,1998,4.6,23,4.96,14,7,2,0,0,0,1,0.22,1,0,0,0,0,0,Matches
268,Rocco Reitz,de GER,MF,Gladbach,22-124,2002,2.4,9,3.82,7,0,1,0,0,1,1,0.42,1,0,0,0,0,0,Matches
269,Nicolai Remberg,de GER,MF,Holstein Kiel,24-103,2000,1.8,3,1.70,3,0,0,0,0,0,1,0.57,1,0,0,0,0,0,Matches
270,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,26-334,1997,4.6,19,4.11,9,5,0,3,2,0,2,0.43,2,0,0,0,0,0,Matches
271,Gio Reyna,us USA,MF,Dortmund,21-322,2002,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
272,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,22-227,2002,2.6,16,6.10,10,1,2,2,1,0,3,1.14,1,1,1,0,0,0,Matches
273,Lars Ritzka,de GER,"DF,FW",St. Pauli,26-146,1998,2.2,3,1.34,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
274,Merlin Röhl,de GER,MF,Freiburg,22-087,2002,1.8,7,3.91,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
275,Lasse Rosenboom,de GER,DF,Holstein Kiel,22-255,2002,1.7,3,1.74,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
276,Max Rosenfelder,de GER,DF,Freiburg,21-233,2003,3.0,4,1.33,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
277,Tom Rothe,de GER,"DF,MF",Union Berlin,19-337,2004,3.2,7,2.19,5,0,0,2,0,0,1,0.31,0,0,0,1,0,0,Matches
278,Anthony Rouault,fr FRA,DF,Stuttgart,23-124,2001,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
279,Julian Ryerson,no NOR,DF,Dortmund,26-318,1997,4.3,12,2.78,10,0,2,0,0,0,2,0.46,1,0,1,0,0,0,Matches
280,Frederik Rønnow,dk DEN,GK,Union Berlin,32-057,1992,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
281,Elias Saad,tn TUN,"FW,MF",St. Pauli,24-278,1999,2.8,15,5.31,7,0,3,3,2,0,4,1.42,1,0,2,1,0,0,Matches
282,Marcel Sabitzer,at AUT,"MF,FW",Dortmund,30-197,1994,3.2,8,2.47,5,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
283,Manolis Saliakas,gr GRE,MF,St. Pauli,28-018,1996,2.3,8,3.53,6,0,1,0,1,0,1,0.44,1,0,0,0,0,0,Matches
284,Roland Sallai,hu HUN,"FW,MF",Freiburg,27-131,1997,0.5,3,5.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
285,Philipp Sander,de GER,MF,Gladbach,26-222,1998,2.7,2,0.73,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
286,Leroy Sané,de GER,FW,Bayern Munich,28-263,1996,0.4,4,10.59,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
287,Kaishu Sano,jp JPN,MF,Mainz 05,23-275,2000,4.8,6,1.25,5,0,0,0,1,0,1,0.21,1,0,0,0,0,0,Matches
288,Kauã Santos,br BRA,GK,Eint Frankfurt,21-172,2003,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
289,Joe Scally,us USA,DF,Gladbach,21-274,2002,5.0,8,1.60,7,0,0,0,1,0,1,0.20,1,0,0,0,0,0,Matches
290,András Schäfer,hu HUN,MF,Union Berlin,25-170,1999,3.9,5,1.27,3,0,0,1,1,0,1,0.25,1,0,0,0,0,0,Matches
291,Patrik Schick,cz CZE,FW,Leverkusen,28-250,1996,1.0,4,4.14,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
292,Stefan Schimmer,de GER,FW,Heidenheim,30-155,1994,0.3,1,2.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Keven Schlotterbeck,de GER,DF,Augsburg,27-155,1997,4.6,9,1.94,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
294,Nico Schlotterbeck,de GER,DF,Dortmund,24-304,1999,3.8,11,2.89,8,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
295,Romano Schmid,at AUT,MF,Werder Bremen,24-247,2000,4.8,20,4.17,17,0,0,3,0,0,3,0.62,3,0,0,0,0,0,Matches
296,Jan Schöppner,de GER,MF,Heidenheim,25-110,1999,4.2,11,2.61,10,0,1,0,0,0,1,0.24,1,0,0,0,0,0,Matches
297,Marvin Schulz,de GER,MF,Holstein Kiel,29-259,1995,0.1,1,10.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
298,Léo Scienza,br BRA,"FW,MF",Heidenheim,26-017,1998,2.7,12,4.52,3,3,3,1,2,0,2,0.75,1,1,0,0,0,0,Matches
299,Nicolas Seiwald,at AUT,MF,RB Leipzig,23-149,2001,3.4,8,2.32,8,0,0,0,0,0,2,0.58,2,0,0,0,0,0,Matches
300,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,21-122,2003,4.0,8,1.99,6,0,1,1,0,0,3,0.75,1,0,1,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
301,Armindo Sieb,de GER,"MF,FW",Mainz 05,21-226,2003,1.5,2,1.32,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
302,Tim Siersleben,de GER,DF,Heidenheim,24-205,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
303,Kiliann Sildillia,fr FRA,FW,Freiburg,22-137,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
304,André Silva,pt POR,FW,RB Leipzig,28-329,1995,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
305,Mohamed Simakan,fr FRA,DF,RB Leipzig,24-150,2000,0.6,3,5.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
306,Xavi Simons,nl NED,MF,RB Leipzig,21-162,2003,5.0,21,4.20,17,1,0,1,2,0,3,0.60,2,0,0,1,0,0,Matches
307,Danel Sinani,lu LUX,FW,St. Pauli,27-178,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
308,Ibrahima Sissoko,ml MLI,"MF,DF",Bochum,26-339,1997,4.8,10,2.09,9,0,0,0,0,1,1,0.21,1,0,0,0,0,0,Matches
309,Tim Skarke,de GER,"FW,MF",Union Berlin,28-023,1996,1.6,4,2.50,4,0,0,0,0,0,1,0.62,1,0,0,0,0,0,Matches
310,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,29-143,1995,4.1,4,0.99,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
311,Steven Skrzybski,de GER,MF,Holstein Kiel,31-317,1992,0.6,1,1.76,1,0,0,0,0,0,1,1.76,1,0,0,0,0,0,Matches
312,Eric Smith,se SWE,DF,St. Pauli,27-266,1997,4.4,12,2.71,4,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
313,Anton Stach,de GER,"DF,MF",Hoffenheim,25-320,1998,4.5,8,1.78,5,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
314,Jens Stage,dk DEN,MF,Werder Bremen,27-327,1996,4.7,8,1.69,6,0,0,2,0,0,2,0.42,2,0,0,0,0,0,Matches
315,Niklas Stark,de GER,DF,Werder Bremen,29-169,1995,4.1,4,0.97,3,1,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
316,Pascal Stenzel,de GER,DF,Stuttgart,28-194,1996,1.3,3,2.37,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Angelo Stiller,de GER,"MF,DF",Stuttgart,23-179,2001,4.9,17,3.45,13,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
318,Kevin Stöger,at AUT,MF,Gladbach,31-034,1993,4.6,41,8.87,20,13,3,0,5,0,2,0.43,2,0,0,0,0,0,Matches
319,Niklas Süle,de GER,DF,Dortmund,29-027,1995,3.7,3,0.81,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
320,Mattias Svanberg,se SWE,MF,Wolfsburg,25-269,1999,4.2,6,1.44,2,0,1,1,1,1,3,0.72,0,0,1,0,1,1,Matches
321,Haris Tabakovic,ba BIH,FW,Hoffenheim,30-102,1994,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
322,Jonathan Tah,de GER,DF,Leverkusen,28-232,1996,5.0,5,1.00,2,0,1,2,0,0,1,0.20,0,0,0,1,0,0,Matches
