Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
323,Edmond Tapsoba,bf BFA,DF,Leverkusen,25-241,1999,4.9,4,0.81,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
324,Mathys Tel,fr FRA,"MF,FW",Bayern Munich,19-156,2005,0.8,1,1.23,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
325,Nathan Tella,ng NGA,"DF,FW",Leverkusen,25-087,1999,0.9,1,1.08,1,0,0,0,0,0,1,1.08,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
326,Martin Terrier,fr FRA,MF,Leverkusen,27-210,1997,3.0,8,2.70,5,0,0,2,1,0,2,0.67,2,0,0,0,0,0,Matches
327,Arthur Theate,be BEL,DF,Eint Frankfurt,24-128,2000,4.8,5,1.05,2,0,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
328,Phillip Tietz,de GER,FW,Augsburg,27-083,1997,2.8,8,2.90,6,0,0,2,0,0,1,0.36,1,0,0,0,0,0,Matches
329,Umut Tohumcu,de GER,MF,Hoffenheim,20-050,2004,1.5,1,0.65,1,0,0,0,0,0,1,0.65,1,0,0,0,0,0,Matches
330,Tiago Tomás,pt POR,"MF,FW",Wolfsburg,22-106,2002,4.1,9,2.18,7,0,0,0,2,0,1,0.24,0,0,0,0,1,0,Matches
331,Lucas Tousart,fr FRA,MF,Union Berlin,27-154,1997,1.4,3,2.08,2,0,0,1,0,0,1,0.69,0,0,0,1,0,0,Matches
332,Omar Traoré,de GER,"DF,FW",Heidenheim,26-239,1998,4.8,3,0.63,2,1,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
333,Kevin Trapp,de GER,GK,Eint Frankfurt,34-084,1990,2.5,1,0.40,1,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
334,Philipp Treu,de GER,"MF,DF",St. Pauli,23-302,2000,5.0,6,1.20,5,1,0,0,0,0,1,0.20,0,1,0,0,0,0,Matches
335,Christopher Trimmel,at AUT,DF,Union Berlin,37-219,1987,1.2,4,3.46,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
336,Tuta,br BRA,"DF,MF",Eint Frankfurt,25-088,1999,5.0,7,1.40,7,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
337,Sven Ulreich,de GER,GK,Bayern Munich,36-058,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
338,Deniz Undav,de GER,"FW,MF",Stuttgart,28-073,1996,3.6,9,2.52,4,0,0,5,0,0,1,0.28,0,0,0,1,0,0,Matches
339,Dayot Upamecano,fr FRA,DF,Bayern Munich,25-339,1998,5.0,4,0.80,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
340,Can Uzun,tr TUR,"FW,MF",Eint Frankfurt,18-324,2005,0.6,1,1.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
341,Josha Vagnoman,de GER,DF,Stuttgart,23-294,2000,3.0,5,1.68,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
342,Ruben Vargas,ch SUI,MF,Augsburg,26-056,1998,2.6,16,6.15,8,4,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
343,Nikola Vasilj,ba BIH,GK,St. Pauli,28-303,1995,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
344,Denis Vavro,sk SVK,DF,Wolfsburg,28-173,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
345,Miloš Veljković,rs SRB,DF,Werder Bremen,29-004,1995,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
346,Nikolas Veratschnig,at AUT,MF,Mainz 05,21-250,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
347,Arthur Vermeeren,be BEL,MF,RB Leipzig,19-236,2005,0.8,1,1.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
348,Yorbe Vertessen,be BEL,"MF,FW",Union Berlin,23-266,2001,2.0,10,4.95,6,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
349,Kevin Vogt,de GER,DF,Union Berlin,33-007,1991,4.9,4,0.81,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
350,Aster Vranckx,be BEL,MF,Wolfsburg,21-362,2002,0.6,3,5.29,3,0,0,0,0,0,1,1.76,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
351,Robert Wagner,de GER,MF,St. Pauli,21-078,2003,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
352,Hauke Wahl,de GER,DF,St. Pauli,30-168,1994,5.0,5,1.00,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
353,Paul Wanner,de GER,MF,Heidenheim,18-282,2005,3.9,8,2.03,5,2,0,1,0,0,3,0.76,3,0,0,0,0,0,Matches
354,Julian Weigl,de GER,MF,Gladbach,29-022,1995,4.6,11,2.39,9,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
355,Timon Weiner,de GER,GK,Holstein Kiel,25-256,1999,5.0,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
356,Nelson Weiper,de GER,"FW,MF",Mainz 05,19-197,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
357,Mitchell Weiser,de GER,"DF,MF",Werder Bremen,30-162,1994,5.0,11,2.20,9,0,1,1,0,0,3,0.60,3,0,0,0,0,0,Matches
358,Noah Weißhaupt,de GER,FW,Freiburg,23-010,2001,0.6,4,6.55,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
359,Silvan Widmer,ch SUI,DF,Mainz 05,31-209,1993,1.2,4,3.36,4,0,0,0,0,0,1,0.84,1,0,0,0,0,0,Matches
360,Patrick Wimmer,at AUT,"FW,MF",Wolfsburg,23-123,2001,3.3,6,1.79,4,0,1,0,1,0,2,0.60,1,0,0,0,1,0,Matches
361,Jonas Wind,dk DEN,"FW,MF",Wolfsburg,25-236,1999,1.5,5,3.36,5,0,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches
362,Florian Wirtz,de GER,MF,Leverkusen,21-150,2003,5.0,38,7.62,33,0,3,2,0,0,3,0.60,1,0,0,2,0,0,Matches
363,Dani de Wit,nl NED,MF,Bochum,26-246,1998,4.0,6,1.52,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
364,Maximilian Wittek,de GER,DF,Bochum,29-040,1995,5.0,16,3.20,8,5,0,3,0,0,2,0.40,1,0,0,1,0,0,Matches
365,Marius Wolf,de GER,DF,Augsburg,29-126,1995,2.9,19,6.50,15,3,1,0,0,0,3,1.03,1,1,1,0,0,0,Matches
366,Nick Woltemade,de GER,MF,Stuttgart,22-229,2002,0.2,2,11.25,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
367,Jeong Woo-yeong,kr KOR,"MF,FW",Union Berlin,25-010,1999,1.7,8,4.68,4,2,1,1,0,0,2,1.17,0,1,1,0,0,0,Matches
368,Granit Xhaka,ch SUI,MF,Leverkusen,32-003,1992,5.0,23,4.60,23,0,0,0,0,0,3,0.60,3,0,0,0,0,0,Matches
369,Dan-Axel Zagadou,fr FRA,"DF,MF",Stuttgart,25-119,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
370,Robin Zentner,de GER,GK,Mainz 05,29-338,1994,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
371,Cedric Zesiger,ch SUI,DF,Wolfsburg,26-098,1998,5.0,5,1.00,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
372,Michael Zetterer,de GER,GK,Werder Bremen,29-080,1995,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
