Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
409,Jon Pacheco,ESP,DF,Real Sociedad,23,2001.0,6,341.0,57.0,47.4,3.8,4,79.0,3,2,13.0,2,0.83,3.0,3.0,0.0,0.0,2.7,4.7,-2.0,-0.52
410,Alex Padilla,ESP,GK,Athletic Club,21,2003.0,4,231.0,58.0,32.1,2.6,2,90.0,2,2,26.0,4,1.25,3.0,4.0,-1.0,-0.39,1.7,4.0,-2.3,-0.89
411,Isaac Palazón Camacho,ESP,"FW,MF",Rayo Vallecano,29,1994.0,8,425.0,53.0,59.0,4.7,4,77.0,2,4,29.0,0,1.25,6.0,5.0,1.0,0.21,4.3,4.7,-0.4,-0.08
412,Joaquín Panichelli,ARG,FW,Alavés,21,2002.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Aitor Paredes,ESP,DF,Athletic Club,24,2000.0,4,350.0,88.0,48.6,3.9,4,88.0,3,0,0.0,2,2.0,8.0,5.0,3.0,0.77,4.4,5.0,-0.6,-0.15
414,Daniel Parejo,ESP,MF,Villarreal,35,1989.0,7,409.0,58.0,64.9,4.5,5,73.0,1,2,22.0,0,2.0,10.0,10.0,0.0,0.0,8.0,7.6,0.3,0.08
415,Pedri,ESP,MF,Barcelona,21,2002.0,8,496.0,62.0,68.9,5.5,6,76.0,2,2,21.0,0,2.63,16.0,7.0,9.0,1.63,11.5,7.3,4.2,0.77
416,Adrià Pedrosa,ESP,"DF,MF",Sevilla,26,1998.0,6,436.0,73.0,60.6,4.8,5,85.0,4,1,11.0,2,1.0,5.0,6.0,-1.0,-0.21,6.3,5.1,1.3,0.26
417,Pejiño,ESP,FW,Las Palmas,28,1996.0,1,16.0,16.0,2.5,0.2,0,0.0,0,1,16.0,1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,-0.22
418,Iñaki Peña,ESP,GK,Barcelona,25,1999.0,3,226.0,75.0,31.4,2.5,2,90.0,2,1,46.0,5,2.0,6.0,4.0,2.0,0.8,4.7,3.6,1.0,0.4
419,Rubén Peña,ESP,"FW,MF",Osasuna,33,1991.0,6,191.0,32.0,26.5,2.1,1,76.0,0,5,23.0,0,1.83,3.0,3.0,0.0,0.0,2.4,1.6,0.8,0.37
420,Nicolas Pépé,CIV,"FW,MF",Villarreal,29,1995.0,6,228.0,38.0,36.2,2.5,2,71.0,0,4,22.0,0,2.17,6.0,6.0,0.0,0.0,5.2,6.6,-1.4,-0.57
421,Peque,ESP,"MF,FW",Sevilla,21,2002.0,6,367.0,61.0,51.0,4.1,4,83.0,1,2,17.0,2,1.33,4.0,5.0,-1.0,-0.25,4.9,4.9,0.0,0.01
422,Ayoze Pérez,ESP,FW,Villarreal,31,1993.0,7,412.0,59.0,65.4,4.6,4,82.0,2,3,28.0,0,2.0,10.0,9.0,1.0,0.22,7.8,7.5,0.3,0.06
423,Carles Pérez,ESP,"MF,FW",Getafe,26,1998.0,8,510.0,64.0,70.8,5.7,6,74.0,2,2,35.0,0,0.88,4.0,6.0,-2.0,-0.35,5.9,5.4,0.5,0.08
424,Francisco Perez,ESP,MF,Valencia,22,2002.0,1,29.0,29.0,4.0,0.3,0,0.0,0,1,29.0,2,1.0,0.0,0.0,0.0,0.0,0.1,0.2,-0.1,-0.32
425,Kike Pérez,ESP,MF,Valladolid,27,1997.0,8,523.0,65.0,72.6,5.8,7,68.0,0,1,45.0,0,0.63,2.0,12.0,-10.0,-1.72,4.7,11.2,-6.5,-1.11
426,Luis Pérez,ESP,DF,Valladolid,29,1995.0,8,680.0,85.0,94.4,7.6,8,85.0,7,0,0.0,0,0.63,3.0,15.0,-12.0,-1.59,5.9,13.3,-7.5,-0.99
427,Romain Perraud,FRA,DF,Betis,27,1997.0,7,472.0,67.0,65.6,5.2,5,81.0,4,2,34.0,1,1.29,4.0,5.0,-1.0,-0.19,8.3,5.5,2.8,0.53
428,Valentín Pezzolesi,ESP,DF,Las Palmas,17,2007.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Pica,ESP,DF,Alavés,22,2002.0,2,110.0,55.0,15.3,1.2,1,90.0,1,1,20.0,5,1.5,4.0,1.0,3.0,2.45,2.1,1.1,1.0,0.79
430,Yeremi Pino,ESP,MF,Villarreal,21,2002.0,6,303.0,51.0,48.1,3.4,4,64.0,0,2,23.0,0,1.83,7.0,8.0,-1.0,-0.3,6.6,4.7,1.9,0.56
431,Jackson Porozo,ECU,DF,Leganés,24,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Portu,ESP,"FW,MF",Girona,32,1992.0,6,165.0,28.0,22.9,1.8,1,65.0,0,5,20.0,1,1.33,2.0,4.0,-2.0,-1.09,2.7,3.0,-0.3,-0.18
433,Beñat Prados,ESP,MF,Athletic Club,23,2001.0,7,422.0,60.0,58.6,4.7,5,71.0,1,2,33.0,0,1.86,9.0,4.0,5.0,1.07,5.2,5.3,-0.1,-0.02
434,Abdón Prats,ESP,"FW,MF",Mallorca,31,1992.0,5,108.0,22.0,15.0,1.2,1,62.0,0,4,12.0,3,2.0,3.0,1.0,2.0,1.67,2.0,0.8,1.2,1.0
435,Javi Puado,ESP,"FW,MF",Espanyol,26,1998.0,8,654.0,82.0,90.8,7.3,8,82.0,5,0,0.0,0,0.88,6.0,10.0,-4.0,-0.55,5.9,13.7,-7.8,-1.07
436,Víctor Puig,ESP,GK,Las Palmas,25,1999.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Dani Raba,ESP,"FW,MF",Leganés,28,1995.0,4,140.0,35.0,19.4,1.6,2,53.0,0,2,17.0,4,1.25,0.0,2.0,-2.0,-1.29,1.5,2.5,-1.0,-0.62
438,Arnau Rafús,ESP,GK,Valladolid,21,2003.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Antonio Raillo,ESP,DF,Mallorca,32,1991.0,8,720.0,90.0,100.0,8.0,8,90.0,8,0,0.0,0,1.75,8.0,6.0,2.0,0.25,8.2,6.7,1.5,0.19
440,Benito Ramírez,ESP,"DF,MF",Las Palmas,29,1995.0,4,102.0,26.0,16.2,1.1,0,0.0,0,4,26.0,3,0.5,2.0,2.0,0.0,0.0,1.0,2.2,-1.1,-1.01
441,Sandro Ramírez,ESP,"FW,MF",Las Palmas,29,1995.0,7,401.0,57.0,63.7,4.5,5,69.0,2,2,28.0,0,0.43,7.0,8.0,-1.0,-0.22,4.8,9.2,-4.4,-0.98
442,Jacobo Ramón,ESP,DF,Real Madrid,19,2005.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Raphinha,BRA,"FW,MF",Barcelona,27,1996.0,8,662.0,83.0,91.9,7.4,7,90.0,7,1,32.0,0,2.63,24.0,7.0,17.0,2.31,19.2,8.1,11.1,1.51
444,Andrei Ratiu,ROU,"DF,MF",Rayo Vallecano,26,1998.0,6,529.0,88.0,73.5,5.9,6,88.0,5,0,0.0,1,1.5,7.0,5.0,2.0,0.34,6.8,6.1,0.7,0.13
445,Raúl,ESP,FW,Osasuna,23,2000.0,8,216.0,27.0,30.0,2.4,2,64.0,0,6,15.0,0,1.75,2.0,4.0,-2.0,-0.83,1.6,3.9,-2.4,-0.99
446,Abderrahman Rebbach,ALG,"FW,MF",Alavés,26,1998.0,3,114.0,38.0,15.8,1.3,1,69.0,0,2,23.0,4,2.0,3.0,2.0,1.0,0.79,1.7,1.2,0.4,0.35
447,Álex Remiro,ESP,GK,Real Sociedad,29,1995.0,8,720.0,90.0,100.0,8.0,8,90.0,8,0,0.0,0,1.0,6.0,7.0,-1.0,-0.12,9.3,10.1,-0.8,-0.1
448,Daniel Requena,ESP,MF,Villarreal,20,2004.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Diego Rico,ESP,DF,Getafe,31,1993.0,8,627.0,78.0,87.1,7.0,7,89.0,6,1,4.0,0,0.88,5.0,5.0,0.0,0.0,7.4,5.2,2.2,0.32
450,Luis Rioja,ESP,FW,Alavés,30,1993.0,1,23.0,23.0,3.2,0.3,0,0.0,0,1,23.0,0,0.0,0.0,1.0,-1.0,-3.91,1.2,0.4,0.8,3.08
451,Luis Rioja,ESP,"MF,FW",Valencia,30,1993.0,7,537.0,77.0,74.6,6.0,6,85.0,3,1,30.0,0,0.71,3.0,7.0,-4.0,-0.67,3.1,8.6,-5.5,-0.92
452,Rodrigo Riquelme,ESP,DF,Atlético Madrid,24,2000.0,6,234.0,39.0,32.5,2.6,2,74.0,1,4,22.0,2,2.33,6.0,0.0,6.0,2.31,6.2,1.6,4.6,1.75
453,Alberto Risco,ESP,"FW,MF",Getafe,19,2005.0,4,52.0,13.0,7.2,0.6,0,0.0,0,4,13.0,4,0.5,2.0,0.0,2.0,3.46,1.5,0.5,1.0,1.78
454,Gorka Rivera Alonso,ESP,"DF,MF",Getafe,20,2004.0,1,20.0,20.0,2.8,0.2,0,0.0,0,1,20.0,1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,-0.3,-1.35
455,Joel Roca,ESP,FW,Girona,19,2005.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Marc Roca,ESP,MF,Betis,27,1996.0,8,666.0,83.0,92.5,7.4,8,83.0,5,0,0.0,0,1.5,7.0,7.0,0.0,0.0,12.7,7.0,5.7,0.77
457,Rodri,ESP,FW,Betis,24,2000.0,3,118.0,39.0,16.4,1.3,1,71.0,0,2,24.0,0,0.67,0.0,2.0,-2.0,-1.53,1.4,2.6,-1.3,-0.97
458,Adrian Rodriguez,ESP,GK,Alavés,23,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Álvaro Rodríguez,URU,FW,Getafe,20,2004.0,1,2.0,2.0,0.3,0.0,0,0.0,0,1,2.0,0,3.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,3.74
460,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,26,1998.0,6,309.0,52.0,42.9,3.4,4,62.0,0,2,31.0,2,1.0,2.0,1.0,1.0,0.29,2.0,2.6,-0.6,-0.18
461,Damián Rodríguez,ESP,MF,Celta Vigo,21,2003.0,8,524.0,66.0,72.8,5.8,5,90.0,5,3,25.0,0,1.25,12.0,12.0,0.0,0.0,8.0,8.4,-0.3,-0.06
462,Dani Rodríguez,ESP,"FW,MF",Mallorca,36,1988.0,8,485.0,61.0,67.4,5.4,6,73.0,0,2,24.0,0,1.75,5.0,4.0,1.0,0.19,4.7,4.2,0.5,0.09
463,James Rodríguez,COL,"MF,FW",Rayo Vallecano,33,1991.0,3,85.0,28.0,11.8,0.9,1,63.0,0,2,11.0,1,1.67,2.0,1.0,1.0,1.06,0.7,0.9,-0.2,-0.2
464,Javi Rodríguez,ESP,DF,Celta Vigo,21,2003.0,7,498.0,71.0,69.2,5.5,5,86.0,3,2,33.0,1,1.43,11.0,10.0,1.0,0.18,7.5,5.2,2.3,0.41
465,Jesus Rodríguez,ESP,DF,Betis,18,2005.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Kirian Rodríguez,ESP,MF,Las Palmas,28,1996.0,7,602.0,86.0,95.6,6.7,7,86.0,4,0,0.0,0,0.43,7.0,12.0,-5.0,-0.75,6.4,12.2,-5.7,-0.86
467,Ricardo Rodríguez,SUI,DF,Betis,32,1992.0,4,248.0,62.0,34.4,2.8,3,68.0,1,1,45.0,4,1.75,4.0,2.0,2.0,0.73,5.0,1.9,3.1,1.12
468,Rodrygo,BRA,FW,Real Madrid,23,2001.0,8,597.0,75.0,82.9,6.6,6,81.0,1,2,56.0,0,2.25,14.0,2.0,12.0,1.81,13.2,4.4,8.9,1.34
469,Leo Román,ESP,GK,Mallorca,24,2000.0,3,270.0,90.0,37.5,3.0,3,90.0,3,0,0.0,5,2.33,3.0,1.0,2.0,0.67,4.3,2.5,1.8,0.59
470,Carlos Romero,ESP,"DF,MF",Espanyol,22,2001.0,8,616.0,77.0,85.6,6.8,7,84.0,3,1,27.0,0,0.88,6.0,10.0,-4.0,-0.58,6.6,13.1,-6.4,-0.94
471,Isaac Romero,ESP,FW,Sevilla,24,2000.0,6,379.0,63.0,52.6,4.2,5,70.0,1,1,29.0,0,0.83,4.0,5.0,-1.0,-0.24,4.3,5.5,-1.2,-0.28
472,Luka Romero,ARG,"FW,MF",Alavés,19,2004.0,4,155.0,39.0,21.5,1.7,2,58.0,0,2,20.0,4,1.0,1.0,3.0,-2.0,-1.16,1.6,2.3,-0.7,-0.4
473,Oriol Romeu,ESP,MF,Girona,33,1991.0,6,314.0,52.0,43.6,3.5,5,57.0,1,1,27.0,1,1.33,3.0,5.0,-2.0,-0.57,4.6,3.1,1.5,0.43
474,Vitor Roque,BRA,FW,Betis,19,2005.0,5,246.0,49.0,34.2,2.7,2,77.0,0,3,31.0,0,1.8,6.0,3.0,3.0,1.1,5.7,3.2,2.5,0.9
475,Valentin Rosier,FRA,DF,Leganés,28,1996.0,8,664.0,83.0,92.2,7.4,7,90.0,7,1,34.0,0,0.88,5.0,8.0,-3.0,-0.41,5.2,9.7,-4.5,-0.61
476,Antonio Rüdiger,GER,DF,Real Madrid,31,1993.0,8,637.0,80.0,88.5,7.1,7,90.0,7,1,7.0,0,2.25,14.0,5.0,9.0,1.27,12.9,6.0,6.9,0.98
477,Aitor Ruibal,ESP,"FW,DF",Betis,28,1996.0,8,318.0,40.0,44.2,3.5,4,69.0,1,4,10.0,0,1.5,3.0,3.0,0.0,0.0,4.6,3.1,1.5,0.43
478,Abel Ruiz,ESP,FW,Girona,24,2000.0,8,567.0,71.0,78.8,6.3,8,71.0,1,0,0.0,0,1.13,7.0,9.0,-2.0,-0.32,7.0,4.7,2.3,0.37
479,Youssouf Sabaly,SEN,DF,Betis,31,1993.0,4,331.0,83.0,46.0,3.7,4,83.0,3,0,0.0,2,1.25,1.0,3.0,-2.0,-0.54,3.8,4.2,-0.5,-0.12
480,Omar Sadik,MAR,FW,Espanyol,20,2004.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Umar Sadiq,NGA,FW,Real Sociedad,27,1997.0,5,186.0,37.0,25.8,2.1,2,64.0,0,3,20.0,3,1.0,1.0,2.0,-1.0,-0.48,1.2,3.3,-2.1,-1.04
482,Jorge Sáenz,ESP,DF,Leganés,27,1996.0,5,386.0,77.0,53.6,4.3,5,77.0,3,0,0.0,2,0.4,1.0,3.0,-2.0,-0.47,1.7,4.6,-2.9,-0.67
483,Jan Salas,ESP,MF,Mallorca,19,2005.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Kike Salas,ESP,DF,Sevilla,22,2002.0,5,186.0,37.0,25.8,2.1,2,83.0,1,3,7.0,3,1.4,2.0,3.0,-1.0,-0.48,2.4,2.2,0.2,0.09
485,Salvi,ESP,"FW,MF",Espanyol,33,1991.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Albert Sambi Lokonga,BEL,MF,Sevilla,24,1999.0,2,152.0,76.0,21.1,1.7,2,76.0,1,0,0.0,1,0.5,0.0,2.0,-2.0,-1.18,1.6,2.1,-0.5,-0.32
487,Chuky san jose,ESP,"MF,FW",Valladolid,20,2004.0,4,89.0,22.0,12.4,1.0,1,45.0,0,3,15.0,4,1.0,0.0,6.0,-6.0,-6.07,0.3,2.9,-2.6,-2.61
488,Oihan Sancet,ESP,MF,Athletic Club,24,2000.0,7,494.0,71.0,68.6,5.5,6,77.0,2,1,34.0,0,1.86,10.0,4.0,6.0,1.09,5.3,5.0,0.3,0.06
489,Antonio Sánchez,ESP,"DF,FW",Mallorca,27,1997.0,8,423.0,53.0,58.8,4.7,4,81.0,2,4,25.0,0,1.75,5.0,3.0,2.0,0.43,4.7,3.9,0.7,0.16
490,Iván Sánchez,ESP,"MF,FW",Valladolid,32,1992.0,8,361.0,45.0,50.1,4.0,2,76.0,1,6,35.0,0,0.63,3.0,10.0,-7.0,-1.75,2.9,10.2,-7.3,-1.81
491,Javi Sánchez,ESP,DF,Valladolid,27,1997.0,3,241.0,80.0,33.5,2.7,3,80.0,2,0,0.0,1,1.33,1.0,7.0,-6.0,-2.24,2.2,5.3,-3.0,-1.13
492,Juanlu Sánchez,ESP,"MF,DF",Sevilla,21,2003.0,6,308.0,51.0,42.8,3.4,3,72.0,0,3,31.0,1,1.0,4.0,4.0,0.0,0.0,4.2,4.5,-0.4,-0.1
493,Manu Sánchez,ESP,DF,Alavés,24,2000.0,7,494.0,71.0,68.6,5.5,5,86.0,4,2,32.0,0,1.43,7.0,8.0,-1.0,-0.18,6.4,7.1,-0.7,-0.13
494,Jesús Santiago,ESP,MF,Getafe,20,2004.0,7,167.0,24.0,23.2,1.9,2,54.0,0,5,12.0,1,0.57,1.0,1.0,0.0,0.0,1.2,1.9,-0.7,-0.4
495,Aleksandar Sedlar,SRB,DF,Alavés,32,1991.0,5,409.0,82.0,56.8,4.5,5,82.0,3,0,0.0,2,1.4,6.0,5.0,1.0,0.22,5.6,4.8,0.8,0.17
496,Sergi,ESP,DF,Leganés,32,1992.0,8,720.0,90.0,100.0,8.0,8,90.0,8,0,0.0,0,0.88,5.0,9.0,-4.0,-0.5,5.4,10.6,-5.2,-0.65
497,Javier Serrano,ESP,MF,Atlético Madrid,21,2003.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Nicolás Serrano,ESP,MF,Athletic Club,21,2003.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Fábio Silva,POR,"FW,MF",Las Palmas,22,2002.0,3,192.0,64.0,30.5,2.1,2,82.0,1,1,28.0,0,0.33,3.0,4.0,-1.0,-0.47,2.3,4.7,-2.4,-1.12
500,Rui Silva,POR,GK,Betis,30,1994.0,8,720.0,90.0,100.0,8.0,8,90.0,8,0,0.0,0,1.5,8.0,7.0,1.0,0.12,13.3,7.4,5.9,0.74
501,Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,21,2002.0,4,92.0,23.0,12.8,1.0,1,64.0,0,3,9.0,4,2.5,2.0,0.0,2.0,1.96,2.1,1.2,0.9,0.87
502,Daley Sinkgraven,NED,DF,Las Palmas,29,1995.0,2,91.0,46.0,14.4,1.0,1,45.0,0,1,46.0,1,0.5,1.0,2.0,-1.0,-0.99,1.3,2.3,-1.0,-0.98
503,Jailson Siqueira,BRA,"DF,MF",Celta Vigo,29,1995.0,6,451.0,75.0,62.6,5.0,5,81.0,3,1,45.0,2,1.5,13.0,11.0,2.0,0.4,8.8,7.6,1.3,0.25
504,Antonio Sivera,ESP,GK,Alavés,28,1996.0,8,720.0,90.0,100.0,8.0,8,90.0,8,0,0.0,0,1.25,11.0,12.0,-1.0,-0.12,9.8,9.5,0.3,0.03
505,Alex Sola,ESP,"MF,FW",Getafe,25,1999.0,8,544.0,68.0,75.6,6.0,7,71.0,0,1,45.0,0,0.88,4.0,5.0,-1.0,-0.17,5.6,5.5,0.0,0.0
506,Arnau Solà,ESP,DF,Villarreal,21,2003.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Jhon Solis,COL,MF,Girona,19,2004.0,6,289.0,48.0,40.1,3.2,2,84.0,1,4,30.0,2,0.83,3.0,8.0,-5.0,-1.56,4.4,4.0,0.4,0.12
508,David Soria,ESP,GK,Getafe,31,1993.0,8,720.0,90.0,100.0,8.0,8,90.0,8,0,0.0,0,0.88,5.0,6.0,-1.0,-0.12,7.8,7.6,0.3,0.03
509,Juan Soriano,ESP,GK,Leganés,27,1997.0,6,540.0,90.0,75.0,6.0,6,90.0,6,0,0.0,2,0.83,3.0,7.0,-4.0,-0.67,4.0,8.2,-4.2,-0.7
510,Hugo Sotelo,ESP,MF,Celta Vigo,20,2003.0,5,254.0,51.0,35.3,2.8,3,71.0,0,2,21.0,3,0.8,5.0,3.0,2.0,0.71,3.7,1.4,2.3,0.81
511,Djibril Sow,SUI,MF,Sevilla,27,1997.0,6,367.0,61.0,51.0,4.1,4,85.0,2,2,15.0,0,0.83,3.0,5.0,-2.0,-0.49,4.4,4.4,0.0,0.0
512,Dimitrios Stamatakis,GRE,GK,Osasuna,21,2003.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Carl Starfelt,SWE,DF,Celta Vigo,29,1995.0,7,466.0,67.0,64.7,5.2,5,81.0,4,2,31.0,1,1.29,8.0,11.0,-3.0,-0.58,7.8,6.3,1.5,0.29
514,Orri Steinn Óskarsson,ISL,FW,Real Sociedad,20,2004.0,5,174.0,35.0,24.2,1.9,1,60.0,0,4,29.0,0,1.0,2.0,1.0,1.0,0.52,3.1,2.6,0.5,0.26
515,Stoichkov,ESP,"MF,FW",Alavés,30,1993.0,7,447.0,64.0,62.1,5.0,5,76.0,2,2,34.0,1,1.43,6.0,6.0,0.0,0.0,6.5,5.7,0.8,0.16
516,Cristhian Stuani,URU,FW,Girona,37,1986.0,5,96.0,19.0,13.3,1.1,0,0.0,0,5,19.0,3,1.0,2.0,0.0,2.0,1.87,3.7,1.2,2.5,2.36
517,Álex Suárez,ESP,DF,Las Palmas,31,1993.0,5,379.0,76.0,60.2,4.2,5,76.0,3,0,0.0,1,0.4,3.0,7.0,-4.0,-0.95,4.2,8.2,-4.0,-0.96
518,Denis Suárez,ESP,MF,Villarreal,30,1994.0,2,38.0,19.0,6.0,0.4,0,0.0,0,2,19.0,1,1.5,0.0,1.0,-1.0,-2.37,0.2,0.7,-0.6,-1.31
519,Luka Sučić,CRO,MF,Real Sociedad,22,2002.0,5,306.0,61.0,42.5,3.4,4,75.0,1,1,8.0,2,0.8,2.0,4.0,-2.0,-0.59,4.3,4.8,-0.5,-0.15
520,Suso,ESP,"FW,MF",Sevilla,30,1993.0,2,61.0,31.0,8.5,0.7,0,0.0,0,2,31.0,1,2.0,2.0,0.0,2.0,2.95,2.1,0.8,1.2,1.83
521,Williot Swedberg,SWE,"FW,MF",Celta Vigo,20,2004.0,8,316.0,40.0,43.9,3.5,3,59.0,0,5,28.0,0,1.25,9.0,5.0,4.0,1.14,7.3,4.3,3.0,0.85
522,Mamadou Sylla,SEN,FW,Valladolid,30,1994.0,6,215.0,36.0,29.9,2.4,2,76.0,1,4,16.0,2,0.83,2.0,3.0,-1.0,-0.42,2.8,3.2,-0.3,-0.15
523,Alexander Sørloth,NOR,FW,Atlético Madrid,28,1995.0,8,411.0,51.0,57.1,4.6,6,63.0,0,2,16.0,0,2.0,7.0,3.0,4.0,0.88,8.1,4.6,3.6,0.78
524,Renato Tapia,PER,"MF,FW",Leganés,29,1995.0,8,283.0,35.0,39.3,3.1,3,65.0,1,5,17.0,0,0.88,3.0,6.0,-3.0,-0.95,1.9,5.0,-3.1,-0.99
525,César Tárrega,ESP,DF,Valencia,22,2002.0,6,540.0,90.0,75.0,6.0,6,90.0,6,0,0.0,2,0.83,3.0,8.0,-5.0,-0.83,3.2,9.2,-6.0,-1.0
526,Aurélien Tchouaméni,FRA,"MF,DF",Real Madrid,24,2000.0,7,602.0,86.0,83.6,6.7,7,86.0,6,0,0.0,0,2.14,15.0,6.0,9.0,1.35,13.9,4.8,9.0,1.35
527,Álvaro Tejero,ESP,"MF,DF",Espanyol,28,1996.0,8,407.0,51.0,56.5,4.5,5,71.0,1,3,18.0,0,0.88,5.0,7.0,-2.0,-0.44,3.7,9.4,-5.7,-1.25
528,Martín Tejón,ESP,"MF,DF",Valencia,20,2004.0,4,49.0,12.0,6.8,0.5,0,0.0,0,4,12.0,4,0.0,0.0,1.0,-1.0,-1.84,0.4,1.0,-0.6,-1.19
529,Nahuel Tenaglia,ARG,DF,Alavés,28,1996.0,6,540.0,90.0,75.0,6.0,6,90.0,6,0,0.0,1,1.17,7.0,8.0,-1.0,-0.17,7.3,7.2,0.1,0.02
530,Marc-André ter Stegen,GER,GK,Barcelona,32,1992.0,6,494.0,82.0,68.6,5.5,6,82.0,5,0,0.0,0,3.0,19.0,5.0,14.0,2.55,15.0,5.6,9.3,1.7
531,Ramón Terrats,ESP,MF,Villarreal,23,2000.0,5,53.0,11.0,8.4,0.6,0,0.0,0,5,11.0,2,1.6,1.0,1.0,0.0,0.0,0.8,1.4,-0.6,-1.07
532,Raúl de Tomás,ESP,FW,Rayo Vallecano,29,1994.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Pablo Torre,ESP,MF,Barcelona,21,2003.0,4,186.0,47.0,25.8,2.1,3,59.0,0,1,8.0,4,2.25,6.0,3.0,3.0,1.45,3.9,3.5,0.4,0.19
534,David Torres,ESP,DF,Valladolid,21,2003.0,4,247.0,62.0,34.3,2.7,2,81.0,1,2,43.0,4,1.0,1.0,3.0,-2.0,-0.73,2.6,4.8,-2.2,-0.8
535,Ferrán Torres,ESP,FW,Barcelona,24,2000.0,7,323.0,46.0,44.9,3.6,4,65.0,1,3,21.0,0,2.57,7.0,8.0,-1.0,-0.28,6.3,5.3,1.0,0.29
536,Lucas Torró,ESP,MF,Osasuna,30,1994.0,8,714.0,89.0,99.2,7.9,8,89.0,7,0,0.0,0,1.75,12.0,12.0,0.0,0.0,8.1,8.7,-0.6,-0.08
537,Hamari Traoré,MLI,DF,Real Sociedad,32,1992.0,4,311.0,78.0,43.2,3.5,4,78.0,1,0,0.0,0,1.0,2.0,3.0,-1.0,-0.29,2.4,4.1,-1.6,-0.48
538,Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,36,1988.0,3,130.0,43.0,18.1,1.4,2,60.0,0,1,11.0,5,1.67,1.0,1.0,0.0,0.0,1.5,0.7,0.8,0.55
539,Viktor Tsyhankov,UKR,"MF,FW",Girona,26,1997.0,6,440.0,73.0,61.1,4.9,6,73.0,2,0,0.0,1,1.33,5.0,7.0,-2.0,-0.41,6.2,3.2,3.0,0.62
540,Beñat Turrientes,ESP,MF,Real Sociedad,22,2002.0,8,430.0,54.0,59.7,4.8,5,75.0,2,3,19.0,0,1.0,2.0,2.0,0.0,0.0,5.0,5.3,-0.2,-0.05
541,Chrisantus Uche,NGA,"FW,MF",Getafe,21,2003.0,8,675.0,84.0,93.8,7.5,8,84.0,3,0,0.0,0,0.88,4.0,5.0,-1.0,-0.13,6.0,6.4,-0.4,-0.05
