Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1,Abel,ESP,DF,Osasuna,24,2000,5.8,321,17,110,138,76,2,321,8,5,62.5,3,37.5,105,696,369,13,17,1,4,3,122,12
2,Nabil Aberdin,FRA,MF,Getafe,22,2002,2.5,70,5,16,45,9,2,70,3,2,66.7,1,33.3,31,130,64,2,0,0,1,0,28,2
3,Abdel Abqar,MAR,DF,Alavés,25,1999,6.8,274,31,132,130,14,4,274,0,0,0.0,0,0.0,116,835,525,6,3,0,6,0,112,0
4,Julen Agirrezabala,ESP,GK,Athletic Club,23,2000,5.4,166,140,165,1,0,0,166,0,0,0.0,0,0.0,80,530,273,0,0,0,1,0,66,0
5,Lucien Agoume,FRA,MF,Sevilla,22,2002,5.2,357,13,90,211,61,4,357,8,6,75.0,2,25.0,176,839,414,7,8,1,8,4,255,7
6,Álvaro Aguado,ESP,MF,Espanyol,28,1996,2.5,157,3,28,90,40,0,157,4,2,50.0,1,25.0,90,731,390,7,3,0,4,2,104,2
7,Nayef Aguerd,MAR,DF,Real Sociedad,28,1996,3.7,311,28,144,159,8,3,311,0,0,0.0,0,0.0,212,1273,843,5,4,0,1,0,241,0
8,Joseph Aidoo,GHA,DF,Celta Vigo,29,1995,0.0,8,0,4,4,0,0,8,0,0,0.0,0,0.0,7,9,8,0,0,0,0,1,6,0
9,Ilias Akhomach,MAR,MF,Villarreal,20,2004,3.2,128,5,28,39,62,13,128,20,7,35.0,10,50.0,86,594,325,13,7,9,10,6,87,32
10,Raúl Albiol,ESP,DF,Villarreal,39,1985,4.5,290,55,173,113,4,1,290,0,0,0.0,0,0.0,131,560,222,0,1,0,1,1,192,0
11,Omar Alderete,PAR,DF,Getafe,27,1996,7.0,335,44,154,147,36,14,335,7,3,42.9,4,57.1,123,862,497,7,6,1,4,2,124,0
12,Carles Aleñá,ESP,"MF,FW",Getafe,26,1998,3.4,112,2,17,60,38,8,112,4,3,75.0,1,25.0,59,318,126,2,2,0,3,3,64,7
13,Alfon,ESP,"FW,MF",Celta Vigo,25,1999,2.1,70,0,4,15,51,17,70,10,5,50.0,5,50.0,52,293,167,9,6,4,5,4,62,20
14,Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,24,2000,3.8,201,2,23,113,67,11,201,5,2,40.0,3,60.0,121,541,233,6,9,3,7,5,148,16
15,Iker Almena,ESP,"FW,DF",Girona,20,2004,0.5,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233,152,6,3,1,1,0,31,10
16,Marcos Alonso,ESP,"DF,MF",Celta Vigo,33,1990,3.1,296,14,92,162,46,4,296,1,1,100.0,0,0.0,227,1228,836,12,5,1,2,0,232,18
17,Adrià Altimira,ESP,"FW,DF",Leganés,23,2001,2.0,86,6,25,42,22,1,86,6,3,50.0,2,33.3,50,253,138,3,3,0,2,2,49,6
18,Sergi Altimira,ESP,MF,Betis,23,2001,3.9,266,5,41,167,62,2,266,4,4,100.0,0,0.0,158,613,283,5,3,0,5,3,190,6
19,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,21,2003,6.6,475,10,108,190,183,28,475,27,10,37.0,17,63.0,298,1605,934,29,18,17,14,7,315,70
20,Julián Álvarez,ARG,"FW,MF",Atlético Madrid,24,2000,4.9,173,3,19,70,85,19,173,5,2,40.0,3,60.0,93,568,296,11,4,6,3,2,119,27
21,Yeray Álvarez,ESP,DF,Athletic Club,29,1995,4.0,275,19,101,168,7,3,275,4,2,50.0,2,50.0,143,938,618,3,1,0,2,2,174,0
22,Selim Amallah,MAR,MF,Valladolid,27,1996,4.2,172,0,29,91,55,7,172,18,9,50.0,6,33.3,89,549,265,8,4,2,4,8,107,7
23,Amath,SEN,"FW,DF",Valladolid,28,1996,2.5,83,1,9,37,38,6,83,5,2,40.0,3,60.0,54,273,150,6,5,0,5,3,64,15
24,Marcos André,BRA,FW,Valladolid,27,1996,2.3,51,3,7,37,9,3,51,4,2,50.0,1,25.0,36,197,45,1,1,1,7,5,45,5
25,Antoniu,ESP,MF,Espanyol,22,2002,0.3,13,0,1,5,7,1,13,0,0,0.0,0,0.0,6,34,14,0,1,0,0,1,7,1
26,Aritz Arambarri,ESP,DF,Leganés,26,1998,2.0,86,12,59,26,1,1,86,0,0,0.0,0,0.0,44,253,137,0,0,0,1,0,48,0
27,Mauro Arambarri,URU,"MF,FW",Getafe,29,1995,4.2,161,8,36,95,31,8,161,5,2,40.0,3,60.0,70,247,110,1,0,0,11,4,76,6
28,Jon Aramburu,VEN,DF,Real Sociedad,22,2002,3.8,274,17,108,126,42,2,274,3,0,0.0,3,100.0,120,559,288,7,1,0,5,0,136,8
29,Adu Ares,ESP,FW,Athletic Club,22,2001,0.2,11,0,2,3,6,1,11,1,0,0.0,1,100.0,8,44,29,1,1,0,0,2,11,2
30,Jesús Areso,ESP,DF,Osasuna,25,1999,6.8,385,18,74,172,143,7,385,12,5,41.7,6,50.0,165,1062,593,27,9,4,10,6,213,28
31,José Arnaiz,ESP,FW,Osasuna,29,1995,0.2,12,1,1,6,5,0,12,2,0,0.0,1,50.0,9,32,11,1,0,0,0,1,9,1
32,Takuma Asano,JPN,FW,Mallorca,29,1994,3.5,114,2,19,37,62,20,114,9,3,33.3,5,55.6,71,512,301,16,7,7,7,2,79,20
33,Iago Aspas,ESP,"FW,MF",Celta Vigo,37,1987,6.4,290,3,24,150,124,19,288,11,7,63.6,3,27.3,222,1315,617,19,14,5,11,7,244,47
34,Yaser Asprilla,COL,"MF,FW",Girona,20,2003,2.8,156,2,13,72,74,8,156,15,5,33.3,7,46.7,103,779,396,17,11,5,8,4,122,28
35,Ezequiel Ávila,ARG,FW,Betis,30,1994,2.2,115,1,6,39,70,13,115,3,0,0.0,3,100.0,58,210,99,4,3,2,12,1,83,22
36,César Azpilicueta,ESP,DF,Atlético Madrid,35,1989,4.3,332,20,109,187,37,4,332,0,0,0.0,0,0.0,186,891,629,4,5,0,1,0,253,5
37,Loïc Bade,FRA,DF,Sevilla,24,2000,5.2,416,50,253,153,13,5,416,9,7,77.8,2,22.2,246,1102,465,0,3,0,2,1,279,1
38,Alex Baena,ESP,MF,Villarreal,23,2001,5.1,265,3,34,114,122,12,265,13,4,30.8,6,46.2,155,811,454,11,13,0,8,8,179,29
39,Eric Bailly,CIV,DF,Villarreal,30,1994,4.2,227,32,122,98,7,2,227,2,2,100.0,0,0.0,123,636,304,1,4,0,3,0,146,0
40,Cédric Bakambu,COD,FW,Betis,33,1991,1.2,33,0,0,15,18,6,33,1,0,0.0,0,0.0,15,44,8,0,0,0,4,1,24,5
41,Alejandro Balde,ESP,DF,Barcelona,20,2003,5.2,326,9,58,174,100,6,326,28,10,35.7,10,35.7,193,1361,602,19,11,1,5,8,233,47
42,Iván Balliu,ALB,DF,Rayo Vallecano,32,1992,4.5,221,17,83,98,44,2,221,3,2,66.7,1,33.3,79,304,123,3,3,1,6,1,93,4
43,Jonathan Bamba,CIV,"FW,MF",Celta Vigo,28,1996,2.8,148,4,26,70,55,5,148,10,5,50.0,5,50.0,93,580,292,9,4,1,4,6,109,21
44,Valentín Barco,ARG,DF,Sevilla,20,2004,2.8,200,4,40,75,86,3,200,12,2,16.7,9,75.0,99,422,179,2,3,0,3,3,114,10
45,Enzo Barrenechea,ARG,MF,Valencia,23,2001,2.1,126,7,31,86,9,2,126,2,0,0.0,1,50.0,55,159,67,0,1,0,1,2,80,2
46,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,22,2001,2.8,140,4,20,54,67,11,140,6,3,50.0,3,50.0,81,465,217,7,5,2,10,5,95,31
47,Pablo Barrios,ESP,MF,Atlético Madrid,21,2003,3.5,264,14,76,129,59,4,264,5,4,80.0,0,0.0,149,781,345,3,3,0,7,4,196,11
48,Thierno Barry,FRA,FW,Villarreal,21,2002,4.0,113,5,10,42,62,20,113,7,1,14.3,5,71.4,59,393,110,4,4,3,15,5,82,14
49,Marc Bartra,ESP,DF,Betis,33,1991,1.9,126,17,91,34,3,2,126,2,1,50.0,1,50.0,81,358,235,0,0,0,2,1,86,0
50,Aboubacar Bassinga,CIV,MF,Las Palmas,19,2005,0.0,4,0,0,4,0,0,4,0,0,0.0,0,0.0,3,11,4,0,0,0,0,1,3,0
51,Augusto Batalla,ARG,GK,Rayo Vallecano,28,1996,4.0,138,109,135,3,0,0,138,0,0,0.0,0,0.0,82,414,274,0,0,0,0,0,73,0
52,Sheraldo Becker,SUR,"FW,MF",Real Sociedad,29,1995,4.8,154,6,15,45,97,19,154,6,3,50.0,1,16.7,94,828,466,19,4,8,7,1,119,44
53,Donny van de Beek,NED,"MF,FW",Girona,27,1997,1.3,61,1,16,23,23,8,61,2,1,50.0,1,50.0,26,77,37,1,1,0,1,0,43,10
54,Héctor Bellerín,ESP,DF,Betis,29,1995,3.3,226,11,67,109,50,6,226,4,4,100.0,0,0.0,136,497,250,3,3,0,4,1,156,12
55,Jude Bellingham,ENG,MF,Real Madrid,21,2003,3.9,316,3,44,184,89,18,316,6,4,66.7,1,16.7,205,1055,461,15,4,2,7,4,253,23
56,Fran Beltrán,ESP,MF,Celta Vigo,25,1999,4.6,297,8,62,196,40,4,297,3,2,66.7,1,33.3,186,977,460,8,6,1,4,9,228,6
57,Carlos Benavídez,URU,MF,Alavés,26,1998,2.4,111,7,28,72,14,0,111,2,1,50.0,1,50.0,75,382,179,1,1,0,0,0,67,2
58,Iker Benito,ESP,"FW,MF",Osasuna,22,2002,0.4,18,1,4,11,4,0,18,1,0,0.0,1,100.0,8,60,25,2,1,0,1,0,13,4
59,Yuri Berchiche,ESP,DF,Athletic Club,34,1990,5.2,337,25,101,181,58,4,337,5,4,80.0,1,20.0,155,909,518,8,10,0,2,0,176,14
60,Álex Berenguer,ESP,FW,Athletic Club,29,1995,4.6,208,5,24,72,117,14,208,14,6,42.9,7,50.0,112,777,436,15,8,7,9,5,137,44
61,Marc Bernal,ESP,MF,Barcelona,17,2007,2.7,184,4,47,116,21,1,184,3,2,66.7,1,33.3,97,461,150,0,2,0,2,2,137,2
62,Juan Bernat,ESP,"MF,DF",Villarreal,31,1993,0.2,11,2,6,2,3,1,11,0,0,0.0,0,0.0,7,33,17,1,1,0,0,0,6,0
63,Juan Berrocal,ESP,DF,Getafe,25,1999,4.0,146,16,85,59,2,2,146,0,0,0.0,0,0.0,51,219,133,1,0,0,0,0,48,0
64,Antonio Blanco,ESP,MF,Alavés,24,2000,5.0,233,6,48,141,47,2,233,6,4,66.7,2,33.3,126,594,252,1,6,0,3,7,131,3
65,Daley Blind,NED,DF,Girona,34,1990,7.6,754,48,269,406,85,4,754,9,7,77.8,2,22.2,525,2843,1691,13,22,0,3,3,606,12
66,Adama Boiro,ESP,DF,Athletic Club,22,2002,1.6,70,6,17,37,16,0,70,3,2,66.7,1,33.3,28,155,68,1,0,0,3,2,36,2
67,Enzo Boyomo,CMR,DF,Osasuna,22,2001,5.0,230,29,124,103,4,2,230,2,2,100.0,0,0.0,109,728,488,1,0,0,2,2,124,0
68,Enzo Boyomo,CMR,DF,Valladolid,22,2001,3.0,215,23,131,79,6,4,215,1,1,100.0,0,0.0,128,563,282,1,0,0,0,0,159,0
69,Darko Brašanac,SRB,MF,Leganés,32,1992,5.3,206,22,59,101,46,10,206,3,0,0.0,3,100.0,67,219,85,0,2,0,2,1,112,13
70,Ante Budimir,CRO,FW,Osasuna,33,1991,5.6,157,3,10,68,80,31,155,9,4,44.4,5,55.6,70,348,163,6,6,1,19,9,101,23
71,Leandro Cabrera,URU,DF,Espanyol,33,1991,4.5,300,64,167,124,11,7,300,0,0,0.0,0,0.0,130,466,270,1,1,0,2,0,165,0
72,Fernando Calero,ESP,DF,Espanyol,29,1995,2.0,126,20,89,37,0,0,126,0,0,0.0,0,0.0,62,275,161,0,0,0,0,0,81,0
73,Sergio Camello,ESP,FW,Rayo Vallecano,23,2001,4.7,144,8,20,59,69,16,144,6,2,33.3,3,50.0,77,450,261,9,8,4,10,9,112,25
74,José Campaña,ESP,MF,Las Palmas,31,1993,2.1,191,10,57,115,20,0,191,4,2,50.0,1,25.0,114,491,226,1,3,0,2,0,133,0
75,Peio Canales,ESP,MF,Athletic Club,19,2005,0.2,17,1,4,5,8,0,17,1,0,0.0,1,100.0,10,32,4,0,0,0,0,0,11,2
76,Sergi Canós,ESP,"MF,FW",Valencia,27,1997,0.8,67,1,6,19,42,6,67,2,0,0.0,2,100.0,36,177,99,3,1,3,6,1,51,17
77,Cárdenas,ESP,GK,Rayo Vallecano,27,1997,4.0,109,91,108,1,0,0,109,0,0,0.0,0,0.0,50,230,115,0,0,0,0,0,34,0
78,Irvin Cardona,FRA,"MF,FW",Espanyol,27,1997,2.5,87,3,16,32,39,7,87,3,0,0.0,3,100.0,37,306,140,5,4,3,9,0,54,15
79,Marc Cardona,ESP,FW,Las Palmas,29,1995,0.2,9,0,1,5,3,1,9,1,0,0.0,1,100.0,5,11,1,0,0,0,0,0,6,2
80,Sergi Cardona,ESP,DF,Villarreal,25,1999,6.9,394,31,164,138,92,12,394,6,2,33.3,4,66.7,160,688,354,8,3,0,5,2,208,32
81,Johnny Cardoso,USA,MF,Betis,23,2001,1.7,111,7,31,68,14,3,111,2,2,100.0,0,0.0,58,239,115,1,1,0,7,4,62,6
82,Carmona,ESP,DF,Sevilla,22,2002,7.8,554,24,191,306,66,2,554,10,4,40.0,4,40.0,271,1260,619,6,3,0,7,5,297,5
83,Sergio Carreira,ESP,"MF,DF",Celta Vigo,23,2000,2.6,143,3,40,53,51,10,143,5,2,40.0,3,60.0,84,375,229,6,2,3,3,3,90,23
84,Dani Carvajal,ESP,DF,Real Madrid,32,1992,5.8,451,24,113,198,142,11,451,5,2,40.0,3,60.0,227,1086,418,9,3,0,7,5,308,35
85,William Carvalho,POR,MF,Betis,32,1992,2.7,205,7,60,121,28,1,205,4,3,75.0,1,25.0,137,608,282,1,4,0,1,6,155,2
86,Marc Casado,ESP,MF,Barcelona,21,2003,4.3,341,6,47,224,70,4,341,3,2,66.7,1,33.3,192,769,355,4,7,0,5,0,270,8
87,Catena,ESP,DF,Osasuna,29,1994,7.0,321,58,172,143,8,6,321,1,1,100.0,0,0.0,129,714,427,3,0,0,1,0,163,0
88,Dani Ceballos,ESP,MF,Real Madrid,28,1996,0.8,72,3,12,38,22,2,72,3,2,66.7,1,33.3,39,198,91,1,0,0,2,1,59,1
89,Raúl Chasco,ESP,DF,Valladolid,21,2003,0.4,38,1,18,16,4,0,38,1,0,0.0,1,100.0,17,53,28,0,0,0,0,1,18,1
90,Pep Chavarría,ESP,"DF,MF",Rayo Vallecano,26,1998,3.4,244,12,74,108,64,4,244,4,1,25.0,2,50.0,127,649,310,10,6,3,8,1,141,16
91,Walid Cheddira,MAR,FW,Espanyol,26,1998,2.4,65,2,11,27,27,10,65,9,1,11.1,7,77.8,43,191,73,2,3,3,8,4,48,13
92,Julián Chicco,ARG,MF,Leganés,26,1998,1.2,56,1,11,37,8,1,56,2,1,50.0,0,0.0,28,119,67,2,4,0,5,2,31,2
93,Chiquinho,POR,"FW,MF",Mallorca,24,2000,0.3,21,0,3,6,12,0,21,2,0,0.0,2,100.0,13,57,16,1,0,0,7,3,15,3
94,Andreas Christensen,DEN,DF,Barcelona,28,1996,0.3,18,0,10,8,0,0,18,0,0,0.0,0,0.0,9,24,7,0,0,0,0,0,10,0
95,Jasper Cillessen,NED,GK,Las Palmas,35,1989,7.0,320,260,318,2,0,0,320,0,0,0.0,0,0.0,203,957,703,0,0,0,1,0,193,0
96,Pathé Ciss,SEN,MF,Rayo Vallecano,30,1994,3.2,199,19,65,108,26,2,199,6,3,50.0,3,50.0,77,306,143,2,2,0,3,1,106,2
97,Seydouba Cissé,GUI,MF,Leganés,23,2001,5.8,346,8,65,226,59,6,346,14,9,64.3,3,21.4,192,953,508,9,12,1,7,8,237,12
98,Eray Cömert,SUI,"DF,MF",Valladolid,26,1998,5.7,287,36,167,108,13,4,287,2,2,100.0,0,0.0,142,710,307,2,2,0,3,0,186,1
99,Santi Comesaña,ESP,MF,Villarreal,27,1996,6.3,351,22,79,212,64,8,351,6,3,50.0,3,50.0,197,1212,711,11,7,1,6,10,233,13
100,Diego Conde,ESP,GK,Villarreal,25,1998,7.0,205,185,204,1,0,0,205,0,0,0.0,0,0.0,112,602,370,0,0,0,0,0,98,0
101,Tomás Conechny,ARG,"FW,MF",Alavés,26,1998,4.0,165,4,22,54,89,18,165,3,0,0.0,3,100.0,102,409,159,6,6,2,12,2,108,23
102,Copete,ESP,DF,Mallorca,24,1999,2.4,133,28,75,51,7,4,133,0,0,0.0,0,0.0,56,255,164,2,0,0,0,0,68,1
103,Ángel Correa,ARG,"FW,MF",Atlético Madrid,29,1995,2.1,99,0,19,30,53,20,99,11,8,72.7,3,27.3,59,343,178,6,5,5,6,2,67,19
104,Thierry Correia,POR,DF,Valencia,25,1999,6.1,418,23,138,155,131,9,418,16,6,37.5,9,56.3,191,1064,655,13,6,5,12,0,232,35
105,Logan Costa,CPV,DF,Villarreal,23,2001,4.2,232,54,142,89,3,2,232,0,0,0.0,0,0.0,126,666,342,0,0,0,1,0,151,0
106,Samu Costa,POR,MF,Mallorca,23,2000,8.0,499,37,119,287,96,11,499,5,2,40.0,3,60.0,273,1183,431,5,6,0,6,5,342,17
107,Thibaut Courtois,BEL,GK,Real Madrid,32,1992,8.0,287,244,284,3,0,0,287,0,0,0.0,0,0.0,178,1002,707,0,0,0,0,0,179,0
108,Juan Cruz Armada,ESP,DF,Osasuna,32,1992,2.3,108,6,30,52,29,2,108,2,0,0.0,1,50.0,41,175,130,4,2,1,1,0,59,5
109,Juan Cruz,ESP,"FW,MF",Leganés,24,2000,4.8,223,2,38,86,103,10,223,18,12,66.7,6,33.3,118,787,317,12,10,8,6,8,126,26
110,Pau Cubarsí,ESP,DF,Barcelona,17,2007,6.4,568,43,228,323,17,8,568,0,0,0.0,0,0.0,321,1645,1082,7,4,0,1,0,451,1
111,Arnaut Danjuma,NED,FW,Villarreal,27,1997,2.2,48,0,1,13,34,8,48,4,0,0.0,4,100.0,25,207,98,4,3,2,3,0,36,17
112,Arnaut Danjuma,NED,"FW,MF",Girona,27,1997,3.0,128,1,18,39,72,15,128,14,4,28.6,8,57.1,80,663,384,19,6,8,5,0,94,33
113,Sergi Darder,ESP,"MF,FW",Mallorca,30,1993,5.9,304,2,25,165,118,3,304,13,8,61.5,5,38.5,175,1123,442,10,18,1,9,5,202,19
114,Rodrigo De Paul,ARG,MF,Atlético Madrid,30,1994,3.8,292,4,35,162,97,3,292,7,3,42.9,3,42.9,195,1203,601,13,13,0,8,6,235,23
115,Assane Diao,ESP,FW,Betis,19,2005,1.9,49,1,2,21,26,8,49,5,0,0.0,5,100.0,21,125,41,2,1,0,3,2,33,13
116,Moussa Diarra,MLI,DF,Alavés,23,2000,3.7,137,4,47,70,21,2,137,1,0,0.0,1,100.0,65,216,81,1,0,0,5,4,66,3
117,Brahim Díaz,MAR,"FW,MF",Real Madrid,25,1999,1.3,85,0,8,36,41,3,85,7,6,85.7,1,14.3,66,360,229,9,2,2,4,5,71,17
118,Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,26,1998,0.6,21,0,1,12,8,0,21,0,0,0.0,0,0.0,6,25,17,0,0,0,0,0,8,2
119,Diego,ESP,"FW,MF",Leganés,24,2000,1.3,41,2,3,12,26,9,41,1,0,0.0,1,100.0,18,109,19,2,0,0,3,0,26,8
120,Álvaro djaló,ESP,FW,Athletic Club,25,1999,1.7,56,0,2,21,35,3,56,6,3,50.0,3,50.0,40,263,141,6,7,1,8,4,46,20
121,Djené,TOG,DF,Getafe,32,1991,7.7,298,32,137,130,37,8,298,6,2,33.3,2,33.3,110,578,300,5,2,0,2,1,107,3
122,Marko Dmitrović,SRB,GK,Leganés,32,1992,2.0,69,53,69,0,0,0,69,0,0,0.0,0,0.0,29,179,128,0,0,0,0,0,19,0
123,Marc Domenech,ESP,FW,Mallorca,18,2006,1.3,36,0,4,15,19,4,36,1,1,100.0,0,0.0,16,70,31,0,1,0,5,2,21,8
124,Carlos Dominguez,ESP,DF,Celta Vigo,23,2001,3.8,333,26,134,188,11,2,333,0,0,0.0,0,0.0,199,955,576,2,6,0,1,0,236,0
125,Sergi Dominguez,ESP,DF,Barcelona,19,2005,1.9,191,13,69,121,3,0,191,0,0,0.0,0,0.0,127,569,284,0,1,0,0,0,157,1
126,Anastasios Douvikas,GRE,FW,Celta Vigo,25,1999,3.6,82,7,9,40,36,14,82,8,2,25.0,4,50.0,51,282,89,3,4,2,9,5,64,23
127,Pablo Durán,ESP,"FW,MF",Celta Vigo,23,2001,1.6,57,0,4,19,34,9,57,1,0,0.0,1,100.0,39,185,58,3,1,2,5,1,41,14
128,Hugo Duro,ESP,FW,Valencia,24,1999,5.0,117,2,7,65,48,17,117,4,1,25.0,3,75.0,47,190,63,4,1,0,10,6,80,16
129,Chidera Ejuke,NGA,"FW,MF",Sevilla,26,1998,4.6,291,1,25,122,153,19,291,39,24,61.5,12,30.8,205,1732,979,41,20,11,11,14,223,54
130,Aritz Elustondo,ESP,DF,Real Sociedad,30,1994,2.7,211,24,106,92,14,2,211,2,0,0.0,2,100.0,111,663,391,4,0,0,0,0,138,1
131,Adri Embarba,ESP,"FW,MF",Rayo Vallecano,32,1992,5.3,258,4,25,102,134,15,258,14,5,35.7,8,57.1,124,705,333,11,12,3,10,9,154,33
132,Endrick,BRA,FW,Real Madrid,18,2006,0.5,31,0,1,9,21,7,31,1,1,100.0,0,0.0,21,153,74,4,1,3,2,0,24,8
133,Alfonso Espino,URU,DF,Rayo Vallecano,32,1992,3.4,170,12,68,64,40,4,170,6,3,50.0,2,33.3,54,297,165,5,3,3,4,3,63,8
134,Dario Essugo,POR,MF,Las Palmas,19,2005,1.6,130,5,44,71,17,0,130,4,3,75.0,1,25.0,76,321,190,3,4,0,0,0,90,1
135,Abde Ezzalzouli,MAR,FW,Betis,22,2001,6.2,346,1,33,121,199,57,345,32,15,46.9,14,43.8,219,1505,899,37,19,19,15,14,265,71
136,Peter Federico,DOM,"MF,FW",Getafe,22,2002,1.5,50,1,8,20,23,3,50,3,0,0.0,3,100.0,19,104,19,1,0,1,4,2,27,6
137,Nabil Fekir,FRA,MF,Betis,31,1993,2.0,107,0,3,52,53,6,107,5,0,0.0,4,80.0,72,479,259,9,4,2,4,6,85,18
138,Kiko Femenía,ESP,DF,Villarreal,33,1991,7.0,463,28,177,215,75,2,463,9,7,77.8,1,11.1,224,1577,917,23,8,0,4,2,273,8
139,Valery Fernández,ESP,"MF,FW",Mallorca,24,1999,0.9,40,4,11,19,12,5,40,4,0,0.0,4,100.0,21,99,40,0,1,0,1,0,25,3
140,Pablo Fornals,ESP,"FW,MF",Betis,28,1996,5.8,368,2,36,167,168,16,368,13,4,30.8,9,69.2,206,866,378,10,14,3,11,4,247,40
141,Héctor Fort,ESP,DF,Barcelona,18,2006,0.5,43,0,5,32,8,0,43,1,0,0.0,1,100.0,16,74,49,2,1,0,0,0,25,3
142,Dimitri Foulquier,FRA,DF,Valencia,31,1993,3.8,237,9,56,130,54,4,237,6,2,33.3,2,33.3,106,569,280,7,8,0,6,3,137,13
143,Alejandro Francés,ESP,DF,Girona,22,2002,4.9,407,24,140,202,68,5,407,5,2,40.0,3,60.0,208,1071,596,7,7,1,4,0,269,9
144,Enric Franquesa,ESP,"FW,DF",Leganés,27,1997,4.0,172,7,56,82,41,4,172,11,4,36.4,5,45.5,71,406,177,3,7,1,16,1,87,17
145,Jorge de Frutos,ESP,"MF,FW",Rayo Vallecano,27,1997,5.7,212,6,51,68,101,15,212,20,7,35.0,11,55.0,125,857,410,14,8,4,10,11,140,44
146,Manuel Fuster,ESP,"FW,MF",Las Palmas,26,1997,0.9,70,0,8,39,23,0,70,3,1,33.3,1,33.3,43,195,69,1,1,0,1,2,57,10
147,Javi Galán,ESP,DF,Atlético Madrid,29,1994,0.2,12,0,4,6,2,0,12,0,0,0.0,0,0.0,7,46,25,1,0,0,0,0,6,0
148,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,31,1993,2.0,121,1,14,85,25,0,121,1,1,100.0,0,0.0,72,446,225,3,3,0,3,3,86,4
149,Conor Gallagher,ENG,MF,Atlético Madrid,24,2000,4.9,263,11,67,140,57,6,263,9,4,44.4,4,44.4,146,592,204,4,4,1,10,2,171,11
150,Álvaro García,ESP,"FW,MF",Rayo Vallecano,31,1992,3.8,176,5,36,65,79,18,176,3,2,66.7,1,33.3,87,408,217,10,3,4,9,2,103,41
151,Eric García,ESP,MF,Barcelona,23,2001,4.0,282,11,54,180,49,9,282,4,1,25.0,2,50.0,119,573,355,8,3,1,2,0,194,4
152,Fran Garcia,ESP,DF,Real Madrid,25,1999,2.8,214,6,41,94,80,4,214,1,0,0.0,1,100.0,128,503,263,5,5,0,3,4,152,24
153,Joan García,ESP,GK,Espanyol,23,2001,8.0,307,266,305,2,1,1,307,0,0,0.0,0,0.0,185,1034,661,0,0,0,2,0,123,0
154,Rubén García,ESP,"FW,MF",Osasuna,31,1993,5.3,303,12,45,140,122,19,303,8,3,37.5,5,62.5,151,766,215,5,7,3,12,4,197,34
155,Yarek Gasiorowski,ESP,DF,Valencia,19,2005,2.0,111,17,52,56,4,2,111,0,0,0.0,0,0.0,59,300,147,1,0,0,1,0,72,0
156,Paulo Gazzaniga,ARG,GK,Girona,32,1992,8.0,290,250,288,2,0,0,290,1,1,100.0,0,0.0,171,738,424,0,0,0,1,0,187,0
157,Bryan Gil,ESP,"FW,MF",Girona,23,2001,5.4,292,2,31,100,165,28,292,26,14,53.8,11,42.3,207,1097,486,16,9,9,14,17,233,60
158,Dani Gómez,ESP,FW,Valencia,26,1998,3.4,66,3,8,24,35,6,66,4,1,25.0,3,75.0,34,141,54,1,2,0,6,3,39,12
159,Moi Gómez,ESP,"MF,FW",Osasuna,30,1994,3.3,183,3,46,91,47,3,183,7,5,71.4,2,28.6,94,402,117,2,2,0,3,5,125,5
160,Sergi Gómez,ESP,DF,Espanyol,32,1992,3.0,204,29,131,69,4,3,204,0,0,0.0,0,0.0,109,434,188,0,0,0,0,0,149,0
161,Sergio Gómez,ESP,"MF,FW",Real Sociedad,24,2000,6.6,414,7,60,190,168,9,414,10,3,30.0,5,50.0,180,1079,455,11,16,2,7,4,245,38
162,Unai Gómez,ESP,"MF,FW",Athletic Club,21,2003,2.7,103,4,13,42,49,6,103,13,6,46.2,4,30.8,56,280,142,3,1,1,5,7,70,12
163,Fabio González,ESP,MF,Las Palmas,27,1997,0.5,55,1,5,40,10,2,55,0,0,0.0,0,0.0,36,177,85,0,0,0,1,0,41,0
164,Urko González,ESP,MF,Real Sociedad,23,2001,0.5,20,2,7,10,3,1,20,0,0,0.0,0,0.0,12,41,5,0,0,0,1,2,18,0
165,Andoni Gorosabel,ESP,DF,Athletic Club,28,1996,2.0,122,7,30,72,20,1,122,3,2,66.7,1,33.3,50,178,66,1,1,0,0,1,68,7
166,José Gragera,ESP,MF,Espanyol,23,2000,4.8,225,10,55,153,18,3,225,2,0,0.0,2,100.0,93,376,181,1,0,0,3,1,132,3
167,Dominik Greif,SVK,GK,Mallorca,27,1997,5.0,154,128,152,2,0,0,154,0,0,0.0,0,0.0,80,435,269,0,0,0,0,0,69,0
168,Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,33,1991,6.5,376,5,54,157,170,19,376,6,3,50.0,3,50.0,216,1072,595,15,15,2,12,6,299,50
