Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
429,Ferrán Torres,ESP,FW,Barcelona,24,2000,3.6,132,0,9,48,75,12,132,8,6,75.0,1,12.5,62,341,132,4,2,3,8,3,105,18
430,Lucas Torró,ESP,MF,Osasuna,30,1994,7.9,415,25,117,243,57,8,415,2,2,100.0,0,0.0,136,498,137,1,2,0,13,9,234,9
431,Hamari Traoré,MLI,DF,Real Sociedad,32,1992,3.5,227,12,69,127,34,2,227,3,2,66.7,1,33.3,81,347,176,4,0,2,2,1,112,7
432,Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,36,1988,1.4,89,1,4,52,34,5,89,8,4,50.0,4,50.0,46,206,62,1,1,1,9,4,66,6
433,Viktor Tsyhankov,UKR,"MF,FW",Girona,26,1997,4.9,250,3,17,90,145,18,250,7,4,57.1,3,42.9,146,799,410,11,7,5,8,5,185,59
434,Beñat Turrientes,ESP,MF,Real Sociedad,22,2002,4.8,251,10,35,150,70,6,251,11,5,45.5,3,27.3,125,762,334,10,7,1,6,5,171,21
435,Chrisantus Uche,NGA,"FW,MF",Getafe,21,2003,7.5,242,3,25,99,123,23,242,27,12,44.4,12,44.4,156,836,354,14,9,6,33,24,190,41
436,Naci Ünüvar,NED,"MF,DF",Espanyol,21,2003,0.2,16,0,1,4,11,2,16,1,0,0.0,0,0.0,9,44,23,1,0,0,0,0,12,4
437,Óscar Valentín,ESP,MF,Rayo Vallecano,30,1994,6.3,299,22,88,175,39,3,299,3,2,66.7,1,33.3,131,570,281,5,3,1,10,3,152,2
438,Germán Valera,ESP,"FW,MF",Valencia,22,2002,0.3,15,1,2,8,5,0,15,2,1,50.0,1,50.0,9,34,12,0,0,0,0,0,10,4
439,Martin Valjent,SVK,DF,Mallorca,28,1995,5.8,294,37,170,118,10,1,294,1,1,100.0,0,0.0,148,846,449,2,1,0,2,0,168,2
440,Jesús Vallejo,ESP,DF,Real Madrid,27,1997,0.1,16,3,7,9,0,0,16,0,0,0.0,0,0.0,13,38,16,0,0,0,0,0,13,0
441,Federico Valverde,URU,MF,Real Madrid,26,1998,7.8,613,18,101,365,152,8,613,8,5,62.5,3,37.5,377,2393,1266,17,20,1,10,1,450,16
442,José Luis García Vayá,ESP,MF,Valencia,26,1998,7.7,537,20,120,300,123,3,537,2,1,50.0,1,50.0,235,912,453,4,4,1,8,6,326,4
443,Jesus Vazquez,ESP,DF,Valencia,21,2003,6.2,365,24,112,139,120,6,365,23,9,39.1,10,43.5,150,985,570,21,17,3,12,6,169,27
444,Lucas Vázquez,ESP,DF,Real Madrid,33,1991,2.4,218,4,40,115,63,8,218,8,5,62.5,3,37.5,124,514,237,3,3,2,4,0,159,23
445,Alejo Véliz,ARG,FW,Espanyol,21,2003,5.4,142,11,17,90,35,11,142,5,1,20.0,3,60.0,56,194,54,1,3,0,16,2,94,13
446,Mikel Vesga,ESP,MF,Athletic Club,31,1993,3.5,181,6,40,115,27,3,181,4,2,50.0,2,50.0,80,418,204,2,1,1,6,4,106,5
447,Carlos Vicente,ESP,"FW,MF",Alavés,25,1999,6.9,266,5,39,82,148,23,266,25,8,32.0,16,64.0,133,846,458,18,9,4,9,8,144,40
448,Pau Victor Delgado,ESP,FW,Barcelona,22,2001,1.3,79,4,9,41,32,5,79,8,6,75.0,2,25.0,43,208,74,1,1,2,3,4,56,12
449,Nacho Vidal,ESP,DF,Osasuna,29,1995,1.2,53,5,16,20,18,0,53,1,1,100.0,0,0.0,19,76,43,2,3,0,1,2,29,5
450,Asier Villalibre,ESP,FW,Alavés,27,1997,2.0,48,4,4,25,19,7,47,2,0,0.0,1,50.0,27,164,56,2,0,1,5,1,34,9
451,Iván Villar,ESP,GK,Celta Vigo,27,1997,4.0,130,118,128,2,0,0,130,0,0,0.0,0,0.0,60,269,172,0,0,0,0,0,49,0
452,Viti,ESP,DF,Las Palmas,27,1997,2.7,164,7,58,73,34,4,164,1,1,100.0,0,0.0,78,509,201,8,1,1,9,0,85,12
453,Daniel Vivian,ESP,DF,Athletic Club,25,1999,6.1,427,43,194,225,11,5,427,4,3,75.0,1,25.0,254,1318,810,1,2,0,5,3,271,2
454,Iñaki Williams,GHA,FW,Athletic Club,30,1994,7.0,252,10,29,74,149,27,252,27,12,44.4,14,51.9,161,1028,509,21,9,9,15,12,206,66
455,Nico Williams,ESP,FW,Athletic Club,22,2002,4.8,205,2,17,69,121,23,205,32,12,37.5,19,59.4,137,935,509,21,6,12,13,8,154,45
456,Axel Witsel,BEL,DF,Atlético Madrid,35,1989,2.5,198,27,107,91,1,1,198,0,0,0.0,0,0.0,131,627,294,1,0,0,2,0,137,0
457,Lamine Yamal,ESP,FW,Barcelona,17,2007,7.3,449,3,34,146,277,45,449,63,23,36.5,29,46.0,307,2260,1239,41,25,18,20,14,365,107
458,Bertuğ Yıldırım,TUR,FW,Getafe,22,2002,4.5,105,11,12,43,51,15,105,5,1,20.0,4,80.0,52,239,61,3,1,1,12,8,67,16
459,Bryan Zaragoza,ESP,"MF,FW",Osasuna,23,2001,5.4,188,0,22,57,113,18,188,29,11,37.9,17,58.6,122,1096,586,21,12,13,13,4,136,40
460,Igor Zubeldia,ESP,DF,Real Sociedad,27,1997,5.4,383,49,210,168,5,4,383,0,0,0.0,0,0.0,228,1259,795,4,1,0,3,1,265,0
461,Martín Zubimendi,ESP,MF,Real Sociedad,25,1999,7.5,538,33,137,335,69,12,538,6,5,83.3,1,16.7,262,1464,760,14,8,0,5,6,370,10
