Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
192,Tino Kadewere,ZIM,"MF,FW",Nantes,28,1996.0,3.5,1,0,0,4,1,1,1,3,5,0,0,0,20,9,10,47.4
193,Arnaud Kalimuendo,FRA,FW,Rennes,22,2002.0,3.6,0,0,0,1,3,1,1,0,1,0,0,0,6,6,5,54.5
194,Waren Kamanzi,NOR,"DF,MF",Toulouse,23,2000.0,4.3,1,0,0,6,2,1,8,1,8,0,0,0,22,2,0,100.0
195,Glen Kamara,FIN,MF,Rennes,28,1995.0,3.2,0,0,0,5,2,0,0,3,4,0,0,0,16,1,1,50.0
196,Nordine Kandil,FRA,MF,Strasbourg,22,2001.0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0
197,Lee Kang-in,KOR,"MF,FW",Paris S-G,23,2001.0,4.2,0,0,0,4,8,1,19,1,4,0,0,0,18,0,3,0.0
198,Yassine Kechta,MAR,"FW,MF",Le Havre,22,2002.0,5.2,1,0,0,6,11,1,4,5,9,0,0,0,19,0,6,0.0
199,Thilo Kehrer,GER,DF,Monaco,28,1996.0,4.0,0,0,0,3,4,1,1,2,10,0,0,0,20,9,4,69.2
200,Reda Khadra,GER,"MF,FW",Reims,23,2001.0,0.9,0,0,0,0,3,0,3,0,1,0,0,0,7,0,0,0.0
201,Wahbi Khazri,TUN,FW,Montpellier,33,1991.0,1.3,1,0,0,3,2,0,4,1,2,0,0,0,2,2,1,66.7
202,Abdukodir Khusanov,UZB,DF,Lens,20,2004.0,4.2,1,0,0,6,1,0,2,13,3,0,1,0,20,14,6,70.0
203,Joshua King,NOR,"MF,FW",Toulouse,32,1992.0,1.4,1,0,0,4,2,0,0,0,0,0,0,0,1,2,6,25.0
204,Cédric Kipré,CIV,DF,Reims,27,1996.0,3.1,0,0,0,2,0,0,0,2,4,0,0,0,11,2,2,50.0
205,Philipp Köhn,SUI,GK,Monaco,26,1998.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,100.0
206,Randal Kolo Muani,FRA,FW,Paris S-G,25,1998.0,2.8,0,0,0,6,5,1,0,0,3,1,0,0,4,4,2,66.7
207,Geoffrey Kondogbia,CTA,"MF,DF",Marseille,31,1993.0,4.9,0,0,0,5,3,0,0,5,8,0,0,0,18,5,3,62.5
208,Abdoul Koné,FRA,DF,Reims,19,2005.0,0.7,0,0,0,0,0,0,0,1,2,0,0,0,5,1,0,100.0
209,Amadou Koné,MLI,MF,Reims,19,2005.0,0.2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0
210,Ismaël Koné,CAN,MF,Marseille,22,2002.0,1.6,0,0,0,1,2,0,0,2,1,0,0,0,6,0,2,0.0
211,Boubakar Kouyaté,MLI,DF,Montpellier,27,1997.0,1.2,1,0,0,3,1,0,0,3,1,0,0,0,4,3,1,75.0
212,Sael Kumbedi,FRA,DF,Lyon,19,2005.0,1.0,0,0,0,2,1,0,3,2,2,0,0,0,6,0,0,0.0
213,Daler Kuzyaev,RUS,MF,Le Havre,31,1993.0,3.2,1,0,0,3,3,0,4,3,4,0,0,0,14,5,1,83.3
214,Rémy Labeau Lascary,GLP,FW,Lens,21,2003.0,2.7,3,0,0,11,2,7,5,0,0,0,0,0,7,5,3,62.5
215,Gaëtan Laborde,FRA,FW,Nice,30,1994.0,0.9,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,50.0
216,Alexandre Lacazette,FRA,FW,Lyon,33,1991.0,4.0,1,0,0,9,6,3,5,0,1,0,0,0,7,3,6,33.3
217,Alban Lafont,FRA,GK,Nantes,25,1999.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,0,100.0
218,Kenny Lala,MAD,DF,Brest,32,1991.0,5.0,1,0,0,4,3,0,18,6,12,0,0,0,33,0,1,0.0
219,Mohamed Lamine Bayo,GUI,FW,Lille,26,1998.0,2.1,0,0,0,3,1,0,0,0,0,0,0,0,4,0,2,0.0
220,Gautier Larsonneur,FRA,GK,Saint-Étienne,27,1997.0,6.0,2,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0
221,Julien Le Cardinal,FRA,DF,Brest,27,1997.0,4.8,0,0,0,5,2,0,1,9,3,0,0,1,15,9,4,69.2
222,Jérémy Le Douaron,FRA,FW,Brest,26,1998.0,1.1,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0
223,Benjamin Lecomte,FRA,GK,Montpellier,33,1991.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0
224,Jordan Lefort,FRA,DF,Angers,31,1993.0,6.0,1,0,0,3,5,0,3,8,12,0,0,0,28,10,6,62.5
225,Félix Lemaréchal,FRA,"MF,FW",Strasbourg,21,2003.0,0.8,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0.0
226,Donovan Léon,GUF,GK,Auxerre,31,1992.0,6.0,0,0,0,0,2,0,0,0,0,0,0,0,9,2,0,100.0
227,Esteban Lepaul,FRA,FW,Angers,24,2000.0,1.3,0,0,0,0,0,1,1,0,1,0,0,0,3,0,4,0.0
228,Johann Lepenant,FRA,MF,Nantes,21,2002.0,4.9,0,0,0,7,8,0,3,6,5,0,0,0,15,5,2,71.4
229,Louis Leroux,FRA,FW,Nantes,18,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
230,Pol Lirola,ESP,"DF,FW",Marseille,27,1997.0,1.5,0,0,0,1,3,0,2,0,2,0,0,0,4,1,0,100.0
231,Gautier Lloris,FRA,DF,Le Havre,29,1995.0,6.0,1,0,0,5,1,1,0,1,6,0,1,0,25,12,6,66.7
232,Jordan Lotomba,SUI,"MF,DF",Nice,26,1998.0,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0.0
233,Tom Louchet,FRA,MF,Nice,21,2003.0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0
234,Othmane Maamma,FRA,FW,Montpellier,18,2005.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
235,Deiver Machado,COL,DF,Lens,31,1993.0,2.6,0,1,0,4,1,2,14,1,1,0,0,0,9,4,3,57.1
236,Yvann Macon,FRA,DF,Saint-Étienne,25,1998.0,1.6,1,0,0,5,1,0,4,0,1,0,0,0,7,1,5,16.7
237,Eros Maddy,NED,DF,Auxerre,23,2001.0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
238,Soungoutou Magassa,FRA,MF,Monaco,20,2003.0,1.8,1,0,0,1,4,0,0,4,8,0,0,0,18,1,5,16.7
239,Hugo Magnetti,FRA,MF,Brest,26,1998.0,4.3,1,0,0,5,6,0,4,4,1,0,0,0,23,2,4,33.3
240,Frank Magri,CMR,FW,Toulouse,25,1999.0,2.8,0,1,0,1,2,1,1,1,0,0,0,0,2,10,8,55.6
241,Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,27,1997.0,4.1,0,0,0,4,3,1,12,10,9,0,0,0,19,3,4,42.9
242,Hianga Mananga Mbock,FRA,MF,Brest,24,1999.0,0.2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
243,Steve Mandanda,FRA,GK,Rennes,39,1985.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100.0
244,Aïssa Mandi,ALG,DF,Lille,32,1991.0,3.5,0,0,0,1,1,0,3,3,4,0,0,0,8,3,1,75.0
245,Orel Mangala,BEL,MF,Lyon,26,1998.0,0.7,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0.0
246,Sekou Mara,FRA,FW,Strasbourg,22,2002.0,0.8,1,0,0,4,1,1,0,1,1,0,0,0,2,1,2,33.3
247,Marquinhos,BRA,DF,Paris S-G,30,1994.0,4.0,0,0,0,3,3,1,0,1,3,0,0,0,18,7,2,77.8
248,Jonas Martin,FRA,"MF,FW",Brest,34,1990.0,2.8,1,0,0,3,7,0,1,5,1,0,1,0,13,1,5,16.7
249,Clinton Mata,ANG,DF,Lyon,31,1992.0,6.0,2,0,0,10,7,0,15,11,6,0,0,0,27,7,4,63.6
250,Eliot Matazo,BEL,MF,Monaco,22,2002.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
251,Nemanja Matić,SRB,MF,Lyon,36,1988.0,4.0,0,0,0,5,1,0,2,2,7,0,0,0,24,2,3,40.0
252,Azor Matusiwa,NED,MF,Rennes,26,1998.0,5.8,0,0,0,9,5,0,1,8,11,0,0,0,30,8,0,100.0
253,Neal Maupay,FRA,FW,Marseille,28,1996.0,1.4,1,0,0,3,0,1,1,0,0,0,0,0,6,1,1,50.0
254,Christian Mawissa,FRA,DF,Monaco,19,2005.0,0.9,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,0.0
255,Senny Mayulu,FRA,"MF,DF",Paris S-G,18,2006.0,0.5,0,0,0,3,1,0,0,1,2,0,0,0,1,0,1,0.0
256,Ethan Mbappé,FRA,"MF,FW",Lille,17,2006.0,0.9,1,0,0,3,0,0,0,0,0,0,0,0,4,1,1,50.0
257,Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,16,2008.0,0.9,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0.0
258,Mark McKenzie,USA,DF,Toulouse,25,1999.0,3.7,0,0,0,5,1,0,0,3,6,0,0,0,19,5,4,55.6
259,Facundo Medina,ARG,"DF,MF",Lens,25,1999.0,6.0,1,0,0,4,3,0,3,7,6,0,0,0,32,6,1,85.7
260,Henrik Meister,DEN,FW,Rennes,20,2003.0,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40.0
261,Bamo Meïté,CIV,"DF,MF",Marseille,22,2001.0,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
262,Farid El Melali,ALG,FW,Angers,27,1997.0,3.4,1,0,0,5,8,1,10,2,1,1,0,0,13,1,4,20.0
263,Nuno Mendes,POR,DF,Paris S-G,22,2002.0,1.8,1,0,0,2,4,0,7,0,1,0,1,0,10,0,0,0.0
264,Antoine Mendy,FRA,"DF,MF",Nice,20,2004.0,2.8,1,0,0,2,4,0,3,2,5,0,0,0,17,7,6,53.8
265,Nampalys Mendy,SEN,MF,Lens,32,1992.0,0.8,0,0,0,1,2,0,0,0,1,0,0,0,2,0,1,0.0
266,Gideon Mensah,GHA,DF,Auxerre,26,1998.0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0
267,Quentin Merlin,FRA,"DF,MF",Marseille,22,2002.0,3.0,1,0,0,3,3,0,11,2,1,0,0,0,11,1,3,25.0
268,Thomas Meunier,BEL,DF,Lille,33,1991.0,3.2,0,0,0,1,1,0,10,2,6,0,0,0,15,3,3,50.0
269,Georges Mikautadze,GEO,FW,Lyon,23,2000.0,3.8,0,0,0,1,4,2,4,1,2,0,0,0,18,3,17,15.0
270,Takumi Minamino,JPN,MF,Monaco,29,1995.0,3.9,0,0,0,3,5,1,2,2,1,0,0,0,12,1,3,25.0
271,Lucas Mincarelli,FRA,DF,Montpellier,20,2004.0,1.5,0,0,0,2,3,0,7,1,2,0,0,0,4,2,1,66.7
272,Mostafa Mohamed,EGY,FW,Nantes,26,1997.0,1.0,1,0,0,3,0,0,0,1,1,0,0,0,5,6,3,66.7
273,Florent Mollet,FRA,MF,Nantes,32,1991.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0
274,Diego Moreira,POR,"DF,FW",Strasbourg,20,2004.0,4.2,1,0,0,3,4,0,13,6,5,0,0,0,21,6,6,50.0
275,Aimen Moueffek,FRA,MF,Saint-Étienne,23,2001.0,2.6,0,0,0,4,0,0,0,1,1,0,0,0,14,5,4,55.6
276,Youssoufa Moukoko,GER,"FW,MF",Nice,19,2004.0,1.1,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0.0
277,Louis Mouton,FRA,MF,Saint-Étienne,22,2002.0,0.4,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,100.0
278,Ngal'Ayel Mukau,,MF,Lille,19,2004.0,1.4,2,0,0,4,2,0,0,2,5,0,0,0,10,4,3,57.1
279,Marshall Munetsi,ZIM,MF,Reims,28,1996.0,6.0,2,0,0,5,11,1,2,4,8,0,0,0,20,11,11,50.0
280,Junior Mwanga,FRA,MF,Strasbourg,21,2003.0,1.7,0,0,0,3,0,0,0,0,3,0,0,0,7,1,0,100.0
281,Mickael Nade,FRA,DF,Saint-Étienne,25,1999.0,1.6,0,0,0,0,1,0,0,2,1,1,0,0,11,1,1,50.0
282,Mahamadou Nagida,CMR,"DF,MF",Rennes,19,2005.0,0.2,0,0,0,0,1,0,2,2,0,0,0,0,5,0,0,0.0
283,Keito Nakamura,JPN,FW,Reims,24,2000.0,4.5,1,0,0,3,3,0,7,4,7,0,0,0,17,0,5,0.0
284,Sebastian Nanasi,SWE,"MF,FW",Strasbourg,22,2002.0,3.6,0,0,0,2,5,0,10,0,1,0,0,0,14,2,3,40.0
285,Youssouf Ndayishimiye,BDI,DF,Nice,25,1998.0,4.0,0,0,0,1,6,0,1,6,2,1,0,0,24,4,2,66.7
286,Rassoul Ndiaye,SEN,MF,Le Havre,22,2001.0,2.7,1,0,0,5,3,0,1,2,7,0,0,0,17,1,3,25.0
287,Tanguy Ndombele,FRA,MF,Nice,27,1996.0,4.7,0,0,0,2,12,0,1,4,9,0,0,0,23,1,2,33.3
288,Loïc Nego,HUN,DF,Le Havre,33,1991.0,4.8,0,0,0,5,6,3,13,9,9,0,0,0,27,2,2,50.0
289,João Neves,POR,MF,Paris S-G,20,2004.0,4.8,0,0,0,4,5,0,6,3,7,0,0,0,27,5,4,55.6
290,Mikayil Ngor Faye,SEN,DF,Rennes,20,2004.0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0
291,Steve Ngoura,FRA,FW,Le Havre,19,2005.0,0.7,0,0,0,3,0,0,0,0,0,0,0,0,3,1,2,33.3
292,Moussa Niakhate,SEN,DF,Lyon,28,1996.0,4.0,0,0,0,7,0,0,0,2,8,0,0,0,15,1,2,33.3
293,Abdoulaye Niakhate Ndiaye,SEN,DF,Brest,22,2002.0,1.0,0,0,0,1,0,0,0,1,2,0,0,0,3,1,2,33.3
294,Ibrahima Niane,SEN,"FW,MF",Angers,25,1999.0,0.4,0,0,0,0,2,1,1,0,1,0,0,0,1,1,1,50.0
295,Rasmus Nicolaisen,DEN,DF,Toulouse,27,1997.0,6.0,0,0,0,3,7,0,0,9,3,0,0,1,27,19,9,67.9
296,Arnaud Nordin,FRA,FW,Montpellier,26,1998.0,4.5,1,0,0,3,13,1,11,2,3,0,0,0,14,5,5,50.0
297,Ernest Nuamah,GHA,"FW,DF",Lyon,20,2003.0,1.2,0,0,0,1,2,1,4,1,1,0,0,0,12,1,2,33.3
298,Rabby Nzingoula,CGO,MF,Montpellier,18,2005.0,3.3,3,0,0,6,8,1,4,6,8,0,0,0,17,3,5,37.5
299,M'Bala Nzola,ANG,FW,Lens,28,1996.0,1.2,0,0,0,3,1,1,0,1,0,0,0,0,2,5,1,83.3
300,Marwann Nzuzi,FRA,DF,Saint-Étienne,20,2004.0,1.4,2,0,0,2,1,0,1,2,2,0,0,0,3,2,1,66.7
301,Hamzat Ojediran,NGA,MF,Lens,20,2003.0,1.2,1,0,0,3,0,0,1,4,4,0,0,0,5,5,3,62.5
302,Joseph Okumu,KEN,DF,Reims,27,1997.0,3.0,1,0,0,0,4,0,0,5,2,0,0,0,13,1,1,50.0
303,Ben Old,NZL,"MF,FW",Saint-Étienne,22,2002.0,3.4,0,0,0,2,5,0,6,1,4,0,0,0,11,0,3,0.0
304,Becir Omeragic,SUI,DF,Montpellier,22,2002.0,4.8,1,0,0,4,3,0,1,5,4,0,0,0,19,4,7,36.4
305,Ado Onaiwu,JPN,"FW,MF",Auxerre,28,1995.0,3.0,0,1,0,3,4,0,1,1,4,0,0,0,12,7,8,46.7
306,Christopher Operi,CIV,DF,Le Havre,27,1997.0,5.0,0,0,0,3,4,1,37,6,3,0,0,0,18,5,6,45.5
307,Victor Orakpo,NGA,FW,Nice,18,2006.0,0.3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0
308,Gift Orban,NGA,"FW,DF",Lyon,22,2002.0,2.1,1,0,0,5,1,4,1,0,0,0,0,0,5,1,4,20.0
309,Gabriel Osho,NGA,DF,Auxerre,26,1998.0,5.7,1,0,0,3,7,0,0,3,3,0,0,0,20,6,4,60.0
310,Jibril Othman,TUN,FW,Saint-Étienne,20,2004.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
311,Kassoum Ouattara,FRA,"DF,FW",Monaco,19,2004.0,1.0,0,0,0,2,1,0,1,1,1,0,0,0,8,1,1,50.0
312,Zinédine Ould Khaled,FRA,MF,Angers,24,2000.0,0.6,1,0,0,3,1,0,0,0,1,0,0,0,2,1,1,50.0
313,Beres Owusu,FRA,DF,Saint-Étienne,21,2003.0,1.0,0,0,0,1,1,0,1,0,2,0,0,0,2,2,0,100.0
314,Elisha Owusu,GHA,MF,Auxerre,26,1997.0,5.7,2,0,0,15,8,0,3,11,11,0,0,1,47,5,6,45.5
315,Willian Pacho,ECU,DF,Paris S-G,22,2001.0,5.3,1,0,0,4,1,0,0,11,5,0,0,0,25,9,4,69.2
316,Nicolas Pallois,FRA,DF,Nantes,37,1987.0,3.0,2,0,0,3,1,0,1,4,3,0,0,0,9,6,4,60.0
317,Kévin Pedro,FRA,DF,Saint-Étienne,18,2006.0,0.1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0.0
318,Théo Pellenard,FRA,DF,Auxerre,30,1994.0,0.5,0,0,0,4,1,0,2,0,2,0,0,0,0,0,0,0.0
319,Faris Pemi Moumbagna,CMR,FW,Marseille,24,2000.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
320,Mathias Pereira Lage,POR,"MF,FW",Brest,27,1996.0,2.5,2,0,0,5,5,0,12,3,2,0,1,0,14,5,6,45.5
321,Lucas Perri,BRA,GK,Lyon,26,1997.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,0,100.0
322,Gaëtan Perrin,FRA,"MF,FW",Auxerre,28,1996.0,3.7,1,0,0,1,1,1,24,2,2,0,0,0,16,0,1,0.0
323,Léo Pétrot,FRA,DF,Saint-Étienne,27,1997.0,1.7,0,0,0,0,1,1,2,2,1,0,0,0,11,2,1,66.7
324,Đorđe Petrović,SRB,GK,Strasbourg,24,1999.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0
325,Adrien Rabiot,FRA,MF,Marseille,29,1995.0,0.3,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0.0
326,Gonçalo Ramos,POR,FW,Paris S-G,23,2001.0,0.2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,100.0
327,Lilian Raolisoa,FRA,DF,Angers,24,2000.0,0.9,0,0,0,1,0,0,5,1,2,0,0,0,6,3,1,75.0
328,Rayan Raveloson,MAD,"MF,DF",Auxerre,27,1997.0,4.3,1,0,0,3,7,0,4,1,2,0,0,0,22,3,4,42.9
329,Guillaume Restes,FRA,GK,Toulouse,19,2005.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0.0
330,Alexsandro Ribeiro,BRA,DF,Lille,25,1999.0,5.0,1,0,0,3,5,1,2,5,6,0,1,0,34,7,1,87.5
331,Valentin Rongier,FRA,"DF,MF",Marseille,29,1994.0,1.8,1,0,0,3,2,0,0,2,3,0,1,0,8,2,1,66.7
332,Pablo Rosario,NED,"MF,DF",Nice,27,1997.0,4.9,1,0,0,4,5,0,0,6,2,0,0,0,9,4,2,66.7
333,Jon Rowe,ENG,FW,Marseille,21,2003.0,1.2,1,0,0,2,4,0,2,0,4,0,0,0,2,0,0,0.0
334,Fabián Ruiz Peña,ESP,MF,Paris S-G,28,1996.0,2.5,0,0,0,0,1,0,2,2,6,0,0,0,18,0,0,0.0
335,Gerónimo Rulli,ARG,GK,Marseille,32,1992.0,6.0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,100.0
336,Emmanuel Sabbi,USA,"MF,FW",Le Havre,26,1997.0,1.4,0,0,0,1,4,0,2,1,2,0,0,0,3,1,4,20.0
337,Falaye Sacko,MLI,DF,Montpellier,29,1995.0,5.5,1,0,0,7,3,1,6,8,5,0,0,0,23,2,6,25.0
338,Matvei Safonov,RUS,GK,Paris S-G,25,1999.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0.0
339,Modibo Sagnan,MLI,DF,Montpellier,25,1999.0,6.0,3,0,0,9,7,0,0,11,6,0,0,0,25,9,9,50.0
340,Osame Sahraoui,NOR,"MF,FW",Lille,23,2001.0,3.9,0,0,0,1,3,1,5,2,2,0,0,0,15,0,2,0.0
341,Wesley Saïd,FRA,"FW,MF",Lens,29,1995.0,3.1,1,0,0,6,1,2,4,0,2,0,0,0,4,3,6,33.3
342,Ibrahim Salah,MAR,FW,Brest,23,2001.0,1.0,0,0,0,4,1,0,2,1,0,0,0,0,4,0,1,0.0
343,Amine Salama,FRA,"FW,MF",Reims,24,2000.0,0.9,0,0,0,1,1,1,0,0,1,0,0,0,4,0,1,0.0
344,Mohammed Salisu,GHA,DF,Monaco,25,1999.0,4.0,2,0,0,4,1,0,0,2,7,0,0,0,15,14,3,82.4
345,Yoann Salmier,GUF,DF,Le Havre,31,1992.0,2.9,1,0,0,3,0,0,0,3,1,0,0,0,7,11,5,68.8
346,Mama Samba Baldé,GNB,FW,Lyon,28,1995.0,0.4,0,0,0,1,1,0,0,1,2,0,0,0,1,1,0,100.0
347,Mama Samba Baldé,GNB,FW,Brest,28,1995.0,1.3,0,0,0,0,3,2,1,0,1,0,0,0,2,5,12,29.4
348,Brice Samba,FRA,GK,Lens,30,1994.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0.0
349,Arouna Sangante,SEN,DF,Le Havre,22,2002.0,4.8,2,0,0,10,4,0,0,12,6,0,0,0,16,10,6,62.5
350,Nhoa Sangui,FRA,DF,Reims,18,2006.0,3.8,0,0,0,2,2,0,4,2,2,0,0,0,15,3,2,60.0
351,Baptiste Santamaria,FRA,MF,Rennes,29,1995.0,3.0,1,0,0,2,4,0,2,4,2,1,0,0,18,9,6,60.0
352,Andrey Santos,BRA,MF,Strasbourg,20,2004.0,4.8,0,0,0,3,8,0,0,2,13,0,0,0,33,7,2,77.8
353,Tiago Santos,POR,DF,Lille,22,2002.0,4.0,0,0,0,5,9,2,18,2,6,1,0,0,13,4,3,57.1
354,Mamadou Sarr,FRA,DF,Strasbourg,19,2005.0,1.8,0,0,0,5,1,0,0,3,2,0,0,0,10,0,3,0.0
355,Martin Satriano,URU,"FW,DF",Lens,23,2001.0,0.5,0,0,0,1,0,0,1,0,1,0,0,0,4,3,2,60.0
356,Téji Savanier,FRA,MF,Montpellier,32,1991.0,5.9,0,0,0,7,7,0,50,2,7,0,0,0,23,3,6,33.3
357,Niklas Schmidt,GER,MF,Toulouse,26,1998.0,1.6,0,0,0,3,1,0,11,0,2,0,0,0,14,1,0,100.0
358,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,21,2003.0,0.2,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.0
359,Alidu Seidu,GHA,DF,Rennes,24,2000.0,4.9,2,0,0,3,13,1,3,6,7,0,0,0,30,4,4,50.0
360,Marvin Senaya,TOG,DF,Strasbourg,23,2001.0,1.2,2,0,0,3,3,0,1,6,2,0,1,0,5,3,1,75.0
361,Djibril Sidibé,FRA,DF,Toulouse,32,1992.0,3.3,0,0,0,5,5,0,6,5,7,0,0,0,18,6,4,60.0
362,Vincent Sierro,SUI,MF,Toulouse,28,1995.0,5.2,1,0,0,4,5,0,26,5,6,0,0,0,34,6,5,54.5
363,Caio Henrique Oliveira Silva,BRA,DF,Monaco,27,1997.0,3.1,0,0,0,2,1,0,24,2,4,0,0,0,16,1,5,16.7
364,Abdallah Sima,SEN,"FW,MF",Brest,23,2001.0,2.6,0,0,0,3,7,0,2,1,2,0,0,0,14,10,7,58.8
365,Moses Simon,NGA,FW,Nantes,29,1995.0,5.6,0,0,0,2,7,2,38,2,4,0,0,0,36,3,11,21.4
366,Lassine Sinayoko,MLI,"FW,MF",Auxerre,24,1999.0,5.7,2,0,0,10,9,2,6,4,5,0,0,0,15,5,17,22.7
367,Wilfried Singo,CIV,DF,Monaco,23,2000.0,3.1,0,0,0,2,3,1,3,9,4,0,0,0,22,7,4,63.6
368,Ibrahim Sissoko,MLI,FW,Saint-Étienne,28,1995.0,4.3,0,0,0,16,10,5,0,1,5,0,0,0,12,12,20,37.5
369,Leo Skiri Østigård,NOR,DF,Rennes,24,1999.0,3.7,2,0,0,5,4,0,0,3,12,0,0,0,21,4,3,57.1
370,Milan Škriniar,SVK,DF,Paris S-G,29,1995.0,1.2,0,0,0,0,1,0,0,1,2,0,0,0,7,2,2,50.0
371,Naatan Skyttä,FIN,FW,Toulouse,22,2002.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
372,Florian Sotoca,FRA,FW,Lens,33,1990.0,4.4,1,0,0,2,5,2,15,1,3,0,0,0,17,9,4,69.2
373,Issa Soumaré,SEN,"FW,MF",Le Havre,23,2000.0,2.8,0,0,0,1,3,0,0,2,0,0,0,0,13,9,9,50.0
374,Saidou Sow,GUI,DF,Strasbourg,22,2002.0,5.8,1,0,0,4,1,1,0,13,4,0,0,0,13,7,8,46.7
375,Lucas Stassin,BEL,FW,Saint-Étienne,19,2004.0,1.5,0,0,0,5,3,1,1,0,1,0,0,0,1,0,2,0.0
376,Enzo Sternal,FRA,FW,Marseille,17,2007.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
377,Gabriel Suazo,CHI,"DF,MF",Toulouse,27,1997.0,3.0,0,0,0,2,4,0,11,3,4,0,0,0,13,1,2,33.3
378,Abakar Sylla,CIV,DF,Strasbourg,21,2002.0,3.9,2,0,0,6,3,0,0,4,7,0,0,0,17,7,5,58.3
379,Issiaga Sylla,GUI,"FW,DF",Montpellier,30,1994.0,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,66.7
380,Musa Al-Taamari,JOR,FW,Montpellier,27,1997.0,1.9,1,0,0,2,4,0,2,1,1,0,0,0,5,0,3,0.0
381,Nicolás Tagliafico,ARG,DF,Lyon,32,1992.0,1.0,0,0,0,1,0,0,3,1,1,0,0,0,4,2,1,66.7
382,Florian Tardieu,FRA,MF,Saint-Étienne,32,1992.0,1.8,0,0,0,1,2,0,1,3,1,0,0,0,17,1,1,50.0
383,Oussama Targhalline,MAR,MF,Le Havre,22,2002.0,2.9,0,0,0,3,2,1,0,6,3,0,0,0,15,3,1,75.0
384,Enzo Tchato,CMR,DF,Montpellier,21,2002.0,4.9,0,0,0,3,4,0,20,4,5,0,0,0,16,4,1,80.0
385,Tanner Tessmann,USA,MF,Lyon,23,2001.0,0.8,0,0,0,1,1,0,0,3,2,0,0,0,7,0,2,0.0
386,Teddy Teuma,MLT,MF,Reims,31,1993.0,1.2,0,0,0,1,3,0,5,1,2,0,0,0,3,0,0,0.0
387,Jordan Teze,NED,DF,Monaco,25,1999.0,1.8,0,0,0,5,1,0,1,1,3,0,0,0,6,4,0,100.0
388,Sorba Thomas,WAL,FW,Nantes,25,1999.0,4.1,0,0,0,2,3,1,39,2,3,0,0,0,18,0,3,0.0
389,Adrien Thomasson,FRA,MF,Lens,30,1993.0,5.2,0,0,0,13,9,0,15,7,9,0,0,0,38,3,8,27.3
