Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive_sca,PassDead_sca,TO_sca,Sh_sca,Fld_sca,Def_sca,GCA,GCA90,PassLive_gca,PassDead_gca,TO_gca,Sh_gca,Fld_gca,Def_gca
180,Ismaily,BRA,DF,Lille,34,1990.0,0.9,3,3.29,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
181,Yanis Issoufou,FRA,"FW,MF",Montpellier,17,2006.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
182,Junya Ito,JPN,FW,Reims,31,1993.0,5.8,20,3.45,14,4,1,0,0,1,2,0.35,2,0,0,0,0,0
183,Ismail Jakobs,SEN,DF,Monaco,25,1999.0,2.0,8,4.0,6,2,0,0,0,0,1,0.5,1,0,0,0,0,0
184,Jordan James,WAL,MF,Rennes,20,2004.0,0.3,1,3.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
185,Karl-Johan Johnsson,SWE,GK,Strasbourg,34,1990.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
186,Paul Joly,FRA,DF,Auxerre,24,2000.0,4.1,10,2.46,9,0,0,0,1,0,1,0.25,1,0,0,0,0,0
187,Jota,POR,FW,Rennes,25,1999.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
188,Antoine Joujou,FRA,"MF,FW",Le Havre,21,2003.0,3.3,11,3.31,5,0,4,1,0,1,0,0.0,0,0,0,0,0,0
189,Jubal,BRA,DF,Auxerre,31,1993.0,5.4,3,0.55,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
190,Hamed Junior Traorè,CIV,MF,Auxerre,24,2000.0,3.6,12,3.35,7,2,0,0,2,1,0,0.0,0,0,0,0,0,0
191,Yaya Kader Fofana,MLI,"MF,FW",Reims,20,2004.0,4.1,16,3.92,11,0,3,0,1,1,5,1.23,3,0,2,0,0,0
192,Tino Kadewere,ZIM,"MF,FW",Nantes,28,1996.0,3.5,11,3.14,7,1,0,2,0,1,2,0.57,2,0,0,0,0,0
193,Arnaud Kalimuendo,FRA,FW,Rennes,22,2002.0,3.6,6,1.68,4,0,0,2,0,0,1,0.28,0,0,0,1,0,0
194,Waren Kamanzi,NOR,"DF,MF",Toulouse,23,2000.0,4.3,6,1.41,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
195,Glen Kamara,FIN,MF,Rennes,28,1995.0,3.2,8,2.52,7,0,0,0,0,1,1,0.31,1,0,0,0,0,0
196,Nordine Kandil,FRA,MF,Strasbourg,22,2001.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
197,Lee Kang-in,KOR,"MF,FW",Paris S-G,23,2001.0,4.2,21,5.0,12,7,2,0,0,0,0,0.0,0,0,0,0,0,0
198,Yassine Kechta,MAR,"FW,MF",Le Havre,22,2002.0,5.2,17,3.28,8,0,0,2,5,2,1,0.19,0,0,0,0,1,0
199,Thilo Kehrer,GER,DF,Monaco,28,1996.0,4.0,6,1.5,4,1,0,1,0,0,1,0.25,0,0,0,1,0,0
200,Reda Khadra,GER,"MF,FW",Reims,23,2001.0,0.9,2,2.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
201,Wahbi Khazri,TUN,FW,Montpellier,33,1991.0,1.3,2,1.51,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
202,Abdukodir Khusanov,UZB,DF,Lens,20,2004.0,4.2,3,0.72,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
203,Joshua King,NOR,"MF,FW",Toulouse,32,1992.0,1.4,3,2.16,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
204,Cédric Kipré,CIV,DF,Reims,27,1996.0,3.1,3,0.95,3,0,0,0,0,0,1,0.32,1,0,0,0,0,0
205,Philipp Köhn,SUI,GK,Monaco,26,1998.0,6.0,1,0.17,1,0,0,0,0,0,1,0.17,1,0,0,0,0,0
206,Randal Kolo Muani,FRA,FW,Paris S-G,25,1998.0,2.8,6,2.17,4,0,0,1,1,0,2,0.72,0,0,0,1,1,0
207,Geoffrey Kondogbia,CTA,"MF,DF",Marseille,31,1993.0,4.9,4,0.81,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
208,Abdoul Koné,FRA,DF,Reims,19,2005.0,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
209,Amadou Koné,MLI,MF,Reims,19,2005.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
210,Ismaël Koné,CAN,MF,Marseille,22,2002.0,1.6,2,1.23,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
211,Boubakar Kouyaté,MLI,DF,Montpellier,27,1997.0,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
212,Sael Kumbedi,FRA,DF,Lyon,19,2005.0,1.0,1,1.02,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
213,Daler Kuzyaev,RUS,MF,Le Havre,31,1993.0,3.2,2,0.62,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0
214,Rémy Labeau Lascary,GLP,FW,Lens,21,2003.0,2.7,7,2.56,3,0,2,2,0,0,0,0.0,0,0,0,0,0,0
215,Gaëtan Laborde,FRA,FW,Nice,30,1994.0,0.9,1,1.15,1,0,0,0,0,0,1,1.15,1,0,0,0,0,0
216,Alexandre Lacazette,FRA,FW,Lyon,33,1991.0,4.0,14,3.5,8,0,2,3,1,0,3,0.75,1,0,0,2,0,0
217,Alban Lafont,FRA,GK,Nantes,25,1999.0,6.0,1,0.17,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
218,Kenny Lala,MAD,DF,Brest,32,1991.0,5.0,8,1.6,5,2,0,1,0,0,1,0.2,0,0,0,1,0,0
219,Mohamed Lamine Bayo,GUI,FW,Lille,26,1998.0,2.1,7,3.41,5,0,0,2,0,0,0,0.0,0,0,0,0,0,0
220,Gautier Larsonneur,FRA,GK,Saint-Étienne,27,1997.0,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
221,Julien Le Cardinal,FRA,DF,Brest,27,1997.0,4.8,3,0.62,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
222,Jérémy Le Douaron,FRA,FW,Brest,26,1998.0,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
223,Benjamin Lecomte,FRA,GK,Montpellier,33,1991.0,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
224,Jordan Lefort,FRA,DF,Angers,31,1993.0,6.0,7,1.17,5,0,0,0,1,1,0,0.0,0,0,0,0,0,0
225,Félix Lemaréchal,FRA,"MF,FW",Strasbourg,21,2003.0,0.8,2,2.57,2,0,0,0,0,0,1,1.29,1,0,0,0,0,0
226,Donovan Léon,GUF,GK,Auxerre,31,1992.0,6.0,3,0.5,2,1,0,0,0,0,1,0.17,0,1,0,0,0,0
227,Esteban Lepaul,FRA,FW,Angers,24,2000.0,1.3,1,0.76,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
228,Johann Lepenant,FRA,MF,Nantes,21,2002.0,4.9,9,1.82,7,0,2,0,0,0,4,0.81,3,0,1,0,0,0
229,Louis Leroux,FRA,FW,Nantes,18,2006.0,0.1,1,11.25,1,0,0,0,0,0,1,11.25,1,0,0,0,0,0
230,Pol Lirola,ESP,"DF,FW",Marseille,27,1997.0,1.5,2,1.35,1,1,0,0,0,0,1,0.68,1,0,0,0,0,0
231,Gautier Lloris,FRA,DF,Le Havre,29,1995.0,6.0,4,0.67,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0
232,Jordan Lotomba,SUI,"MF,DF",Nice,26,1998.0,0.4,2,5.14,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
233,Tom Louchet,FRA,MF,Nice,21,2003.0,0.4,1,2.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
234,Othmane Maamma,FRA,FW,Montpellier,18,2005.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
235,Deiver Machado,COL,DF,Lens,31,1993.0,2.6,6,2.35,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
236,Yvann Macon,FRA,DF,Saint-Étienne,25,1998.0,1.6,3,1.82,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
237,Eros Maddy,NED,DF,Auxerre,23,2001.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
238,Soungoutou Magassa,FRA,MF,Monaco,20,2003.0,1.8,3,1.66,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
239,Hugo Magnetti,FRA,MF,Brest,26,1998.0,4.3,3,0.69,2,1,0,0,0,0,1,0.23,1,0,0,0,0,0
240,Frank Magri,CMR,FW,Toulouse,25,1999.0,2.8,4,1.43,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0
241,Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,27,1997.0,4.1,14,3.42,11,1,1,0,0,1,0,0.0,0,0,0,0,0,0
242,Hianga Mananga Mbock,FRA,MF,Brest,24,1999.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
243,Steve Mandanda,FRA,GK,Rennes,39,1985.0,6.0,3,0.5,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
244,Aïssa Mandi,ALG,DF,Lille,32,1991.0,3.5,6,1.71,5,0,0,1,0,0,1,0.28,1,0,0,0,0,0
245,Orel Mangala,BEL,MF,Lyon,26,1998.0,0.7,3,4.03,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
246,Sekou Mara,FRA,FW,Strasbourg,22,2002.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
247,Marquinhos,BRA,DF,Paris S-G,30,1994.0,4.0,7,1.76,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0
248,Jonas Martin,FRA,"MF,FW",Brest,34,1990.0,2.8,4,1.43,4,0,0,0,0,0,1,0.36,1,0,0,0,0,0
249,Clinton Mata,ANG,DF,Lyon,31,1992.0,6.0,8,1.33,7,0,1,0,0,0,3,0.5,2,0,1,0,0,0
250,Eliot Matazo,BEL,MF,Monaco,22,2002.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
251,Nemanja Matić,SRB,MF,Lyon,36,1988.0,4.0,6,1.51,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
252,Azor Matusiwa,NED,MF,Rennes,26,1998.0,5.8,9,1.54,9,0,0,0,0,0,1,0.17,1,0,0,0,0,0
253,Neal Maupay,FRA,FW,Marseille,28,1996.0,1.4,4,2.86,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
254,Christian Mawissa,FRA,DF,Monaco,19,2005.0,0.9,2,2.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
255,Senny Mayulu,FRA,"MF,DF",Paris S-G,18,2006.0,0.5,1,1.84,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
256,Ethan Mbappé,FRA,"MF,FW",Lille,17,2006.0,0.9,3,3.55,2,0,0,1,0,0,1,1.18,0,0,0,1,0,0
257,Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,16,2008.0,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
258,Mark McKenzie,USA,DF,Toulouse,25,1999.0,3.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
259,Facundo Medina,ARG,"DF,MF",Lens,25,1999.0,6.0,9,1.5,8,0,0,1,0,0,2,0.33,2,0,0,0,0,0
260,Henrik Meister,DEN,FW,Rennes,20,2003.0,0.7,3,4.29,3,0,0,0,0,0,1,1.43,1,0,0,0,0,0
261,Bamo Meïté,CIV,"DF,MF",Marseille,22,2001.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
262,Farid El Melali,ALG,FW,Angers,27,1997.0,3.4,8,2.37,6,1,0,0,1,0,3,0.89,2,0,0,0,1,0
263,Nuno Mendes,POR,DF,Paris S-G,22,2002.0,1.8,11,6.19,9,1,0,1,0,0,1,0.56,1,0,0,0,0,0
264,Antoine Mendy,FRA,"DF,MF",Nice,20,2004.0,2.8,2,0.72,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
265,Nampalys Mendy,SEN,MF,Lens,32,1992.0,0.8,2,2.47,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
266,Gideon Mensah,GHA,DF,Auxerre,26,1998.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
267,Quentin Merlin,FRA,"DF,MF",Marseille,22,2002.0,3.0,9,3.0,8,0,0,1,0,0,3,1.0,2,0,0,1,0,0
268,Thomas Meunier,BEL,DF,Lille,33,1991.0,3.2,6,1.89,4,0,1,1,0,0,4,1.26,2,0,1,1,0,0
269,Georges Mikautadze,GEO,FW,Lyon,23,2000.0,3.8,8,2.13,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
270,Takumi Minamino,JPN,MF,Monaco,29,1995.0,3.9,17,4.35,16,0,1,0,0,0,1,0.26,1,0,0,0,0,0
271,Lucas Mincarelli,FRA,DF,Montpellier,20,2004.0,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
272,Mostafa Mohamed,EGY,FW,Nantes,26,1997.0,1.0,1,1.02,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
273,Florent Mollet,FRA,MF,Nantes,32,1991.0,0.0,2,60.0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0
274,Diego Moreira,POR,"DF,FW",Strasbourg,20,2004.0,4.2,14,3.34,8,3,1,0,1,1,2,0.48,1,0,0,0,1,0
275,Aimen Moueffek,FRA,MF,Saint-Étienne,23,2001.0,2.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
276,Youssoufa Moukoko,GER,"FW,MF",Nice,19,2004.0,1.1,2,1.84,1,0,0,1,0,0,1,0.92,1,0,0,0,0,0
277,Louis Mouton,FRA,MF,Saint-Étienne,22,2002.0,0.4,3,6.92,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
278,Ngal'Ayel Mukau,,MF,Lille,19,2004.0,1.4,2,1.38,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
279,Marshall Munetsi,ZIM,MF,Reims,28,1996.0,6.0,11,1.83,8,0,0,1,1,1,2,0.33,1,0,0,1,0,0
280,Junior Mwanga,FRA,MF,Strasbourg,21,2003.0,1.7,2,1.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
281,Mickael Nade,FRA,DF,Saint-Étienne,25,1999.0,1.6,3,1.85,1,0,0,0,1,1,1,0.62,0,0,0,0,1,0
282,Mahamadou Nagida,CMR,"DF,MF",Rennes,19,2005.0,0.2,3,11.74,1,0,1,0,0,1,0,0.0,0,0,0,0,0,0
283,Keito Nakamura,JPN,FW,Reims,24,2000.0,4.5,8,1.8,5,1,0,2,0,0,2,0.45,1,0,0,1,0,0
284,Sebastian Nanasi,SWE,"MF,FW",Strasbourg,22,2002.0,3.6,14,3.84,11,2,0,1,0,0,5,1.37,4,0,0,1,0,0
285,Youssouf Ndayishimiye,BDI,DF,Nice,25,1998.0,4.0,9,2.24,5,0,1,0,3,0,1,0.25,0,0,0,0,1,0
286,Rassoul Ndiaye,SEN,MF,Le Havre,22,2001.0,2.7,4,1.51,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
287,Tanguy Ndombele,FRA,MF,Nice,27,1996.0,4.7,15,3.15,11,1,2,0,1,0,1,0.21,1,0,0,0,0,0
288,Loïc Nego,HUN,DF,Le Havre,33,1991.0,4.8,4,0.83,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
289,João Neves,POR,MF,Paris S-G,20,2004.0,4.8,21,4.34,18,0,2,0,0,1,8,1.66,8,0,0,0,0,0
290,Mikayil Ngor Faye,SEN,DF,Rennes,20,2004.0,0.3,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
291,Steve Ngoura,FRA,FW,Le Havre,19,2005.0,0.7,2,3.0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
292,Moussa Niakhate,SEN,DF,Lyon,28,1996.0,4.0,3,0.75,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
293,Abdoulaye Niakhate Ndiaye,SEN,DF,Brest,22,2002.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
294,Ibrahima Niane,SEN,"FW,MF",Angers,25,1999.0,0.4,3,7.3,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
295,Rasmus Nicolaisen,DEN,DF,Toulouse,27,1997.0,6.0,9,1.5,8,0,0,1,0,0,1,0.17,1,0,0,0,0,0
296,Arnaud Nordin,FRA,FW,Montpellier,26,1998.0,4.5,10,2.21,9,0,0,1,0,0,1,0.22,1,0,0,0,0,0
297,Ernest Nuamah,GHA,"FW,DF",Lyon,20,2003.0,1.2,6,5.05,6,0,0,0,0,0,1,0.84,1,0,0,0,0,0
298,Rabby Nzingoula,CGO,MF,Montpellier,18,2005.0,3.3,3,0.92,1,0,0,0,2,0,0,0.0,0,0,0,0,0,0
299,M'Bala Nzola,ANG,FW,Lens,28,1996.0,1.2,6,4.82,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
300,Marwann Nzuzi,FRA,DF,Saint-Étienne,20,2004.0,1.4,1,0.72,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
301,Hamzat Ojediran,NGA,MF,Lens,20,2003.0,1.2,4,3.53,3,0,0,1,0,0,1,0.88,0,0,0,1,0,0
302,Joseph Okumu,KEN,DF,Reims,27,1997.0,3.0,3,1.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
303,Ben Old,NZL,"MF,FW",Saint-Étienne,22,2002.0,3.4,8,2.35,5,0,1,1,1,0,1,0.29,1,0,0,0,0,0
304,Becir Omeragic,SUI,DF,Montpellier,22,2002.0,4.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
305,Ado Onaiwu,JPN,"FW,MF",Auxerre,28,1995.0,3.0,11,3.68,9,0,0,0,1,1,0,0.0,0,0,0,0,0,0
306,Christopher Operi,CIV,DF,Le Havre,27,1997.0,5.0,12,2.4,8,4,0,0,0,0,2,0.4,1,1,0,0,0,0
307,Victor Orakpo,NGA,FW,Nice,18,2006.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
308,Gift Orban,NGA,"FW,DF",Lyon,22,2002.0,2.1,2,0.97,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
309,Gabriel Osho,NGA,DF,Auxerre,26,1998.0,5.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
310,Jibril Othman,TUN,FW,Saint-Étienne,20,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
311,Kassoum Ouattara,FRA,"DF,FW",Monaco,19,2004.0,1.0,2,1.96,1,0,0,0,1,0,1,0.98,1,0,0,0,0,0
312,Zinédine Ould Khaled,FRA,MF,Angers,24,2000.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
313,Beres Owusu,FRA,DF,Saint-Étienne,21,2003.0,1.0,2,2.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
314,Elisha Owusu,GHA,MF,Auxerre,26,1997.0,5.7,8,1.4,7,0,0,0,0,1,2,0.35,2,0,0,0,0,0
315,Willian Pacho,ECU,DF,Paris S-G,22,2001.0,5.3,3,0.56,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
316,Nicolas Pallois,FRA,DF,Nantes,37,1987.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
317,Kévin Pedro,FRA,DF,Saint-Étienne,18,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
318,Théo Pellenard,FRA,DF,Auxerre,30,1994.0,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
319,Faris Pemi Moumbagna,CMR,FW,Marseille,24,2000.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
320,Mathias Pereira Lage,POR,"MF,FW",Brest,27,1996.0,2.5,8,3.26,3,4,0,0,1,0,1,0.41,1,0,0,0,0,0
321,Lucas Perri,BRA,GK,Lyon,26,1997.0,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
322,Gaëtan Perrin,FRA,"MF,FW",Auxerre,28,1996.0,3.7,14,3.78,11,3,0,0,0,0,1,0.27,1,0,0,0,0,0
323,Léo Pétrot,FRA,DF,Saint-Étienne,27,1997.0,1.7,2,1.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
324,Đorđe Petrović,SRB,GK,Strasbourg,24,1999.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
325,Adrien Rabiot,FRA,MF,Marseille,29,1995.0,0.3,3,9.31,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
326,Gonçalo Ramos,POR,FW,Paris S-G,23,2001.0,0.2,1,4.74,1,0,0,0,0,0,1,4.74,1,0,0,0,0,0
327,Lilian Raolisoa,FRA,DF,Angers,24,2000.0,0.9,2,2.31,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
328,Rayan Raveloson,MAD,"MF,DF",Auxerre,27,1997.0,4.3,10,2.33,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0
329,Guillaume Restes,FRA,GK,Toulouse,19,2005.0,6.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
330,Alexsandro Ribeiro,BRA,DF,Lille,25,1999.0,5.0,3,0.6,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
331,Valentin Rongier,FRA,"DF,MF",Marseille,29,1994.0,1.8,4,2.25,3,0,0,1,0,0,1,0.56,1,0,0,0,0,0
332,Pablo Rosario,NED,"MF,DF",Nice,27,1997.0,4.9,6,1.22,6,0,0,0,0,0,1,0.2,1,0,0,0,0,0
333,Jon Rowe,ENG,FW,Marseille,21,2003.0,1.2,5,4.17,2,0,3,0,0,0,1,0.83,0,0,1,0,0,0
334,Fabián Ruiz Peña,ESP,MF,Paris S-G,28,1996.0,2.5,11,4.34,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0
335,Gerónimo Rulli,ARG,GK,Marseille,32,1992.0,6.0,1,0.17,1,0,0,0,0,0,1,0.17,1,0,0,0,0,0
336,Emmanuel Sabbi,USA,"MF,FW",Le Havre,26,1997.0,1.4,5,3.52,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
337,Falaye Sacko,MLI,DF,Montpellier,29,1995.0,5.5,11,2.0,11,0,0,0,0,0,1,0.18,1,0,0,0,0,0
338,Matvei Safonov,RUS,GK,Paris S-G,25,1999.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
339,Modibo Sagnan,MLI,DF,Montpellier,25,1999.0,6.0,4,0.67,2,0,1,0,1,0,0,0.0,0,0,0,0,0,0
340,Osame Sahraoui,NOR,"MF,FW",Lille,23,2001.0,3.9,22,5.58,18,0,2,1,1,0,3,0.76,2,0,0,1,0,0
341,Wesley Saïd,FRA,"FW,MF",Lens,29,1995.0,3.1,10,3.24,6,0,3,0,1,0,0,0.0,0,0,0,0,0,0
342,Ibrahim Salah,MAR,FW,Brest,23,2001.0,1.0,3,2.87,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
343,Amine Salama,FRA,"FW,MF",Reims,24,2000.0,0.9,3,3.21,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
344,Mohammed Salisu,GHA,DF,Monaco,25,1999.0,4.0,7,1.75,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
345,Yoann Salmier,GUF,DF,Le Havre,31,1992.0,2.9,1,0.35,1,0,0,0,0,0,1,0.35,1,0,0,0,0,0
346,Mama Samba Baldé,GNB,FW,Lyon,28,1995.0,0.4,1,2.73,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
347,Mama Samba Baldé,GNB,FW,Brest,28,1995.0,1.3,5,3.81,3,0,0,0,1,1,1,0.76,1,0,0,0,0,0
348,Brice Samba,FRA,GK,Lens,30,1994.0,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
349,Arouna Sangante,SEN,DF,Le Havre,22,2002.0,4.8,6,1.26,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
350,Nhoa Sangui,FRA,DF,Reims,18,2006.0,3.8,5,1.3,5,0,0,0,0,0,1,0.26,1,0,0,0,0,0
351,Baptiste Santamaria,FRA,MF,Rennes,29,1995.0,3.0,6,1.98,5,0,0,0,1,0,2,0.66,1,0,0,0,1,0
352,Andrey Santos,BRA,MF,Strasbourg,20,2004.0,4.8,13,2.71,10,0,0,1,0,2,1,0.21,0,0,0,0,0,1
353,Tiago Santos,POR,DF,Lille,22,2002.0,4.0,16,4.01,14,0,1,0,1,0,3,0.75,2,0,0,0,1,0
354,Mamadou Sarr,FRA,DF,Strasbourg,19,2005.0,1.8,3,1.67,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
355,Martin Satriano,URU,"FW,DF",Lens,23,2001.0,0.5,1,2.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
356,Téji Savanier,FRA,MF,Montpellier,32,1991.0,5.9,26,4.42,15,9,0,0,0,2,3,0.51,2,1,0,0,0,0
357,Niklas Schmidt,GER,MF,Toulouse,26,1998.0,1.6,9,5.59,3,4,0,2,0,0,0,0.0,0,0,0,0,0,0
358,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,21,2003.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
359,Alidu Seidu,GHA,DF,Rennes,24,2000.0,4.9,4,0.82,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
360,Marvin Senaya,TOG,DF,Strasbourg,23,2001.0,1.2,2,1.73,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
361,Djibril Sidibé,FRA,DF,Toulouse,32,1992.0,3.3,9,2.72,9,0,0,0,0,0,3,0.91,3,0,0,0,0,0
362,Vincent Sierro,SUI,MF,Toulouse,28,1995.0,5.2,17,3.28,8,9,0,0,0,0,1,0.19,1,0,0,0,0,0
363,Caio Henrique Oliveira Silva,BRA,DF,Monaco,27,1997.0,3.1,14,4.47,8,5,1,0,0,0,2,0.64,1,1,0,0,0,0
364,Abdallah Sima,SEN,"FW,MF",Brest,23,2001.0,2.6,5,1.92,3,0,0,1,1,0,1,0.38,1,0,0,0,0,0
365,Moses Simon,NGA,FW,Nantes,29,1995.0,5.6,26,4.64,10,5,7,3,1,0,3,0.54,2,0,0,1,0,0
366,Lassine Sinayoko,MLI,"FW,MF",Auxerre,24,1999.0,5.7,27,4.76,17,0,3,4,3,0,4,0.71,0,0,1,1,2,0
367,Wilfried Singo,CIV,DF,Monaco,23,2000.0,3.1,4,1.3,3,0,0,0,0,1,2,0.65,1,0,0,0,0,1
368,Ibrahim Sissoko,MLI,FW,Saint-Étienne,28,1995.0,4.3,11,2.58,5,0,0,3,1,2,0,0.0,0,0,0,0,0,0
369,Leo Skiri Østigård,NOR,DF,Rennes,24,1999.0,3.7,5,1.34,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
370,Milan Škriniar,SVK,DF,Paris S-G,29,1995.0,1.2,4,3.21,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
371,Naatan Skyttä,FIN,FW,Toulouse,22,2002.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
