Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
208,Abdoul Koné,FRA,DF,Reims,19,2005.0,0.7,27,19,8,0,0,0,0,8,0,0,0,0,17,0,5
209,Amadou Koné,MLI,MF,Reims,19,2005.0,0.2,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
210,Ismaël Koné,CAN,MF,Marseille,22,2002.0,1.6,56,55,1,1,0,0,0,0,0,0,0,0,48,0,1
211,Boubakar Kouyaté,MLI,DF,Montpellier,27,1997.0,1.2,28,27,0,0,0,0,0,0,0,0,0,0,21,1,0
212,Sael Kumbedi,FRA,DF,Lyon,19,2005.0,1.0,50,41,9,1,0,0,3,8,0,0,0,0,43,0,1
213,Daler Kuzyaev,RUS,MF,Le Havre,31,1993.0,3.2,117,114,3,1,0,0,4,0,2,2,0,0,91,0,1
214,Rémy Labeau Lascary,GLP,FW,Lens,21,2003.0,2.7,60,58,1,0,1,0,5,0,0,0,0,0,40,1,1
215,Gaëtan Laborde,FRA,FW,Nice,30,1994.0,0.9,28,28,0,0,0,0,4,0,0,0,0,0,21,0,1
216,Alexandre Lacazette,FRA,FW,Lyon,33,1991.0,4.0,110,103,6,0,0,1,5,0,0,0,0,0,78,1,5
217,Alban Lafont,FRA,GK,Nantes,25,1999.0,6.0,154,105,48,14,0,0,0,0,0,0,0,0,107,1,1
218,Kenny Lala,MAD,DF,Brest,32,1991.0,5.0,282,235,45,9,0,4,18,34,1,1,0,0,223,2,7
219,Mohamed Lamine Bayo,GUI,FW,Lille,26,1998.0,2.1,34,29,5,0,0,0,0,0,0,0,0,0,25,0,2
220,Gautier Larsonneur,FRA,GK,Saint-Étienne,27,1997.0,6.0,214,157,56,17,0,0,0,0,0,0,0,0,135,1,0
221,Julien Le Cardinal,FRA,DF,Brest,27,1997.0,4.8,232,218,12,11,0,2,1,0,0,0,0,0,195,2,0
222,Jérémy Le Douaron,FRA,FW,Brest,26,1998.0,1.1,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
223,Benjamin Lecomte,FRA,GK,Montpellier,33,1991.0,4.0,133,96,37,11,0,0,0,0,0,0,0,0,90,0,0
224,Jordan Lefort,FRA,DF,Angers,31,1993.0,6.0,403,380,20,16,1,1,3,4,0,0,0,0,328,3,7
225,Félix Lemaréchal,FRA,"MF,FW",Strasbourg,21,2003.0,0.8,29,28,1,0,0,0,1,0,1,1,0,0,23,0,1
226,Donovan Léon,GUF,GK,Auxerre,31,1992.0,6.0,211,163,47,23,0,2,0,1,0,0,0,0,130,1,0
227,Esteban Lepaul,FRA,FW,Angers,24,2000.0,1.3,23,20,2,0,0,0,1,1,0,0,0,0,17,1,1
228,Johann Lepenant,FRA,MF,Nantes,21,2002.0,4.9,145,144,1,0,0,0,3,0,1,1,0,0,117,0,5
229,Louis Leroux,FRA,FW,Nantes,18,2006.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
230,Pol Lirola,ESP,"DF,FW",Marseille,27,1997.0,1.5,52,40,12,0,0,0,2,12,0,0,0,0,37,0,2
231,Gautier Lloris,FRA,DF,Le Havre,29,1995.0,6.0,268,260,7,4,0,2,0,1,0,0,0,0,227,1,2
232,Jordan Lotomba,SUI,"MF,DF",Nice,26,1998.0,0.4,21,19,2,0,0,0,2,2,0,0,0,0,17,0,0
233,Tom Louchet,FRA,MF,Nice,21,2003.0,0.4,21,18,3,0,0,0,1,3,0,0,0,0,18,0,1
234,Othmane Maamma,FRA,FW,Montpellier,18,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Deiver Machado,COL,DF,Lens,31,1993.0,2.6,124,101,23,0,0,0,14,18,5,3,0,0,92,0,3
236,Yvann Macon,FRA,DF,Saint-Étienne,25,1998.0,1.6,98,84,14,4,0,1,4,10,0,0,0,0,74,0,1
237,Eros Maddy,NED,DF,Auxerre,23,2001.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
238,Soungoutou Magassa,FRA,MF,Monaco,20,2003.0,1.8,107,107,0,0,0,0,0,0,0,0,0,0,98,0,2
239,Hugo Magnetti,FRA,MF,Brest,26,1998.0,4.3,158,151,6,5,0,1,4,1,0,0,0,0,123,1,4
240,Frank Magri,CMR,FW,Toulouse,25,1999.0,2.8,39,33,6,0,1,0,1,1,0,0,0,0,25,0,2
241,Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,27,1997.0,4.1,164,133,30,1,1,0,12,18,11,7,2,0,130,1,5
242,Hianga Mananga Mbock,FRA,MF,Brest,24,1999.0,0.2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0
243,Steve Mandanda,FRA,GK,Rennes,39,1985.0,6.0,179,137,42,15,0,0,0,0,0,0,0,0,123,0,0
244,Aïssa Mandi,ALG,DF,Lille,32,1991.0,3.5,252,241,10,7,0,6,3,2,0,0,0,0,235,1,0
245,Orel Mangala,BEL,MF,Lyon,26,1998.0,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2
246,Sekou Mara,FRA,FW,Strasbourg,22,2002.0,0.8,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0
247,Marquinhos,BRA,DF,Paris S-G,30,1994.0,4.0,369,360,8,7,0,2,0,1,0,0,0,0,352,1,3
248,Jonas Martin,FRA,"MF,FW",Brest,34,1990.0,2.8,154,149,5,4,0,0,1,1,0,0,0,0,139,0,1
249,Clinton Mata,ANG,DF,Lyon,31,1992.0,6.0,308,265,41,14,0,2,15,26,0,0,0,0,244,2,4
250,Eliot Matazo,BEL,MF,Monaco,22,2002.0,0.0,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
251,Nemanja Matić,SRB,MF,Lyon,36,1988.0,4.0,204,192,11,10,1,2,2,0,0,0,0,0,179,1,3
252,Azor Matusiwa,NED,MF,Rennes,26,1998.0,5.8,255,251,4,4,2,1,1,0,0,0,0,0,218,0,5
253,Neal Maupay,FRA,FW,Marseille,28,1996.0,1.4,47,42,5,0,0,0,1,2,0,0,0,0,35,0,3
254,Christian Mawissa,FRA,DF,Monaco,19,2005.0,0.9,69,66,3,0,0,0,0,0,0,0,0,0,63,0,0
255,Senny Mayulu,FRA,"MF,DF",Paris S-G,18,2006.0,0.5,26,25,1,1,0,0,0,0,0,0,0,0,20,0,1
256,Ethan Mbappé,FRA,"MF,FW",Lille,17,2006.0,0.9,42,40,2,1,0,0,0,0,1,0,0,0,35,0,1
257,Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,16,2008.0,0.9,29,28,0,0,0,0,0,0,0,0,0,0,26,1,0
258,Mark McKenzie,USA,DF,Toulouse,25,1999.0,3.7,152,140,12,4,0,0,0,8,0,0,0,0,127,0,1
259,Facundo Medina,ARG,"DF,MF",Lens,25,1999.0,6.0,333,314,15,11,1,2,3,4,0,0,0,0,286,4,2
260,Henrik Meister,DEN,FW,Rennes,20,2003.0,0.7,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0
261,Bamo Meïté,CIV,"DF,MF",Marseille,22,2001.0,0.3,28,24,4,0,0,0,0,4,0,0,0,0,26,0,1
262,Farid El Melali,ALG,FW,Angers,27,1997.0,3.4,84,71,13,4,0,0,10,2,6,3,2,0,62,0,3
263,Nuno Mendes,POR,DF,Paris S-G,22,2002.0,1.8,156,136,20,7,0,1,7,13,0,0,0,0,141,0,3
264,Antoine Mendy,FRA,"DF,MF",Nice,20,2004.0,2.8,144,126,18,6,0,0,3,12,0,0,0,0,113,0,1
265,Nampalys Mendy,SEN,MF,Lens,32,1992.0,0.8,46,46,0,0,0,1,0,0,0,0,0,0,42,0,1
266,Gideon Mensah,GHA,DF,Auxerre,26,1998.0,0.3,10,8,2,0,0,0,0,2,0,0,0,0,9,0,0
267,Quentin Merlin,FRA,"DF,MF",Marseille,22,2002.0,3.0,223,204,18,0,0,0,11,17,1,0,0,0,189,1,4
268,Thomas Meunier,BEL,DF,Lille,33,1991.0,3.2,237,220,17,2,0,3,10,14,1,0,0,0,192,0,6
269,Georges Mikautadze,GEO,FW,Lyon,23,2000.0,3.8,114,108,5,0,0,1,4,0,0,0,0,0,91,1,3
270,Takumi Minamino,JPN,MF,Monaco,29,1995.0,3.9,122,115,5,1,5,0,2,2,0,0,0,0,86,2,5
271,Lucas Mincarelli,FRA,DF,Montpellier,20,2004.0,1.5,79,66,13,2,0,0,7,11,0,0,0,0,59,0,3
272,Mostafa Mohamed,EGY,FW,Nantes,26,1997.0,1.0,19,18,0,0,0,0,0,0,0,0,0,0,11,1,0
273,Florent Mollet,FRA,MF,Nantes,32,1991.0,0.0,3,1,2,0,0,0,2,0,2,0,2,0,2,0,0
274,Diego Moreira,POR,"DF,FW",Strasbourg,20,2004.0,4.2,181,157,23,4,2,0,13,17,2,0,1,0,129,1,3
275,Aimen Moueffek,FRA,MF,Saint-Étienne,23,2001.0,2.6,98,98,0,0,0,0,0,0,0,0,0,0,90,0,0
276,Youssoufa Moukoko,GER,"FW,MF",Nice,19,2004.0,1.1,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
277,Louis Mouton,FRA,MF,Saint-Étienne,22,2002.0,0.4,30,29,0,0,1,1,1,0,0,0,0,0,26,1,1
278,Ngal'Ayel Mukau,,MF,Lille,19,2004.0,1.4,107,106,0,0,0,0,0,0,0,0,0,0,97,1,1
279,Marshall Munetsi,ZIM,MF,Reims,28,1996.0,6.0,125,124,1,1,0,0,2,0,0,0,0,0,99,0,1
280,Junior Mwanga,FRA,MF,Strasbourg,21,2003.0,1.7,63,61,2,2,0,1,0,0,0,0,0,0,56,0,1
281,Mickael Nade,FRA,DF,Saint-Étienne,25,1999.0,1.6,88,83,5,4,0,0,0,0,0,0,0,0,78,0,0
282,Mahamadou Nagida,CMR,"DF,MF",Rennes,19,2005.0,0.2,14,14,0,0,0,1,2,0,0,0,0,0,11,0,0
283,Keito Nakamura,JPN,FW,Reims,24,2000.0,4.5,117,112,5,2,1,0,7,3,0,0,0,0,84,0,4
284,Sebastian Nanasi,SWE,"MF,FW",Strasbourg,22,2002.0,3.6,117,104,13,1,1,0,10,3,9,2,5,0,94,0,0
285,Youssouf Ndayishimiye,BDI,DF,Nice,25,1998.0,4.0,276,257,17,14,1,0,1,1,0,0,0,0,249,2,1
286,Rassoul Ndiaye,SEN,MF,Le Havre,22,2001.0,2.7,85,81,2,1,1,0,1,0,1,0,0,0,62,2,2
287,Tanguy Ndombele,FRA,MF,Nice,27,1996.0,4.7,205,198,5,5,0,0,1,0,0,0,0,0,179,2,1
288,Loïc Nego,HUN,DF,Le Havre,33,1991.0,4.8,173,149,23,1,0,0,13,22,0,0,0,0,120,1,9
289,João Neves,POR,MF,Paris S-G,20,2004.0,4.8,404,392,10,3,5,2,6,6,0,0,0,0,369,2,2
290,Mikayil Ngor Faye,SEN,DF,Rennes,20,2004.0,0.3,17,17,0,0,0,0,0,0,0,0,0,0,14,0,1
291,Steve Ngoura,FRA,FW,Le Havre,19,2005.0,0.7,16,12,4,0,0,0,0,0,0,0,0,0,12,0,1
292,Moussa Niakhate,SEN,DF,Lyon,28,1996.0,4.0,185,167,18,6,1,1,0,12,0,0,0,0,156,0,4
293,Abdoulaye Niakhate Ndiaye,SEN,DF,Brest,22,2002.0,1.0,36,33,3,2,0,0,0,0,0,0,0,0,29,0,0
294,Ibrahima Niane,SEN,"FW,MF",Angers,25,1999.0,0.4,18,16,2,1,0,0,1,0,0,0,0,0,16,0,0
295,Rasmus Nicolaisen,DEN,DF,Toulouse,27,1997.0,6.0,330,321,9,8,1,0,0,1,0,0,0,0,288,0,3
296,Arnaud Nordin,FRA,FW,Montpellier,26,1998.0,4.5,109,103,6,1,0,0,11,3,0,0,0,0,76,0,4
297,Ernest Nuamah,GHA,"FW,DF",Lyon,20,2003.0,1.2,50,44,6,0,0,1,4,2,4,3,0,0,41,0,2
298,Rabby Nzingoula,CGO,MF,Montpellier,18,2005.0,3.3,117,116,1,0,0,0,4,1,0,0,0,0,89,0,5
299,M'Bala Nzola,ANG,FW,Lens,28,1996.0,1.2,32,31,1,0,0,0,0,1,0,0,0,0,26,0,0
300,Marwann Nzuzi,FRA,DF,Saint-Étienne,20,2004.0,1.4,55,41,14,0,0,0,1,14,0,0,0,0,46,0,1
301,Hamzat Ojediran,NGA,MF,Lens,20,2003.0,1.2,71,70,1,1,2,0,1,0,0,0,0,0,59,0,1
302,Joseph Okumu,KEN,DF,Reims,27,1997.0,3.0,119,112,7,7,1,1,0,0,0,0,0,0,97,0,0
303,Ben Old,NZL,"MF,FW",Saint-Étienne,22,2002.0,3.4,70,67,3,1,0,0,6,0,2,2,0,0,55,0,3
304,Becir Omeragic,SUI,DF,Montpellier,22,2002.0,4.8,211,190,18,10,0,1,1,1,0,0,0,0,191,3,1
305,Ado Onaiwu,JPN,"FW,MF",Auxerre,28,1995.0,3.0,102,100,2,0,0,0,1,0,0,0,0,0,78,0,5
306,Christopher Operi,CIV,DF,Le Havre,27,1997.0,5.0,266,200,66,16,0,3,37,39,11,3,6,0,192,0,6
307,Victor Orakpo,NGA,FW,Nice,18,2006.0,0.3,10,9,1,0,0,0,0,0,0,0,0,0,10,0,0
308,Gift Orban,NGA,"FW,DF",Lyon,22,2002.0,2.1,33,30,3,0,0,0,1,1,1,0,0,0,22,0,4
309,Gabriel Osho,NGA,DF,Auxerre,26,1998.0,5.7,288,274,14,5,0,4,0,1,0,0,0,0,260,0,2
310,Jibril Othman,TUN,FW,Saint-Étienne,20,2004.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
311,Kassoum Ouattara,FRA,"DF,FW",Monaco,19,2004.0,1.0,62,51,11,2,0,2,1,9,0,0,0,0,52,0,0
312,Zinédine Ould Khaled,FRA,MF,Angers,24,2000.0,0.6,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0
313,Beres Owusu,FRA,DF,Saint-Étienne,21,2003.0,1.0,32,26,6,0,0,0,1,6,0,0,0,0,20,0,1
314,Elisha Owusu,GHA,MF,Auxerre,26,1997.0,5.7,228,224,4,3,0,1,3,1,0,0,0,0,189,0,4
315,Willian Pacho,ECU,DF,Paris S-G,22,2001.0,5.3,510,495,14,8,0,0,0,5,0,0,0,0,480,1,2
316,Nicolas Pallois,FRA,DF,Nantes,37,1987.0,3.0,131,127,4,2,0,1,1,2,0,0,0,0,117,0,1
317,Kévin Pedro,FRA,DF,Saint-Étienne,18,2006.0,0.1,11,8,3,0,0,0,1,3,0,0,0,0,6,0,0
318,Théo Pellenard,FRA,DF,Auxerre,30,1994.0,0.5,20,11,8,2,0,0,2,6,0,0,0,0,15,1,0
319,Faris Pemi Moumbagna,CMR,FW,Marseille,24,2000.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Mathias Pereira Lage,POR,"MF,FW",Brest,27,1996.0,2.5,74,65,9,4,0,0,12,1,4,3,1,0,52,0,4
321,Lucas Perri,BRA,GK,Lyon,26,1997.0,6.0,182,136,44,13,0,1,0,0,0,0,0,0,127,2,0
322,Gaëtan Perrin,FRA,"MF,FW",Auxerre,28,1996.0,3.7,158,132,25,8,1,1,24,1,13,4,7,0,124,1,4
323,Léo Pétrot,FRA,DF,Saint-Étienne,27,1997.0,1.7,60,51,8,1,0,0,2,7,0,0,0,0,42,1,1
324,Đorđe Petrović,SRB,GK,Strasbourg,24,1999.0,3.0,145,128,17,8,0,0,0,0,0,0,0,0,108,0,0
325,Adrien Rabiot,FRA,MF,Marseille,29,1995.0,0.3,28,26,2,1,1,0,1,1,0,0,0,0,27,0,0
326,Gonçalo Ramos,POR,FW,Paris S-G,23,2001.0,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
327,Lilian Raolisoa,FRA,DF,Angers,24,2000.0,0.9,48,36,12,1,0,0,5,9,2,0,2,0,38,0,1
328,Rayan Raveloson,MAD,"MF,DF",Auxerre,27,1997.0,4.3,185,174,11,8,0,1,4,2,1,1,0,0,166,0,4
329,Guillaume Restes,FRA,GK,Toulouse,19,2005.0,6.0,182,145,37,9,0,0,0,0,0,0,0,0,145,0,0
330,Alexsandro Ribeiro,BRA,DF,Lille,25,1999.0,5.0,395,379,16,9,0,1,2,1,0,0,0,0,356,0,2
331,Valentin Rongier,FRA,"DF,MF",Marseille,29,1994.0,1.8,98,88,10,4,0,0,0,6,0,0,0,0,86,0,1
332,Pablo Rosario,NED,"MF,DF",Nice,27,1997.0,4.9,230,226,4,4,2,0,0,0,0,0,0,0,204,0,2
333,Jon Rowe,ENG,FW,Marseille,21,2003.0,1.2,27,25,2,2,0,0,2,0,0,0,0,0,23,0,1
334,Fabián Ruiz Peña,ESP,MF,Paris S-G,28,1996.0,2.5,187,180,6,5,0,0,2,1,0,0,0,0,170,1,4
335,Gerónimo Rulli,ARG,GK,Marseille,32,1992.0,6.0,246,201,45,16,0,0,0,0,0,0,0,0,191,0,0
336,Emmanuel Sabbi,USA,"MF,FW",Le Havre,26,1997.0,1.4,23,22,1,1,0,0,2,0,0,0,0,0,15,0,0
337,Falaye Sacko,MLI,DF,Montpellier,29,1995.0,5.5,249,203,46,2,0,1,6,44,0,0,0,0,207,0,6
338,Matvei Safonov,RUS,GK,Paris S-G,25,1999.0,2.0,66,52,13,4,0,0,0,0,0,0,0,0,52,1,0
339,Modibo Sagnan,MLI,DF,Montpellier,25,1999.0,6.0,243,233,10,5,0,6,0,0,0,0,0,0,216,0,5
340,Osame Sahraoui,NOR,"MF,FW",Lille,23,2001.0,3.9,195,192,2,2,2,0,5,0,0,0,0,0,171,1,2
341,Wesley Saïd,FRA,"FW,MF",Lens,29,1995.0,3.1,66,61,5,1,0,0,4,1,0,0,0,0,49,0,1
342,Ibrahim Salah,MAR,FW,Brest,23,2001.0,1.0,24,24,0,0,0,0,2,0,0,0,0,0,18,0,1
343,Amine Salama,FRA,"FW,MF",Reims,24,2000.0,0.9,20,18,2,0,0,2,0,0,0,0,0,0,18,0,1
344,Mohammed Salisu,GHA,DF,Monaco,25,1999.0,4.0,298,288,10,8,0,2,0,1,0,0,0,0,251,0,2
345,Yoann Salmier,GUF,DF,Le Havre,31,1992.0,2.9,119,107,12,6,0,2,0,5,0,0,0,0,103,0,0
346,Mama Samba Baldé,GNB,FW,Lyon,28,1995.0,0.4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
347,Mama Samba Baldé,GNB,FW,Brest,28,1995.0,1.3,24,24,0,0,0,0,1,0,0,0,0,0,16,0,1
348,Brice Samba,FRA,GK,Lens,30,1994.0,6.0,202,154,48,19,0,3,0,0,0,0,0,0,154,0,0
349,Arouna Sangante,SEN,DF,Le Havre,22,2002.0,4.8,233,208,24,14,0,0,0,10,0,0,0,0,200,1,1
350,Nhoa Sangui,FRA,DF,Reims,18,2006.0,3.8,173,144,27,3,0,2,4,24,0,0,0,0,141,2,4
351,Baptiste Santamaria,FRA,MF,Rennes,29,1995.0,3.0,160,156,4,3,1,0,2,1,0,0,0,0,129,0,4
352,Andrey Santos,BRA,MF,Strasbourg,20,2004.0,4.8,232,222,9,8,2,0,0,1,0,0,0,0,194,1,6
353,Tiago Santos,POR,DF,Lille,22,2002.0,4.0,196,178,18,1,0,0,18,17,0,0,0,0,152,0,6
354,Mamadou Sarr,FRA,DF,Strasbourg,19,2005.0,1.8,62,50,12,5,0,0,0,0,0,0,0,0,56,0,0
355,Martin Satriano,URU,"FW,DF",Lens,23,2001.0,0.5,18,16,2,0,0,0,1,1,0,0,0,0,10,0,1
356,Téji Savanier,FRA,MF,Montpellier,32,1991.0,5.9,350,273,73,25,4,13,50,7,31,7,20,0,245,4,5
357,Niklas Schmidt,GER,MF,Toulouse,26,1998.0,1.6,126,116,10,2,0,3,11,0,8,3,5,0,97,0,2
358,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,21,2003.0,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
359,Alidu Seidu,GHA,DF,Rennes,24,2000.0,4.9,244,193,51,10,1,1,3,36,0,0,0,0,200,0,4
360,Marvin Senaya,TOG,DF,Strasbourg,23,2001.0,1.2,77,58,18,5,0,0,1,13,0,0,0,0,65,1,3
361,Djibril Sidibé,FRA,DF,Toulouse,32,1992.0,3.3,223,182,39,7,2,0,6,28,0,0,0,0,171,2,6
362,Vincent Sierro,SUI,MF,Toulouse,28,1995.0,5.2,315,276,38,18,1,2,26,2,17,4,11,0,244,1,3
363,Caio Henrique Oliveira Silva,BRA,DF,Monaco,27,1997.0,3.1,254,193,60,15,0,1,24,34,11,6,4,0,198,1,7
364,Abdallah Sima,SEN,"FW,MF",Brest,23,2001.0,2.6,61,58,3,1,0,0,2,2,0,0,0,0,42,0,2
365,Moses Simon,NGA,FW,Nantes,29,1995.0,5.6,192,172,20,3,0,0,38,4,12,5,5,0,131,0,12
366,Lassine Sinayoko,MLI,"FW,MF",Auxerre,24,1999.0,5.7,180,174,5,0,0,0,6,0,0,0,0,0,142,1,7
367,Wilfried Singo,CIV,DF,Monaco,23,2000.0,3.1,191,180,10,10,0,1,3,0,0,0,0,0,169,1,0
368,Ibrahim Sissoko,MLI,FW,Saint-Étienne,28,1995.0,4.3,80,68,11,0,0,2,0,0,0,0,0,0,53,1,3
369,Leo Skiri Østigård,NOR,DF,Rennes,24,1999.0,3.7,190,180,10,6,0,1,0,1,0,0,0,0,154,0,2
370,Milan Škriniar,SVK,DF,Paris S-G,29,1995.0,1.2,100,98,2,2,0,2,0,0,0,0,0,0,95,0,0
371,Naatan Skyttä,FIN,FW,Toulouse,22,2002.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
372,Florian Sotoca,FRA,FW,Lens,33,1990.0,4.4,185,177,5,1,1,0,15,3,0,0,0,0,130,3,10
373,Issa Soumaré,SEN,"FW,MF",Le Havre,23,2000.0,2.8,72,70,2,0,0,0,0,1,0,0,0,0,49,0,2
374,Saidou Sow,GUI,DF,Strasbourg,22,2002.0,5.8,292,284,7,6,0,0,0,0,0,0,0,0,255,1,1
375,Lucas Stassin,BEL,FW,Saint-Étienne,19,2004.0,1.5,30,23,7,0,0,0,1,0,0,0,0,0,18,0,0
376,Enzo Sternal,FRA,FW,Marseille,17,2007.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
377,Gabriel Suazo,CHI,"DF,MF",Toulouse,27,1997.0,3.0,152,117,35,8,0,2,11,25,2,1,1,0,118,0,3
378,Abakar Sylla,CIV,DF,Strasbourg,21,2002.0,3.9,281,246,35,13,0,0,0,3,0,0,0,0,248,0,4
379,Issiaga Sylla,GUI,"FW,DF",Montpellier,30,1994.0,0.1,13,11,2,0,0,0,1,2,0,0,0,0,11,0,1
380,Musa Al-Taamari,JOR,FW,Montpellier,27,1997.0,1.9,54,52,2,0,0,0,2,2,0,0,0,0,46,0,4
381,Nicolás Tagliafico,ARG,DF,Lyon,32,1992.0,1.0,69,66,3,0,0,0,3,3,0,0,0,0,64,0,0
382,Florian Tardieu,FRA,MF,Saint-Étienne,32,1992.0,1.8,110,105,4,4,0,2,1,0,0,0,0,0,88,1,0
383,Oussama Targhalline,MAR,MF,Le Havre,22,2002.0,2.9,117,111,3,2,2,0,0,1,0,0,0,0,95,3,0
384,Enzo Tchato,CMR,DF,Montpellier,21,2002.0,4.9,221,188,33,6,0,0,20,27,0,0,0,0,170,0,2
385,Tanner Tessmann,USA,MF,Lyon,23,2001.0,0.8,41,41,0,0,0,1,0,0,0,0,0,0,37,0,1
386,Teddy Teuma,MLT,MF,Reims,31,1993.0,1.2,95,81,13,7,0,1,5,1,3,2,1,0,77,1,1
387,Jordan Teze,NED,DF,Monaco,25,1999.0,1.8,81,61,20,2,0,1,1,18,0,0,0,0,66,0,2
388,Sorba Thomas,WAL,FW,Nantes,25,1999.0,4.1,136,117,19,4,0,1,39,1,14,5,7,0,77,0,6
389,Adrien Thomasson,FRA,MF,Lens,30,1993.0,5.2,274,259,14,6,1,0,15,1,7,2,3,0,223,1,5
390,Corentin Tolisso,FRA,MF,Lyon,30,1994.0,3.0,164,158,4,2,1,1,1,2,0,0,0,0,138,2,5
391,Abdoulaye Touré,GUI,MF,Le Havre,30,1994.0,5.3,184,181,1,1,1,1,0,0,0,0,0,0,151,2,0
392,Birama Touré,MLI,MF,Montpellier,32,1992.0,0.5,15,15,0,0,0,0,0,0,0,0,0,0,8,0,0
393,Adrien Truffert,FRA,"DF,MF",Rennes,22,2001.0,4.5,154,141,13,3,0,0,12,10,0,0,0,0,112,0,7
394,Vanderson,BRA,DF,Monaco,23,2001.0,4.0,230,181,46,7,2,2,7,39,0,0,0,0,176,3,5
395,Jordan Veretout,FRA,MF,Lyon,31,1993.0,1.6,111,102,9,1,0,1,11,0,7,7,0,0,83,0,3
396,Ben Viadere,FRA,MF,Auxerre,19,2005.0,0.1,6,3,3,0,0,0,4,0,3,1,2,0,2,0,1
397,Vitinha,POR,MF,Paris S-G,24,2000.0,3.8,390,378,12,11,2,5,2,1,0,0,0,0,369,0,4
398,Ibrahima Wadji,SEN,FW,Saint-Étienne,29,1995.0,0.5,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1
399,Elye Wahi,FRA,FW,Marseille,21,2003.0,3.5,64,60,3,0,0,1,1,0,0,0,0,0,49,1,4
400,Caleb Wiley,USA,"DF,MF",Strasbourg,19,2004.0,2.4,93,76,16,1,1,2,5,15,0,0,0,0,73,1,4
401,Christopher Wooh,CMR,DF,Rennes,23,2001.0,6.0,252,238,12,9,0,1,0,0,0,0,0,0,215,2,2
402,Etienne Youte Kinkoue,FRA,DF,Le Havre,22,2002.0,3.0,99,94,5,4,0,0,0,0,0,0,0,0,87,0,0
403,Yoram Zague,FRA,DF,Paris S-G,18,2006.0,0.8,85,76,9,0,0,0,0,9,0,0,0,0,80,0,0
404,Wilfried Zaha,CIV,FW,Lyon,31,1992.0,0.6,21,21,0,0,0,0,0,0,0,0,0,0,20,0,0
405,Warren Zaïre-Emery,FRA,"MF,DF",Paris S-G,18,2006.0,4.9,313,301,11,2,1,4,1,9,0,0,0,0,294,1,2
406,Miha Zajc,SVN,MF,Toulouse,30,1994.0,0.4,28,28,0,0,0,0,0,0,0,0,0,0,21,0,0
407,Denis Zakaria,SUI,MF,Monaco,27,1996.0,5.3,302,289,12,10,2,0,2,2,0,0,0,0,272,1,1
408,Anass Zaroury,MAR,"MF,FW",Lens,23,2000.0,2.2,82,75,6,2,0,0,10,0,2,2,0,0,48,1,4
409,Nathan Zeze,FRA,DF,Nantes,19,2005.0,4.0,211,205,6,5,1,1,1,0,0,0,0,0,180,0,1
410,Edon Zhegrova,KVX,"MF,FW",Lille,25,1999.0,3.9,181,151,26,3,0,0,33,3,20,5,11,0,133,4,4
411,Luc Zogbé,CIV,DF,Brest,19,2005.0,1.3,57,42,15,2,0,0,3,13,0,0,0,0,40,0,0
412,Aristide Zossou,CIV,MF,Auxerre,19,2005.0,0.1,6,6,0,0,0,1,0,0,0,0,0,0,6,0,0
413,Yanis Zouaoui,ALG,DF,Le Havre,30,1994.0,0.8,42,27,15,3,0,0,9,8,4,3,1,0,33,0,1
