Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls_per_90,Ast,Ast_per_90,G+A,G+A_per_90,G-PK,G-PK_per_90,PK,PKatt,CrdY,CrdR,xG,xG_per_90,npxG,npxG_per_90,xAG,xAG_per_90,npxG+xAG,npxG+xAG_per_90,PrgC,PrgP,PrgR,G+A-PK,xG+xAG
58,Jeremie Boga,CIV,"FW,MF",Nice,27.0,1997.0,3,2,171,1.9,0,0.0,1,0.53,1,0.53,0,0.0,0,0,0,0,0.3,0.16,0.3,0.16,0.4,0.19,0.7,0.36,12,4,12,0.53,0.36
59,Moïse Bombito,CAN,DF,Nice,24.0,2000.0,4,4,334,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,1,0.0,0.0
60,Ayyoub Bouaddi,FRA,MF,Lille,16.0,2007.0,5,1,94,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,0.0,0.0
61,Badredine Bouanani,ALG,"FW,MF",Nice,19.0,2004.0,6,2,257,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.7,0.26,0.7,0.26,0.3,0.1,1.0,0.35,9,9,19,0.0,0.35
62,Benjamin Bouchouari,MAR,MF,Saint-Étienne,22.0,2001.0,2,0,28,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0
63,Hicham Boudaoui,ALG,MF,Nice,25.0,1999.0,4,4,359,4.0,1,0.25,1,0.25,2,0.5,1,0.25,0,0,1,0,0.4,0.11,0.4,0.11,0.5,0.12,0.9,0.23,10,24,10,0.5,0.23
64,Benjamin Bourigeaud,FRA,MF,Rennes,30.0,1994.0,1,1,80,0.9,1,1.13,0,0.0,1,1.13,1,1.13,0,0,0,0,0.2,0.17,0.2,0.17,0.0,0.0,0.2,0.17,0,4,4,1.13,0.17
65,Bilal Brahimi,ALG,MF,Nice,24.0,2000.0,2,1,76,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.05,0.0,0.05,0.0,0.01,0.1,0.07,3,4,10,0.0,0.07
66,Lilian Brassier,FRA,DF,Marseille,24.0,1999.0,5,5,442,4.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.02,0.1,0.02,0.0,0.0,0.1,0.02,6,17,4,0.0,0.02
67,Aurélio Buta,POR,DF,Reims,27.0,1997.0,4,4,333,3.7,0,0.0,1,0.27,1,0.27,0,0.0,0,0,2,0,0.0,0.01,0.0,0.01,0.1,0.04,0.2,0.05,3,9,9,0.27,0.05
68,Marcin Bułka,POL,GK,Nice,24.0,1999.0,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
69,Rémy Cabella,FRA,"MF,FW",Lille,34.0,1990.0,6,3,260,2.9,0,0.0,1,0.35,1,0.35,0,0.0,0,0,0,0,0.8,0.26,0.8,0.26,0.9,0.3,1.6,0.56,11,17,33,0.35,0.56
70,Mathieu Cafaro,FRA,"MF,FW",Saint-Étienne,27.0,1997.0,6,5,397,4.4,1,0.23,0,0.0,1,0.23,1,0.23,0,0,2,0,0.8,0.19,0.8,0.19,0.3,0.07,1.1,0.26,9,7,30,0.23,0.26
71,Duje Ćaleta-Car,CRO,DF,Lyon,28.0,1996.0,6,6,539,6.0,1,0.17,0,0.0,1,0.17,1,0.17,0,0,3,0,0.7,0.11,0.7,0.11,0.0,0.0,0.7,0.11,1,12,0,0.17,0.11
72,Issiaga Camara,GUI,MF,Nice,19.0,2005.0,1,0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0
73,Lamine Camara,SEN,MF,Monaco,20.0,2004.0,5,4,337,3.7,2,0.53,1,0.27,3,0.8,2,0.53,0,0,3,1,0.6,0.17,0.6,0.17,0.7,0.2,1.4,0.37,6,17,6,0.8,0.37
74,Mahdi Camara,FRA,MF,Brest,26.0,1998.0,6,5,456,5.1,2,0.39,0,0.0,2,0.39,2,0.39,0,0,1,0,0.6,0.11,0.6,0.11,0.2,0.04,0.8,0.15,10,20,15,0.39,0.15
75,Axel Camblan,FRA,"MF,FW",Brest,21.0,2003.0,2,0,26,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.17,2,2,1,0.0,0.17
76,Jaydee Canvot,FRA,DF,Toulouse,18.0,2006.0,1,0,5,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
77,Pierrick Capelle,FRA,MF,Angers,37.0,1987.0,4,2,183,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,3,7,6,0.0,0.02
78,Maxence Caqueret,FRA,MF,Lyon,24.0,2000.0,6,5,458,5.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.06,0.3,0.06,0.3,0.06,0.6,0.12,12,39,12,0.0,0.12
