Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_tackles,TklW_tackles,Def 3rd_tackles,Mid 3rd_tackles,Att 3rd_tackles,Tkl_challenges,Att_challenges,Tkl%_challenges,Lost_challenges,Blocks_blocks,Sh_blocks,Pass_blocks,Int,Tkl+Int,Clr,Err
186,Paul Joly,FRA,DF,Auxerre,24,2000.0,4.1,15,11,11,4,0,8,15,53.3,7,5,0,5,11,26,14,2
187,Jota,POR,FW,Rennes,25,1999.0,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
188,Antoine Joujou,FRA,"MF,FW",Le Havre,21,2003.0,3.3,6,5,4,1,1,2,4,50.0,2,8,2,6,3,9,3,0
189,Jubal,BRA,DF,Auxerre,31,1993.0,5.4,8,6,7,1,0,5,11,45.5,6,9,3,6,4,12,28,0
190,Hamed Junior Traorè,CIV,MF,Auxerre,24,2000.0,3.6,8,5,2,4,2,2,9,22.2,7,2,0,2,3,11,6,0
191,Yaya Kader Fofana,MLI,"MF,FW",Reims,20,2004.0,4.1,12,7,6,5,1,2,7,28.6,5,4,0,4,2,14,2,0
192,Tino Kadewere,ZIM,"MF,FW",Nantes,28,1996.0,3.5,11,5,4,3,4,6,9,66.7,3,1,0,1,3,14,7,0
193,Arnaud Kalimuendo,FRA,FW,Rennes,22,2002.0,3.6,2,1,0,1,1,1,1,100.0,0,1,0,1,0,2,0,0
194,Waren Kamanzi,NOR,"DF,MF",Toulouse,23,2000.0,4.3,16,8,7,7,2,7,14,50.0,7,1,0,1,1,17,9,0
195,Glen Kamara,FIN,MF,Rennes,28,1995.0,3.2,10,4,3,5,2,5,6,83.3,1,4,0,4,3,13,3,0
196,Nordine Kandil,FRA,MF,Strasbourg,22,2001.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
197,Lee Kang-in,KOR,"MF,FW",Paris S-G,23,2001.0,4.2,7,4,1,2,4,6,10,60.0,4,1,0,1,1,8,2,0
198,Yassine Kechta,MAR,"FW,MF",Le Havre,22,2002.0,5.2,14,9,5,7,2,7,18,38.9,11,6,0,6,5,19,1,0
199,Thilo Kehrer,GER,DF,Monaco,28,1996.0,4.0,12,10,9,3,0,5,8,62.5,3,1,1,0,2,14,17,1
200,Reda Khadra,GER,"MF,FW",Reims,23,2001.0,0.9,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0
201,Wahbi Khazri,TUN,FW,Montpellier,33,1991.0,1.3,3,2,0,2,1,1,1,100.0,0,1,1,0,1,4,0,0
202,Abdukodir Khusanov,UZB,DF,Lens,20,2004.0,4.2,5,3,4,1,0,2,3,66.7,1,11,9,2,13,18,28,0
203,Joshua King,NOR,"MF,FW",Toulouse,32,1992.0,1.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0
204,Cédric Kipré,CIV,DF,Reims,27,1996.0,3.1,5,4,4,1,0,5,6,83.3,1,6,3,3,2,7,20,0
205,Philipp Köhn,SUI,GK,Monaco,26,1998.0,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
206,Randal Kolo Muani,FRA,FW,Paris S-G,25,1998.0,2.8,3,3,1,0,2,0,0,0.0,0,0,0,0,0,3,3,0
207,Geoffrey Kondogbia,CTA,"MF,DF",Marseille,31,1993.0,4.9,16,8,11,5,0,11,11,100.0,0,2,0,2,5,21,16,0
208,Abdoul Koné,FRA,DF,Reims,19,2005.0,0.7,4,2,3,1,0,2,4,50.0,2,1,1,0,1,5,1,0
209,Amadou Koné,MLI,MF,Reims,19,2005.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
210,Ismaël Koné,CAN,MF,Marseille,22,2002.0,1.6,3,1,2,1,0,1,2,50.0,1,4,1,3,2,5,1,0
211,Boubakar Kouyaté,MLI,DF,Montpellier,27,1997.0,1.2,4,1,3,1,0,3,5,60.0,2,0,0,0,3,7,5,0
212,Sael Kumbedi,FRA,DF,Lyon,19,2005.0,1.0,4,2,1,2,1,3,4,75.0,1,0,0,0,2,6,3,0
213,Daler Kuzyaev,RUS,MF,Le Havre,31,1993.0,3.2,5,4,3,2,0,0,3,0.0,3,4,2,2,3,8,3,0
214,Rémy Labeau Lascary,GLP,FW,Lens,21,2003.0,2.7,1,0,0,1,0,0,3,0.0,3,2,0,2,0,1,2,0
215,Gaëtan Laborde,FRA,FW,Nice,30,1994.0,0.9,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,1,0
216,Alexandre Lacazette,FRA,FW,Lyon,33,1991.0,4.0,2,1,1,1,0,2,5,40.0,3,1,0,1,0,2,1,0
217,Alban Lafont,FRA,GK,Nantes,25,1999.0,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1
218,Kenny Lala,MAD,DF,Brest,32,1991.0,5.0,16,12,9,7,0,13,17,76.5,4,7,5,2,6,22,11,0
219,Mohamed Lamine Bayo,GUI,FW,Lille,26,1998.0,2.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
220,Gautier Larsonneur,FRA,GK,Saint-Étienne,27,1997.0,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0
221,Julien Le Cardinal,FRA,DF,Brest,27,1997.0,4.8,6,3,3,3,0,3,6,50.0,3,7,6,1,9,15,27,0
222,Jérémy Le Douaron,FRA,FW,Brest,26,1998.0,1.1,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0
223,Benjamin Lecomte,FRA,GK,Montpellier,33,1991.0,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
224,Jordan Lefort,FRA,DF,Angers,31,1993.0,6.0,15,12,12,3,0,9,13,69.2,4,8,1,7,8,23,25,1
225,Félix Lemaréchal,FRA,"MF,FW",Strasbourg,21,2003.0,0.8,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0
226,Donovan Léon,GUF,GK,Auxerre,31,1992.0,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1
227,Esteban Lepaul,FRA,FW,Angers,24,2000.0,1.3,1,1,0,0,1,0,3,0.0,3,0,0,0,0,1,2,0
228,Johann Lepenant,FRA,MF,Nantes,21,2002.0,4.9,11,5,5,4,2,3,10,30.0,7,5,2,3,6,17,3,0
229,Louis Leroux,FRA,FW,Nantes,18,2006.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
230,Pol Lirola,ESP,"DF,FW",Marseille,27,1997.0,1.5,3,2,1,2,0,1,3,33.3,2,0,0,0,0,3,2,0
231,Gautier Lloris,FRA,DF,Le Havre,29,1995.0,6.0,10,6,5,5,0,6,12,50.0,6,4,3,1,1,11,25,0
232,Jordan Lotomba,SUI,"MF,DF",Nice,26,1998.0,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
233,Tom Louchet,FRA,MF,Nice,21,2003.0,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
234,Othmane Maamma,FRA,FW,Montpellier,18,2005.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
235,Deiver Machado,COL,DF,Lens,31,1993.0,2.6,2,1,2,0,0,2,2,100.0,0,2,0,2,1,3,4,0
236,Yvann Macon,FRA,DF,Saint-Étienne,25,1998.0,1.6,2,1,0,2,0,1,1,100.0,0,1,1,0,0,2,4,1
237,Eros Maddy,NED,DF,Auxerre,23,2001.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
238,Soungoutou Magassa,FRA,MF,Monaco,20,2003.0,1.8,12,8,3,8,1,7,8,87.5,1,1,0,1,4,16,0,1
239,Hugo Magnetti,FRA,MF,Brest,26,1998.0,4.3,5,1,3,2,0,4,7,57.1,3,4,1,3,4,9,6,0
240,Frank Magri,CMR,FW,Toulouse,25,1999.0,2.8,1,0,0,0,1,1,3,33.3,2,7,0,7,1,2,2,0
241,Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,27,1997.0,4.1,16,9,2,9,5,9,12,75.0,3,4,1,3,10,26,5,0
242,Hianga Mananga Mbock,FRA,MF,Brest,24,1999.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0
243,Steve Mandanda,FRA,GK,Rennes,39,1985.0,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
244,Aïssa Mandi,ALG,DF,Lille,32,1991.0,3.5,6,4,1,5,0,3,4,75.0,1,2,2,0,3,9,5,0
245,Orel Mangala,BEL,MF,Lyon,26,1998.0,0.7,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,1,0
246,Sekou Mara,FRA,FW,Strasbourg,22,2002.0,0.8,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,0,0
247,Marquinhos,BRA,DF,Paris S-G,30,1994.0,4.0,5,3,2,2,1,2,2,100.0,0,7,3,4,1,6,10,0
248,Jonas Martin,FRA,"MF,FW",Brest,34,1990.0,2.8,3,1,3,0,0,1,3,33.3,2,3,0,3,5,8,3,0
249,Clinton Mata,ANG,DF,Lyon,31,1992.0,6.0,11,6,5,5,1,8,8,100.0,0,6,3,3,11,22,11,2
250,Eliot Matazo,BEL,MF,Monaco,22,2002.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
251,Nemanja Matić,SRB,MF,Lyon,36,1988.0,4.0,8,7,2,5,1,3,8,37.5,5,4,1,3,2,10,4,0
252,Azor Matusiwa,NED,MF,Rennes,26,1998.0,5.8,20,11,9,11,0,12,15,80.0,3,9,3,6,8,28,13,0
253,Neal Maupay,FRA,FW,Marseille,28,1996.0,1.4,1,0,1,0,0,0,0,0.0,0,1,0,1,0,1,0,0
254,Christian Mawissa,FRA,DF,Monaco,19,2005.0,0.9,4,1,1,3,0,4,4,100.0,0,4,1,3,4,8,0,0
255,Senny Mayulu,FRA,"MF,DF",Paris S-G,18,2006.0,0.5,3,2,1,2,0,0,1,0.0,1,4,2,2,1,4,0,0
256,Ethan Mbappé,FRA,"MF,FW",Lille,17,2006.0,0.9,1,0,0,1,0,0,2,0.0,2,4,0,4,0,1,0,0
257,Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,16,2008.0,0.9,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
258,Mark McKenzie,USA,DF,Toulouse,25,1999.0,3.7,9,6,3,6,0,6,8,75.0,2,8,5,3,3,12,15,0
259,Facundo Medina,ARG,"DF,MF",Lens,25,1999.0,6.0,10,6,6,3,1,4,6,66.7,2,6,0,6,7,17,20,0
260,Henrik Meister,DEN,FW,Rennes,20,2003.0,0.7,2,0,0,2,0,0,0,0.0,0,4,0,4,1,3,0,0
261,Bamo Meïté,CIV,"DF,MF",Marseille,22,2001.0,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
262,Farid El Melali,ALG,FW,Angers,27,1997.0,3.4,6,1,1,2,3,3,9,33.3,6,3,0,3,2,8,1,0
263,Nuno Mendes,POR,DF,Paris S-G,22,2002.0,1.8,1,1,1,0,0,1,2,50.0,1,2,1,1,0,1,2,0
264,Antoine Mendy,FRA,"DF,MF",Nice,20,2004.0,2.8,9,5,5,4,0,5,8,62.5,3,3,1,2,2,11,6,0
265,Nampalys Mendy,SEN,MF,Lens,32,1992.0,0.8,3,1,2,1,0,1,3,33.3,2,0,0,0,0,3,0,0
266,Gideon Mensah,GHA,DF,Auxerre,26,1998.0,0.3,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,2,0
267,Quentin Merlin,FRA,"DF,MF",Marseille,22,2002.0,3.0,2,1,1,0,1,1,3,33.3,2,1,1,0,2,4,3,0
268,Thomas Meunier,BEL,DF,Lille,33,1991.0,3.2,9,6,5,3,1,5,6,83.3,1,4,2,2,2,11,9,0
269,Georges Mikautadze,GEO,FW,Lyon,23,2000.0,3.8,3,2,1,1,1,1,1,100.0,0,2,0,2,1,4,0,0
270,Takumi Minamino,JPN,MF,Monaco,29,1995.0,3.9,1,1,1,0,0,1,4,25.0,3,4,0,4,2,3,1,0
271,Lucas Mincarelli,FRA,DF,Montpellier,20,2004.0,1.5,2,2,0,1,1,1,2,50.0,1,1,1,0,1,3,4,0
272,Mostafa Mohamed,EGY,FW,Nantes,26,1997.0,1.0,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,4,0
273,Florent Mollet,FRA,MF,Nantes,32,1991.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
274,Diego Moreira,POR,"DF,FW",Strasbourg,20,2004.0,4.2,9,5,1,4,4,5,7,71.4,2,3,0,3,6,15,10,0
275,Aimen Moueffek,FRA,MF,Saint-Étienne,23,2001.0,2.6,4,1,0,4,0,1,4,25.0,3,4,2,2,1,5,10,0
276,Youssoufa Moukoko,GER,"FW,MF",Nice,19,2004.0,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
277,Louis Mouton,FRA,MF,Saint-Étienne,22,2002.0,0.4,2,2,1,0,1,1,2,50.0,1,0,0,0,0,2,1,0
278,Ngal'Ayel Mukau,,MF,Lille,19,2004.0,1.4,7,5,2,4,1,5,9,55.6,4,2,0,2,2,9,1,0
279,Marshall Munetsi,ZIM,MF,Reims,28,1996.0,6.0,12,8,8,2,2,7,12,58.3,5,8,2,6,4,16,7,0
280,Junior Mwanga,FRA,MF,Strasbourg,21,2003.0,1.7,8,3,7,1,0,4,6,66.7,2,0,0,0,0,8,1,0
281,Mickael Nade,FRA,DF,Saint-Étienne,25,1999.0,1.6,3,1,1,2,0,2,2,100.0,0,2,0,2,2,5,5,1
282,Mahamadou Nagida,CMR,"DF,MF",Rennes,19,2005.0,0.2,0,0,0,0,0,0,0,0.0,0,1,0,1,2,2,0,0
283,Keito Nakamura,JPN,FW,Reims,24,2000.0,4.5,7,7,1,3,3,3,6,50.0,3,5,0,5,4,11,2,0
284,Sebastian Nanasi,SWE,"MF,FW",Strasbourg,22,2002.0,3.6,1,1,0,1,0,1,4,25.0,3,4,1,3,0,1,3,0
285,Youssouf Ndayishimiye,BDI,DF,Nice,25,1998.0,4.0,7,2,4,3,0,2,3,66.7,1,2,1,1,6,13,20,1
286,Rassoul Ndiaye,SEN,MF,Le Havre,22,2001.0,2.7,10,7,6,4,0,1,8,12.5,7,4,0,4,2,12,0,0
287,Tanguy Ndombele,FRA,MF,Nice,27,1996.0,4.7,14,9,2,11,1,6,9,66.7,3,6,0,6,4,18,2,0
288,Loïc Nego,HUN,DF,Le Havre,33,1991.0,4.8,13,9,9,3,1,9,11,81.8,2,3,0,3,9,22,11,0
289,João Neves,POR,MF,Paris S-G,20,2004.0,4.8,15,7,3,10,2,3,9,33.3,6,4,1,3,3,18,2,0
290,Mikayil Ngor Faye,SEN,DF,Rennes,20,2004.0,0.3,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
291,Steve Ngoura,FRA,FW,Le Havre,19,2005.0,0.7,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
292,Moussa Niakhate,SEN,DF,Lyon,28,1996.0,4.0,15,8,13,2,0,7,8,87.5,1,6,3,3,2,17,19,1
293,Abdoulaye Niakhate Ndiaye,SEN,DF,Brest,22,2002.0,1.0,3,2,1,2,0,2,2,100.0,0,0,0,0,1,4,8,0
294,Ibrahima Niane,SEN,"FW,MF",Angers,25,1999.0,0.4,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,0,0
295,Rasmus Nicolaisen,DEN,DF,Toulouse,27,1997.0,6.0,6,3,4,2,0,3,5,60.0,2,8,3,5,9,15,21,0
296,Arnaud Nordin,FRA,FW,Montpellier,26,1998.0,4.5,7,3,1,6,0,5,8,62.5,3,4,0,4,2,9,1,0
297,Ernest Nuamah,GHA,"FW,DF",Lyon,20,2003.0,1.2,2,1,1,0,1,1,2,50.0,1,0,0,0,1,3,2,0
298,Rabby Nzingoula,CGO,MF,Montpellier,18,2005.0,3.3,13,8,6,5,2,4,10,40.0,6,4,0,4,6,19,4,0
299,M'Bala Nzola,ANG,FW,Lens,28,1996.0,1.2,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,0,0
300,Marwann Nzuzi,FRA,DF,Saint-Étienne,20,2004.0,1.4,2,2,1,0,1,1,2,50.0,1,0,0,0,2,4,6,0
301,Hamzat Ojediran,NGA,MF,Lens,20,2003.0,1.2,7,4,2,5,0,2,4,50.0,2,1,0,1,4,11,2,0
302,Joseph Okumu,KEN,DF,Reims,27,1997.0,3.0,4,2,2,2,0,2,4,50.0,2,10,9,1,5,9,11,1
303,Ben Old,NZL,"MF,FW",Saint-Étienne,22,2002.0,3.4,4,4,3,1,0,2,7,28.6,5,4,1,3,1,5,0,0
304,Becir Omeragic,SUI,DF,Montpellier,22,2002.0,4.8,11,4,9,2,0,6,10,60.0,4,5,3,2,5,16,14,0
305,Ado Onaiwu,JPN,"FW,MF",Auxerre,28,1995.0,3.0,5,4,0,5,0,2,3,66.7,1,1,0,1,1,6,2,0
306,Christopher Operi,CIV,DF,Le Havre,27,1997.0,5.0,4,3,1,1,2,1,3,33.3,2,7,2,5,6,10,11,0
307,Victor Orakpo,NGA,FW,Nice,18,2006.0,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
308,Gift Orban,NGA,"FW,DF",Lyon,22,2002.0,2.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
309,Gabriel Osho,NGA,DF,Auxerre,26,1998.0,5.7,4,3,4,0,0,3,5,60.0,2,14,10,4,3,7,32,0
310,Jibril Othman,TUN,FW,Saint-Étienne,20,2004.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
311,Kassoum Ouattara,FRA,"DF,FW",Monaco,19,2004.0,1.0,2,1,0,2,0,1,1,100.0,0,1,0,1,1,3,0,0
312,Zinédine Ould Khaled,FRA,MF,Angers,24,2000.0,0.6,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1,0
313,Beres Owusu,FRA,DF,Saint-Étienne,21,2003.0,1.0,2,2,1,1,0,2,2,100.0,0,2,2,0,0,2,5,0
314,Elisha Owusu,GHA,MF,Auxerre,26,1997.0,5.7,22,11,8,14,0,9,15,60.0,6,9,2,7,11,33,9,0
315,Willian Pacho,ECU,DF,Paris S-G,22,2001.0,5.3,8,5,7,1,0,4,6,66.7,2,9,4,5,11,19,19,0
316,Nicolas Pallois,FRA,DF,Nantes,37,1987.0,3.0,11,3,9,2,0,8,9,88.9,1,2,1,1,4,15,20,0
317,Kévin Pedro,FRA,DF,Saint-Étienne,18,2006.0,0.1,3,0,2,1,0,3,3,100.0,0,1,0,1,2,5,1,0
318,Théo Pellenard,FRA,DF,Auxerre,30,1994.0,0.5,3,2,2,1,0,1,3,33.3,2,1,0,1,0,3,3,0
319,Faris Pemi Moumbagna,CMR,FW,Marseille,24,2000.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
320,Mathias Pereira Lage,POR,"MF,FW",Brest,27,1996.0,2.5,3,2,1,2,0,0,1,0.0,1,4,0,4,3,6,4,0
321,Lucas Perri,BRA,GK,Lyon,26,1997.0,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1
322,Gaëtan Perrin,FRA,"MF,FW",Auxerre,28,1996.0,3.7,10,2,8,0,2,6,11,54.5,5,0,0,0,2,12,1,0
323,Léo Pétrot,FRA,DF,Saint-Étienne,27,1997.0,1.7,1,1,1,0,0,1,1,100.0,0,5,2,3,2,3,9,0
324,Đorđe Petrović,SRB,GK,Strasbourg,24,1999.0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
325,Adrien Rabiot,FRA,MF,Marseille,29,1995.0,0.3,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0
326,Gonçalo Ramos,POR,FW,Paris S-G,23,2001.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
327,Lilian Raolisoa,FRA,DF,Angers,24,2000.0,0.9,3,2,1,1,1,1,3,33.3,2,1,1,0,1,4,1,0
328,Rayan Raveloson,MAD,"MF,DF",Auxerre,27,1997.0,4.3,3,2,1,2,0,2,10,20.0,8,2,1,1,1,4,9,0
329,Guillaume Restes,FRA,GK,Toulouse,19,2005.0,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
330,Alexsandro Ribeiro,BRA,DF,Lille,25,1999.0,5.0,7,6,2,4,1,6,8,75.0,2,1,0,1,5,12,18,0
331,Valentin Rongier,FRA,"DF,MF",Marseille,29,1994.0,1.8,6,3,4,2,0,1,4,25.0,3,4,1,3,2,8,7,0
332,Pablo Rosario,NED,"MF,DF",Nice,27,1997.0,4.9,3,2,0,3,0,2,4,50.0,2,6,4,2,6,9,11,1
333,Jon Rowe,ENG,FW,Marseille,21,2003.0,1.2,4,4,0,2,2,2,3,66.7,1,0,0,0,0,4,0,0
334,Fabián Ruiz Peña,ESP,MF,Paris S-G,28,1996.0,2.5,10,6,7,3,0,5,10,50.0,5,4,0,4,2,12,1,0
335,Gerónimo Rulli,ARG,GK,Marseille,32,1992.0,6.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,6,1
336,Emmanuel Sabbi,USA,"MF,FW",Le Havre,26,1997.0,1.4,3,2,2,1,0,0,1,0.0,1,2,0,2,1,4,0,0
337,Falaye Sacko,MLI,DF,Montpellier,29,1995.0,5.5,10,5,8,1,1,6,13,46.2,7,6,1,5,8,18,6,0
338,Matvei Safonov,RUS,GK,Paris S-G,25,1999.0,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
339,Modibo Sagnan,MLI,DF,Montpellier,25,1999.0,6.0,15,6,6,7,2,8,12,66.7,4,7,4,3,11,26,24,1
340,Osame Sahraoui,NOR,"MF,FW",Lille,23,2001.0,3.9,3,2,1,1,1,1,4,25.0,3,5,0,5,2,5,3,1
341,Wesley Saïd,FRA,"FW,MF",Lens,29,1995.0,3.1,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,1,0
342,Ibrahim Salah,MAR,FW,Brest,23,2001.0,1.0,1,0,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0
343,Amine Salama,FRA,"FW,MF",Reims,24,2000.0,0.9,1,1,0,1,0,0,2,0.0,2,1,1,0,0,1,0,0
344,Mohammed Salisu,GHA,DF,Monaco,25,1999.0,4.0,14,7,9,5,0,7,7,100.0,0,5,4,1,2,16,14,1
345,Yoann Salmier,GUF,DF,Le Havre,31,1992.0,2.9,2,1,2,0,0,1,1,100.0,0,2,1,1,3,5,25,0
346,Mama Samba Baldé,GNB,FW,Lyon,28,1995.0,0.4,2,2,0,2,0,0,0,0.0,0,0,0,0,1,3,1,0
347,Mama Samba Baldé,GNB,FW,Brest,28,1995.0,1.3,1,1,0,0,1,0,0,0.0,0,2,0,2,0,1,0,0
348,Brice Samba,FRA,GK,Lens,30,1994.0,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
349,Arouna Sangante,SEN,DF,Le Havre,22,2002.0,4.8,8,6,3,5,0,4,7,57.1,3,5,3,2,12,20,19,1
350,Nhoa Sangui,FRA,DF,Reims,18,2006.0,3.8,2,2,0,2,0,1,3,33.3,2,3,1,2,2,4,6,0
351,Baptiste Santamaria,FRA,MF,Rennes,29,1995.0,3.0,6,2,4,1,1,3,5,60.0,2,4,1,3,4,10,6,0
352,Andrey Santos,BRA,MF,Strasbourg,20,2004.0,4.8,21,13,12,7,2,10,20,50.0,10,8,1,7,2,23,6,0
353,Tiago Santos,POR,DF,Lille,22,2002.0,4.0,10,6,3,4,3,6,9,66.7,3,2,0,2,2,12,0,0
354,Mamadou Sarr,FRA,DF,Strasbourg,19,2005.0,1.8,4,2,1,3,0,3,5,60.0,2,3,2,1,3,7,4,0
355,Martin Satriano,URU,"FW,DF",Lens,23,2001.0,0.5,3,1,1,1,1,3,3,100.0,0,0,0,0,0,3,2,0
356,Téji Savanier,FRA,MF,Montpellier,32,1991.0,5.9,7,7,3,2,2,6,15,40.0,9,2,0,2,2,9,5,0
357,Niklas Schmidt,GER,MF,Toulouse,26,1998.0,1.6,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,2,0
358,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,21,2003.0,0.2,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0
359,Alidu Seidu,GHA,DF,Rennes,24,2000.0,4.9,10,7,6,3,1,7,8,87.5,1,10,5,5,6,16,10,0
360,Marvin Senaya,TOG,DF,Strasbourg,23,2001.0,1.2,3,2,2,1,0,2,4,50.0,2,5,2,3,6,9,7,0
361,Djibril Sidibé,FRA,DF,Toulouse,32,1992.0,3.3,10,7,5,4,1,3,4,75.0,1,2,1,1,5,15,6,0
362,Vincent Sierro,SUI,MF,Toulouse,28,1995.0,5.2,12,6,3,8,1,6,11,54.5,5,6,0,6,5,17,10,0
363,Caio Henrique Oliveira Silva,BRA,DF,Monaco,27,1997.0,3.1,6,4,2,4,0,3,4,75.0,1,5,0,5,2,8,6,0
364,Abdallah Sima,SEN,"FW,MF",Brest,23,2001.0,2.6,2,2,0,2,0,2,2,100.0,0,1,0,1,1,3,3,0
365,Moses Simon,NGA,FW,Nantes,29,1995.0,5.6,4,4,2,2,0,4,7,57.1,3,2,0,2,2,6,2,0
366,Lassine Sinayoko,MLI,"FW,MF",Auxerre,24,1999.0,5.7,8,5,4,1,3,3,6,50.0,3,4,0,4,4,12,14,0
367,Wilfried Singo,CIV,DF,Monaco,23,2000.0,3.1,6,4,3,3,0,2,3,66.7,1,0,0,0,9,15,10,0
368,Ibrahim Sissoko,MLI,FW,Saint-Étienne,28,1995.0,4.3,6,5,1,3,2,1,3,33.3,2,4,0,4,1,7,6,0
369,Leo Skiri Østigård,NOR,DF,Rennes,24,1999.0,3.7,14,12,11,3,0,11,15,73.3,4,4,4,0,3,17,20,0
370,Milan Škriniar,SVK,DF,Paris S-G,29,1995.0,1.2,3,2,2,1,0,1,1,100.0,0,3,2,1,1,4,2,0
371,Naatan Skyttä,FIN,FW,Toulouse,22,2002.0,0.1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0
372,Florian Sotoca,FRA,FW,Lens,33,1990.0,4.4,5,3,0,1,4,3,4,75.0,1,5,1,4,1,6,11,0
373,Issa Soumaré,SEN,"FW,MF",Le Havre,23,2000.0,2.8,1,0,0,1,0,1,5,20.0,4,2,1,1,2,3,2,0
374,Saidou Sow,GUI,DF,Strasbourg,22,2002.0,5.8,7,4,4,3,0,4,7,57.1,3,7,3,4,13,20,21,0
375,Lucas Stassin,BEL,FW,Saint-Étienne,19,2004.0,1.5,2,1,0,1,1,2,3,66.7,1,2,0,2,0,2,2,0
376,Enzo Sternal,FRA,FW,Marseille,17,2007.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
377,Gabriel Suazo,CHI,"DF,MF",Toulouse,27,1997.0,3.0,8,4,4,2,2,5,9,55.6,4,3,0,3,3,11,2,0
378,Abakar Sylla,CIV,DF,Strasbourg,21,2002.0,3.9,12,7,8,2,2,6,7,85.7,1,8,6,2,4,16,17,0
379,Issiaga Sylla,GUI,"FW,DF",Montpellier,30,1994.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
380,Musa Al-Taamari,JOR,FW,Montpellier,27,1997.0,1.9,3,1,1,0,2,1,1,100.0,0,0,0,0,1,4,0,0
381,Nicolás Tagliafico,ARG,DF,Lyon,32,1992.0,1.0,2,1,0,1,1,1,2,50.0,1,1,1,0,1,3,0,0
382,Florian Tardieu,FRA,MF,Saint-Étienne,32,1992.0,1.8,1,1,1,0,0,0,2,0.0,2,3,1,2,3,4,2,0
