stat_id,player_id,ninety_s,att,live,dead,fk,tb,sw,crs,ti,ck,inn,outt,str,cmp,off,blocks
,,0.9,62,61,1,1,0,0,0,0,0,0,0,0,52,0,2
,,2.3,75,72,3,3,0,1,0,0,0,0,0,0,63,0,3
,,1.0,61,58,3,3,0,1,2,0,0,0,0,0,48,0,0
,,1.2,102,101,1,1,0,0,0,0,0,0,0,0,96,0,0
,,0.3,11,11,0,0,0,0,0,0,0,0,0,0,4,0,0
,,3.0,120,99,21,1,1,2,6,20,0,0,0,0,77,0,5
,,1.8,137,136,1,0,0,1,1,1,0,0,0,0,131,0,0
,,1.8,71,52,19,2,0,1,4,17,0,0,0,0,55,0,2
,,2.4,34,32,2,0,0,1,0,1,0,0,0,0,24,0,0
,,2.6,64,57,7,0,1,0,2,0,0,0,0,0,44,0,3
,,1.8,49,46,3,0,0,0,0,0,0,0,0,0,29,0,5
,,1.8,61,58,2,0,1,3,5,0,0,0,0,0,48,1,1
,,2.0,67,57,10,2,0,0,9,6,2,1,0,0,38,0,5
,,0.2,14,14,0,0,0,0,0,0,0,0,0,0,8,0,1
,,2.4,141,123,17,5,1,1,13,12,0,0,0,0,102,1,6
,,1.9,95,89,6,4,0,0,2,1,0,0,0,0,80,0,1
,,1.0,36,26,10,2,0,0,10,6,2,0,1,0,26,0,0
,,0.2,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1
,,3.0,170,135,35,9,1,0,21,17,9,5,3,0,123,0,3
,,1.3,86,84,2,2,1,0,2,0,0,0,0,0,69,0,2
,,1.3,39,39,0,0,0,1,0,0,0,0,0,0,24,0,2
,,3.0,120,106,13,5,0,0,17,0,7,4,2,0,90,1,3
,,0.1,13,12,1,0,0,0,1,1,0,0,0,0,10,0,1
,,1.6,71,62,9,3,0,0,9,1,4,2,2,0,49,0,2
,,2.2,99,82,17,1,0,0,5,16,0,0,0,0,71,0,5
,,1.8,39,38,1,0,0,0,3,1,0,0,0,0,30,0,1
,,0.2,14,12,2,0,0,0,0,2,0,0,0,0,8,0,0
,,3.0,116,110,6,4,0,0,0,0,0,0,0,0,102,0,1
,,1.9,72,56,16,1,0,0,6,15,0,0,0,0,40,0,5
,,0.3,14,13,1,0,0,0,0,1,0,0,0,0,12,0,0
,,3.0,135,117,18,3,0,0,11,15,0,0,0,0,120,0,3
,,3.0,103,80,22,5,0,0,0,0,0,0,0,0,76,1,0
,,0.9,28,27,0,0,0,0,2,0,0,0,0,0,21,1,3
,,2.2,63,59,4,1,0,1,1,3,0,0,0,0,49,0,1
,,0.7,53,42,11,0,0,2,6,11,0,0,0,0,36,0,2
,,0.5,17,15,2,0,0,0,4,0,2,1,1,0,11,0,0
,,1.7,83,81,2,1,1,0,0,1,0,0,0,0,69,0,1
,,2.8,90,90,0,0,0,0,0,0,0,0,0,0,76,0,1
,,0.5,16,13,3,0,0,0,0,0,0,0,0,0,10,0,0
,,3.0,171,136,34,5,1,4,5,29,0,0,0,0,148,1,1
,,1.9,74,72,2,1,0,1,1,1,0,0,0,0,56,0,2
,,0.2,7,6,1,0,0,0,0,1,0,0,0,0,7,0,0
,,3.0,177,164,13,6,0,1,0,0,0,0,0,0,155,0,1
,,1.8,193,175,18,2,0,0,2,14,0,0,0,0,165,0,3
,,3.0,116,113,1,1,0,1,9,0,0,0,0,0,84,2,1
,,3.0,87,84,2,2,0,0,1,0,0,0,0,0,69,1,1
,,0.1,11,9,2,1,0,0,1,0,1,0,1,0,9,0,0
,,2.3,52,42,10,4,1,0,11,1,5,2,3,0,30,0,2
,,1.4,65,65,0,0,0,1,1,0,0,0,0,0,55,0,0
,,2.3,60,60,0,0,1,0,1,0,0,0,0,0,41,0,3
,,0.8,23,23,0,0,1,0,0,0,0,0,0,0,14,0,1
,,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
,,0.0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0
,,0.6,50,44,6,0,0,0,1,6,0,0,0,0,42,0,1
,,3.0,142,122,18,7,0,0,13,1,8,3,2,0,109,2,3
,,2.9,99,98,0,0,0,0,0,0,0,0,0,0,80,1,1
,,1.0,25,25,0,0,0,0,4,0,0,0,0,0,14,0,3
,,3.0,103,103,0,0,0,0,0,0,0,0,0,0,93,0,3
,,2.4,198,172,26,14,0,1,14,0,12,4,4,0,162,0,1
,,3.0,180,177,2,2,0,0,3,0,0,0,0,0,158,1,3
,,3.0,112,110,0,0,0,1,0,0,0,0,0,0,82,2,3
,,2.5,150,141,8,6,0,2,0,1,0,0,0,0,121,1,1
,,1.2,68,60,8,1,0,0,4,5,2,1,0,0,60,0,0
,,3.0,226,215,11,5,0,0,9,0,4,1,3,0,205,0,3
,,2.8,188,161,26,8,1,3,21,5,10,3,5,0,141,1,5
,,2.6,275,261,13,7,0,1,0,0,0,0,0,0,262,1,0
,,2.5,36,34,2,0,0,0,0,0,0,0,0,0,31,0,0
,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,3.0,206,205,1,1,0,0,1,0,0,0,0,0,194,0,0
,,2.9,196,184,12,2,0,0,2,10,0,0,0,0,168,0,1
,,0.8,37,34,3,1,0,0,0,1,1,0,0,0,30,0,1
,,0.8,22,20,2,0,1,0,2,2,0,0,0,0,17,0,2
,,1.9,63,57,5,0,1,0,0,0,0,0,0,0,53,1,2
,,2.8,139,120,17,1,0,1,1,12,0,0,0,0,111,2,2
,,1.7,58,56,1,0,0,0,0,0,0,0,0,0,34,1,2
,,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
,,2.6,54,54,0,0,0,1,5,0,0,0,0,0,41,0,2
,,1.4,30,30,0,0,0,1,1,0,0,0,0,0,17,0,1
