stat_id,player_id,ninety_s,cmp_total,att_total,cmp_percent_total,tot_dist_total,prg_dist_total,cmp_short,att_short,cmp_percent_short,cmp_medium,att_medium,cmp_percent_medium,cmp_long,att_long,cmp_percent_long,ast,xa,xag,a_xag,kp,one_third_ppa,crspa,prgp
,,3.0,111,155,71.6,1697.0,734.0,69,81,85.2,31,47,66.0,8,16,50.0,2,0.4,0.4,1.6,3,6,1,11
,,0.3,16,20,80.0,298.0,128.0,9,10,90.0,5,6,83.3,2,4,50.0,1,0.2,0.4,0.6,1,3,0,3
,,2.6,26,48,54.2,330.0,140.0,18,27,66.7,5,11,45.5,1,3,33.3,1,0.2,0.4,0.6,2,5,0,7
,,0.5,13,19,68.4,172.0,56.0,7,10,70.0,3,6,50.0,1,1,100.0,0,0.1,0.2,-0.2,3,1,0,4
,,3.0,189,241,78.4,2622.0,753.0,117,137,85.4,57,74,77.0,9,15,60.0,1,1.9,1.3,-0.3,13,6,1,21
,,2.0,37,54,68.5,595.0,271.0,20,24,83.3,13,19,68.4,3,5,60.0,0,0.1,0.0,0.0,0,6,1,4
,,3.0,101,152,66.4,1988.0,1041.0,36,47,76.6,49,59,83.1,15,39,38.5,0,0.4,0.3,-0.3,7,17,2,14
,,1.3,44,65,67.7,748.0,337.0,20,24,83.3,20,30,66.7,4,6,66.7,0,0.1,0.2,-0.2,4,5,1,4
,,0.1,2,3,66.7,37.0,5.0,1,2,50.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,1
,,0.3,12,16,75.0,119.0,46.0,11,13,84.6,1,2,50.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
,,3.0,262,284,92.3,4249.0,1343.0,135,142,95.1,95,100,95.0,24,32,75.0,1,0.7,1.0,0.0,9,49,0,35
,,0.1,3,3,100.0,47.0,6.0,2,2,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0
,,3.0,65,96,67.7,1897.0,1407.0,13,13,100.0,27,27,100.0,25,56,44.6,0,0.0,0.0,0.0,1,2,0,2
,,3.0,134,160,83.8,2273.0,860.0,56,57,98.2,62,68,91.2,9,26,34.6,0,0.2,0.0,0.0,1,11,1,11
,,3.0,94,119,79.0,2567.0,1671.0,19,20,95.0,43,44,97.7,32,55,58.2,0,0.0,0.0,0.0,0,3,0,0
