stat_id,player_id,ninety_s,gls,sh,sot,sot_percent,sh_per_90,sot_per_90,g_per_sh,g_per_sot,dist,fk,pk,pkatt,xg,npxg,npxg_per_sh,g_minus_xg,npg_minus_xg
,,2.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.0,0,3,0,0.0,1.0,0.0,0.0,0.0,17.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
,,0.8,0,1,0,0.0,1.27,0.0,0.0,0.0,24.2,0,0,0,0.0,0.0,0.01,0.0,0.0
,,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2.2,1,13,7,53.8,5.94,3.2,0.08,0.14,18.2,0,0,0,1.6,1.6,0.13,-0.6,-0.6
,,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,9.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3
,,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1.2,0,2,0,0.0,1.7,0.0,0.0,0.0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
,,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1.0,0,1,0,0.0,1.0,0.0,0.0,0.0,2.2,0,0,0,0.2,0.2,0.15,-0.2,-0.2
,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1.4,0,3,0,0.0,2.13,0.0,0.0,0.0,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
,,2.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.0,0,1,1,100.0,0.33,0.33,0.0,0.0,8.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1
,,2.4,2,2,1,50.0,0.83,0.42,0.5,1.0,18.7,0,1,1,1.2,0.4,0.18,0.8,0.6
,,2.8,0,2,1,50.0,0.71,0.35,0.0,0.0,28.5,0,0,0,0.0,0.0,0.02,0.0,0.0
,,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.0,0,6,2,33.3,2.0,0.67,0.0,0.0,13.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
,,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2.6,0,5,1,20.0,1.96,0.39,0.0,0.0,16.5,0,0,0,0.8,0.8,0.16,-0.8,-0.8
,,0.5,0,3,0,0.0,6.28,0.0,0.0,0.0,17.9,0,0,0,0.3,0.3,0.1,-0.3,-0.3
,,3.0,3,11,6,54.5,3.67,2.0,0.18,0.33,20.5,0,1,2,2.2,0.5,0.04,0.8,1.5
,,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.0,0,7,1,14.3,2.33,0.33,0.0,0.0,26.3,1,0,0,0.2,0.2,0.03,-0.2,-0.2
,,1.3,1,3,1,33.3,2.33,0.78,0.33,1.0,11.1,0,0,0,0.2,0.2,0.08,0.8,0.8
,,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0.3,0,1,0,0.0,3.75,0.0,0.0,0.0,10.1,0,0,0,0.1,0.1,0.12,-0.1,-0.1
,,3.0,1,3,1,33.3,1.0,0.33,0.33,1.0,28.5,0,0,0,0.1,0.1,0.04,0.9,0.9
,,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
,,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
