stat_id,player_id,mp,min,ninety_s,starts,mn_per_start,compl,subs,mn_per_subs,unsub,ppm,on_g,on_ga,plus_minus,plus_minus_per_90,onxg,onxga,xg_plus_minus,xg_plus_minus_per_90
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2,180,2.0,2,90.0,2,0,0.0,0,3.0,7,3,4,2.0,6.2,2.5,3.7,1.86
,,1,45,0.5,0,0.0,0,1,45.0,1,0.0,1,1,0,0.0,0.9,0.8,0.2,0.38
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2,127,1.4,2,64.0,0,0,0.0,0,0.5,3,3,0,0.0,2.7,3.4,-0.7,-0.53
,,1,14,0.2,0,0.0,0,1,14.0,0,0.0,0,1,-1,-6.43,0.0,0.6,-0.6,-4.16
,,3,270,3.0,3,90.0,3,0,0.0,0,0.0,1,6,-5,-1.67,2.2,4.9,-2.6,-0.88
,,3,270,3.0,3,90.0,3,0,0.0,0,1.0,5,6,-1,-0.33,6.1,5.5,0.6,0.2
,,1,90,1.0,1,90.0,1,0,0.0,2,0.0,2,3,-1,-1.0,1.7,3.5,-1.7,-1.72
,,3,266,3.0,3,89.0,2,0,0.0,0,0.67,4,5,-1,-0.34,4.2,5.7,-1.5,-0.52
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2,107,1.2,1,90.0,1,1,17.0,0,1.5,3,1,2,1.68,2.9,0.8,2.1,1.73
,,1,45,0.5,1,45.0,0,0,0.0,0,0.0,0,4,-4,-8.0,0.0,1.8,-1.8,-3.52
,,2,77,0.9,1,45.0,0,1,32.0,0,0.5,0,2,-2,-2.34,0.4,1.9,-1.5,-1.78
,,1,90,1.0,1,90.0,1,0,0.0,0,0.0,1,2,-1,-1.0,1.1,1.6,-0.5,-0.54
,,2,180,2.0,2,90.0,2,0,0.0,0,0.0,1,8,-7,-3.5,1.4,4.5,-3.1,-1.55
,,3,225,2.5,2,90.0,2,1,45.0,0,1.67,3,1,2,0.8,3.0,1.9,1.1,0.44
,,1,13,0.1,0,0.0,0,1,13.0,2,3.0,1,0,1,6.92,0.9,0.1,0.8,5.36
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,270,3.0,3,90.0,3,0,0.0,0,1.0,5,9,-4,-1.33,5.3,7.6,-2.3,-0.76
,,3,270,3.0,3,90.0,3,0,0.0,0,1.0,5,5,0,0.0,4.7,6.0,-1.3,-0.44
,,3,265,2.9,3,88.0,1,0,0.0,0,2.33,4,2,2,0.68,3.6,3.2,0.4,0.14
,,3,270,3.0,3,90.0,3,0,0.0,0,3.0,11,3,8,2.67,7.1,3.2,3.9,1.31
,,3,244,2.7,3,81.0,2,0,0.0,0,1.33,7,7,0,0.0,6.1,5.9,0.3,0.1
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1,23,0.3,0,0.0,0,1,23.0,2,0.0,1,1,0,0.0,0.8,0.8,0.0,0.09
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1,36,0.4,0,0.0,0,1,36.0,0,0.0,1,0,1,2.5,0.6,0.9,-0.3,-0.8
,,1,10,0.1,0,0.0,0,1,10.0,2,1.0,0,0,0,0.0,0.4,0.0,0.3,3.02
,,2,60,0.7,0,0.0,0,2,30.0,1,3.0,3,0,3,4.5,2.8,0.4,2.4,3.54
,,3,270,3.0,3,90.0,3,0,0.0,0,1.67,2,1,1,0.33,2.3,3.0,-0.7,-0.23
,,3,270,3.0,3,90.0,3,0,0.0,0,3.0,11,3,8,2.67,7.1,3.2,3.9,1.31
