stat_id,player_id,mp,min,ninety_s,starts,mn_per_start,compl,subs,mn_per_subs,unsub,ppm,on_g,on_ga,plus_minus,plus_minus_per_90,onxg,onxga,xg_plus_minus,xg_plus_minus_per_90
,,2,115,1.3,2,58.0,0,0,0.0,1,0.0,0,1,-1,-0.78,1.0,1.8,-0.9,-0.67
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,270,3.0,3,90.0,3,0,0.0,0,2.33,4,2,2,0.67,3.7,3.8,-0.1,-0.03
,,3,268,3.0,3,89.0,1,0,0.0,0,1.67,4,3,1,0.34,3.4,2.7,0.7,0.24
,,3,243,2.7,3,81.0,2,0,0.0,0,0.0,2,9,-7,-2.59,2.9,7.0,-4.0,-1.49
,,3,139,1.5,2,66.0,0,1,8.0,0,1.33,3,6,-3,-1.94,2.4,3.6,-1.2,-0.8
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,8,4,4,1.33,6.0,4.5,1.4,0.48
,,2,121,1.3,2,61.0,0,0,0.0,0,1.5,4,2,2,1.49,1.9,2.1,-0.2,-0.15
,,1,10,0.1,0,0.0,0,1,10.0,2,0.0,0,0,0,0.0,0.8,0.0,0.8,7.16
,,1,24,0.3,0,0.0,0,1,24.0,2,3.0,1,0,1,3.75,0.4,0.3,0.1,0.25
,,3,136,1.5,2,58.0,0,1,20.0,0,2.33,3,1,2,1.32,2.0,1.1,0.9,0.59
,,3,215,2.4,3,72.0,1,0,0.0,0,2.0,6,3,3,1.26,3.9,3.3,0.6,0.25
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,237,2.6,3,79.0,1,0,0.0,0,2.0,5,2,3,1.14,5.2,3.3,1.8,0.7
,,3,270,3.0,3,90.0,3,0,0.0,0,0.0,1,5,-4,-1.33,2.5,7.9,-5.4,-1.78
,,3,65,0.7,0,0.0,0,3,22.0,0,2.0,1,3,-2,-2.77,2.4,1.8,0.6,0.84
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,55,0.6,1,45.0,0,2,5.0,0,1.67,1,2,-1,-1.64,0.4,0.9,-0.5,-0.77
,,3,255,2.8,3,85.0,1,0,0.0,0,0.0,1,5,-4,-1.41,2.4,7.7,-5.3,-1.89
,,2,173,1.9,2,87.0,1,0,0.0,0,0.0,0,3,-3,-1.56,1.7,2.1,-0.4,-0.21
,,3,270,3.0,3,90.0,3,0,0.0,0,0.0,1,6,-5,-1.67,2.2,4.9,-2.6,-0.88
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1,32,0.4,0,0.0,0,1,32.0,1,0.0,0,0,0,0.0,0.2,0.4,-0.1,-0.3
,,3,209,2.3,2,90.0,2,1,29.0,0,1.33,4,6,-2,-0.86,4.5,4.5,0.0,0.01
,,3,260,2.9,3,87.0,2,0,0.0,0,3.0,10,3,7,2.42,6.8,2.9,3.8,1.33
,,3,212,2.4,2,89.0,1,1,34.0,0,1.33,6,4,2,0.85,5.9,4.1,1.8,0.78
,,1,63,0.7,1,63.0,0,0,0.0,0,0.0,1,2,-1,-1.43,0.7,2.8,-2.1,-3.05
,,2,5,0.1,0,0.0,0,2,3.0,0,1.5,0,0,0,0.0,0.0,0.1,-0.1,-1.91
,,2,43,0.5,0,0.0,0,2,22.0,0,0.5,0,2,-2,-4.19,0.4,1.7,-1.3,-2.66
,,1,5,0.1,0,0.0,0,1,5.0,1,3.0,0,0,0,0.0,0.1,0.0,0.1,2.48
,,2,180,2.0,2,90.0,2,0,0.0,0,1.5,3,3,0,0.0,3.1,1.9,1.2,0.62
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,8,4,4,1.33,6.0,4.5,1.4,0.48
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,103,1.1,0,0.0,0,3,34.0,0,3.0,5,1,4,3.5,2.4,1.7,0.6,0.57
,,3,208,2.3,3,69.0,1,0,0.0,0,3.0,8,2,6,2.6,5.4,2.1,3.4,1.46
,,1,9,0.1,0,0.0,0,1,9.0,1,3.0,0,0,0,0.0,0.0,0.1,-0.1,-0.96
,,3,258,2.9,3,86.0,2,0,0.0,0,0.67,5,6,-1,-0.35,4.3,6.1,-1.8,-0.64
,,3,72,0.8,0,0.0,0,3,24.0,0,1.0,0,3,-3,-3.75,0.7,2.3,-1.6,-2.05
,,1,2,0.0,0,0.0,0,1,2.0,2,3.0,0,0,0,0.0,0.0,0.0,0.0,1.43
,,2,18,0.2,0,0.0,0,2,9.0,1,0.5,0,0,0,0.0,0.7,0.2,0.5,2.5
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,265,2.9,3,88.0,1,0,0.0,0,1.0,5,5,0,0.0,6.0,4.5,1.5,0.51
,,3,270,3.0,3,90.0,3,0,0.0,0,3.0,11,3,8,2.67,7.1,3.2,3.9,1.31
,,1,15,0.2,0,0.0,0,1,15.0,2,0.0,0,0,0,0.0,0.1,0.4,-0.3,-1.62
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,138,1.5,2,47.0,0,1,45.0,0,1.67,2,0,2,1.3,2.2,0.9,1.4,0.9
,,3,167,1.9,2,73.0,0,1,22.0,0,2.0,4,3,1,0.54,4.6,2.5,2.0,1.09
,,3,114,1.3,1,90.0,1,2,12.0,0,2.33,5,2,3,2.37,3.3,1.8,1.5,1.18
,,3,270,3.0,3,90.0,3,0,0.0,0,1.33,7,7,0,0.0,6.3,6.0,0.3,0.11
,,3,85,0.9,0,0.0,0,3,28.0,0,2.33,2,0,2,2.12,1.3,1.1,0.1,0.15
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2,15,0.2,0,0.0,0,2,8.0,1,0.0,0,0,0,0.0,0.2,0.2,0.0,-0.06
,,2,19,0.2,0,0.0,0,2,10.0,1,1.5,0,0,0,0.0,0.9,0.2,0.7,3.31
,,3,177,2.0,2,66.0,0,1,45.0,0,3.0,5,3,2,1.02,4.5,2.0,2.5,1.27
,,3,270,3.0,3,90.0,3,0,0.0,0,1.0,5,6,-1,-0.33,6.1,5.5,0.6,0.2
,,2,87,1.0,1,75.0,0,1,12.0,1,0.5,1,1,0,0.0,1.0,0.3,0.6,0.65
,,1,82,0.9,1,82.0,0,0,0.0,0,3.0,2,1,1,1.1,1.8,0.4,1.4,1.57
,,3,263,2.9,3,88.0,1,0,0.0,0,2.33,4,2,2,0.68,3.6,3.4,0.3,0.1
,,1,84,0.9,1,84.0,0,0,0.0,0,3.0,1,0,1,1.07,1.2,0.9,0.4,0.39
,,3,206,2.3,3,69.0,1,0,0.0,0,2.0,3,3,0,0.0,3.6,2.3,1.3,0.58
,,2,91,1.0,1,45.0,0,1,46.0,0,1.5,0,1,-1,-0.99,1.7,1.8,-0.1,-0.12
,,2,107,1.2,1,90.0,1,1,17.0,1,3.0,7,1,6,5.05,3.5,1.2,2.3,1.95
,,2,30,0.3,0,0.0,0,2,15.0,1,0.0,0,0,0,0.0,0.3,0.2,0.1,0.19
,,3,270,3.0,3,90.0,3,0,0.0,0,0.0,1,5,-4,-1.33,2.5,7.9,-5.4,-1.78
,,2,163,1.8,2,82.0,1,0,0.0,1,3.0,4,2,2,1.1,3.7,2.1,1.6,0.89
,,3,165,1.8,2,68.0,1,1,30.0,0,1.33,4,5,-1,-0.55,2.9,2.9,0.0,0.0
,,3,213,2.4,2,89.0,1,1,35.0,0,1.67,2,1,1,0.42,2.2,2.5,-0.3,-0.13
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,233,2.6,3,78.0,2,0,0.0,0,0.0,1,10,-9,-3.48,2.4,6.8,-4.4,-1.69
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,165,1.8,2,68.0,0,1,29.0,0,2.0,6,3,3,1.64,3.7,2.4,1.3,0.7
,,3,165,1.8,3,55.0,0,0,0.0,0,1.0,3,3,0,0.0,4.1,2.5,1.5,0.84
,,3,182,2.0,2,69.0,0,1,45.0,0,0.0,2,8,-6,-2.97,1.4,4.7,-3.3,-1.65
,,3,21,0.2,0,0.0,0,3,7.0,0,2.33,0,0,0,0.0,0.1,0.7,-0.6,-2.71
,,3,220,2.4,3,73.0,0,0,0.0,0,1.0,5,7,-2,-0.82,4.8,5.6,-0.8,-0.34
,,2,174,1.9,2,87.0,1,0,0.0,0,1.5,4,5,-1,-0.52,4.4,4.1,0.3,0.16
,,2,90,1.0,1,45.0,0,1,45.0,1,0.0,1,4,-3,-3.0,1.3,3.4,-2.2,-2.15
,,3,20,0.2,0,0.0,0,3,7.0,0,1.67,0,0,0,0.0,0.7,0.5,0.1,0.65
,,3,270,3.0,3,90.0,3,0,0.0,0,2.33,4,2,2,0.67,3.7,3.8,-0.1,-0.03
,,3,119,1.3,1,70.0,0,2,25.0,0,1.0,2,2,0,0.0,2.6,1.8,0.9,0.66
,,3,118,1.3,1,90.0,1,2,14.0,0,0.0,2,7,-5,-3.81,0.6,4.1,-3.5,-2.66
,,3,270,3.0,3,90.0,3,0,0.0,0,1.33,5,7,-2,-0.67,4.4,5.0,-0.6,-0.2
,,1,10,0.1,0,0.0,0,1,10.0,1,3.0,1,0,1,9.0,0.6,0.0,0.6,5.83
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,144,1.6,1,73.0,0,2,36.0,0,1.33,4,3,1,0.62,4.2,2.3,1.9,1.19
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,202,2.2,3,67.0,0,0,0.0,0,0.0,0,2,-2,-0.89,1.7,2.5,-0.7,-0.33
,,3,162,1.8,3,54.0,0,0,0.0,0,2.0,3,2,1,0.56,3.5,1.4,2.1,1.18
,,2,20,0.2,0,0.0,0,2,10.0,1,0.0,1,1,0,0.0,0.3,1.2,-0.9,-4.08
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,5,4,1,0.33,6.9,2.8,4.1,1.36
,,2,168,1.9,2,84.0,0,0,0.0,1,2.0,1,0,1,0.54,1.3,1.7,-0.4,-0.23
,,1,29,0.3,0,0.0,0,1,29.0,0,3.0,0,0,0,0.0,0.4,0.2,0.2,0.58
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,270,3.0,3,90.0,3,0,0.0,0,2.33,6,2,4,1.33,4.9,3.5,1.4,0.48
,,3,270,3.0,3,90.0,3,0,0.0,0,1.67,2,1,1,0.33,2.3,3.0,-0.7,-0.23
,,3,82,0.9,0,0.0,0,3,27.0,0,0.0,1,3,-2,-2.2,0.7,1.8,-1.1,-1.23
,,3,202,2.2,2,85.0,1,1,32.0,0,2.33,2,1,1,0.45,3.0,2.9,0.1,0.06
,,2,60,0.7,0,0.0,0,2,30.0,1,0.0,1,4,-3,-4.5,0.4,2.4,-2.0,-3.01
,,2,46,0.5,0,0.0,0,2,23.0,0,1.5,0,1,-1,-1.96,1.0,0.5,0.5,0.92
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,151,1.7,2,66.0,0,1,20.0,0,1.0,3,4,-1,-0.6,3.5,3.8,-0.3,-0.17
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,253,2.8,3,84.0,1,0,0.0,0,0.67,5,6,-1,-0.36,3.8,5.9,-2.1,-0.74
,,1,45,0.5,0,0.0,0,1,45.0,2,3.0,1,1,0,0.0,1.5,0.8,0.7,1.4
,,3,270,3.0,3,90.0,3,0,0.0,0,1.0,5,6,-1,-0.33,6.1,5.5,0.6,0.2
,,3,175,1.9,2,76.0,0,1,24.0,0,1.67,0,1,-1,-0.51,0.4,2.1,-1.7,-0.86
,,2,19,0.2,0,0.0,0,2,10.0,1,1.5,0,1,-1,-4.74,0.5,0.0,0.5,2.24
,,3,270,3.0,3,90.0,3,0,0.0,0,1.33,5,7,-2,-0.67,4.4,5.0,-0.6,-0.2
,,2,162,1.8,2,81.0,1,0,0.0,0,2.0,2,0,2,1.11,2.3,1.6,0.6,0.36
,,3,267,3.0,3,89.0,2,0,0.0,0,1.67,4,3,1,0.34,3.4,2.7,0.7,0.25
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,8,4,4,1.33,6.0,4.5,1.4,0.48
,,1,9,0.1,0,0.0,0,1,9.0,2,0.0,1,1,0,0.0,0.2,0.6,-0.4,-3.96
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,208,2.3,3,69.0,0,0,0.0,0,2.0,5,3,2,0.87,4.0,3.5,0.5,0.22
,,2,130,1.4,1,54.0,0,1,76.0,1,3.0,3,2,1,0.69,2.0,2.6,-0.6,-0.39
,,3,205,2.3,3,68.0,0,0,0.0,0,2.33,3,2,1,0.44,2.8,2.6,0.1,0.06
,,3,68,0.8,0,0.0,0,3,23.0,0,0.67,1,2,-1,-1.32,1.1,2.3,-1.2,-1.61
,,1,9,0.1,0,0.0,0,1,9.0,2,3.0,0,0,0,0.0,0.1,0.1,0.0,0.02
,,1,4,0.0,0,0.0,0,1,4.0,0,3.0,0,0,0,0.0,0.0,0.1,-0.1,-1.88
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1,54,0.6,1,54.0,0,0,0.0,0,3.0,0,0,0,0.0,0.9,0.8,0.1,0.13
,,3,270,3.0,3,90.0,3,0,0.0,0,2.33,4,2,2,0.67,3.7,3.8,-0.1,-0.03
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,260,2.9,3,87.0,2,0,0.0,0,0.0,1,5,-4,-1.38,2.5,7.8,-5.3,-1.83
,,3,87,1.0,1,55.0,0,2,16.0,0,1.67,1,0,1,1.03,0.5,0.9,-0.4,-0.46
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,5,4,1,0.33,6.3,4.2,2.1,0.68
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,219,2.4,3,73.0,2,0,0.0,0,0.0,1,6,-5,-2.05,2.0,4.6,-2.6,-1.08
,,3,270,3.0,3,90.0,3,0,0.0,0,1.0,5,9,-4,-1.33,5.3,7.6,-2.3,-0.76
,,3,270,3.0,3,90.0,3,0,0.0,0,1.67,4,3,1,0.33,3.4,2.7,0.7,0.23
,,3,225,2.5,3,75.0,2,0,0.0,0,1.67,3,3,0,0.0,2.4,2.6,-0.2,-0.06
,,2,109,1.2,2,55.0,0,0,0.0,1,0.5,3,4,-1,-0.83,1.8,3.6,-1.8,-1.52
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,270,3.0,3,90.0,3,0,0.0,0,1.33,7,7,0,0.0,6.3,6.0,0.3,0.11
,,3,255,2.8,3,85.0,2,0,0.0,0,1.0,5,6,-1,-0.35,6.0,5.2,0.9,0.3
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,236,2.6,3,79.0,2,0,0.0,0,2.33,6,2,4,1.53,4.6,3.4,1.2,0.45
,,3,228,2.5,3,76.0,0,0,0.0,0,1.0,4,4,0,0.0,3.6,4.5,-0.9,-0.36
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1,6,0.1,0,0.0,0,1,6.0,1,0.0,0,0,0,0.0,0.1,0.1,0.0,0.22
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,9,6,3,1.0,8.4,3.6,4.8,1.59
,,3,265,2.9,3,88.0,2,0,0.0,0,2.0,9,6,3,1.02,8.1,3.6,4.5,1.52
,,2,73,0.8,1,58.0,0,1,15.0,1,3.0,2,1,1,1.23,2.1,0.3,1.8,2.26
,,2,70,0.8,1,56.0,0,1,14.0,1,1.5,2,2,0,0.0,2.0,0.5,1.5,1.97
,,3,175,1.9,2,75.0,0,1,26.0,0,2.0,7,4,3,1.54,6.8,2.1,4.7,2.42
,,3,248,2.8,3,83.0,2,0,0.0,0,2.0,5,2,3,1.09,5.3,3.4,1.9,0.7
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,152,1.7,2,62.0,0,1,29.0,0,1.33,4,5,-1,-0.59,2.8,2.5,0.3,0.18
,,1,4,0.0,0,0.0,0,1,4.0,0,0.0,0,0,0,0.0,0.0,0.1,-0.1,-3.11
,,3,238,2.6,3,79.0,1,0,0.0,0,1.0,4,4,0,0.0,3.6,4.8,-1.2,-0.45
,,2,130,1.4,2,65.0,0,0,0.0,1,2.0,1,1,0,0.0,1.2,1.1,0.1,0.1
,,3,269,3.0,3,90.0,2,0,0.0,0,2.0,8,4,4,1.34,5.9,4.5,1.4,0.47
,,3,225,2.5,3,75.0,2,0,0.0,0,2.0,4,3,1,0.4,4.8,3.4,1.4,0.54
,,3,270,3.0,3,90.0,3,0,0.0,0,0.0,1,6,-5,-1.67,2.2,4.9,-2.6,-0.88
,,1,71,0.8,1,71.0,0,0,0.0,2,1.0,0,1,-1,-1.27,0.2,0.7,-0.5,-0.67
,,3,269,3.0,3,90.0,2,0,0.0,0,2.0,5,4,1,0.33,6.2,4.2,2.0,0.68
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,197,2.2,3,66.0,0,0,0.0,0,1.33,6,6,0,0.0,4.4,5.4,-0.9,-0.43
,,3,269,3.0,3,90.0,2,0,0.0,0,3.0,11,3,8,2.68,7.1,2.4,4.7,1.58
,,2,27,0.3,0,0.0,0,2,14.0,1,1.5,0,1,-1,-3.33,0.2,0.7,-0.5,-1.82
,,2,106,1.2,1,61.0,0,1,45.0,0,2.0,4,3,1,0.85,4.0,2.1,1.9,1.63
,,0,0,0.0,0,0.0,0,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2,106,1.2,1,61.0,0,1,45.0,1,1.5,1,2,-1,-0.85,1.5,2.1,-0.6,-0.5
,,3,270,3.0,3,90.0,3,0,0.0,0,0.0,1,6,-5,-1.67,2.2,4.9,-2.6,-0.88
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,1,90,1.0,1,90.0,1,0,0.0,0,1.0,2,2,0,0.0,1.4,1.0,0.4,0.44
,,1,4,0.0,0,0.0,0,1,4.0,2,1.0,1,1,0,0.0,0.4,0.4,0.0,-0.88
,,2,27,0.3,0,0.0,0,2,14.0,0,2.0,0,0,0,0.0,0.8,0.7,0.1,0.34
,,3,127,1.4,1,66.0,0,2,31.0,0,1.67,2,0,2,1.42,2.0,1.7,0.3,0.23
,,3,262,2.9,3,87.0,2,0,0.0,0,1.67,2,1,1,0.34,2.0,2.5,-0.5,-0.18
,,1,20,0.2,0,0.0,0,1,20.0,0,0.0,1,1,0,0.0,0.7,1.1,-0.4,-1.6
,,3,180,2.0,3,60.0,0,0,0.0,0,0.0,0,2,-2,-1.0,1.6,2.5,-0.9,-0.44
,,3,270,3.0,3,90.0,3,0,0.0,0,0.0,1,6,-5,-1.67,2.2,4.9,-2.6,-0.88
,,3,216,2.4,3,72.0,0,0,0.0,0,2.0,5,3,2,0.83,3.1,3.5,-0.4,-0.17
,,0,0,0.0,0,0.0,0,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,3,255,2.8,3,85.0,2,0,0.0,0,1.0,5,6,-1,-0.35,6.0,5.2,0.9,0.3
,,3,270,3.0,3,90.0,3,0,0.0,0,0.0,3,11,-8,-2.67,3.1,8.0,-4.8,-1.6
,,1,5,0.1,0,0.0,0,1,5.0,0,1.0,0,0,0,0.0,0.4,0.2,0.3,4.58
,,3,270,3.0,3,90.0,3,0,0.0,0,1.67,4,3,1,0.33,3.4,2.7,0.7,0.23
,,0,0,0.0,0,0.0,0,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
,,2,30,0.3,0,0.0,0,2,15.0,0,0.5,1,1,0,0.0,0.6,1.4,-0.8,-2.32
,,3,230,2.6,3,77.0,1,0,0.0,0,1.0,4,3,1,0.39,3.6,4.3,-0.8,-0.31
,,3,43,0.5,0,0.0,0,3,14.0,0,1.0,1,1,0,0.0,1.1,1.5,-0.4,-0.86
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,9,6,3,1.0,8.4,3.6,4.8,1.59
,,2,176,2.0,2,88.0,1,0,0.0,0,0.0,1,4,-3,-1.53,1.5,6.6,-5.1,-2.62
,,3,270,3.0,3,90.0,3,0,0.0,0,0.0,1,5,-4,-1.33,2.5,7.9,-5.4,-1.78
,,3,116,1.3,1,60.0,0,2,28.0,0,1.33,1,2,-1,-0.78,1.5,2.1,-0.6,-0.43
,,1,10,0.1,0,0.0,0,1,10.0,2,0.0,0,0,0,0.0,0.1,0.0,0.1,0.86
,,2,24,0.3,0,0.0,0,2,12.0,0,2.0,0,0,0,0.0,0.4,0.9,-0.4,-1.63
,,3,270,3.0,3,90.0,3,0,0.0,0,2.0,9,6,3,1.0,8.4,3.6,4.8,1.59
,,1,8,0.1,0,0.0,0,1,8.0,0,3.0,0,0,0,0.0,0.1,0.1,0.1,0.6
,,3,270,3.0,3,90.0,3,0,0.0,0,0.67,5,6,-1,-0.33,4.5,6.1,-1.6,-0.52
,,3,270,3.0,3,90.0,3,0,0.0,0,1.0,5,5,0,0.0,4.7,6.0,-1.3,-0.44
,,3,270,3.0,3,90.0,3,0,0.0,0,1.67,4,3,1,0.33,3.4,2.7,0.7,0.23
