stat_id,player_id,ninety_s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_percent,tkld,tkld_percent,carries,tot_dist,prg_dist,prgc,one_third,cpa,mis,dis,rec,prgr
,,1.0,29,0,3,9,17,4,29,1,0,0.0,1,100.0,14,56.0,12.0,1,0,0,3,0,21,6
,,0.9,40,4,12,22,7,2,40,0,0,0.0,0,0.0,13,93.0,40.0,2,1,1,2,0,16,1
,,2.9,62,1,3,24,35,14,61,8,1,12.5,3,37.5,41,263.0,120.0,7,1,5,4,2,56,21
,,0.9,74,6,36,34,4,3,74,2,1,50.0,0,0.0,36,218.0,85.0,0,0,0,2,0,48,1
,,2.3,102,4,26,58,18,4,102,2,1,50.0,1,50.0,39,181.0,73.0,1,1,0,6,1,58,4
,,1.0,74,3,10,45,19,2,74,1,0,0.0,1,100.0,31,88.0,50.0,0,1,0,2,0,36,1
,,1.2,117,3,21,83,13,3,117,0,0,0.0,0,0.0,67,251.0,105.0,1,1,1,0,1,95,2
,,0.3,20,1,3,11,7,2,20,1,0,0.0,1,100.0,11,53.0,24.0,1,0,0,1,3,14,3
,,3.0,151,8,40,80,33,0,151,3,1,33.3,2,66.7,60,305.0,166.0,6,3,0,2,1,67,14
,,1.8,149,1,25,110,14,0,149,0,0,0.0,0,0.0,95,499.0,239.0,2,0,0,1,1,125,1
,,1.8,93,5,20,37,38,3,93,6,2,33.3,4,66.7,43,197.0,97.0,1,3,0,0,1,45,9
,,2.4,71,6,10,31,32,9,71,4,1,25.0,3,75.0,30,87.0,30.0,1,1,0,5,5,50,8
,,2.6,96,5,16,51,29,7,96,4,2,50.0,2,50.0,46,227.0,100.0,4,3,1,6,8,72,13
,,1.8,67,2,5,45,17,7,67,2,0,0.0,2,100.0,30,185.0,62.0,2,3,1,2,2,42,5
,,1.8,78,0,2,42,36,6,78,4,3,75.0,1,25.0,51,260.0,154.0,5,4,2,5,3,68,10
,,2.0,93,7,34,38,22,3,93,1,0,0.0,1,100.0,33,126.0,56.0,2,1,1,6,0,49,4
,,0.2,20,3,8,8,4,0,20,1,0,0.0,1,100.0,5,44.0,23.0,1,1,0,1,1,13,2
,,2.4,159,7,36,52,73,9,159,9,4,44.4,4,44.4,104,477.0,189.0,4,7,2,1,0,113,14
,,1.9,106,4,19,71,18,0,106,1,0,0.0,1,100.0,70,300.0,137.0,2,1,0,2,2,82,3
,,1.0,45,3,11,20,16,0,45,5,3,60.0,2,40.0,20,141.0,58.0,5,1,0,1,1,21,6
,,0.2,16,4,10,4,2,0,16,0,0,0.0,0,0.0,3,1.0,0.0,0,0,0,0,0,4,0
,,3.0,192,9,53,83,58,5,192,5,2,40.0,2,40.0,73,316.0,160.0,4,2,0,1,1,117,20
,,1.3,111,3,35,58,19,5,111,4,2,50.0,2,50.0,61,253.0,92.0,0,1,0,2,2,77,3
,,1.3,58,4,19,37,3,0,58,0,0,0.0,0,0.0,22,100.0,42.0,0,0,0,3,0,35,1
,,3.0,144,4,16,71,59,6,144,2,1,50.0,1,50.0,75,360.0,178.0,7,7,1,4,3,99,16
,,0.1,17,0,0,5,13,0,17,1,0,0.0,1,100.0,9,57.0,26.0,1,0,0,1,1,11,1
,,1.6,85,0,13,32,42,4,85,3,2,66.7,1,33.3,43,284.0,145.0,7,4,0,4,1,52,10
,,2.2,122,0,27,63,32,3,122,1,0,0.0,1,100.0,26,71.0,42.0,1,0,0,0,3,66,11
,,1.8,62,0,6,33,24,4,62,3,2,66.7,1,33.3,35,290.0,147.0,5,3,2,8,3,43,9
,,0.2,19,2,13,5,1,1,19,1,0,0.0,1,100.0,5,28.0,18.0,0,0,0,0,0,8,0
,,3.0,149,21,80,65,5,1,149,1,0,0.0,1,100.0,85,516.0,301.0,3,2,1,1,0,100,1
,,1.9,105,16,40,40,26,3,105,5,2,40.0,3,60.0,39,224.0,70.0,2,2,1,2,3,45,6
,,0.3,15,2,10,4,1,0,15,1,1,100.0,0,0.0,2,7.0,3.0,0,0,0,0,0,7,0
,,3.0,154,3,30,75,52,4,154,5,3,60.0,2,40.0,68,395.0,205.0,7,3,1,4,3,95,17
,,3.0,114,92,113,1,0,0,114,0,0,0.0,0,0.0,65,364.0,185.0,0,0,0,0,0,56,0
,,0.9,42,0,1,15,27,6,42,5,2,40.0,2,40.0,37,285.0,144.0,4,2,1,4,2,36,9
,,2.2,85,5,10,29,47,7,85,1,1,100.0,0,0.0,40,218.0,161.0,5,5,1,3,0,58,11
,,0.7,57,0,11,28,18,1,57,0,0,0.0,0,0.0,24,72.0,41.0,1,2,1,0,0,34,4
,,0.5,25,0,3,7,15,2,25,1,0,0.0,1,100.0,16,173.0,88.0,4,1,2,1,1,18,2
,,1.7,103,4,27,60,18,2,103,4,2,50.0,2,50.0,52,278.0,83.0,1,0,0,1,0,64,1
,,2.8,115,9,21,70,24,1,115,1,1,100.0,0,0.0,45,145.0,54.0,0,0,0,3,2,62,2
,,0.5,16,14,16,0,0,0,16,0,0,0.0,0,0.0,12,59.0,52.0,0,0,0,0,0,7,0
,,3.0,196,7,83,78,35,5,196,9,4,44.4,5,55.6,115,578.0,324.0,8,5,1,5,2,135,8
,,1.9,96,5,23,55,20,2,96,4,2,50.0,2,50.0,47,266.0,112.0,4,4,0,3,2,53,7
,,0.2,9,0,0,6,3,2,9,0,0,0.0,0,0.0,7,24.0,0.0,0,0,0,0,3,8,4
,,3.0,210,20,91,113,6,6,210,0,0,0.0,0,0.0,109,350.0,188.0,0,0,0,0,0,139,0
,,1.8,218,11,53,133,34,4,218,1,1,100.0,0,0.0,125,602.0,380.0,7,5,1,2,2,157,6
,,3.0,135,2,23,58,56,8,135,5,3,60.0,2,40.0,90,500.0,246.0,6,5,0,2,7,108,18
,,3.0,124,18,45,57,23,2,124,1,1,100.0,0,0.0,57,252.0,160.0,4,3,0,2,1,59,5
,,0.1,14,2,8,4,2,0,14,0,0,0.0,0,0.0,3,6.0,2.0,0,0,0,0,0,4,0
,,2.3,89,1,12,42,39,10,89,14,6,42.9,8,57.1,56,547.0,403.0,15,7,5,6,1,57,7
,,1.4,83,5,19,56,9,0,83,0,0,0.0,0,0.0,26,120.0,56.0,1,1,0,0,0,50,0
,,2.3,84,4,9,50,25,3,84,5,3,60.0,2,40.0,40,236.0,68.0,1,4,1,5,10,72,9
,,0.8,31,0,4,10,17,3,31,1,0,0.0,1,100.0,18,172.0,108.0,4,3,1,2,4,27,4
,,0.1,7,2,6,1,0,0,7,0,0,0.0,0,0.0,4,23.0,0.0,0,0,0,0,0,3,0
,,0.0,3,0,0,3,0,0,3,0,0,0.0,0,0.0,1,9.0,9.0,0,0,0,1,0,0,0
,,0.6,52,0,9,35,9,2,52,1,0,0.0,0,0.0,27,130.0,70.0,3,1,0,0,0,39,4
,,3.0,181,0,10,102,73,13,181,15,6,40.0,7,46.7,114,728.0,420.0,14,6,3,9,4,140,24
,,2.9,137,13,47,73,18,3,137,2,1,50.0,0,0.0,61,267.0,129.0,2,0,0,4,1,67,2
,,1.0,31,1,1,10,20,2,31,2,1,50.0,1,50.0,25,98.0,51.0,1,2,1,1,3,30,5
,,3.0,126,12,39,66,21,1,126,1,1,100.0,0,0.0,68,317.0,76.0,1,1,0,2,0,79,3
,,2.4,221,14,85,113,23,0,221,0,0,0.0,0,0.0,95,423.0,237.0,0,0,0,0,0,146,1
,,3.0,225,27,98,103,24,1,225,3,1,33.3,2,66.7,137,687.0,419.0,2,3,0,2,1,139,0
,,3.0,149,7,39,81,30,8,149,4,1,25.0,2,50.0,69,285.0,124.0,2,2,0,3,1,94,8
,,2.5,183,23,96,84,3,0,183,0,0,0.0,0,0.0,115,535.0,255.0,1,0,0,1,0,119,0
,,1.2,77,5,25,38,15,1,77,0,0,0.0,0,0.0,45,132.0,48.0,0,0,0,1,0,48,3
,,3.0,252,15,69,150,35,2,252,1,1,100.0,0,0.0,150,530.0,200.0,0,0,0,2,3,194,6
,,2.8,221,5,31,111,80,9,221,7,4,57.1,2,28.6,110,660.0,326.0,10,5,1,7,3,156,14
,,2.6,299,40,129,163,8,3,299,3,2,66.7,1,33.3,168,701.0,394.0,2,0,0,1,0,234,1
,,2.5,60,2,8,27,25,9,60,5,0,0.0,4,80.0,27,92.0,31.0,0,0,0,2,2,34,7
,,0.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0
,,3.0,232,23,78,141,13,9,232,1,1,100.0,0,0.0,114,618.0,324.0,0,0,0,2,1,163,1
,,2.9,222,11,59,126,38,5,222,4,1,25.0,3,75.0,117,632.0,379.0,9,7,0,1,1,157,2
,,0.8,45,0,3,16,26,3,45,2,1,50.0,1,50.0,33,218.0,65.0,3,0,2,2,3,43,8
,,0.8,34,2,3,10,21,2,34,5,0,0.0,3,60.0,14,106.0,49.0,3,1,1,2,0,28,10
,,1.9,79,1,4,31,44,15,79,0,0,0.0,0,0.0,35,109.0,29.0,2,1,2,2,5,67,12
,,2.8,172,28,84,71,18,3,172,1,1,100.0,0,0.0,87,376.0,183.0,2,3,0,0,0,101,3
,,1.7,69,3,5,26,39,13,69,3,1,33.3,2,66.7,34,85.0,23.0,0,1,0,5,0,57,20
,,0.0,4,0,1,2,1,0,4,0,0,0.0,0,0.0,1,1.0,0.0,0,0,0,0,0,3,0
,,2.6,91,0,13,39,40,3,91,8,4,50.0,4,50.0,60,307.0,112.0,5,2,2,4,4,61,14
,,1.4,46,2,14,22,12,5,46,3,2,66.7,1,33.3,14,38.0,18.0,0,0,0,0,0,18,2
,,3.0,177,6,67,76,36,1,177,7,3,42.9,2,28.6,82,639.0,386.0,13,4,0,4,7,99,7
,,2.5,92,82,92,0,0,0,92,0,0,0.0,0,0.0,65,281.0,164.0,0,0,0,0,0,50,0
,,3.0,208,7,38,116,58,4,208,5,2,40.0,2,40.0,65,358.0,178.0,5,2,0,4,2,103,12
,,0.8,42,3,10,14,18,0,42,0,0,0.0,0,0.0,15,48.0,5.0,0,0,0,1,0,19,2
,,3.0,174,29,98,75,3,1,174,1,1,100.0,0,0.0,99,443.0,117.0,0,1,0,2,1,102,0
,,2.2,114,1,10,61,45,10,114,3,1,33.3,2,66.7,73,386.0,168.0,7,2,2,3,9,96,18
,,3.0,317,15,123,185,11,3,317,1,1,100.0,0,0.0,221,1054.0,554.0,2,2,0,1,0,253,2
,,0.3,11,0,1,6,4,0,11,1,0,0.0,1,100.0,6,17.0,2.0,0,0,0,0,2,8,1
,,1.2,68,5,26,23,19,2,68,2,1,50.0,1,50.0,26,96.0,37.0,1,0,1,1,1,37,5
,,1.2,75,1,3,31,41,4,75,9,5,55.6,3,33.3,43,309.0,116.0,7,1,1,5,2,54,12
,,3.0,144,104,142,2,0,0,144,1,1,100.0,0,0.0,84,405.0,279.0,0,0,0,0,0,87,0
,,1.0,66,5,27,35,4,1,66,0,0,0.0,0,0.0,48,243.0,176.0,2,0,0,1,0,55,0
,,0.0,2,0,0,0,2,0,2,0,0,0.0,0,0.0,1,3.0,0.0,0,0,0,0,0,1,1
,,0.3,20,2,5,11,4,0,20,0,0,0.0,0,0.0,12,36.0,13.0,0,1,0,0,0,15,0
,,1.4,66,0,8,19,39,5,66,8,2,25.0,6,75.0,34,212.0,76.0,2,3,0,6,3,41,10
,,2.9,170,28,105,64,2,0,170,0,0,0.0,0,0.0,70,280.0,150.0,0,0,0,2,0,93,0
,,0.2,18,0,3,8,7,2,18,1,1,100.0,0,0.0,11,55.0,40.0,1,0,0,1,0,13,0
,,2.0,91,3,12,65,14,1,91,1,0,0.0,1,100.0,27,134.0,47.0,1,1,0,1,4,51,6
,,3.0,248,27,109,129,12,5,248,1,1,100.0,0,0.0,116,562.0,315.0,3,1,0,2,1,170,2
,,2.4,94,3,11,51,35,8,93,11,4,36.4,7,63.6,46,271.0,127.0,4,6,1,8,3,50,12
,,2.8,185,11,66,90,29,0,185,0,0,0.0,0,0.0,86,299.0,111.0,0,0,0,1,2,123,2
,,3.0,132,120,132,0,0,0,132,0,0,0.0,0,0.0,74,316.0,154.0,0,0,0,0,0,72,0
,,0.1,3,0,1,1,1,0,3,1,1,100.0,0,0.0,1,12.0,12.0,0,0,0,0,0,0,0
,,3.0,192,5,41,90,61,13,192,8,4,50.0,1,12.5,97,600.0,321.0,10,5,0,9,3,123,20
,,0.3,23,1,2,8,13,1,23,1,0,0.0,1,100.0,11,35.0,8.0,0,0,0,0,0,17,7
,,2.6,72,0,9,31,34,12,72,3,3,100.0,0,0.0,40,206.0,101.0,3,1,2,9,5,44,10
,,0.5,26,0,1,8,17,3,26,1,0,0.0,1,100.0,14,70.0,22.0,2,1,2,1,2,20,5
,,3.0,277,1,20,95,166,22,275,11,3,27.3,7,63.6,137,951.0,607.0,23,10,7,2,7,216,43
,,2.0,72,4,20,40,12,2,72,0,0,0.0,0,0.0,32,140.0,63.0,2,2,0,1,1,35,5
,,3.0,194,13,49,97,48,3,194,4,1,25.0,2,50.0,81,329.0,116.0,3,1,1,3,1,88,11
,,1.3,84,3,19,30,35,5,84,3,2,66.7,0,0.0,35,160.0,84.0,3,1,1,5,3,41,6
,,0.1,6,0,2,1,3,1,6,0,0,0.0,0,0.0,4,14.0,0.0,0,0,0,2,1,5,2
,,0.3,18,0,1,9,9,1,18,0,0,0.0,0,0.0,9,53.0,35.0,1,1,0,0,0,12,2
,,3.0,309,7,44,207,59,2,309,4,0,0.0,4,100.0,151,575.0,304.0,1,4,0,4,2,254,6
,,0.1,4,1,3,1,0,0,4,0,0,0.0,0,0.0,4,4.0,0.0,0,0,0,0,0,4,0
,,3.0,117,93,113,4,0,0,117,0,0,0.0,0,0.0,46,206.0,112.0,0,0,0,1,0,44,0
,,3.0,195,30,90,93,12,0,195,3,3,100.0,0,0.0,100,516.0,250.0,3,0,0,1,1,107,1
,,3.0,127,104,124,3,0,0,127,0,0,0.0,0,0.0,70,431.0,252.0,0,0,0,0,0,55,0
