stat_id,player_id,mp,min,ninety_s,starts,gls,gls_per_90,ast,ast_per_90,g_a,g_a_per_90,g_pk,g_pk_per_90,pk,pkatt,crd_y,crd_r,xg,xg_per_90,npxg,npxg_per_90,xag,xag_per_90,npxg_xag,npxg_xag_per_90
,,1,90,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.02,0.0,0.02,0.1,0.13,0.2,0.15
,,3,199,2.2,3,0,0.0,1,0.45,1,0.45,0,0.0,0,0,0,0,0.1,0.05,0.1,0.05,0.3,0.13,0.4,0.19
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.01,0.0,0.01,0.5,0.17,0.5,0.18
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
,,3,233,2.6,3,0,0.0,2,0.77,2,0.77,0,0.0,0,0,0,0,0.7,0.25,0.7,0.25,1.4,0.54,2.0,0.79
,,2,158,1.8,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.04,0.1,0.04,0.0,0.0,0.1,0.04
,,3,270,3.0,3,1,0.33,0,0.0,1,0.33,1,0.33,0,0,0,0,0.7,0.25,0.7,0.25,1.4,0.47,2.2,0.72
,,3,270,3.0,3,0,0.0,1,0.33,1,0.33,0,0.0,0,0,1,0,0.1,0.04,0.1,0.04,0.8,0.26,0.9,0.3
,,3,88,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03
,,2,153,1.7,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.03
,,3,169,1.9,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.5,0.26,0.5,0.26,0.4,0.22,0.9,0.48
,,1,71,0.8,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,1.0,1.33,1.0,1.33,0.0,0.0,1.0,1.33
,,3,270,3.0,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,3,260,2.9,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.01,0.0,0.01,0.3,0.12,0.4,0.13
,,3,199,2.2,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.07,0.1,0.07,0.0,0.0,0.1,0.07
,,2,49,0.5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.13,0.1,0.13,0.1,0.17,0.2,0.3
,,3,153,1.7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.3,0.2,0.3,0.2,0.0,0.0,0.3,0.2
,,2,180,2.0,2,0,0.0,1,0.5,1,0.5,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.12,0.2,0.12
,,1,2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,3,202,2.2,2,0,0.0,1,0.45,1,0.45,0,0.0,0,0,0,0,0.3,0.13,0.3,0.12,0.6,0.27,0.9,0.38
,,3,265,2.9,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.07,0.2,0.07,0.0,0.0,0.2,0.07
,,2,148,1.6,2,0,0.0,1,0.61,1,0.61,0,0.0,0,0,1,0,0.5,0.32,0.5,0.32,0.7,0.4,1.2,0.72
,,1,45,0.5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03
,,1,64,0.7,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.19,0.1,0.19,0.0,0.0,0.1,0.19
,,3,160,1.8,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.6,0.35,0.6,0.35,0.1,0.03,0.7,0.38
,,3,58,0.6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0.8,1.22,0.0,0.0,0.0,0.0,0.0,0.0
