Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
108,Samuel Essende,COD,FW,Augsburg,26,1998.0,4,326.0,82.0,72.4,3.6,4,82.0,2,0,0.0,0,1.0,6.0,10.0,-4.0,-1.1,5.2,5.9,-0.7,-0.21
109,Frank Feller,GER,GK,Heidenheim,20,2004.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Kilian Fischer,GER,DF,Wolfsburg,23,2000.0,5,447.0,89.0,99.3,5.0,5,89.0,4,0,0.0,0,0.8,10.0,11.0,-1.0,-0.2,6.1,9.6,-3.5,-0.7
111,Jonas Föhrenbach,GER,"DF,FW",Heidenheim,28,1996.0,5,450.0,90.0,100.0,5.0,5,90.0,5,0,0.0,0,1.8,10.0,7.0,3.0,0.6,7.8,6.5,1.3,0.27
112,Marco Friedl,AUT,DF,Werder Bremen,26,1998.0,3,239.0,80.0,53.1,2.7,3,80.0,2,0,0.0,0,1.67,3.0,3.0,0.0,0.0,3.0,2.3,0.7,0.25
113,Marvin Friedrich,GER,FW,Gladbach,28,1995.0,1,1.0,1.0,0.2,0.0,0,0.0,0,1,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.02
114,Jeremie Frimpong,NED,DF,Leverkusen,23,2000.0,5,335.0,67.0,74.4,3.7,3,85.0,2,2,40.0,0,2.0,10.0,5.0,5.0,1.34,7.7,4.6,3.2,0.85
115,Chris Führich,GER,"FW,MF",Stuttgart,26,1998.0,5,168.0,34.0,37.3,1.9,2,63.0,0,3,14.0,0,1.6,5.0,4.0,1.0,0.54,3.1,4.1,-1.1,-0.57
116,Shiō Fukuda,JPN,FW,Gladbach,20,2004.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Cristian Gamboa,CRC,"DF,MF",Bochum,34,1989.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Aleix García,ESP,MF,Leverkusen,27,1997.0,4,188.0,47.0,41.8,2.1,2,84.0,1,2,10.0,1,2.25,6.0,7.0,-1.0,-0.48,5.2,2.4,2.8,1.33
119,Viggo Gebel,GER,MF,RB Leipzig,16,2007.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Lutsharel Geertruida,NED,DF,RB Leipzig,24,2000.0,3,267.0,89.0,59.3,3.0,3,89.0,2,0,0.0,0,1.67,4.0,0.0,4.0,1.35,4.9,2.8,2.1,0.72
121,Dennis Geiger,GER,MF,Hoffenheim,26,1998.0,3,170.0,57.0,37.8,1.9,2,74.0,1,1,22.0,1,1.0,3.0,8.0,-5.0,-2.65,2.4,5.7,-3.4,-1.78
122,Valentin Gendrey,FRA,"DF,FW",Hoffenheim,24,2000.0,3,120.0,40.0,26.7,1.3,0,0.0,0,3,40.0,1,0.0,1.0,3.0,-2.0,-1.5,0.9,2.9,-2.1,-1.54
123,Yannick Gerhardt,GER,"FW,MF",Wolfsburg,30,1994.0,3,41.0,14.0,9.1,0.5,0,0.0,0,3,14.0,1,1.0,0.0,1.0,-1.0,-2.2,0.7,0.8,-0.2,-0.37
124,Max Geschwill,GER,DF,Holstein Kiel,23,2001.0,4,257.0,64.0,57.1,2.9,2,84.0,1,2,45.0,1,0.25,4.0,8.0,-4.0,-1.4,3.5,5.0,-1.5,-0.52
125,Dimitris Giannoulis,GRE,DF,Augsburg,28,1995.0,5,431.0,86.0,95.8,4.8,5,86.0,3,0,0.0,0,0.8,6.0,14.0,-8.0,-1.67,7.0,9.0,-2.0,-0.42
126,Armin Gigovic,BIH,MF,Holstein Kiel,22,2002.0,4,182.0,46.0,40.4,2.0,2,70.0,0,2,22.0,1,0.25,4.0,5.0,-1.0,-0.49,3.1,3.0,0.1,0.06
127,Benedikt Gimber,GER,DF,Heidenheim,27,1997.0,5,450.0,90.0,100.0,5.0,5,90.0,5,0,0.0,0,1.8,10.0,7.0,3.0,0.6,7.8,6.5,1.3,0.27
128,Matthias Ginter,GER,DF,Freiburg,30,1994.0,4,243.0,61.0,54.0,2.7,2,90.0,2,2,32.0,1,2.25,5.0,3.0,2.0,0.74,5.0,2.2,2.9,1.07
