Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
95,Jeremie Frimpong,NED,DF,Leverkusen,23,2000.0,3.7,116,106,10,0,0,0,8,10,0,0,0,0,92,0,5
96,Chris Führich,GER,"FW,MF",Stuttgart,26,1998.0,1.9,77,76,1,0,1,0,2,1,0,0,0,0,63,0,2
97,Aleix García,ESP,MF,Leverkusen,27,1997.0,2.1,209,188,21,6,0,2,19,2,13,7,3,0,186,0,1
98,Lutsharel Geertruida,NED,DF,RB Leipzig,24,2000.0,3.0,248,220,28,3,1,0,2,25,0,0,0,0,217,0,2
99,Dennis Geiger,GER,MF,Hoffenheim,26,1998.0,1.9,67,61,5,3,1,0,1,1,1,1,0,0,53,1,1
100,Valentin Gendrey,FRA,"DF,FW",Hoffenheim,24,2000.0,1.3,52,38,14,0,0,0,6,14,0,0,0,0,32,0,2
101,Yannick Gerhardt,GER,"FW,MF",Wolfsburg,30,1994.0,0.5,18,14,4,0,0,0,2,4,0,0,0,0,9,0,1
102,Max Geschwill,GER,DF,Holstein Kiel,23,2001.0,2.9,150,132,18,2,0,0,2,15,0,0,0,0,117,0,3
103,Dimitris Giannoulis,GRE,DF,Augsburg,28,1995.0,4.8,258,206,50,3,2,0,21,46,1,0,1,0,196,2,12
104,Armin Gigovic,BIH,MF,Holstein Kiel,22,2002.0,2.0,71,66,2,1,0,0,2,0,1,0,1,0,55,3,3
105,Benedikt Gimber,GER,DF,Heidenheim,27,1997.0,5.0,220,215,5,1,0,1,1,1,0,0,0,0,176,0,1
106,Matthias Ginter,GER,DF,Freiburg,30,1994.0,2.7,189,184,4,3,0,4,1,0,0,0,0,0,160,1,2
107,Jamie Gittens,ENG,"FW,DF",Dortmund,20,2004.0,2.5,67,67,0,0,0,0,3,0,0,0,0,0,58,0,4
108,Serge Gnabry,GER,"FW,MF",Bayern Munich,29,1995.0,3.6,170,164,6,0,0,0,10,6,0,0,0,0,136,0,8
109,Leon Goretzka,GER,DF,Bayern Munich,29,1995.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
110,Robin Gosens,GER,DF,Union Berlin,30,1994.0,1.0,42,32,9,0,0,0,1,9,0,0,0,0,23,1,0
111,Mario Götze,GER,"FW,MF",Eint Frankfurt,32,1992.0,2.5,91,91,0,0,0,1,1,0,0,0,0,0,75,0,5
112,Jeffrey Gouweleeuw,NED,DF,Augsburg,33,1991.0,5.0,300,288,12,12,1,0,9,0,0,0,0,0,257,0,1
113,Kamil Grabara,POL,GK,Wolfsburg,25,1999.0,5.0,208,160,47,22,0,1,0,0,0,0,0,0,112,1,0
114,Michael Gregoritsch,AUT,FW,Freiburg,30,1994.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
115,Vincenzo Grifo,ITA,"FW,MF",Freiburg,31,1993.0,4.5,270,227,40,15,3,5,29,3,17,6,11,0,214,3,6
116,Florian Grillitsch,AUT,"MF,DF",Hoffenheim,29,1995.0,2.3,137,132,5,4,1,2,2,0,0,0,0,0,122,0,1
117,Álex Grimaldo,ESP,DF,Leverkusen,29,1995.0,5.0,357,304,51,5,0,1,37,25,21,6,9,0,294,2,16
118,Pascal Groß,GER,MF,Dortmund,33,1991.0,4.5,434,385,46,10,0,3,45,2,34,16,10,3,370,3,2
119,Marco Grüll,AUT,"FW,MF",Werder Bremen,26,1998.0,1.5,38,30,8,4,0,0,5,3,1,0,1,0,29,0,4
120,Raphaël Guerreiro,POR,DF,Bayern Munich,30,1993.0,2.9,263,231,32,9,3,0,3,22,1,1,0,0,229,0,7
121,Morgan Guilavogui,GUI,FW,St. Pauli,26,1998.0,2.1,70,69,0,0,0,0,2,0,0,0,0,0,46,1,4
122,Serhou Guirassy,GUI,FW,Dortmund,28,1996.0,2.8,66,56,9,0,1,0,0,0,0,0,0,0,50,1,0
123,Péter Gulácsi,HUN,GK,RB Leipzig,34,1990.0,5.0,154,121,33,9,0,0,0,0,0,0,0,0,134,0,0
124,Christian Günter,GER,DF,Freiburg,31,1993.0,4.8,222,180,42,2,1,0,29,32,8,4,4,0,165,0,5
125,Janik Haberer,GER,"DF,MF",Union Berlin,30,1994.0,3.8,193,155,38,1,0,1,8,37,0,0,0,0,138,0,4
126,Robin Hack,GER,"FW,MF",Gladbach,26,1998.0,1.5,76,70,5,3,0,0,6,0,2,2,0,0,62,1,2
127,Amadou Haidara,MLI,MF,RB Leipzig,26,1998.0,3.2,228,222,5,4,2,1,2,1,0,0,0,0,192,1,2
128,Andreas Hanche-Olsen,NOR,DF,Mainz 05,27,1997.0,3.3,107,100,7,1,0,0,0,6,0,0,0,0,85,0,0
129,Ramon Hendriks,NED,DF,Stuttgart,23,2001.0,0.0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0
130,Benjamin Henrichs,GER,DF,RB Leipzig,27,1997.0,2.6,143,127,15,1,1,0,6,14,0,0,0,0,111,1,7
131,Piero Hincapié,ECU,DF,Leverkusen,22,2002.0,4.4,289,269,20,6,0,3,2,2,0,0,0,0,259,0,3
