Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
150,Dominik Javorček,SVK,DF,Holstein Kiel,21,2002.0,0.5,21,6,14,4,3,0,21,0,0,0.0,0,0.0,7,17,1,0,0,0,0,0,12,1
151,Fredrik Jensen,FIN,"MF,DF",Augsburg,27,1997.0,1.2,53,1,4,21,30,8,53,2,1,50.0,1,50.0,24,98,50,1,2,0,1,2,33,9
152,Moritz Jenz,GER,DF,Mainz 05,25,1999.0,3.0,162,37,94,64,5,3,162,0,0,0.0,0,0.0,74,323,125,0,0,0,2,0,85,0
153,Carl Johansson,SWE,DF,Holstein Kiel,30,1994.0,3.9,268,58,180,80,12,10,268,0,0,0.0,0,0.0,107,321,118,0,0,0,2,0,154,0
154,Anthony Jung,GER,DF,Werder Bremen,32,1991.0,4.5,355,49,175,150,34,0,355,1,1,100.0,0,0.0,215,904,500,2,12,0,2,1,239,1
155,Yusuf Kabadayı,GER,"MF,FW",Augsburg,20,2004.0,0.4,27,0,1,12,15,1,27,4,2,50.0,2,50.0,17,157,42,1,3,0,3,0,17,2
156,Pavel Kadeřábek,CZE,DF,Hoffenheim,32,1992.0,4.8,259,16,60,111,88,10,259,1,1,100.0,0,0.0,121,377,157,1,2,1,2,1,166,29
157,Jakub Kamiński,POL,"DF,MF",Wolfsburg,22,2002.0,5.0,235,10,42,106,90,9,235,4,1,25.0,3,75.0,109,560,275,7,5,4,9,4,119,15
158,Kevin Kampl,SVN,MF,RB Leipzig,33,1990.0,2.9,256,6,44,178,36,3,256,6,3,50.0,3,50.0,157,732,372,1,7,0,3,3,194,4
159,Harry Kane,ENG,FW,Bayern Munich,31,1993.0,4.8,153,1,8,66,81,26,151,11,4,36.4,7,63.6,89,457,135,4,7,4,9,4,124,27
160,Atakan Karazor,GER,MF,Stuttgart,27,1996.0,4.4,352,13,69,214,73,1,352,6,4,66.7,1,16.7,175,627,254,1,8,0,2,2,255,3
161,Mikkel Kaufmann,DEN,FW,Heidenheim,23,2001.0,0.9,26,3,5,6,15,3,26,0,0,0.0,0,0.0,15,44,22,0,1,0,2,0,22,6
162,Andu Kelati,GER,MF,Holstein Kiel,22,2002.0,1.1,54,1,12,33,10,4,54,1,1,100.0,0,0.0,28,119,53,2,0,0,2,0,35,1
163,Aljoscha Kemlein,GER,MF,Union Berlin,20,2004.0,0.1,12,0,0,6,6,0,12,0,0,0.0,0,0.0,6,17,0,0,0,0,0,0,7,0
164,Luca Kerber,GER,"MF,FW",Heidenheim,22,2002.0,0.9,31,6,14,11,6,2,31,0,0,0.0,0,0.0,6,42,21,1,0,1,0,0,11,1
165,Rani Khedira,GER,MF,Union Berlin,30,1994.0,5.0,221,8,49,146,26,3,221,0,0,0.0,0,0.0,75,320,102,1,1,1,2,0,106,1
166,Joshua Kimmich,GER,"MF,DF",Bayern Munich,29,1995.0,5.0,603,12,86,402,121,3,603,3,2,66.7,1,33.3,363,1772,698,8,10,0,6,1,475,14
167,Tim Kleindienst,GER,FW,Gladbach,29,1995.0,4.9,135,8,12,55,69,25,135,6,1,16.7,5,83.3,59,274,156,10,3,5,8,6,89,23
168,Lukas Klostermann,GER,DF,RB Leipzig,28,1996.0,3.2,325,25,109,199,18,2,325,1,1,100.0,0,0.0,188,664,369,3,2,1,0,0,240,1
169,Ansgar Knauff,GER,"MF,FW",Eint Frankfurt,22,2002.0,1.5,68,2,21,16,34,9,68,4,2,50.0,2,50.0,31,197,135,3,2,2,8,1,36,11
170,Magnus Knudsen,NOR,MF,Holstein Kiel,23,2001.0,4.7,248,15,90,140,19,2,248,4,4,100.0,0,0.0,105,515,217,4,2,1,3,3,158,3
171,Gregor Kobel,SUI,GK,Dortmund,26,1997.0,5.0,204,162,202,2,0,0,204,1,1,100.0,0,0.0,128,702,373,0,0,0,0,0,137,0
172,Robin Koch,GER,DF,Eint Frankfurt,28,1996.0,5.0,315,73,166,138,11,9,315,1,0,0.0,1,100.0,175,738,420,0,0,0,2,0,202,1
173,Derrick Köhn,GER,DF,Werder Bremen,25,1999.0,1.6,79,6,17,20,43,5,79,4,3,75.0,1,25.0,51,288,164,5,4,1,4,2,54,12
174,Dominik Kohr,GER,"DF,MF",Mainz 05,30,1994.0,4.8,278,33,121,130,30,4,278,3,2,66.7,1,33.3,107,502,312,7,3,1,7,1,163,8
175,Marco Komenda,CRO,DF,Holstein Kiel,27,1996.0,1.0,56,6,23,24,9,2,56,0,0,0.0,0,0.0,16,114,82,2,2,0,1,0,29,2
176,Mert Kömür,GER,MF,Augsburg,19,2005.0,0.3,10,1,1,5,4,1,10,0,0,0.0,0,0.0,4,25,9,1,0,0,1,0,7,5
177,Henri Koudossou,GER,DF,Augsburg,25,1999.0,0.3,13,2,3,6,4,0,13,0,0,0.0,0,0.0,3,9,1,0,0,0,1,0,3,0
178,Konstantinos Koulierakis,GRE,DF,Wolfsburg,20,2003.0,1.6,76,14,38,26,12,0,76,0,0,0.0,0,0.0,16,63,12,1,1,0,1,0,27,2
179,Matej Kovar,CZE,GK,Leverkusen,24,2000.0,1.0,26,23,26,0,0,0,26,0,0,0.0,0,0.0,18,71,27,0,0,0,0,0,17,0
180,Andrej Kramarić,CRO,MF,Hoffenheim,33,1991.0,3.9,196,4,25,72,101,20,195,4,3,75.0,1,25.0,139,912,507,15,9,4,8,7,155,32
181,Frans Krätzig,GER,DF,Stuttgart,21,2003.0,0.6,48,4,12,22,14,0,48,0,0,0.0,0,0.0,30,85,39,0,0,0,1,0,33,2
182,Rasmus Kristensen,DEN,"DF,MF",Eint Frankfurt,27,1997.0,5.0,287,24,103,122,67,6,287,5,2,40.0,2,40.0,163,663,346,10,8,2,12,2,170,13
183,Lukas Kübler,GER,DF,Freiburg,32,1992.0,4.5,250,12,72,128,53,6,250,1,0,0.0,1,100.0,94,400,125,2,3,0,2,2,114,11
184,Moritz-Broni Kwarteng,GHA,MF,Bochum,26,1998.0,0.7,33,0,5,17,12,2,33,3,3,100.0,0,0.0,20,102,51,2,1,1,3,1,25,4
185,Nediljko Labrović,CRO,GK,Augsburg,24,1999.0,5.0,171,137,166,5,0,0,171,0,0,0.0,0,0.0,93,504,272,0,0,0,0,0,76,0
186,Konrad Laimer,AUT,"DF,MF",Bayern Munich,27,1997.0,1.3,93,1,10,49,34,4,93,1,0,0.0,1,100.0,65,287,109,1,0,0,1,2,78,13
187,Stefan Lainer,AUT,DF,Gladbach,32,1992.0,0.1,5,0,4,1,0,0,5,0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,1,0
188,Hugo Larsson,SWE,MF,Eint Frankfurt,20,2004.0,4.8,186,12,51,91,44,5,186,3,1,33.3,2,66.7,89,287,142,2,5,0,3,2,108,4
189,Diogo Leite,POR,DF,Union Berlin,25,1999.0,5.0,325,27,137,152,43,8,325,7,4,57.1,2,28.6,136,598,295,4,4,0,5,1,167,5
190,Maxim Leitsch,GER,DF,Mainz 05,26,1998.0,2.1,98,20,41,48,9,5,98,0,0,0.0,0,0.0,36,137,44,1,0,0,1,1,41,1
191,Jamie Leweling,GER,"FW,MF",Stuttgart,23,2001.0,4.7,207,3,20,90,101,18,207,17,6,35.3,10,58.8,129,992,446,11,6,5,7,10,162,42
192,Philipp Lienhart,AUT,DF,Freiburg,28,1996.0,4.5,376,25,160,204,13,2,376,3,1,33.3,2,66.7,232,1680,1018,11,5,0,1,0,260,0
193,Anthony Losilla,FRA,MF,Bochum,38,1986.0,3.1,119,9,32,66,23,0,119,2,0,0.0,2,100.0,49,223,96,1,1,0,2,1,60,4
194,Castello Lukeba,FRA,DF,RB Leipzig,21,2002.0,3.9,321,32,127,185,13,4,321,5,2,40.0,3,60.0,155,713,386,2,1,0,3,2,230,2
195,Senne Lynen,BEL,MF,Werder Bremen,25,1999.0,4.8,260,16,71,139,52,3,260,6,3,50.0,3,50.0,145,593,243,1,2,0,3,3,158,3
196,Shuto Machino,JPN,"FW,MF",Holstein Kiel,25,1999.0,3.7,158,4,31,62,65,9,157,1,1,100.0,0,0.0,72,314,131,3,2,1,7,4,101,19
197,Arne Maier,GER,MF,Augsburg,25,1999.0,1.9,148,1,8,65,75,4,148,2,0,0.0,2,100.0,78,318,107,1,5,1,4,0,106,11
198,Patrick Mainka,GER,DF,Heidenheim,29,1994.0,5.0,254,28,158,92,5,1,254,1,0,0.0,1,100.0,152,727,359,1,0,0,0,2,152,0
199,Lovro Majer,CRO,MF,Wolfsburg,26,1998.0,1.3,39,0,8,15,17,3,38,3,2,66.7,0,0.0,28,155,48,2,2,1,2,3,28,2
200,Jordy Makengo,FRA,DF,Freiburg,23,2001.0,0.2,15,0,5,4,6,0,15,0,0,0.0,0,0.0,4,28,0,0,0,0,0,0,5,2
201,Julián Malatini,ARG,DF,Werder Bremen,23,2001.0,1.4,109,6,37,48,24,2,109,0,0,0.0,0,0.0,74,389,219,2,6,0,2,1,77,0
202,Donyell Malen,NED,"FW,DF",Dortmund,25,1999.0,1.8,92,0,3,33,57,10,92,11,2,18.2,8,72.7,58,281,129,5,4,3,6,1,70,23
203,Lennard Maloney,USA,MF,Heidenheim,24,1999.0,3.2,146,19,68,71,7,1,146,2,0,0.0,2,100.0,50,109,21,0,0,0,5,0,57,0
204,Johan Manzambi,SUI,FW,Freiburg,18,2005.0,0.1,6,0,1,4,1,0,6,0,0,0.0,0,0.0,4,24,7,0,0,0,1,0,5,1
205,Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,25,1999.0,4.6,168,0,14,49,111,39,167,28,9,32.1,15,53.6,115,947,566,23,16,16,15,10,121,33
206,Erhan Mašović,SRB,DF,Bochum,25,1998.0,3.2,197,26,100,92,6,4,197,0,0,0.0,0,0.0,124,531,280,0,1,0,2,0,130,0
207,Igor Matanovic,CRO,FW,Eint Frankfurt,21,2003.0,1.6,57,3,6,27,25,11,57,3,2,66.7,1,33.3,34,189,72,2,2,1,9,5,44,12
208,Chrislain Matsima,FRA,DF,Augsburg,22,2002.0,0.4,22,5,12,10,0,0,22,0,0,0.0,0,0.0,7,17,11,0,0,0,1,0,12,0
209,Jean Mattéo Bahoya,FRA,MF,Eint Frankfurt,19,2005.0,0.1,7,0,1,4,2,1,7,1,1,100.0,0,0.0,2,19,18,1,0,1,0,0,4,1
210,Keke Maximilian Topp,GER,"FW,MF",Werder Bremen,20,2004.0,1.3,49,0,3,20,27,9,49,2,0,0.0,2,100.0,34,159,68,4,1,1,7,7,41,12
211,Jakov Medić,CRO,DF,Bochum,26,1998.0,4.8,241,63,142,92,7,3,241,0,0,0.0,0,0.0,114,503,240,0,0,0,0,1,123,0
212,Connor Metcalfe,AUS,MF,St. Pauli,24,1999.0,2.5,110,5,23,56,34,1,110,4,2,50.0,1,25.0,41,221,124,5,4,0,3,0,56,8
213,Karol Mets,EST,DF,St. Pauli,31,1993.0,5.0,380,48,187,185,10,3,380,1,0,0.0,1,100.0,175,659,345,3,0,0,1,0,247,1
214,Florian Micheler,AUT,MF,Hoffenheim,19,2005.0,0.4,12,0,2,6,4,0,12,1,1,100.0,0,0.0,11,48,28,1,1,0,0,0,10,1
215,Enzo Millot,FRA,MF,Stuttgart,22,2002.0,3.9,278,1,44,141,98,16,277,14,13,92.9,0,0.0,159,878,377,5,4,2,13,8,202,18
216,Kim Min-jae,KOR,DF,Bayern Munich,27,1996.0,4.9,559,38,197,337,25,3,559,1,1,100.0,0,0.0,323,1287,543,2,6,1,3,1,419,3
217,Maximilian Mittelstädt,GER,DF,Stuttgart,27,1997.0,4.1,353,15,92,165,99,6,353,4,3,75.0,0,0.0,179,699,328,5,8,1,6,2,233,18
218,Koji Miyoshi,JPN,MF,Bochum,27,1997.0,0.9,33,2,7,14,14,2,33,3,0,0.0,3,100.0,18,82,35,2,1,1,2,0,17,1
219,Max Moerstedt,GER,FW,Hoffenheim,,0.0,0.3,16,1,2,3,11,4,16,1,0,0.0,1,100.0,9,49,28,2,1,1,1,1,13,3
220,Steve Mounié,BEN,FW,Augsburg,30,1994.0,1.3,48,1,2,21,25,11,48,0,0,0.0,0,0.0,25,121,31,3,2,1,5,2,39,15
221,Nordi Mukiele,FRA,DF,Leverkusen,26,1997.0,0.6,48,1,12,21,15,1,48,0,0,0.0,0,0.0,23,86,46,0,1,0,1,0,35,4
222,Florian Müller,GER,GK,Freiburg,26,1997.0,2.0,76,54,73,3,0,0,76,0,0,0.0,0,0.0,45,270,163,0,0,0,0,0,37,0
223,Kevin Müller,GER,GK,Heidenheim,33,1991.0,5.0,202,166,202,0,0,0,202,0,0,0.0,0,0.0,110,501,267,0,0,0,1,0,101,0
224,Thomas Müller,GER,"MF,FW",Bayern Munich,35,1989.0,1.4,84,1,9,35,40,6,84,2,2,100.0,0,0.0,48,220,116,1,0,0,3,3,75,21
225,Jamal Musiala,GER,MF,Bayern Munich,21,2003.0,4.3,280,1,22,131,131,31,280,28,14,50.0,13,46.4,179,926,460,12,10,3,12,7,224,35
226,Florent Muslija,KVX,"DF,FW",Freiburg,26,1998.0,0.6,42,1,8,10,24,1,42,2,1,50.0,1,50.0,27,153,65,2,4,0,2,0,29,6
227,Phillipp Mwene,AUT,DF,Mainz 05,30,1994.0,4.9,231,16,46,96,91,3,231,10,5,50.0,5,50.0,105,700,351,10,3,1,5,2,123,23
228,Nathan N'Goumou,FRA,FW,Gladbach,24,2000.0,2.4,98,3,17,29,55,15,98,7,3,42.9,3,42.9,57,394,246,7,5,5,2,3,66,20
229,Stanley N'Soki,FRA,DF,Hoffenheim,25,1999.0,0.2,12,2,8,3,1,0,12,0,0,0.0,0,0.0,4,4,1,0,0,0,0,0,3,0
230,Paul Nebel,GER,DF,Mainz 05,21,2002.0,0.4,50,2,10,19,22,2,50,2,1,50.0,1,50.0,27,264,151,5,4,1,0,0,27,1
231,Luca Netz,GER,DF,Gladbach,21,2003.0,4.9,332,20,122,129,83,9,332,9,3,33.3,5,55.6,147,549,313,8,6,1,7,2,200,20
232,Manuel Neuer,GER,GK,Bayern Munich,38,1986.0,4.0,218,96,201,17,0,0,218,0,0,0.0,0,0.0,151,804,508,0,0,0,0,0,164,0
233,Florian Neuhaus,GER,MF,Gladbach,27,1997.0,0.3,18,0,7,10,1,0,18,0,0,0.0,0,0.0,6,16,7,0,0,0,0,0,13,0
234,Moritz Nicolas,GER,GK,Gladbach,26,1997.0,2.0,93,73,92,1,0,0,93,0,0,0.0,0,0.0,62,258,133,0,0,0,0,0,63,0
235,Justin Njinmah,GER,"MF,FW",Werder Bremen,23,2000.0,1.5,55,0,4,31,22,6,55,4,1,25.0,3,75.0,41,246,100,5,5,1,4,2,47,14
236,Niels Nkounkou,FRA,"MF,DF",Eint Frankfurt,23,2000.0,1.9,110,5,35,50,29,2,110,7,3,42.9,3,42.9,68,439,236,10,7,1,4,1,68,9
237,Felix Nmecha,GER,"MF,DF",Dortmund,23,2000.0,1.8,113,6,21,74,21,0,113,1,1,100.0,0,0.0,44,216,108,2,2,0,3,5,74,1
238,Alexander Nübel,GER,GK,Stuttgart,28,1996.0,5.0,224,185,223,1,0,0,224,0,0,0.0,0,0.0,138,602,383,0,0,0,0,0,140,0
239,Antonio Nusa,NOR,MF,RB Leipzig,19,2005.0,2.0,103,8,16,35,53,9,103,13,5,38.5,7,53.8,61,382,157,4,4,4,7,7,74,19
240,Tim Oermann,GER,DF,Bochum,20,2003.0,1.2,38,7,20,18,0,0,38,0,0,0.0,0,0.0,19,104,53,1,1,1,0,0,18,0
241,Ifechukwu Ogbus,SUI,DF,Freiburg,18,2005.0,0.2,15,1,7,4,4,0,15,0,0,0.0,0,0.0,4,8,2,0,0,0,1,0,3,0
242,Michael Olise,FRA,"FW,MF",Bayern Munich,22,2001.0,3.6,257,2,15,96,150,17,257,20,8,40.0,10,50.0,172,862,422,13,9,2,8,3,204,46
243,Jonas Omlin,SUI,GK,Gladbach,30,1994.0,3.0,154,134,154,0,0,0,154,0,0,0.0,0,0.0,113,375,159,0,0,0,0,0,99,0
244,Karim Onisiwo,AUT,"MF,FW",Mainz 05,32,1992.0,1.0,31,0,4,9,18,5,31,1,0,0.0,1,100.0,16,61,12,1,0,0,3,1,22,7
245,Frank Onyeka,NGA,MF,Augsburg,26,1998.0,2.9,161,7,26,105,33,7,161,3,2,66.7,1,33.3,62,469,218,6,2,1,4,2,92,5
246,Loïs Openda,BEL,FW,RB Leipzig,24,2000.0,4.2,102,1,3,40,59,20,101,8,1,12.5,3,37.5,59,368,207,12,4,9,7,3,90,34
247,Willi Orban,HUN,DF,RB Leipzig,31,1992.0,2.9,306,28,129,170,9,4,306,2,1,50.0,0,0.0,175,751,448,2,0,0,3,0,221,2
248,Patrick Osterhage,GER,MF,Freiburg,24,2000.0,4.0,206,5,49,120,37,7,206,7,4,57.1,2,28.6,96,421,185,2,3,0,9,1,127,5
249,Salih Özcan,TUR,MF,Wolfsburg,26,1998.0,1.3,89,4,13,57,19,2,89,1,0,0.0,1,100.0,33,91,50,0,1,0,2,0,39,1
250,Exequiel Palacios,ARG,MF,Leverkusen,25,1998.0,0.1,22,0,2,12,8,1,22,0,0,0.0,0,0.0,11,50,32,2,0,0,0,1,21,1
251,João Palhinha,POR,MF,Bayern Munich,29,1995.0,1.4,144,3,24,99,22,5,144,0,0,0.0,0,0.0,76,283,108,1,1,1,2,1,119,5
252,Mats Pannewig,GER,MF,Bochum,19,2004.0,0.4,23,1,4,11,9,3,23,1,0,0.0,1,100.0,12,57,28,1,0,0,1,3,17,4
253,Felix Passlack,GER,DF,Bochum,26,1998.0,5.0,246,19,71,120,58,2,246,8,5,62.5,2,25.0,91,589,270,9,6,1,4,3,104,18
254,Aleksandar Pavlovic,GER,MF,Bayern Munich,20,2004.0,3.6,346,3,43,257,48,1,346,0,0,0.0,0,0.0,208,1086,480,2,3,0,5,1,282,7
255,Mads Pedersen,DEN,DF,Augsburg,28,1996.0,1.8,93,5,20,37,38,3,93,6,2,33.3,4,66.7,43,197,97,1,3,0,0,1,45,9
256,Jordan Pefok,USA,FW,Union Berlin,28,1996.0,3.7,112,6,11,52,51,15,112,5,2,40.0,3,60.0,52,163,50,1,2,0,9,6,82,19
257,Benedikt Pichler,AUT,FW,Holstein Kiel,27,1997.0,4.6,144,6,18,73,53,16,144,8,5,62.5,3,37.5,67,389,197,9,3,3,7,8,107,24
258,Amos Pieper,GER,DF,Werder Bremen,26,1998.0,1.2,79,13,48,28,3,0,79,0,0,0.0,0,0.0,32,88,48,0,0,0,0,0,50,0
259,Marvin Pieringer,GER,FW,Heidenheim,24,1999.0,3.8,127,5,11,66,50,14,127,3,0,0.0,3,100.0,61,261,82,2,4,1,6,3,86,12
260,Alassane Pléa,FRA,FW,Gladbach,31,1993.0,3.0,129,0,6,68,59,11,129,9,5,55.6,4,44.4,87,510,323,11,6,4,6,4,113,18
261,Finn Porath,GER,"DF,MF",Holstein Kiel,27,1997.0,3.8,188,12,65,65,59,7,188,2,0,0.0,2,100.0,75,370,193,7,8,1,6,3,110,15
262,Yussuf Poulsen,DEN,FW,RB Leipzig,30,1994.0,1.0,47,3,13,19,15,2,47,2,0,0.0,2,100.0,21,122,47,2,1,0,3,4,37,11
263,Alexander Prass,AUT,DF,Hoffenheim,23,2001.0,3.9,254,15,62,103,93,10,254,15,5,33.3,8,53.3,156,755,338,5,10,3,1,0,166,16
264,Grischa Prömel,GER,MF,Hoffenheim,29,1995.0,1.9,106,4,19,71,18,0,106,1,0,0.0,1,100.0,70,300,137,2,1,0,2,2,82,3
265,Tymoteusz Puchacz,POL,DF,Holstein Kiel,25,1999.0,1.6,111,7,37,41,37,0,111,8,5,62.5,2,25.0,58,354,173,8,7,0,4,2,58,15
266,Leopold Querfeld,AUT,DF,Union Berlin,20,2003.0,0.9,47,10,31,13,3,1,47,1,0,0.0,1,100.0,14,33,5,0,0,0,0,0,15,1
267,David Raum,GER,DF,RB Leipzig,26,1998.0,4.6,336,15,100,137,101,14,336,6,3,50.0,2,33.3,140,598,351,9,4,1,2,2,207,41
268,Rocco Reitz,GER,MF,Gladbach,22,2002.0,2.4,194,7,53,105,38,6,194,5,3,60.0,2,40.0,112,526,204,1,3,0,3,3,139,7
269,Nicolai Remberg,GER,MF,Holstein Kiel,24,2000.0,1.8,85,5,25,52,9,1,85,0,0,0.0,0,0.0,33,152,69,1,0,0,3,0,54,2
270,Elvis Rexhbeçaj,KVX,MF,Augsburg,26,1997.0,4.6,220,5,19,99,104,10,220,5,2,40.0,2,40.0,115,540,283,11,9,2,6,3,152,30
271,Gio Reyna,USA,MF,Dortmund,21,2002.0,0.1,17,0,0,5,13,0,17,1,0,0.0,1,100.0,9,57,26,1,0,0,1,1,11,1
272,Fabian Rieder,SUI,"MF,FW",Stuttgart,22,2002.0,2.6,136,0,17,45,76,5,136,5,3,60.0,2,40.0,62,387,192,9,6,1,8,3,87,20
273,Lars Ritzka,GER,"DF,FW",St. Pauli,26,1998.0,2.2,122,0,27,63,32,3,122,1,0,0.0,1,100.0,26,71,42,1,0,0,0,3,66,11
274,Merlin Röhl,GER,MF,Freiburg,22,2002.0,1.8,62,0,6,33,24,4,62,3,2,66.7,1,33.3,35,290,147,5,3,2,8,3,43,9
275,Lasse Rosenboom,GER,DF,Holstein Kiel,22,2002.0,1.7,69,12,35,20,14,6,69,3,0,0.0,3,100.0,21,107,59,2,0,0,2,0,34,3
276,Max Rosenfelder,GER,DF,Freiburg,21,2003.0,3.0,149,21,80,65,5,1,149,1,0,0.0,1,100.0,85,516,301,3,2,1,1,0,100,1
277,Tom Rothe,GER,"DF,MF",Union Berlin,19,2004.0,3.2,182,17,53,73,57,7,182,7,2,28.6,5,71.4,70,352,104,4,2,1,3,5,82,10
278,Anthony Rouault,FRA,DF,Stuttgart,23,2001.0,2.3,161,17,90,68,3,0,161,1,1,100.0,0,0.0,52,160,67,0,0,0,0,0,103,0
279,Julian Ryerson,NOR,DF,Dortmund,26,1997.0,4.3,222,4,44,107,75,7,222,9,4,44.4,5,55.6,110,642,338,10,7,2,9,4,139,24
280,Frederik Rønnow,DEN,GK,Union Berlin,32,1992.0,5.0,178,136,177,1,0,0,178,0,0,0.0,0,0.0,105,586,306,0,0,0,0,0,89,0
281,Elias Saad,TUN,"FW,MF",St. Pauli,24,1999.0,2.8,119,1,12,45,64,18,119,19,7,36.8,9,47.4,83,642,315,10,6,5,15,7,81,18
282,Marcel Sabitzer,AUT,"MF,FW",Dortmund,30,1994.0,3.2,144,8,23,67,56,7,144,1,1,100.0,0,0.0,64,320,216,6,6,1,5,0,100,12
283,Manolis Saliakas,GRE,MF,St. Pauli,28,1996.0,2.3,137,6,34,62,41,6,137,1,1,100.0,0,0.0,52,160,80,1,3,1,0,1,69,7
284,Roland Sallai,HUN,"FW,MF",Freiburg,27,1997.0,0.5,25,0,3,7,15,2,25,1,0,0.0,1,100.0,16,173,88,4,1,2,1,1,18,2
285,Philipp Sander,GER,MF,Gladbach,26,1998.0,2.7,188,6,46,120,24,3,188,5,2,40.0,3,60.0,97,544,235,1,2,0,2,0,121,2
286,Leroy Sané,GER,FW,Bayern Munich,28,1996.0,0.4,27,0,2,8,19,4,27,1,1,100.0,0,0.0,19,219,186,5,4,2,1,1,24,7
287,Kaishu Sano,JPN,MF,Mainz 05,23,2000.0,4.8,198,10,48,115,35,1,198,2,1,50.0,1,50.0,76,309,102,0,1,0,5,8,104,4
288,Kauã Santos,BRA,GK,Eint Frankfurt,21,2003.0,2.5,94,77,94,0,0,0,94,0,0,0.0,0,0.0,59,277,218,0,0,0,0,0,46,0
289,Joe Scally,USA,DF,Gladbach,21,2002.0,5.0,357,12,147,140,70,6,357,13,6,46.2,7,53.8,207,1026,583,11,7,1,7,2,249,15
290,András Schäfer,HUN,MF,Union Berlin,25,1999.0,3.9,220,9,45,124,54,2,220,10,4,40.0,5,50.0,106,500,206,6,5,0,4,3,127,14
291,Patrik Schick,CZE,FW,Leverkusen,28,1996.0,1.0,29,1,2,17,10,4,29,3,1,33.3,2,66.7,17,61,5,0,0,0,3,3,24,6
292,Stefan Schimmer,GER,FW,Heidenheim,30,1994.0,0.3,9,0,0,2,7,3,9,0,0,0.0,0,0.0,4,7,1,0,0,0,1,0,8,3
293,Keven Schlotterbeck,GER,DF,Augsburg,27,1997.0,4.6,349,27,137,179,33,12,349,0,0,0.0,0,0.0,174,595,324,0,2,0,3,0,242,1
294,Nico Schlotterbeck,GER,DF,Dortmund,24,1999.0,3.8,361,20,131,194,39,4,361,7,4,57.1,2,28.6,222,1014,612,11,6,1,3,3,263,7
295,Romano Schmid,AUT,MF,Werder Bremen,24,2000.0,4.8,273,4,45,111,121,19,273,10,5,50.0,5,50.0,186,1006,593,19,10,6,8,11,217,31
296,Jan Schöppner,GER,MF,Heidenheim,25,1999.0,4.2,179,22,60,80,40,7,179,5,2,40.0,3,60.0,82,373,209,5,4,0,3,2,90,8
297,Marvin Schulz,GER,MF,Holstein Kiel,29,1995.0,0.1,14,2,8,4,2,0,14,0,0,0.0,0,0.0,3,6,2,0,0,0,0,0,4,0
298,Léo Scienza,BRA,"FW,MF",Heidenheim,26,1998.0,2.7,108,1,13,50,50,12,108,17,7,41.2,10,58.8,69,658,480,18,9,5,8,1,69,12
299,Nicolas Seiwald,AUT,MF,RB Leipzig,23,2001.0,3.4,255,11,48,186,24,0,255,0,0,0.0,0,0.0,105,449,177,2,4,0,2,3,168,5
300,Benjamin Šeško,SVN,"FW,MF",RB Leipzig,21,2003.0,4.0,145,7,18,85,44,9,145,10,6,60.0,4,40.0,67,413,167,4,6,2,6,11,119,14
301,Armindo Sieb,GER,"MF,FW",Mainz 05,21,2003.0,1.5,59,0,5,25,29,5,59,6,1,16.7,4,66.7,35,300,165,8,4,1,3,5,47,8
302,Tim Siersleben,GER,DF,Heidenheim,24,2000.0,0.1,7,2,6,1,0,0,7,0,0,0.0,0,0.0,4,23,0,0,0,0,0,0,3,0
303,Kiliann Sildillia,FRA,FW,Freiburg,22,2002.0,0.0,3,0,0,3,0,0,3,0,0,0.0,0,0.0,1,9,9,0,0,0,1,0,0,0
304,André Silva,POR,FW,RB Leipzig,28,1995.0,0.2,13,0,1,2,10,1,13,0,0,0.0,0,0.0,7,18,4,0,0,0,2,0,10,4
305,Mohamed Simakan,FRA,DF,RB Leipzig,24,2000.0,0.6,52,0,9,35,9,2,52,1,0,0.0,0,0.0,27,130,70,3,1,0,0,0,39,4
306,Xavi Simons,NED,MF,RB Leipzig,21,2003.0,5.0,322,1,21,181,126,19,322,21,11,52.4,8,38.1,182,1139,642,20,9,5,17,8,249,38
307,Danel Sinani,LUX,FW,St. Pauli,27,1997.0,0.0,3,0,0,1,2,0,3,0,0,0.0,0,0.0,2,4,2,0,0,0,1,1,3,0
308,Ibrahima Sissoko,MLI,"MF,DF",Bochum,26,1997.0,4.8,218,18,77,116,27,3,218,3,2,66.7,0,0.0,96,449,224,2,0,0,4,2,112,3
309,Tim Skarke,GER,"FW,MF",Union Berlin,28,1996.0,1.6,51,2,6,20,25,2,51,2,1,50.0,1,50.0,39,187,88,3,3,1,2,4,43,9
310,Ellyes Skhiri,TUN,MF,Eint Frankfurt,29,1995.0,4.1,193,17,63,93,37,2,193,2,1,50.0,1,50.0,95,442,135,1,3,0,3,1,119,3
311,Steven Skrzybski,GER,MF,Holstein Kiel,31,1992.0,0.6,26,1,5,13,8,1,26,2,1,50.0,1,50.0,13,25,10,0,0,0,0,1,22,1
312,Eric Smith,SWE,DF,St. Pauli,27,1997.0,4.4,297,24,114,148,36,0,297,0,0,0.0,0,0.0,121,561,281,0,1,0,1,0,173,1
