Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
43,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,28-188,1996,4,3,251,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1.1,9,11,21,0.00,0.00,0.00,0.00,0.00,0.10,0.28,0.38,0.10,0.38,Matches
44,Valentín Barco,ar ARG,DF,Sevilla,20-069,2004,5,3,250,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,2,9,10,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.21,0.10,0.21,Matches
45,Enzo Barrenechea,ar ARG,MF,Valencia,23-131,2001,4,2,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
46,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,22-278,2001,5,2,250,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,7,8,31,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14,Matches
47,Pablo Barrios,es ESP,MF,Atlético Madrid,21-107,2003,4,3,315,3.5,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,23,11,0.00,0.29,0.29,0.00,0.29,0.04,0.07,0.11,0.04,0.11,Matches
48,Thierno Barry,fr FRA,FW,Villarreal,21-345,2002,6,3,356,4.0,1,0,1,1,0,0,1,0,2.1,2.1,0.1,2.2,4,4,14,0.25,0.00,0.25,0.25,0.25,0.52,0.04,0.56,0.52,0.56,Matches
49,Marc Bartra,es ESP,DF,Betis,33-259,1991,2,2,175,1.9,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,4,0,0.51,0.00,0.51,0.51,0.51,0.09,0.00,0.09,0.09,0.09,Matches
50,Aboubacar Bassinga,ci CIV,MF,Las Palmas,19-079,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Augusto Batalla,ar ARG,GK,Rayo Vallecano,28-153,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
