Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 29_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
31,Marcos André,br BRA,FW,Valladolid,27-346,1996,4,207,52,28.8,2.3,3,66,0,1,10,4,0.25,1,5,-4,-1.74,-0.16,1.1,5.0,-3.9,-1.68,-0.76,Matches
32,Antoniu,es ESP,MF,Espanyol,22-025,2002,2,29,15,4.0,0.3,0,,0,2,15,4,0.00,0,0,0,0.00,+0.65,0.4,0.0,+0.4,+1.31,+2.40,Matches
33,Aritz Arambarri,es ESP,DF,Leganés,26-243,1998,2,177,89,24.6,2.0,2,89,1,0,,1,2.00,3,2,+1,+0.51,+1.34,2.5,2.6,-0.2,-0.08,+0.75,Matches
34,Mauro Arambarri,uy URU,"MF,FW",Getafe,29-000,1995,8,378,47,52.5,4.2,4,72,1,4,23,0,0.88,4,4,0,0.00,+0.26,5.8,3.1,+2.7,+0.63,+1.27,Matches
35,Jon Aramburu,ve VEN,DF,Real Sociedad,22-069,2002,6,346,58,48.1,3.8,4,81,2,2,12,2,1.33,3,3,0,0.00,+0.24,5.4,4.7,+0.7,+0.17,+0.53,Matches
36,Egoitz Arana,es ESP,GK,Real Sociedad,22-224,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
37,Matías Árbol,es ESP,GK,Sevilla,22-018,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
38,Adu Ares,es ESP,FW,Athletic Club,22-354,2001,1,19,19,2.6,0.2,0,,0,1,19,2,0.00,0,1,-1,-4.74,-5.38,0.1,0.3,-0.2,-0.73,-0.61,Matches
39,Jesús Areso,es ESP,DF,Osasuna,25-090,1999,7,612,87,85.0,6.8,7,87,5,0,,1,2.00,11,8,+3,+0.44,+3.77,8.0,6.9,+1.1,+0.17,+2.34,Matches
40,David Argüelles,es ESP,DF,Getafe,22-273,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
41,José Arnaiz,es ESP,FW,Osasuna,29-168,1995,1,15,15,2.1,0.2,0,,0,1,15,5,0.00,0,1,-1,-6.00,-6.00,0.1,0.1,0.0,-0.05,+0.14,Matches
42,Takuma Asano,jp JPN,FW,Mallorca,29-325,1994,6,319,53,44.3,3.5,4,66,0,2,27,0,1.33,3,3,0,0.00,-0.45,2.5,2.4,0.0,+0.01,-0.32,Matches
43,Iago Aspas,es ESP,"FW,MF",Celta Vigo,37-060,1987,8,576,72,80.0,6.4,6,88,4,2,24,0,1.25,13,10,+3,+0.47,+2.34,10.2,6.3,+3.9,+0.61,+1.78,Matches
44,Yaser Asprilla,co COL,"MF,FW",Girona,20-316,2003,5,251,50,34.9,2.8,2,82,1,3,29,1,1.40,3,3,0,0.00,+0.38,4.0,2.0,+2.0,+0.71,+0.26,Matches
45,Ander Astralaga,es ESP,GK,Barcelona,20-211,2004,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
46,Ezequiel Ávila,ar ARG,FW,Betis,30-237,1994,6,198,33,27.5,2.2,2,64,0,4,18,2,1.50,1,3,-2,-0.91,-1.43,2.4,2.2,+0.2,+0.10,-0.88,Matches
47,César Azpilicueta,es ESP,DF,Atlético Madrid,35-033,1989,5,390,78,54.2,4.3,5,78,3,0,,1,1.80,7,3,+4,+0.92,-0.17,7.4,3.6,+3.8,+0.88,+0.46,Matches
48,Loïc Bade,fr FRA,DF,Sevilla,24-172,2000,6,471,79,65.4,5.2,5,90,5,1,21,1,0.83,5,6,-1,-0.19,+0.17,6.5,6.3,+0.2,+0.04,-0.05,Matches
49,Alex Baena,es ESP,MF,Villarreal,23-072,2001,6,463,77,73.5,5.1,6,77,2,0,,0,2.17,12,11,+1,+0.19,+0.73,9.5,6.9,+2.6,+0.50,+1.53,Matches
50,Eric Bailly,ci CIV,DF,Villarreal,30-171,1994,5,376,75,59.7,4.2,4,80,2,1,55,1,2.00,7,11,-4,-0.96,-2.37,7.0,7.1,-0.1,-0.02,-0.28,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
51,Cédric Bakambu,cd COD,FW,Betis,33-172,1991,3,109,36,15.1,1.2,1,60,0,2,25,1,1.33,0,1,-1,-0.83,-1.12,2.3,0.4,+1.8,+1.52,+0.92,Matches
52,Alejandro Balde,es ESP,DF,Barcelona,20-348,2003,7,466,67,64.7,5.2,5,84,2,2,24,1,2.57,18,5,+13,+2.51,+1.45,13.7,5.1,+8.6,+1.67,+1.06,Matches
53,Iván Balliu,al ALB,DF,Rayo Vallecano,32-273,1992,7,406,58,56.4,4.5,4,90,4,3,15,1,1.00,3,5,-2,-0.44,-1.30,2.4,6.0,-3.6,-0.80,-1.66,Matches
54,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,28-188,1996,4,251,63,34.9,2.8,3,75,2,1,26,3,1.50,4,8,-4,-1.43,-2.20,4.0,4.9,-0.9,-0.32,-0.89,Matches
55,Valentín Barco,ar ARG,DF,Sevilla,20-069,2004,5,250,50,34.7,2.8,3,75,1,2,13,0,1.40,3,4,-1,-0.36,-0.17,3.9,3.7,+0.3,+0.11,+0.07,Matches
