Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
136,Issa Doumbia,CIV,MF,Venezia,20,2003,1.0,0,2,1,50.0,2.09,1.05,0.0,0.0,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0
137,Artem Dovbyk,UKR,FW,Roma,27,1997,5.8,2,16,7,43.8,2.77,1.21,0.13,0.29,12.2,0,0,0,2.8,2.8,0.18,-0.8,-0.8
138,Ondrej Duda,SVK,MF,Hellas Verona,29,1994,3.4,0,1,1,100.0,0.3,0.3,0.0,0.0,29.6,1,0,0,0.0,0.0,0.03,0.0,0.0
139,Denzel Dumfries,NED,DF,Inter,28,1996,1.6,1,2,2,100.0,1.28,1.28,0.5,0.5,6.5,0,0,0,0.6,0.6,0.32,0.4,0.4
140,Alfred Duncan,GHA,MF,Venezia,31,1993,3.7,0,2,0,0.0,0.54,0.0,0.0,0.0,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
141,Paulo Dybala,ARG,"FW,MF",Roma,30,1993,3.2,1,10,1,10.0,3.16,0.32,0.0,0.0,22.2,1,1,1,1.2,0.4,0.04,-0.2,-0.4
142,Éderson,BRA,MF,Atalanta,25,1999,5.8,0,3,2,66.7,0.52,0.35,0.0,0.0,14.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4
143,Kingsley Ehizibue,NED,DF,Udinese,29,1995,6.0,0,4,0,0.0,0.67,0.0,0.0,0.0,16.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
144,Jeff Ekhator,ITA,"FW,MF",Genoa,17,2006,0.4,0,1,0,0.0,2.57,0.0,0.0,0.0,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
145,Jurgen Ekkelenkamp,NED,MF,Udinese,24,2000,2.2,0,3,1,33.3,1.35,0.45,0.0,0.0,15.9,0,0,0,0.5,0.5,0.15,-0.5,-0.5
146,Emmanuel Ekong,SWE,"MF,FW",Empoli,22,2002,0.4,0,2,0,0.0,4.5,0.0,0.0,0.0,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0
147,Caleb Ekuban,GHA,FW,Genoa,30,1994,2.3,0,6,1,16.7,2.57,0.43,0.0,0.0,13.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
