Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive_sca,PassDead_sca,TO_sca,Sh_sca,Fld_sca,Def_sca,GCA,GCA90,PassLive_gca,PassDead_gca,TO_gca,Sh_gca,Fld_gca,Def_gca
140,Alfred Duncan,GHA,MF,Venezia,31,1993,3.7,7,1.89,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0
141,Paulo Dybala,ARG,"FW,MF",Roma,30,1993,3.2,20,6.32,12,4,0,2,2,0,1,0.32,0,0,0,0,1,0
142,Éderson,BRA,MF,Atalanta,25,1999,5.8,12,2.08,9,0,1,1,0,1,2,0.35,2,0,0,0,0,0
143,Kingsley Ehizibue,NED,DF,Udinese,29,1995,6.0,12,2.0,9,1,0,1,0,1,1,0.17,1,0,0,0,0,0
144,Jeff Ekhator,ITA,"FW,MF",Genoa,17,2006,0.4,6,15.43,4,0,0,1,1,0,0,0.0,0,0,0,0,0,0
145,Jurgen Ekkelenkamp,NED,MF,Udinese,24,2000,2.2,4,1.8,3,0,0,1,0,0,1,0.45,0,0,0,1,0,0
146,Emmanuel Ekong,SWE,"MF,FW",Empoli,22,2002,0.4,5,11.25,2,0,3,0,0,0,0,0.0,0,0,0,0,0,0
147,Caleb Ekuban,GHA,FW,Genoa,30,1994,2.3,2,0.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
148,Mikael Ellertsson,ISL,MF,Venezia,22,2002,4.4,17,3.83,12,0,2,1,2,0,2,0.45,2,0,0,0,0,0
149,Emerson,BRA,DF,Milan,25,1999,4.0,8,1.98,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
150,Yannik Engelhardt,GER,MF,Como,23,2001,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
151,Martin Erlic,CRO,DF,Bologna,26,1998,1.5,1,0.69,0,0,0,0,1,0,1,0.69,0,0,0,0,1,0
152,Sebastiano Esposito,ITA,"FW,MF",Empoli,22,2002,4.1,10,2.43,4,1,1,3,1,0,3,0.73,0,0,1,1,1,0
153,Nahuel Estévez,ARG,MF,Parma,28,1995,1.8,3,1.66,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
154,Giovanni Fabbian,ITA,MF,Bologna,21,2003,2.8,1,0.35,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
155,Alieu Fadera,GAM,"FW,MF",Como,22,2001,2.8,9,3.24,6,0,2,1,0,0,2,0.72,1,0,1,0,0,0
156,Nicolò Fagioli,ITA,MF,Juventus,23,2001,3.3,8,2.44,6,0,0,2,0,0,1,0.31,1,0,0,0,0,0
157,Wladimiro Falcone,ITA,GK,Lecce,29,1995,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
158,Davide Faraoni,ITA,"MF,DF",Hellas Verona,32,1991,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
159,Jacopo Fazzini,ITA,MF,Empoli,21,2003,2.6,8,3.04,5,0,1,1,1,0,1,0.38,1,0,0,0,0,0
160,Mattia Felici,ITA,DF,Cagliari,23,2001,0.3,2,7.83,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0
161,Youssouf Fofana,FRA,MF,Milan,25,1999,3.8,7,1.83,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
162,Michael Folorunsho,ITA,FW,Napoli,26,1998,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
163,Omari Forson,ENG,"MF,FW",Monza,20,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
164,Davide Frattesi,ITA,MF,Inter,24,1999,2.9,3,1.05,2,0,1,0,0,0,1,0.35,1,0,0,0,0,0
165,Morten Frendrup,DEN,MF,Genoa,23,2001,5.8,6,1.04,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0
166,Martin Frese,DEN,DF,Hellas Verona,26,1998,3.7,7,1.87,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0
167,Remo Freuler,SUI,MF,Bologna,32,1992,6.0,14,2.33,13,0,0,0,0,1,1,0.17,1,0,0,0,0,0
168,Matteo Gabbia,ITA,DF,Milan,24,1999,3.0,1,0.33,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0
169,Alessandro Gabrielloni,ITA,"FW,MF",Como,30,1994,0.6,3,4.74,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
170,Gianluca Gaetano,ITA,MF,Cagliari,24,2000,0.9,8,9.23,4,0,1,2,1,0,0,0.0,0,0,0,0,0,0
171,Roberto Gagliardini,ITA,"MF,DF",Monza,30,1994,1.0,3,3.03,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0
172,Antonino Gallo,ITA,DF,Lecce,24,2000,5.9,20,3.36,14,5,1,0,0,0,0,0.0,0,0,0,0,0,0
173,Gaspar,ANG,DF,Lecce,27,1997,6.0,7,1.17,5,0,0,2,0,0,1,0.17,1,0,0,0,0,0
174,Federico Gatti,ITA,DF,Juventus,26,1998,3.9,2,0.51,0,0,0,1,0,1,0,0.0,0,0,0,0,0,0
175,David de Gea,ESP,GK,Fiorentina,33,1990,3.0,1,0.33,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
176,Valentin Gendrey,FRA,DF,Lecce,24,2000,2.0,3,1.5,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
177,Lautaro Gianetti,ARG,DF,Udinese,30,1993,3.3,1,0.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
178,Mario Gila,ESP,DF,Lazio,24,2000,3.0,4,1.33,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
179,Billy Gilmour,SCO,MF,Napoli,23,2001,0.2,2,8.18,2,0,0,0,0,0,1,4.09,1,0,0,0,0,0
