Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
164,Davide Frattesi,ITA,MF,Inter,24,1999,2.9,107,2,18,62,30,11,107,5,4,80.0,1,20.0,56,359,229,8,3,4,1,1,74,4
165,Morten Frendrup,DEN,MF,Genoa,23,2001,5.8,248,11,62,142,47,1,248,5,3,60.0,2,40.0,119,513,218,2,3,0,5,4,138,5
166,Martin Frese,DEN,DF,Hellas Verona,26,1998,3.7,212,14,81,100,31,1,212,1,0,0.0,0,0.0,100,398,197,3,4,0,1,0,115,6
167,Remo Freuler,SUI,MF,Bologna,32,1992,6.0,419,22,94,244,84,3,419,1,1,100.0,0,0.0,220,1041,497,9,5,1,5,3,309,8
168,Matteo Gabbia,ITA,DF,Milan,24,1999,3.0,184,17,88,92,5,2,184,0,0,0.0,0,0.0,134,581,353,2,1,0,0,0,140,0
169,Alessandro Gabrielloni,ITA,"FW,MF",Como,30,1994,0.6,19,1,2,6,12,3,19,0,0,0.0,0,0.0,10,142,25,2,1,1,2,0,9,5
170,Gianluca Gaetano,ITA,MF,Cagliari,24,2000,0.9,44,1,3,21,20,9,44,4,2,50.0,2,50.0,20,94,31,1,2,0,2,3,30,8
171,Roberto Gagliardini,ITA,"MF,DF",Monza,30,1994,1.0,65,6,12,47,6,1,65,1,0,0.0,1,100.0,41,268,101,2,0,0,4,3,42,3
172,Antonino Gallo,ITA,DF,Lecce,24,2000,5.9,311,27,116,131,69,3,311,9,3,33.3,4,44.4,145,901,515,13,9,1,6,3,157,18
173,Gaspar,ANG,DF,Lecce,27,1997,6.0,314,59,207,93,17,11,314,1,1,100.0,0,0.0,159,688,293,1,1,1,2,0,190,1
174,Federico Gatti,ITA,DF,Juventus,26,1998,3.9,314,28,153,158,5,3,314,3,2,66.7,0,0.0,198,1114,491,1,0,0,2,1,244,1
175,David de Gea,ESP,GK,Fiorentina,33,1990,3.0,109,92,108,1,0,0,109,0,0,0.0,0,0.0,60,288,181,0,0,0,0,0,55,0
176,Valentin Gendrey,FRA,DF,Lecce,24,2000,2.0,69,3,16,38,15,3,69,0,0,0.0,0,0.0,32,254,144,7,4,0,1,0,39,4
177,Lautaro Gianetti,ARG,DF,Udinese,30,1993,3.3,165,40,99,60,7,3,165,0,0,0.0,0,0.0,67,294,103,0,0,0,0,0,84,0
178,Mario Gila,ESP,DF,Lazio,24,2000,3.0,209,27,95,100,14,9,209,0,0,0.0,0,0.0,141,747,342,3,2,0,1,2,147,0
179,Billy Gilmour,SCO,MF,Napoli,23,2001,0.2,29,1,8,15,6,0,29,0,0,0.0,0,0.0,14,56,8,0,0,0,0,0,22,0
180,Gvidas Gineitis,LTU,MF,Torino,20,2004,0.5,29,0,3,16,10,0,29,0,0,0.0,0,0.0,14,54,17,0,1,0,0,1,20,5
181,Ben Godfrey,ENG,DF,Atalanta,26,1998,0.3,11,0,2,8,1,1,11,0,0,0.0,0,0.0,5,17,1,0,0,0,1,0,8,1
182,Saba Goglichidze,GEO,DF,Empoli,20,2004,4.0,157,14,78,74,6,0,157,1,0,0.0,1,100.0,71,337,71,1,2,0,2,2,87,0
183,Edoardo Goldaniga,ITA,DF,Como,30,1993,1.4,86,4,46,38,2,0,86,1,0,0.0,1,100.0,60,428,212,0,0,0,0,0,60,0
184,Pierluigi Gollini,ITA,GK,Genoa,29,1995,6.0,219,176,218,1,0,0,219,0,0,0.0,0,0.0,109,561,364,0,0,0,0,0,110,0
185,Nicolás González,ARG,FW,Juventus,26,1998,2.5,104,1,4,47,53,3,104,9,2,22.2,7,77.8,54,329,170,6,7,2,4,4,89,23
186,Robin Gosens,GER,DF,Fiorentina,30,1994,4.0,249,9,60,120,69,7,249,3,2,66.7,1,33.3,128,514,272,3,2,0,5,2,165,11
187,Alberto Grassi,ITA,MF,Empoli,29,1995,3.3,148,12,59,71,18,2,148,1,0,0.0,0,0.0,60,317,135,3,0,0,3,3,75,2
188,Mattéo Guendouzi,FRA,MF,Lazio,25,1999,6.0,369,12,54,242,75,5,369,3,3,100.0,0,0.0,247,1467,775,11,8,0,4,3,270,7
189,Frederic Guilbert,FRA,DF,Lecce,29,1994,2.3,133,13,49,66,22,0,133,2,1,50.0,0,0.0,66,411,181,4,2,0,2,1,68,3
190,Albert Guðmundsson,ISL,MF,Fiorentina,27,1997,1.3,61,1,11,33,19,5,59,4,3,75.0,1,25.0,37,393,142,7,2,2,2,1,42,4
191,Emmanuel Gyasi,GHA,"DF,FW",Empoli,30,1994,6.0,226,22,68,112,50,7,226,7,4,57.1,2,28.6,89,372,137,3,2,0,6,2,109,19
192,Christian Gytkjær,DEN,FW,Venezia,34,1990,1.7,43,3,5,28,11,2,43,0,0,0.0,0,0.0,27,62,18,1,1,1,5,3,31,7
193,Nicolas Haas,SUI,MF,Empoli,28,1996,1.1,39,1,15,14,10,0,39,1,0,0.0,0,0.0,20,57,26,0,0,0,0,2,18,0
194,Saad El Haddad,MAR,MF,Venezia,19,2005,0.2,9,0,0,7,2,0,9,0,0,0.0,0,0.0,6,63,27,1,0,0,2,1,6,2
195,Antoine Hainaut,FRA,"DF,FW",Parma,22,2002,0.6,54,2,6,16,32,3,54,3,2,66.7,0,0.0,29,132,63,3,0,0,1,0,39,12
196,Mohamed Haj,TUN,MF,Parma,19,2005,0.3,23,1,2,10,11,3,23,0,0,0.0,0,0.0,14,74,25,1,0,0,0,0,15,2
197,Ridgeciano Haps,SUR,DF,Venezia,31,1993,2.3,87,10,36,24,28,7,87,1,1,100.0,0,0.0,41,203,107,3,0,1,2,0,42,4
198,Abdou Harroui,NED,"FW,MF",Hellas Verona,26,1998,1.9,85,3,12,37,39,6,85,12,3,25.0,8,66.7,54,418,196,7,9,2,3,5,66,16
199,Liam Henderson,SCO,MF,Empoli,28,1996,5.8,217,12,53,121,43,0,217,3,2,66.7,1,33.3,80,355,132,3,1,0,4,2,117,9
200,Mario Hermoso,ESP,DF,Roma,29,1995,0.6,33,6,19,12,2,0,33,3,2,66.7,1,33.3,10,57,31,0,1,0,0,1,17,1
201,Theo Hernández,FRA,DF,Milan,26,1997,4.4,317,12,78,160,86,13,317,6,4,66.7,1,16.7,200,1118,651,13,6,4,4,3,215,29
202,Hernani,BRA,MF,Parma,30,1994,1.0,72,1,7,37,29,0,72,2,0,0.0,1,50.0,37,163,77,1,2,0,1,2,55,2
203,Isak Hien,SWE,DF,Atalanta,25,1999,2.3,127,14,67,59,1,0,127,0,0,0.0,0,0.0,69,320,119,0,1,0,1,3,73,0
204,Emil Holm,SWE,MF,Bologna,24,2000,0.1,4,2,2,0,2,0,4,0,0,0.0,0,0.0,2,12,3,0,0,0,0,0,2,0
205,Elseid Hysaj,ALB,DF,Lazio,30,1994,0.1,19,2,6,11,2,0,19,0,0,0.0,0,0.0,6,47,18,0,1,0,0,0,7,0
206,Jay Idzes,IDN,DF,Venezia,24,2000,4.7,267,29,148,104,16,4,267,1,0,0.0,1,100.0,148,812,377,1,1,0,3,2,159,1
207,Jonathan Ikone,FRA,"MF,FW",Fiorentina,26,1998,1.2,45,1,7,14,25,5,45,7,3,42.9,4,57.1,31,343,235,7,3,1,0,1,37,14
208,Ivan Ilić,SRB,MF,Torino,23,2001,5.3,317,5,31,189,99,8,317,5,3,60.0,0,0.0,205,1058,497,15,11,1,9,6,247,27
209,Samuel Iling-Junior,ENG,"MF,FW",Bologna,20,2003,0.5,39,0,2,12,25,3,39,5,2,40.0,3,60.0,21,130,57,2,1,0,1,1,27,9
210,Alessio Iovine,ITA,DF,Como,33,1991,2.5,145,11,53,60,32,1,145,0,0,0.0,0,0.0,55,296,121,5,4,1,0,0,79,3
211,Gustav Isaksen,DEN,"FW,MF",Lazio,23,2001,3.1,133,1,4,48,83,10,133,11,6,54.5,3,27.3,97,625,313,9,9,4,4,6,110,40
212,Ardian Ismajli,ALB,DF,Empoli,28,1996,6.0,252,64,161,90,2,2,252,0,0,0.0,0,0.0,71,230,81,0,0,0,2,0,76,0
213,Armando Izzo,ITA,DF,Monza,32,1992,5.6,389,63,221,146,23,2,389,3,2,66.7,1,33.3,242,1042,499,5,6,0,6,0,257,3
214,Ali Jasim,IRQ,FW,Como,20,2004,0.0,2,0,1,1,0,0,2,0,0,0.0,0,0.0,2,12,6,0,0,0,0,0,2,1
215,Gaby Jean,FRA,DF,Lecce,24,2000,0.2,3,2,3,0,0,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
216,Juan Jesus,BRA,DF,Napoli,33,1991,0.9,76,3,25,50,2,1,76,0,0,0.0,0,0.0,46,240,153,2,1,0,0,1,59,2
217,Jesse Joronen,FIN,GK,Venezia,31,1993,6.0,260,230,260,0,0,0,260,0,0,0.0,0,0.0,167,930,492,0,0,0,0,0,139,0
218,Luka Jović,SRB,FW,Milan,26,1997,0.9,23,0,1,13,9,2,23,1,1,100.0,0,0.0,16,61,13,1,0,0,1,0,21,7
219,Christian Kabasele,BEL,DF,Udinese,33,1991,3.4,199,33,110,79,11,6,199,0,0,0.0,0,0.0,118,547,287,1,1,0,4,2,128,1
220,Pierre Kalulu,FRA,DF,Juventus,24,2000,3.0,309,15,105,177,28,1,309,2,0,0.0,2,100.0,206,1096,548,3,4,1,1,0,255,5
221,Hassane Kamara,CIV,DF,Udinese,30,1994,3.3,153,15,63,48,44,3,153,5,2,40.0,3,60.0,72,395,223,7,6,0,4,0,87,13
222,Yann Karamoh,FRA,FW,Torino,26,1998,0.4,19,0,3,7,9,1,19,0,0,0.0,0,0.0,10,69,27,1,2,0,1,1,15,4
223,Jesper Karlsson,SWE,FW,Bologna,26,1998,0.9,32,0,2,12,18,1,32,2,0,0.0,2,100.0,28,116,24,0,1,0,1,4,33,9
224,Jesper Karlström,SWE,MF,Udinese,29,1995,5.2,224,20,77,125,23,3,224,2,0,0.0,2,100.0,102,501,264,4,4,0,5,3,137,3
225,Lior Kasa,ISR,MF,Genoa,19,2005,0.2,11,0,0,5,6,0,11,1,0,0.0,0,0.0,8,36,15,0,0,0,0,1,8,0
226,Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,26,1998,2.8,90,2,15,50,25,0,90,1,0,0.0,1,100.0,49,219,100,2,0,0,4,2,58,6
227,Michael Kayode,ITA,DF,Fiorentina,20,2004,0.2,15,3,7,6,2,1,15,3,3,100.0,0,0.0,6,50,26,2,0,1,0,0,5,1
228,Moise Kean,ITA,FW,Fiorentina,24,2000,5.9,150,5,7,70,76,28,150,16,8,50.0,6,37.5,89,449,171,5,4,3,18,13,119,28
229,Mandela Keita,BEL,MF,Parma,22,2002,0.2,7,0,1,4,2,0,7,0,0,0.0,0,0.0,3,7,0,0,0,0,1,1,6,0
230,Marc-Oliver Kempf,GER,DF,Como,29,1995,4.0,287,50,147,131,10,5,287,0,0,0.0,0,0.0,158,677,289,0,0,0,0,0,192,0
231,Magnus Kofod Andersen,DEN,MF,Venezia,25,1999,3.0,146,4,33,83,34,2,146,1,1,100.0,0,0.0,88,362,177,2,0,0,2,2,93,5
232,Sead Kolašinac,BIH,DF,Atalanta,31,1993,2.9,194,9,55,101,38,5,194,3,1,33.3,2,66.7,104,486,321,8,8,0,1,2,133,11
233,Manu Koné,FRA,MF,Roma,23,2001,1.9,130,4,16,70,47,5,130,4,2,50.0,1,25.0,78,584,333,8,9,2,2,4,101,4
234,Teun Koopmeiners,NED,MF,Juventus,26,1998,3.5,230,3,19,125,87,11,230,4,2,50.0,2,50.0,106,483,247,7,6,1,5,3,166,27
235,Odilon Kossounou,CIV,DF,Atalanta,23,2001,1.7,105,3,36,59,10,0,105,1,0,0.0,1,100.0,66,361,158,1,2,0,2,0,71,1
236,Christian Kouamé,CIV,"MF,FW",Fiorentina,26,1997,3.2,152,3,13,75,64,14,152,9,2,22.2,5,55.6,82,409,184,5,4,2,6,8,112,22
237,Mateusz Kowalski,POL,MF,Parma,19,2005,0.6,18,1,2,10,6,2,18,0,0,0.0,0,0.0,9,31,10,0,0,0,2,2,14,2
238,Thomas Kristensen,DEN,DF,Udinese,22,2002,2.1,119,15,67,50,3,1,119,0,0,0.0,0,0.0,58,236,134,0,1,0,2,0,74,0
239,Nikola Krstović,MNE,FW,Lecce,24,2000,5.7,182,3,10,89,86,30,182,16,7,43.8,9,56.3,109,578,285,8,3,5,11,6,137,24
240,Khvicha Kvaratskhelia,GEO,"MF,FW",Napoli,23,2001,4.9,241,1,18,94,136,30,241,23,9,39.1,10,43.5,158,1084,625,24,18,15,9,10,174,38
241,Giorgos Kyriakopoulos,GRE,DF,Monza,28,1996,6.0,350,19,110,151,90,5,350,5,1,20.0,3,60.0,167,1017,496,11,7,2,4,4,190,19
242,Mathis Lambourde,FRA,"DF,MF",Hellas Verona,18,2006,0.1,4,0,2,0,2,2,4,1,1,100.0,0,0.0,3,22,6,1,1,1,0,1,3,1
243,Gianluca Lapadula,PER,"FW,MF",Cagliari,34,1990,1.0,28,1,1,6,21,7,28,1,1,100.0,0,0.0,15,98,46,2,1,1,0,0,19,6
244,Valentino Lazaro,AUT,DF,Torino,28,1996,5.6,376,17,73,164,140,9,376,8,4,50.0,3,37.5,200,679,298,7,3,4,10,6,255,43
245,Darko Lazović,SRB,"MF,DF",Hellas Verona,34,1990,4.7,165,9,38,61,67,8,164,11,4,36.4,6,54.5,76,441,206,5,3,3,2,0,93,24
246,Manuel Lazzari,ITA,DF,Lazio,30,1993,5.1,314,4,49,163,105,4,314,9,5,55.6,3,33.3,200,1333,783,26,25,0,11,0,209,27
247,Enzo Le Fée,FRA,MF,Roma,24,2000,1.0,77,1,10,39,29,4,77,2,2,100.0,0,0.0,43,315,185,3,3,0,3,1,55,1
248,Rafael Leão,POR,FW,Milan,25,1999,4.9,240,0,14,84,149,37,240,24,13,54.2,10,41.7,173,1196,677,29,14,16,8,2,197,69
249,Nunzio Lella,ITA,MF,Venezia,24,2000,0.1,1,0,0,1,0,0,1,0,0,0.0,0,0.0,2,2,0,0,0,0,0,0,3,0
250,Karol Linetty,POL,MF,Torino,29,1995,3.9,197,12,48,125,29,1,197,3,0,0.0,3,100.0,113,533,220,5,7,0,6,3,139,3
251,Dailon Livramento,CPV,"FW,MF",Hellas Verona,23,2001,1.8,41,0,3,18,23,4,41,3,0,0.0,2,66.7,27,280,164,5,3,1,2,4,27,9
252,Stanislav Lobotka,SVK,MF,Napoli,29,1994,5.8,382,14,73,235,77,5,382,5,2,40.0,3,60.0,222,1135,523,9,6,1,4,2,282,10
253,Manuel Locatelli,ITA,MF,Juventus,26,1998,4.3,420,19,110,286,26,0,420,1,0,0.0,1,100.0,243,1244,640,3,1,0,1,0,339,2
254,Ruben Loftus-Cheek,ENG,MF,Milan,28,1996,4.5,210,6,25,113,74,15,210,5,3,60.0,1,20.0,138,745,421,10,7,4,5,4,177,18
255,Ademola Lookman,NGA,"MF,FW",Atalanta,26,1997,2.4,140,0,12,46,87,24,139,14,9,64.3,5,35.7,85,496,245,12,8,6,7,10,105,35
256,Sandi Lovrić,SVN,MF,Udinese,26,1998,3.5,171,5,37,80,58,9,171,7,3,42.9,4,57.1,89,695,327,7,7,1,7,3,108,8
257,Lorenzo Lucca,ITA,FW,Udinese,24,2000,4.3,104,2,8,65,33,12,104,7,4,57.1,3,42.9,52,265,96,2,2,1,12,3,74,13
258,Jhon Lucumí,COL,DF,Bologna,26,1998,3.4,321,25,117,200,6,1,321,0,0,0.0,0,0.0,182,979,591,4,1,0,2,1,220,1
259,José Luis Palomino,ARG,DF,Cagliari,34,1990,0.8,54,4,17,31,6,0,54,0,0,0.0,0,0.0,36,234,112,0,0,0,0,1,37,0
260,Douglas Luiz,BRA,MF,Juventus,26,1998,1.7,143,4,22,83,39,0,143,7,7,100.0,0,0.0,76,609,377,8,3,0,5,3,101,4
261,Romelu Lukaku,BEL,FW,Napoli,31,1993,2.9,86,4,6,28,52,10,86,5,1,20.0,4,80.0,50,189,75,3,4,2,10,4,73,33
262,Sebastiano Luperto,ITA,DF,Cagliari,28,1996,5.0,319,34,145,150,26,7,319,1,0,0.0,1,100.0,169,861,525,9,4,0,1,0,198,3
263,Zito Luvumbo,ANG,"FW,MF",Cagliari,22,2002,4.2,112,1,5,36,72,22,112,16,6,37.5,7,43.8,75,644,244,12,4,10,11,6,87,38
264,Charalambos Lykogiannis,GRE,DF,Bologna,30,1993,3.6,242,12,71,122,49,3,242,0,0,0.0,0,0.0,127,449,229,4,3,1,2,0,173,10
265,Giangiacomo Magnani,ITA,DF,Hellas Verona,28,1995,2.3,83,8,45,33,5,1,83,0,0,0.0,0,0.0,48,203,81,1,1,0,0,0,46,3
266,Mike Maignan,FRA,GK,Milan,29,1995,6.0,245,165,243,2,0,0,245,0,0,0.0,0,0.0,162,751,491,0,0,0,0,0,142,0
267,Antoine Makoumbou,CGO,MF,Cagliari,26,1998,0.7,51,0,12,30,9,0,51,1,0,0.0,1,100.0,23,135,67,1,0,0,1,1,33,1
268,Daniel Maldini,ITA,MF,Monza,22,2001,4.7,186,5,29,92,69,2,186,22,12,54.5,9,40.9,129,820,355,10,10,0,10,9,136,19
269,Youssef Maleh,MAR,MF,Empoli,26,1998,3.0,108,2,21,70,18,1,108,4,0,0.0,2,50.0,47,165,69,0,0,0,6,1,67,5
270,Ruslan Malinovskyi,UKR,"MF,FW",Genoa,31,1993,2.5,144,5,34,83,27,0,144,2,1,50.0,1,50.0,78,394,151,1,5,0,2,2,82,6
271,Dennis Man,ROU,FW,Parma,26,1998,4.3,200,2,24,67,112,25,200,15,7,46.7,7,46.7,111,863,327,16,6,7,7,6,142,33
272,Gianluca Mancini,ITA,DF,Roma,28,1996,5.6,392,27,130,202,62,12,392,3,0,0.0,2,66.7,251,1281,774,14,18,2,4,0,302,6
273,Rolando Mandragora,ITA,MF,Fiorentina,27,1997,3.0,177,6,34,108,35,2,177,0,0,0.0,0,0.0,104,528,261,4,4,0,0,1,130,2
274,Alberto Manzoni,ITA,MF,Atalanta,19,2005,0.1,14,0,3,10,1,0,14,0,0,0.0,0,0.0,8,25,12,0,0,0,0,0,13,0
275,Filip Marchwiński,POL,MF,Lecce,22,2002,0.2,5,0,0,2,3,0,5,0,0,0.0,0,0.0,3,6,1,0,0,0,0,0,4,0
276,Pablo Marí,ESP,DF,Monza,31,1993,6.0,438,88,260,177,2,2,438,2,2,100.0,0,0.0,262,993,437,1,0,0,1,2,301,0
277,Mirko Marić,CRO,FW,Monza,29,1995,0.1,4,1,1,1,2,0,4,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2,1
278,Răzvan Marin,ROU,MF,Cagliari,28,1996,4.6,250,6,49,130,75,7,250,5,3,60.0,2,40.0,124,698,348,9,8,2,3,2,143,10
279,Guillermo Maripán,CHI,DF,Torino,30,1994,1.1,155,11,50,106,1,0,155,0,0,0.0,0,0.0,93,526,354,1,1,0,0,1,124,0
280,Aarón Martín,ESP,DF,Genoa,27,1997,5.0,261,16,53,124,88,2,261,3,1,33.3,1,33.3,119,722,455,15,7,0,2,2,136,16
281,Lautaro Martínez,ARG,FW,Inter,27,1997,4.4,125,1,8,58,60,16,125,10,3,30.0,6,60.0,82,400,116,4,3,2,7,7,100,21
282,Lucas Martínez Quarta,ARG,DF,Fiorentina,28,1996,2.4,204,32,110,79,16,6,204,1,1,100.0,0,0.0,115,602,363,1,1,1,4,1,124,2
283,Kevin Martins,ITA,DF,Monza,19,2005,0.0,6,0,1,5,0,0,6,0,0,0.0,0,0.0,5,22,1,0,0,0,1,0,5,0
284,Adam Marušić,MNE,DF,Lazio,31,1992,2.8,175,4,45,95,37,0,175,3,1,33.3,2,66.7,90,334,190,3,1,0,1,3,112,7
285,Adam Masina,MAR,DF,Torino,30,1994,6.0,499,56,211,267,23,4,499,2,0,0.0,2,100.0,305,1436,934,5,6,0,3,1,365,3
286,Alan Matturro,URU,DF,Genoa,19,2004,0.2,6,0,1,2,3,1,6,0,0,0.0,0,0.0,4,26,10,0,0,0,0,1,4,1
287,Luca Mazzitelli,ITA,MF,Como,28,1995,1.9,128,6,33,74,23,6,128,4,3,75.0,1,25.0,57,261,110,0,1,0,0,2,85,4
288,Pasquale Mazzocchi,ITA,DF,Napoli,29,1995,3.9,176,15,44,59,77,5,176,11,5,45.5,4,36.4,100,688,351,12,6,2,4,7,102,24
289,Samuel Mbangula,BEL,FW,Juventus,20,2004,2.5,107,1,17,51,40,5,107,9,1,11.1,6,66.7,68,421,242,9,6,1,6,2,82,15
290,Weston McKennie,USA,MF,Juventus,26,1998,1.8,92,0,11,46,36,4,92,2,1,50.0,1,50.0,42,166,51,2,2,0,3,2,63,12
291,Scott McTominay,SCO,MF,Napoli,27,1996,2.2,72,1,8,39,29,6,72,4,2,50.0,2,50.0,38,329,191,7,6,1,4,4,55,12
292,Alex Meret,ITA,GK,Napoli,27,1997,4.4,135,111,134,1,0,0,135,0,0,0.0,0,0.0,70,347,128,0,0,0,0,0,57,0
293,Junior Messias,BRA,"MF,FW",Genoa,33,1991,2.9,98,4,16,48,38,7,97,10,3,30.0,6,60.0,53,327,189,8,10,1,6,4,58,16
294,Valentin Mihaila,ROU,"FW,MF",Parma,24,2000,4.0,153,0,10,67,79,16,153,10,5,50.0,4,40.0,87,542,320,10,7,6,10,5,113,21
295,Vanja Milinković-Savić,SRB,GK,Torino,27,1997,5.0,234,187,231,3,0,0,234,0,0,0.0,0,0.0,137,765,527,0,0,0,0,0,108,0
296,Yerry Mina,COL,DF,Cagliari,30,1994,3.7,321,42,166,137,21,14,321,3,1,33.3,1,33.3,157,811,461,1,3,0,1,2,185,4
297,Juan Miranda,ESP,DF,Bologna,24,2000,2.4,228,4,64,99,67,1,228,0,0,0.0,0,0.0,105,455,241,8,4,0,3,3,146,11
298,Fabio Miretti,ITA,MF,Genoa,21,2003,0.8,25,1,8,8,9,0,25,0,0,0.0,0,0.0,12,46,8,0,1,0,0,2,13,2
299,Henrikh Mkhitaryan,ARM,MF,Inter,35,1989,5.0,307,12,49,172,90,4,307,9,0,0.0,9,100.0,180,900,445,7,9,0,2,5,232,14
300,Lorenzo Montipò,ITA,GK,Hellas Verona,28,1996,6.0,189,155,186,3,0,0,189,0,0,0.0,0,0.0,71,431,259,0,0,0,0,0,68,0
301,Álvaro Morata,ESP,"MF,FW",Milan,31,1992,2.1,70,1,4,35,32,6,70,3,1,33.3,0,0.0,41,261,131,5,3,0,6,2,54,12
302,Alberto Moreno,ESP,DF,Como,32,1992,6.0,361,18,128,156,79,10,361,5,3,60.0,2,40.0,198,670,244,2,5,0,5,1,236,15
303,Tete Morente,ESP,"FW,MF",Lecce,27,1996,3.4,141,3,18,62,62,3,141,4,1,25.0,2,50.0,78,463,250,8,10,0,7,2,85,21
304,Nikola Moro,CRO,MF,Bologna,26,1998,2.6,170,2,25,101,44,1,170,3,1,33.3,1,33.3,71,351,168,5,2,0,6,1,118,8
305,Daniel Mosquera,COL,"FW,MF",Hellas Verona,24,1999,2.2,64,2,4,27,33,12,64,6,3,50.0,3,50.0,35,219,46,3,3,3,5,7,44,14
306,Dany Mota,POR,MF,Monza,26,1998,2.2,88,0,8,38,44,6,88,6,4,66.7,1,16.7,52,400,240,10,6,1,6,2,65,11
307,Yunus Musah,USA,MF,Milan,21,2002,1.7,141,2,20,84,40,1,141,2,1,50.0,0,0.0,100,696,354,6,4,1,2,2,117,4
308,Juan Musso,ARG,GK,Atalanta,30,1994,1.0,35,30,35,0,0,0,35,0,0,0.0,0,0.0,12,91,48,0,0,0,0,0,10,0
309,Kingstone Mutandwa,ZAM,MF,Cagliari,21,2003,0.4,15,0,0,8,7,1,15,1,0,0.0,1,100.0,9,95,14,0,0,0,1,0,12,1
310,Obite N'Dicka,CIV,DF,Roma,25,1999,6.0,464,63,212,239,16,3,464,1,0,0.0,0,0.0,298,1946,909,7,4,0,2,2,342,1
311,Michel Ndary Adopo,FRA,MF,Cagliari,24,2000,1.1,40,0,10,23,8,2,40,3,2,66.7,1,33.3,20,115,74,1,1,0,1,0,26,0
312,Dan Ndoye,SUI,"FW,MF",Bologna,23,2000,3.7,154,1,10,64,85,16,154,17,8,47.1,6,35.3,104,777,454,21,7,8,7,7,122,51
313,David Neres,BRA,"MF,FW",Napoli,27,1997,0.6,42,1,3,12,28,2,42,5,2,40.0,3,60.0,24,210,113,6,1,1,2,2,31,12
314,Cyril Ngonge,BEL,DF,Napoli,24,2000,0.1,14,0,1,7,7,1,14,4,2,50.0,2,50.0,12,84,32,1,2,1,0,2,13,7
315,Hans Nicolussi Caviglia,ITA,MF,Venezia,24,2000,2.6,117,7,27,64,31,2,117,3,2,66.7,1,33.3,59,387,169,5,1,0,3,5,69,1
316,Eybi Nije,SWE,DF,Torino,19,2005,0.3,16,0,4,7,5,0,16,3,2,66.7,1,33.3,6,61,37,2,1,0,1,1,6,1
317,Tijjani Noslin,NED,"FW,MF",Lazio,25,1999,2.6,98,3,7,38,53,6,98,3,2,66.7,1,33.3,61,355,144,4,3,1,8,3,75,17
318,Adam Obert,SVK,DF,Cagliari,22,2002,0.1,5,0,3,2,0,0,5,0,0,0.0,0,0.0,4,9,3,0,0,0,1,0,3,0
319,Jens Odgaard,DEN,"FW,MF",Bologna,25,1999,2.4,107,1,13,48,48,9,107,9,2,22.2,5,55.6,68,368,117,4,1,3,8,2,84,16
320,Noah Okafor,SUI,FW,Milan,24,2000,2.3,70,1,3,29,42,17,70,11,7,63.6,4,36.4,44,379,225,9,6,5,5,5,47,20
321,Maduka Okoye,NGA,GK,Udinese,25,1999,6.0,216,194,215,1,0,0,216,0,0,0.0,0,0.0,123,487,209,0,0,0,0,0,126,0
322,Mathías Olivera,URU,DF,Napoli,26,1997,4.2,223,8,65,103,56,8,223,1,0,0.0,1,100.0,108,524,288,8,2,2,3,3,128,11
323,Gaetano Oristanio,ITA,"MF,FW",Venezia,22,2002,4.2,123,2,14,52,59,13,123,21,11,52.4,9,42.9,85,530,259,7,7,4,11,11,88,14
324,Riccardo Orsolini,ITA,"FW,MF",Bologna,27,1997,3.7,158,1,8,60,94,15,157,22,8,36.4,12,54.5,93,546,298,9,7,3,7,3,122,32
325,Yordan Osorio,VEN,DF,Parma,30,1994,0.9,46,9,25,18,3,1,46,0,0,0.0,0,0.0,18,78,37,0,0,0,1,0,20,0
326,Remi Oudin,FRA,"MF,FW",Lecce,27,1996,0.9,39,1,4,15,20,1,39,0,0,0.0,0,0.0,20,139,15,0,1,0,1,1,24,8
327,Alberto Paleari,ITA,GK,Torino,32,1992,1.0,37,29,37,0,0,0,37,0,0,0.0,0,0.0,23,111,65,0,0,0,0,0,15,0
328,Marco Palestra,ITA,DF,Atalanta,19,2005,0.4,25,0,5,9,11,4,25,0,0,0.0,0,0.0,15,92,62,2,1,1,1,0,16,3
329,Leandro Paredes,ARG,MF,Roma,30,1994,1.2,100,4,24,55,21,2,100,0,0,0.0,0,0.0,57,283,92,0,1,0,3,0,71,0
330,Fabiano Parisi,ITA,DF,Fiorentina,23,2000,1.4,67,3,16,33,18,3,67,3,2,66.7,0,0.0,40,199,116,2,4,2,2,4,40,2
331,Mario Pašalić,CRO,MF,Atalanta,29,1995,3.9,252,10,43,155,58,14,251,1,0,0.0,1,100.0,162,830,435,4,7,0,4,6,197,8
332,Patric,ESP,DF,Lazio,31,1993,2.5,173,9,74,87,13,2,173,0,0,0.0,0,0.0,114,624,313,1,2,0,1,0,118,4
333,Benjamin Pavard,FRA,DF,Inter,28,1996,4.0,314,37,129,149,38,7,314,1,0,0.0,0,0.0,203,1185,681,3,6,0,2,0,257,7
