Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_total,Att_total,Cmp%_total,TotDist_total,PrgDist_total,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
67,Davide Calabria,ITA,DF,Milan,27,1996,1.6,102,111,91.9,1771,387,44,45,97.8,52,56,92.9,4,8,50.0,0,0.2,0.1,-0.2,1,14,1,1,16
68,Luca Caldirola,ITA,DF,Monza,33,1991,2.1,142,159,89.3,2575,1006,56,58,96.6,72,78,92.3,13,20,65.0,0,0.0,0.2,0.0,0,6,1,0,7
69,Hakan Çalhanoğlu,TUR,MF,Inter,30,1994,4.1,304,335,90.7,6027,1813,107,116,92.2,147,154,95.5,44,56,78.6,0,0.7,0.8,-0.7,5,35,7,4,30
70,Drissa Camara,CIV,FW,Parma,22,2002,0.3,7,10,70.0,100,27,4,6,66.7,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,2
71,Nicolò Cambiaghi,ITA,FW,Bologna,23,2000,0.2,12,17,70.6,144,23,9,11,81.8,2,3,66.7,0,0,0.0,0,0.0,0.1,0.0,0,1,1,0,2
72,Andrea Cambiaso,ITA,"DF,FW",Juventus,24,2000,5.1,285,314,90.8,4738,905,130,137,94.9,125,133,94.0,19,25,76.0,0,0.6,0.3,-0.6,5,18,7,3,18
73,Matteo Cancellieri,ITA,"FW,MF",Parma,22,2002,1.7,28,44,63.6,379,83,17,23,73.9,7,9,77.8,2,7,28.6,0,0.0,0.0,0.0,1,2,0,0,4
74,Antonio Candela,ITA,DF,Venezia,24,2000,4.9,108,141,76.6,1709,752,52,61,85.2,46,60,76.7,7,14,50.0,1,0.3,0.2,0.7,4,8,2,2,4
75,Gianluca Caprari,ITA,MF,Monza,31,1993,2.2,63,75,84.0,1099,195,32,33,97.0,24,30,80.0,6,9,66.7,0,0.1,0.2,-0.1,2,0,1,0,5
76,Elia Caprile,ITA,GK,Napoli,23,2001,1.6,23,29,79.3,636,467,4,4,100.0,11,11,100.0,8,13,61.5,0,0.0,0.0,0.0,0,0,0,0,0
77,Francesco Caputo,ITA,FW,Empoli,37,1987,0.1,2,2,100.0,26,0,1,1,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
78,Andrea Carboni,ITA,DF,Monza,23,2001,3.9,191,212,90.1,3281,1099,94,97,96.9,77,84,91.7,20,27,74.1,0,0.0,0.0,0.0,0,10,0,0,7
79,Franco Carboni,ITA,DF,Venezia,21,2003,0.0,2,2,100.0,17,16,2,2,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
80,Marco Carnesecchi,ITA,GK,Atalanta,24,2000,5.0,103,142,72.5,2865,1890,13,13,100.0,58,58,100.0,32,71,45.1,0,0.0,0.0,0.0,0,2,0,0,0
81,Nicolò Casale,ITA,DF,Bologna,26,1998,1.8,89,103,86.4,1869,628,22,26,84.6,58,63,92.1,8,8,100.0,0,0.0,0.0,0.0,0,5,0,0,4
82,Nicolò Casale,ITA,DF,Lazio,26,1998,1.5,100,110,90.9,2040,595,27,30,90.0,59,62,95.2,13,17,76.5,0,0.0,0.0,0.0,0,12,0,0,6
83,Federico Cassa,ITA,"MF,FW",Atalanta,18,2006,0.2,5,6,83.3,54,9,5,5,100.0,0,1,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1
84,Valentín Castellanos,ARG,FW,Lazio,25,1998,4.6,55,87,63.2,705,159,28,39,71.8,19,28,67.9,1,3,33.3,0,0.4,0.5,-0.4,3,5,2,1,8
85,Santiago Castro,ARG,FW,Bologna,20,2004,5.0,72,90,80.0,1364,183,31,33,93.9,30,39,76.9,8,11,72.7,1,0.4,0.5,0.6,3,3,1,0,5
86,Gaetano Castrovilli,ITA,MF,Lazio,27,1997,1.0,41,45,91.1,690,173,22,25,88.0,15,16,93.8,4,4,100.0,0,0.7,0.0,-0.7,2,7,0,0,7
87,Danilo Cataldi,ITA,MF,Fiorentina,30,1994,3.3,127,145,87.6,2583,649,45,49,91.8,61,64,95.3,20,30,66.7,0,0.1,0.1,-0.1,1,12,2,2,8
88,Zeki Çelik,TUR,DF,Roma,27,1997,4.8,199,243,81.9,3236,1022,93,101,92.1,83,101,82.2,16,28,57.1,0,0.2,0.2,-0.2,5,14,5,3,16
89,Alberto Cerri,ITA,FW,Como,28,1996,0.7,9,14,64.3,119,0,6,10,60.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
90,Gabriel Charpentier,CGO,FW,Parma,25,1999,0.2,2,3,66.7,38,15,0,0,0.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
91,Walid Cheddira,MAR,FW,Napoli,26,1998,0.1,2,3,66.7,28,14,1,2,50.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,1
92,Leandro Chichizola,ARG,GK,Parma,34,1990,1.0,36,50,72.0,854,507,6,6,100.0,23,23,100.0,7,20,35.0,0,0.0,0.0,0.0,0,1,0,0,1
93,Samuel Chukwueze,NGA,FW,Milan,25,1999,2.0,51,71,71.8,866,242,31,35,88.6,13,21,61.9,6,13,46.2,0,0.6,0.3,-0.6,4,7,3,1,6
94,Aaron Ciammaglichella,ITA,MF,Torino,19,2005,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
95,Alessandro Circati,AUS,DF,Parma,20,2003,4.0,149,170,87.6,2853,696,48,56,85.7,84,90,93.3,13,20,65.0,0,0.0,0.0,0.0,0,3,0,0,5
96,Alphadjo Cissè,ITA,MF,Hellas Verona,17,2006,0.0,5,6,83.3,80,10,3,4,75.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1
97,Saúl Coco,EQG,DF,Torino,25,1999,5.0,232,260,89.2,3988,1407,95,100,95.0,120,129,93.0,13,24,54.2,0,0.0,0.0,0.0,0,14,0,0,10
98,Lorenzo Colombo,ITA,"FW,MF",Empoli,22,2002,4.7,50,81,61.7,687,135,33,46,71.7,13,22,59.1,3,6,50.0,1,0.5,0.0,0.5,2,3,0,0,2
99,Andrea Colpani,ITA,"MF,FW",Fiorentina,25,1999,4.2,82,104,78.8,1284,236,44,51,86.3,27,36,75.0,5,10,50.0,0,0.0,0.2,0.0,1,6,2,0,15
100,Pietro Comuzzo,ITA,DF,Fiorentina,19,2005,4.5,264,300,88.0,5328,1433,70,79,88.6,159,166,95.8,33,51,64.7,0,0.0,0.0,0.0,0,13,0,0,16
101,Francisco Conceição,POR,FW,Juventus,21,2002,0.8,30,36,83.3,509,42,14,16,87.5,16,18,88.9,0,0,0.0,0,0.7,0.3,-0.7,1,1,1,1,1
102,Diego Coppola,ITA,DF,Hellas Verona,20,2003,6.0,210,253,83.0,3867,1284,69,80,86.3,126,143,88.1,13,27,48.1,0,0.0,0.0,0.0,0,3,0,0,9
103,Joaquín Correa,ARG,"MF,FW",Inter,30,1994,0.2,8,10,80.0,113,58,4,5,80.0,4,4,100.0,0,0,0.0,0,0.0,0.0,0.0,0,2,1,0,4
104,Lassana Coulibaly,MLI,MF,Lecce,28,1996,2.8,93,102,91.2,1554,353,41,45,91.1,43,46,93.5,8,9,88.9,0,0.3,0.1,-0.3,2,12,1,0,13
105,Woyo Coulibaly,FRA,DF,Parma,25,1999,5.0,190,218,87.2,2859,1157,107,111,96.4,71,85,83.5,8,15,53.3,0,0.1,0.1,-0.1,2,14,2,0,18
106,Bryan Cristante,ITA,MF,Roma,29,1995,5.6,291,345,84.3,5152,1301,121,135,89.6,145,158,91.8,22,37,59.5,0,0.1,0.3,-0.1,3,33,3,0,32
107,Domen Črnigoj,SVN,MF,Venezia,28,1995,0.4,7,16,43.8,121,41,2,4,50.0,3,5,60.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,2
108,Juan Cuadrado,COL,DF,Atalanta,36,1988,0.7,40,52,76.9,702,169,14,19,73.7,22,26,84.6,4,5,80.0,0,0.1,0.2,-0.1,3,1,4,0,7
109,Patrick Cutrone,ITA,FW,Como,26,1998,5.2,68,102,66.7,832,106,44,56,78.6,18,28,64.3,0,3,0.0,0,0.3,0.3,-0.3,4,0,2,0,4
110,Wylan Cyprien,FRA,MF,Parma,29,1995,0.3,14,21,66.7,248,161,9,9,100.0,2,5,40.0,3,5,60.0,0,0.0,0.2,0.0,0,2,0,0,2
111,Danilo D'Ambrosio,ITA,DF,Monza,36,1988,0.3,11,14,78.6,177,47,5,5,100.0,6,7,85.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
112,Lucas Da Cunha,FRA,"MF,FW",Como,23,2001,2.2,83,105,79.0,1439,381,37,41,90.2,36,41,87.8,7,13,53.8,0,0.3,0.7,-0.3,3,5,2,1,10
113,Thijs Dallinga,NED,"FW,MF",Bologna,24,2000,1.3,24,29,82.8,386,37,15,17,88.2,7,10,70.0,2,2,100.0,0,0.1,0.0,-0.1,2,1,0,0,0
114,Flavius Daniliuc,AUT,DF,Hellas Verona,23,2001,2.8,84,105,80.0,1435,589,33,37,89.2,44,50,88.0,4,11,36.4,0,0.0,0.0,0.0,0,4,0,0,10
115,Danilo,BRA,DF,Juventus,33,1991,1.1,93,100,93.0,1701,479,34,34,100.0,54,57,94.7,5,8,62.5,0,0.0,0.0,0.0,0,8,1,0,5
116,Matteo Darmian,ITA,DF,Inter,34,1989,4.4,182,226,80.5,3147,958,77,88,87.5,85,98,86.7,14,24,58.3,1,0.5,0.4,0.5,3,3,4,2,7
117,Juan David Cabal,COL,DF,Juventus,23,2001,2.3,135,158,85.4,2146,703,68,74,91.9,58,64,90.6,8,13,61.5,0,0.0,0.0,0.0,1,8,0,0,5
118,Keinan Davis,ENG,FW,Udinese,26,1998,1.8,37,50,74.0,486,59,23,30,76.7,9,10,90.0,2,2,100.0,1,1.5,0.3,-0.5,6,1,1,0,3
119,Paweł Dawidowicz,POL,DF,Hellas Verona,29,1995,4.2,183,212,86.3,3370,1054,75,78,96.2,86,95,90.5,18,32,56.3,0,0.0,0.0,0.0,0,19,0,0,16
120,Charles De Ketelaere,BEL,"FW,MF",Atalanta,23,2001,4.5,144,182,79.1,2288,704,76,92,82.6,53,63,84.1,11,16,68.8,1,1.6,1.2,-0.6,13,16,16,2,33
121,Mattia De Sciglio,ITA,DF,Empoli,31,1992,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
122,Lorenzo De Silvestri,ITA,DF,Bologna,36,1988,1.0,53,66,80.3,905,349,24,27,88.9,23,27,85.2,5,10,50.0,0,0.0,0.1,0.0,1,10,0,0,8
123,Koni De Winter,BEL,DF,Genoa,22,2002,6.0,249,291,85.6,4246,1315,110,120,91.7,110,124,88.7,22,35,62.9,0,0.1,0.0,-0.1,2,12,1,1,16
124,Alessandro Deiola,ITA,MF,Cagliari,29,1995,4.2,79,120,65.8,1467,387,32,42,76.2,36,50,72.0,10,15,66.7,0,0.2,0.1,-0.2,2,13,2,0,10
125,Enrico Del Prato,ITA,DF,Parma,24,1999,3.2,123,158,77.8,1956,659,67,73,91.8,44,49,89.8,10,30,33.3,0,0.6,0.5,-0.6,4,7,1,1,4
126,Fisayo Dele-Bashiru,NGA,MF,Lazio,23,2001,1.8,63,67,94.0,894,86,35,37,94.6,24,24,100.0,2,4,50.0,0,0.0,0.0,0.0,1,3,0,0,3
127,Ali Dembélé,FRA,DF,Torino,20,2004,0.6,18,24,75.0,281,82,8,11,72.7,8,9,88.9,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,3
128,Michele Di Gregorio,ITA,GK,Juventus,27,1997,4.0,87,105,82.9,2108,1264,23,23,100.0,42,43,97.7,22,39,56.4,0,0.0,0.0,0.0,0,1,0,0,0
129,Giovanni Di Lorenzo,ITA,DF,Napoli,31,1993,6.0,282,332,84.9,4588,1817,145,160,90.6,113,130,86.9,21,29,72.4,0,0.8,0.5,-0.8,11,39,7,3,46
130,Boulaye Dia,SEN,"FW,MF",Lazio,27,1996,3.7,61,74,82.4,927,122,30,38,78.9,23,25,92.0,4,4,100.0,0,0.6,0.6,-0.6,4,6,3,0,11
131,Federico Dimarco,ITA,DF,Inter,26,1997,5.3,229,284,80.6,3900,947,110,122,90.2,93,112,83.0,21,42,50.0,1,1.7,1.6,-0.7,15,13,11,10,16
132,Berat Djimsiti,ALB,DF,Atalanta,31,1993,6.0,290,328,88.4,5180,1559,107,118,90.7,160,171,93.6,18,29,62.1,0,0.5,0.1,-0.5,3,18,3,0,30
133,Dodô,BRA,DF,Fiorentina,25,1998,6.0,241,315,76.5,4602,1441,79,93,84.9,135,158,85.4,23,48,47.9,0,1.1,0.9,-1.1,11,23,11,8,30
134,Patrick Dorgu,DEN,"FW,DF",Lecce,19,2004,4.5,114,149,76.5,1892,545,53,62,85.5,50,59,84.7,9,18,50.0,0,0.1,0.1,-0.1,5,10,1,0,8
135,Alberto Dossena,ITA,DF,Como,25,1998,4.7,189,220,85.9,3466,1121,63,68,92.6,108,115,93.9,14,27,51.9,1,0.4,0.0,0.6,1,8,0,0,12
136,Issa Doumbia,CIV,MF,Venezia,20,2003,1.0,29,37,78.4,435,78,17,19,89.5,10,13,76.9,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,4
137,Artem Dovbyk,UKR,FW,Roma,27,1997,5.8,67,91,73.6,724,104,49,62,79.0,10,14,71.4,1,1,100.0,0,0.1,0.4,-0.1,2,3,1,0,3
138,Ondrej Duda,SVK,MF,Hellas Verona,29,1994,3.4,117,149,78.5,1893,603,62,72,86.1,36,46,78.3,10,18,55.6,1,0.4,0.3,0.6,2,15,3,0,14
139,Denzel Dumfries,NED,DF,Inter,28,1996,1.6,47,63,74.6,802,227,22,24,91.7,20,28,71.4,5,10,50.0,0,0.1,0.1,-0.1,2,2,2,2,3
140,Alfred Duncan,GHA,MF,Venezia,31,1993,3.7,114,148,77.0,1968,543,54,66,81.8,43,50,86.0,12,20,60.0,0,0.2,0.4,-0.2,3,7,7,3,10
141,Paulo Dybala,ARG,"FW,MF",Roma,30,1993,3.2,117,148,79.1,1926,413,62,68,91.2,36,42,85.7,13,26,50.0,0,1.4,1.2,-1.4,11,8,3,1,10
142,Éderson,BRA,MF,Atalanta,25,1999,5.8,269,314,85.7,5227,1336,95,112,84.8,137,147,93.2,34,43,79.1,1,0.4,0.7,0.6,4,28,6,2,38
143,Kingsley Ehizibue,NED,DF,Udinese,29,1995,6.0,133,178,74.7,1999,608,71,84,84.5,48,63,76.2,7,14,50.0,1,0.8,0.6,0.2,6,4,3,3,7
144,Jeff Ekhator,ITA,"FW,MF",Genoa,17,2006,0.4,10,14,71.4,98,30,8,10,80.0,1,2,50.0,0,0,0.0,0,0.0,0.1,0.0,1,1,1,0,1
145,Jurgen Ekkelenkamp,NED,MF,Udinese,24,2000,2.2,72,87,82.8,1062,242,37,40,92.5,29,36,80.6,2,5,40.0,0,0.0,0.1,0.0,0,8,2,0,10
146,Emmanuel Ekong,SWE,"MF,FW",Empoli,22,2002,0.4,8,11,72.7,144,21,3,5,60.0,5,6,83.3,0,0,0.0,0,0.1,0.0,-0.1,1,1,0,0,2
147,Caleb Ekuban,GHA,FW,Genoa,30,1994,2.3,20,25,80.0,305,66,10,12,83.3,8,9,88.9,1,1,100.0,0,0.1,0.0,-0.1,2,3,0,0,3
148,Mikael Ellertsson,ISL,MF,Venezia,22,2002,4.4,51,73,69.9,633,220,32,42,76.2,15,23,65.2,1,4,25.0,1,0.5,0.6,0.5,8,3,3,0,6
149,Emerson,BRA,DF,Milan,25,1999,4.0,208,240,86.7,3282,886,105,115,91.3,93,100,93.0,6,13,46.2,0,0.4,0.3,-0.4,5,8,3,2,15
150,Yannik Engelhardt,GER,MF,Como,23,2001,0.8,25,25,100.0,397,78,11,11,100.0,14,14,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,3
151,Martin Erlic,CRO,DF,Bologna,26,1998,1.5,79,87,90.8,1758,574,16,17,94.1,45,50,90.0,16,18,88.9,0,0.0,0.0,0.0,0,2,0,0,2
152,Sebastiano Esposito,ITA,"FW,MF",Empoli,22,2002,4.1,76,124,61.3,1020,389,41,65,63.1,25,31,80.6,4,11,36.4,0,0.2,0.1,-0.2,5,4,3,0,13
153,Nahuel Estévez,ARG,MF,Parma,28,1995,1.8,44,55,80.0,703,214,21,22,95.5,20,21,95.2,3,11,27.3,0,0.0,0.0,0.0,1,2,0,0,4
154,Giovanni Fabbian,ITA,MF,Bologna,21,2003,2.8,36,47,76.6,510,50,24,27,88.9,10,13,76.9,1,2,50.0,0,0.1,0.0,-0.1,1,4,1,0,2
155,Alieu Fadera,GAM,"FW,MF",Como,22,2001,2.8,68,88,77.3,1045,166,33,34,97.1,30,37,81.1,3,7,42.9,1,0.1,0.1,0.9,2,2,3,0,4
156,Nicolò Fagioli,ITA,MF,Juventus,23,2001,3.3,223,246,90.7,3820,698,100,106,94.3,111,118,94.1,12,20,60.0,0,0.1,0.2,-0.1,3,21,2,0,18
157,Wladimiro Falcone,ITA,GK,Lecce,29,1995,6.0,105,167,62.9,3189,2481,21,21,100.0,41,41,100.0,43,103,41.7,0,0.0,0.0,0.0,0,5,0,0,0
158,Davide Faraoni,ITA,"MF,DF",Hellas Verona,32,1991,0.3,8,13,61.5,161,42,1,2,50.0,6,8,75.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1
159,Jacopo Fazzini,ITA,MF,Empoli,21,2003,2.6,30,45,66.7,441,158,19,25,76.0,9,12,75.0,2,4,50.0,0,0.1,0.0,-0.1,2,6,1,0,7
160,Mattia Felici,ITA,DF,Cagliari,23,2001,0.3,5,7,71.4,89,14,2,4,50.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
161,Youssouf Fofana,FRA,MF,Milan,25,1999,3.8,211,240,87.9,3509,1034,96,107,89.7,104,112,92.9,10,18,55.6,0,0.0,0.1,0.0,0,16,0,0,20
162,Michael Folorunsho,ITA,FW,Napoli,26,1998,0.2,5,6,83.3,82,18,2,3,66.7,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
163,Omari Forson,ENG,"MF,FW",Monza,20,2004,0.2,10,12,83.3,144,11,7,8,87.5,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
164,Davide Frattesi,ITA,MF,Inter,24,1999,2.9,69,81,85.2,1109,189,37,40,92.5,27,32,84.4,5,5,100.0,1,0.6,0.5,0.4,2,6,1,0,8
165,Morten Frendrup,DEN,MF,Genoa,23,2001,5.8,167,193,86.5,2454,453,87,94,92.6,63,70,90.0,6,12,50.0,0,0.0,0.1,0.0,1,10,1,0,16
166,Martin Frese,DEN,DF,Hellas Verona,26,1998,3.7,115,169,68.0,1871,620,60,66,90.9,44,62,71.0,8,32,25.0,0,0.1,0.0,-0.1,4,8,1,0,10
167,Remo Freuler,SUI,MF,Bologna,32,1992,6.0,345,373,92.5,6038,1551,143,149,96.0,167,175,95.4,27,34,79.4,1,0.4,0.3,0.6,9,32,4,0,44
168,Matteo Gabbia,ITA,DF,Milan,24,1999,3.0,150,167,89.8,2888,896,51,56,91.1,83,88,94.3,14,19,73.7,0,0.0,0.0,0.0,0,6,0,0,8
169,Alessandro Gabrielloni,ITA,"FW,MF",Como,30,1994,0.6,8,14,57.1,111,28,5,6,83.3,3,3,100.0,0,1,0.0,0,0.2,0.0,-0.2,2,1,0,0,0
170,Gianluca Gaetano,ITA,MF,Cagliari,24,2000,0.9,20,27,74.1,304,73,12,16,75.0,6,8,75.0,1,1,100.0,0,0.0,0.1,0.0,1,3,0,0,3
171,Roberto Gagliardini,ITA,"MF,DF",Monza,30,1994,1.0,48,51,94.1,830,215,22,22,100.0,21,23,91.3,3,4,75.0,0,0.2,0.0,-0.2,1,6,0,0,6
172,Antonino Gallo,ITA,DF,Lecce,24,2000,5.9,173,248,69.8,3333,1597,65,72,90.3,83,108,76.9,23,61,37.7,0,1.0,0.9,-1.0,14,23,8,5,25
173,Gaspar,ANG,DF,Lecce,27,1997,6.0,197,237,83.1,3827,1502,62,71,87.3,114,129,88.4,19,32,59.4,1,0.3,0.5,0.7,3,4,0,0,5
174,Federico Gatti,ITA,DF,Juventus,26,1998,3.9,264,274,96.4,4860,1494,87,88,98.9,164,170,96.5,12,14,85.7,0,0.0,0.0,0.0,1,2,0,0,4
175,David de Gea,ESP,GK,Fiorentina,33,1990,3.0,87,101,86.1,2485,1795,14,14,100.0,41,41,100.0,32,45,71.1,0,0.0,0.0,0.0,0,1,0,0,0
176,Valentin Gendrey,FRA,DF,Lecce,24,2000,2.0,42,55,76.4,745,342,20,22,90.9,17,23,73.9,5,9,55.6,0,0.1,0.1,-0.1,2,5,2,1,5
177,Lautaro Gianetti,ARG,DF,Udinese,30,1993,3.3,110,134,82.1,2115,722,27,30,90.0,62,75,82.7,16,21,76.2,0,0.0,0.2,0.0,0,3,1,0,5
178,Mario Gila,ESP,DF,Lazio,24,2000,3.0,166,184,90.2,3160,1066,52,54,96.3,91,94,96.8,18,26,69.2,0,0.1,0.1,-0.1,3,11,0,0,13
179,Billy Gilmour,SCO,MF,Napoli,23,2001,0.2,22,25,88.0,346,84,11,12,91.7,11,12,91.7,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,1
180,Gvidas Gineitis,LTU,MF,Torino,20,2004,0.5,16,22,72.7,230,50,8,8,100.0,6,8,75.0,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,1
181,Ben Godfrey,ENG,DF,Atalanta,26,1998,0.3,8,10,80.0,122,16,5,5,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1
182,Saba Goglichidze,GEO,DF,Empoli,20,2004,4.0,91,116,78.4,1685,614,32,35,91.4,53,60,88.3,6,17,35.3,0,0.0,0.0,0.0,0,8,0,0,9
183,Edoardo Goldaniga,ITA,DF,Como,30,1993,1.4,70,76,92.1,1476,499,16,16,100.0,49,49,100.0,5,9,55.6,0,0.0,0.0,0.0,0,3,0,0,4
184,Pierluigi Gollini,ITA,GK,Genoa,29,1995,6.0,163,203,80.3,4659,3456,28,28,100.0,81,81,100.0,54,94,57.4,0,0.0,0.0,0.0,0,2,0,0,0
185,Nicolás González,ARG,FW,Juventus,26,1998,2.5,59,79,74.7,1001,169,27,37,73.0,25,29,86.2,5,7,71.4,0,0.1,0.3,-0.1,3,2,6,0,7
186,Robin Gosens,GER,DF,Fiorentina,30,1994,4.0,166,212,78.3,3043,1187,61,74,82.4,91,110,82.7,13,23,56.5,1,0.9,0.3,0.1,8,12,6,3,22
187,Alberto Grassi,ITA,MF,Empoli,29,1995,3.3,90,119,75.6,1486,484,35,43,81.4,52,64,81.3,2,7,28.6,0,0.1,0.1,-0.1,1,7,2,0,12
188,Mattéo Guendouzi,FRA,MF,Lazio,25,1999,6.0,279,316,88.3,5327,1537,111,118,94.1,136,147,92.5,29,41,70.7,0,0.5,0.3,-0.5,5,43,5,1,49
189,Frederic Guilbert,FRA,DF,Lecce,29,1994,2.3,76,103,73.8,1246,564,43,49,87.8,24,32,75.0,6,14,42.9,0,0.6,0.3,-0.6,1,6,1,1,7
190,Albert Guðmundsson,ISL,MF,Fiorentina,27,1997,1.3,38,47,80.9,566,159,22,24,91.7,11,13,84.6,3,6,50.0,0,0.0,0.1,0.0,0,7,1,0,8
191,Emmanuel Gyasi,GHA,"DF,FW",Empoli,30,1994,6.0,125,171,73.1,1876,621,73,89,82.0,43,57,75.4,6,14,42.9,0,0.0,0.1,0.0,3,4,0,0,5
192,Christian Gytkjær,DEN,FW,Venezia,34,1990,1.7,14,26,53.8,139,17,11,15,73.3,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,1,1,0,0,0
193,Nicolas Haas,SUI,MF,Empoli,28,1996,1.1,20,26,76.9,253,29,16,19,84.2,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
194,Saad El Haddad,MAR,MF,Venezia,19,2005,0.2,4,5,80.0,82,13,2,2,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
195,Antoine Hainaut,FRA,"DF,FW",Parma,22,2002,0.6,35,45,77.8,544,238,20,22,90.9,11,16,68.8,3,5,60.0,0,0.2,0.6,-0.2,1,2,5,0,8
196,Mohamed Haj,TUN,MF,Parma,19,2005,0.3,18,19,94.7,399,163,3,4,75.0,13,13,100.0,2,2,100.0,2,0.5,0.2,1.5,2,1,1,1,3
197,Ridgeciano Haps,SUR,DF,Venezia,31,1993,2.3,48,66,72.7,803,300,19,22,86.4,24,31,77.4,3,7,42.9,0,0.0,0.1,0.0,0,2,2,0,4
198,Abdou Harroui,NED,"FW,MF",Hellas Verona,26,1998,1.9,42,58,72.4,541,87,32,35,91.4,8,15,53.3,1,3,33.3,0,0.0,0.1,0.0,0,5,0,0,3
199,Liam Henderson,SCO,MF,Empoli,28,1996,5.8,137,176,77.8,2487,797,54,65,83.1,61,71,85.9,17,30,56.7,0,1.1,0.7,-1.1,11,15,4,2,22
200,Mario Hermoso,ESP,DF,Roma,29,1995,0.6,17,21,81.0,284,88,9,11,81.8,7,9,77.8,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
201,Theo Hernández,FRA,DF,Milan,26,1997,4.4,253,282,89.7,3818,1122,146,150,97.3,86,99,86.9,14,21,66.7,1,0.3,0.6,0.7,7,26,4,2,30
202,Hernani,BRA,MF,Parma,30,1994,1.0,51,62,82.3,869,214,26,30,86.7,20,23,87.0,4,5,80.0,0,0.1,0.1,-0.1,3,4,2,0,11
203,Isak Hien,SWE,DF,Atalanta,25,1999,2.3,88,108,81.5,1942,620,20,25,80.0,50,61,82.0,18,21,85.7,0,0.0,0.0,0.0,0,2,0,0,1
204,Emil Holm,SWE,MF,Bologna,24,2000,0.1,0,2,0.0,0,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
205,Elseid Hysaj,ALB,DF,Lazio,30,1994,0.1,14,16,87.5,264,68,7,7,100.0,5,6,83.3,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1
206,Jay Idzes,IDN,DF,Venezia,24,2000,4.7,207,234,88.5,3823,1703,68,70,97.1,126,136,92.6,11,22,50.0,0,0.0,0.0,0.0,1,9,0,0,13
207,Jonathan Ikone,FRA,"MF,FW",Fiorentina,26,1998,1.2,25,33,75.8,337,111,16,19,84.2,8,11,72.7,0,1,0.0,0,0.1,0.1,-0.1,1,4,2,0,4
208,Ivan Ilić,SRB,MF,Torino,23,2001,5.3,235,278,84.5,3811,878,109,124,87.9,107,120,89.2,13,20,65.0,0,0.6,0.6,-0.6,5,18,11,2,21
209,Samuel Iling-Junior,ENG,"MF,FW",Bologna,20,2003,0.5,21,30,70.0,382,107,6,6,100.0,11,13,84.6,2,6,33.3,0,0.1,0.2,-0.1,1,1,3,1,3
210,Alessio Iovine,ITA,DF,Como,33,1991,2.5,85,119,71.4,1614,539,34,41,82.9,41,51,80.4,10,24,41.7,0,0.0,0.1,0.0,1,2,1,1,2
211,Gustav Isaksen,DEN,"FW,MF",Lazio,23,2001,3.1,77,108,71.3,1247,171,44,49,89.8,24,33,72.7,8,17,47.1,1,0.5,0.2,0.5,6,3,0,0,2
212,Ardian Ismajli,ALB,DF,Empoli,28,1996,6.0,119,159,74.8,2297,786,38,46,82.6,69,86,80.2,12,23,52.2,0,0.0,0.0,0.0,0,1,0,0,8
