Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
15,David Akpan Ankeye,NGA,FW,Genoa,22,2002.0,1,22.0,22.0,4.1,0.2,0,0.0,0,1,22.0,0,0.0,0.0,1.0,-1.0,-4.09,0.3,0.8,-0.5,-2.23
16,Faride Alidou,GER,"FW,MF",Hellas Verona,23,2001.0,2,59.0,30.0,10.9,0.7,0,0.0,0,2,30.0,2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.1,-0.12
17,Pontus Almqvist,SWE,FW,Parma,25,1999.0,5,124.0,25.0,27.6,1.4,0,0.0,0,5,25.0,0,1.0,3.0,4.0,-1.0,-0.73,2.4,2.5,-0.2,-0.13
18,Giorgio Altare,ITA,DF,Venezia,26,1998.0,3,194.0,65.0,35.9,2.2,2,90.0,2,1,14.0,0,0.33,1.0,4.0,-3.0,-1.39,1.4,3.4,-2.1,-0.97
19,Sofyan Amrabat,MAR,MF,Fiorentina,28,1996.0,2,180.0,90.0,33.3,2.0,2,90.0,2,0,0.0,0,1.0,1.0,1.0,0.0,0.0,1.6,2.3,-0.7,-0.36
20,Angeliño,ESP,DF,Roma,27,1997.0,6,540.0,90.0,100.0,6.0,6,90.0,6,0,0.0,0,1.5,7.0,4.0,3.0,0.5,9.1,7.7,1.4,0.23
21,Lorenzo Anghelè,ITA,FW,Juventus,19,2005.0,1,6.0,6.0,1.1,0.1,0,0.0,0,1,6.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Faustino Anjorin,ENG,MF,Empoli,22,2001.0,3,155.0,52.0,28.7,1.7,2,71.0,0,1,14.0,0,1.67,2.0,0.0,2.0,1.16,1.1,1.2,-0.1,-0.04
23,Marko Arnautović,AUT,FW,Inter,35,1989.0,3,40.0,13.0,7.4,0.4,0,0.0,0,3,13.0,3,2.33,1.0,1.0,0.0,0.0,1.7,0.4,1.4,3.06
24,Kristjan Asllani,ALB,MF,Inter,22,2002.0,5,145.0,29.0,26.9,1.6,1,73.0,0,4,18.0,1,1.6,0.0,2.0,-2.0,-1.24,1.9,2.9,-1.0,-0.62
25,Arthur Atta,FRA,MF,Udinese,21,2003.0,1,17.0,17.0,3.1,0.2,0,0.0,0,1,17.0,2,0.0,1.0,0.0,1.0,5.29,0.2,0.4,-0.2,-0.99
26,Emil Audero,ITA,GK,Como,27,1997.0,3,270.0,90.0,50.0,3.0,3,90.0,3,0,0.0,3,2.33,8.0,6.0,2.0,0.67,4.4,3.9,0.5,0.18
27,Tommaso Augello,ITA,DF,Cagliari,30,1994.0,5,409.0,82.0,90.9,4.5,5,82.0,3,0,0.0,0,0.4,1.0,8.0,-7.0,-1.54,5.2,6.0,-0.9,-0.19
28,Carlos Augusto,BRA,DF,Inter,25,1999.0,6,190.0,32.0,35.2,2.1,1,90.0,1,5,20.0,0,1.83,2.0,4.0,-2.0,-0.95,4.2,2.7,1.5,0.71
29,Yann Aurel Bisseck,GER,DF,Inter,23,2000.0,2,180.0,90.0,33.3,2.0,2,90.0,2,0,0.0,4,2.0,5.0,4.0,1.0,0.5,4.1,2.9,1.2,0.61
30,Paulo Azzi,BRA,DF,Cagliari,30,1994.0,5,336.0,67.0,74.7,3.7,4,76.0,2,1,31.0,0,0.4,1.0,3.0,-2.0,-0.54,5.4,4.9,0.5,0.12
