Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
216,Juan Jesus,BRA,DF,Napoli,33,1991,0.9,73,68,5,3,0,0,0,2,0,0,0,0,62,0,2
217,Jesse Joronen,FIN,GK,Venezia,31,1993,6.0,240,199,40,14,0,0,0,0,0,0,0,0,180,1,2
218,Luka Jović,SRB,FW,Milan,26,1997,0.9,20,18,2,0,1,0,1,0,0,0,0,0,15,0,0
219,Christian Kabasele,BEL,DF,Udinese,33,1991,3.4,163,153,10,5,0,3,0,1,0,0,0,0,145,0,1
220,Pierre Kalulu,FRA,DF,Juventus,24,2000,3.0,299,277,22,8,0,0,4,13,0,0,0,0,279,0,1
221,Hassane Kamara,CIV,DF,Udinese,30,1994,3.3,118,98,20,2,0,0,12,18,0,0,0,0,93,0,4
222,Yann Karamoh,FRA,FW,Torino,26,1998,0.4,16,16,0,0,0,0,2,0,0,0,0,0,13,0,1
223,Jesper Karlsson,SWE,FW,Bologna,26,1998,0.9,28,27,1,0,0,0,0,1,0,0,0,0,21,0,2
224,Jesper Karlström,SWE,MF,Udinese,29,1995,5.2,179,171,8,6,0,0,0,1,0,0,0,0,149,0,4
225,Lior Kasa,ISR,MF,Genoa,19,2005,0.2,8,5,3,1,0,0,2,0,2,1,1,0,7,0,0
226,Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,26,1998,2.8,63,59,3,1,1,0,2,0,2,2,0,0,42,1,1
227,Michael Kayode,ITA,DF,Fiorentina,20,2004,0.2,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
228,Moise Kean,ITA,FW,Fiorentina,24,2000,5.9,80,67,11,0,0,3,2,1,0,0,0,0,61,2,0
229,Mandela Keita,BEL,MF,Parma,22,2002,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1
230,Marc-Oliver Kempf,GER,DF,Como,29,1995,4.0,245,230,15,7,0,1,0,0,0,0,0,0,214,0,0
231,Magnus Kofod Andersen,DEN,MF,Venezia,25,1999,3.0,124,110,13,7,0,1,8,1,4,1,3,0,101,1,1
232,Sead Kolašinac,BIH,DF,Atalanta,31,1993,2.9,174,165,9,4,0,0,3,5,0,0,0,0,151,0,4
233,Manu Koné,FRA,MF,Roma,23,2001,1.9,109,109,0,0,0,0,0,0,0,0,0,0,95,0,2
234,Teun Koopmeiners,NED,MF,Juventus,26,1998,3.5,204,180,23,8,0,1,16,6,9,3,6,0,176,1,1
235,Odilon Kossounou,CIV,DF,Atalanta,23,2001,1.7,94,91,3,3,0,0,0,0,0,0,0,0,89,0,0
236,Christian Kouamé,CIV,"MF,FW",Fiorentina,26,1997,3.2,110,104,5,0,0,0,4,5,0,0,0,0,82,1,1
237,Mateusz Kowalski,POL,MF,Parma,19,2005,0.6,12,12,0,0,0,0,0,0,0,0,0,0,8,0,1
238,Thomas Kristensen,DEN,DF,Udinese,22,2002,2.1,106,98,8,5,0,0,0,2,0,0,0,0,90,0,0
239,Nikola Krstović,MNE,FW,Lecce,24,2000,5.7,111,97,13,1,0,1,0,1,0,0,0,0,79,1,3
240,Khvicha Kvaratskhelia,GEO,"MF,FW",Napoli,23,2001,4.9,158,139,16,7,6,1,10,4,4,3,1,0,119,3,5
241,Giorgos Kyriakopoulos,GRE,DF,Monza,28,1996,6.0,289,211,78,13,0,0,22,58,7,2,4,0,222,0,10
242,Mathis Lambourde,FRA,"DF,MF",Hellas Verona,18,2006,0.1,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0
243,Gianluca Lapadula,PER,"FW,MF",Cagliari,34,1990,1.0,17,17,0,0,0,0,1,0,0,0,0,0,9,0,1
244,Valentino Lazaro,AUT,DF,Torino,28,1996,5.6,326,277,48,5,0,0,30,32,11,8,3,0,255,1,3
245,Darko Lazović,SRB,"MF,DF",Hellas Verona,34,1990,4.7,123,103,19,1,1,0,17,15,3,1,1,0,76,1,3
246,Manuel Lazzari,ITA,DF,Lazio,30,1993,5.1,281,229,52,6,0,0,35,46,0,0,0,0,228,0,9
247,Enzo Le Fée,FRA,MF,Roma,24,2000,1.0,66,60,6,2,0,0,4,1,2,1,1,0,50,0,1
248,Rafael Leão,POR,FW,Milan,25,1999,4.9,182,174,8,1,4,2,12,4,3,0,0,0,143,0,9
249,Nunzio Lella,ITA,MF,Venezia,24,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
250,Karol Linetty,POL,MF,Torino,29,1995,3.9,156,150,6,6,0,0,0,0,0,0,0,0,135,0,1
251,Dailon Livramento,CPV,"FW,MF",Hellas Verona,23,2001,1.8,27,27,0,0,0,0,3,0,0,0,0,0,12,0,1
252,Stanislav Lobotka,SVK,MF,Napoli,29,1994,5.8,340,334,4,4,1,0,0,0,0,0,0,0,301,2,5
253,Manuel Locatelli,ITA,MF,Juventus,26,1998,4.3,390,379,11,11,0,2,0,0,0,0,0,0,359,0,1
254,Ruben Loftus-Cheek,ENG,MF,Milan,28,1996,4.5,177,175,2,2,1,0,5,0,0,0,0,0,159,0,1
255,Ademola Lookman,NGA,"MF,FW",Atalanta,26,1997,2.4,97,81,16,0,1,0,15,2,14,7,4,0,70,0,6
256,Sandi Lovrić,SVN,MF,Udinese,26,1998,3.5,129,116,12,3,0,1,8,2,7,1,2,0,98,1,4
257,Lorenzo Lucca,ITA,FW,Udinese,24,2000,4.3,64,56,8,0,0,0,0,0,0,0,0,0,42,0,0
258,Jhon Lucumí,COL,DF,Bologna,26,1998,3.4,294,282,12,8,0,4,0,0,0,0,0,0,270,0,1
259,José Luis Palomino,ARG,DF,Cagliari,34,1990,0.8,51,46,5,1,0,0,0,3,0,0,0,0,42,0,0
260,Douglas Luiz,BRA,MF,Juventus,26,1998,1.7,130,118,12,1,0,1,10,2,9,3,5,0,116,0,0
261,Romelu Lukaku,BEL,FW,Napoli,31,1993,2.9,57,55,2,0,2,0,0,0,0,0,0,0,39,0,7
262,Sebastiano Luperto,ITA,DF,Cagliari,28,1996,5.0,263,248,15,10,0,0,3,5,0,0,0,0,220,0,2
263,Zito Luvumbo,ANG,"FW,MF",Cagliari,22,2002,4.2,72,65,7,0,0,0,12,0,1,0,0,0,47,0,2
264,Charalambos Lykogiannis,GRE,DF,Bologna,30,1993,3.6,216,188,27,6,0,0,22,15,6,1,5,0,162,1,4
265,Giangiacomo Magnani,ITA,DF,Hellas Verona,28,1995,2.3,63,61,1,1,0,0,1,0,0,0,0,0,51,1,1
266,Mike Maignan,FRA,GK,Milan,29,1995,6.0,233,201,32,12,0,0,0,0,0,0,0,0,210,0,0
267,Antoine Makoumbou,CGO,MF,Cagliari,26,1998,0.7,43,41,2,2,0,0,0,0,0,0,0,0,33,0,1
268,Daniel Maldini,ITA,MF,Monza,22,2001,4.7,125,114,11,4,0,1,11,0,4,3,1,0,91,0,2
269,Youssef Maleh,MAR,MF,Empoli,26,1998,3.0,77,74,2,2,1,0,1,0,0,0,0,0,56,1,4
270,Ruslan Malinovskyi,UKR,"MF,FW",Genoa,31,1993,2.5,118,114,4,3,0,1,0,1,0,0,0,0,105,0,2
271,Dennis Man,ROU,FW,Parma,26,1998,4.3,159,145,14,1,1,2,11,3,10,1,0,0,122,0,5
272,Gianluca Mancini,ITA,DF,Roma,28,1996,5.6,352,333,19,12,1,0,7,6,0,0,0,0,304,0,3
273,Rolando Mandragora,ITA,MF,Fiorentina,27,1997,3.0,158,146,11,8,0,3,2,0,1,0,0,0,126,1,1
274,Alberto Manzoni,ITA,MF,Atalanta,19,2005,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
275,Filip Marchwiński,POL,MF,Lecce,22,2002,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
276,Pablo Marí,ESP,DF,Monza,31,1993,6.0,371,342,28,11,0,0,0,2,0,0,0,0,336,1,0
277,Mirko Marić,CRO,FW,Monza,29,1995,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
278,Răzvan Marin,ROU,MF,Cagliari,28,1996,4.6,214,184,30,9,2,0,28,1,20,1,19,0,159,0,2
279,Guillermo Maripán,CHI,DF,Torino,30,1994,1.1,145,142,3,3,0,1,0,0,0,0,0,0,133,0,0
280,Aarón Martín,ESP,DF,Genoa,27,1997,5.0,222,156,64,14,0,0,44,36,14,4,10,0,150,2,2
281,Lautaro Martínez,ARG,FW,Inter,27,1997,4.4,84,77,7,1,0,1,1,0,0,0,0,0,63,0,3
282,Lucas Martínez Quarta,ARG,DF,Fiorentina,28,1996,2.4,158,148,9,5,0,3,0,4,0,0,0,0,135,1,0
283,Kevin Martins,ITA,DF,Monza,19,2005,0.0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
284,Adam Marušić,MNE,DF,Lazio,31,1992,2.8,164,134,30,3,0,0,6,27,0,0,0,0,146,0,1
285,Adam Masina,MAR,DF,Torino,30,1994,6.0,447,428,19,9,0,3,6,8,0,0,0,0,383,0,1
286,Alan Matturro,URU,DF,Genoa,19,2004,0.2,6,4,2,1,0,1,0,1,0,0,0,0,5,0,0
287,Luca Mazzitelli,ITA,MF,Como,28,1995,1.9,107,102,4,2,0,1,5,1,0,0,0,0,85,1,2
288,Pasquale Mazzocchi,ITA,DF,Napoli,29,1995,3.9,140,113,26,0,1,0,7,26,0,0,0,0,110,1,5
289,Samuel Mbangula,BEL,FW,Juventus,20,2004,2.5,76,76,0,0,0,0,4,0,0,0,0,0,64,0,0
290,Weston McKennie,USA,MF,Juventus,26,1998,1.8,76,75,0,0,0,0,0,0,0,0,0,0,65,1,0
291,Scott McTominay,SCO,MF,Napoli,27,1996,2.2,51,50,1,0,0,0,1,0,0,0,0,0,43,0,1
292,Alex Meret,ITA,GK,Napoli,27,1997,4.4,128,85,43,10,0,0,0,0,0,0,0,0,93,0,0
293,Junior Messias,BRA,"MF,FW",Genoa,33,1991,2.9,55,52,3,0,0,1,4,2,0,0,0,0,40,0,0
294,Valentin Mihaila,ROU,"FW,MF",Parma,24,2000,4.0,108,99,9,3,1,1,2,2,4,0,0,1,85,0,2
295,Vanja Milinković-Savić,SRB,GK,Torino,27,1997,5.0,219,154,63,11,0,0,0,0,0,0,0,0,157,2,0
296,Yerry Mina,COL,DF,Cagliari,30,1994,3.7,257,241,16,13,0,0,0,1,0,0,0,0,213,0,0
297,Juan Miranda,ESP,DF,Bologna,24,2000,2.4,210,162,48,9,0,2,22,31,8,1,7,0,166,0,3
298,Fabio Miretti,ITA,MF,Genoa,21,2003,0.8,17,12,5,1,0,1,4,1,3,1,2,0,12,0,0
299,Henrikh Mkhitaryan,ARM,MF,Inter,35,1989,5.0,262,258,2,1,1,0,3,1,0,0,0,0,219,2,4
300,Lorenzo Montipò,ITA,GK,Hellas Verona,28,1996,6.0,171,105,65,19,0,2,0,0,0,0,0,0,83,1,0
301,Álvaro Morata,ESP,"MF,FW",Milan,31,1992,2.1,47,45,2,1,0,2,2,0,0,0,0,0,41,0,0
302,Alberto Moreno,ESP,DF,Como,32,1992,6.0,314,260,54,9,1,3,15,45,0,0,0,0,259,0,4
303,Tete Morente,ESP,"FW,MF",Lecce,27,1996,3.4,107,98,8,2,0,1,5,4,2,0,2,0,86,1,5
304,Nikola Moro,CRO,MF,Bologna,26,1998,2.6,143,138,5,2,1,2,9,0,3,0,3,0,107,0,6
305,Daniel Mosquera,COL,"FW,MF",Hellas Verona,24,1999,2.2,36,30,6,0,0,0,1,0,0,0,0,0,25,0,2
306,Dany Mota,POR,MF,Monza,26,1998,2.2,69,68,1,0,1,0,7,1,0,0,0,0,46,0,3
307,Yunus Musah,USA,MF,Milan,21,2002,1.7,122,119,3,1,0,1,2,2,0,0,0,0,114,0,0
308,Juan Musso,ARG,GK,Atalanta,30,1994,1.0,33,17,16,2,0,0,0,0,0,0,0,0,17,0,0
309,Kingstone Mutandwa,ZAM,MF,Cagliari,21,2003,0.4,10,8,2,0,0,0,1,0,0,0,0,0,8,0,0
310,Obite N'Dicka,CIV,DF,Roma,25,1999,6.0,413,393,20,7,0,1,0,1,0,0,0,0,394,0,1
311,Michel Ndary Adopo,FRA,MF,Cagliari,24,2000,1.1,34,34,0,0,0,0,0,0,0,0,0,0,31,0,1
312,Dan Ndoye,SUI,"FW,MF",Bologna,23,2000,3.7,107,104,3,1,2,3,9,2,0,0,0,0,72,0,4
313,David Neres,BRA,"MF,FW",Napoli,27,1997,0.6,35,32,3,0,1,0,8,0,3,1,1,1,28,0,1
314,Cyril Ngonge,BEL,DF,Napoli,24,2000,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
315,Hans Nicolussi Caviglia,ITA,MF,Venezia,24,2000,2.6,93,80,13,8,0,3,5,0,4,2,0,0,72,0,1
316,Eybi Nije,SWE,DF,Torino,19,2005,0.3,9,6,3,0,0,0,0,3,0,0,0,0,9,0,0
317,Tijjani Noslin,NED,"FW,MF",Lazio,25,1999,2.6,78,77,1,0,1,1,8,0,0,0,0,0,56,0,4
318,Adam Obert,SVK,DF,Cagliari,22,2002,0.1,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0
319,Jens Odgaard,DEN,"FW,MF",Bologna,25,1999,2.4,76,73,3,1,2,1,3,1,1,0,0,0,60,0,2
320,Noah Okafor,SUI,FW,Milan,24,2000,2.3,43,36,7,0,0,0,7,1,0,0,0,0,30,0,1
321,Maduka Okoye,NGA,GK,Udinese,25,1999,6.0,199,157,41,13,0,0,0,0,0,0,0,0,149,1,2
322,Mathías Olivera,URU,DF,Napoli,26,1997,4.2,181,153,27,2,0,1,3,25,0,0,0,0,149,1,6
323,Gaetano Oristanio,ITA,"MF,FW",Venezia,22,2002,4.2,67,62,5,2,1,0,12,0,3,2,0,0,50,0,1
324,Riccardo Orsolini,ITA,"FW,MF",Bologna,27,1997,3.7,111,107,4,1,2,3,12,0,3,3,0,0,71,0,4
325,Yordan Osorio,VEN,DF,Parma,30,1994,0.9,31,30,0,0,0,0,0,0,0,0,0,0,25,1,1
326,Remi Oudin,FRA,"MF,FW",Lecce,27,1996,0.9,32,23,8,1,1,0,9,1,6,3,2,0,19,1,0
327,Alberto Paleari,ITA,GK,Torino,32,1992,1.0,32,23,9,3,0,0,0,0,0,0,0,0,28,0,0
328,Marco Palestra,ITA,DF,Atalanta,19,2005,0.4,22,17,5,2,0,0,5,3,0,0,0,0,15,0,1
329,Leandro Paredes,ARG,MF,Roma,30,1994,1.2,86,80,5,3,0,0,3,0,2,1,1,0,75,1,2
330,Fabiano Parisi,ITA,DF,Fiorentina,23,2000,1.4,54,48,6,2,0,1,0,4,0,0,0,0,45,0,2
331,Mario Pašalić,CRO,MF,Atalanta,29,1995,3.9,219,215,4,2,0,1,1,1,0,0,0,0,200,0,0
332,Patric,ESP,DF,Lazio,31,1993,2.5,157,149,6,6,0,2,2,0,0,0,0,0,135,2,0
333,Benjamin Pavard,FRA,DF,Inter,28,1996,4.0,284,271,13,9,0,1,3,4,0,0,0,0,262,0,2
334,Strahinja Pavlović,SRB,DF,Milan,23,2001,3.0,237,226,11,3,0,0,0,0,0,0,0,0,206,0,3
335,Leonardo Pavoletti,ITA,"FW,MF",Cagliari,35,1988,1.1,42,41,1,0,0,0,0,0,0,0,0,0,21,0,2
336,Martín Payero,ARG,MF,Udinese,26,1998,2.4,63,60,3,2,0,2,3,1,0,0,0,0,47,0,2
337,Nicolás Paz,ARG,"MF,FW",Como,20,2004,3.6,145,135,9,4,4,0,11,0,5,1,4,0,114,1,7
338,Marcus Pedersen,NOR,DF,Torino,24,2000,1.3,45,36,9,0,0,0,9,9,0,0,0,0,29,0,5
339,Pedro,ESP,"MF,FW",Lazio,37,1987,0.3,17,16,1,0,1,1,2,0,0,0,0,0,14,0,0
340,Pietro Pellegri,ITA,"FW,MF",Empoli,23,2001,0.8,15,15,0,0,0,0,1,0,0,0,0,0,11,0,4
341,Lorenzo Pellegrini,ITA,MF,Roma,28,1996,4.9,178,155,21,10,1,0,15,3,8,6,2,0,145,2,3
342,Luca Pellegrini,ITA,DF,Lazio,25,1999,0.3,20,12,8,1,0,0,1,7,0,0,0,0,17,0,1
343,Andy Pelmard,FRA,DF,Lecce,24,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
344,Pedro Pereira,POR,DF,Monza,26,1998,3.8,125,109,16,1,0,1,6,15,0,0,0,0,99,0,7
345,Nehuén Pérez,ARG,DF,Udinese,24,2000,2.0,60,51,9,7,0,2,0,0,0,0,0,0,49,0,1
346,Mattia Perin,ITA,GK,Juventus,31,1992,2.0,61,55,6,3,0,0,0,0,0,0,0,0,50,0,0
347,Máximo Perrone,ARG,MF,Como,21,2003,4.3,262,249,13,11,0,1,1,2,0,0,0,0,234,0,3
348,Matteo Pessina,ITA,MF,Monza,27,1997,5.5,271,256,13,8,0,0,3,0,0,0,0,0,234,2,1
349,Andrea Petagna,ITA,FW,Monza,29,1995,2.0,46,43,3,0,0,1,1,0,0,0,0,0,27,0,2
350,Giuseppe Pezzella,ITA,"DF,FW",Empoli,26,1997,5.5,192,124,67,7,0,0,30,52,8,2,5,0,111,1,4
351,Roberto Piccoli,ITA,FW,Cagliari,23,2001,4.4,67,62,4,0,0,0,2,0,0,0,0,0,48,1,3
352,Nicholas Pierini,ITA,MF,Venezia,26,1998,0.9,20,18,2,0,0,0,3,0,2,0,2,0,15,0,0
353,Santiago Pierotti,ARG,"FW,MF",Lecce,23,2001,1.4,37,34,3,0,0,0,0,2,0,0,0,0,28,0,2
354,Balthazar Pierret,FRA,MF,Lecce,24,2000,3.9,169,161,8,4,0,1,6,0,4,3,1,0,147,0,1
355,Andrea Pinamonti,ITA,"FW,MF",Genoa,25,1999,4.2,54,46,8,0,0,1,1,0,0,0,0,0,37,0,3
356,Niccolò Pisilli,ITA,MF,Roma,20,2004,2.5,126,126,0,0,1,0,2,0,0,0,0,0,110,0,2
357,Semuel Pizzignacco,ITA,GK,Monza,23,2001,2.0,68,46,22,6,0,0,0,1,0,0,0,0,52,0,0
358,Tommaso Pobega,ITA,MF,Bologna,25,1999,1.0,33,31,1,0,0,0,0,1,0,0,0,0,30,1,0
359,Joel Pohjanpalo,FIN,FW,Venezia,30,1994,3.6,89,81,7,0,0,0,0,0,0,0,0,0,58,1,1
360,Matteo Politano,ITA,"MF,FW",Napoli,31,1993,5.4,226,202,22,5,0,7,41,4,12,7,1,1,158,2,9
361,Marin Pongračić,CRO,DF,Fiorentina,27,1997,1.0,51,50,1,1,0,0,0,0,0,0,0,0,44,0,1
362,Stefan Posch,AUT,DF,Bologna,27,1997,5.1,357,285,70,14,0,4,14,56,0,0,0,0,285,2,9
363,Matteo Prati,ITA,MF,Cagliari,20,2003,1.9,86,82,4,3,0,0,2,1,0,0,0,0,64,0,1
364,Ivan Provedel,ITA,GK,Lazio,30,1994,6.0,201,176,23,11,0,1,0,0,0,0,0,0,148,2,1
365,Christian Pulisic,USA,"FW,MF",Milan,26,1998,5.2,218,198,20,2,3,1,32,3,15,12,1,0,169,0,6
366,Hamza Rafia,TUN,MF,Lecce,25,1999,2.2,114,106,8,5,1,0,6,0,0,0,0,0,99,0,1
367,Antonio Raimondo,ITA,FW,Venezia,20,2004,0.8,18,17,1,0,1,0,1,0,0,0,0,0,11,0,0
368,Ylber Ramadani,ALB,MF,Lecce,28,1996,5.7,289,280,5,5,1,1,1,0,0,0,0,0,245,4,3
369,Luca Ranieri,ITA,DF,Fiorentina,25,1999,4.4,270,254,14,12,0,1,0,2,0,0,0,0,236,2,3
370,Giacomo Raspadori,ITA,"FW,MF",Napoli,24,2000,2.2,77,62,15,3,1,0,11,1,7,3,3,0,51,0,6
371,Federico Ravaglia,ITA,GK,Bologna,24,1999,1.0,30,22,8,3,0,1,0,0,0,0,0,0,23,0,0
372,Ante Rebić,CRO,"FW,MF",Lecce,31,1993,2.2,71,61,9,0,0,0,14,0,8,5,3,0,47,1,4
373,Tijjani Reijnders,NED,MF,Milan,26,1998,4.8,246,238,7,6,3,0,2,0,1,0,0,0,223,1,0
374,Pepe Reina,ESP,GK,Como,42,1982,3.0,92,80,12,5,0,0,0,0,0,0,0,0,64,0,0
375,Mateo Retegui,ITA,FW,Atalanta,25,1999,4.4,72,67,5,0,0,0,2,0,0,0,0,0,57,0,1
376,Samuele Ricci,ITA,MF,Torino,23,2001,5.7,270,256,14,13,2,2,3,1,0,0,0,0,249,0,3
377,Amir Richardson,MAR,MF,Fiorentina,22,2002,1.2,61,60,1,1,0,0,1,0,0,0,0,0,55,0,1
378,Sergi Roberto,ESP,MF,Como,32,1992,3.5,203,192,11,8,1,0,5,0,3,1,2,0,185,0,1
379,Alessio Romagnoli,ITA,DF,Lazio,29,1995,5.0,303,278,24,7,0,0,0,0,0,0,0,0,275,1,0
380,Marten de Roon,NED,"DF,MF",Atalanta,33,1991,6.0,374,350,24,17,0,3,5,7,0,0,0,0,322,0,1
381,Jonas Rouhi,SWE,DF,Juventus,20,2004,1.0,70,62,8,0,0,1,2,8,0,0,0,0,60,0,1
382,Nicolò Rovella,ITA,MF,Lazio,22,2001,3.9,267,255,12,4,2,2,5,1,3,1,2,0,240,0,2
383,Amir Rrahmani,KVX,DF,Napoli,30,1994,6.0,350,322,28,22,0,1,0,3,0,0,0,0,321,0,1
384,Matteo Ruggeri,ITA,DF,Atalanta,22,2002,4.6,292,254,36,4,0,1,16,28,4,0,1,0,244,2,10
385,Stefano Sabelli,ITA,DF,Genoa,31,1993,3.3,115,88,26,1,0,1,18,25,0,0,0,0,68,1,1
386,Alexis Saelemaekers,BEL,"FW,DF",Roma,25,1999,1.2,48,43,5,0,0,0,2,5,0,0,0,0,40,0,1
387,Alexis Saelemaekers,BEL,"DF,FW",Milan,25,1999,1.0,78,64,13,2,0,0,10,7,4,2,1,0,66,1,0
388,Richie Sagrado,BEL,DF,Venezia,20,2004,0.6,4,3,1,0,0,0,0,1,0,0,0,0,3,0,0
389,Marco Sala,ITA,DF,Como,25,1999,1.0,51,43,8,1,0,1,2,7,0,0,0,0,42,0,2
390,Lazar Samardzic,SRB,"MF,FW",Atalanta,22,2002,2.2,100,89,11,2,0,2,14,1,8,5,1,0,77,0,0
391,Antonio Sanabria,PAR,"FW,MF",Torino,28,1996,2.4,51,48,3,0,0,0,0,0,0,0,0,0,39,0,1
392,Amin Sarr,SWE,FW,Hellas Verona,23,2001,0.3,11,11,0,0,0,0,0,0,0,0,0,0,7,0,0
393,Nicolò Savona,ITA,DF,Juventus,21,2003,3.5,230,208,21,5,0,0,11,16,0,0,0,0,207,1,2
394,Saba Sazonov,GEO,DF,Torino,22,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Joël Schingtienne,BEL,DF,Venezia,22,2002,1.0,29,28,1,1,0,0,0,0,0,0,0,0,28,0,0
396,Simone Scuffet,ITA,GK,Cagliari,28,1996,5.0,157,111,44,12,0,0,0,0,0,0,0,0,123,2,0
397,Suat Serdar,GER,MF,Hellas Verona,27,1997,0.2,8,7,1,1,0,0,0,0,0,0,0,0,4,0,2
398,Stephan El Shaarawy,ITA,DF,Roma,31,1992,2.6,136,114,21,0,1,0,6,21,0,0,0,0,108,1,3
399,Eldor Shomurodov,UZB,"FW,DF",Roma,29,1995,0.4,14,13,1,0,0,0,1,0,0,0,0,0,11,0,2
400,Giovanni Simeone,ARG,FW,Napoli,29,1995,1.5,34,33,1,0,0,1,0,0,0,0,0,0,23,0,1
401,Łukasz Skorupski,POL,GK,Bologna,33,1991,5.0,186,146,39,12,0,0,0,0,0,0,0,0,153,1,0
402,Simon Sohm,SUI,MF,Parma,23,2001,3.6,124,123,1,1,0,0,2,0,0,0,0,0,107,0,2
403,Ola Solbakken,NOR,"MF,FW",Empoli,26,1998,2.2,44,44,0,0,0,2,1,0,0,0,0,0,26,0,1
404,Yann Sommer,SUI,GK,Inter,35,1988,6.0,219,186,29,5,0,0,0,0,0,0,0,0,193,4,0
405,Borna Sosa,CRO,DF,Torino,26,1998,2.8,146,133,12,0,0,0,13,12,0,0,0,0,122,1,1
406,Riccardo Sottil,ITA,"MF,FW",Fiorentina,25,1999,0.7,29,28,1,1,1,0,6,0,0,0,0,0,20,0,1
407,Matìas Soulé,ARG,"FW,MF",Roma,21,2003,3.5,191,171,20,5,1,1,22,11,4,4,0,0,157,0,2
408,Leonardo Spinazzola,ITA,DF,Napoli,31,1993,1.9,76,56,20,0,2,0,3,20,0,0,0,0,56,0,2
409,Petar Stojanović,SVN,MF,Empoli,28,1995,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
410,Gabriel Strefezza,BRA,"MF,FW",Como,27,1997,5.7,201,182,17,2,3,2,20,0,15,2,7,0,147,2,8
411,Ibrahim Sulemana,GHA,MF,Atalanta,21,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Tomáš Suslov,SVK,"FW,MF",Hellas Verona,22,2002,2.7,53,46,6,2,1,1,6,2,1,1,0,0,35,1,0
413,Zion Suzuki,JPN,GK,Parma,22,2002,3.8,157,127,30,8,0,0,0,0,0,0,0,0,120,0,0
414,Marin Šverko,CRO,DF,Venezia,26,1998,3.0,149,128,21,12,0,0,2,9,0,0,0,0,127,0,3
415,Mile Svilar,SRB,GK,Roma,25,1999,6.0,218,167,51,10,0,0,0,0,0,0,0,0,166,0,0
416,Michael Svoboda,AUT,DF,Venezia,25,1998,5.3,224,193,29,16,1,0,1,0,0,0,0,0,184,2,5
417,Adrien Tameze,CMR,"MF,DF",Torino,30,1994,2.7,109,107,2,2,0,0,8,0,0,0,0,0,87,0,3
418,Mehdi Taremi,IRN,"FW,MF",Inter,32,1992,1.9,53,49,2,1,3,0,0,0,0,0,0,0,42,2,1
419,Nuno Tavares,POR,DF,Lazio,24,2000,3.7,198,159,38,8,1,1,21,30,0,0,0,0,158,1,5
420,Loum Tchaouna,FRA,"FW,MF",Lazio,21,2003,1.6,45,41,4,0,0,0,8,0,4,3,1,0,32,0,1
421,Jackson Tchatchoua,CMR,"MF,DF",Hellas Verona,23,2001,6.0,170,144,25,1,0,4,12,24,0,0,0,0,135,1,3
422,Casper Tengstedt,DEN,FW,Hellas Verona,24,2000,4.4,67,57,10,0,0,1,2,1,0,0,0,0,47,0,1
423,Filippo Terracciano,ITA,DF,Milan,21,2003,1.0,48,36,12,2,0,0,0,10,0,0,0,0,39,0,0
424,Pietro Terracciano,ITA,GK,Fiorentina,34,1990,3.0,89,75,14,3,0,0,0,0,0,0,0,0,70,0,0
425,Florian Thauvin,FRA,"MF,FW",Udinese,31,1993,5.0,183,159,21,6,1,6,39,1,12,6,5,0,118,3,4
426,Malick Thiaw,GER,DF,Milan,23,2001,1.0,58,56,2,2,0,0,0,0,0,0,0,0,52,0,0
427,Morten Thorsby,NOR,"MF,DF",Genoa,28,1996,1.5,28,27,0,0,1,0,0,0,0,0,0,0,17,1,3
428,Khéphren Thuram,FRA,MF,Juventus,23,2001,1.3,94,90,4,3,0,0,0,1,0,0,0,0,87,0,0
429,Marcus Thuram,FRA,FW,Inter,27,1997,5.3,90,85,4,0,1,1,3,0,0,0,0,0,65,1,1
430,Rafael Tolói,ITA,DF,Atalanta,33,1990,0.4,14,13,0,0,0,0,0,0,0,0,0,0,12,1,0
431,Fikayo Tomori,ENG,DF,Milan,26,1997,5.0,354,336,18,9,0,2,1,1,0,0,0,0,330,0,0
432,Souleymane Touré,FRA,DF,Udinese,21,2003,1.2,55,51,4,1,0,1,0,0,0,0,0,0,51,0,0
433,Stefano Turati,ITA,GK,Monza,23,2001,4.0,142,104,38,11,0,0,0,0,0,0,0,0,89,0,1
434,Kacper Urbanski,POL,"MF,FW",Bologna,20,2004,1.5,67,65,2,0,1,0,4,0,2,0,2,0,56,0,3
