Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Gls_per_90,Ast,Ast_per_90,G+A,G+A_per_90,G-PK,G-PK_per_90,PK,PKatt,CrdY,CrdR,xG,xG_per_90,npxG,npxG_per_90,xAG,xAG_per_90,npxG+xAG,npxG+xAG_per_90,PrgC,PrgP,PrgR,G+A-PK,xG+xAG
114,Flavius Daniliuc,AUT,DF,Hellas Verona,23,2001,4,2,250,2.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.02,0.1,0.02,0.0,0.0,0.1,0.02,1,10,2,0.0,0.02
115,Danilo,BRA,DF,Juventus,33,1991,2,1,96,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,2,0.0,0.0
116,Matteo Darmian,ITA,DF,Inter,34,1989,6,5,399,4.4,1,0.23,1,0.23,2,0.45,1,0.23,0,0,0,0,0.6,0.14,0.6,0.14,0.5,0.1,1.1,0.24,1,7,22,0.45,0.24
117,Juan David Cabal,COL,DF,Juventus,23,2001,3,3,211,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.05,0.1,0.05,0.0,0.02,0.2,0.07,6,5,7,0.0,0.07
118,Keinan Davis,ENG,FW,Udinese,26,1998,6,1,166,1.8,0,0.0,1,0.54,1,0.54,0,0.0,0,0,1,0,0.6,0.3,0.6,0.3,1.5,0.82,2.1,1.12,4,3,12,0.54,1.12
119,Paweł Dawidowicz,POL,DF,Hellas Verona,29,1995,5,5,380,4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16,1,0.0,0.0
120,Charles De Ketelaere,BEL,"FW,MF",Atalanta,23,2001,6,5,401,4.5,1,0.22,1,0.22,2,0.45,1,0.22,0,0,0,0,1.2,0.27,1.2,0.27,1.6,0.36,2.8,0.63,18,33,41,0.45,0.63
121,Mattia De Sciglio,ITA,DF,Empoli,31,1992,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0
122,Lorenzo De Silvestri,ITA,DF,Bologna,36,1988,2,1,86,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,2,8,7,0.0,0.04
123,Koni De Winter,BEL,DF,Genoa,22,2002,6,6,540,6.0,1,0.17,0,0.0,1,0.17,1,0.17,0,0,4,0,0.5,0.08,0.5,0.08,0.1,0.01,0.6,0.09,2,16,6,0.17,0.09
124,Alessandro Deiola,ITA,MF,Cagliari,29,1995,5,5,382,4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.3,0.07,0.3,0.07,0.2,0.04,0.5,0.11,3,10,9,0.0,0.11
125,Enrico Del Prato,ITA,DF,Parma,24,1999,4,2,284,3.2,1,0.32,0,0.0,1,0.32,1,0.32,0,0,1,0,0.1,0.03,0.1,0.03,0.6,0.19,0.7,0.22,0,4,3,0.32,0.22
126,Fisayo Dele-Bashiru,NGA,MF,Lazio,23,2001,3,2,159,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.05,0.1,0.05,0.0,0.02,0.1,0.07,3,3,12,0.0,0.07
127,Ali Dembélé,FRA,DF,Torino,20,2004,4,0,50,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0.0,0.0
128,Michele Di Gregorio,ITA,GK,Juventus,27,1997,4,4,360,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
129,Giovanni Di Lorenzo,ITA,DF,Napoli,31,1993,6,6,540,6.0,2,0.33,0,0.0,2,0.33,2,0.33,0,0,0,0,0.9,0.15,0.9,0.15,0.8,0.13,1.6,0.27,7,46,30,0.33,0.27
130,Boulaye Dia,SEN,"FW,MF",Lazio,27,1996,5,4,335,3.7,3,0.81,0,0.0,3,0.81,3,0.81,0,0,0,0,1.5,0.41,1.5,0.41,0.6,0.16,2.1,0.57,5,11,16,0.81,0.57
131,Federico Dimarco,ITA,DF,Inter,26,1997,6,6,479,5.3,1,0.19,1,0.19,2,0.38,1,0.19,0,0,1,0,0.8,0.15,0.8,0.15,1.7,0.31,2.4,0.46,9,16,55,0.38,0.46
132,Berat Djimsiti,ALB,DF,Atalanta,31,1993,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.6,0.1,0.6,0.1,0.5,0.08,1.1,0.18,8,30,10,0.0,0.18
133,Dodô,BRA,DF,Fiorentina,25,1998,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.01,0.1,0.01,1.1,0.18,1.2,0.2,34,30,40,0.0,0.2
134,Patrick Dorgu,DEN,"FW,DF",Lecce,19,2004,5,5,404,4.5,1,0.22,0,0.0,1,0.22,1,0.22,0,0,1,1,1.4,0.31,1.4,0.31,0.1,0.03,1.5,0.34,17,8,26,0.22,0.34
135,Alberto Dossena,ITA,DF,Como,25,1998,5,5,424,4.7,0,0.0,1,0.21,1,0.21,0,0.0,0,0,0,0,0.2,0.04,0.2,0.04,0.4,0.1,0.6,0.13,0,12,0,0.21,0.13
136,Issa Doumbia,CIV,MF,Venezia,20,2003,5,0,86,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,2,4,2,0.0,0.05
137,Artem Dovbyk,UKR,FW,Roma,27,1997,6,6,520,5.8,2,0.35,0,0.0,2,0.35,2,0.35,0,0,0,0,2.8,0.49,2.8,0.49,0.1,0.02,2.9,0.5,3,3,35,0.35,0.5
138,Ondrej Duda,SVK,MF,Hellas Verona,29,1994,4,3,305,3.4,0,0.0,1,0.3,1,0.3,0,0.0,0,0,3,0,0.0,0.01,0.0,0.01,0.4,0.12,0.5,0.13,2,14,4,0.3,0.13
139,Denzel Dumfries,NED,DF,Inter,28,1996,4,1,141,1.6,1,0.64,0,0.0,1,0.64,1,0.64,0,0,1,0,0.6,0.41,0.6,0.41,0.1,0.07,0.7,0.48,3,3,9,0.64,0.48
140,Alfred Duncan,GHA,MF,Venezia,31,1993,4,4,333,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.02,0.1,0.02,0.2,0.05,0.2,0.07,3,10,5,0.0,0.07
141,Paulo Dybala,ARG,"FW,MF",Roma,30,1993,5,3,285,3.2,1,0.32,0,0.0,1,0.32,0,0.0,1,1,0,0,1.2,0.37,0.4,0.12,1.4,0.43,1.7,0.55,7,10,24,0.0,0.8
142,Éderson,BRA,MF,Atalanta,25,1999,6,6,518,5.8,0,0.0,1,0.17,1,0.17,0,0.0,0,0,2,0,0.4,0.06,0.4,0.06,0.4,0.06,0.7,0.12,2,38,13,0.17,0.12
143,Kingsley Ehizibue,NED,DF,Udinese,29,1995,6,6,540,6.0,0,0.0,1,0.17,1,0.17,0,0.0,0,0,2,0,0.2,0.03,0.2,0.03,0.8,0.13,1.0,0.16,13,7,29,0.17,0.16
144,Jeff Ekhator,ITA,"FW,MF",Genoa,17,2006,4,0,35,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.19,0.1,0.19,0.0,0.05,0.1,0.24,1,1,8,0.0,0.24
145,Jurgen Ekkelenkamp,NED,MF,Udinese,24,2000,6,1,200,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5,0.2,0.5,0.2,0.0,0.0,0.5,0.2,4,10,7,0.0,0.2
146,Emmanuel Ekong,SWE,"MF,FW",Empoli,22,2002,4,0,40,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.1,0.0,0.1,0.1,0.19,0.1,0.29,5,2,6,0.0,0.29
147,Caleb Ekuban,GHA,FW,Genoa,30,1994,4,2,210,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.11,0.3,0.11,0.1,0.03,0.3,0.14,1,3,11,0.0,0.14
148,Mikael Ellertsson,ISL,MF,Venezia,22,2002,5,5,398,4.4,0,0.0,1,0.23,1,0.23,0,0.0,0,0,0,0,0.6,0.13,0.6,0.13,0.5,0.11,1.0,0.23,5,6,11,0.23,0.23
149,Emerson,BRA,DF,Milan,25,1999,5,4,363,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.4,0.1,0.4,0.1,6,15,19,0.0,0.1
150,Yannik Engelhardt,GER,MF,Como,23,2001,2,0,71,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0
151,Martin Erlic,CRO,DF,Bologna,26,1998,3,2,131,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0
152,Sebastiano Esposito,ITA,"FW,MF",Empoli,22,2002,6,4,371,4.1,1,0.24,0,0.0,1,0.24,1,0.24,0,0,0,0,0.7,0.18,0.7,0.18,0.2,0.05,0.9,0.23,11,13,10,0.24,0.23
153,Nahuel Estévez,ARG,MF,Parma,28,1995,2,2,163,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.02,0.0,0.02,0.0,0.02,0.1,0.04,0,4,0,0.0,0.04
154,Giovanni Fabbian,ITA,MF,Bologna,21,2003,5,3,255,2.8,1,0.35,0,0.0,1,0.35,1,0.35,0,0,1,0,0.7,0.24,0.7,0.24,0.1,0.03,0.8,0.28,3,2,5,0.35,0.28
155,Alieu Fadera,GAM,"FW,MF",Como,22,2001,4,3,250,2.8,1,0.36,1,0.36,2,0.72,1,0.36,0,0,0,0,0.5,0.17,0.5,0.17,0.1,0.04,0.6,0.21,15,4,20,0.72,0.21
156,Nicolò Fagioli,ITA,MF,Juventus,23,2001,5,3,294,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.04,0.1,0.04,0.1,0.03,0.2,0.07,9,18,6,0.0,0.07
157,Wladimiro Falcone,ITA,GK,Lecce,29,1995,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
158,Davide Faraoni,ITA,"MF,DF",Hellas Verona,32,1991,1,0,24,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0
159,Jacopo Fazzini,ITA,MF,Empoli,21,2003,3,3,237,2.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.07,0.2,0.07,0.1,0.04,0.3,0.11,7,7,14,0.0,0.11
160,Mattia Felici,ITA,DF,Cagliari,23,2001,1,0,23,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,1,0,2,0.0,0.06
161,Youssouf Fofana,FRA,MF,Milan,25,1999,5,4,344,3.8,1,0.26,0,0.0,1,0.26,1,0.26,0,0,2,0,0.1,0.03,0.1,0.03,0.0,0.0,0.1,0.03,5,20,1,0.26,0.03
162,Michael Folorunsho,ITA,FW,Napoli,26,1998,1,0,18,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0
163,Omari Forson,ENG,"MF,FW",Monza,20,2004,1,0,20,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0
164,Davide Frattesi,ITA,MF,Inter,24,1999,6,2,258,2.9,1,0.35,1,0.35,2,0.7,1,0.35,0,0,0,0,1.2,0.44,1.2,0.44,0.6,0.21,1.9,0.65,8,8,4,0.7,0.65
165,Morten Frendrup,DEN,MF,Genoa,23,2001,6,6,521,5.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.1,0.01,0.1,0.01,0.0,0.0,0.1,0.01,2,16,5,0.0,0.01
166,Martin Frese,DEN,DF,Hellas Verona,26,1998,5,3,336,3.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.03,0.1,0.03,3,10,6,0.0,0.03
167,Remo Freuler,SUI,MF,Bologna,32,1992,6,6,540,6.0,0,0.0,1,0.17,1,0.17,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.4,0.06,0.4,0.06,9,44,8,0.17,0.06
168,Matteo Gabbia,ITA,DF,Milan,24,1999,3,3,270,3.0,1,0.33,0,0.0,1,0.33,1,0.33,0,0,1,0,0.1,0.03,0.1,0.03,0.0,0.0,0.1,0.03,2,8,0,0.33,0.03
169,Alessandro Gabrielloni,ITA,"FW,MF",Como,30,1994,3,0,57,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.18,0.1,0.18,0.2,0.25,0.3,0.43,2,0,5,0.0,0.43
170,Gianluca Gaetano,ITA,MF,Cagliari,24,2000,2,1,78,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,1.1,1.23,1.1,1.23,0.0,0.01,1.1,1.24,1,3,8,0.0,1.24
171,Roberto Gagliardini,ITA,"MF,DF",Monza,30,1994,3,0,89,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.2,0.17,0.2,0.17,2,6,3,0.0,0.17
172,Antonino Gallo,ITA,DF,Lecce,24,2000,6,6,535,5.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.02,0.1,0.02,1.0,0.17,1.1,0.19,13,25,18,0.0,0.19
173,Gaspar,ANG,DF,Lecce,27,1997,6,6,540,6.0,0,0.0,1,0.17,1,0.17,0,0.0,0,0,1,0,0.2,0.04,0.2,0.04,0.3,0.05,0.6,0.09,1,5,1,0.17,0.09
174,Federico Gatti,ITA,DF,Juventus,26,1998,4,4,354,3.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.03,0.1,0.03,0.0,0.0,0.1,0.03,1,4,1,0.0,0.03
175,David de Gea,ESP,GK,Fiorentina,33,1990,3,3,270,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
176,Valentin Gendrey,FRA,DF,Lecce,24,2000,2,2,180,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.09,0.2,0.09,0.1,0.05,0.3,0.14,7,5,4,0.0,0.14
177,Lautaro Gianetti,ARG,DF,Udinese,30,1993,4,4,299,3.3,1,0.3,0,0.0,1,0.3,1,0.3,0,0,3,0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.3,0.02
178,Mario Gila,ESP,DF,Lazio,24,2000,3,3,270,3.0,1,0.33,0,0.0,1,0.33,1,0.33,0,0,2,0,0.5,0.16,0.5,0.16,0.1,0.02,0.6,0.19,3,13,0,0.33,0.19
179,Billy Gilmour,SCO,MF,Napoli,23,2001,3,0,22,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0,1,0,0.0,0.07
180,Gvidas Gineitis,LTU,MF,Torino,20,2004,2,0,41,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.08,0,1,5,0.0,0.08
181,Ben Godfrey,ENG,DF,Atalanta,26,1998,1,0,23,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0
182,Saba Goglichidze,GEO,DF,Empoli,20,2004,4,4,360,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,0.0,0.0
183,Edoardo Goldaniga,ITA,DF,Como,30,1993,4,1,130,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0
184,Pierluigi Gollini,ITA,GK,Genoa,29,1995,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
185,Nicolás González,ARG,FW,Juventus,26,1998,4,3,225,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.03,0.1,0.03,0.1,0.05,0.2,0.08,6,7,23,0.0,0.08
186,Robin Gosens,GER,DF,Fiorentina,30,1994,4,4,357,4.0,1,0.25,1,0.25,2,0.5,1,0.25,0,0,1,0,0.7,0.17,0.7,0.17,0.9,0.23,1.6,0.41,3,22,11,0.5,0.41
187,Alberto Grassi,ITA,MF,Empoli,29,1995,4,4,298,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.06,0.2,0.06,0.1,0.02,0.3,0.08,3,12,2,0.0,0.08
188,Mattéo Guendouzi,FRA,MF,Lazio,25,1999,6,6,536,6.0,1,0.17,0,0.0,1,0.17,1,0.17,0,0,2,0,0.3,0.05,0.3,0.05,0.5,0.08,0.8,0.13,11,49,7,0.17,0.13
189,Frederic Guilbert,FRA,DF,Lecce,29,1994,3,3,210,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1,0.1,0.04,0.1,0.04,0.6,0.24,0.7,0.29,4,7,3,0.0,0.29
190,Albert Guðmundsson,ISL,MF,Fiorentina,27,1997,2,1,115,1.3,2,1.57,0,0.0,2,1.57,0,0.0,2,2,0,0,1.8,1.38,0.2,0.15,0.0,0.0,0.2,0.15,7,8,4,0.0,1.38
191,Emmanuel Gyasi,GHA,"DF,FW",Empoli,30,1994,6,6,539,6.0,2,0.33,0,0.0,2,0.33,2,0.33,0,0,1,0,1.2,0.21,1.2,0.21,0.0,0.01,1.3,0.22,3,5,19,0.33,0.22
192,Christian Gytkjær,DEN,FW,Venezia,34,1990,5,2,153,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.2,0.11,0.2,0.11,0.0,0.02,0.2,0.12,1,0,7,0.0,0.12
193,Nicolas Haas,SUI,MF,Empoli,28,1996,6,0,98,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0
194,Saad El Haddad,MAR,MF,Venezia,19,2005,1,0,15,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0
195,Antoine Hainaut,FRA,"DF,FW",Parma,22,2002,3,0,55,0.6,1,1.64,0,0.0,1,1.64,1,1.64,0,0,0,0,0.5,0.85,0.5,0.85,0.2,0.32,0.7,1.18,3,8,12,1.64,1.18
196,Mohamed Haj,TUN,MF,Parma,19,2005,1,0,24,0.3,0,0.0,2,7.5,2,7.5,0,0.0,0,0,0,0,0.3,1.09,0.3,1.09,0.5,1.88,0.8,2.97,1,3,2,7.5,2.97
197,Ridgeciano Haps,SUR,DF,Venezia,31,1993,3,2,206,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.4,0.17,0.4,0.17,0.0,0.0,0.4,0.17,3,4,4,0.0,0.17
198,Abdou Harroui,NED,"FW,MF",Hellas Verona,26,1998,4,2,170,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.3,0.14,0.3,0.14,0.0,0.0,0.3,0.14,7,3,16,0.0,0.14
199,Liam Henderson,SCO,MF,Empoli,28,1996,6,6,523,5.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.01,0.1,0.01,1.1,0.18,1.1,0.2,3,22,9,0.0,0.2
200,Mario Hermoso,ESP,DF,Roma,29,1995,3,0,55,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0
201,Theo Hernández,FRA,DF,Milan,26,1997,6,4,396,4.4,2,0.45,1,0.23,3,0.68,2,0.45,0,0,0,0,0.4,0.09,0.4,0.09,0.3,0.08,0.7,0.16,13,30,29,0.68,0.16
202,Hernani,BRA,MF,Parma,30,1994,2,1,87,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.09,0.1,0.09,0.1,0.09,0.2,0.18,1,11,2,0.0,0.18
203,Isak Hien,SWE,DF,Atalanta,25,1999,3,3,204,2.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0
204,Emil Holm,SWE,MF,Bologna,24,2000,1,0,7,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
205,Elseid Hysaj,ALB,DF,Lazio,30,1994,2,0,10,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0
206,Jay Idzes,IDN,DF,Venezia,24,2000,5,5,427,4.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.2,0.05,0.2,0.05,0.0,0.0,0.3,0.05,1,13,1,0.0,0.05
207,Jonathan Ikone,FRA,"MF,FW",Fiorentina,26,1998,5,0,112,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.09,0.1,0.09,0.1,0.05,0.2,0.14,7,4,14,0.0,0.14
208,Ivan Ilić,SRB,MF,Torino,23,2001,6,6,479,5.3,1,0.19,0,0.0,1,0.19,1,0.19,0,0,2,0,0.9,0.17,0.9,0.17,0.6,0.12,1.5,0.29,15,21,27,0.19,0.29
209,Samuel Iling-Junior,ENG,"MF,FW",Bologna,20,2003,2,0,48,0.5,1,1.87,0,0.0,1,1.87,1,1.87,0,0,0,0,0.0,0.08,0.0,0.08,0.1,0.22,0.2,0.3,2,3,9,1.87,0.3
210,Alessio Iovine,ITA,DF,Como,33,1991,3,3,225,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,5,2,3,0.0,0.01
211,Gustav Isaksen,DEN,"FW,MF",Lazio,23,2001,6,3,282,3.1,1,0.32,1,0.32,2,0.64,1,0.32,0,0,2,0,0.7,0.23,0.7,0.23,0.5,0.14,1.2,0.37,9,2,40,0.64,0.37
212,Ardian Ismajli,ALB,DF,Empoli,28,1996,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0
213,Armando Izzo,ITA,DF,Monza,32,1992,6,6,505,5.6,0,0.0,1,0.18,1,0.18,0,0.0,0,0,4,0,0.0,0.0,0.0,0.0,0.2,0.03,0.2,0.03,5,16,3,0.18,0.03
214,Ali Jasim,IRQ,FW,Como,20,2004,1,0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0
215,Gaby Jean,FRA,DF,Lecce,24,2000,1,0,16,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
216,Juan Jesus,BRA,DF,Napoli,33,1991,1,1,78,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.12,0.1,0.12,0.0,0.0,0.1,0.12,2,7,2,0.0,0.12
217,Jesse Joronen,FIN,GK,Venezia,31,1993,6,6,540,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
218,Luka Jović,SRB,FW,Milan,26,1997,3,1,79,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.1,0.08,0.1,0.08,0.1,0.06,0.1,0.14,1,4,7,0.0,0.14
219,Christian Kabasele,BEL,DF,Udinese,33,1991,5,3,307,3.4,1,0.29,0,0.0,1,0.29,1,0.29,0,0,0,0,0.3,0.09,0.3,0.09,0.0,0.0,0.3,0.09,1,14,1,0.29,0.09
220,Pierre Kalulu,FRA,DF,Juventus,24,2000,4,3,267,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.02,0.1,0.02,3,14,5,0.0,0.02
221,Hassane Kamara,CIV,DF,Udinese,30,1994,4,4,301,3.3,0,0.0,1,0.3,1,0.3,0,0.0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,0.14,0.5,0.15,7,5,13,0.3,0.15
222,Yann Karamoh,FRA,FW,Torino,26,1998,3,0,37,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.2,0.45,0.2,0.45,1,4,4,0.0,0.45
223,Jesper Karlsson,SWE,FW,Bologna,26,1998,2,1,81,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,9,0.0,0.0
224,Jesper Karlström,SWE,MF,Udinese,29,1995,6,5,466,5.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.01,0.0,0.01,0.3,0.05,0.3,0.06,4,17,3,0.0,0.06
225,Lior Kasa,ISR,MF,Genoa,19,2005,1,0,22,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.09,0.0,0.09,0.1,0.29,0.1,0.38,0,1,0,0.0,0.38
226,Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,26,1998,5,4,251,2.8,1,0.36,1,0.36,2,0.72,1,0.36,0,0,1,0,0.1,0.03,0.1,0.03,0.6,0.22,0.7,0.25,2,7,6,0.72,0.25
227,Michael Kayode,ITA,DF,Fiorentina,20,2004,1,0,18,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1,0.52,0.1,0.52,0.0,0.0,0.1,0.52,2,0,1,0.0,0.52
228,Moise Kean,ITA,FW,Fiorentina,24,2000,6,6,528,5.9,2,0.34,0,0.0,2,0.34,2,0.34,0,0,0,0,3.4,0.58,3.4,0.58,0.6,0.11,4.0,0.69,5,5,28,0.34,0.69
229,Mandela Keita,BEL,MF,Parma,22,2002,1,0,18,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
230,Marc-Oliver Kempf,GER,DF,Como,29,1995,4,4,360,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.3,0.07,0.3,0.07,0.1,0.01,0.3,0.09,0,10,0,0.0,0.09
